abstract-region;['vektorski produkt', 'vektor izdelek', 'vektorski izdelka', 'čez izdelek'];Binarni operator v trirazsežnem prostoru
socially-constructed-person;['enki'];V sumersko-akadski mitologiji glavni bog
socially-constructed-person;['james k. polk', 'james knox polk', 'james polk', 'polk', 'predsednik polk'];Ameriški odvetnik, poslovnež, politik, * 2. november 1795, okrožje Mecklenburg, Severna Karolina, † 15. junij 1849, Nashville, Tennessee
socially-constructed-person;['zachary taylor', 'predsednik taylor'];Ameriški general in politik, * 24. november 1784, Barboursville, Virginija, † 9. julij 1850, Washington, D.C.
socially-constructed-person;['krištof kolumb', 'kolumb', 'cristobal colon', 'cristoforo colombo'];Italijanski raziskovalec in trgovec, * 1451, Genova, Italija. † 20. maj 1506, Valladolid, Španija
socially-constructed-person;['leonardo da vinci', 'da vinci', 'leonardo'];[leonárdo da vínči], italijanski renesančni arhitekt, izumitelj, inženir, kipar in slikar, * 15. april 1452, Vinci, Toskana, Italija, † 2. maj 1519, Cloux, Francija
socially-constructed-person;['franklin pierce', 'pierce', 'predsednik pierce'];Ameriški odvetnik, tožilec, general in politik, * 23. november 1804, Hillsborough, New Hampshire, † 8. oktober 1869, Concord
socially-constructed-person;['francis bacon', 'francis bacon verulamski', '1. baron verulam', 'baron verulam', 'sir francis bacon', 'vikont st albans'];Baron Verulamski in vikont St. Albanski, angleški filozof, pisatelj in politik, * 22. januar 1561, York House, Strand London, Anglija, † 9. april 1626, Highgate pri Londonu
socially-constructed-person;['william shakespeare', 'shakespeare', 'shakespear', 'william sheakespeare', 'bard of avon', 'shakespearjevega', 'shakespearovih', 'shakspere', 'william shakspere'];Angleški dramatik, * 23. april 1564, Stratford-upon-Avon, grofija Warwickshire, Anglija, † 23. april 1616, 3. maj 1616
socially-constructed-person;['john donne', 'donne'];Angleški pesnik in duhovnik, * 1572, London, Anglija, † 31. marec 1631
socially-constructed-person;['oliver cromwell', 'cromwell', 'ironsides'];Angleški vojskovodja in politik, * 25. april 1599, Huntingdon, Cambridgeshire, † 3. september 1658
socially-constructed-person;['rembrandt', 'rembrandt harmenszoon van rijn', 'rembrandt van rijn', 'rembrandt van rijn harmensz', 'rembrandt van ryn'];Holandski slikar in grafik, * 15. junij 1606 v Leidnu, † 4. oktober 1669 v Amsterdamu
socially-constructed-person;['john locke', 'locke'];Angleški empiristični filozof in politični mislec, * 29. avgust 1632, † 28. oktober 1704
socially-constructed-person;['abraham lincoln', 'predsednik abraham lincoln', 'predsednik lincoln'];Tudi Abe Lincoln, »Pošteni Abe« in »Veliki emancipator«, ameriški politik, * 12. februar 1809, Sinking Spring Farm pri Hodgenvillu, okrožje Hardin, Kentucky, ZDA, † 15. april 1865, Washington
socially-constructed-person;['jean-jacques rousseau', 'rousseau'];Francosko-švicarski književnik, filozof, pedagog in skladatelj, * 28. junij 1712, Ženeva, † 2. julij 1778, Ermenonville pri Parizu
socially-constructed-person;['joseph haydn', 'franz joseph haydn', 'franz josef haydn', 'haydn', 'josef haydn'];Haydn je bil eden vodilnih skladateljev klasicističnega obdobja, imenovan tudi »oče« simfonije in oče godalnega kvarteta, poleg Mozarta in Beethovna eden od stebrov zlatega obdobja evropske glasbe, ki ga danes označujemo s pojmom dunajska klasika
socially-constructed-person;['wolfgang amadeus mozart', 'mozart', 'w. a. mozart'];Avstrijski skladatelj, * 27. januar 1756, † 5. december 1791
socially-constructed-person;['samuel taylor coleridge', 'coleridge'];Angleški romantični pesnik, kritik in filozof, * 21. oktober 1772, † 25. julij 1834
socially-constructed-person;['carl friedrich gauss', 'carl gauss', 'johann carl friedrich gauss', 'johann gauss', 'gauss', 'gavs', 'karl friedrich gauss', 'karl gauss'];* gauss - za merjenje gostote magnetnega polja
socially-constructed-person;['andrew johnson', 'predsednik andrew johnson'];Ameriški politik, * 29. december 1808, Raleigh, Severna Carolina, † 31. julij 1875
socially-constructed-person;['florence nightingale', 'lady s svetilko'];Britanska humanistka in medicinska sestra, * 12. maj 1820, Firence, † 13. avgust 1910, London
socially-constructed-person;['hermann ludwig ferdinand von helmholtz', 'helmholtz', 'hermann von helmholtz', 'hermann helmholtz', 'hermann ludwig helmholtz', 'baron hermann ludwig ferdinand von helmholtz'];[hérman lúdvig férdinand fón hélmholc], nemški fizik, matematik, fiziolog in biofizik, * 31. avgust 1821, Potsdam, Nemčija, † 8. september 1894, Berlin
socially-constructed-person;['vincent van gogh', 'van gogh', 'gogh'];Nizozemski slikar, * 30. marec 1853, Zundert, † 29. julij 1890, Auvers-sur-Oise
socially-constructed-person;['sigmund freud', 'freud', 'sigismund freud', 'sigismund schlomo freud'];[sígmunt fròjd], avstrijski nevrolog in psiholog, 6. maj 1856, Příbor, Moravska, Češka, † 23. september 1939, London, Anglija
socially-constructed-person;['george bernard shaw', 'george shaw', 'g. shaw b.'];[džórdž bêrnard šó], irski dramatik in pisatelj, * 26. julij 1856, Dublin, Irska, † 2. november 1950, vas Ayot Saint Lawrence, grofija Hertfordshire, Anglija
socially-constructed-person;['rudyard kipling', 'kipling', 'joseph rudyard kipling'];[džóuzef rudjárd kípling], angleški pisatelj in pesnik, * 30. december 1865, Bombaj, Indija, † 18. januar 1936, London, Anglija
socially-constructed-person;['pablo picasso', 'picasso', 'pablo ruiz picasso'];Španski slikar, grafik in kipar, * 25. oktober 1881, Málaga, † 8. april 1973, Mougins, Francija
socially-constructed-person;['franz kafka', 'kafka', 'franc kafka', 'kafkovska'];Češko-avstrijski pravnik in pisatelj judovskega rodu, * 3. julij 1883, Praga, Avstroogrska, † 3. junij 1924, Kierling pri Dunaju
socially-constructed-person;['benito mussolini', 'mussolini', 'il duce', 'benito amilcare andrea mussolini', 'duce'];Italijanski fašistični diktator in častnik, * 29. julij 1883, Dova di Predappio, Emilija-Romagna, Italija, † 28. april 1945, Milano
socially-constructed-person;['ludwig wittgenstein', 'ludwig josef johann wittgenstein', 'wittgenstein', 'ludwig wittgenstein johan josef'];Avstrijski filozof in logik, * 26. april 1889, Dunaj, Avstrija, † 29. april 1951, Cambridge, Anglija
socially-constructed-person;['ulysses s. grant', 'ulysses simpson grant', 'ulysses grant', 'hiram ulysses grant', 'predsednik grant'];Ameriški general, politik in predsednik ZDA, * 27. april 1822, Point Pleasant, Ohio, † 23. julij 1885
socially-constructed-person;['rutherford birchard hayes', 'rutherford b. hayes', 'predsednik hayes', 'rutherford hayes birchard'];Ameriški politik in pravnik, * 4. oktober 1822, Delaware, Ohio, † 17. januar 1893, Fremont
socially-constructed-person;['george washington', 'predsednik washington'];Ameriški general, politik in prvi predsednik ZDA, * 22. februar 1732, Westmoreland, Virginija, † 14. december 1799
socially-constructed-person;['james abram garfield', 'james a. garfield', 'james garfield', 'garfield', 'james garfield abraham', 'predsednik garfield'];Ameriški pedagog, odvetnik, politik in general, * 19. november 1831, Moreland Hills, Ohio, † 19. september 1881, Elberon, New Jersey
socially-constructed-person;['grover cleveland', 'stephen grover cleveland', 'predsednik cleveland'];Ameriški odvetnik, politik, * 18. marec 1837, Caldwell, New Jersey, † 24. junij 1908, Princeton
socially-constructed-person;['benjamin harrison', 'benjamin harrison vi.', 'predsednik benjamin harrison'];Ameriški odvetnik, general in politik, * 20. avgust 1833, North Bend, Ohio, † 13. marec 1901, Indianapolis, Indiana
socially-constructed-person;['william mckinley', 'predsednik mckinley'];Ameriški politik, * 29. januar 1843, Niles, Ohio, † 14. september 1901, Buffalo, New York
socially-constructed-person;['theodore roosevelt', 'theodore roosevelt mlajši', 'predsednik theodore roosevelt'];26. predsednik Združenih držav Amerike in polihistor, * 27. oktober 1858, New York City, New York, † 6. januar 1919, Oyster Bay
socially-constructed-person;['william howard taft', 'predsednik taft'];Ameriški politik, pravnik in pedagog, * 15. september 1857, Cincinnati, Ohio, † 8. marec 1930, Washington, D.C.
socially-constructed-person;['herbert hoover', 'herbert clark hoover', 'predsednik hoover'];Ameriški inženir in politik, * 10. avgust 1874, West Branch, Iowa, † 20. oktober 1964, New York City, New York
socially-constructed-person;['gerald ford', 'gerald r. ford', 'gerald rudolph ford', 'gerald rudolph ford mlajši', 'predsednik ford'];Ameriški odvetnik in politik, * 14. julij 1913, Omaha, Nebraska, † 26. december 2006, Los Angeles
socially-constructed-person;['jimmy carter', 'james earl carter mlajši', 'james earl carter', 'predsednik carter'];Ameriški pomorski častnik in politik, * 1. oktober 1925
socially-constructed-person;['thomas jefferson', 'jefferson', 'predsednik jefferson'];Ameriški politik, agronom, vrtnar, arhitekt, etimolog, matematik, kriptograf, inšpektor, paleontolog, pisatelj, odvetnik, izumitelj in violinist, * 13. april 1743, † 4. julij 1826
socially-constructed-person;['ronald reagan', 'reagan', 'ronald wilson reagan', 'predsednik reagan', 'ronald reagan wilson'];Ameriški filmski igralec, častnik, politik in predsednik ZDA, * 6. februar, 1911, Tampico, Illinois, † 5. junij, 2004
socially-constructed-person;['bill clinton', 'william jefferson clinton', 'william jefferson blythe iv.', 'predsednik clinton'];Ameriški politik, * 19. avgust 1946, Hope, Arkansas, ZDA
socially-constructed-person;['james madison', 'predsednik madison'];Ameriški politik, * 16. marec 1751, Port Conway, Virginija, † 28. junij 1836, Montpelier
socially-constructed-person;['james monroe', 'predsednik monroe'];Ameriški odvetnik in politik, * 28. april 1758, okrožje Westmoreland, Virginija, † 4. julij 1831, New York City
socially-constructed-person;['gaj avgust oktavijan', 'gaj oktavijan', 'cesar avgust', 'gaj august oktavijan', 'oktavijan', 'oktavijan avgust', 'augustus', 'gaj julij cezar oktavijan', 'octavian'];Rimski politik in cesar, Cezarjev pranečak, * 63 pr. n. š.t., † 14
socially-constructed-person;['john quincy adams', 'predsednik john quincy adams'];Ameriški odvetnik, diplomat in politik, * 11. julij 1767, † 23. februar 1848
socially-constructed-person;['krišna', 'krishna'];Hindujski bog, sin Vasudeve
socially-constructed-person;['martin van buren', 'predsednik van buren', 'van buren'];Ameriški politik, * 5. december 1782, Kinderhook, New York, † 24. julij 1862
socially-constructed-person;['william henry harrison', 'predsednik william henry harrison'];Ameriški general, politik in predsednik ZDA, * 9. februar 1773, Charles City County, Virginija, † 4. april 1841
socially-constructed-person;['čartizem', 'chartism', 'chartist gibanja', 'chartists'];Slika
socially-constructed-person;['nadškof', 'archiepiscopal', 'nadškofije', 'nadškofov'];Izraz za cerkvenega dostojanstvenika v katoliški Cerkvi
socially-constructed-person;['trgovec', 'veletrgovec', 'pano', 'trgovci'];Poklic oziroma oseba, ki kupuje z namenom nadaljne prodaje . Zaslužek in pokrivanje stroškov mu omogoča marža
socially-constructed-person;['kirasirji', 'kirasir', 'cuirassier', 'oklopnik', 'cuirassiers'];Bili pripadniki konjenice, ki so bili nasledniki srednjeveške težke konjenice, ki so se pojavili v sredini 16. stoletja
socially-constructed-person;['sedeči bik', 'sitting bull', 'tatanka jotanka', 'tȟatȟaŋka iyotȟaŋka'];Indijanski poglavar. * okoli 1831, † 15. december 1890
socially-constructed-person;['sveti pavel', 'apostol pavel', 'pavel iz tarza', 'pavel', 'apostol poganov', 'pavel apostol', 'savel iz tarza'];Bil znan preganjalec krščanstva, ki pa se je spreobrnil in postal vnet zagovornik krščanske vere in ima tudi precej zaslug za širjenje krščanstva
socially-constructed-person;['kaplan', 'dušebrižnik', 'chaplaincy', 'domači kaplan', 'duhovnikov'];V slovenščini praviloma pomeni mlajšega katoliškega duhovnika, ki pomaga župniku pri duhovni oskrbi župnije
socially-constructed-person;['hans christian andersen', 'andersen'];Danski pisatelj in pesnik, * 2. april 1805, Odense, † 4. avgust 1875, København
socially-constructed-person;['avstralski domorodci', 'avstralski staroselci', 'aboridžini', 'aborigini', 'avstralski aborigini', 'domorodna avstralska ljudstva', 'domorodci', 'staroselci', 'abo', 'domačih avstralski'];Kar izvira iz latinskega ab origine - od začetka, se kot lastno ime uporablja za prvotne naseljence Avstralije
socially-constructed-person;['brigadni general', 'brigadir', 'general brigade', 'brigadirka', 'poveljnik brigade', 'brigadnega generala', 'general de brigade'];Generalski vojaški čin, ki v Slovenski vojski ne obstaja
socially-constructed-person;['medicinska sestra', 'rn', 'medicinskih sester'];* mednarodna avtomobilska oznaka za Niger
socially-constructed-person;['varnostnik', 'čuvaj', 'stražar', 'varnostniki'];Elitna vojaška enota/formacija, ki je zadolžena za varovanje najpomembnejših državnih osebnosti in pomembnejših državnih stavb
socially-constructed-person;['mož', 'pomočnik', 'pomožni mat', 'helpmeet', 'podpirati'];Zvrst šahovskega problema, pri katerem črni odigra prvo potezo in pomaga belemu, da ga beli matira
socially-constructed-person;['cerkveni učitelji', 'cerkveni učitelj', 'cerkvena učiteljica', 'seznam cerkvenih učiteljev', 'cerkveni oče', 'cekvena učiteljica', 'doktor cerkve'];V katoliški Cerkvi tisti teologi, ki so Cerkvi prispevali mnogo koristnega in jim je papež ali ekumenski koncil priznal izjemno učiteljstvo ter veliko svetništvo
socially-constructed-person;['zdravnik', 'zdravnica', 'doktor', 'zdravniki'];Človek, ki se poklicno ukvarja z zdravljenjem ljudi in je za to posebej usposobljen
socially-constructed-person;['pta', 'ptah'];V staroegipčanski mitologiji stvarnik sveta, zaščitnik umetnikov in rokodelcev ter bog mesta Memfis
socially-constructed-person;['menih', 'redovnik', 'brat', 'pater', 'redovnica', 'redovništvo', 'frater', 'kutar', 'samostanec', 'menihi', 'samostanska'];Oseba posvečenega življenja, ki svoje življenje posveča višjemu cilju
socially-constructed-person;['poštar', 'pismonoša', 'mail prevoznik', 'pismo prevoznik'];* prafaktor
socially-constructed-person;['evnuh', 'kastrat', 'skopljenec', 'evnuhov', 'kastrirali'];Oziroma kastrat je moški z odstranjenimi genitalijami
socially-constructed-person;['državnik', 'politik', 'nacionalna vodilna', 'solon'];Človek, ki ima pomemben položaj, pomembno funkcijo v vodstvu države
socially-constructed-person;['ostrostrelec', 'ostrostrelci', 'sniping'];Pehotni vojak, posebno izurjen v premikanju na bojišču in natančnem streljanju
socially-constructed-person;['kelti', 'kelt', 'keltinja', 'cruzcampo', 'pelforth'];Kelti je naziv za katerokoli ljudstvo oziroma etnično skupino, ki govori keltski jezik
socially-constructed-person;['gasilec', 'gasilci', 'gasilstvo', 'požarna straža', 'požara borec', 'ogenj borec', 'prostovoljec gasilec'];Slika
socially-constructed-person;['azteška civilizacija', 'azteki', 'civilizacija aztekov', 'aztek', 'aztec', 'azteški', 'azteški civilizaciji'];Bili ena izmed najrazvitejših civilizacij predkolumbovske Amerike
socially-constructed-person;['george wells beadle', 'george beadle', 'beadle', 'george biric', 'george wells biric'];Ameriški genetik, * 22. oktober 1903, Wahoo, Nebraska, † 9. junij 1989
socially-constructed-person;['mula', 'mollah', 'mule', 'mulla', 'mullah'];Naziv muslimanskih klerikov
socially-constructed-person;['sierra leone', 'republika sierra leone'];Obmorska država v Zahodni Afriki, ki na zahodu in jugu meji na Atlantski ocean, na severu na Gvinejo ter na jugovzhodu na Liberijo
socially-constructed-person;['katehumen', 'katehumenat', 'neofit', 'catechumen', 'katehet', 'catechumens'];Na vstop v krščansko Cerkev in sprejem zakramenta krsta
socially-constructed-person;['henrik ibsen', 'henrik johan ibsen', 'henrik ibsen johan', 'ibsen'];Za Shakespearejem je Ibsen drugi najpogosteje uprizarjan dramatik
socially-constructed-person;['župnik', 'kurat', 'pastor', 'duhovnik', 'verski referent', 'vojaški kurat', 'far', 'katoliški župnik', 'rimskokatoliški župnik', 'minister', 'rektor', 'kaplan', 'pridigar', 'vikar', 'krščanski minister', 'kurat asistent', 'minister za vero', 'minister za verske', 'posvečen minister', 'verske minister', 'verski minister', 'višji pastor', 'župnik učitelj'];Naziv predstojnika visokošolskih ustanov
socially-constructed-person;['judje', 'jud', 'žid', 'judi', 'židi', 'židje', 'izraelec', 'hebrejec', 'judovstva'];Verska skupina, pripadniki judovstva
socially-constructed-person;['vazal', 'vazali', 'feudatory', 'fevdnik', 'hlapec', 'liege predmet', 'liegeman', 'vassalage'];Zgodovinski naziv, ki se uporablja za spremljevalca, ki se je zavezal, da bo svojemu močnemu zaščitniku zvest do konca življenja
socially-constructed-person;['idiot', 'debil', 'debilizem', 'idiotizem', 'bebec', 'bedak', 'budalo', 'butec', 'kreten', 'neumnež', 'prismoda', 'slaboumnež', 'trapa', 'changeling', 'changelings', 'imbecil', 'retard'];Sinonim za duševno zaostalega človeka
socially-constructed-person;['programer', 'razvijalec programske opreme', 'programerka', 'računalniški programer', 'razvijalec', 'inženir', 'koder', 'programerji'];Oseba, ki se ukvarja s programiranjem z namenom, da za določen algoritem, ki je definiran, poišče programsko rešitev
socially-constructed-person;['kmet', 'kmetica', 'poljedelec', 'poljedelka', 'kmetje', 'kmetovalec', 'granger', 'husbandman', 'kmetavz', 'kmetovalcev'];Oseba, ki se preživlja s kmetijstvom
socially-constructed-person;['samarijan', 'samarijanka', 'dober samaritan'];Prebivalce pokrajine Samarije na bližnjem vzhodu
socially-constructed-person;['znanstvenik', 'znanstvenica', 'učenjak'];Se ukvarja z znanostjo in pri tem uporablja znanstvene metode
socially-constructed-person;['kirurg', 'deluje kirurg', 'kirurgi', 'sawbones'];Veja medicine, ki se ukvarja z operativnim zdravljenjem bolezni in poškodb. Zdravnik, ki je usposobljen za takšno delo, se imenuje kirurg
socially-constructed-person;['astronom', 'astronomka', 'astrofizik', 'zvezdogled', 'zvezdoslovec', 'astronomi', 'uranologist'];Znanstvenik, ki se največ ukvarja z astronomijo ali astrofiziko
socially-constructed-person;['preizkusni pilot', 'testni pilot', 'poskusni pilot', 'preskusni pilot', 'testnih pilotov'];Civilni ali vojaški pilot, katerega poklic je praktično preizkušati nove tipe letal, oziroma nove različice, ter tako pripomoči k razvijanju in proizvodnji letal
socially-constructed-person;['amon', 'amun', 'amen', 'amon-ra', 'amon-re', 'amunu'];Beseda, ki izraža potrditev
socially-constructed-person;['talec', 'talka', 'talcev', 'zalog', 'zastavek', 'jemanje talcev', 'zajetje talcev'];Oseba, ki je zadržana proti svoji volji. ugrabitelj po navadi to stori z namenom terjanja odkupnine ali za dosego političnih ciljev, in grozi, da ga bo v primeru neupoštevanja njegovih zahtev ubil ali poškodoval
socially-constructed-person;['filmski producent', 'filmski ustvarjalec', 'režiser', 'producent', 'filmskega ustvarjanja', 'filmski režiser', 'filmskih ustvarjalcev', 'movie maker', 'posnet'];Oseba, ki zbere denar in skrbi za izdelavo avdiovizualnega dela
socially-constructed-person;['lev nikolajevič tolstoj', 'lev tolstoj', 'grof lev tolstoj nikolayevitch', 'tolstoj'];Ruski pisatelj, politik in publicist, * 9. september 1828, Jasna Poljana, Rusija, † 20. november 1910, Astapovo
socially-constructed-person;['sirena', 'sirene', 'siren'];V grški mitologiji pripadnica dekliških bitij, od pasu navzdol ptica ali riba
socially-constructed-person;['trubadur', 'jongleur', 'folk pevka', 'minstrel', 'pesnik, pevec', 'troubadors', 'trubadurje', 'trubadurjev'];Bil pesnik in pevec v srednjeveški Franciji
socially-constructed-person;['geolog', 'geologinja', 'geologi'];Znanstvenik, ki deluje na področju geologije
socially-constructed-person;['anesteziolog', 'anestezist', 'anesteziologa', 'anesteziologi', 'anesthesiologists'];Zdravnik specialist, ki je usposobljen za vodenje anestezije, zdravljenje življenjsko ogroženih bolnikov v enotah za intenzivno zdravljenje, za zdravljenje bolečine, za respiracijsko fizioterapijo in za delo v urgentni medicini
socially-constructed-person;['janičar', 'janičarji'];Bili elitni oddelki turške vojske, ki so bili rekrutirani iz vrst podjarmljenih krščanskih narodov, ki so plačevali krvni davek, in iz vojnih ujetnikov
socially-constructed-person;['demimondke', 'demimonde', 'polsvet', 'demi-monde'];Vljuden francoski izraz, ki se je v 19. stoletju uveljavil kot opis tedanjih ljubic, kutrizan
socially-constructed-person;['obritoglavec', 'skinhead', 'obritoglavci', 'skinhedi'];Člani subkulturnih skupnosti, ki izvirajo iz Jamajke iz 60. let 20. stoletja
socially-constructed-person;['robert edward lee', 'robert e. lee'];Ameriški general, * 19. januar 1807, plantaža Stratford Hall pri Montrossu, Virginija, ZDA, † 12. oktober 1870, Lexinton
socially-constructed-person;['thomas alva edison', 'thomas edison', 'edison'];Ameriški znanstvenik, izumitelj, fizik, elektroinženir in matematik, * 11. februar 1847, Milan, Ohio, ZDA, † 18. oktober 1931, Glenmont, New Jersey
socially-constructed-person;['julius robert oppenheimer', 'robert oppenheimer', 'j. robert oppenheimer', 'j.r. oppenheimer', 'oppenheimer'];Ameriški fizik, * 22. april 1904, New York, ZDA, † 18. februar 1967, Princeton, New Jersey
socially-constructed-person;['ernest hemingway', 'hemingway', 'ernest miller hemingway'];Hemingway je eden vplivnejših ameriških pisateljev 20. stoletja
socially-constructed-person;['aristarh', 'aristarh samoški', 'aristarh s samosa', 'aristarh samos'];[aristárh], grški astronom in matematik * 310 pr. n. št., Samos, Grčija, † okoli 230 pr. n. št., Aleksandrija
socially-constructed-person;['aristofan', 'aristofanes'];Aristofan je bil najznamenitejši predstavnik t. i. stare komedije
socially-constructed-person;['astarta', 'ashtoreth', 'astarte'];V zahodno semitski mitologiji velika boginja in boginja plodnosti zahodno-semitskih narodov
socially-constructed-person;['quetzalcoatl', 'quetzalcóatl'];V tolteški mitologiji bog, ki je prinašalec omike
socially-constructed-person;['thomas malthus', 'thomas robert malthus', 'robert malthus', 'malthus'];Angleški ekonomist, zgodovinar in demograf, * 13. februar 1766, Rookery pri Guildfordu, grofija Surrey, Anglija, † 23. december 1834, Bath, grofija Somerset
socially-constructed-person;['surja', 'surya'];Glavni hindujski sončni bog, sin Djauša oz. Indra
socially-constructed-person;['dante alighieri', 'dante'];Italijanski pesnik, * maj/junij 1265, Firence, Italija, † 13./14. september 1321, Ravenna
socially-constructed-person;['francesco petrarca', 'petrarca', 'petrarka'];Italijanski pesnik in pisatelj, * 20. julij 1304, Arezzo, Italija, † 19. julij 1374, Arquà Petrarca, Padova
socially-constructed-person;['sokrat', 'sókrat', 'socrates'];Grški filozof, 4. junij 470 pr. n. št., Atene, Grčija, † 399 pr. n. št.
socially-constructed-person;['vikingi', 'viking'];Bili bojevniki, ki so plenili po obalah Skandinavije, Britanskega otočja in drugih delih Evrope med 8. in 12. stoletjem
socially-constructed-person;['dwight david eisenhower', 'dwight d. eisenhower', 'dwight eisenhower', 'eisenhower', 'dwight david einsenhower', 'dwight einsenhower', 'ike eisenhower', 'dwight david »ike« eisenhow', 'ike', 'predsednik eisenhower'];Ameriški general in politik, * 14. oktober 1890, Denison, Teksas, † 28. marec 1969
socially-constructed-person;['john burgoyne', 'burgoyne', 'gentleman johnny'];Britanski general, * 24. februar 1722, Bedfordshire, † 4. avgust 1792, London
socially-constructed-person;['amaterasu', 'amaterasu omikami'];V japonski mitologiji boginja sonca in gospodarica neba
socially-constructed-person;['ahura mazda', 'ahura-mazda', 'ohrmazd', 'ahuro mazda', 'ormazd', 'ormuzd'];V perzijski mitologiji vrhovni bog
socially-constructed-person;['indra'];Eden glavnih in najstarejših bogov v hindujski veri. je bog neba, gospodar groma in bliska, daje dež, plodnost zemlji in vodo reki Ind
socially-constructed-person;['dalajlama', 'dalaï lama', 'dalaj lama', 'grand lama', 'lam dalaj'];Tibetanski duhovni in verski vodja budistov
socially-constructed-person;['mao cetung', 'mao dzedung', 'mao tsetung', 'mao tse-tung'];Pri 27 letih se je Mao leta 1921 pridružil novoustanovljeni Komunistični partiji Kitajske
socially-constructed-person;['sveti jurij', 'sv. jurij', 'jurija', 'saint george'];Slika
socially-constructed-person;['skladatelj', 'komponist', 'skladateljica', 'komponistka', 'sestavitelj', 'sestavljalec', 'glasbeni skladatelj'];Ustvarjalec na področju glasbe: komponira glasbena dela, skladbe
socially-constructed-person;['gaj julij cezar', 'julij cezar', 'cezar', 'cesar julijan', 'gaj cezar', 'reforme julija cezarja'];Po legendi se je kot prvi človek na svetu Julij Cezar rodil s carskim rezom leta 100 pr. n. št., a dokazov za resničnost tega dogodka ni
socially-constructed-person;['sveti andrej', 'andrêj', 'apostol andrej', 'sv. andrej', 'ande', 'andrej', 'andrew', 'saint andrew', 'saint andrew apostol', 'sveti andrija'];Image
socially-constructed-person;['sveti peter', 'apostol peter', 'apostol simon', 'sv. peter', 'peter', 'simon peter', 'sveti peter apostol'];Eden od najpomembnejših krščanskih svetnikov, bil je Jezusov apostol in prvi papež. *, Betsajda, Galileja. † 64 ali 67, Rim
socially-constructed-person;['mata hari', 'margareetha geertruida zelle', 'margaretha geertruida zelle', 'margarete gertrud zelle'];Nizozemska kurtizana in dvojna vohunka, * 7. avgust 1876, Leeuwarden, Nizozemska, † 15. oktober 1917, Pariz, Francija
socially-constructed-person;['gamal abdel naser', 'naser'];Naser je bil znan po svoji arabski nacionalistični in protikolonialni zunanji politiki
socially-constructed-person;['chester alan arthur', 'chester a. arthur', 'chester arthur', 'predsednik arthur'];Ameriški odvetnik, general in politik, * 5. oktober 1829, Fairfield, Vermont, † 18. november 1886
socially-constructed-person;['john tyler', 'predsednik tyler'];Ameriški odvetnik in politik, * 29. marec 1790, okrožje Charles City, Viriginija, * 18. januar 1862, Richmond, Virginija
socially-constructed-person;['millard fillmore', 'fillmore', 'predsednik fillmore'];Ameriški odvetnik in politik, * 7. januar 1800, Summerhill, New York, † 8. marec 1874, Buffalo
socially-constructed-person;['calvin coolidge', 'coolidge', 'john calvin coolidge mlajši', 'predsednik coolidge'];Ameriški politik, * 4. julij 1872, Plymouth, Vermont, † 5. januar 1933, Northampton, Massachusetts
socially-constructed-person;['john dalton', 'dalton'];[džòn dálton], angleški kemik in fizik, * 6. september 1766, Eaglesfield pri Cockermouthu, grofija Cumberland, Anglija, † 27. julij 1844, Manchester
socially-constructed-person;['arthur sullivan', 'sir arthur seymour sullivan', 'arthur seymour sullivan', 'sir arthur sullivan'];Angleški skladatelj, glasbeni teoretik, orglar in dirigent, * 13. maj 1842, London, † 22. november 1900
socially-constructed-person;['john maynard keynes', '1. baron keyneseja iz tiltona', 'keynes'];Angleški ekonomist, * 5. junij 1883, † 21. april 1946
socially-constructed-person;['isaac newton', 'njuton', 'sir isaac newton'];V fiziki enota za merjenje sile
socially-constructed-person;['charles darwin', 'charles robert darwin', 'darwin'];F.R.S., angleški naravoslovec in paleontolog, * 12. februar 1809, The Mount pri Shrewsburyju, grofija Shropshire, Anglija, † 19. april 1882, vas Downe,, grofija Kent
socially-constructed-person;['trnuljčica', 'trnjulčica'];Klasična pravljica, ki jo je leta 1697 napisal pravljičar Charles Perrault
socially-constructed-person;['amerigo vespucci', 'americus vespucius', 'vespucci'];Natančen datum njegovega rojstva žal še danes ni znan
socially-constructed-person;['buda', 'búda', 'siddharta', 'buddha', 'buddha gotama', 'gautama buda', 'sidarta gautama', 'siddhartha gavtama', 'šakjamuni', 'gautama', 'gautama buddha', 'gautama siddhartha'];V sanskrtu in drugih jezikih pomeni razsvetljenega, prebujenega
socially-constructed-person;['karl marx', 'karl heinrich marx', 'karel marx', 'marks'];Nemški filozof, pisatelj, ekonomist in politični časnikar, * 5. maj 1818, Trier, Nemčija, † 14. marec 1883, London, Anglija
socially-constructed-person;['gregor mendel', 'johann mendel', 'mendel'];Avstrijski znanstvenik in pionir genetskih raziskav, * 20. julij 1822, Hynčice, Avstrijsko cesarstvo, † 6. januar 1884, Brno, Avstro-Ogrska
socially-constructed-person;['blaise pascal', 'pascal'];Francoski matematik, filozof in fizik, * 19. junij 1623, Clermont-Ferrand, Puy-de-Dôme, Auvergne, Francija, † 19. avgust 1662, Pariz
socially-constructed-person;['pierre de fermat', 'fermat', 'pierre s. de fermat'];Francoski pravnik, matematik in fizik, * 17. avgust 1601, Beaumont-de-Lomagne pri Montaubanu, Languedoc, Francija, † 12. januar 1665, Castres pri Toulosu
