abstract-region;['ଲଘିଷ୍ଠ ସାଧାରଣ ଗୁଣିତକ', 'ଲ. ସା. ଗୁ.', 'ଲସାଗୁ', 'least common multiple'];ପାଟିଗଣିତ ତଥା ସଂଖ୍ୟାତତ୍ତ୍ୱରେ ଅନ୍ତତଃ ଦୁଇଟି ପୂର୍ଣ୍ଣାଙ୍କର ଲଘିଷ୍ଠ ସାଧାରଣ ଗୁଣିତକ
activity;['ଯୌନ ସମ୍ଭୋଗ', 'ଶାରୀରିକ ସଂଭୋଗ', 'ଯୌନ ସଂଭୋଗ', 'sexual intercourse'];ଶାରୀରିକ ସଂଭୋଗ ସାଧାରଣତଃ ଭାବେ ଯୌନସୁଖ କିମ୍ବା ପ୍ରଜନନ ଓ ଉଭୟ କାରଣ ସକାଶେ ପାଇଁ ପୁରୁଷର ଲିଙ୍ଗକୁ ସ୍ତ୍ରୀର ଯୋନି ମଧ୍ୟରେ ପଶାଇବାକୁ ବୁଝାଇଥାଏ।ଏହା ବହୁତ ପ୍ରକାର ର।ଏହାକୁ ଅନେକ ଶ୍ରେଣୀରେ ବିଭକ୍ତ କରାଯାଇଛି। ।
activity;['କୋରିଆ ଯୁଦ୍ଧ'];କୋରିଆ ଯୁଦ୍ଧ ଉତ୍ତର କୋରିଆ ଓ ଦକ୍ଷିଣ କୋରିଆ ମଧ୍ୟରେ ୨୫-ଜୁନ-୧୯୫୦ରୁ ୨୭-ଜୁଲାଇ-୧୯୫୩ ବ୍ୟାପି ଚାଲିଥିଲା । ଏଥିରେ ଦକ୍ଷିଣ କୋରିଆକୁ ଜାତିସଂଘ ତରଫରୁ ସମର୍ଥନ ମିଳିଥିବାବେଳେ, ଉତ୍ତର କୋରିଆକୁ ଚୀନ ଓ ତତ୍କାଳୀନ ସୋଭିଏତ ଉନିୟନ ଠାରୁ ସାହାଯ୍ୟ ମିଳିଥିଲା । ଏହା ଶୀତଳ ଯୁଦ୍ଧ ସମୟର ଅନ୍ୟତମ ପ୍ରମୁଖ ଘଟଣା । == ଆଧାର == == ସହାୟକ ଗ୍ରନ୍ଥ == == ବାହାର ତଥ୍ୟ == http://history.state.gov/milestones/1945-1952/korean-war-2 http://www.historylearningsite.co.uk/united nations korean war.htm === ଐତିହାସିକ === Anniversary of the Korean War Armistice: Truman on Acheson’s Crucial Role in Going to War Shapell Manuscript Foundation Korean War resources, Dwight D. Eisenhower Presidential Library North Korea International Documentation Project Grand Valley State University Veteran's History Project digital collection The Forgotten War, Remembered – four testimonials in The New York Times Collection of Books and Research Materials on the Korean War an online collection of the United States Army Center of Military History Korean War, US Army Signal Corps Photograph Collection US Army Heritage and Education Center, Carlisle, Pennsylvania The Korean War at History.com Korean-War.com Koreanwar-educator.org The short film Film No.
activity;['ଦ୍ୱିତୀୟ ବିଶ୍ୱଯୁଦ୍ଧ', 'world war ii'];ଦ୍ୱିତୀୟ ବିଶ୍ୱଯୁଦ୍ଧ ଏକ ବିଶାଳ ଧରଣର ଯୁଦ୍ଧ ଥିଲା ଯାହା ୧୯୩୯ରୁ ୧୯୪୫ ଯାଏଁ ଚାଲିଥିଲା । ଏଥିରେ ପୃଥିବୀର ସର୍ବବୃହତ ଶକ୍ତି ମାନଙ୍କୁ ମିଶାଇ ପ୍ରାୟ ଅଧିକାଂଶ ଦେଶ ଭଗ ନେଇଥିଲେ । ଏଥିରେ ଭାଗ ନେଇଥିବା ଦୁଇ ସାମରିକ ପକ୍ଷ ଥିଲେ ମିତ୍ର ଶକ୍ତି ଓ କେନ୍ଦ୍ର ଶକ୍ତି । ଏହା ପୃଥିବୀର ଜ୍ଞାତ ଇତିହାସରେ ସବୁଠୁ ବଡ଼ ଯୁଦ୍ଧ ଥିଲା ଓ ଏଥିରେ ୩୦ରୁ ଊର୍ଦ୍ଧ୍ୱ ଦେଶର ୧୦ କୋଟିରୁ ଅଧିକ ବ୍ୟକ୍ତି ସିଧାସଳଖ ସଂପୃକ୍ତ ହୋ‍ଇଥିଲେ । ଏହା ଏପରି ଭୀଷଣ ଥିଲା ଯେ ସଂପୃକ୍ତ ଦେଶ ଗୁଡ଼ିକ ନିଜର ପୂର୍ଣ୍ଣ ଅର୍ଥନୈତିକ, ଔଦ୍ୟୋଗିକ ଓ ବୈଜ୍ଞାନିକ ଶକ୍ତିକୁ ଏଥିରେ ବାଜି ଲଗେଇ ଦେଇ ଥିଲେ । ଏଥିରେ ବହୁ ସଂଖ୍ୟକ ନାଗରିକ ପ୍ରାଣ ହରାଇଥିଲେ ଯେଉଁଥିରେ ହଲୋକାଉଷ୍ଟ ଘଟଣା ସାମିଲ ଥିଲା । ଶିଳ୍ପାଞ୍ଚଳ ଓ ମୁଖ୍ୟ ଜନବହୁଳ ସହର ଗୁଡ଼ିକ ଉପରେ ଗୋଳାବର୍ଷଣ ଯୋଗୁଁ ୧୦ ଲକ୍ଷ ଲୋକ ପ୍ରାଣ ହରାଇଥିଲେ । ଏହି ଯୁଦ୍ଧରେ ପ୍ରଥମ କରି ହିରୋଶିମା ଓ ନାଗାସାକି ସହର ଦ୍ୱୟ ଉପରେ ପରମାଣୁ ବୋମା ପକାଯାଇଥିଲା ଓ ଏଥିରେ ୫ରୁ ୮.୫ କୋଟି ନିରୀହ ଲୋକ ମୃତ୍ୟୁବରଣ କରିଥିଲେ । ଏଣୁ ଏହି ଯୁଦ୍ଧ ଇତିହାସ ପୃଷ୍ଠାରେ ଚିରଦିନ ପାଇଁ କଳା ଅକ୍ଷରରେ ଲିପିବଦ୍ଧ ରହିବ ।
activity;['ପ୍ରଥମ ବିଶ୍ୱଯୁଦ୍ଧ'];‹The template WW1InfoBox is being considered for deletion.›
activity;['ଉପବାସ', 'fasting'];ଉପବାସ ଶବ୍ଦକୁ ଲୋକେ ଉପାସ ବୋଲି କହିଥାନ୍ତି । ଆଂଶିକ ଖାଦ୍ୟ ଗ୍ରହଣ କରିବା କିମ୍ବା ଖାଦ୍ୟ ଗ୍ରହଣ କରିବା ଅନିଚ୍ଛାକୁ ଉପବାସ କୁହାଯାଏ । ଏହା ସାଧାରଣତଃ ୨୪ ଘଣ୍ଟା ପାଇଁ କିମ୍ବା ସାମୟିକ ଭାବେ ଅତିକମରେ ୧୨ ଘଣ୍ଟାରୁ ଆରମ୍ଭ କରି ଅନିର୍ଦ୍ଦିଷ୍ଟ କାଳ ପାଇଁ ପାଳନ କରାଯିବାର ଦେଖାଯାଏ । ଜଳ ଉପବାସରେ କେବଳ ଜଳ ଗ୍ରହଣ କରାଯାଏ । ପ୍ରାୟ ସମସ୍ତ ଧର୍ମର ଲୋକେ ବିଭିନ୍ନ ନାମରେ ଏହାକୁ ପାଳନ୍ତି । ଖାଦ୍ୟଭାବରୁ ମଧ୍ୟ ଅନେକ ଲୋକ ଉପାସେ ରୁହନ୍ତି ।ଧର୍ମପ୍ରାଣ ବ୍ୟକ୍ତିମାନେ ଏହାକୁ ଅତି ନିଷ୍ଠାର ସହ ପାଳନ କରନ୍ତି.
activity;['ପଶୁ ପାଳନ', 'animal husbandry', 'ପଶୁପାଳନ'];ପଶୁ ପାଳନ କୃଷି ବିଜ୍ଞାନର ଏକ ଶାଖା ଯେଉଁଥିଲେ ପଶୁମାନଙ୍କର ମାଂସ, ଲୋମ, କ୍ଷୀର, ଅଣ୍ଡା ଇତ୍ୟାଦି ପାଇବା ପାଇଁ ସେମାନଙ୍କର ପ୍ରଜନନ ଓ ଲାଳନ ପାଳନ କରାଯାଏ । ଏଥିରେ ଦୈନନ୍ଦିନ ଯତ୍ନ, ଚୟନାତ୍ମକ ପ୍ରଜନନ ଓ ପଶୁଧନଙ୍କର ବିକାଶ କରିବାକୁ ପଦକ୍ଷେପ ନିଆଯାଏ ।
activity;['ଫାଷ୍ଟ ଏଡ୍', 'ପ୍ରାଥମିକ ଉପଚାର', 'ପ୍ରାଥମିକ ଚିକିତ୍ସା', 'first aid'];ଫାଷ୍ଟ ଏଡ୍ ଏକ ସାହାଯ୍ୟର ନାମ ଯାହା ହଠାତ୍ ରୋଗ‌ଗ୍ରସ୍ତ ବା ଆଘାତପ୍ରାପ୍ତ ଯେ କୌଣସି ଲୋକ‌କୁ ଦିଆଯାଏ, ଜୀବନ ବଞ୍ଚେଇବା ନିମନ୍ତେ, ଅବସ୍ଥା ଖରାପ ଦିଗକୁ ଯିବାକୁ ପ୍ରତିରୋଧ କରିବା ଓ ପୁନଃ ସ୍ୱାସ୍ଥ୍ୟ ଲାଭ ନିମନ୍ତେ ସାହାଯ୍ୟ କରାଯାଏ । ଜଟିଳ ଅବସ୍ଥାରେ ଡାକ୍ତରୀ ସାହାଯ୍ୟ ପାଇବା ପୂର୍ବରୁ ପ୍ରାଥମିକ ସେବା ଉପଲବ୍‌ଧ କରେଇବା ଯେପରିକି ଆମ୍ବୁଲାନ୍ସ ଆସିବା ପୂର୍ବରୁ ହୃତ୍‌ପିଣ୍ଡ-ଫୁସଫୁସ ପୁନଃସ୍ଥାପନ କରିବା ଓ ଛୋଟ ଅବସ୍ଥାରେ ସମ୍ପୁର୍ଣ୍ଣ ଚିକିତ୍ସା କରିବା ଯେପରିକି କ୍ଷତ ଚିକିତ୍ସା ବା ହାଡ଼ ଭାଙ୍ଗିଥିଲେ ପ୍ଲାଷ୍ଟର ଲଗେଇବା ଇତ୍ୟାଦି କରିବାକୁ ହୁଏ । ସାଧାରଣ ଲୋକ ବା ପ୍ରାଥମିକ ଫାଷ୍ଟ ଏଡ୍ ଶିକ୍ଷା ପ୍ରାପ୍ତ ବା ଅନୁଭବପ୍ରାପ୍ତ ଲୋକ ଏହା କରନ୍ତି । ମାନସିକ ସ୍ୱାସ୍ଥ୍ୟ ଫାଷ୍ଟ ଏଡ୍ ଏକ ନୂଆ ବିସ୍ତାର ଯାହା ମାନସିକ ରୋଗୀଙ୍କ ନିମନ୍ତେ କରାଯାଉଛି ।
activity;['ଜନ୍ମ ନିରୋଧ', 'ପରିବାର ନିୟୋଜନ', 'ଗର୍ଭ ନିରୋଧ', 'ଫ୍ୟାମିଲି ପ୍ଲାନିଙ୍ଗ', 'ବାର୍ଥ କଣ୍ଟ୍ରୋଲ', 'birth control', 'family planning'];ଜନ୍ମ ନିରୋଧ ବା ଜନ୍ମ ନିୟନ୍ତ୍ରଣ ବା ପ୍ରଜନନ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ ଏକ ପଦ୍ଧତି ଯାହାଦ୍ୱାରା ଗର୍ଭ ନିରୋଧ କରାଯାଏ ଅର୍ଥାତ ପିଲା ଜନ୍ମ ନ ହେବା ନିମନ୍ତେ ବନ୍ଦବୋସ୍ତ କରାଯାଏ । ଯୋଜନା, ବନ୍ଦବୋସ୍ତ ଓ ଜନ୍ମ ନିୟନ୍ତ୍ରଣକୁ ସାମୁହିକ ଭାବରେ ପରିବାର ଯୋଜନା ବା ପରିବାର ନିୟନ୍ତ୍ରଣ କହନ୍ତି । ପୁରାକାଳରୁ ଜନ୍ମ ନିରୋଧ ପଦ୍ଧତିର ପ୍ରଚଳନ ଚାଲିଆସିଛି କିନ୍ତୁ ବିଂଶ ଶତାବ୍ଦୀରେହିଁ ଫଳପ୍ରଦ ଓ ନିରାପଦ ପଦ୍ଧତି ଉପଲବ୍‌ଧ ହେଲା । ଧାର୍ମିକ, ନୈତିକ ଓ ରାଜନୈତିକ କାରଣରୁ ଅନେକ ସଂସ୍କୃତିରେ ଜନ୍ମ ନିରୋଧକୁ ବିରୋଧ କରାଯାଏ । == ପଦ୍ଧତି == ସବୁଠାରୁ ଫଳପ୍ରଦ ବନ୍ଧ୍ୟାକରଣ ମଧ୍ୟରେ ଭାସେକ୍ଟୋମି, ମହିଳାମାନଙ୍କର ଟ୍ୟୁବାଲ ଲାଇଗେସନ୍, ଆଇ.ୟୁ.ଡି.
activity;['ଜନ୍ମ ନିରୋଧ', 'ପରିବାର ନିୟୋଜନ', 'ଗର୍ଭ ନିରୋଧ', 'ଫ୍ୟାମିଲି ପ୍ଲାନିଙ୍ଗ', 'ବାର୍ଥ କଣ୍ଟ୍ରୋଲ', 'birth control', 'family planning'];ପରିବାର ନିୟୋଜନ ସଂଜ୍ଞା:- "ବ୍ୟାପକ ଶିକ୍ଷା, ଡାକ୍ତରୀ ବା ସାମାଜିକ କାର୍ଯ୍ୟକଳାପ ସାହାଯ୍ୟରେ ନାବାଳକ ସ‌ହିତ ବ୍ୟକ୍ତିମାନଙ୍କୁ ତାଙ୍କର ସନ୍ତାନ ସଂଖ୍ୟା ଓ ସେମାନଙ୍କ ମଧ୍ୟରେ ଅନ୍ତର ଓ ମାଧ୍ୟମ ବାଛିବା କ୍ଷମତାକୁ ପରିବାର ନିୟୋଜନ କୁହାଯାଏ ।" ଏହା ସ‌ହିତ ମହିଳାମାନଙ୍କର ଜନ୍ମ କରିବା ପିଲା ସଂଖ୍ୟା, ପିଲା ଜନ୍ମ କରିବାର ବୟସ, ଆଦୌ ପିଲା ଜନ୍ମ ନ‌କରିବା ମଧ୍ୟ ପରିବାର ନିୟୋଜନ ମଧ୍ୟରେ ଆସେ । ବିବାହ ପରିସ୍ଥିତି, ପେଷାଗତ ବିଚାର, ଅର୍ଥନୈତିକ ସ୍ଥିତି ଓ ପଙ୍ଗୁତ୍ୱ ଭଳି ବାହ୍ୟ କାରକମାନ ଶିଶୁ ଜନ୍ମ ଓ ଲାଳନ ପାଳନ କରିବା ଦାୟୀତ୍ୱକୁ ଏହା ପ୍ରଭାବିତ କରେ । ଯୌନ ସକ୍ରିୟ ଥିଲେ ଜନ୍ମ ନିୟନ୍ତ୍ରଣ କରିବା ଉପାୟ ଓ ପ୍ରଜନନ ସମୟ ଓ ଜନ୍ମ ନିୟନ୍ତ୍ରଣ ଉପାୟମାନ ବିଚାର କରିବାକୁ ମଧ୍ୟ ପରିବାର ନିୟୋଜନ କୁହାଯାଏ ।ଅନ୍ୟ ଦିଗରେ ପରିବାର ନିୟଜନ ମଧ୍ୟରେ ଯୌନ ଶିକ୍ଷା, ଯୌନ କ୍ରିୟା ସଞ୍ଚାରିତ ରୋଗ ସମୂହର ଚିକିତ୍ସା ଓ ପ୍ରତିଷେଧ, ପ୍ରାକ୍-ଗର୍ଭାଧାନ ପରାମର୍ଶ ଗର୍ଭାବସ୍ଥା ଉପଚାର ଓ ବନ୍ଧ୍ୟା ଚିକିତ୍ସା ପ୍ରତି ମଧ୍ୟ ଧ୍ୟାନ ଦିଆଯାଏ । କେବଳ ଗର୍ଭଧାରଣ ସେବାରେ ପରିବାର ନିୟୋଜନ‌କୁ ସଂଲଗ୍ନ କରାଯେ ଗର୍ଭପାତକୁ ନୁହେଁ । କିନ୍ତୁ ଜନ୍ମ ନିରୋଧ ଓ ପରିବାର ନିୟୋଜନ କଲେ ଗର୍ଭପାତ ସଙ୍କଟ କମିଯାଏ ।ପରିବାର ନିୟୋଜନ‌କୁ ବେଳେ ବେଳେ ଭୁଲରେ ଗର୍ଭନିରୋଧ ଅର୍ଥରେ ବ୍ୟବ‌ହାର କରାଯାଏ । ଗର୍ଭନିରୋଧ ସ‌ହିତ ତାହାର ଉପାୟ ଓ ଅଭ୍ୟାସ ନିୟୋଜନ ମଧ୍ୟରେ ଯାଏ । ଅଧିକନ୍ତୁ ଅନେକ ଗର୍ଭନିରୋଧ କରିବାକୁ ଇଚ୍ଛା କରନ୍ତି, ନିୟୋଜନ ନୁହେଁ ଓ ଏହି ଦଳରେ ଅବିବାହିତ ଯୁବକ ଯୁବତୀ, ଯୁବାବସ୍ଥାର ବିବାହିତ ଯୋଡ଼ି, ପେଷା ପ୍ରତି ଧ୍ୟାନ ଦେବାକୁ ଗର୍ଭାଧାନ ବିଳମ୍ବିତ କରିବା ଲୋକ ଅଛନ୍ତି. ଏହି ଦିଗରେ ଅନେକ କାମ କରାଯାଇଛି । ଅଧୁନା ମହିଳା ଓ ତାହାର ଶିଶୁ ଗର୍ଭଧାରଣ ନିର୍ଣ୍ଣୟ ବିଷୟକୁ ପରିବାର ନିୟୋଜନ ପରିପ୍ରେକ୍ଷୀରେ ନିଆଯାଉଛି ଓ ପୃଥିବୀର ଅନେକ ଦେଶମାନଙ୍କରେ ପ୍ରଜନନ ସ୍ୱଇଚ୍ଛାକୁ ଅଗ୍ରାଧିକାର ଦିଆଯାଉଛି । ସାଧାରଣତଃ ପରିବାର ନିୟୋଜନରେ ଦମ୍ପତ୍ତିଙ୍କର ସୀମିତ ଶିଶୁ ସଂଖ୍ୟା ଓ ଗର୍ଭାଧାନର ସମୟ ନିୟନ୍ତ୍ରଣ କରିବା ପ୍ରଥାକୁ ଜନ୍ମ ଅନ୍ତର ବା ଶିଶୁ ଅନ୍ତର କୁହାଯାଉଛି ।
activity;['ରଞ୍ଜନରଶ୍ମି', 'x-ray'];ରଞ୍ଜନରଶ୍ମି ଏକ ବିଦ୍ୟୁତ-ଚୁମ୍ବକୀୟ ବିଚ୍ଛୁରିତ ରଶ୍ମି । ଅନେକ ଭାଷାରେ ଏହାକୁ ୱିଲହେମ ରଣ୍ଟଜେନଙ୍କ ନାମ ଅନୁସାରେ ରଣ୍ଟଜେନ ରଶ୍ମି କହନ୍ତି । ଏହା ଏକ ଅଜଣା ରଶ୍ମି ହୋଇଥିବାରୁ ରଣ୍ଟଜେନ ଏହାର ନାମକରଣ X-ray କରିଥିଲେ । ଇଂରାଜୀରେ ଏହାକୁ ବିଭିନ୍ନ ପ୍ରକାର ଲେଖାଯାଏ, ଯଥା- x-ray, xray and X ray । ରଞ୍ଜନରଶ୍ମିର ୱେଭଲେନ୍ଥଅଲ୍ଟ୍ରାଭାୟୋଲେଟ ଅପେକ୍ଷା କମ ଓ ଗାମା ରଶ୍ମି ଅପେକ୍ଷା ଅଧିକ । ଅଧିକାଂଶ ରଞ୍ଜନରଶ୍ମିର ୱେଭଲେନ୍ଥ୦.୦୧ରୁ ୧୦ ନାନୋମିଟର ଥାଏ । ଡାକ୍ତରୀ ଓ କାରଖାନା ବ୍ୟବହାର ନିମନ୍ତେ ଏହାଠାରୁ ଅଧିକ ଏନର୍ଜିରର ରଶ୍ମି ପ୍ରସ୍ତୁତ କରାଯାଏ । ରେଡିଓଥେରାପି ନିମନ୍ତେ ୬ରୁ ୨୦ MeV ରଶ୍ମି ବ୍ୟବହାର କରାଯାଏ । ଇଲେକ୍ଟ୍ରନ ଦ୍ୱାରା ରଞ୍ଜନରଶ୍ମି ଜାତ ହୁଏ ଓ ଆଟମିକ ନ୍ୟୁକ୍ଲିଅସ ଦ୍ୱାରା ଗାମା ରଶ୍ମି ଜାତ ହୁଏ ।
activity;['ଟନସିଲେକ୍ଟୋମି', 'tonsillectomy'];ଟନସିଲେକ୍ଟୋମି ଏକ ଅସ୍ତ୍ରୋପଚାର ବା ଅପରେଶନ ଯେଉଁଥିରେ ଗଳାରେ ଥିବା ପାଲାଟାଇନ ଟନସିଲଦ୍ୱୟ ସମ୍ପୁର୍ଣ୍ଣ ଭାବରେ ବାହାର କରିଦିଆଯାଏ । ଏହି ଅପରେଶନ ମୂଖ୍ୟତଃ ଗଳା ସଂକ୍ରମଣ ଓ ଅବସ୍ଟ୍ରକ୍ଟିଭ ସ୍ଲିପ ଆପନିଆ ରୋଗ ନିମନ୍ତେ କରାଯାଏ । ବାରମ୍ବାର ଗଳା ସଂକ୍ରମଣ ଥିବା ରୋଗୀଙ୍କର ଅପରେଶନ ପରେ ୨/୩ ବର୍ଷ ପାଇଁ ଅଳ୍ପ ସଂକ୍ରମଣ ହୁଏ କିନ୍ତୁ ଦୀର୍ଘକାଳୀନ ଉପକାର ବିଷୟ ସ୍ପଷ୍ଟ ହୋଇନାହିଁ । ଓଏସଏ ରୋଗରେ ଜୀବନ‌ଚର୍ଯ୍ୟାରେ ଉନ୍ନତି ଘଟେ । ଅପରେଶନ ପରବର୍ତ୍ତୀ ସମୟରେ ବାନ୍ତି, ଖାଇବା ସମସ୍ୟା, ଗଳା ଯନ୍ତ୍ରଣା, କଥା କ‌ହିବା ସମସ୍ୟା ଓ ରକ୍ତସ୍ରାବ ହୋଇପାରେ । ଅପରେଶନର ଏକ ଦିନ ମଧ୍ୟରେ ଓ ତା'ପରେ ଦୁଇ ଦିନ ମଧ୍ୟରେ ରକ୍ତସ୍ରାବ ହୋଇପାରେ । ଫଳରେ ପ୍ରାୟ ୨,୩୬୦ ଅପରେଶନ ପରେ ଜଣକର ମୃତ୍ୟୁ ହୋଇପାରେ । ଅପରେଶନ ପରବର୍ତ୍ତୀ ଯନ୍ତ୍ରଣା ଲାଘବ ନିମନ୍ତେ ଆଇବୁପ୍ରୋଫେନ୍ ଓ ପାରାସେଟାମୋଲ ଦିଆଯାଇପାରେ । ଧାତୁ ଯନ୍ତ୍ରପାତି ବା ଇଲେକ୍ରୋକଟେରି ସାହାଯ୍ୟରେ ଅପରେଶନ କରାଯାଏ । ଟନସିଲ ସ‌ହିତ ଆଡେନଏଡ ବାହାର କରିବା ଅପରେଶନ‌କୁ ଆଡେନୋଟନସିଲେକ୍ଟୋମି କୁହାଯାଏ । ଏହି ଅପରେଶନର ବର୍ଣ୍ଣନା ସନ ୦୦୫୦ରେ ସେଲସସ୍ କରିଥିଲେ । ସନ ୨୦୧୦ରେ ସନ ୧୯୭୦ ଅପେକ୍ଷା କମ୍ ଅପରେଶନ ହେଉଥିଲା କିନ୍ତୁ ବାହ୍ୟ ରୋଗୀ ବିଭାଗରେ ଏହା ଦ୍ୱିତୀୟ ସର୍ବାଧିକ ସଂଖ୍ୟକ ଅପରେଶନ ଥିଲା । ସନ ୨୦୧୩ରେ ଡାକ୍ତରଖାନାରେ ଆଡମିଶନ ହୋଇଥିବା ରୋଗୀଙ୍କୁ ଏହି ଅପରେଶନ ନିମନ୍ତେ ଯୁକ୍ତରାଷ୍ଟ୍ର ଆମେରିକାରେ ୪,୪୦୦ ଡଲାର ଖର୍ଚ୍ଚ କରିବାକୁ ହେଉଥିଲା । == ଆଧାର == == ବାହ୍ୟ ଲିଙ୍କ == Tonsillectomy Procedures History of tonsillectomy "Clinical UM Guideline CG-SURG-30: Tonsillectomy for Children".
activity;['ଟିକାକରଣ', 'vaccination', 'ଟୀକାକରଣ'];ଜଣେ ମନୁଷ୍ୟର କୌଣସି ଏକ ରୋଗ ନିମିତ୍ତ ପ୍ରତିରୋଧକ ଶକ୍ତି ବଢାଇବା ନିମିତ୍ତ ଟୀକାକରଣ ହୋଇଥାଏ । ବାୟୁ, ଜଳ ଏବଂ ଖାଦ୍ୟଦ୍ୱାରା ଡ଼େଉଁଥିବା ରୋଗଗୁଡ଼ିକରୁ ବଞ୍ଚିବା ପାଇଁ ମୁଖ୍ୟତଃ ଟୀକା ଦିଆ ଯାଇଥାଏ। ପୂର୍ବରୁ ବସନ୍ତ ରୋଗରେ ବହୁ ଜୀବନହାନୀ ଘଟୁଥିଲା, ହେଲେ ବର୍ତ୍ତମାନ ବସନ୍ତ ପ୍ରତିରୋଧକ ଟୀକା ନେବାଦ୍ୱାରା ବସନ୍ତ ରୋଗ ସମ୍ପୂର୍ଣ ଲୋପ ପାଇଯାଇଛି। ସେହିପରି ପୋଲିଓ, ମିଳିମିଳା ଏବଂ ଟିଟାନାସ ରୋଗଗୁଡ଼ିକ ମଧ୍ୟ ଧୀରେ ଧୀରେ ଲୋପ ହେବାକୁ ବସିଲାଣି ।
activity;['ପରୀକ୍ଷା'];କୌଣସି ବିଷୟରେ ଗୋଟିଏ ନିରୀକ୍ଷଣ କିମ୍ବା ଛୋଟ ବଡ ଗବେଷଣାକୁ ପରୀକ୍ଷା କୁହାଯାଏ । ପରୀକ୍ଷାଦ୍ୱାରା ଯେକୌଣସି ଜିନିଷର ମାପ ବା ତଉଲ ହୋଇପାରେ । == ଅବଲୋକନ == == ଇତିହାସ == == ପ୍ରକାର == === ନିୟନ୍ତ୍ରିତ ପରୀକ୍ଷା === === ପ୍ରକୃତିକ ପରୀକ୍ଷା === === କ୍ଷେତ୍ର ବିଶେଷରେ ପରୀକ୍ଷା === == ପ୍ରଣାଳୀ == == ଆଧାର == == ଆହୁରି ପଢନ୍ତୁ == Dunning, Thad.
activity;['ଗାୟନ'];ଗାୟନ ଏପରି ଏକ କ୍ରିୟା ଅଟେ ଯାହାଦ୍ୱାରା ମାନବର ସ୍ୱରର ସହାୟତାରେ ସଙ୍ଗୀତ ଧ୍ୱନି ଉତ୍ପନ କରାଯାଇଥାଏ ଏବଂ ସାମାନ୍ୟ କଥା ବାର୍ତ୍ତାକୁ ରାଗ ଏବଂ ତାଳ ଦୁହିଁଙ୍କ ପ୍ରୟୋଗରେ ବଢିଥାଏ । ଯେଉଁ ବ୍ୟକ୍ତି ଗାଇଥାଏ ତାଙ୍କୁ ଗାୟକ କିମ୍ବା ସଙ୍ଗୀତକାର କୁହାଯାଇଥାଏ । ଗାୟନ ସର୍ବଦା ଅନ୍ୟ ସଙ୍ଗୀତକାର ମାନଙ୍କ ସମୂହରେ କରାଯାଇଥାଏ, ଯେପରି ଭିନ୍ନ ଭିନ୍ନ ପ୍ରକାର ସ୍ୱର ଥିବା ବହୁ ଗାୟକ ମାନଙ୍କ ସହିତ କିମ୍ବା ବିଭିନ୍ନ ପ୍ରକାର ବାଦ୍ୟ ଯନ୍ତ୍ର ବାଯାଉଥିବା କଳାକାର ମାନଙ୍କ ସହିତ । ସମସ୍ତ ପ୍ରକାରର ବ୍ୟକ୍ତି, ଯିଏ କଥା କହିପାରେ ସେ ମଧ୍ୟ ଗୀତ ଗାଇପାରେ । କାରଣ ଗାୟନ କଥା କହିବାର ଏକ ପରିସ୍କୃତ ରୂପ ଅଟେ ।
activity;['ସ୍ନାନ', 'bathing'];ସ୍ନାନ ଶବ୍ଦ ବିଶିଷ୍ଟ ଅନେକ ପ୍ରକାର ଶବ୍ଦ ଭାଷାରେ ଅଛି ସେଥିମଧ୍ୟରୁ କେତେଗୁଡ଼ିଏ ଅତି ପ୍ରଚଳିତ ଶବ୍ଦ ଯଥା: ଶିରଃ ସ୍ନାନ . ଋତୁସ୍ନାନ ବା ଶୁଦ୍ଧସ୍ନାନ. ପ୍ରାତଃସ୍ନାନ. ତୀର୍ଥସ୍ନାନ. ଦେବ ସ୍ନାନ, ମନ୍ତ୍ର ସ୍ନାନ, ଗଙ୍ଗାସ୍ନାନ, ରକ୍ତସ୍ନାନ, ମୋକ୍ଷସ୍ନାନ, ଗ୍ରସ୍ତ ସ୍ନାନ ବା ଗ୍ରହଣସ୍ନାନ, ପ୍ରେତସ୍ନାନ, ନିତ୍ୟସ୍ନାନ, ନୈମିତ୍ତିକ ସ୍ନାନ
