abstract-region;['khi̍t-han'];Khi̍t-han he hien-thoi Sú-ho̍k thi̍t-phe̍t he Fûn-sak-ho̍k chûng ke kî-chhú khói-ngiam chṳ̂-yit.
political-geographic-object;['kathmandu', 'kātmāndū'];Kathmandu he Nepal ke sú-tû.
political-geographic-object;['warszawa', 'fà-sâ'];Fà-sâ he Pô-làn ke sú-tû lâu chui-thai ke sàng-sṳ.
political-geographic-object;['seoul', 'sú-ngì', '汉城', '漢城', '首尔', '首爾', 'hon-sàng'];Seoul Thi̍t-phe̍t-sṳ, he Thai-hòn Mìn-koet ke sú-tû lâu chui-thai sàng-sṳ, vi-yî Nàm-hòn sî-pet phu ke Han Kông liù-vet, chhú-chhai Hòn Pan-tó ke chûng-phu.
political-geographic-object;['màn-kuk', 'bangkok'];Bangkok he Thai-koet sú-tû, ya-he Thai-koet chṳn-chhṳ, kîn-chi, mo-yi, vùn-fa, sa-fi, khô-kî, kau-yuk lâu kok fông-mien chûng-sîm
political-geographic-object;['làn-chû-sṳ', 'lanzhou'];Làn-chû-sṳ he Chûng-koet Kâm-suk-sén ke yit-chiak thi-kip-sṳ.
political-geographic-object;['hò-nui-sṳ', 'hà nội', 'hanoi', 'hà nội sṳ', 'hò-nui'];Hà Nội Sṳ he Ye̍t-nàm Sa-fi Chú-ngi Khiung-fò-koet ke sú-tû, vi-yî Ye̍t-nàm pet-phu, Fùng-hò Sâm-kok-chû sî-pet-phu, Fùng-hò yu-ngan.
political-geographic-object;['canberra', 'khâm-phì-là', 'kham-phì-là'];Canberra, he Au-chû Lièn-pâng sú-tû.
political-geographic-object;['baku'];Baku he Sî-Â koet-kâ Azerbaijan ke sú-tû.
political-geographic-object;['zagreb'];Zagreb he Croatia ke sú-tû lâu chui-thai sàng-sṳ, chhai Dalmatia, chúng ngìn-khiéu: 786,200.
political-geographic-object;['cairo'];Cairo he Âi-khi̍p ke sú-tû.
political-geographic-object;['addis ababa', 'addis abeba'];Addis Ababa he Ethiopia ke sú-tû.
political-geographic-object;['bissau'];Bissau he Guinea-Bissau ke sú-tû.
political-geographic-object;['milano', 'mí-làn'];Milano he Êu-chû koet-kâ Yi-thai-li ke sî-pet-fông thai sàng, ya-he Milano-sén ke Sén-fi fò Lombardia ke Sú-fú, vi-yî Yi-thai-li ngìn-khiéu chui me̍t-si̍p fò fat-chán chhàng-thu chui-kô ke Lombardia phìn-ngièn sông.
political-geographic-object;['lilongwe'];Lilongwe he Malawi ke sú-tû.
political-geographic-object;['thòi-pet-sṳ', 'taïpei', 'thòi-pet', '臺北市'];Liá-piên "Thòi-pet-sṳ" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"台北市" ke ya̍p-mien chhai liá-hong tiám-chhut.Thòi-pet-sṳ he Thòi-vàn chui-thai ke sàng-sṳ, chhai-vi Thòi-vàn ke pet-phu, ngìn-khiéu thai-yok 263 van.
political-geographic-object;['melbourne'];Melbourne he vi-yî Àu-chû tûng-ngan Vì-tô-li-â-chû nàm-phu ke yit-chho sàng-sṳ.
political-geographic-object;['ná-pa-sṳ', 'naha-sṳ', 'naha'];Naha-sṳ he Ngit-pún Okinawa-yen ke yit-ke sàng-sṳ, vi-yî Okinawa pún-tó nàm-phu ke sî hói-ngan.
political-geographic-object;['valparaíso', "wǎ'ěr pà lái suǒ"];Valparaíso vi-yî Thai-phìn-yòng ngan-piên, he Chṳ-li li̍p-fap sú-tû, koet-fi ke só-chhai-thi, Valparaíso-sén sú-fú, Valparaíso Thai-khyî sú-fú.
political-geographic-object;['rio de janeiro'];Rio de Janeiro he vi yî Pâ-sî tûng-nàm-phu ke yit-chho sàng-sṳ, he Pâ-sî thi-ngi thai sàng, kiùn-chhṳ yî Sṳn Pó-lò, mien-chit 1,256 phìn-fông kûng-lî, ngìn-khiéu 6,094,183-ngìn, chên-kîn he Phù-thò-ngà Ti-koet sú-tû, fûng-kín yù-mî, mî-ngièn khi̍p-yín thai-liòng yû-hak to chhṳ́ kôn-kông, sṳ-kin-nui ke Rio de Janeiro kóng he sṳ-kie sâm-thai thiên-yèn liòng-kóng chṳ̂-yit.
political-geographic-object;['québec-sṳ'];Québec-sṳ he yi-chho Kâ-nâ-thai sàng-sṳ, vi-yî Québec-sén nàm-phu.
political-geographic-object;['sydney', 'sit-nì'];Sit-nì fe̍t-chá Siet-lî vi-yî Àu-chû ke tûng-nàm-phu, he Sîn Nàm Vî-ngì-sṳ̂-chû ke sú-fú, ya-he chhiòn Àu-chû ngìn-khiéu chui chhiû-me̍t ke sàng-sṳ.
political-geographic-object;['detroit'];Detroit he Mî-koet Me̍t-hiet-kîn-chû chui-thai ke sàng-sṳ, ya-he Wayne-yen ke yen-chhṳ só-chhai.
political-geographic-object;['new york sṳ', '紐約', '紐約州', '纽约', '纽约州', 'néu-yok-sṳ', 'néu-yok'];New York Sṳ fe̍t-chá ham-cho Néu-yok-sṳ, he Mî-koet ngìn-khiéu chui-tô ke sàng-sṳ, ya-he chhiòn sṳ-kie chui-thai ke Tû-fi-khî chṳ̂-yit ——New York Tû-fi-khî ke fu̍t-sîm.
political-geographic-object;['philadelphia', 'fi-sàng', 'fî-là-thiet-fî'];Philadelphia vì Mî-koet thi-ńg thai sàng, pin-chhiâ he Pennsylvania ngìn-khiéu chui-tô, mien-chit chui-thai ke sàng-sṳ.
political-geographic-object;['pâ-sî'];Pâ-sî he Nàm Mî-chû yit-ke koet-kâ.
political-geographic-object;['québec-sén', 'quebec', 'quebec-sén', 'québec'];Québec-sén he Kâ-nâ-thai tûng-phu ke yit-ke sén.
political-geographic-object;['kalimantan', 'kâ-lî-man-tân', 'kâ-lî-man-tân-tó', 'kâ-lî-màn-tan'];Kalimantan he Yin-nì Borneo tó-song nàm-phu ke thi-fông.
political-geographic-object;['toronto', 'tô-lùn-tô', 'tô-lùn-tô-sṳ'];Tô-lùn-tô he Kâ-nâ-thai Ontario-sén ke sú-fú, chhô-lo̍k chhai Ontario-fù sî-pet ngan ke Nàm Ontario thi-khî.
political-geographic-object;["l'aquila", 'â-khwuî-là'];L'Aquila he yit-chho Yi-thai-li chûng-phu sàng-sṳ, Abruzzo fò L'Aquila-sén Sú-fú, ngìn-khiéu 72,913 ngìn, than-he kâ-sông mî-thiên chhai kin-nui chhiu thu̍k, chhiu ngia̍p fò lî-yû chá, ngìn-sú tha̍t-to 10 van.
political-geographic-object;['venezia', 'vî-nì-sṳ̂'];Venezia he Yi-thai-li tûng-pet-phu chho̍k-miàng ke lî-yû lâu kûng-ngia̍p sàng-sṳ, ya-he Veneto thi-khî ke Sú-fú.
political-geographic-object;['phì-âi-mùng-thi̍t', 'piemonte'];Piemonte he Yi-thai-li sî-pet ke yit-ke Thai-khî.
political-geographic-object;['pretoria'];Pretoria he vi-yî Gauteng-sén pet-phu ke sàng-sṳ, he Nàm-fî ke hàng-chṳn sú-tû.
political-geographic-object;['cape town'];Cape Town he Nàm-fî ngìn-khiéu phài-miàng thi-ngi thai sàng-sṳ, ya-he Cape Town tû-fi sang-khî chû-sṳ̀n phu-fun, Sî Khôi-phú-sén sén-fi, Cape Town vi Nàm-fî li̍p-fap sú-tû.
political-geographic-object;['texas', 'tet-khiet-sat-sṳ̂', 'tet-khiet-sat-sṳ̂-chû'];Texas he Mî-koet ke yit-ke chû.
political-geographic-object;['den haag', 'hói-ngà'];Den Haag he Hò-làn thi-sâm thai sàng-sṳ, chhai Â-mê-sṳ̂-thi̍t-tan lâu Lu̍k-thi̍t-tan chṳ̂ heu, ngìn-khiéu 510,909-ngìn, Thai Hói-ngà Thi-khî ngìn-khiéu yok 1,054,793-ngìn, mien-chit yok 100 phìn-fông kûng-lî.
political-geographic-object;['koet-kâ'];Koet-kâ he chṳ́ yúng-yû khiung-thùng ke ngî-ngièn, vùn-fa, chúng-chhu̍k, hiet-thúng, liâng-thú, chṳn-khièn fe̍t-chá Li̍t-sṳ́ ke sa-fi khiùn-thí.
political-geographic-object;['sén'];Sén he yit-ke hàng-chṳn-khî kip-phe̍t, ya-he Chûng-fà Mìn-koet lâu Chûng-fà Ngìn-mìn Khiung-fò-koet ke Yit-kip Hàng-chṳn-khî.
quality;['chṳ́-set'];Chṳ́-set he yit-chúng yù séu-liòng fùng-set lâu làm-set fun-ha̍p tet-chhut ke ngân-set.
quality;['chat-ho̍k pok-sṳ'];Chat-ho̍k Pok-sṳ, kô-kip ho̍k-hâm chṳ̂-yit, thûng-sòng he ho̍k-li̍t ka-kèu chûng chui kô-kip ke ho̍k-hâm.
quality;['fôi-set'];Fôi-set he yit-chúng ngân-set.
quality;['chûng-kau'];Liá-piên "Chûng-kau" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"宗教" ke ya̍p-mien chhai liá-hong tiám-chhut.
quality;['ngân-set'];Liá-piên "Ngân-set" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"顏色" ke ya̍p-mien chhai liá-hong tiám-chhut.
quality;['ôn-sit-ngit-fi', 'ôn-sit-ngit fi'];Ôn-sit-ngit-fi he Kî-tuk Sîn-kau ke yit-ke kau-phai, sṳ̀n-li̍p yî 1863-ngièn.
quality;['chûng-set', 'hot-set'];Chûng-set he yit-chúng yù fun-ha̍p séu-liòng fùng-set lâu liu̍k-set, chhâng-set lâu làm-set, fe̍t-chá vòng-set lâu chṳ́-set ngân-liau-é kèu-sṳ̀n ke ngân-set.
quality;['koet-nui sên-sán chúng-chhṳ̍t', 'gdp'];Koet-nui Sên-sán Chúng-chhṳ̍t he yit-thin sṳ̀-khì nui, yit-ke khî-vet nui ke kîn-chi fa̍t-thung chûng só sên-sán chhut chṳ̂ chhiòn-phu chui-chûng sṳ̀n-kó ke sṳ-chhòng ka-chhṳ̍t.
quality;['ph'];pH he yùng-yi̍t chûng Khîn lì-chṳ́ fa̍t-thu ke yit-chúng phêu-thu, ya chhiu-he thûng-sòng yi-ngi song yùng-yi̍t sôn-kán chhàng-thu ke fên-liòng phêu-chún.
quality;['luther kau-phai', 'lu-tet kau-phai', 'sin-ngi-chûng'];Lu-tet kau-phai / Sin-ngi-chûng, fe̍t chhṳ̂n Lu-tet-chûng, vì Sîn-kau chûng-phai chṳ̂-yit, ngièn chhṳ 16 Sṳ-ki Tet-koet sṳ̀n ho̍k-kâ Mâ-tên Lu-tet vì kiet-sîn Thiên-chú-kau fi fat-hí ke chûng-kau kói-kiet yun-thûng, khì sṳ̀n ho̍k sṳ̂-sióng sṳ̀n-vì kói-kiet yun-thûng ke siong-chṳ̂n.
quality;['làm-set'];Làm-set he yit-tsúng set-tshái, têu-he fùng-liu̍k-làm kông ke sâm ngièn-set chûng ke yit-ngièn, tshai-yî liá sâm-tsúng ngièn-set chûng têu-ke pô-tshòng chui-tón, thai-yok si-pak tshit-sṳ̍p na̍p-mí.
quality;['chóng-ló kau-fi', 'chóng-ló-fi', 'chhòng-ló-fi', 'chhòng-ló kau-fi'];Chóng-ló Kau-fi he Kî-tuk-kau Sîn-kau ke yit-phai, kîn-ngièn he chhiùng Sṳ̍p-liuk Sṳ-ki ke sî Êu-chû kói-kiet yun-thung khôi-sṳ́.
quality;['yî-sṳ̂-làn-kau', '伊斯兰教', '伊斯蘭教', '回教', 'islam'];Liá-piên "Yî-sṳ̂-làn-kau" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"伊斯蘭教" ke ya̍p-mien chhai liá-hong tiám-chhut.
quality;['yù-thai-kau'];Liá-piên "Yù-thai-kau" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"猶太教" ke ya̍p-mien chhai liá-hong tiám-chhut.
quality;['ńg-sùn-chiet yun-thung'];Ńg-sùn-chiet Yun-thung he Ngi-sṳ̍p Sṳ-ki chhut-thèu hîn-hí ke Kî-tuk Sîn-kau chhai-nui ke yun-thung.
quality;['tsṳt-liông', 'chṳt-liông'];kûng-tún 公噸
quality;['liu̍k-set'];Liu̍k-set he Tshṳ-yèn-kie chûng sòng-kien ke set-tshái.
quality;['pha̍k-set', '白色'];Pha̍k-set he yit-chúng pâu-hàm kông-phú chûng só-yû ngân-set kông ke ngân-set, thûng-sòng pûn ngin-vì he "mò-set" ke.
quality;['vû-set'];Vû-set he yit-chúng ngân-set.
quality;['fùng-set'];Fùng-set he yung thûng-ko nèn-liòng lòi kit-fat kôn-tshat-tsá ke khó-kien kông-chûng tshòng-pô ma̍t-tôn.
quality;['vòng-set'];Vòng-set ke kông-pô tshòng-kie 565－590 mì-mí, fùng-set, liu̍k-set kông fun-ha̍p khó-yî sán-sên vòng-kông.
quality;['sùn-tho-tsûng', 'sùn-tho-chûng', 'ví-lî kûng-fi', 'ví-sṳ̂-lî-chûng'];Sùn-tho-chûng fe̍t-chá Ví-lî-chûng he Kî-tuk-kau Sîn-kau chú-yeu chûng-phai chṳ̂-yit.
quality;['kî-tuk-kau', '基督教', 'gi-tuk-gaau', 'kî-tuk-kau-fi'];Liá-piên "Kî-tuk-kau" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"基督教" ke ya̍p-mien chhai liá-hong tiám-chhut.
quality;['sîn-kau', '基督新教', '新教', 'kî-tuk sîn-kau'];Liá-piên "Sîn-kau" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"新教" ke ya̍p-mien chhai liá-hong tiám-chhut.
quality;['tshûng-liông'];kûng-tún-tshûng 公噸重
region;['kûng-khín'];Kûng-khín he mien-tsit ke kûng-tsṳ tân-vi.
region;['miéu'];Miéu he sṳ̀-kiên ke Tân-vi.
region;['phiàng-fông kûng-tshak'];Phiàng-fông kûng-tshak he yit-tsúng mien-tsit tshet-liòng tân-vi.fù-ho vì m2.
region;['kûng-sṳ̂n', 'l'];Kûng-sṳ̂n he yit-tsúng thí-tsit tshet-liòng tân-vi.fù-ho vì l.
region;['kûng-yîn'];Kûng-yîn yu-he pak-mí, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì hm.
region;['kûng-lî', '公里', '奇劳', '奇勞', 'km'];kûng-lî yu-he tshiên-mí, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì km.
region;['nai-mí', '奈米'];Nai-mí, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì nm.
region;['kûng-fûn', '公分'];Kûng-fûn, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì m.
region;['mì-mí'];Mì-mí, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì µm
region;['pî-mí'];Pî-mí, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì fm.
region;['kûng-chhun', 'kûng-tshun', '公寸', '分米'];Kûng-tshun yu-he fûn-mí, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì dm.
region;['hò-mí', '毫米', '米厘米特', '米釐米特'];Hò-mí, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì mm.
region;['phì-mí'];Phì-mí, he yit-tsúng tshòng-thu tshet-liòng tân-vi.fù-ho vì pm.
region;['li̍p-fông kûng-fûn'];Li̍p-fông kûng-fûn he yit-tsúng thí-tsit tshet-liòng tân-vi.fù-ho vì cm3.
region;['li̍p-fông kûng-tshak'];Li̍p-fông kûng-tshak he yit-tsúng thí-tsit tshet-liòng tân-vi.fù-ho vì m3.
region;['kûng-khiet', '克', '公克', '古拉母', 'g'];Kûng-khiet he yit-tsúng tsṳt-liông tshet-liòng tân-vi.fù-ho vì g.
region;['tiám-chûng', 'sṳ̀', '点钟', '點鐘'];Tiám-chûng, fe̍t-chá ham-cho séu-sṳ̀, he yit ke sṳ̀-kiên tân-vi.
region;['hói-lî'];Hói-lî, he yit-chúng yung-yî hòng hói fe̍t hòng-khûng ke chhòng-thu tân-vi, thûng-sòng tén-yî Koet-chi tân-vi chṳ 1.852 kûng-lî.
region;['fûn-chûng', 'fûn', '分鐘', '分钟'];Fûn-chûng he sṳ̀-kiên ke tân-vi.
region;['kûng-tún', 'gg', 'kt', 'mg', 't'];Kûng-tún he yit-tsúng tsṳt-liông tshet-liòng tân-vi.fù-ho vì ton.
region;['mì-miéu'];Mì-miéu he sṳ̀-kiên ke Tân-vi.
region;['kûng-kîn', 'hg', 'kg', 'mg', 'tg'];Kûng-kîn he yit-tsúng tsṳt-liông tshet-liòng tân-vi.fù-ho vì kg.
region;['hò-miéu'];Hò-miéu he sṳ̀-kiên ke Tân-vi.
region;['100'];100 he yit-ke su-muk, he chṳ́n-su, chhai 99 ke heu-piak, 101 ke thèu-chhièn.
region;['kûng-tshak', 'kûng-chhak', '公尺', '米', '米打', 'm'];Kûng-chhak yu-he mí, he yit-chúng chhòng-thu chhet-liòng tân-vi.
region;['au-chû ngièn', 'àu-thai-li-â ngièn'];Au-chû Ngièn, he Au-chû thûng-fo ke kî-pún tân-vi, yit-ngièn yû yit-pak fûn.
region;['kâ-nâ-thai dollar'];Kâ-nâ-thai dollar he Kâ-nâ-thai ke liù-thûng fo-pi, ki-ho he C$ fe̍t-chá CAD.
region;['yîn-phóng'];Yîn-phóng he Yîn-koet koet-kâ fo-pì lâu fo-pì tân-vi miàng-chhṳ̂n.
region;['sîn-thòi-pi', '新台币'];Sîn-thòi-pi he Chûng-fà Mìn-koet ke fap-thin fo-pi.
region;['100000'];100000 he yit-ke su-muk, he chṳ́n-su, chhai 99999 ke heu-piak, 100001 ke thèu-chhièn.
region;['1000', '1100', '1200'];1000 he yit-ke su-muk, he chṳ́n-su, chhai 999 ke heu-piak, 1001 ke thèu-chhièn.
region;['10000'];10000 he yit-ke su-muk, he chṳ́n-su, chhai 9999 ke heu-piak, 10001 ke thèu-chhièn.
region;['9', '0', 'kiú'];9 he yit-ke su-muk, he chṳ́n-su, chhai 8 ke heu-piak, 10 ke thèu-chhièn.
region;['12', '十二', 'sṳ̍p-ngi'];12 he yit-ke su-muk, he chṳ́n-su, chhai 11 ke heu-piak, 13 ke thèu-chhièn.
region;['6', 'liuk'];6 he yit-ke su-muk, he chṳ́n-su, chhai 5 ke heu-piak, 7 ke thèu-chhièn.
region;['5'];5 he yit-ke su-muk, he chṳ́n-su, chhai 4 ke heu-piak, 6 ke thèu-chhièn.
region;['10', '十', 'sṳ̍p'];10 he yit-ke su-muk, he chṳ́n-su, chhai 9 ke heu-piak, 11 ke thèu-chhièn.
region;['3', 'sâm'];3 he yit-ke su-muk, he chṳ́n-su, chhai 2 ke heu-piak, 4 ke thèu-chhièn.
region;['2', '两', '二', '兩'];2 he yit-ke su-muk, he chṳ́n-su, chhai 1 ke heu-piak, 3 ke thèu-chhièn.
region;['8', 'pat'];8 he yit-ke su-muk, he chṳ́n-su, chhai 7 ke heu-piak, 9 ke thèu-chhièn.
region;['7', 'chhit'];7 he yit-ke su-muk, he chṳ́n-su, chhai 6 ke heu-piak, 8 ke thèu-chhièn.
region;['11', '十一', 'sṳ̍p-yit'];11 he yit-ke su-muk, he chṳ́n-su, chhai 10 ke heu-piak, 12 ke thèu-chhièn.
region;['4'];4 he yit-ke su-muk, he chṳ́n-su, chhai 3 ke heu-piak, 5 ke thèu-chhièn.
region;['13'];13 he yit-ke su-muk, he chṳ́n-su, chhai 12 ke heu-piak, 14 ke thèu-chhièn.
region;['1000000'];1000000 he yit-ke su-muk, he chṳ́n-su, chhai 999999 ke heu-piak, 1000001 ke thèu-chhièn.
region;['1', '一'];1 he yit-ke su-muk, he chṳ́n-su, chhai 0 ke heu-piak, 2 ke thèu-chhièn.
region;['ngit'];Ngit he sṳ̀-kiên ke Tân-vi.
relation;['hàm-su'];Sṳ-ho̍k, yit-chak Hàm-su.
relation;['hàm-su'];Sṳ-ho̍k, yit-chak Hàm-su.
relation;['hói-pha̍t'];Hói-pha̍t he mêu thi lâu phìn-kiûn hói-phìn-mien ke kô-thu chhâ, tô-sú sṳ̀ -hèu yung mí lòi kie-son, yû-sṳ̀ fi yung Yîn-chhak lòi kie-son.
relation;['北'];這邊 "北" 个頁面係漢字，有白話字連結 "Pet" 个頁面在這項點出。
relation;['東', 'tûng'];這邊 "東" 个頁面係漢字，有白話字連結 "Tûng" 个頁面在這項點出。
relation;['東', 'tûng'];Liá-piên "Tûng" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"東" ke ya̍p-mien chhai liá-hong tiám-chhut.
simple-collection;['pet-téu-chhit-sên', 'pet-téu'];Pet-téu-chhit-sên he chhai thai-yùng-chho chui kông ke 7 chak sên chû-sṳ̀n ke yit chak thai sên-khiùn.
simple-collection;['yî-chhiu'];Yî-chhiu péu-sṳ chhiòn-phu sṳ̀-kiên lâu khûng-kiên.
simple-collective;['mìn-chhu̍k'];Mìn-chhu̍k, chṳ́ ke he yit-khiùn ngìn kok-tet kì-têu chhṳ-kâ he yit-ke pûn siông-thùng ke chhu̍k-khiùn, Li̍t-sṳ́, vùn-fa só lièn-kiet hí-lòi ke khiung-thùng khiùn-thí.
simple-collective;['yîn-koet-ngìn'];Yîn-koet-ngìn he yû Yîn-koet koet-sit ke ngìn.
simple-planned-collective;['li̍p-fap'];Li̍p-fap Kî-kôan, yu chhṳ̂n li̍p-fap kî-kèu fe̍t li̍p-fap phu-mùn, he yit-ke chṳn-khièn chûng fu-chit sṳ́m-ngi khi̍p chṳ-thin fap-li̍t ke kî-kèu, su̍k-yî yit-chúng ha̍p-ngi-sin thòn-thí, thûng-sòng yù só-chhai-thi kûng-mìn on ngìn-khiéu pí-li chû-sṳ̀n.
simple-planned-collective;['ho̍k-yen'];Ho̍k-yen he chû-sṳ̀n Thai-ho̍k he fûn-kî kau-ho̍k tân-vi, su̍k-yî yit-chû siông-kôan ho̍k-khô chú-thì liâng-vet.
simple-planned-collective;['mî-koet chhâm-ngi-yèn', 'chhâm-ngi-yen ngi-chhòng', 'lièn-pâng chhâm-ngi-yèn', 'mî-koet chhâm-ngi-yen', 'mî-koet lièn-pâng chhâm-ngi-yèn'];Mî-li-kiên Ha̍p-chung-koet Chhâm-ngi-yèn he Mî-koet ke li̍p-fap kî-kèu ──Mî-koet Koet-fi ke lióng-yen chṳ̂ yit, nang yit yen vì Chung-ngi-yèn.
situation;['chhòn-ngiam-phiang'];Chhòn-ngiam-phiang he yit-chúng khó-yî chhiùng yit-ke ngìn fe̍t-chá khì-thâ vu̍t-chúng, kîn-ko kok-chúng thù-kang chhòn-ngiam pûn nang-ngoi yit-ke ngìn fe̍t vu̍t-chúng ke chhòn-ngiam-chṳn.
situation;['chat-ho̍k pok-sṳ'];Chat-ho̍k Pok-sṳ, kô-kip ho̍k-hâm chṳ̂-yit, thûng-sòng he ho̍k-li̍t ka-kèu chûng chui kô-kip ke ho̍k-hâm.
situation;['khien-không'];Khien-không he chṳ́ sâng-vu̍t chhai chṳn-sòng ke sên-lî lâu sîm-lî chhong-khóng, mò ngim-hò phiang-thung.
situation;['kám-mo'];Kám-mo, ya cho-tet ham-cho fûng-sià, fûng-hòn, he sông-fû-khi̍p-tho su phiang-thu̍k kám-ngiam yín-hí ke yit chúng chhòn-ngiam-phiang.
situation;['soi-muk'];Soi-muk he thung-vu̍t ke yit chúng sâng-lî hien-siong.
situation;['thung-fûng'];Thung-fûng he yit-chúng yîn-phiau lèn thoi chhia chong-ngai, sṳ́ ngiau sôn lùi-chit yì yín-hí ke chhi̍t-phiang, su̍k-yî Kôan-chiet yàm ke yit-chúng, yu chhṳ̂n thoi chhia sin Kôan-chiet yàm.
situation;['chhú-yi̍t'];Chhú-yi̍t he yîn-vi chhú-yi̍t-khiùn yín-hí ke chhòn-ngiam-phiang.
situation;['ên-tién', 'sṳ̀n-sṳn ên-tién'];Ên-tién tshai Kî-tuk-kau chûng he Song-ti tui ngìn-lui yit-tsúng tsûng-tsú ke péu-hien, thi̍t-phe̍t he yû-kûan kiu-su̍k fông-mien, lâu sṳ̍t-tsṳt hàng-thung fe̍t hàng-vì, yàng-tet ke ka-tshṳ̍t fe̍t-tsá pûn tsṳn-mìn ke san-liòng mò-kûan.
situation;['pot-sâ'];Pot-sâ he yit-chúng phiang.
situation;['liù-hàng-sin kám-mo', 'liù-kám'];Liù-hàng-sin kám-mo, kién-chhṳ̂n liù-kám, he yit chúng yîn-vi liù-kám phiang-thu̍k yín-hí ke chhòn-ngiam-phiang.
situation;['sî-lî-ngì sṳ-mû', 'kyril sṳ-mû', 'sṳ̂-là-fû sṳ-mû'];Kyril Sṳ-mû he thûng-hàng yî Slav Ngî-chhu̍k thai-tô-su mìn-chhu̍k chûng ke sṳ-mû sû-siá ne-thúng.
situation;['phiang', 'chhi̍t-phiang'];Phiang ya ham-cho chhi̍t-phiang, he sâng-vu̍t chhai yit-thin ngièn-yîn ke sún-hoi-sin chok-yung hâ, yîn chhṳ-vún thiàu-chiet fún-lon yì fat-sâng ke yi-sòng sâng-miang fa̍t-thûng ko-chhàng.
situation;['het-sí-phiang'];Het-sí-phiang, ya cho-tet ham-cho het-vûn-yi̍t, he ngìn-lui li̍t-sṳ́ sông chui ngiàm-chhûng ke vûn-yi̍t chṳ̂-yit.
situation;['pot-thâm-fó'];Pot-thâm-fó he sòng-kien pin khó chṳ-miang ke yit-chúng chhòn-ngiam-phiang, yù Fûn-kî-hon-khiûn thô-chṳ.
situation;['kôan-chiet-yàm', '关节炎', '關節炎'];Kôan-chiet-yàm he chhiòn-sṳ-kie chui sòng-kien ke man-sin chhi̍t-phiang, chṳ́ -yeu he Kôan-chiet ke ngiôn-kut thui-fa fe̍t-chá Kiet-thì chû-chṳt fat-yàm, thô-chṳ Kôan-chiet thung-thung chhiùng yì kòn yéu Kôan-chiet ke chang-sòng yun-thûng chhiu kiàu Kôan-chiet yàm, chúng-khiung yû Yit-pak tô-ke chúng-lui.
situation;['kôn-yàm'];Kôn-yàm he Kôn-chhóng yîn phiang-thu̍k, yo̍k-vu̍t, chiú-chîn fe̍t-chá thoi-chhia yi-sòng yîn-hí ke fat-yàm chṳn-chhong.
situation;['chho̍k-thiên-tiau'];Chho̍k-thiên-tiau he ngìn ke làn-mî yit-chúng phiang.
situation;['pha̍k-hèu'];Pha̍k-hèu he yit-chúng yù pha̍k-hèu kòn-khiûn yín-hí ke kip-sin fû-khi̍p tho-chhòn ngiam-phiang, tô-kien yî chhiû Tûng-kui.
situation;['a-hîn kôn-yàm'];A-hîn Kôn-yàm, Thai-liu̍k, Hiông-kóng, Àu-mùn, Mâ-Sîn yi̍t chok Kap-hîn-kôn-yàm, chhai Chûng-koet Thai-liu̍k sòng kién-chhṳ̂n A-kôn.
situation;['pông-hâ', 'hau-chhón'];Pông-hâ he yit-chúng sòng-kien ke hì-tho ke man-sin yàm-tsin-sin chhi̍t-phiang, chú-yeu thi̍t-chṳ̂n he tô-pien lâu fu̍k-fat ke tsin-chhong, khó-ngia̍k-sin hì-liù chú-set.
situation;['ngìn-khiéu'];Ngìn-khiéu thûng-sòng he chṳ́ yit-ke thi-lî khî-vet ngìn ke su-muk, tui ngìn-khiéu chin-hàng ngiên-kiu ke khô-muk yû Sa-fi-ho̍k lâu Thi-lî-ho̍k, kì he ngìn-khiéu ngiên-kiu ke chui kî-pún ke fam-vì, yit-ke thi-vet ke sṳ̀n-chai nèn-li̍t he yû-han ke, liá han-chṳ ngìn-khiéu su-muk ke chen-chóng.
situation;['mî-koet hièn-fap'];Mî-li-kiên Ha̍p-chung-koet Hièn-fap kién-chhṳ̂n Mî-koet Hièn-fap, he Mî-koet ke kîn-pún thai-fap, thièn-thin Mî-koet chṳn-chhṳ chṳ-thu ke fap-li̍t kî-chhú.
situation;['het-sí-phiang'];Het-sí-phiang, ya cho-tet ham-cho het-vûn-yi̍t, he ngìn-lui li̍t-sṳ́ sông chui ngiàm-chhûng ke vûn-yi̍t chṳ̂-yit.
