abstract-region;['product', 'wiskundige product'];Wiskunde
taxonomic-collective;['dryopithecus', 'genus dryopithecus'];Geslacht uit de geslachtengroep Dryopithecidae
taxonomic-collective;['matthiola', 'genus matthiola'];Geslacht van planten uit de Kruisbloemenfamilie (Brassicaceae)
taxonomic-collective;['boykinia', 'genus boykinia'];Geslacht uit de familie Saxifragaceae
taxonomic-collective;['sinningia', 'genus sinningia'];Geslacht uit de familie Gesneriaceae
taxonomic-collective;['polianthes', 'genus polianthes'];Geslacht uit de onderfamilie Agavoideae
taxonomic-collective;['ratibida', 'genus ratibida'];Geslacht uit de composietenfamilie
taxonomic-collective;['heliamphora', 'genus heliamphora'];Geslacht van Zuid-Amerikaanse vleesetende bekerplanten uit de familie Sarraceniaceae
taxonomic-collective;['scleroderma', 'genus sclerodermie'];Geslacht uit de familie Sclerodermataceae
taxonomic-collective;['strongylodon', 'genus strongylodon'];Geslacht uit de geslachtengroep Phaseoleae
taxonomic-collective;['erysiphe', 'oidium', 'genus erysiphe'];Geslacht uit de familie Erysiphaceae
taxonomic-collective;['brya', 'genus brya'];Geslacht uit de vlinderbloemenfamilie
taxonomic-collective;['calvatia', 'genus calvatia'];Geslacht uit de familie Agaricaceae
taxonomic-collective;['asphodeline', 'genus asphodeline'];Geslacht uit de affodilfamilie
taxonomic-collective;['piscidia', 'genus piscidia'];Geslacht uit de vlinderbloemenfamilie
taxonomic-collective;['malacothamnus', 'genus malacothamnus'];Geslacht uit de geslachtengroep Malveae
taxonomic-collective;['harrisia', 'appelcactus', 'genus harrisia'];Geslacht uit de geslachtengroep Trichocereeae
taxonomic-collective;['dendroctonus', 'genus dendroctonus'];Geslacht uit de onderfamilie schorskevers
taxonomic-collective;['helipterum', 'genus helipterum'];Geslacht uit de composietenfamilie
taxonomic-collective;['gerbera', 'genus gerbera'];Geslacht uit de onderfamilie Mutisioideae
taxonomic-collective;['virgilia', 'genus virgilia'];Geslacht uit de vlinderbloemenfamilie
taxonomic-collective;['fabiana', 'genus fabiana'];Geslacht uit de nachtschadefamilie
taxonomic-collective;['centranthus', 'pipörtssläktet', 'genus centranthus'];Geslacht uit de onderfamilie Valerianoideae
taxonomic-collective;['madia', 'genus madia'];Geslacht uit de composietenfamilie
taxonomic-collective;['melocactus', 'genus melocactus'];Geslacht uit de geslachtengroep Cereeae
taxonomic-collective;['selenipedium', 'genus selenipedium'];Geslacht uit de onderfamilie Cypripedioideae
taxonomic-collective;['cacalia', 'genus cacalia'];Geslacht uit de composietenfamilie
taxonomic-collective;['bloedarmoede', 'anemia', 'genus anemie'];Plantengeslacht
taxonomic-collective;['archineottia', 'holopogon', 'genus listera', 'listera'];Geslacht uit de orchideeënfamilie
taxonomic-collective;['pterostylis', 'genus pterostylis'];Geslacht uit de orchideeënfamilie
taxonomic-collective;['elaeocarpaceae', 'elaeocarpus familie', 'familie elaeocarpaceae'];Familie uit de orde Malvales
taxonomic-collective;['felicia', 'genus felicia'];Geslacht uit de composietenfamilie
taxonomic-collective;['brassia', 'spinorchidee', 'brachtia', 'mesospinidium', 'spinorchideeën', 'genus brassia'];Geslacht uit de subtribus Oncidiinae
taxonomic-collective;['brassia', 'spinorchidee', 'brachtia', 'mesospinidium', 'spinorchideeën', 'genus brassia'];Geslacht uit de orchideeënfamilie
taxonomic-collective;['brassia', 'spinorchidee', 'brachtia', 'mesospinidium', 'spinorchideeën', 'genus brassia'];Geslacht uit de subtribus Oncidiinae
taxonomic-collective;['miltonia', 'genus miltonia'];Geslacht uit de orchideeënfamilie
taxonomic-collective;['pereskia', 'pereskia aculeata', 'pereskie', 'genus peireskia', 'genus pereskia', 'peireskia'];Geslacht uit de onderfamilie Pereskioideae
taxonomic-collective;['hymenaea', 'genus hymenaea'];Geslacht uit de geslachtengroep Detarieae
taxonomic-collective;['pterospermum', 'pterospermum javanicum', 'genus pterospermum'];Taxon, soort van planten
taxonomic-collective;['pterospermum', 'pterospermum javanicum', 'genus pterospermum'];Geslacht uit de onderfamilie Dombeyoideae
taxonomic-collective;['exacum', 'genus exacum'];Geslacht uit de gentiaanfamilie
taxonomic-collective;['calophyllum', 'genus calophyllum'];Geslacht uit de familie Calophyllaceae
taxonomic-collective;['indigofera', 'indigoplant', 'genus indigofera'];Geslacht uit de geslachtengroep Indigofereae
taxonomic-collective;['chamaecrista', 'genus chamaecrista'];Geslacht uit de geslachtengroep Cassieae
taxonomic-collective;['angraecum', 'genus angraecum', 'genus angrecum'];Geslacht uit de Subtribus Angraecinae
taxonomic-collective;['parkia', 'genus parkia'];Geslacht uit de geslachtengroep Mimoseae
taxonomic-collective;['prosopis', 'genus prosopis'];Geslacht uit de geslachtengroep Mimoseae
taxonomic-collective;['tacca', 'genus tacca'];Geslacht uit de familie Dioscoreaceae
taxonomic-collective;['mandevilla', 'dipladenia', 'genus dipladenia', 'genus mandevilla'];Geslacht uit de geslachtengroep Mesechiteae
taxonomic-collective;['cuscuta', 'warkruid', 'cuscutaceae', 'genus cuscuta'];geslacht uit de windefamilie
taxonomic-collective;['townsendia', 'genus townsendia'];Geslacht uit de composietenfamilie
taxonomic-collective;['abronia', 'genus abronia'];Geslacht uit de familie Nyctaginaceae
taxonomic-collective;['stenotus', 'genus stenotus'];Geslacht uit de composietenfamilie
taxonomic-collective;['lewisia', 'genus lewisia'];Geslacht uit de familie Montiaceae
taxonomic-collective;['layia', 'callichroa', 'genus layia'];Geslacht uit de composietenfamilie
taxonomic-collective;['layia', 'callichroa', 'genus layia'];Geslacht uit de composietenfamilie
taxonomic-collective;['amanita', 'amaniet', 'genus amanita'];Geslacht uit de familie Amanitaceae
taxonomic-collective;['pueraria', 'genus pueraria'];Geslacht uit de subtribus Glycininae
taxonomic-collective;['sideritis', 'genus sideritis'];Geslacht uit de onderfamilie Lamioideae
taxonomic-collective;['leymus', 'genus leymus'];Geslacht uit de geslachtengroep Triticeae
taxonomic-collective;['pelargonium', 'genus pelargonium', 'geraniums'];Geslacht uit de familie Ooievaarsbekfamilie
taxonomic-collective;['erodium', 'genus erodium'];Geslacht uit de Ooievaarsbekfamilie
taxonomic-collective;['dendrocalamus', 'oreobambos', 'genus dendrocalamus'];Geslacht uit de grassenfamilie
taxonomic-collective;['dropplant', 'agastache', 'genus agastache'];Geslacht uit de lipbloemenfamilie
taxonomic-collective;['bankia', 'genus bankia'];Geslacht uit de familie Teredinidae
taxonomic-collective;['sauropodomorpha', 'onderorde sauropodomorpha', 'prosauropod', 'sauropodomorph'];Onderorde uit de orde Saurischia
taxonomic-collective;['geiten', 'capra', 'genus capra'];Geslacht uit de onderfamilie Bokken
taxonomic-collective;['mesocricetus', 'genus mesocricetus'];Geslacht uit de onderfamilie hamsters
taxonomic-collective;['eendenmosselen', 'lepadidae', 'eendemosselen', 'eendenmossel', 'familie lepadidae'];Familie van kreeftachtigen uit de klasse Maxillopoda
taxonomic-collective;['gopherschildpadden', 'gopherus', 'genus gopherus'];Schildpadgeslacht uit de familie landschildpadden
taxonomic-collective;['sitotroga', 'genus sitotroga'];Geslacht uit de familie tastermotten
taxonomic-collective;['maanvaren', 'botrychium', 'maanvarentje', 'genus botrychium', 'paasbloem'];Geslacht uit de addertongfamilie
taxonomic-collective;['doddegras', 'doddengras', 'phleum', 'genus phleum'];Geslacht uit de grassenfamilie
taxonomic-collective;['poales', 'graminales', 'om graminales'];Taxon, orde van planten
taxonomic-collective;['gaasvliegen', 'chrysopidae', 'gaasvlieg', 'familie chrysopidae'];Familie van insecten uit de orde netvleugeligen
taxonomic-collective;['zeeschildpadden', 'cheloniidae', 'zeeschildpad', 'chelonidae', 'familie chelonidae', 'familie cheloniidae'];Familie van reptielen uit de orde schildpadden
taxonomic-collective;['lucilia', 'genus lucilia'];Geslacht uit de familie bromvliegen
taxonomic-collective;['lampionplant', 'physalis', 'genus physalis'];Geslacht uit de geslachtengroep Physaleae
taxonomic-collective;['ixodidae', 'familie ixodidae'];Familie uit de superfamilie Ixodoidea
taxonomic-collective;['venusschelpen', 'veneridae', 'familie veneridae', 'venus clam'];Familie van weekdieren uit de orde Veneroida
taxonomic-collective;['sphingidae', 'pijlstaarten', 'pijlstaartvlinder', 'pijlstaartvlinders', 'familie sphingidae'];Familie van vlinders in de superfamilie Bombycoidea
taxonomic-collective;['epimedium', 'epimedium sagittatum', 'genus epimedium'];Soort uit het geslacht Epimedium
taxonomic-collective;['chelone', 'genus chelone'];Geslacht uit de weegbreefamilie
taxonomic-collective;['platanthera', 'nachtorchis', 'fimbriella', 'tulotis', 'genus platanthera'];Geslacht uit de orchideeënfamilie
taxonomic-collective;['platanthera', 'nachtorchis', 'fimbriella', 'tulotis', 'genus platanthera'];Geslacht van de Orchidaceae (orchideeënfamilie)
taxonomic-collective;['platanthera', 'nachtorchis', 'fimbriella', 'tulotis', 'genus platanthera'];Taxonsynoniem van Platanthera
taxonomic-collective;['kattenstaartfamilie', 'lythraceae', 'familie lythraceae', 'kattenstaart familie'];Familie uit de orde Myrtiflorae
taxonomic-collective;['verbesina', 'genus verbesina'];Geslacht uit de composietenfamilie
taxonomic-collective;['berenoor', 'arctotis', 'genus arctotis'];Geslacht uit de composietenfamilie
taxonomic-collective;['amberboa', 'stephanochilus', 'genus amberboa'];geslacht uit de composietenfamilie
taxonomic-collective;['amberboa', 'stephanochilus', 'genus amberboa'];Geslacht uit de composietenfamilie
taxonomic-collective;['boerenkers', 'thlaspi', 'genus thlaspi'];Plantengeslacht uit de kruisbloemenfamilie
taxonomic-collective;['abutilon', 'genus abutilon'];Geslacht uit de geslachtengroep Malveae
taxonomic-collective;['lupine', 'lupinus', 'lupinen', 'geslacht lupinus'];Geslacht uit de geslachtengroep Genisteae
taxonomic-collective;['ranunculales', 'ranales', 'om ranales', 'om ranunculales'];Taxon, orde van planten
taxonomic-collective;['heremietkreeften', 'paguridae', 'familie paguridae'];Familie uit de superfamilie heremietkreeften
taxonomic-collective;['apidae', 'bijen en hommels', 'familie apidae'];Familie uit de superfamilie Apoidea
taxonomic-collective;['ceratopia', 'ceratopsia', 'ceratopsians', 'neoceratopsia', 'onderorde ceratopsia'];Taxon
taxonomic-collective;['equisetopsida', 'equisetidae', 'sphenopsida', 'articulatae', 'equisetophyta', 'sphenophyta', 'equisetatae', 'klasse equisetatae', 'klasse sphenopsida'];Klasse uit de divisie varens
taxonomic-collective;['coelenterata', 'neteldier', 'neteldieren', 'cnidaria', 'phylum cnidaria', 'phylum coelenterata'];Taxon
taxonomic-collective;['gewone sluipwespen', 'ichneumonidae', 'sluipwesp', 'sluipwespen', 'familie ichneumonidae'];Familie van insecten uit de orde vliesvleugeligen
taxonomic-collective;['tastermotten', 'gelechiidae', 'familie gelechiidae', 'twirler mot'];Familie uit de superfamilie Gelechioidea
taxonomic-collective;['kafferkoren', 'sorghum bicolor', 'durra', 'bezem maïs', 'grote gierst', 'kaffir corn', 'kafir maïs'];Soort uit het geslacht Sorgo
taxonomic-collective;['loranthaceae', 'familie loranthaceae'];Familie uit de orde Santalales
taxonomic-collective;['doodia', 'genus doodia'];Geslacht van varens uit de familie Blechnaceae (Dubbellooffamilie)
taxonomic-collective;['blechnum', 'genus blechnum'];Geslacht van varens uit de familie Blechnaceae (Dubbellooffamilie)
taxonomic-collective;['grootvleugeligen', 'megaloptera', 'onderorde megaloptera'];Taxon, orde van insecten
taxonomic-collective;['zangers', 'sylviidae', 'zangers van de oude wereld', 'familie sylviidae'];Familie van vogels uit de orde zangvogels
taxonomic-collective;['phasmatodea', 'phasmida', 'wandelend blad', 'wandelende bladeren', 'wandelende tak', 'wandelende takken', 'wandelende takken en wandelende bladeren', 'om phasmatodea', 'om phasmida'];Orde uit de infraklasse Neoptera
taxonomic-collective;['nelumbonaceae', 'lotusfamilie', 'subfamilie nelumbonaceae'];Familie uit de orde Nymphaeales
taxonomic-collective;['arvicola', 'genus arvicola'];Geslacht uit de onderfamilie Woelmuizen
taxonomic-collective;['carduelis', 'genus carduelis'];Geslacht uit de onderfamilie Carduelinae
taxonomic-collective;['proboscidea', 'genus proboscidea'];Geslacht uit de familie Martyniaceae
taxonomic-collective;['klokjesfamilie', 'campanulaceae', 'familie campanulaceae', 'klokje familie'];Familie uit de orde Campanulales
taxonomic-collective;['dictyoptera', 'om dictyoptera'];Superorde uit de infraklasse Neoptera
taxonomic-collective;['peristedion', 'genus peristedion'];Geslacht uit de familie Pantserponen
taxonomic-collective;['toxicodendron', 'genus toxicodendron'];Geslacht uit de onderfamilie Anacardioideae
taxonomic-collective;['charophyceae', 'klasse charophyceae'];Klasse uit de stam Charophyta
taxonomic-collective;['entomostraca', 'subklasse entomostraca'];Klasse uit de onderstam kreeftachtigen
taxonomic-collective;['descurainia', 'genus descurainia'];Geslacht uit de kruisbloemenfamilie
taxonomic-collective;['marginocephalia', 'marginocephalian', 'onderorde marginocephalia'];Taxon
taxonomic-collective;['brugmansia', 'engelentrompet', 'geslacht brugmansia'];Geslacht uit de nachtschadefamilie
taxonomic-collective;['culcita', 'genus culcita'];Geslacht van varens uit de familie Culcitaceae
taxonomic-collective;['leliefamilie', 'liliaceae', 'lelieachtigen', 'familie liliaceae', 'lelie familie'];Familie uit de orde Liliiflorae
taxonomic-collective;['leptopteris', 'genus leptopteris'];Geslacht uit de Koningsvarenfamilie
taxonomic-collective;['dalea', 'genus dalea'];Geslacht uit de geslachtengroep Amorpheae
taxonomic-collective;['zespotigen', 'hexapoda', 'hexapoden', 'insecta', 'klasse hexapoda', 'klasse insecta'];Onderstam uit de stam geleedpotigen (Arthropoda)
taxonomic-collective;['cryptomeria', 'japanse ceder', 'sikkelcipres', 'cryptomeria japonica', 'sikkelden', 'genus cryptomeria'];Geslacht uit de onderfamilie Taxodioideae
taxonomic-collective;['jaculus', 'genus jaculus'];Geslacht van knaagdieren uit de familie jerboa''s
taxonomic-collective;['machilidae', 'familie machilidae'];Familie uit de orde Microcoryphia
taxonomic-collective;['slingermuizen', 'zapodidae', 'huppelmuizen', 'zapodinae', 'familie zapodidae'];Onderfamilie van knaagdieren
taxonomic-collective;['kangoeroes', 'macropodidae', 'kangaroe', 'kangaroes', 'kangeroe', 'familie macropodidae'];Familie uit de onderorde Macropodiformes
taxonomic-collective;['indische ichneumon', 'herpestes edwardsii', 'indische grijze mangoest', 'herpestes nyula', 'indische mangoest'];Roofdier uit de familie mangoesten
taxonomic-collective;['menticirrhus', 'genus menticirrhus'];Geslacht uit de familie Ombervissen
taxonomic-collective;['hertshooi', 'lianthus ellipticifolius', 'hypericum', 'genus hypericum'];Soort uit het geslacht Lianthus
taxonomic-collective;['fungi imperfecti', 'deuteromycota', 'deuteromycetes', 'deuteromycotina', 'onderverdeling deuteromycota', 'onderverdeling deuteromycotina'];Klasse uit het rijk schimmels
taxonomic-collective;['strymon', 'genus strymon'];Geslacht van dagvlinders uit de familie Lycaenidae
taxonomic-collective;['gaviiformes', 'om gaviiformes'];Orde uit de klasse vogels
taxonomic-collective;['nymphalidae', 'parelmoervlinders', 'schoenlappers', 'weerschijnvlinders', "aurelia's", 'borstel-footed vlinders', 'familie nymphalidae'];Familie van vlinders in de superfamilie Papilionoidea
taxonomic-collective;['valdeurspinnen', 'ctenizidae', 'familie ctenizidae', 'luik spin'];Familie uit de infraorde vogelspinachtigen
taxonomic-collective;['schroeforchis', 'spiranthes', 'genus spiranthes'];Geslacht uit de orchideeënfamilie
taxonomic-collective;['kabeljauwen', 'kabeljauw', 'gadus morhua', 'gadidae', 'schelvissen', 'familie gadidae'];Familie uit de orde Kabeljauwachtigen
taxonomic-collective;['gesneriaceae', 'gesneriafamilie', 'gloxinia', 'familie gesneriaceae', 'gesneria familie'];Familie uit de orde Scrophulariales
taxonomic-collective;['lissenfamilie', 'iridaceae', 'familie iridaceae', 'iris familie'];Familie uit de orde Liliales
taxonomic-collective;['corypha', 'genus corypha'];Geslacht uit de palmenfamilie
taxonomic-collective;['cola', 'kolaboom', 'genus cola'];Geslacht
taxonomic-collective;['astragalus', 'genus astragalus'];Geslacht
taxonomic-collective;['olearia', 'genus olearia'];Geslacht uit de composietenfamilie
taxonomic-collective;['braam', 'rubus', 'braambes', 'verbraming', 'genus rubus'];Geslacht
taxonomic-collective;['eupatorium', 'genus eupatorium'];Geslacht uit de geslachtengroep Eupatorieae
taxonomic-collective;['sphaeralcea', 'genus sphaeralcea'];Geslacht uit de geslachtengroep Malveae
taxonomic-collective;['grindelia', 'genus grindelia'];Geslacht uit de composietenfamilie
taxonomic-collective;['encyclia', 'genus encyclia'];Geslacht uit de Subtribus Laeliinae
taxonomic-collective;['tillandsia', 'genus tillandsia'];Geslacht uit de onderfamilie Tillandsioideae
taxonomic-collective;['mikania', 'genus mikania'];Geslacht uit de composietenfamilie
taxonomic-collective;['malaxis', 'genus malaxis'];Geslacht van de orchideeënfamilie
taxonomic-collective;['gymnocalycium', 'genus gymnocalycium'];Geslacht uit de geslachtengroep Trichocereeae
taxonomic-collective;['calandrinia', 'genus calandrinia'];Geslacht uit de familie Montiaceae
taxonomic-collective;['echinocereus', 'genus echinocereus'];Geslacht uit de geslachtengroep Pachycereeae
taxonomic-collective;['palaquium', 'genus palaquium'];Geslacht van tropische bomen
taxonomic-collective;['look', 'caloscordum', 'allium', 'genus allium'];Geslacht uit de Lookfamilie
taxonomic-collective;['look', 'caloscordum', 'allium', 'genus allium'];Geslacht
taxonomic-collective;['havikskruid', 'hieracium', 'genus hieracium'];Geslacht uit de composietenfamilie
taxonomic-collective;['schefflera', 'genus schefflera'];Geslacht uit de familie klimopfamilie
taxonomic-collective;['berberis', 'genus berberis'];Geslacht uit de geslachtengroep Berberideae
taxonomic-collective;['cytisus', 'genus cytisus'];Geslacht uit de geslachtengroep Genisteae
taxonomic-collective;['penstemon', 'penstemonsläktet', 'genus penstemon'];Geslacht uit de weegbreefamilie
taxonomic-collective;['pteris', 'genus pteris'];Geslacht van varens uit de Pteridaceae (Lintvarenfamilie), onderfamilie Pteridoideae
taxonomic-collective;['cecropia', 'genus cecropia'];Geslacht uit de brandnetelfamilie
taxonomic-collective;['bomarea', 'genus bomarea'];Geslacht uit de geslachtengroep Alstroemerieae
taxonomic-collective;['dalbergia', 'genus dalbergia'];Geslacht uit de geslachtengroep Dalbergieae
taxonomic-collective;['ficus', 'genus ficus', 'vijgen'];Geslacht uit de familie Moerbeifamilie
taxonomic-collective;['andoorn', 'stachys', 'genus stachys'];Geslacht uit de onderfamilie Lamioideae
taxonomic-collective;['calochortus', 'prärieliljesläktet', 'genus calochortus'];Geslacht uit de onderfamilie Calochortoideae
taxonomic-collective;['pucciniaceae', 'familie pucciniaceae'];Familie uit de orde Uredinales
taxonomic-collective;['sciuromorpha', 'onderorde sciuromorpha'];Onderorde van knaagdieren
taxonomic-collective;['antheraea', 'anthereae', 'phalaena mylitta', 'genus antheraea'];Geslacht uit de familie nachtpauwogen
taxonomic-collective;['sphecius', 'genus sphecius'];Geslacht uit de subtribus Handlirschiina
taxonomic-collective;['stenochlaena', 'genus stenochlaena'];Geslacht van varens uit de familie Blechnaceae (Dubbellooffamilie)
taxonomic-collective;['commelinaceae', 'cartonemataceae', 'commelinafamilie', 'familie commelinaceae', 'spiderwort familie'];Familie uit de orde Enantioblastae
taxonomic-collective;['rhinotermitidae', 'familie rhinotermitidae'];Taxon, familie van insecten
taxonomic-collective;['basterdwederik', 'epilobium', 'genus epilobium'];Geslacht uit de teunisbloemfamilie
taxonomic-collective;['dryopteris', 'niervaren', 'genus dryopteris'];Geslacht van varens uit de familie Dryopteridaceae (Niervarenfamilie)
taxonomic-collective;['ichthyosauridae', 'familie ichthyosauridae'];Familie uit de orde Ichthyosauria
taxonomic-collective;['blindwantsen', 'miridae', 'plantenwantsen', 'capsidae', 'capside bug', 'familie capsidae', 'familie miridae'];Familie uit de onderorde Wantsen
taxonomic-collective;['phylliidae', 'familie phillidae', 'familie phyllidae', 'phillidae', 'phyllidae'];Familie uit de superfamilie Phyllioidea
taxonomic-collective;['bladrollers', 'tortricidae', 'bladrollertje', 'familie tortricidae', 'tortricoidea'];Familie uit de superfamilie Tortricoidea
taxonomic-collective;['leptoglossus', 'haeckelia', 'genus leptoglossus'];Geslacht uit de familie Randwantsen
taxonomic-collective;['rumohra', 'genus rumohra'];Geslacht uit de familie Elaphoglossaceae
taxonomic-collective;['acer japonicum', 'volle maan esdoorn'];Soort uit het geslacht esdoorn
taxonomic-collective;['anniellidae', 'anniella', 'familie anniellidae'];Geslacht uit de familie Anniellidae
taxonomic-collective;['citrus limetta', 'zoete citroen', 'zoete limoen'];Soort uit het geslacht citrusvrucht
taxonomic-collective;['gambelia', 'luipaardleguanen', 'genus gambelia'];Geslacht uit de familie Crotaphytidae
taxonomic-collective;['marchantiales', 'om marchantiales'];Orde uit de onderklasse Marchantiidae
taxonomic-collective;['tienpotigen', 'decapoda', 'decapoden'];Orde van kreeftachtigen uit de klasse Malacostraca
taxonomic-collective;['cassiope', 'genus cassiope'];geslacht uit de heifamilie
taxonomic-collective;['paronychia', 'genus paronychia'];Geslacht uit de anjerfamilie
taxonomic-collective;['pediocactus', 'genus pediocactus'];Geslacht uit de geslachtengroep Cacteae
taxonomic-collective;['moehringia', 'genus moehringia'];Geslacht uit de anjerfamilie
taxonomic-collective;['actias', 'genus actias'];Geslacht uit de onderfamilie Saturniinae
taxonomic-collective;['ara', "ara's", 'genus ara'];Geslacht
taxonomic-collective;['zeekoeien', 'sirenia', 'zeekoe', 'orde sirenia', 'sirenians'];Orde uit de infraklasse placentadieren
taxonomic-collective;['rode esdoorn', 'acer rubrum', 'moeras esdoorn', 'red maple', 'rubrum', 'scharlaken esdoorn'];Soort uit het geslacht esdoorn
taxonomic-collective;['suikeresdoorn', 'acer saccharum', 'ahorn siroop', 'sugar maple', 'rock maple', 'suiker esdoorn'];Soort uit het geslacht esdoorn
taxonomic-collective;['acer pensylvanicum', 'gestreepte esdoorn', 'acer pennsylvanicum', 'ganzevoet esdoorn', 'gestreepte kornoelje'];Soort uit het geslacht esdoorn
taxonomic-collective;['acer macrophyllum', 'acer macrophylla', 'big-esdoorn', 'bigleaf esdoorn', 'bigleaf maple', 'grote esdoorn', 'macrophyllum', 'oregon esdoorn'];Soort uit het geslacht esdoorn
taxonomic-collective;['makrelen', 'scombridae', 'familie scombridae', 'scombrid'];Familie uit de onderorde Makreelachtigen
taxonomic-collective;['mytilidae', 'familie mytilidae'];Familie uit de orde Mytiloida
taxonomic-collective;['eumenes', 'vespa coarctata', 'genus eumenes'];Geslacht
taxonomic-collective;['drimia', 'genus urginea', 'urginea'];Geslacht uit de onderfamilie Scilloideae
taxonomic-collective;['hydnocarpus', 'genus hydnocarpus', 'genus taraktagenos', 'genus taraktogenos', 'taraktagenos', 'taraktogenos'];Geslacht uit de familie Achariaceae
taxonomic-collective;['rickettsiaceae', 'familie rickettsiaceae'];Familie uit de orde Rickettsiales
taxonomic-collective;['munt', 'mentha', 'edelmunt', 'gembermunt', 'genus mentha'];Geslacht
taxonomic-collective;['kroos', 'lemna', 'eendekroos', 'genus lemna'];Geslacht
taxonomic-collective;['spirodela', 'genus spirodela'];Geslacht uit de aronskelkfamilie
taxonomic-collective;['wolffiella', 'genus wolffiella'];Geslacht uit de aronskelkfamilie
taxonomic-collective;['acarina', 'acari', 'mijten en teken', 'teken en mijten', 'deutonimfe', 'om acarina'];Onderklasse uit de klasse spinachtigen
taxonomic-collective;['varanen', 'varanidae', 'varaan', 'familie varanidae'];Familie uit de infraorde Anguimorpha
taxonomic-collective;['berkenfamilie', 'betulaceae', 'berken gezin', 'familie betulaceae'];Familie uit de orde Corylales
taxonomic-collective;['conocarpus', 'genus conocarpus'];Geslacht uit de familie Combretaceae
taxonomic-collective;['dagbloem', 'ipomoea', 'genus ipomoea', 'ipomea'];Geslacht uit de geslachtengroep Ipomoeeae
taxonomic-collective;['windefamilie', 'convolvulaceae', 'humbertiaceae', 'winde-familie', 'winde familie', 'familie convolvulaceae', 'morning-glory familie'];Familie uit de orde Tubiflorae
taxonomic-collective;['brachyscome', 'brachycome', 'genus brachycome'];Geslacht uit de composietenfamilie
taxonomic-collective;['prumnopitys', 'genus prumnopitys'];Geslacht uit de familie Podocarpaceae
taxonomic-collective;['saponaria', 'genus saponaria'];Geslacht uit de anjerfamilie
taxonomic-collective;['cricetidae', 'hamsterachtigen', 'woelmuisachtigen', 'familie cricetidae'];Familie van knaagdieren
taxonomic-collective;['colubrina', 'genus colubrina'];Geslacht uit de wegedoornfamilie
taxonomic-collective;['schubvleugeligen', 'vlinders', 'lepidoptera', 'botervogel', 'dagvlinder', 'dagvlinders', 'leipidoptera', 'mot', 'lepidopterans', 'orde van de lepidoptera'];Orde van gevleugelde insecten
taxonomic-collective;['manduca', 'genus manduca'];Geslacht uit de familie pijlstaarten
taxonomic-collective;['dryas', 'genus dryas'];Geslacht uit de onderfamilie Dryadoideae
taxonomic-collective;['zenaida', 'genus zenaidura', 'zenaidura'];Geslacht uit de onderfamilie Columbinae
taxonomic-collective;['cerastium', 'genus cerastium'];Geslacht uit de anjerfamilie
taxonomic-collective;['sceliphron', 'genus sceliphron'];Geslacht uit de geslachtengroep Sceliphrini
taxonomic-collective;['modder- en muskusschildpadden', 'modderschildpadden', 'kinosternidae', 'familie kinosternidae'];Familie van reptielen uit de orde schildpadden
taxonomic-collective;['uria', 'genus uria', 'murres'];Geslacht
taxonomic-collective;['fungia', 'fungia spp.', 'genus fungia'];Geslacht van koralen uit de familie Fungiidae
taxonomic-collective;['muskusschildpadden', 'sternotherus', 'genus sternotherus'];Schildpaddengeslacht uit de familie modder- en muskusschildpadden
taxonomic-collective;['myrtales', 'om myrtales', 'om thymelaeales', 'thymelaeales'];Orde uit de superorde Rosanae
taxonomic-collective;['ruptiliocarpon', 'genus ruptiliocarpon'];Geslacht uit de familie Lepidobotryaceae
taxonomic-collective;['callinectes', 'genus callinectes'];Geslacht uit de familie Zwemkrabben
taxonomic-collective;['glaucomys', 'genus glaucomys'];Geslacht van zoogdieren uit de familie eekhoorns
taxonomic-collective;['cyanocitta', 'genus cyanocitta'];Geslacht uit de familie kraaien
taxonomic-collective;['leguanen', 'iguanidae', 'iguaninae', 'iguania', 'familie iguania', 'familie iguanidae'];Familie van hagedissen uit de orde schubreptielen
taxonomic-collective;['melanoplus', 'genus melanoplus'];Geslacht uit de onderfamilie Melanoplinae
taxonomic-collective;['amerikaanse zangers', 'parulidae', 'familie parulidae'];Familie uit de orde zangvogels
taxonomic-collective;['nieuw-zeelandse spinazie', 'tetragonia', 'tetragonia expansa', 'tetragonia tetragonioides', 'genus tetragonia'];Geslacht uit de onderfamilie Aizooideae
taxonomic-collective;['waterschimmels', 'oomyceet', 'oomycetes', 'oomycota', 'oömyceet', 'waterschimmel', 'oömyceten', 'klasse oömyceten', 'water schimmel'];Taxon
taxonomic-collective;['gladde slangen', 'toornslangachtigen', 'colubridae', 'ringslangachtigen', 'colubrids', 'familie colubridae'];Familie uit de superfamilie Caenophidia
taxonomic-collective;['dicentra', 'genus dicentra'];Geslacht uit de familie Papaveraceae
taxonomic-collective;['arundinaria', 'genus arundinaria', 'rivercane'];Geslacht uit de grassenfamilie
taxonomic-collective;['panicum capillare', 'draadgierst', 'oude heks gras', 'oude witchgrass', 'tuimelen gras'];Soort uit het geslacht Panicum
taxonomic-collective;['opheodrys', 'grasslangen', 'genus opheodrys'];Geslacht uit de onderfamilie Colubrinae
taxonomic-collective;['elaphe', 'klimslangen', 'orthriophis', 'genus elaphe'];Geslacht uit de onderfamilie Colubrinae
taxonomic-collective;['nerodia', 'genus nerodia'];Geslacht uit de onderfamilie Natricinae
taxonomic-collective;['diapensiaceae', 'diapensia familie', 'familie diapensiaceae'];Familie uit de orde Diapensiales
