abstract-region;['ຕຳລາຂັ້ນສອງ'];ຕຳລາຂັ້ນສອງ ແມ່ນ ຕຳລາພະຫຸພົດ ທີ່ມີຮູບຮ່າbhgnnhbb f = a x 2 + b x + c {\displaystyle f=ax^{2}+bx+c\,\!}, where a ≠ 0 {\displaystyle a\neq 0\,\!}.
quality;['ໂປແຕສະຕັງ', 'ປະໂລແຕສະຕັງ', 'protestant'];ນິກາຍປະໂລແຕສະຕັງ ຫຼືສະກດ ປະໂຣແຕສະຕັງ ຫຼື ໂປຣແຕສະຕັງ (ຝະລັ່ງ: Protestantisme, ອັງກິດ: Protestantism) ແມ່ນນິກາຍນຶ່ງໃນສາສະໜາຄິດ ໃຊ້ໝາຍເຖິງຄິດຕະສາສະນິກະຊົນໃດໆ ທີ່ບໍ່ແມ່ນໂລມັງກາໂຕລິກແລະອອກໂຕດົກ.
quality;['vaishnavism'];Vaishnavism ​ຫຼື Vishnuism - ຫນຶ່ງ​ຂອງຕົ້ນຕໍ ບັນດາທິດທາງ​ A ຄຸນນະສົມບັດ​ທີ່ແຕກຕ່າງກັນ​ຂອງ ​Hinduism​ ທີ່ ນະມັດສະ​ການເປັນ Vishnu​ ແລະ m ນົດ​ ລາວ.
region;['ລະຄັງກຳປັນ'];ລະຄັງກຳປັນ ຕາວັນອອກ ໃຊ້ໄວ້ ກຳປັ່ນ
region;['ເຮັກໂຕແມັດ', 'ເຮັກໂຕເມັດ'];ເຮັກໂຕແມັດ (ສັນຍາລັກ hm) ແມ່ນຫົວໜ່ວຍຄວາມຍາວທີ່ບໍ່ສູ້ໄດ້ໃຊ້ ໃນລະລົບແມັດ ເທົ່າກັບ 100 ແມັດ.​
region;['ກິໂລແມັດ'];ກິໂລແມັດ (ສັນຍາລັກ km) ແມ່ນຫົວໜ່ວຍຄວາມຍາວໃນລະບົບແມັດ ທີ່ໃຊ້ກັນຢ່າງແຜ່ຫຼາຍ.
region;['ນາໂນແມັດ', 'ນາໂນເມັດ'];ນາໂນແມັດ ສັນຍາລັກ nm ແມ່ນ ຫົວໜ່ວຍຄວາມຍາວໃນລະບົບ SI. 1 nm = 0.001 µm = 0.000001 mm.
region;['ຊັງຕີແມັດ', 'ເຊັນຕີແມັດ'];ຊັງຕີແມັດ (ສັນຍາລັກ cm) ແມ່ນ ຫົວໜ່ວຍຄວາມຍາວ ໃນລະບົບແມັດ ເທົ່າກັບ 1 ສ່ວນ 100 ແມັດ ຫຼື 10 ມິລີແມັດ.
region;['ມິໂກຣແມັດ'];ມິໂກຣແມັດ ແມ່ນ ຫົວໜ່ວຍຄວາມຍາວ ໃນລະບົບແມັດ ເທົ່າກັບ 1 ສ່ວນ 1000 ຫຼື ມິລີແມັດ ຫຼື 0.001 ມິລີແມັດ.
region;['ເຟັມໂຕແມັດ'];ເຟັມໂຕແມັດ ແມ່ນ ຫົວໜ່ວຍຄວາມຍາວ ໃນລະບົບແມັດ (ສັນຍາລັກ fm）.
region;['ເດຊີແມັດ'];ເດຊີແມັດ ແມ່ນ ຫົວໜ່ວຍຄວາມຍາວ ໃນລະບົບແມັດ ເທົ່າກັບ 1 ສ່ວນ 10 ແມັດ ຫຼື 10 ຊັງຕີແມັດ.
region;['ມິລີແມັດ', 'ມິລິແມັດ'];ມິລີແມັດ (ສັນຍາລັກ mm) ແມ່ນ ຫົວໜ່ວຍຄວາມຍາວ ໃນລະບົບແມັດ ເທົ່າກັບ 1 ສ່ວນ 1000 ແມັດ.
region;['ປິໂກແມັດ'];ປີໂກແມັດ (ສັນຍາລັກ pm) ແມ່ນຫົວໜ່ວຍຄວາມຍາວໃນລະບົບແມັດ, ເທົ່າກັບ 1 ສ່ວນພັນຕື້ (1/1,000,000,000,000) ແມັດ.
region;['ເດກາແມັດ'];ເດກາແມັດ (ສັນຍາລັກ dam) ແມ່ນ ຫົວໜ່ວຍຄວາມຍາວທີ່ບໍ່ສູ້ໃຊ້ ໃນລະບົບແມັດ, ເທົ່າກັບ 10 ແມັດ .
region;['ເງິນຕາ'];ເງິນຕາແມ່ນ ຊື່ລວມ ຂອງ ເງິນທີ່ໝູນວຽນຢູ່ ໃນປະເທດໃດໜຶ່ງ ເຊິ່ງ ຈະຖືກຮັບຮອງຄຸນຄ່າ ໂດຍ ປະເທດນັ້ນໆ ແລະ ສາມາດໃຊ້ເປັນຫົວໜ່ວຍແລກປ່ຽນໄດ້.
region;['ຈຳນວນສົນ'];ໃນ ຄະນິດສາດ, ຈຳນວນສົນ ແມ່ນ ຈຳນວນ ທີ່ມີຮູບແບບ
region;['ຈຳນວນອະປົກກະຕິ'];ໃນ ຄະນິດສາດ, ຈຳນວນອະປົກກະຕິ ແມ່ນ ຈຳນວນຈິງໃດໜຶ່ງ ທີ່ ບໍ່ແມ່ນ ຈຳນວນປົກກະຕິ — ໝາຍຄວາມວ່າ ທີ່ ບໍ່ສາມາດສະແດງໄດ້ ໃນ ຮູບ m/n, ໂດຍທີ່ m and n ແມ່ນ ຈຳນວນຖ້ວນ.
region;['ໄບຕ໌'];ໄບຕ໌(Byte) ແມ່ນຫົວຫນ່ວຍ ໃນເຄື່ອງຄອມພິວເຕີຣ໌ແບບດິຈິຕໍລ໌.
region;['ຈຳນວນປົກກະຕິ'];ຈຳນວນປົກກະຕິ ແມ່ນ ຈຳນວນ ທີ່ ສາມາດສ້າງຈາກ ການເອົາ ຈຳນວນຖ້ວນa ຫານໃຫ້ ຈຳນວນຖ້ວນ b ທີ່ຕ່າງ 0.
region;['ຈຳນວນຖ້ວນ'];ຈຳນວນຖ້ວນ (ໃນພາສາລາແຕັງ integer ໝາຍເຖິງ ບໍ່ຖືກແຕະຕ້ອງ, ເຕັມ,​ ທັງໝົດ ).ຈຳນວນຖ້ວນ ປະກອບດ້ວຍ ຈຳນວນທຳມະຊາດບວກ (1, 2, 3, …), ຈຳນວນທຳມະຊາດລົບ (−1, −2, −3, ...) ແລະ ເລກສູນ.
region;['ຈຳນວນຈິງ'];ໃນ ຄະນິດສາດ, ຈຳນວນຈິງ ປະກອບເອົາ ທັງ ຈຳນວນປົກກະຕິ ແລະ ຈຳນວນອະປົກກະຕິ ເຊັ່ນ ຈຳນວນປີ ແລະ ຮາກຂັ້ນສອງຂອງສອງ.
region;['ແມັດ', 'm'];ແມັດ (m)ແມ່ນ ຫົວໜ່ວຍວັດແທກ ຄວາມຍາວ.
region;['rupiah ອິນໂດເນເຊຍ'];Rupiah ເປັນສະກຸນເງິນຢ່າງເປັນທາງການຂອງອິນໂດເນເຊຍ.
region;['ເຢນ'];thumb|ເຢນ
region;['ເງີນກີບລາວ', 'ກີບ'];ເງີນກີບລາວ(Lao Kip) ແມ່ນຕະກູນເງີນທີ່ໃຊ້ໃນການຊື້ຂາຍພາຍໃນປະເທດລາວ ແລະ ອອກໂດຍທະນາຄານແຫ່ງປະເທດລາວ(ລະຫັດສາກົນຕາມ ISO 4217 ອັກສອນຫຍໍ້ LAK).
region;['ປີແສງ'];ປີແສງ ແມ່ນ ຫົວໜ່ວຍຄວາມໄລຍະທາງປະເພດໜຶ່ງ.
region;['ມື້'];ມື້ ແມ່ນກາບນັບເວລາ ທີ່ໂລກໝຸນຮອບຕົວເອງ ຄົບໜຶ່ງຮອບ ມື້ ມີ 24 ຊົ່ວໂມງ ມີມື້ທົງໝົດເຈັດມື້ ໃນໜຶ່ງອາທິດ
relation;['ຕຳລາ', 'ຕຳລາຄະນິດສາດ'];ຕຳລາຄະນິດສາດ ແມ່ນ ການສະແດງ ຄວາມສຳພັນ ລະຫວ່າງ ສອງ ຫຼື ຫຼາຍກວ່າຈຳນວນຂຶ້ນໄປ ໂດຍຈະປະກອບ ມີ ໂຕປ່ຽນຂຶ້ນກັບ(Dependent variable) ແລະ ໂຕປ່ຽນເອກະລາດ(Independent variable).
relation;['ຕຳລາ', 'ຕຳລາຄະນິດສາດ'];ຕຳລາຄະນິດສາດ ແມ່ນ ການສະແດງ ຄວາມສຳພັນ ລະຫວ່າງ ສອງ ຫຼື ຫຼາຍກວ່າຈຳນວນຂຶ້ນໄປ ໂດຍຈະປະກອບ ມີ ໂຕປ່ຽນຂຶ້ນກັບ(Dependent variable) ແລະ ໂຕປ່ຽນເອກະລາດ(Independent variable).
relation;['ຕຳລາໄຕມຸມ'];ຕຳລາໄຕມຸມ
relevant-part;['ຮາດແວ'];ຮາດແວແມ່ນໂດຍທົ່ວໄປຄຳສັບສະແດງອອກມາທາດທໍາມະຊາດຄອມພິວເຕີ,ການປຽບທຽບຄຳສັບຊອຟແວ.
simple-collection;['ຈັກກະວານ', 'ເອກະພົບ'];ຈັກກະວານ ແມ່ນເອກກະພົບໃນຮູບແບບຊັບຊ້ອນແລະເປັນລະບຽບ ກົງຂ້າມກັບຄວາມຫຍຸ້ງເຫຍີງ.
simple-collection;['ຈັກກະວານ', 'ເອກະພົບ'];ເອກະພົບ ຫຼື ຈັກກະວານ ໂດຍທົ່ວໄປແມ່ນຜົນລວມຂອງການດຳລົງຢູ່ ລວມທັງດາວເຄາະ ດາວເລີກ ດາລາຈັກ ສິ່ງທີ່ບັນຈຸຢູ່ໃນອະວະກາດລະຫວ່າງດາລາຈັກ ສະສານແລະພະລັງງານທັງໝົດ.
simple-collective;['ຕະຫຼາດ'];ຕະຫຼາດ ແມ່ນການຊຸມນຸມກັນທາງສັງຄົມ ແລກປ່ຽນສິນຄ້າກັນ ໃນຄວາມໝາຍອື່ນອີກ ຕະຫຼາດຍັງໝາຍເຖີງສະຖານທີ່ທີ່ມະນຸດມາຊຸມນຸມກັນເພື່ອຄ້າຂາຍ ໃນທາງເສດຖະສາດ ຕະຫຼາດໝາຍເຖິງການແລກປ່ຽນຊື້ຂາຍ ໂດຍໂດຍບໍ່ມີຄວາມໝາຍຂອງສະຖານທີ່ທາງກາຍຍະພາບ.
simple-planned-collective;['ອົງກອນນິຕິບັນຍັດ'];ອົງກອນນິຕິບັນຍັດ ຫຼື ສະພາ ແມ່ນ ໜຶ່ງ ໃນ 3 ອຳນາດລັດ ຄື ອຳນາດນິຕິບັນຍັດ, ອຳນາດບໍລິຫານ, ອຳນາດນິຕິບັນຍັດ.
situation;['ສຸຂະພາບ'];ສຸຂະພາບ (ຄຳເຄົ້າ: ສຸຂພາພ) ໝາຍເຖິງລະດັບຂອງປະສິດທິພາບເຊີງການເຮັດວຽກຫຼືເຊີງເມຕາບໍລິກຂອງສິ່ງມີຊີວິດສຳລັບມະນຸດນັ້ນ ໂດຍທົ່ວໄປແລະຕາມນິຍາມຂອງອົງການອະນາໄມໂລກໝາຍເຖິງສະພາວະອັນສົມບູນຂອງພາວະທາງກາຍ ຈິດ ຈິດວິນຍານ ແລະສັງຄົມຂອງບຸກຄົນ ອັນບໍ່ໄດ້ໝາຍເຖິງຄວາມປາສະຈາກພະຍາດຫຼືຄວາມບົກພ່ອງພຽງຢ່າງດຽວ.
situation;['ສົມຜົນ'];ສົມຜົນ ຫຼື ສົມການ ແມ່ນ ປະໂຫຍກທາງຄະນິດສາດ ປະກອບໂດຍ ເຄື່ອງໝາຍ ທີ່ສະແດງໃຫ້ເຫັນວ່າ ສອງປະໂຫຍກ ເທົ່າກັນ.
situation;['ດັດຊະນີ'];ໃນຂະແໜງ ເສດຖະສາດ ແລະ ການເງິນ, ດັດຊະນີ ແມ່ນ ບັນທັດຖານທາງສະຖິຕິ ຂອງ ການປ່ຽນແປງ ຂອງ ກຸ່ມຂໍ້ມູນຕົວແທນໃດໜຶ່ງ.
situation;['ໝາກສຸກ ໝາກໃສ'];ໝາກສຸກ ໝາກໃສ ເປັນໂຣກທີ່ເກີດຈາກເຊື້ອໄວຣັດ ວາຣິເຊລາ ມີລັກສະນະອາການເປັນຕຸ່ມແດງ ຕຸ່ມໃສ ຕຸ່ມໜອງ ເກີດຕາມຮ່າງກາຍແລະໃບໜ້າ,ຕາມຫລັງ ແລະມີໄຂ້ນຳ.
situation;['ພະຍາດໄລມ'];ເຊື້ອພະຍາດໄລມ Lyme borreliosis
situation;['ລັດຖະທຳມະນູນ'];ລັດຖະທຳມະນູນ ແມ່ນກົດຫມາຍພື້ນຖານຂອງລັດ, ເຊິ່ງສະແດງເຖິງເຈດຈຳນົງຂອງຊົນຊັ້ນປົກຄອງ, ກຳນົດລະບອບການເມືອງ, ລະບອບເສດຖະກິດ-ສັງຄົມ, ສິດ ແລະ ພັນທະພື້ນຖານຂອງພົນລະເມືອງ, ຫຼັກການ ຫຼື ລະບົບສາຍໄຍການຈັດຕັ້ງຕ່າງໆ ແລະ ຫຼັກການເຄື່ອນໄຫວຂອງກົງຈັກລັດ.
situation;['ໂຕໜັງສືເກຣັກ'];U0370.pdf
situation;['ຄວາມຮັ່ງມີ', 'ສະຫວັດດີການ'];ຄວາມຮັ່ງມີ (Wealth) ໃນ ເສດຖະສາດ ໝາຍເຖິງ ຄວາມອຸດົມສົມບູນ ຂອງ ຄຸນຄ່າທາງເສດຖະກິດ ຂອງ ວັດຖຸ, ຫຼື ສະພາບການຄວບຄຸມ ຫຼື ຄອບຄອງ ວັດຖຸດັ່ງກ່າວ ເຊິ່ງ ລວມມີ ທັງ ເງິນ, ອະສັງຫາລິມະຊັບ ແລະ ຊັບສິນສ່ວນບຸກຄົນ.
situation;['ຄວາມຮັ່ງມີ', 'ສະຫວັດດີການ'];ໃນ ເສດຖະສາດ ສະຫວັດດີການ ໝາຍເຖິງ ຄວາມເພິ່ງພໍໃຈ ຫຼື ຄວາມຢູ່ດີກິນດີ ຂອງ ບຸກຄົນ ຫຼື ກຸ່ມຄົນ.
situation;['ຄວາມທຸກຍາກ'];ຄວາມທຸກຍາກ ແມ່ນ ສະພາບທີ່ ຊີວິດການເປັນຢູ່ເຝືດເຄືອງ ຂາດປັດໃຈພື້ນຖານໃນການດຳລົງຊີວິດ ຍ້ອນເຫດຜົນທາງດ້ານເສດຖະກິດ.
situation;['ເສດຖະກິດຕົກຕໍ່າ'];ເສດຖະກິດຕົກຕໍ່າ (ພາສາອັງກິດ:recession) ໂດຍທົ່ວໄປ ໃນ ເສດຖະສາດມະຫາພາກ ຈະໝາຍເຖິງ ສະພາວະ ທີ່ ອັດຕາຂະຫຍາຍໂຕທາງດ້ານເສດຖະກິດ ຫຼຸດລົງ ຕໍ່ເນື່ອງກັນ ແຕ່ 2 ໄຕມາດ ຂຶ້ນໄປ.
situation;['ຕະຫຼາດ'];ຕະຫຼາດ ແມ່ນການຊຸມນຸມກັນທາງສັງຄົມ ແລກປ່ຽນສິນຄ້າກັນ ໃນຄວາມໝາຍອື່ນອີກ ຕະຫຼາດຍັງໝາຍເຖີງສະຖານທີ່ທີ່ມະນຸດມາຊຸມນຸມກັນເພື່ອຄ້າຂາຍ ໃນທາງເສດຖະສາດ ຕະຫຼາດໝາຍເຖິງການແລກປ່ຽນຊື້ຂາຍ ໂດຍໂດຍບໍ່ມີຄວາມໝາຍຂອງສະຖານທີ່ທາງກາຍຍະພາບ.
social-relationship;['ການເມືອງ'];ການເມືອງແມ່ນ ລະບົບ ທີ່ ກຸ່ມຄົນ, ອົງກອນ ທຳການຕັດສິນໃຈ ກ່ຽວກັບ ບັນຫາ ກ່ຽວເນື່ອງກັບ ການເຄື່ອນໄຫວ ຂອງ ລັດຖະບານ ແລະ ສັງຄົມ.
social-role;['ເງິນຕາ', 'ບ້ານ', 'ຫຣຽນ'];ມະຫາຍານ ເປັນນິກາຍໃນສາສະໜາພຸດຝ່າຍອາຈະລິຍະວາດ ທີ່ນັບຖືກັນຢູ່ປະເທດແຖບຕອນເໜື້ອຂອງອິນເດຍ ເນປານ ຈີນ ຍີ່ປຸ່ນ ເກົາຫຼີ ຫວຽດນາມ ມົງໂກລີ ໄປຈົນຮອດບາງສ່ວນຂອງລັດເຊຍ.
social-role;['ທຶນ'];ທຶນ ມີ 3 ຄວາມໝາຍໃຫຍ່: (1) ທຶນ ໃນ ເສດຖະສາດ.
social-role;['ເງິນຕາ'];ເງິນຕາແມ່ນ ຊື່ລວມ ຂອງ ເງິນທີ່ໝູນວຽນຢູ່ ໃນປະເທດໃດໜຶ່ງ ເຊິ່ງ ຈະຖືກຮັບຮອງຄຸນຄ່າ ໂດຍ ປະເທດນັ້ນໆ ແລະ ສາມາດໃຊ້ເປັນຫົວໜ່ວຍແລກປ່ຽນໄດ້.
social-role;['ປະລິມານເງິນ'];ປະລິມານເງິນ (ພາສາອັງກິດ: money supply) ໝາຍເຖິງຈຳນວນເງິນທັງໝົດ ຖືໂດຍບຸກຄົນ ແລະ ອົງກອນ ນອກເໜືອຈາກສະຖາບັນການເງິນລວມທັງທະນາຄານກາງ ໃນ ເສດຖະກິດໃດໜຶ່ງ.
socially-constructed-person;['ພະເຈົ້າເອດູອາກທີ 3 ແຫ່ງອັງກິດ', 'ພະເຈົ້າເອັດເວີດທີ 3 ແຫ່ງອັງກິດ'];ພະເຈົ້າເອດູອາກທີ 3 ແຫ່ງອັງກິດ (ອັງກິດ: Edward III of England, ຝະລັ່ງ: Édouard III d'Angleterre. 13 ພະຈິກ ຄ.ສ.
socially-constructed-person;['ກາຕະລີນແຫ່ງອາລາກົງ'];ພະນາງກາຕະລີນແຫ່ງອາລາກົງ
socially-constructed-person;['ພະເຈົ້າຮົງລີທີ 8 ແຫ່ງອັງກິດ'];ພະເຈົ້າຮົງລີທີ 8 ແຫ່ງອັງກິດ (ຝະລັ່ງ: Henri VIII d'Angleterre, ອັງກິດ: Henry VIII of England – ຄ.ສ.
socially-constructed-person;['ອາໂດນ ຮິດແລ', 'hitler'];ອາໂດນ ຮິດແລ ຫຼື ເອດັອບ ຮິດເລີ (ເຢຍລະມັນ: Adolf Hitler, 20 ເມສາ ຄ.ສ.
socially-constructed-person;['ເອນມີດ', 'hermes'];ເອນມີດ ຫຼື ແຮກແມັດ ເປັນເທບພະເຈົ້າອົງໜຶ່ງໃນປະກະລະນຳປະລຳປະລາກະເລັກ ຫຼືໃນປະກະລະນຳປະລຳປະລາໂລມັງມີຊື່ວ່າ ເມນກູລີອຸດ ຫຼື ແມກກູນ.
socially-constructed-person;['ຈັກກະພັດນາໂປເລອົງທີ 1'];ຈັກກະພັດນາໂປເລອົງທີ 1 ຫຼື ນາໂປເລອົງ ໂບນາປາກ (ຝະລັ່ງ: Napoléon Bonaparte. 15 ສິງຫາ ຄ.ສ.
socially-constructed-person;['ສົມເດັດພະລາຊິນີນາດເອລີຊາແບັດທີ 2 ແຫ່ງສະຫະລາຊະອານາຈັກ', 'elizabeth ii'];​ ສົມເດັດພະລາຊິນີນາດເອລີຊາແບັດທີ 2 ແຫ່ງສະຫະລາຊະອານາຈັກ
socially-constructed-person;['ຊາຍບອກ', 'cyborg', 'ຊີບອກ', 'ໄຊບອກ'];ຊາຍບອກ (ອັງກິດ: cyborg) ຫຼື ຊີບອກ ແມ່ນວັດຖຸປະກອບຮ່ວມຂອງເຄື່ອງຈັກກົນນຳສິ່ງມີຊີວິດ.
socially-constructed-person;['ລາວ', 'ຄົນເຊື້ອຊາດລາວ', 'ຊົນຊາດລາວ'];ໄທລາວ ຫຼື ຊົນເຜົ່າລາວ (ອັງກິດ: Lao people, ຝະລັ່ງ: peuple Lao) ເປັນກຸ່ມຊົນເຜົ່າ ຫຼື ຊາຕິພັນກຸ່ມນຶ່ງເຊິ່ງມີຈຸດກຳເນີດຈາກອາຊີຕາເວັນອອກສຽງໃຕ້.
socially-constructed-person;['ນັກອາວະກາດ', 'ນັກອະວະກາດ', 'ມະນຸດອະວະກາດ'];ນັກອາວະກາດ ຫຼື ນັກບິນອາວະກາດ ແມ່ນ ຜູ້ຂັບຂີ່ ຍານອາວະກາດ ໄປ ສູ່ ອາວະກາດ.
socially-constructed-person;['ຜູ້ໂດຍສານ'];ຜູ້ໂດຍສານ (ຄຳເຄົ້າ: ຜູ້ໂດຍສາຣ, ອັງກິດ: passenger, ຝະລັ່ງ: passager) ໝາຍເຖິງ ຜູ້ທີ່ເດີນທາງໄປກັບຍານພາຫະນະ ແຕ່ບໍ່ຕ້ອງຮັບຜິດຊອບຕໍ່ຍານພາຫະນະເພື່ອໃຫ້ຮອດຈຸດໝາຍປາຍທາງ.
socially-constructed-person;['ພະເຍຊູ', 'ພຣະເຢຊູ', 'ພະເຢຊູ'];ພຣະເຢຊູ ຫຼື ເຢຊູແຫ່ງນາຊາເຣັດ (Jesus of Nazareth) (ເກີດເມື່ອ ປະມານ 6–4 ປີ ກ່ອນ ຄ.ສ.
socially-constructed-person;['ຟຣີແລນເຊີຣ'];ຟຣີແລນເຊີຣ ຫລືກຳມະກອນເຮັດວຽກອິດສະຫລະ ເວົ້າຕາມພາສາບ້ານເຮົາ ຟຣີແລນເຊີຣແມ່ນຜູ້ເຮັດວຽກອິດສະຫລະທີ່ບໍ່ມີເງີນເດືອນຄົງທີ່ແລະເຮັດວຽກໃຫ້ຫລາຍໆນາຍຈ້າງແລ້ວແຕ່ໃຜຈ້າງ.
socially-constructed-person;['ເທວະດາ', 'ພະເຈົ້າ', 'ເທພະເຈົ້າ', 'ແຖນ'];ເທວະດາ (ປາລີ: devatā, ອັງກິດ: deity, ຝະລັ່ງ: déité) ຫຼື ເທບ (ປາລີ: deva) ຫຼື ແຖນ ຕາມຄະຕິຄວາມເຊື່ອທາງສາສະໜາຕ່າງໆ ໝາຍເຖິງ ຜູ້ທີ່ມີຊີວິດເປັນທິບ ບໍ່ໄດ້ມີຊີວິດເປັນກາຍເນື້ອຢູ່ເທິງໂລກນີ້.
socially-constructed-person;['ເອສົບ'];ເອສົບ ຫຼື ເອຊົບ (ຝະລັ່ງ: Ésope – ສັດຕະວັດທີ 6) ເປັນນັກເລົ່ານິທານຊາວກະເລັກ ໃນຕຳນານກະເລັກບູຮານ.
socially-constructed-person;['ຈອນ ເມນາດ ເຄນ'];ຈອນ ເມນາດ ເຄນ (ອັງກິດ: John Maynard Keynes), (5 ມີຖຸນາ 1883 – 21 ເມສາ 1946) ແມ່ນ ນັກເສດຖະສາດ ຄົນອັງກິດ ຜູ້ທີ່ ແນວຄວາມຄິດ ມີຜົນກະທົບສູງ ຕໍ່ກັບ ທິດສະດີ ເສດຖະສາດ ແລະ ການເມືອງຍຸກໃໝ່ ລວມທັງ ນະໂຍບາຍການເງິນ ຂອງ ອາເມລິກາ ແລະ ອັງກິດ.
socially-constructed-person;['ສາວງາມຫຼັບນອນ'];ສາວງາມຫຼັບນອນ (ອັງກິດ: Sleeping Beauty. ຝະລັ່ງ: La Belle au Bois dormant) ແມ່ນນິທານເດັກບູຮານ ສະບັບທຳອິດເຊິ່ງແມ່ນພາສາຝະລັ່ງພິມໃນ ຄ.ສ.
socially-constructed-person;['ພະຍົມ', 'yamá'];ພະຍົມ ພະຍົມມະລາດ ຫຼື ມັດຈຸລາດ ເປັນເທບພະເຈົ້າແຫ່ງນະລົກແລະຄວາມຕາຍ ຕາມຄວາມເຊື່ອໃນສາສະໜາແບບອິນເດຍ.
socially-constructed-person;['ໂຮແມ'];ໂຮແມ (ກະເລັກບູຮານ: Ὅμηρος Hómēros . ອັງກິດ: Homer. ຝະລັ່ງ: Homère) ເປັນນັກແຕ່ງກອນໃນຕຳນານຊາວກະເລັກ ເຊິ່ງເຊື່ອກັນວ່າເປັນຜູ້ແຕ່ງມະຫາກາບເລື່ອງ ອີລຽດ ແລະ ໂອດິດເຊ.
socially-constructed-person;['ອາລີຊະຕົດ', 'ອາລິຊະຕົດ'];ອາລີຊະຕົດ ຫຼື ອາລີຊະໂຕເຕແລດ ເປັນນັກປັດຊະຍາກະເລັກບູຮານ ເປັນລູກສິດຂອງປະລາຕົງ ແລະເປັນອາຈານຂອງອາເລັກຊັງດະເລີມະຫາລາດ.
socially-constructed-person;['ນັກໂທດການເມືອງ'];ນັກໂທດການເມືອງ ແມ່ນຜູ້ຄົນເຊິ່ງຖືກຄຸມຂັງຢູ່ໃນຄຸກ ຍ້ອນຕໍ່ຕ້ານຫຼືດຳລິຕິຕຽນລັດຖະບານ.
socially-constructed-person;['ເມຊີອາ'];ເມຊີອາ ໝາຍເຖິງ ພະຜູ້ຊ່ອຍໃຫ້ລອດ ຕາມຄວາມເຊື່ອໃນກຸ່ມສາສະໜາອັບບະລາຮຳ ແມ່ນສາສະໜາຊູດາ ຄຣິດ ແລະອິສະລາມ.
socially-constructed-person;['ນາຍົກລັດຖະມົນຕີ'];ນາຍົກລັດຖະມົນຕີ (ຄຳເຄົ້າ: ນາຍົກຣັຖມົນຕຣີ) ແມ່ນ ລັດຖະມົນຕີທີ່ມີຕຳແໜ່ງສູງສຸດ ໃນ ຄະນະລັດຖະບານ ຫຼື ສະພາລັດຖະມົນຕີ.
space-region;['ເສັ້ນສູນສູດ', 'ສູນສູດ'];ເສັ້ນສູນສູດ ມັນຜ່ານສູນກາງຂອງກາວິທັດຂອງຮ່າງກາຍຂອງຊັ້ນສູງທີ່ ຫມູນ, ທາງຕັ້ງ ຍົນໄປດ້ານຕັດຂອງຮ່າງກາຍກັບແກນຫມູນວຽນຂອງຮ່າງກາຍຂອງຊັ້ນສູງ, ເສັ້ນຂອງ ທິດສະດີ ຂອງເສັ້ນສູນສູດ.
space-region;['ອາວະກາດ', 'ອະວະກາດ'];ຄວາມຈິງແລ້ວ ມັນບໍ່ມີກຳນົດເອກະພາບວ່າ ແຕ່ໃສໄປ ແມ່ນ ອາວະກາດ ສະຫະພັນການບິນສາກົນ ກຳນົດເອົາ ຈຸດທີ່ສູງ 100 km ຂຶ້ນໄປ ເປັນອາວະກາດ ໃນຂະນະທີ່ ທະຫານອາເມລິກາ ກຳນົດເອົາ ຈຸດທີ່ສູງກ່ວາ 92,6 km ຂຶ້ນໄປ ເປັນ ອາວະກາດ.
spatial-feature;['ແອລປ໌'];ສາຍພູ ແອລປ໌ແມ່ນພູທີ່ສູງສຸດແລະຍາວສຸດທີ່ເປັນສາຍຢັ່ງຍາຍໃນທົ່ວເອີຣົບ, ສາຍພູຍາວປະມານ 1200 km ຂ້າມຜ່ານແປດປະເທດ ເຊິ່ງຈາກ ສະໂລວາເນຍ ທາງພາກຕາເວັນອອກ,ສະວິດເຊີຣແລນ,Liechtenstein,ເຍຍລະມັນ ຝຣັ່ງທາງທິດຕາເວັນຕົກແລະອີຕາລີ,ໂມນາໂຄທາງທິດໃຕ້.
spatial-feature;['ບໍ່ນ້ຳຮ້ອນ'];ບໍ່ນ້ຳຮ້ອນ ຕັ້ງຢູ່ພາກຕາເວັນອອກຂອງເມືອງຄຳ ຫ່າງຈາກຕົວເມືອງໂພນສະຫວັນປະມານ 70KM ໄປຕາມທາງເລກ7 ແລ້ວແຍກເຂັົ້າໄປປະມານ 4-5KM ບໍ່ຮ້ອນມີຄວາມຮ້ອນອຸນຫະພູມສູງ ສາມາດເຕົ້າໄຂ່ໃຫ້ສຸກໄດ້ ແຕ່ລະປີມີນັກທ່ອງທ່ຽວທັງພາຍໃນແຂວງ, ຕ່າງແຂວງ ໄປທ່ຽວ ແລະໄປອາບນ້ຳບໍ່ຂາດ ໂດຍສະເພາະ ຍາມງານບຸນຕ່າງໆເຊັ່ນ ບຸນປີໃຫມ່ລາວ ແລະອື່ນໆ ເພາະເຊື່ອກັນວ່າເມື່ອໄດ້ອາບນ້ຳຮ້ອນບໍ່ດັ່ງກ່າວແລ້ວ ສາມາດເຮັດໃຫ້ຄົນທີ່ເປັນໂລກຜີວໜັງ ຢ່າງເຊັ່ນ ເປັນຕຸ່ມຕາມຜີວໜັງໃຫ້ຫາຍດີໄດ້ວ່າຊັ້ນ.
