abstract-region;['taran'];Taran Xisaab ahaan waa natiijada Iskudhufasho laba walxoox.
quality;['isdaldhacnimo'];isdaldhacnimo waa marku qof dhibaacadood lid u yahay jinsigood.
quality;['qabow', 'qaboow'];= Qabow =
quality;['baluug', 'buluug'];Baluug waa Midab ka mid ah Midabada Asaasiga.
quality;['heerkul'];Kani waa maqaal ku saabsan "Heerkulka".
quality;['shiintismi', 'shinto'];Shiintismi waa diin lagu aasaasey Jabaan oo ah fikrad ku saabsan diin iyo dhaqan oo isku dax jirra.
quality;['gacan'];Gacan ingiriis Radius oo loola jeedo Dhexroorka Barkiis, waxa ayna tahay Xariiqa bar dhexaadka Wareega Goobo ama Kubad
quality;['islaam', 'islaamka', 'islam', 'qaybaha islaamka'];Islaam macnihiisane "Waa isu dhiibid Allaha", kalmada Islam waxey ka timid kalmada carabiga ah oo loola jeedo salaam ama nabadgalyo.
quality;['cuf', 'cufnaanta'];Cuf Waa wixii meel maran buuxiya, waxa ay kamid tahay 3 xaalad maaddo Waxaana loo sawiraa waana halbeeg aan doorsoomin meel kasta oo lajoogo ama latago, Waxaana loo isticmaalaa sida Culeys ka oo kale iyadoon la eegin macanaga Fisigis ahaan ay xambaarsantahay.
quality;['cagaar'];Cagaar waa midab ka mid ah Midabada Asaasiga.
quality;['cad'];Cad midab.cad waxaa lagu magacaabaa waxkasata oo leh midab cadad, tusaale: buug cad
quality;['madaw', 'madoow', 'madow'];Madoow waa mid kamida midabada aasaasiga ah ee ay ka koobmaan midabadu, waxaana lagu arki karaa deegaanka waxa kale oo la arki karaa marka ishau aanay ku dhicin wax iftiin ah.
quality;['gaduud', 'casaan'];'Gaduud ' waa midab ka mid ah Midabada Asaasiga.
quality;['jaale'];Kani waa maqaalku saabsan midabka huruuda.
quality;['masiixiyad', 'kirishtaan', 'kiristaan', 'kiristaanka', 'kiristanka', 'masiixi', 'masiixiga'];Masiixiyad Kiristaan ama Kirishtaan waa Diin ka mid ah saddexda diimood ee samaawiga ah.
quality;['rag'];nin shaqeeynayaRaganimo sidoo kale loo yaqaano Ninnimo, waa dabeecad, dhaqan iyo astaan ay yeeshaan labka dadka taasi ooy leeyihiin nimanka iyo wiilasha baaluq gaarayn.
quality;['isdaldhac'];isdaldhac waa shuruucda ama yeelidda ficilka dhedig hadduu qof lab yahay.
quality;['maarso'];Maarso waa qaab nolol ee suuroobto in laga maarmo waxyaabaha qalab ah aan muhiim ahayn.
quality;['culeys'];Culeyska Waa awooda jiidashada ee dhulka, waxaana ogaaday aqoonyahakii Isxaaq Niyuton waxaana lagu cadeeyey Buuga lagumagacaabo Philosophiæ Naturalis Principia Mathematica
region;['miligaraam'];Miligaraam waa halbeeg lagu cabiro muga iyo miisaanka walax ama shay leeyahay.
region;['ilbiriqsi'];Ilbiriqsi
region;['mitir labajibbaaran', 'square metre'];Mitir labajibbaaran waa mid ka mid ah halbeegyada ugu muhiimsan halbeegyada cabiraadda bedeka, waxaa loo suntaa summadda.
region;['lambar'];Habdhiska tiro (matalan.
region;['dhesibel', 'db hl'];Dhesibel waa halbeega lagu cabiro qiyaasta maqalka.
region;['0', 'eber'];0 > 1
region;['litir', 'l'];Litir waa halbeeg lagu cabiro muga iyo miisaanka walax ama shay meel madhan buuxin kara.
region;['hectometre'];Hektoomitir waa halbeeg cabireed ay aduunka isticmaalaan wayna yertahay in la adeegsadaa waxaana loo suntaa waxa ayna udhigantaa 100 Mitir
region;['centimetre'];Waa halbeeg cabir Centimeter ka ee aduunka oo dhami isticmaalaan waxaana loo soo gaabiyaa
region;['decimetre'];Disimitirku waa halbeeg cabireed loona sunto oo udhiganta 10 cm sidoo kale 10 dc = 1 mitir
region;['millimeter'];Millimeter Waxaana loo soo gaabiyaa Waxa ay ka koobantahay weedha Oo ah micnaheeda Kunkiiba hal waa halbeega ay aduunka oo dhan isticmaalaan ee lagu cabiro dhererka ama dhirirka, Sidaas daraadeen Millimeter Waxa uu la egyahay Kunkiiba hal oo loo qoro sidaan
region;['decametre'];Dekameter ku waa weedh ingiris ah waxaana loo soo gaabiyaa Waa wax lagu cabti sida Millimeter Centimetre Meter Kilometer waxaana tuslaale u ah Dekameter waxa uu la midyahay 10 Mitir.
region;['garaam', 'g'];Garaam waa mid kamid ah Halbeeg cabireedka Cufka
region;['tiro kakan'];Tiro kakan waa tiro loo qoro qaab isku beegnaan ah 1----1 ama
region;['saac', 'saacad'];Saacad waa halbeeg lagu cabo wakhtiga taas oo astaanteeda waafaqsan Nidaamka Caalamiga ee Halbeega tahay.
region;['waxba', 'eber', '0'];Waxba waa ra'yiga iyo fikradaha guud oo sheegaya in waxkasto maqan tahay.
region;['tiro mutuxan'];Tiro mutuxan waa Tiro tirsiimo teedkeedu yahay 1, aan aqbalaynin Uqeybinta asiga oo qura ama 1 oo qura.
region;['abyoone'];Tirooyinka Abyoone waa tirooyin ay suutowdo in loo qori karo iyadoon la adeegsan Jajab ama hakad tobanaale, waxayna noqonaysaa urur tirooyin abyoone -taasoo ka dhigan Hormo urur ka tirsan urur tiro maangal ah - laga soo bilaabo Tiro tirsiimo iyo Eber iyo tirooyinka taban ee ku beegan tirooyinka tirsiimaha, waa in ay ahaadaan ururta tirooyinka abyoone Urur makoobane waxayna la mid yihiin urur tirooyin tirsiimaha, sida caadiga ah waxaa loo suntaa xarafka Z.
region;['badh', '0.5'];Badh
region;['kiilogaraam', 'hg', 'kg', 'mg', 'tg'];Kiilogaraam Kiilogaraam waa mid kamid qaybaha miisaanka wax lagu cabiro ee aduunka oo dhan laga isticmaalo Ksm waxaana lagu cabiraa Cufka walxaha, waxaana loo suntaa.
region;['ambeer'];Maayad ama Ampeere Sumadeeduna waa waxaa lagu cabiraa koronto ama waxii dab ah oo dhan ee ka sameysan Elektariik.
region;['mitir', 'm', 'metre'];Mitir
region;['lacagta jabuuti'];Faranka Jabuuti waa lacagta dowliga ah ee laga isticmaalo wadanka Jabuuti.
region;['birr'];Birr waa lacagta sharciga ah ee wadanka Itoobiya.
region;['ciraaqi diinaar'];Ciraaqi Diinaar waa Lacagta wadanka Ciraaq.
region;['yen'];Japan Jaanis waa lacagta rasmiga ah ee Japan.
region;['shilin kiinyaati'];Shilin Kiinyaati.
region;['kelvinka', 'kelfin', 'kelvin', '°'];Kelfin waa halbeeg lagu xisaabiyo heerkulka.
region;['1000', 'kun'];1000 waa tiro Abyoone waxaa tira ahaan u xiga 999 waxaana tira ahaan ka horeeya 1001 waana Tiro tirsiimo Togane ah.
region;['sagaal', '9', '0'];Sagaal waa tiro xisaabta ka mid ah oo u qoranta 9 taas oo ah godka tobanaad ee tiroda.
region;['lix', '6'];Lix ama 6
region;['shan', '5'];5 waa Abyoone waxaa tiro ahaan ka horeeyay 4 waxaa ku xiga tiro ahaan 6 waa Tiro tirsiimo Togane ah.
region;['toban iyo shan', '15'];Toban iyo Shan
region;['10', 'toban'];Kani waa maqaal ku saabsan tirada xisaabta.
region;['sadax', '3', 'sadex'];Saddex waa Abyoone waxaa ka horeeya 2 waxaxaana ku xiga 4.
region;['labo', '2', 'labba', 'labaad'];1 < 2 > 3
region;['13'];Kani waa maqaal ku saabsan tirada 13aad, taariikhda sanadka fiiri 13
region;['mole'];Mole ku waa qiyaasta lagu cabiro maatarka kimisteri iyo molekuleyaasha Fiisikiska
region;['subax'];Subax waa wajiga hore ee maalinka, waxay ka bilaabataa marka uu waagu baryo ilaa 10:00 subaxnimo sida soomaalidu u taqaan, Reer galbeedka ayay subaxda u bilaabataa saqda dhexe ee habeenkii waxayna u dhamaataa duhurkii,
region;['milyan', '1000000'];Malyan waa tiro Tiro tirsiimo wuxuuna u dhigmaa kun kun wuxuuna ku xigaa 999,999 waxaana ku xiga 1,000,001
region;['maalin', 'maanta'];Maalin waa cabir ka mid ah halbeega wakhtiga oo ah wakhtiga ileyska qoraxdu dul joogo oogada sare ee Dhulka.
regulation;['xuquuqda dadka', 'xuquuqda aadamaha'];Kani waa maqaal ku saabsan dadka xaqa dadka.
relation;['jooga bada', 'heerka badda'];Jooga badda waa iskucelceliska dhererka biyaha badaha marka la barbardhigo jooga dhulka intiisa kale.
relation;['woqooyi', 'waqooyi'];Waqooyi waa mid ka mid ah Afarta jiho ee asalka ah, waxeyna ka koreysaa dhul baraha.
relation;['koonfur', 'koofur', 'koonfurta'];Koonfur waa mid ka mid ah Afarta jiho, waxaana kasoo horjeedaa Waqooyiga.
relation;['bari', 'bariga'];Bari am Qorax ka soo bax, waa mid ka mid ah Afarta jiho ee asalka ah.
relation;['dhererka mowjadda'];Dhererka Mowjadda
relevant-part;['maqaar'];Maqaar
relevant-part;['shaarbo', 'shaarib'];Shaarbo
relevant-part;['gar'];Gar ama gadh waa timo kasoobaxa gafuurka ilaa qalka hoose ee raga, badanaa waxaa lagu gartaa marka uu ninku qaan gaaro oo uu waynaado.
relevant-part;['computer hardware', 'computer hadware'];Computer Hardware waa qayka mid ah xubnaha Kombuyuutarku uu ka kooban yahey.
relevant-part;['angalool'];Angalool waxaa ladhahaa bahalada badda ku nool qolfahooda, waxaana badanaa la arkaa ayaga oo bahalkii lahaa ku jirin.Angaloolka waxoo ka buuxaa xeebaha, ayaga oo kala waaweyn, aad neh u kala qurxan.waxaa jirto qeyb ka mid ah angaloolka oo loo isticmaalo firimbiga loo yaqaano boon.
simple-collection;['koon'];Koonka waa jiritaanka guud ee dhamaan Meereyaasha, Xidigaha, Galaagsiyada, baaxado banaan iyo wixii ku dhex jira ee Walax matter, noole iyo wax walba oo kale ah.
simple-collective;['dad', 'dadka'];Dad waa wadarta qof.
simple-collective;['qaran'];Qaran waxaa ladhahaa dad isku tagey oo hal wadan iyo hal calan kadhaxeeyo, waxee noqon kartaa dad wadani ah oo jecel dhulka ee degenyihiin.
simple-planned-collective;['maxkamada cadaalada caalamka', 'icj', 'maxkamada aduunka', 'maxkamada cadaalada caalamiga', 'mcc'];Kani waa maqaal ku saabsan Maxkamada Cadaalada QM. Haku khaldin Maxkamada Dambiyada Aduunka
simple-planned-collective;['sharci dajinta', 'sharcidajin'];Sharcidajin waa hayad wax la isdhaafsado waana meesha xeerarka lagu dajiyo.
situation;['baahsan'];Wax baahsan waa wax yaabaha ee caadi ah.
situation;["itaala'aanta maskaxda"];Itaala'aanta maskaxda waxa weeyaan xaalad iyo shardi caafimaadka oo dadka sirdoonka iyo sir dawlad yar leh.
situation;['otismo'];Otismo Ingiriis waxaa lagu dhawaaqaa Autism.
situation;['dhiig karka'];Dhiig karka sidoo kale loo yaqaano Hypertension waa eray loogu yeero marka oo dhiigaaga sareeyo.
situation;['isnidaamis'];Isnidaamis waa cuncun maqaarku yeesho waxaana keena bahala yaryar oo ku nool maqaarka korkiisa, kuna dhala jirka aadamiga korkiisa.
situation;['dhiig yari'];Dhiig Yari waa erey kasoo jeeda giriig oo u dhigma dhiig li'i, waa xaalad dhacda markii dhiigu ku yaraado jirka, dhiiga oo yaraada ayaa keenta in jirku si fiican u gudan waayo hawshiisii, waxaa yaraanay uksijiinka gaaray jirka taasoo ay ka dhalato daal iyo madax xanuun, iyo awood yari indhaha ah iyo dansanaan jirka ah, waxaa keena dhiig yarida sadex arimood oo kala ah dhiig yari ka timid dhiig la shubay ama dhaawac u dhamaaday.
situation;['sacab'];Haku khaldin sacab
situation;['neef'];Neef
situation;['qallal'];Qallalka waa waayida xukumida jirka taasoo marar badan soo noqnoqota.
situation;['senofoobiya'];Senofoobiya waxa weyaan naceybta ama cabsida ey dadka dareemaan markey arkaan qof oo ajnabi ah, billa sabab.
situation;['dadka gaagaaban', 'yarisow'];Dadka gaagaaban waa qof ku dhashtay cudurka loo yaqaan achondroplasi oo dhirirkiisu ka yareenaayo 147 cm.
situation;['caafimaad'];ku saabsan Caafimaad waa derajada shaqo metaboliisamka ee walax nooli leedahay.
situation;['kaftan', 'foorjo'];Kaftan ama foorjo waa wax bulsha raali iskaga ah ineey wax been ah iskula kaftamaan.
situation;['hurdo'];Hurdo ama seexasho Berber Lugdaha Saheh wa xaalad iyo shardi dadka iyo xayawaanaha ku dhaca waqtiga nasashada.
situation;['dhicis'];Dhicis waa dhalashada ay dhashaan ilmaha inta aysan gaarin 20 Isbuuc.
situation;['murgacasho'];Murgacasho waa markii ee seedaha kala jiidmaaan ama si qaldan ee u kala baxaan.
situation;['gaajo', 'baahi'];Kani waa maqaal ku saabsan gaajada.
situation;['xaj'];Xajka waa qibladii Salaadda.Haddii aa nin muslim ah waxaa waa jib kugu ah in aa mar tagto xajka intii aa aduunka ku nooshahay.
situation;['shigshigaaye'];Shigshigaaye waa cudurka hadalka.
situation;['niyadjabka'];Niyadjabka waa waaxda cudurada oo dadka ka dhiga murugaysan xad-dhaaf ah.
situation;['dhibaato'];Dhibaato waa xaalad oo adag ah.
situation;['dhuuso'];dhuuso Flatulence waa neef caloosha ka soo fuqdo.
situation;['fowdo'];Fowdo Micno badan ee leedahay.
situation;['cunto xumida'];Cunto xumida
situation;['been', 'beenale', 'beenlow'];Boga "beenale" iyo "beenlow" halkan ayaa laga soo toosiyay.
situation;['tuur'];Tuur waxee ku taalaa geelka duudkiisa, iyo xayawaanaadka kale sida lo'da iyo dibiga.
situation;['baras', 'vitiligo'];Baras oo waa mid ka mid ah cudurada faafa ama lagu soo dhasho ee ku dhaca Maqaarka bani-Aadamka, kaas oo badala midabka asalka ah ee qofka.
situation;['busbus'];magaciisa labaad waa Hablobaas Busbus waa xanuun wato nabro iyo qandho labadaba qofka uu ku dhacana waxaa inta badan u fiican qabayska oo loo badiyo, dhar nadiif ah, gogosha sariirta oo la bedelo habeen walba.
situation;['qaamo-qashiir'];Qaamo-qashiir waa cudur ku dhaca qaamanka waxaana keena feyrus la dhaho mumps virus.
situation;['raabiyada'];Raabiyada waa keeno cudurka sababo bararka maskaxda oo daran oo aadanaha iyo kuwa kale dilaa-diiran xayawaanada.
situation;['cudur'];Cudur waa wax xanuun ku dhaca jidhka noolaha, kaasi oo keena awooddari, daciifnimo ah, iyo geeri.
situation;['dhuun'];Dhuun waa afka hore ee tuunbada huguriga ee dhex marta qoorta dadka, xoolaha iyo xayawaanka.
situation;['malaariyo'];Malaariyo Duumo waa cudur ay kaneecadu keento.
situation;['kansar'];Kansar waa Cudur khatar ah oo lagu dhinto.
situation;['cudurka madow'];Cudurka Madow wuxuu ahaa cudur daacuun ka dilaacay qaarada yurub, wuxuu ka mid ahaa cudurada ba'an ee taariikhda bani-aadmka.
situation;['shuban'];Shuban : Shubanku waa kordhidda tirada iyo jilicsanaanta saxarada.
situation;['dhagool'];Dhagool waa qof ama xayawaan aan wax maqli karin.
situation;['daaf'];Daaf Indhagaduud waa cudur ku dhaca indhaha, waxaana keena Bakteeriya, alleerjiyo, fayras, ama dhaawac isha ah,
situation;['qoorgooye'];Qoorgooye waa cudur khatar ah oo maskaxda gala, oo qandho, madax-xannuun, matag wata.
situation;['bajo', 'propagandă'];Bajo waa macluumaad ama waraysi oo ujeedadu tahay khiyaan.
situation;['xeelad'];Khiyaamo waa gef ama dembiga qofka sirin ama xukunka qalad la galo qof kale.
situation;["indho la'aanta"];Indho la'aanta af-ingiriis blindness Af-Carabi: العمى waa xaalad ay ku suganyihiin dadka iyo xayawaanaha markey waxba arki kareynin.
situation;['destuur', 'dastuur'];Dastuur waa qaanuunka ama heshiiska ugu sareeya ee xadida haykalada aasaasiga ah ee dawladi leedahay iyo nidaamka xukunka ee xeer u ah shacab ama bulsho nidaam wadaga nidaamkaasi ha ahaado mid jamhuuri ah am mid boqortooyo ah wwaxa kale oo uu dastuurku xadidaa sawirka xukuumada siad jamhuuriyad barlamaani ah am mid raysalwasaare leh dastuurku waashayga qofkasta xaqiisa u damaanad qaada
situation;['dhillo'];Dhillo waa qof oo shaqo heysto oo galmo iyo jinsi ah.
situation;['dhagool'];Dhagool waa qof ama xayawaan aan wax maqli karin.
situation;['neefta'];Xanuunka Neefta
situation;['wershe'];Wershe waa cudurka indhaha.
situation;['caajiska', 'caajis'];Caajis waa dareen jidhka dadka iyo xayawaanka haleela taasi oo la xidhiidha daciifnimo iyo awood la'aan.
situation;['laad'];Laadka waa markaad qof garaacdid adhoo lugta isticmaalaya.
situation;['qarxin', 'qarax'];Qarax waa marka awood badan si dhaqso ah uga soo baxdo meel ay ku jirtay taasi oo dhalisa heerkul kor-u-kaca iyo neefo hawada lagu soo daayo.
situation;['karinta', 'cunto samaysiga'];Cunto samaysigu waa habka noole cuntada u samaysto.noolayaashu laba hab mid ayuun bay cuntada ku samaystaan habka kali samaysasho iyo ku tiirsani.
situation;['socod'];Socod waa habka lugaha marku qofka rabo inuu meel aado.
situation;['naafo', 'naafada'];Kani waa maqaal ku saabsan dadka naafada ah.
situation;['cudurka madow'];Cudurka Madow wuxuu ahaa cudur daacuun ka dilaacay qaarada yurub, wuxuu ka mid ahaa cudurada ba'an ee taariikhda bani-aadmka.
situation;['laaluush'];laaluush waa isticmaalka lacag dhanka qodob siyaasi ama garnaq.
situation;['xanaaq', 'caro', 'xanaag'];Xanaaq ama Caro waa qiiro ka timid wax ka xumaansho, wuxuu wataa saamayn ah inay korodho garaaca wadnaha iyo cadaadiska dhiiga, xanaaqa ayaa ka dhasha if sahan waa ka dhexeeya labo dhinac, ama dhib loo gaysto dhinaca xanaaqi doona, xanaaqa ayaa noqonaya mid muuqda waxaana la socon kara mararka qaar fal celin hadal ama ficil ah, waxaa la sheegaa go'aanka la qaato xiliga xanaaqa inuu ka badalanyahay waqtiga xanaaq li.da, xanaaqa ayaa laga yaabaa in ay ka dhashaan waxyaabo badan oo dhibaato jir ahaan iyo maanba leh.
situation;["shaqo la'aan", 'baagamuundo'];Boga "Baagamuundo" halkan ayaa laga soo toosiyay.Shaqo la'aanta sidoo kale loo yaqaano ama Baagamuundo, waa helid la'aanta fursad shaqo uu heli waayo qof shaqayn kara hadana raba oo raadinaya hadana an helaynin, qeexidaas waxaa laga qaadanayaa qof walba oon shaqo haynin inuusan shaqo la'aan ahayn, Ardayda, cuuryaanka, waayeelka, Hawlgabka, iyo Hodanka ka maarmay shoqo oo dhan lama raacinayo inay shaqo la'aan ama baagamuundo yihiin, Ereyga ayaa la socday soo if-bixii hurumarka warshadaha, sababtoo ah baadiyaha lagama adeegsado ereygaan Shaqo la'aanta mana sameeyo macno gaar ah.
situation;['sabool'];Sabool ama Faqiir waa qof aan waxba heesanin.Dadka faqiirka ah ee caalamka ku nooli waa malaayiiin, meelkastana way ku noolyihiin.wadamada ugu faqiirsan caalamka waxee u badanyihiin Afrika iyo aasiya.Jamciyada quruumaha kadhaxaysaa waxa ay faqri ku tilmaamtaa dawlada aan sanadkii qofku helin lacag gaadhaysa 600 oo Dollar.
situation;['cimilo', 'cimilada', 'climate'];Kani waa maqaal ku saabsan Cimilada Dhulka.
situation;['cagaarshow'];Cagaarshow waa xanuunno badan oo ay keento asbaab kala duwan, oo ka midaysan xanuun iyo gubashada beerka, lix bil wixii ka badan waxaa laga soo qaadaa in uu dhib weyn keeni karo taasoo keento in daawaytiisu adkaato
social-relationship;['siyaasadda,', 'siyaasad'];Siyaasad waa habka iyo nidaamka khiyaanada leh ee maamulka dowlad, urur iyo wixii la mid ah.
socially-constructed-person;['alexander graham bell'];Alexander Graham Bell waa ninkii hindisay aalada Taleefoonka.
socially-constructed-person;['mahatma gandhi'];Karmishaan Gandi oo lagu naanayso mahatma gandi waxa uu dhashay waa aabaha hindiyada iminka jirta waxa uu ku dhashay halka lagu magacaaboboorbandar.oo katirsan gobolka.gojaraat.waxa uu ka dhashay caailad Siyaasadda lug aad u dheer kulahayd xiligaas.halkaas oo awoowgii kasoo shaqeeyay aabihiina uga danbeeyay raisal wasaaraha meesha uu ku dhasahy ee.boor bandar oo ah ama ahyd xiligaasi imaarad madax banaan.waxa kale oo ay lahayd caailada gaandi ganacsi aad u balaadhan oo macruuf ahaa xiligaas.waxa uu guursaday markii uu cimrigiisu ahaa 13 sano kaliya.waxaanuu dhalay afar caruura..
socially-constructed-person;['adolf hitler'];Adolf Hitler ' wuxu ahaa hogaamiyaha oo Jermalka iyo waddamada oo soo duuleen.
socially-constructed-person;['xayla siilaasi'];Xayla Siilaasi, Waa anbaradoorkii ama Boqorkii ugu danbeeyay ee wadanka Itoobiya uu yeesho.
socially-constructed-person;['muxamed', 'nebi maxamed c.s', 'maxammed', 'nabi maxamed', 'nabi muxamed', 'nabi muxamed s.c.w', 'nabi muxamed s.c.w.', 'nebi maxamed', 'nebi muxamed', 'rasuulka', 'محمد'];Kani Waa maqaal ku saabsan nabiga Alle u soo diray diinta Islaamka.
socially-constructed-person;['nabi yacquub c.s.', 'nebi yacquub'];Nabi Yacquub C.S. waa mid ka mid ah nabiyada Alle,
socially-constructed-person;['fungi', 'boqoshaa', 'fungus'];Kani waa maqaal ku saabsan fungiga.
socially-constructed-person;['kristoffer kolombus', 'christopher columbus', 'kiristofer kolumbus'];Kristoffer Kolombus
socially-constructed-person;['leonardo da vinci'];Leonardo da Vinci, wuxuu dhashay 15 april 1452.
socially-constructed-person;['rembrandt van rijn'];Rembrandt van Rijn
socially-constructed-person;['jaan jaak rosoo'];Jaan jaak rosoo : 28 juun 1712 Genève - 2 luuliyo 1778 Ermenonville .waxa uu rooso wax wayn kataray kacaankii faransiiska
socially-constructed-person;['wolfgang amadeus mozart'];Wolfgang Amadeus Mozart waxuu ahaa nin Austriyaan ah oo qoro heesaha musikada ah.Wuxuu ahaa nin aad caan ugu ahaa qorida heesaha musikada ah.Ninkaan waxuu dhintay asiga oo 35jir laakiin heesaha musikada oo qoray waxee noqdeen kuwo aad u weyn.
socially-constructed-person;['napoleon bonaparte'];Napoleon Bonaparte : boqor Faransiiska.
socially-constructed-person;['finsent van gogh', 'vincent van gogh'];Vincent Willem van Gogh waxa uu ahaa farshaxan Hollanddiis ah waxa uu ahaa mid kamida kuwa ugu caansan farshaxanada ilaa hada soomaray caalmka waxa uu soomaray xanuuno aad u badan mid kamida xanuunadaasi waxa uu jaray qayb kamida dhagtiisa midig.shantii sano ee ugu danbeeyay noloshiisa waxa uu sawiray ilaa 800 oo sawir.
socially-constructed-person;['bablo bekaso', 'pablo picasso'];Bablo bekaso waxa uu ahaa farshaxan iyo fanaan waxa uu u dhashay wadanka Isbania waxa uu dhashay sanadii 1881 waxa uu ahaa mid kamida kuwa ugu caansan farshaxanada caalamka .waxa uu kudhashay magaalda malaga
socially-constructed-person;['benito mussolini'];Benito Mussolini
socially-constructed-person;['malcolm x'];Kani waa maqaal ku saabsan Malcolm X. Boga "Malik Shabazz" halkan ayaa laga soo toosiyay.
socially-constructed-person;['elizabeth ii'];Elizabeth II, waa boqorada Midowga boqortooyada Ingiriiska iyo Waqooyiga Ayrland iyo sidoo kale dalalka la isku yiraahdo commonwealth oo ku jirto Australia, Jamayka, Kanada iyo New Zealand.Waxay degentahay dalka ingiriiska, waxay xukunka soo haysay laga soo bilaabo 6da feebaraayo 1952 ilaa hadda.Ayada iyo eheladeeda waxay xukunka soo haayeen mudo ka badan 1000 sano.Elizabeth II waxay leedahay 4 ciyaal, ninkeeda waxaa la dhahaa philip.
socially-constructed-person;['george washington'];Kani waa maqaal ku saabsan madaxweynihii ugu horeeyay wadanka Maraykanka.
socially-constructed-person;['gerald ford'];Gerald Ford 13 juni 1913-26 december 2006 waa madaxwaynaha mareykinka 38 sanadka 1974-1977.
socially-constructed-person;['ronald reagan'];Ronald Wilson Reagan
socially-constructed-person;['bill clinton'];Bill Clinton Clinton Waxa uu ahaa Madaxweyne sanadihii 1993 ilaa 2001 waxa uuna inta uu xilka hayay sameeyay IS badal dhqaale oo weyn Aad ayaa ilaa iyo hada looga xasuutaa Xisbigiisa Dimuquraadiga iyo waliba Shacab weynaha Maraykanka waxqabadkiisa
socially-constructed-person;['augustus octavian'];Augustus Octavian
socially-constructed-person;['seedi'];Seedi
socially-constructed-person;['waalid', 'waalid labaad', 'waalidka kowaad', 'waalidka labaad', 'waalidka sadexaad'];Waalid waa hooyo iyo aabo.
socially-constructed-person;['khaniisiyad'];Khaniisiyad waa gabadh oo rabta qof ee isku jinsi la ah.
socially-constructed-person;['boqorad'];Boqorad waa Naag ka mid ah Qoyska, taariikhda leh, oo amar ku bixisso Dawladdaha.
socially-constructed-person;['qaangaadh'];Qaangaadh
socially-constructed-person;['qof'];Qof waa hal shaqsi jamaceeduna waa Dad.waxaa dhici karta jaceyl walaaltinimo dad can qaraabo aheyn at sida walaalaha oo kale isu jeclaadaan kaasi laftarkisu waa nooc kamida ah jaceylka
socially-constructed-person;['arday', 'ardey'];Arday waa oo ku jira jaamacad ama meel waxbarasho loo talagalay kale.
socially-constructed-person;['aabe', 'aaba', 'aabo'];Aabe ama Aabo waa waalidka labka ah.
socially-constructed-person;['aboowe'];Aboowe ama walaalka waa qof oo dhalasho wadaag ku la ah ee lab ah.
socially-constructed-person;['seey', 'saay'];Seey ama Sowj waa ninka iyo aabaha qoyska.
socially-constructed-person;['xaas', 'affo', 'oori'];Xaas Oori Affo ama Sowjad waa naagta iyo hooyada qoyska.
socially-constructed-person;['reer guuraa'];Reer Guuraa waa dad xoolo dhaqato ah oo inta u badan u guura kolba meesha cows, biyo iyo dhuldaaqsiimeed fiican leh.
socially-constructed-person;['dadka soomaaliyeed', 'soomaali', 'dadka soomaalida'];Boga "Dadka Soomaalida" halkan ayaa laga soo toosiyay.
socially-constructed-person;['ameerikaanka asalka ah', 'maraykanka assalkoodii', 'maraykan', 'mareekanka', 'qaramada midoobey ee mareykanka', 'qmm', 'us', 'united states', 'dadka asalka ameerika', 'hindida cas'];Kani waa maqaal ku saabsan dadka loogu tegay qaaradaha Ameerika.
socially-constructed-person;['amxaaro'];Amxaaro, waa dad ku nool dalka Itoobiya, waxa aynaa ku hadlaan, afka Amxaariga, oo ka mid ah luqadaha rasmiga ah ee Itoobiya.
socially-constructed-person;['sierra leone', 'siraaliyoon'];Sierra Leone waa wadan ku yaalo Galbeedka Afrika.
socially-constructed-person;['dadka soomaaliyeed', 'soomaali', 'dadka soomaalida'];Boga "Dadka Soomaalida" halkan ayaa laga soo toosiyay.
socially-constructed-person;['rayid'];Rayid waa qof uu Ingiriiska u talin jirtey wakhtiga gumeysiga.
socially-constructed-person;['abkow', 'awoowe', 'abkoow', 'awoow'];Awoowe Awoowe waa waalid.
socially-constructed-person;['siyaasi'];Siyaasi waa qofka yaqaana aqoonta iyo cilmiga siyaasada taasi oo ah habka iyo nidaamka khiyaanada leh ee maamulka dowlad, urur iyo wixii la mid ah.
socially-constructed-person;['nacas'];Nacas waa kalimad oo tilmaamaa qofka aqoondarro ah.
socially-constructed-person;['lab'];Lab calaamadiisa waa mid ka mid ah labada jinsi ee noolaha.
socially-constructed-person;['ajnabi', 'shisheeye'];shisheeyaha ama Ajnabi Waa qofka jooga Dal uusan u dhalan, sharci haku joogo ama yuusan ku joogin, dalalka ayaa shisheeyaha u ogolaada inay joogaan wadamadooda iyagoo maslaxo ku haysta, shisheeyaha ayaan xuquuq u lahayn waxyaabo badan sida ka qaybgalka doorashooyinka
socially-constructed-person;['gaal', 'gaalka'];Gaalka labo micna bey leydahay.
socially-constructed-person;['beerelay', 'beeraley'];Beerelay waa qofka ku shaqeysta miiga.
socially-constructed-person;['bare', 'macalim', 'macalin'];Kani waa maqaal ku saabsan guud ahaan macalinka.
socially-constructed-person;['walaal', 'abaayo', 'walaalaha kowaad', 'walaalaha labaad', 'walaalaha sadexaad'];Walaal waa wiilka iyo gabadha ay qof waalidkiis dhaleen.
socially-constructed-person;['walaal', 'abaayo', 'walaalaha kowaad', 'walaalaha labaad', 'walaalaha sadexaad'];Abaayo ama walaasha waa qof oo dhalasho wadaag ku la ah ee dhedig ah.
socially-constructed-person;['xidigisyahan', 'xidigyahan'];Xidigisyahan
