abstract-quality;['individuallik'];Individuallik
socially-constructed-person;['homer', 'gomer'];Gomer — yunon shoiri.
socially-constructed-person;['yevklid', 'evklid'];Yevklid yoki Iskandariya Yevklidi
socially-constructed-person;['litsensiat'];Litsensiat
socially-constructed-person;['muzalar'];Muzalar
socially-constructed-person;['foma akvinskiy'];Foma Akvinskiy — oʻrta asr faylasufi va sxolastteolog, tomizm asoschisi.
socially-constructed-person;['galileo galilei', 'galilei galileo', 'galileo', 'galileo galiley', 'galiley'];Galileo Galilei — oʻz davrining ilmiga katta ta'sir koʻrsatgan italyan faylasufi, fizik va astronom.
socially-constructed-person;['garibaldi juzeppe', 'giuseppe garibaldi'];GARIBALDI Juzeppe
socially-constructed-person;['torrichelli evanjelista', 'evangelista torricelli'];Torrichelli (Torricelli) Evanjelista (1608.15.10, Faensa — 1647.
socially-constructed-person;['artakserks'];Artakserks – Axomaniylar su-lolasidan bo‘lgan Eron shohlari.
socially-constructed-person;['bryus robert'];BRYUS Robert — Shotlandiya qiroli.
socially-constructed-person;['leonid'];Leonid -Sparta shohi.
socially-constructed-person;['salavk i nikator'];Salavk I Nikator
socially-constructed-person;['glenn jon', 'john glenn'];Glenn Jon -AQSH astronavti, isteʼfodagi dengiz piyoda askarlari polkovnigi.
socially-constructed-person;['chingizxon', 'temuchin'];Chingizxon — Moʻgʻullar davlati asoschisi, sarkarda.
socially-constructed-person;['amir temur', 'temur', 'temur lang', 'temurbek', 'timur', 'тимур'];Amir Temur, Temur, Temurbek
socially-constructed-person;['devi', 'деви'];Devi – Shivaning rafiqasi, uning shaktisi.
socially-constructed-person;['alloh', 'الله', 'al-lâh', 'alachas', 'alah', 'alaho', 'allaah', 'allah', 'allahu', 'alloh taolo', 'alláh', 'allāhs', 'al·l', 'alá', 'olloh', 'xweda', 'αλλάχ', 'алаг', 'алах', 'аллаах', 'аллагь', 'аллах', 'аллахl', 'аллаһ', 'оллоҳ', 'ալլահ', 'אללה', 'اللہ', 'خوا لە ئیسلامدا', 'अल्लाह', 'আল্লাহ', 'ਅੱਲ੍ਹਾ', 'அல்லாஹ்', 'ಅಲ್ಲಾಹ', 'അല്ലാഹു', 'อัลลอฮ์', 'ალაჰი', 'አላህ', 'アッラーフ', '安拉', '알라', 'ﷲ'];Alloh, Alloh – islom dinida butun mavjudotni yaratgan oliy ilohiy kuch. xudoning nomi.
socially-constructed-person;['general'];General
socially-constructed-person;['germafroditizm', 'xunasalik'];Germafroditizm, xunasalik [yun.
socially-constructed-person;['demon'];Demon
socially-constructed-person;['avgustin avreliy', 'avliyo avgustin'];Avgustin Avreliy, Avliyo Avgustin – xristian dini ilohiyotchisi, "cherkov otalari"dan, adib, faylasuf.
socially-constructed-person;['arastu', 'arastotail', 'aristot', 'aristote', 'aristotel', "aristotel'", 'aristotele', 'aristoteles', 'aristoteli', 'aristotelis', 'aristotelo', 'aristotelés', 'aristotelēs', 'aristotile', 'aristotle', 'aristotulu', 'aristotéles', 'aristotélēs', 'aristuotelis', 'aristòtel', 'aristòtil', 'aristòtili', 'aristóteles', 'aristóteli', 'aristótil', 'arisztotelész', 'arystoteles', 'arîstoteles', 'ā-lī-sê̤ṳ-dŏ̤-dáik', 'αριστοτέλης', 'арасту', 'аристотел', 'аристотель', 'арыстотэль', 'арыстоцель', 'арістотель', 'արիստոտել', 'אריסטו', 'أرسطو', 'ئەرەستوو', 'ارستو', 'ارسطو', 'اريسطو', 'अरस्तु', 'अरस्तू', 'अरिस्टाटल्', 'एरिस्टोटल', 'ॲरिस्टॉटल', 'এরিস্টটল', 'એરિસ્ટોટલ', 'ଆରିଷ୍ଟୋଟଲ', 'அரிசுட்டாட்டில்', 'అరిస్టాటిల్', 'ಅರಿಸ್ಟಾಟಲ್\u200c', 'അരിസ്റ്റോട്ടിൽ', 'ඇරිස්ටෝටල්', 'อาริสโตเติล', 'အရစ္စတိုတယ်', 'არისტოტელე', 'አሪስጣጣሊስ', 'អារីស្តូត', 'アリストテレス', '亚里士多德', '亞里斯多德', '阿里士多德', '아리스토텔레스'];Arastu yoki Aristotel (yun.: Ἀριστοτέλης. mil.
socially-constructed-person;['got'];Got submadaniyati (ingl.
socially-constructed-person;['hayvonlarni oʻrgatish', "hayvonlarni o'rgatish", 'hayvonlarni o`rgatish', 'hayvonlarni o‘rgatish'];Hayvonlarni oʻrgatish — hayvonlarning maʼlum bir uslub va muntazam ravishdagi mashqlar natijasida hamda shartli refleks yordamida oʻrgatuvchining muayyan signaliga javoban har xil harakatlar bajarishiga asoslangan usul. sirk sanʼatining qadimgi janrlaridan biri.
socially-constructed-person;['sarrof'];Sarrof
socially-constructed-person;['ritsarlar'];Ritsarlar — oʻrta asrlarda Gʻarbiy va Markaziy Yevropa mamlakatlarida imtiyozli ijtimoiy qatlam: keng maʼnoda — barcha oqsuyak mulqdorlar, tor maʼnoda — fakat mayda oqsuyak mulkdorlar.
socially-constructed-person;['albert einstein', 'albert. ainctain', 'albert eynshteyn', 'albert eynştein', 'albert eynşteyn', 'alberts einšteins', 'albertus einstein', 'einstein', 'einsteini albert', "einštein al'bert", 'eynshteyn albert', 'hastiin albert einstein', 'άλμπερτ αϊνστάιν', 'алберт айнштайн', 'алберт айнщайн', 'алберт ајнштајн', 'альберт ейнштейн', 'альберт эйнштейн', 'альберт эйнштэйн', 'альбэрт айнштайн', 'эйнштейн, алберт', 'эйнштейн, альберт', 'эйнштейн альберт', 'ալբերտ այնշտայն', 'אלבערט איינשטיין', 'אלברט איינשטיין', 'آلبرت اینشتین', 'آلبرټ آينشټاين', 'ألبرت أينشتاين', 'ئالبېرىت ئېينىشتېين', 'ئەلبەرت ئاینشتاین', 'البرت اينشتاين', 'البرٹ آئنسٹائن', 'ایلبرٹ آئینسٹائن', 'अल्बर्ट आइनस्टाइन', 'अल्बर्ट आइन्स्टाइन', 'ऐल्बर्ट आइनस्टाइन', 'আলবার্ট আইনস্টাইন', 'এলবাৰ্ট আইনষ্টাইন', 'ਐਲਬਰਟ ਆਈਨਸਟਾਈਨ', 'આલ્બર્ટ આઇન્સ્ટાઇન', 'ଆଲବର୍ଟ ଆଇନଷ୍ଟାଇନ', 'ஆல்பர்ட் ஐன்ஸ்டைன்', 'ఆల్బర్ట్ ఐన్\u200cస్టీన్', 'ಅಲ್ಬರ್ಟ್ ಐನ್\u200dಸ್ಟೈನ್', 'ആൽബർട്ട് ഐൻസ്റ്റൈൻ', 'ඇල්බට්\u200d අයින්ස්ටයින්', 'อัลเบิร์ต ไอน์สไตน์', 'အဲလ်ဘတ် အိုင်းစတိုင်း', 'ალბერტ აინშტაინი', 'አልበርት አይንስታይን', 'អាល់បឺត អែងស្តែង', 'アルベルト・アインシュタイン', '愛因斯坦', '阿尔伯特·爱因斯坦', '알베르트 아인슈타인'];Albert Einstein — nemis va yahudiy fizik-nazariyotchisi.
socially-constructed-person;['riman georg fridrix bernhard'];Riman Georg Fridrix Bernhard — nemis matematigi, fizikada nisbiylik nazariyasi vujudga kelishiga zamin yaratib bergan olim. mat.da kompleks oʻzgaruvchilar funksiyalari nazariyasini rivojlantirdi va unda geometrik usullarni takomillashtirdi.
socially-constructed-person;['nicolaus copernicus', 'kopernik', 'kopernik nikolay', 'nikolay kopernik'];Nicolaus Copernicus — Uygʻonish davrining astronomi va Yerni olam markazidan olib tashlagan geliosentrik kosmologiyani shakllantirgan birinchi inson.Kopernikning vafotidan oz vaqt avval chop etilgan De revolutionibus orbium coelestium nomli kitobi koʻpincha zamonaviy astronomiyaning boshlangʻich nuqtasi va fan inqilobini boshlab bergan vahiy deya ataladi.
socially-constructed-person;['elizabeth i'];Elizabeth I Angliya va Irlandiya'da 17-noyabr 1558-yildan o‘limigacha, yaʼni 24-mart 1603-yilgacha hukmronligini ushlab turgan qirolicha.
socially-constructed-person;['gera', 'hêra'];Gera — yunon mifologiyasida xudolar malikasi, Zevsning singlisi va xotini.
socially-constructed-person;['antoniy mark', 'mark antoniy'];Antoniy Mark – Rim siyosiy arbo-bi va sarkardasi.
socially-constructed-person;['agrippa mark vipsaniy'];Agrippa Mark Vipsaniy – Rim sarkardasi va davlat arbobi.
socially-constructed-person;['mendeleyev dmitriy ivanovich', 'dmitriy mendeleyev'];Mendeleyev Dmitriy Ivanovich — rus kimyogar olimi va pedagogi.
socially-constructed-person;['anton chexov', 'chexov anton pavlovich'];Chexov Anton Pavlovich [1860.17 .1, Taganrog 1904.2.
socially-constructed-person;['vladimir lenin', 'lenin', 'ленин, владимир ильич,', 'lenin vladimir ilich', 'vladimir ilyich lenin'];VLADIMIR ILICH LENIN - rus va sovet ateisti va proletariat dohiysi, inqilobchi, Bolsheviklar partiyasining yaratuvchisi, 1917 yildagi Oktyabr inqilobining tashkilotchilaridan biri, RSFSR va SSSR Xalq Sovet Kommisarlari raisi, faylasuf, marksistchi, nashriyotchi, marksizm-leninizm yoʻnalishining asoschisi, uchinchi kommunistik internationalning tashkilotchisi, Sovet imperiyasining asoschisi.
socially-constructed-person;['fyodor dostoyevskiy', 'dostoyevski', 'dostoyevskiy', 'dostoyevskiy fyodor mixaylovich', 'fedor dostoevskiy', 'fyodor dostoevskiy', 'fyodor dostoevsky', 'fyodor dostoyevski', 'fyodor mihaylovich dostoyevski'];Fyodor Mixaylovich Dostoyevskiy — eng buyuk rus yozuvchilaridan biri.
socially-constructed-person;['pavlov ivan petrovich', 'ivan pavlov'];Pavlov Ivan Petrovich — rus fiziologi. odam va hayvonlar oliy nerv faoliyati taʼlimoti asoschilaridan.
socially-constructed-person;['iosif stalin', 'stalin', 'stalin iosif vissarionovich'];Iosif Vissarionovich Stalin (gurj.
socially-constructed-person;['akademik'];Akademik — ayrim mamla-katlarda yuksak ilmiy unvon.
socially-constructed-person;['laureat'];Laureat [lot.
socially-constructed-person;['baydarka va kanoeda eshkak eshish'];Baydarka va kanoeda eshkak eshish — sport turi, poygalar va slalomdan iborat.
socially-constructed-person;['meʼmor', 'dizayner', 'arxitektor', 'me’mor'];Meʼmor, Arxitektor
socially-constructed-person;['paladin'];Paladin
socially-constructed-person;['geniallik', 'geniy'];Geniallik
socially-constructed-person;['geniallik', 'geniy'];Geniy (lot.
socially-constructed-person;['chempion', 'чемпион'];Chempion — biror-bir, odatda sport musobaqasida gʻolib chiqqan sportchi yoki sport jamoasi.
socially-constructed-person;['antisemitizm'];Antisemitizm – milliy va diniy bid’at-xurofot, yahudiylarga dushmanlik ko‘zi bilan qarash.
socially-constructed-person;['aksiyador'];Aksiyador — aksiyaning egasi, undan naf ko‘ruvchi yuridik yoki jis-moniy shaxs.
socially-constructed-person;['professor'];Professor
socially-constructed-person;['serial qotil', 'сериал қотил'];Serial qotil (ingl.
socially-constructed-person;['debitor'];Debitor
socially-constructed-person;['musiqachi', 'muzikachi', 'muzikant'];Musiqachi — musiqa bilan professional ravishda shugʻullanuvchi odam.
socially-constructed-person;['gey', 'gomoseksualist', 'gay', 'гей'];Bu maqola — soʻz haqida.
socially-constructed-person;['hippi', 'hipsterlar', 'hipster'];Hippi (ingl.
socially-constructed-person;['hippi', 'hipsterlar', 'hipster'];Hipsterlar deb 1990-yillar oxirida shakllangan yoshlar submadaniyatining bir turiga aytiladi.
socially-constructed-person;['noyib', 'regent', 'noib'];Noyib, noib
socially-constructed-person;['diktator', 'dictator'];Diktator (lot.
socially-constructed-person;['paygʻambar', 'nabi', 'rasul', "payg'ambar", 'payg`ambar', 'payg`ambari', 'payg‘ambar'];Paygʻambar (fors.
socially-constructed-person;['dramaturg'];Dramaturg adabiyotning dramaturgiya janrida asarlar yaratuvchi shaxsdir.
socially-constructed-person;['ssenariychi', 'ssenarist'];Ssenariychi, film, televizion dasturlar va video oʻyinlar singari ommaviy axborot vositalariga asoslangan ssenariylarni tayyorlash bilan shugʻullanadigan yozuvchi.
socially-constructed-person;['miguel de cervantes', 'servantes saavedra migel de', 'migel servantes', 'servantes'];Don Miguel de Cervantes Saavedra ispan yozuvchisi, shoiri va dramaturgi boʻlgan.
socially-constructed-person;['brut mark yuniy'];Brut Mark Yuniy — Rim siyosiy arbobi.
socially-constructed-person;['apollon', '"apollon"'];Apollon — yunon mifologiyasi va dinida olimp xudosi, Zevs va Letoning o‘g‘li, shifo baxsh etuvchi, sohibkaromat va san’at homiysi.
socially-constructed-person;['gerodot', 'herodot'];Galikarnasslik Gerodot — (qad.
socially-constructed-person;['prezident'];Prezident (lot.
socially-constructed-person;['xalifa'];Xalifa — xalifalikni boshqaradigan inson va Islom Ummasini shariat ahkomlariga boʻysungan holda boshqaradigan amaldor.
socially-constructed-person;['bim', 'бим'];Bosh ijrochi mulozim - asosan Amerika va Yevropa mamlakatlari shirkatlarida keng tarqalgan korxonaning umumiy strategiyasini aniqlab beruvchi, yuqori darajadagi qarorlarni qabul qiluvchi va boshqa boshqaruvchilik vakolatlarga ega lavozimdir.
socially-constructed-person;['logos'];Logos
socially-constructed-person;['faradey maykl', 'michael faraday'];Maykl Faradey — ingliz fizigi.
socially-constructed-person;['neil armstrong', 'armstrong nil', 'nil armstrong'];Neil Alden Armstrong amerikalik astronavt, uchuvchi, muhandis, universitet professori va Oy sirtidagi birinchi inson boʻlgan.
socially-constructed-person;['asklepiy'];Asklepiy
socially-constructed-person;['gubernator'];Gubernator
socially-constructed-person;['rim papasi', 'papa', 'pop'];Rim popasi — katolik cherkovining boshligʻi.
socially-constructed-person;['muso', 'muso alayhis-salom'];Muso — Qurʼonda tilga olingan paygʻambarlardan biri.
socially-constructed-person;['darvozabon'];Darvozabon — baʼzi sport turlarida jamoa oʻyinchilaridan biri.
socially-constructed-person;['shayx'];Shayx
socially-constructed-person;['santa klaus', 'santa', 'santa claus'];Santa Klaus, yaʼni Avliyo Nikolas, — Gʻarbiy Yevropa urf-odatlariga koʻra Mavludda bolalarga sovgʻa beradigan qahramon.
socially-constructed-person;['imperator'];Imperator
socially-constructed-person;['muazzin'];Muazzin (arab.
socially-constructed-person;['generalissimus'];Generalissimus
socially-constructed-person;['aqsh prezidenti', 'abş prezidentlərinin siyahısı', 'ameerika ühendriikide president', 'amerika birleşik devletleri başkanı', 'amerika qoʻshma shtatlari prezidentlari', 'amerikanske præsidenter', 'arlywydd yr unol daleithiau', 'asv prezidents', 'az amerikai egyesült államok elnöke', 'daftar presiden amerika serikat', 'eaghtyrane ny steatyn unnaneysit', 'foresittend þāra ȝeānlǣhtra rīca', 'forseti sambandsríki amerika', 'jungtinių amerikos valstijų prezidentas', 'kryetari i shteteve të bashkuara', 'mangulo han estados unidos', 'pangulo ng estados unidos', 'predsednik združenih držav amerike', 'predsjednici sjedinjenih američkih država', 'predsjednik sjedinjenih američkih država', 'presiden amerika syarikat', "president d'estatos unitos", 'president dels estats units', 'president i usa', 'president of the united states', 'president van de verenigde staten', 'president van die verenigde state van amerika', 'presidente de los estados unidos', "presidente degli stati uniti d'america", 'presidente dos estados unidos', 'presidente kan estados unidos', 'presidentes dos estados unidos de américa', "presidenti di i stati uniti d'america", 'presidint fan de feriene steaten', 'prezidant stadoù-unanet amerika', 'prezidanto de usono', 'prezident spojených států amerických', 'prezident spojených štátov', 'prezydent stanów zjednoczonych', 'președinte al statelor unite ale americii', 'prisidenti dî stati uniti', 'präsident der vereinigten staaten', "président d's êtats unnis", 'président des états-unis', 'rais wa marekani', 'tổng thống hoa kỳ', 'uachtarán na stát aontaithe', 'usa:s president', 'usas president', 'yhdysvaltain presidentti', 'ààrẹ ilẹ̀ orílẹ̀-èdè amẹ́ríkà', 'акш президенты', 'председник сједињених америчких држава', 'президент на съединените американски щати', 'президент сша', 'прэзідэнт зша', 'נשיא ארצות הברית', 'פרעזידענט פון די פאראייניגטע שטאטן', 'رئيس الولايات المتحدة', 'رئیس\u200cجمهور ایالات متحده آمریکا', 'صدر ریاستہائے متحدہ امریکہ', 'মার্কিন যুক্তরাষ্ট্রের রাষ্ট্রপতি', 'ಅಮೇರಿಕ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನದ ರಾಷ್ಟ್ರಪತಿ', 'അമേരിക്കൻ ഐക്യനാടുകളുടെ പ്രസിഡണ്ടുമാരുടെ പട്ടിക', 'ประธานาธิบดีสหรัฐอเมริกา', 'ააშ-იშ პრეზიდენტი', 'აშშ-ის პრეზიდენტი', 'የአሜሪካ ፕሬዚዳንት', 'アメリカ合衆国大統領', '美国总统', '美國總統', '미국의 대통령'];Amerika Qoʻshma Shtatlari Prezidenti — AQSh Konstitutsiyasiga muvofiq, AQSh davlat va ijroiy hukumat boshligʻi, hamda AQSh armiyasi va floti bosh qoʻmondonidir.
socially-constructed-person;['birlashgan qirollik bosh vazirlari', 'birlashgan qirollik bosh vaziri'];Buyuk Britaniya va Shimoliy Irlandiya birlashgan Qirolligi Bosh vaziri - Hokimiyatdagi eng yuqori oʻrinda koʻriladigan va Mustaqil ravishda koʻp tomonlama vazifalarni hal qilaoladigan shaxs boʻlib Mamlakatning raisidir.
socially-constructed-person;['dirijyorlik'];Dirijyorlik
socially-constructed-person;['benefitsiar'];Benefitsiar
socially-constructed-person;['sulton', 'sultan'];Sulton
socially-constructed-person;['qirol', 'monarx', 'podsho'];Qirol yoki Qirolicha — qirollik boshligʻi. davlat hukmdorining unvoni.
socially-constructed-person;['anxramaynu'];Anxramaynu — zardushpgiylikyaa yovuz kuchlar, zul-mat va o‘lim boshlig‘i, Axuramazdaning dushmani, inson ruhiyatidagi salbiy hissiyotlarning timsoli.
socially-constructed-person;['abbat'];Abbat
socially-constructed-person;['xudo'];Xudo
socially-constructed-person;['admiral'];Admiral (arab.
socially-constructed-person;['vishnu'];Vishnu — veda dinida olamlarni saqlab turuvchi va muhofaza qiluvchi xudo.
socially-constructed-person;['firʼavn', 'faraon', "fir'avn", 'firʻavn'];Firʼavn — Qad.
socially-constructed-person;['muqaddas uchlik', 'troitsa'];Muqaddas uchlik, troitsa — 1
socially-constructed-person;['shoh'];Shoh — Yaqin va Oʻrta Sharqdagi ayrim musulmon mamlakatlari va Hindistonda hukmdor unvoni.
socially-constructed-person;['thomas hunt morgan', 'morgan tomas xant'];Thomas Hunt Morgan — amerikalik zoolog, genetika asoschilaridan biri, AQSH Milliy FA prezidenti.
socially-constructed-person;['marko polo'];Marko Polo - — italiyalik sayyoh va yozuvchi.
socially-constructed-person;['richard nixon', 'nikson richard milxauz'];NIKSON Richard Milxauz - AQShning 37-prezidenti.
socially-constructed-person;['george h. w. bush'];Jorj Bush Gerbert Uoker — Amerika Qoʻshma Shtatlari tarihida 41-prezident va taniqli siyosatdon sifatida iz qoldirgan davlat arbobi.
socially-constructed-person;['parvati'];Parvati
socially-constructed-person;['muallif', 'yozuvchi', 'avtor', 'муаллиф'];Muallif yoki avtor (lot.
socially-constructed-person;['muallif', 'yozuvchi', 'avtor', 'муаллиф'];Yozuvchi yoki nosir adabiyotning nasr janrida asarlar yozuvchi shaxsdir.
socially-constructed-person;['engels fridrix', 'friedrich engels', 'engels'];Friedrich Engels — mutafakkir va jamoat arbobi, marksizm asoschilaridan biri.
space-region;['teng kunlik'];Teng kunlik — q.
space-region;['geodezik chiziq'];Geodezik chiziq - yer sirtida istalgan joyda olingan ikki nuqta orasidagi chiziq.
space-region;['stalaktitlar'];Stalaktitlar (yun.
space-region;['stalagmitlar'];Stalagmitlar (yun.
space-region;['dodekaedr'];Dodekaedr
space-region;['kub'];Kub — muntazam oltioyoqlik.
space-region;['suvayirgʻich', "suvayirg'ich", 'suvayirg`ich', 'suvayirg‘ich'];Suvayirgʻich - Yer yuzasida yogʻin suvlari oqimini turli tomonlarga yoʻnalgan ikki yon bagʻir boʻyicha ajratib turuvchi chiziq, chegara.
space-region;['optik oʻq', "linzaning optik o'qi", 'linzaning optik o`qi', 'linzaning optik oʻqi', 'linzaning optik o‘qi', "optik o'q", 'optik o`q', 'optik o‘q'];Optik oʻq, linzaning optik oʻqi — linzani nur sindirish sirtlari simmetriyasi oʻqi . sirt markazidan unga tik holda oʻtadi.
space-region;['grinvich meridiani', 'nolinchi meridian', 'boshlangʻich meridian', 'boshlang‘ich meridian'];Grinvich meridiani, boshlangʻich meridian, nolinchi meridian — Yerda geografik uzunliklarni hisoblashda shartli ravishda boshlangʻich deb qabul qilingan meridian.
space-region;['romboedr'];Romboedr
space-region;['piramida'];Piramida
space-region;['prizma'];Prizma
space-region;['parallelepiped'];Parallelepiped
space-region;['konus'];Konus
space-region;['ajin'];Ajin — terining burishib qolishi, unda mayda ilonizisimon egatchalar pay-do bo‘lishi.
space-region;['kulgich'];Kulgich deb yonoqdagi chuqurchaga aytiladi.
space-region;['shar'];Shar — fazodagi berilgan nuqta dan muayyan uzoklikda joylashgan nuqtalarning geometrik oʻrni. yarim doirani diametri atrofida aylantirishdan hosil boʻlgan geometrik jism.
space-region;['perpendikulyar'];Perpendikulyar
space-region;['asimptota'];Asimptota
space-region;['buyuk ipak yoʻli', 'buyuk ipak yo‘li', "buyuk ipak yo'li", 'buyuk ipak yo`li'];Buyuk Ipak yoʻli Qadimda sharq bilan gʻarbni boʻgʻlab turgan savdo yoʻli.
space-region;['meridian', 'yermeridiani'];Meridian
space-region;['ekvator', 'geografik ekvator', 'yer ekvatori'];Ekvator
space-region;['parallel'];Parallel
space-region;['shar'];Shar — fazodagi berilgan nuqta dan muayyan uzoklikda joylashgan nuqtalarning geometrik oʻrni. yarim doirani diametri atrofida aylantirishdan hosil boʻlgan geometrik jism.
space-region;['oktaedr'];Oktaedr (yun.
space-region;['tetraedr'];Tetraedr
space-region;['ikosaedr'];Ikosaedr
space-region;['kosmos', '"kosmos"'];Kosmos — koinotning ikkinchi nomi.
space-region;['mehvar', 'orbita'];Mehvar — bir osmon jismining boshqa osmon jismi gravitatsion maydonida bosib oʻtadigan yoʻli.
space-region;['ekliptika'];Ekliptika
space-region;['dekart koordinatalar tizimi'];Dekart koordinatalar tizimi — tekislik yoki fazodagi toʻgʻri chiziq koordinatalar tizimi.
space-region;['abadiy qorlar'];Abadiy qorlar - yil bo‘yi eri-may yotadigan muz va qor qoplami.
space-region;['shimoliy qutb'];Shimoliy qutb - Yer aylanishi faraziy oʻqining yer yuzasi bilan kesishadigan Shim.
space-region;['zenit'];Zenit
space-region;['apeks'];Apeks
space-region;['janubiy qutb'];Janubiy qutb - Yer aylanishining faraz qilinadigan oʻqi, Janubiy yarim sharda yer yuzasi bilan kesishgan nuqta.
space-region;['dekart koordinatalar tizimi'];Dekart koordinatalar tizimi — tekislik yoki fazodagi toʻgʻri chiziq koordinatalar tizimi.
space-region;['dekart koordinatalar tizimi'];Dekart koordinatalar tizimi — tekislik yoki fazodagi toʻgʻri chiziq koordinatalar tizimi.
spatial-feature;['benzoy aldegid', 's6n5sno'];Benzoy aldegid, S6N5SNO — organik birikma, aromatik aldegidlarning dastlabki vakili.
spatial-feature;['yetimtogʻ', "yetimcho'qqi", 'yetimcho`qqi', 'yetimchoʻqqi', 'yetimcho‘qqi', "yetimtog'", 'yetimtog`', 'yetimtog‘', 'yetimtov'];Yetimtogʻ, Yetimtov, Yetimchoʻqqi — boshqa togʻlardan ajralib turgan yakka togʻ, choʻqqi. atrofidagi togʻlar yemirilib ketgan koʻhna togʻli r-nlarda koʻp uchraydi.
spatial-feature;['pireney togʻlari', "pireney tog'lari", 'pireney tog`lari', 'pireney tog‘lari'];Pireney togʻlari - Yevropaning jan.-gʻarbidagi togʻ sistemasi.
spatial-feature;['daryo havzasi'];Daryo havzasi — nam saklaydigan jinslarni oʻz ichiga olgan yer yuzasining bir qismi, undan suv alohida daryo yoki daryo sistemasiga oqadi.
spatial-feature;['togʻ', 'togʻlar', "tog'li o'lkalar", 'tog`li o`lkalar', 'togʻli oʻlkalar', 'tog‘li o‘lkalar', "tog'", "tog'lar", 'tog`', 'tog`lar', 'tog‘', 'tog‘lar'];Togʻ - Yer rel'efining bir shakli.
spatial-feature;['aysberg', 'muztog‘'];Aysberg (nem.
spatial-feature;['alplar', "alp tog'lari", 'alp tog`lari', 'alp togʻlari', 'alp tog‘lari', 'alp', 'alp dağları', 'alpafjöll', 'alpane', 'alpau', 'alpe', 'alpeak', 'alpene', 'alperna', 'alperne', 'alpes', 'alpet', 'alpi', 'alpid', 'alpikuna', 'alpiq', 'alpis', 'alpit', 'alpler', 'alpoj', 'alpok', 'alpoù', 'alps', 'alpurnar', 'alpy', 'alpės', 'anpơ', 'arpes', 'banjaran alps', 'na halpa', 'oipn', 'èlp', 'άλπεις', 'алпи', 'алпы', 'альп таулары', 'альпи', 'альпийн нуруу', 'альпла', 'альптар', 'альпы', 'альпі', 'кӯҳҳои алп', 'ալպեր', 'אלפן', 'הרי האלפים', 'آلپ', 'ئالپ تاغلىرى', 'ئەڵپ', 'الألب', 'الب', 'الپس', 'आल्प्स', 'एल्पस्', 'ऐल्प्स', 'আল্পস পর্বতমালা', 'ஆல்ப்ஸ்', 'ఆల్ప్స్ పర్వతాలు', 'ಆಲ್ಪ್ಸ್', 'ആൽപ്സ്', 'เทือกเขาแอลป์', 'အယ်လ်ပ် တောင်တန်း', 'ალპები', 'ალპეფი', 'アルプス山脈', '阿尔卑斯山', '阿爾卑斯山', '알프스 산맥'];Alplar yoki Alp togʻlari Yevropadagi katta togʻ tizmalaridan biri boʻlib, uzunligi taxminan 1200 km, sharqda Avstriya va Sloveniyada boshlanib, gʻarbda Shveysariya, Lixtenshteyn, Olmoniya, Fransiya, janubda esa Italiya va Monakogacha choʻzilgan.
spatial-feature;['gibraltar'];Gibraltar Gibraltar
spatial-feature;['davlat chegarasi', 'chegara', 'delimitatsiya', 'hudud', 'chegara delimitatsiyasi', 'chegara demarkatsiyasi'];Davlat chegarasi — davlatning quruqlik va suvdagi doirasini belgilaydigan chiziq.
spatial-feature;['adirlar'];Adirlar — O‘rta Osiyo tog‘larining past-baland etaklari.
spatial-feature;['vodiy'];Vodiy — relefning uzunasiga choʻzilgan botiq shakli.
spatial-feature;['tyan-shan', 'tyanoʻpan'];Tyan-Shan yoki Tangritogʻ — Markaziy Osiyodagi eng baland va uzoq masofaga choʻzilgan togʻ tizmalari sistemasi.
spatial-feature;['denali', 'mak-kinli'];Denali — Alyaska tizmasidagi choʻqqi, Shim.
spatial-feature;['jomolungma', 'everest', 'sagarmatxa'];Jomolungma — Yer yuzidagi eng baland choʻqqi, Himolay togʻlarida, Nepal va Xitoy chegarasida joylashgan.
spatial-feature;['tirichmir', 'tirich mir'];Tirichmir - Hindukush togʻ sistemasining eng baland choʻqqisi, Pokistonning shim.da.
spatial-feature;['chogori', 'goduinosten', 'dapsang'];Chogori, GoduinOsten, Dapsang — Qoraqurum togʻlaridagi eng baland choʻqqi.
spatial-feature;['gʻalaba choʻqqisi', "g'alaba cho'qqisi", 'g`alaba cho`qqisi', 'g‘alaba cho‘qqisi'];Gʻalaba choʻqqisi - Tyanshan togʻlaridagi eng baland choʻqqi.
spatial-feature;['himolay'];Himolay — Yer sharidagi eng baland togʻ sistemasi, Hindiston, Xitoy, Nepal, Butan va Pokiston hududlarida, shim.da Tibet togʻligi bilan jan.da Hindgang tekisligi oraligʻida joylashgan.
spatial-feature;['apennin togʻlari', "apennin tog'lari", 'apennin tog`lari', 'apennin tog‘lari'];Apennin tog‘lari – Italiyadagi tog‘lar, Apennin yarim orol shimoli-g‘arbi dan janubi-sharqqa cho‘zilgan.
spatial-feature;['hindukush'];Hindukush
spatial-feature;['kunlun', 'kuen-lun'];Kunlun, Kuen-Lun — Osiyoda maydoni jihatidan eng yirik togʻ sistemalaridan biri, Xitoyda.
spatial-feature;['qoraqurum'];Qoraqurum — Markaziy Osiyodagi togʻ sistemasi, Hindiston va Xitoy hududlarida.
spatial-feature;['alyaska tizmasi'];Alyaska tizmasi – Alyaska janubidagi tog‘ tizmasi.
