abstract-region;['quadratische funktion'];A quadratische Funktion is in da Mathematik a gonzrationale Funktion zwoatn Grades.
situation;['datenbank', 'datnbank'];A Datenbank is a rechnergstützte Sammlung vo Daten vaschiedensta Art.
situation;['lätn', 'löten'];As Lätn is a Vafoahn zan Heastejn vo Vabindunga.
situation;['schwoaßn', 'schweißen'];Schwoaßn is a spanlos Fertigungsvafahrn, bei dem mehra Oanzlteil zu wos gressam zsammgfügt wern.
situation;['kataa', 'katarrh'];A Kataa (dt.: Katarrh, untaranaund sogn de Doktan katarrhalische Entzündung oda Catarrhus dazua. es kummt vo oidgr.
situation;['propaganda'];Propaganda is a Vasuch de Meinung vu Menschn z manipuliern und a Erzeigung eines bestimmtn Zwecks.
situation;['schnoin', 'asphaltschwoibn', 'boadstoaschwoibm', "decklkatz'", 'hur', 'hure', 'kleschn', 'prostituierte'];A Schnoin is a Weiberleid, de sie ihr Gejd mim Schnaxln vadeant.
situation;['schädlweh', 'kopfschmerz', 'kopfschmerzen'];Schädlweh hoaßt ois, wos am Kobf außahoib vo de Kiefa wähduat.
situation;['rundbriaf', 'newsletter'];A Rundbriaf is a Schreim, des wo gleizeiti on mearare Leidln vaschickt wead.
situation;['asthma', 'asthma bronchiale'];Asthma oda Asthma bronchiale is a kronisch-entzindliche Krangheid vo de Odmweg vabundn mid ana Ibaempfindlichkeid vo de Bronchien.
situation;['liquidation'];In da Wiatschoft is a Liquidation da Voagang, wo a Firma za an End brocht wead.
situation;['pflaunznvaedelung'];Vaedelung is a kinstliche vegetative Vameahrung vo Pflaunzn, des wiad bei Rosn und Obstbaam gmochd, zan Beispüü bei an Baam, wöcha daunn auf an Ost Marüün und aufan aundan Zwetschgn trogt.
situation;['opfa'];A Opfa
situation;['watschn', 'wadschn'];A Watschn oda Fotzn, aa Schejn oda Dätschn oda a Dochtl hoassd ma af Boarisch an Schlog ins Gsicht vo an ondan, wo mid da flochn Bratzn gmochd wead.
situation;['arabischs oiphabet', 'arabisches oiphabet', 'arabische schrift', 'arabisches alphabet'];S'arabische Alphabet is s'Alphabet vu da arabischn Sproch und wiad in untaschialiche Variantn aa fias Peasische, Uigurische, Urdu, Paschtu und aundare Sprochn heagnumma.
situation;['griachischs oiphabet', 'griachische schrift', 'griachisches alphabet', 'griechisches alphabet'];As griachische Oiphabet is de Schrift, wo de griachische Sproch seit'm 9.
situation;['weda', 'wetter'];Weda is a kuazfristiga Zuaschtand in da Atmosphea an an bschtimmtn Oat auf da Eadn.
situation;['realitet', 'realität'];Realitet is im weidastn Sinn ois, des wo existiad.
situation;['realitet', 'realität'];Realitet is im weidastn Sinn ois, des wo existiad.
situation;['sandler', 'sandla'];Sandler sei haßt, doss ma dawö kan fixn Bloz zum Schlofn hod.
situation;['klima'];Unta Klima vaschtähd ma as an Duachschniddsvalaff vo Variationa in da Temperatua, im Niedaschlog, im Luftdruck, im Wind und andan Wedavariablen vo ana bschtimmtn Region iwa an lengan Zeidraum.
situation;['vandalismus', 'wandalismus'];Unta Vandalismus, oda aa Wandalismus gschrim, fasched ma des foikomen unnedige und sinlose Kaputmochn fu Sochan.
social-relationship;['politik', 'bolidik', 'politika'];Politik kimmt van griachischn Woat: Polis, wos sovui wia Stod oda Gmoaschoft hoassd.
social-role;['papiagöd', 'papiagejd'];Des Papiagöd, dt.Papiergeld hod a launge Tradizion.
social-role;['gschicht vom gäid', 'gschicht vom göd'];In da Gschicht vom Göd dt.
social-role;['wearung', 'zahlungsmidd'];A Wearung is normalaweis des stootliche Göidsystem in an Lond, kau owa in Ausnohman a des Göidsystem vo Private seî.
socially-constructed-person;['franz vo assisi'];Da Franz vo Assisi (* 1181/1182 in Assisi, Italien. † 3.
socially-constructed-person;['geoffrey chaucer', 'chaucer'];Geoffrey Chaucer (* uma 1343, vamuatli z London. † vamuatli 25.
socially-constructed-person;['hernán cortés', 'hernando cortés'];Da Hernán (aa Hernando) Cortés (* 1485 in Medellín, Kinereich vo Kastilien und León. † 2.
socially-constructed-person;['ludwig xiv.'];Ludwig XIV. (franzesisch: Louis XIV, Louis le Grand. * 5.
socially-constructed-person;['johann sebastian bach'];Johann Sebastian Bach (*21.
socially-constructed-person;['georg friedrich händel', 'georg friederich händel', 'george frideric handel', 'händel'];Da Georg Friedrich Händel (laut Taufregista: Georg Friederich Händel, anglisiad: George Frideric Handel. * 23.
socially-constructed-person;['johann wolfgang von goethe', 'goethe', 'johann wolfgang goethe'];Da Johann Wolfgang von Goethe, gadelt 1782
socially-constructed-person;['ludwig van beethoven', 'beethoven'];Ludwig van Beethoven
socially-constructed-person;['victor hugo'];Victor-Marie Hugo [viktɔʁ maʁi yˈɡo]
socially-constructed-person;['frédéric chopin', 'chopin', 'frédéric françois chopin'];Da Frédéric François Chopin, poinisch Fryderyk Franciszek Chopin –
socially-constructed-person;['richard wagner', 'wagner', 'wagner richard'];Richard Wagner (* 22.
socially-constructed-person;['otto von bismarck', 'otto eduard leopold von bismarck-schrobenhausen', 'otto eduard leopold von bismarck-schönhausen', 'otto fürst von bismarck'];Da Otto Eduard Leopold von Bismarck-Schönhausen (ab 1865 Graf, ab 1871 Fürst von Bismarck, ab 1890 Herzog zu Lauenburg. * 1.
socially-constructed-person;['johannes brahms', 'brahms'];Da Johannes Brahms (* 7.
socially-constructed-person;['george v. von großbritannien'];George Frederick Ernest Albert vu Sachsn-Coburg-Gotha (geboan: 3.
socially-constructed-person;['marcel proust'];Da Valentin Louis Georges Eugène Marcel Proust [pru:st],
socially-constructed-person;['adolf hitler', 'hitler', 'hitler adolf'];Da Adolf Hitler (* 20.
socially-constructed-person;['vergil', 'publius vergilius maro', 'virgil'];Da Publius Vergilius Maro
socially-constructed-person;['métis'];De Métis, franzesisch fia Mestizen) san a Voik in Kanada und USA. Es san Nochfoan vo de eiropäischn Pejzhändla, bsondas aus Frankreich, England und Schottland – und vo Frauen vo indianischa Obstommung, bsondas vo de Kri, Anishinabe und Saulteaux.
socially-constructed-person;['gregor i.', 'gregor da große'];Da Papst Gregor I. oda Gregor da Große (* uma 540 in Rom. † 12.
socially-constructed-person;['zarathustra'];Da Zarathustra af avestisch: Zaraθuštra, middlpearsisch: Zarduscht, persisch: زردشت Zardošt oder aa زرتشت Zartošt, Paschtu: زردښت Zardaxt, Kurdisch: Zerdeşt, Oidgriachisch: Ζωροάστηρ, Zōroastēr oder Zōroastrēs Ζωροάστρης, woa a Religionsgrinda.
socially-constructed-person;['hades'];Da Hades is in da griachischn Mythologie da God vo da Untawejd und vom Dodnreich.
socially-constructed-person;['erebos'];Erebos (gr.
socially-constructed-person;['eros'];Eros is in da griachischn Mythologie da Ur-God vo da sexuelln Liab und Begealichkeit, da Scheenheit und Fruchborkeit.
socially-constructed-person;['ares'];Ares
socially-constructed-person;['dionysos'];Dionysos is in da griachischn Mythologie da God vom Wein, vo de Traubm, vo da Fruchtborkeit, vo da Lebmsfreid und vo da Ekstase.
socially-constructed-person;['demeter'];Demeter is in da griachischn Mythologie a dreifoitige Muadageddin.
socially-constructed-person;['gaia', 'gäa'];Gaia oda Gäa, is in da griachischn Mythologie de personifiziate Eadn und oane vo de easchtn Gedda.
socially-constructed-person;['athena', 'athene'];Athena, is a Geddin vo da griachischen Mythologie.
socially-constructed-person;['hermes', 'hermeias'];Hermes
socially-constructed-person;['hestia'];Hestia is in da griachischn Mythologie, de Geddin vom Head, vom privatn und effentlichn Herd- und Opfafeia und vo da Gmoa.
socially-constructed-person;['hephaistos'];Hephaistos is in da griachischn Mythologie da God vom Feia und vo de Schmied.
socially-constructed-person;['kronos'];Kronos (griach.
socially-constructed-person;['artemis'];Artemis is in da griachischn Mythologie de Geddin vo da Jogd und vom Woid und de Hiatarin vo de Weibaleit und vo de Kinda.
socially-constructed-person;['mareschallo'];In Sidtiról sein die italienischn Gendarmen zuasténdig fir der Sicherheit in der Gemeinde.
socially-constructed-person;['gscheidal', 'gscheiderl', 'gscheidl'];A Gscheidal, aa Gscheiterl oda Gscheiderl is a Bessawissa.
socially-constructed-person;['schwammal', 'fungi', 'pilz', 'pilze', 'schwammerl', 'schwammerln'];Schwammal oda Schwammerl is da boarische Nam fia Puiz.
socially-constructed-person;['christoph kolumbus'];Christoph Kolumbus (italienisch Cristoforo Colombo, spanisch Cristóbal Colón, portugiesisch Cristóvão Colombo, latinisiat Christophorus Columbus. gebuan ziaka 1451 in Genua (Italien). gstuam am 20.
socially-constructed-person;['leonardo da vinci'];Da Leonardo da Vinci
socially-constructed-person;['william shakespeare', 'shakespeare'];William Shakespeare wor a englischa Dichda, Dramatika und Schauspuija.
socially-constructed-person;['rembrandt'];Da Rembrandt Harmenszoon van Rijn, bekannt mid seim Voanama Rembrandt
socially-constructed-person;['abraham lincoln'];Da Abraham Lincoln (* 12.
socially-constructed-person;['joseph haydn', 'franz joseph haydn', 'haydn', 'haydn franz joseph', 'haydn joseph'];Franz Joseph Haydn
socially-constructed-person;['mozart wolfgang amadeus', 'mozart', 'wolfgang amadeus mozart'];Da Mozart Johannes Chrysostomus Wolfgang Theophilus, ma kennd eam bessa ois Mozart Wolfgang Amade, is ana vo de wichtigstn Komponistn vo da klassischn Musik in Eiropa.
socially-constructed-person;['napoleon bonaparte', 'napoleon', 'napoleon i.', 'napoléon', 'napoléon bonaparte'];Napoleon Bonaparte, ois Koasa Napoleon I.
socially-constructed-person;['vincent van gogh'];Da Vincent Willem van Gogh
socially-constructed-person;['sigmund freud', 'freud'];Da Freud Sigmund (* 6.
socially-constructed-person;['carl gustav jung', 'c. g. jung', 'cg jung'];Carl Gustav Jung (* 26.
socially-constructed-person;['pablo picasso', 'pablo ruiz picasso'];Da Pablo Picasso, Pablo Ruiz Picasso,
socially-constructed-person;['franz kafka'];Da Kafka Franz (* 3.
socially-constructed-person;['george washington'];Da George Washington wor da easchte President vo da USA. Er is am 22.
socially-constructed-person;['stephen grover cleveland', 'grover cleveland'];Stephen Grover Cleveland, kuaz Grover Cleveland (* 18.
socially-constructed-person;['gerald ford'];Gerald Rudolph "Jerry" Ford, Jr.
socially-constructed-person;['jimmy carter', 'carter jimmy'];Da Jimmy Carter (*1.
socially-constructed-person;['ronald reagan'];Da Ronald Reagan (* 6.
socially-constructed-person;['bill clinton'];William Jefferson „Bill“ Clinton (* 19.
socially-constructed-person;['augustus'];Augustus (is laddeinisch fia: da Eahabene) (*23.
socially-constructed-person;['erzbischof'];Da Titl Erzbischof wead im Kristndum vo Bischef mid bsondana Amtsstejung drong.
socially-constructed-person;['tischla', 'schreiner', 'tischler'];Tischla
socially-constructed-person;['hausl'];Da Hausl woa friacha da Hausknecht, heit iss da Hausmoasta.
socially-constructed-person;['sitting bull', 'tatanka iyotanka', 'tȟatȟáŋka íyotake'];Sitting Bull
socially-constructed-person;['paulus vo tarsus'];Da Paulus vo Tarsus (gr.
socially-constructed-person;['hidrauliker'];Dés isch a tipischer Sidtiróler Begriff.
socially-constructed-person;['schaffla', 'scheffla', 'schäffler'];Da Schaffla, aa Schaffemocha, is a Handweaka, dea wo aus Schaffehoiz Fassln, Tonna und Schaffen mocht.
socially-constructed-person;['hans christian andersen', 'andersen'];Da Hans Christian Andersen (* 2.
socially-constructed-person;['schixn', 'shiksa', 'schicks', 'schickse', 'schicksn'];Schixn, aa Schicks, is a Schimpfwort und moant a Flitschal oda Schlampm.
socially-constructed-person;['konsul', 'konsuln'];Da Konsul is a Amtspeason, wejche zua Wahrung vo de Intressn vom Stoot in am fremdn Land bstejd is.
socially-constructed-person;['tecumseh'];Da Tecumseh oda a Tecumtha oda Tikamthi, woa a Indiana ausm Schtaumm vo de Kispokota - Shawnee.
socially-constructed-person;['geddinnen', 'geddin', 'göttin', 'göttinnen'];Geddinnen findn si in vuin Mithologien.
socially-constructed-person;['tandla', 'händler'];Tandla san de Leit, de tandln dean.
socially-constructed-person;['hugenotten'];Hugenotten sogt ma seit ziaka 1560 zu de franzesischn Protestantn im Frankreich vua da Revoluzion.
socially-constructed-person;['heidntum', 'heidentum', 'heidndum'];Heidndum bschreibt ois religionswissnschoftliche Kategorie, innahoib vo kristlich prägtn Kuituan, untaschiedliche Forma vom Glaam an mearane Gedda und vo de Naturreligiona.
socially-constructed-person;['kindl', 'gschropp', 'kind'];A Kindl oda Kind is a junga Mensch zwischn Gebuat und Pubertet, in Wean songs unta aundan aa: Gschropp.
socially-constructed-person;['samurai'];De Samurai woan da Kriagaschtand im voaindustriejn Japan.
socially-constructed-person;['köitn', 'kelten', 'kejtn', 'keltn'];De Köitn oda Kejtn woan a Voik in Eiropa.
socially-constructed-person;['feiaweah', 'feiawehrmo', 'feiaweamo', 'feierwehrmaun', 'feuerwehrmann', 'feiawea', 'feierwehr', 'feuerwehr'];De Feiaweah is a Huifsorganisazion, de wo de Afgob hod, bei Brand, Unfoi, Iwaschwemmung und andan Katastrophn Huif z leisdn. d. h.
socially-constructed-person;['langobarden'];Die Langobarden sein a germanisches Vólk.
socially-constructed-person;['sioux'];Sioux is de Bezeichung fia a Gruppm vo noadamerikanischn Indiana-Vejkan und vo dena eanare Sprochn.
socially-constructed-person;['roma', 'zigeina'];Roma is da Nama fia miteinanda vawandtn Voiksgruppm, wo vom indischn Subkontinent ausgwandat san.
socially-constructed-person;['cheyenne'];De Cheyenne san a Voik vo de nordamerikanischn Indiana.
socially-constructed-person;['eskimo', 'inuit', 'eskimos'];Eskimos san a Gruppm vo indigenen Vejkan ausm neadlichn Polargebiet.
socially-constructed-person;['eskimo', 'inuit', 'eskimos'];Inuit san de indigenen Voiksgruppm, de wo im arktischn Tei vo Kanada und auf Grönland lebm.
socially-constructed-person;['delaware county, pennsylvania', 'delaware county'];Delaware County is a County in Pennsylvania in da USA.
socially-constructed-person;['kri', 'cree', 'ayisiniwok', 'iyiniwok'];. De Kri, in da Krisproch aa Ayisiniwok oda Iyiniwok, san a Indianavoik vo Noadamerika.
socially-constructed-person;['ojibwe', 'anishinabe'];De Ojibwe, aa Chippewa oda Anishinabe san a noadamerikanisches Indianavoik.
socially-constructed-person;['gschicht vo de maya', 'maya'];De Maya san a indigens Voik des bis Heid nu in Middlamerika lebt.
socially-constructed-person;['shawnee'];De Shawnee, Shaawanwaki, Shaawanooki, Shaawanowi lenaweeki und Shawano, san Algonkin sprechnde Indiana vo Noadamerika.
socially-constructed-person;['patrizier'];Patrizier is de Bezeichnung fia de Owaschicht im Remischen Reich.
socially-constructed-person;['aztekn', 'gschicht vo de aztekn', 'azteken'];De Aztekn oda Azteken is a Sammebegriff fia mesoamerikanische Kuituan, de wo zwischn im 14.
socially-constructed-person;['indiana', 'indianer'];Indiana is de Sammebezeichnung fia de Uaeiwohna
socially-constructed-person;['medizinmo', 'medizinmann'];Da Medizinmo is da Schamane vo de noadamerikanischn Indiana, oiso a spiritueja Fiahra und Heila.
socially-constructed-person;['ahrei'];Ahrei oda Ährei
socially-constructed-person;['judn', 'jehudim', 'jud', 'jude', 'juden'];Judn wean de Aunghearign vom jidischn Voik und vo da jidischen Religion gnennt.
socially-constructed-person;['idiot', 'depp'];Dea Aasdruck Idiot is im heudign Sprochgebrauch ois Schimpfwoat gläufig und bezeichnet an dumma Menschn.
socially-constructed-person;['clown'];A Clown is a Kinstla, dea wo de Leit zum Locha bringa wui.
socially-constructed-person;['manndal', 'màndal', 'männchen'];A Manndal is in jeglicha Vabindung desjenige Trumm, des ebbs neisteckt oda des neigsteckt wead.
socially-constructed-person;['baua', 'bauan', 'bauer', 'bauern', 'baun', 'beirin', 'bäuerin', 'bairin'];Da Baua und de Bairin san de Leitln, de wo ois Landwiate af'm Bauanhof wiatschoftn doan.
socially-constructed-person;['fedafuxa', 'federfuchser'];A Fedafuxa is a Pedant.
socially-constructed-person;['ged', 'ded', 'dood', 'godn', 'pate', 'patin', 'dodl', 'godl', 'göd'];A Ged, aa God oda Pate, feminin Godn, aa Godl oda Patin is im engan Sinn jemand wo im Kristndum de Tauf vo am Kind untastitzt.
socially-constructed-person;['druide', 'druid', 'druidn'];A Druid oda Druide woa a Priesta und Gsetzgeba vo de Köitn.
socially-constructed-person;['chorherr', 'kanonika'];Chorherr bzw.
socially-constructed-person;['rechtsanwoit', 'rechtsanwälte'];Rechtsanwoit is a Beruafsbezeichnung fia an juristischn Beistand.
socially-constructed-person;['jesus vo nazaret', 'christus', 'jeschua vo nazaret', 'jessas', 'jesus', 'jesus christus', 'jesus von nazaret', 'kristus'];Da Jesus vo Nazaret oda Jeschua vo Nazaret
socially-constructed-person;['starez'];A Starez oda Starzn
socially-constructed-person;['lew nikolajewitsch tolstoi', 'leo tolstoi', 'lew tolstoi', 'tolstoi', 'tolstoy'];Da Lew Nikolajewitsch Tolstoi
socially-constructed-person;['schutzpatron'];A Schutzpatron is im katholischn Sinn a „Schutzheiliga“, dea wo moast duach a Weih mid ana bstimmdn Funkzion vabundn wead.
socially-constructed-person;['trobador', 'troubadour'];A Troubadour oda Trobador oder Troubadour is a Dichda, Komponist und Sänga vo hefischn mittloitalichn Liadan.
socially-constructed-person;['lorelei', 'loreley'];Lorelei is a Oat in Simbabwe.
socially-constructed-person;['gsej', 'gsö'];A Gsej oda Gsö is a Handweaka, dea wo scho ausgleant is.
socially-constructed-person;['philosoph'];A Philosoph is a Mensch, wo noch Weisheit strebt.
socially-constructed-person;['fiarant'];A Fiarant oda Fierant is a Moarkttandla, a fliagada Händla, a Händla ohne dauahoft festn Plotz zun Vakaffa.
socially-constructed-person;['heidlbeag-mensch', 'homo heidelbergensis', 'heidelberg-mensch'];Da Heidlbeag-Mensch, haaßt wissnschoftlich Homo heidelbergensis, und is a scho längst ausgstuabane „Hominini“-Oat vo da Gattung Homo.
socially-constructed-person;['walter gropius', 'gropius'];Da Walter Gropius
socially-constructed-person;['buzal', 'baby', 'buzi', 'säugling'];A Buzal oda Buzi, denglisch Baby, is a kloans Menschnkind im easchdn Lemsjoar.
socially-constructed-person;['muada'];A Muada
socially-constructed-person;['freia mitoabeita', 'freier mitarbeiter', 'freelancer'];Oijs freia Mitoabeita – aa freischoffnd oda in oanign Branchn Freelancer gnennt – wead a Person bzeichnat, de fia a Untanehma Afträg ausfiat oda Projekte bdreit, ohne dobei in des Untanehman eigliadat zsein.
socially-constructed-person;['skinhead'];Skinhead
socially-constructed-person;['diandl', 'deandl', 'dirndl', 'madl', 'mädchen'];A Diandl, aa Dirndl oda Deandl, ko a Madl oda a jungs Wei sei, de no ned vaheirat is.
socially-constructed-person;['thomas alva edison'];Da Thomas Alva Edison (* 11.
socially-constructed-person;['wei', 'frau', 'dàm', 'weiba', 'weibaleid', 'weibaleit'];A Wei is de eawochsane Foam vo om Menschn, dea wo aus biologische oda psychosozioin Grind ois weibli ogseng wead oda se sejwa so siachd.
socially-constructed-person;['mo', 'må', 'môô', 'mann', 'mauna', 'monn', 'mãõ'];A Mo is rein biologisch gseng, deajenige, dea wos a männlichs Foatpflanzungsorgan hod.
socially-constructed-person;['konquistador'];Konquistador is a Sammebegriff fia Soidatn, Entdecka und Abenteira, de am 16.
socially-constructed-person;['squaw'];Squaw is de Bezeichnung fia indianische Weiwaleit.
socially-constructed-person;['afroamerikana'];Afroamerikana, engl.
socially-constructed-person;['hispanics'];De Hispanics hand a Ethnie in Amerika, de olle Eihwohna mid hispanoamerikanischa oda spanischa Heakunft bezeichnet.
socially-constructed-person;['suffragan'];Suffragan is jeds za Siez und Stimm brechtigde Midglied vo om Kollegium vo Geistliche vo ana Kiachnprovinz.
socially-constructed-person;['dante alighieri', 'dante'];Da Dante Alighieri
socially-constructed-person;['sokrates'];Sokrates (oidgriach.: Σωκράτης, Sōkrátēs * 469 v.
socially-constructed-person;['slawn'];De Slawn san a Grubbm vo Vöka, de wos a slawische Sproch redn und de wos vuar oim in Ostmidtleiropa, Osteiropa und Sidosteiropa dahaam san.
socially-constructed-person;['irokesen', 'irokesn'];De Irokesen, aa Irokesn oda Haudenosaunee san a Bund vo Indiana-Vejka.
socially-constructed-person;['mao tse-tung', 'mao', 'mao zedong'];Mao Tse-tung, aa Mao Zedong (* 26.
socially-constructed-person;['ferdinand magellan', 'magellan ferdinand'];Da Ferdinand Magellan woa a portugisischa Entdecka dea vum Friiling 1480 bis zum 27.
socially-constructed-person;['komponist', 'komponistn'];A Komponist is a Person, de musikalische Weake schreibt und diese Weake nachher als geistigs Eigentum besitzt.
socially-constructed-person;['persephone'];De Persephone, aa Kore oda Kora gnennt, is in da griachischen Mythologie de Kinigin vo da Untawejd und a Doudn- und Fruchborkeitsgeddin.
socially-constructed-person;['matthäus'];Da Matthäus (hebr.
socially-constructed-person;['andreas'];Da Andreas (* früha 1.
socially-constructed-person;['petrus', 'simon petrus'];Da Simon Petrus is nochm Neien Testament mit seim Bruada Andreas zamm oana von de easchtn Judn gwen, de Jesus vo Nazaret in sei Nochfoige beruafn hod.
socially-constructed-person;['isaac newton', 'newton'];Sir Isaac Newton (* 4.
socially-constructed-person;['charles darwin', 'darwin', 'charles robert darwin', 'darwin charles'];Charles Robert Darwin
socially-constructed-person;['amerigo vespucci'];Da Amerigo Vespucci, * 9.
socially-constructed-person;['karl marx'];Karl Marx
socially-constructed-person;['blaise pascal'];Da Blaise Pascal (* 19.
socially-constructed-person;['martin luther', 'luther', 'luther martin'];Da Martin Luther
socially-constructed-person;['heimdall'];Heimdall is in da nordischn Mythologie a Gott vo de Asen.
socially-constructed-person;['freyr'];Freyr hoaßt Hea, im oidhochdeitschn fro, wos eigntlich koa Naum, sundan a Bezeichnung is.
socially-constructed-person;['baldr', 'balder', 'baldur'];Baldr is in da nordischn Mithologie da God vom Liacht, Glick, vo da Liab und Schee.
socially-constructed-person;['moloch', 'molok'];Moloch oda Molok is a oida semitischa God, bsundas vo de Phenizia bzw.
socially-constructed-person;['uranos', 'uranus'];Uranos is in da griachischn Mythologie da Himmesgod ois peasonifiziata Himme.
socially-constructed-person;['dyaus', 'dyaus pita'];Da Dyaus oda Dyaus Pita is in da vedischn Mythologie da Himmesgod bzw.
socially-constructed-person;['ziu', 'tiu', 'tyr'];Ziu oda Tiu is da germanische God vom Kampf, Sieg und Recht.
socially-constructed-person;['aphrodite'];Aphrodite is in da griachischen Mythologie de Geddin vo da Liab, da Scheenheit und vom Sex.
socially-constructed-person;['freya', 'freja'];De Freya, aa Freja is da Nama vo da germanischn Geddin vo da Liab und vo da Eh.
socially-constructed-person;['aurora'];Aurora is znaxt de lateinische Bezeichnung vom Morgnrod.
socially-constructed-person;['frigg', 'frija'];De Geddin Frija oda Frigg is in da germanischn Mithologie de Frau vom Wodan und gheat zu de Asen.
socially-constructed-person;['selene'];Selene is a Mondgeddin vo da griachischn Mythologie.
socially-constructed-person;['homer'];Homer is da easchte nomantli bekonnte Dichta vo da griachischn Antike.
socially-constructed-person;['musä', 'musen', 'muse', 'musn'];De Musn (Oazoi: Musä. (griachisch Μοῦσαι, Oazoi: Μοῦσα, Mousa. dt.: Musen) san in da griachischn und remischn Mythologie de Schutzgeddinna vo Wissnschoft und Kunst.
socially-constructed-person;['heidnchristntum', 'gentilitas', 'heidnchristn'];'S Heidnchristntum is de Bezeichnung für dejenige Christn in de easchtn Jahrhundatn n.
socially-constructed-person;['galileo galilei'];Galileo Galiei
socially-constructed-person;['benedikt vo nursia', 'san benedetto di norcia'];Da Benedikt vo Nursia (ital.: San Benedetto di Norcia. * uma 480 in Nursia bei Perugia. † 21.
socially-constructed-person;['leonidas', 'leonidas i.'];Leonidas ausm Gschlecht vo de Agiaden wor vo 490 v.
socially-constructed-person;['augustinus vo hippo'];Da Augustinus vo Hippo (* 13.
socially-constructed-person;['selkupische sproch', 'selkupische sprache'];De selkupische Sproch is oane dea samojedischn Sprochn.
socially-constructed-person;['nikolaus kopernikus', 'nicolaus copernicus', 'niklas koppernigk'];Da Nikolaus Kopernikus, aa Nicolaus Copernicus, geboan ois Niklas Koppernigk
socially-constructed-person;['higlbaua', 'moundbuilders'];Higlbaua oda Moundbuilders nennt ma olle prähistorischn Einwohna vo Nordamerika, de wo Eadhigl
socially-constructed-person;['hera'];Hera woar in da griachischn Mythologie de Geddin vo da Eh und da Gebuat, iah Naum bedeit "Herrin", wos af iahn Titl "Geddakenigin" hihweist.
socially-constructed-person;['anton pawlowitsch tschechow', 'tschechow'];Da Anton Pawlowitsch Tschechow [ˈtʃʲɛxəf]
socially-constructed-person;['lenin', 'wladimir iljitsch lenin', 'wladimir iljitsch uljanow'];Wladimir Iljitsch Uljanow
socially-constructed-person;['fjodor michailowitsch dostojewski', 'dostojewski', 'fjodor dostojewski'];Da Fjodor Michailowitsch Dostojewski
socially-constructed-person;['josef stalin', 'stalin'];Josef Stalin
socially-constructed-person;['fee'];Feen san wundascheene, weibliche Geistwesen mit magischn Kräftn, de bevorzugt in Seen, Wejdern und Grotten lem.
socially-constructed-person;['schinda'];Schinda oda Wosnmoasta
socially-constructed-person;['boda', 'friser', 'friseur'];A Boda is a Fachmo fia d Pflege vo de Hoa am Kopf und fia as Gstoitn vo da Frisua.
socially-constructed-person;['jaga'];A Jaga is oana, dea wo a Wuid jogd, oisa Woidviecha fangt oda erlegt.
socially-constructed-person;['flichtiga'];A Flichtiga is, voazuagsweis in da Sprochweis vo Polizei und Justiz, a Peason, de se de Strofvafoigungsbeheadn duach Flucht entziagd.
socially-constructed-person;['spangla'];A Spangla, aa Bleechschmied, Bleechna oda Floschna
socially-constructed-person;['haura', 'hauer', 'winzer'];A Haura is a Baua, dem wos sei Hockn da Aunbau vo Wein is.
socially-constructed-person;['gay', 'gaius'];gay is a Fremdwuat fia homosexuell, des wos ausn Englischn kummt.
socially-constructed-person;['hippie'];A Hippie is a Person in oana Jugendbwegung, weiche in de 1960er Joar Ufschwung hotte.
socially-constructed-person;['dramatiker'];A Dramatiker oda Theaterautor is a Schriftstölla, dea wos Theatastickln schreibt.
socially-constructed-person;['sandler', 'sandla'];Sandler sei haßt, doss ma dawö kan fixn Bloz zum Schlofn hod.
socially-constructed-person;['miguel de cervantes', 'miguel de cervantes saavedra', 'cervantes'];Miguel de Cervantes Saavedra [miˈɣel ðe θeɾˈβantes sa.aˈβeðɾa]
socially-constructed-person;['engl'];As Wórt Engl kimp van griachischn angelos.
socially-constructed-person;['apollon', 'apollo'];Apollon (oidgr.
socially-constructed-person;['thomas'];Da Thomas is oana von de zwöif Apostln von Jesus Christus gwen.
socially-constructed-person;['gschwistarakind'];Gschwistarakinda
socially-constructed-person;['muadageddin'];A Muadageddin
socially-constructed-person;['neil armstrong', 'neil alden armstrong'];Da Neil Alden Armstrong
socially-constructed-person;['luna'];Luna is in da remischn Mithologie d Mondgeddin.
socially-constructed-person;['buagamoasta', 'burgamoasta', 'buagamasta', 'buachamoisda', 'bürgermeister', 'biagamoasta', 'birgamoăsta', 'buagamoaster', 'buagamásta', 'buargamoasta', 'bugamoasta', 'burgamàsta', 'burgamásta', 'bürgamoasda', 'bürgamoasta', 'bürgamàsta', 'bürgamáásta', 'buagamoastarin', 'burgamoastarin', 'bürgermeisterin', 'obabuagamoasta', 'oberbürgermeister', 'oberbürgermeisterin'];A Buagamoasta oder Buagamoastarin is s Obahapt vo oana Gmoa oda Stod.
socially-constructed-person;['haiptling', 'häuptling'];A Haiptling is a Fiara vo am Stamm oda Clan.
socially-constructed-person;['papst', 'popst'];Da Popst is des Obahaupt vu da katholischn Kiachn und zgleich Bischof vo Rom.
socially-constructed-person;['leichtfeiaweata', 'leichttuamweata', 'leuchtfeuerwärter', 'leuchtturmwärter'];Leichtfeiaweata hom de Afgob, das zur Sicherung des Schiffsverkehrs dienende Leuchtfeuer von Sonnenuntergang bis Sonnenaufgang hell und klar brennen zu lassen sowie kleinere Arbeiten am Leuchtturm vorzunehmen.
