activity;['raga', 'kiwiki', 'rugby', 'raga soka', 'rugger'];Raga (ing.
socially-constructed-person;['john quincy adams', 'rais john quincy adams'];John Quincy Adams alikuwa Rais wa sita wa Marekani kuanzia mwaka wa 1825 hadi 1829.
socially-constructed-person;['andrew jackson', 'old hickory'];Andrew Jackson alikuwa Rais wa saba wa Marekani kuanzia mwaka wa 1829 hadi 1837.
socially-constructed-person;['martin van buren', 'rais van buren', 'van buren'];Martin Van Buren alikuwa Rais wa nane wa Marekani kuanzia mwaka wa 1837 hadi 1841.
socially-constructed-person;['william henry harrison', 'william harrison', 'rais william henry harrison'];William Henry Harrison alikuwa Rais wa tisa wa Marekani kwa mwezi mmoja tu wa mwaka wa 1841 hadi kifo chake.
socially-constructed-person;['askofu mkuu', 'maaskofu wakuu', 'archbishopric', 'archiepiscopal'];Askofu mkuu ni cheo cha askofu kiongozi anayesimamia maaskofu katika jimbo la kanisa lenye dayosisi mbalimbali.
socially-constructed-person;['mministranti', 'ministranti', 'mtumikizi', 'mtumishi wa altare', 'mtumishi wa misa', 'madhabahu mvulana', 'mvulana madhabahu', 'server madhabahu'];Mministranti ni Mkristo mlei
socially-constructed-person;['wakarmeli', 'kameliti', 'o.carm.', 'karmeli', 'order karmeli', 'white friar'];Wakarmeli ni watawa wa Kanisa Katoliki ambao labda ulianzishwa katika karne ya 12 kwenye mlima Karmeli ukizingatia juhudi za nabii Elia zilizojumlishwa katika maneno yake yanayotumika kama kaulimbiu ya shirika: "Zelo zelatus sum pro Domino Deo exercituum".
socially-constructed-person;['yatima', 'mfiwa', 'yatima vita'];Yatima ni mtoto aliyefiwa au kutelekezwa moja kwa moja na wazazi wake wote.
socially-constructed-person;['kristofa mfiadini', 'christopher'];Kristofa ni mtakatifu anayeheshimiwa na madhehebu mengi ya Ukristo kama mfiadini wa karne ya 3.
socially-constructed-person;['mtakatifu paulo', 'paulo', 'mtume paulo', 'matakatifu paulo', 'mt. paulo', 'paulo mtakatifu', 'paulo wa tarso', 'mtume wa mataifa', 'sauli wa tarso'];Mtume Paulo ni mmisionari mkuu wa Yesu Kristo katika historia ya Kanisa.
socially-constructed-person;['mtunzi wa nyimbo', 'mtunzi', 'ballad maker', 'kuandika wimbo', 'mwandishi wimbo', 'uandishi wa nyimbo', 'watunzi', 'wimbo-mwandishi'];Mtunzi wa nyimbo ni mtu anayebuni nyimbo.
socially-constructed-person;['hans christian andersen', 'andersen'];Hans Christian Andersen alikuwa mwandishi nchini Denmark.
socially-constructed-person;['malkia', 'malkia regnant', 'empress regnant', 'kike monarken'];Malkia ni mtawala wa kike juu ya nchi katika utaratibu wa ufalme.
socially-constructed-person;['watu wazima', 'utu uzima', 'grownup'];Watu wazima Kibiolojia linaweza kumaanisha watu wale walio hai, hasa wakiwa na afya njema, tofauti na wafu na wagonjwa.
socially-constructed-person;['maharaja', 'maharajah', 'maharaj', 'maharajadhiraj', 'maharajas', 'maharajkumar'];Maharaja ni cheo cha kihistoria kwa mtawala mkabaila nchini Uhindi.
socially-constructed-person;['upagani', 'heathenism', 'kipagani dini', 'wasiomjua'];Upagani ni jina la kutaja imani za kidini amabazo ama zinaabudu miungu mingi au ni dini za jadi.
socially-constructed-person;['watoto wa mitaani', 'watoto wa mtaani', 'waif', 'mitaani mtoto', 'mtoto wa mitaani'];Watoto wa mitaani ni watoto ambao wamekosa makazi bora, malazi na mavazi kutoka kwa wazazi au walezi wao.
socially-constructed-person;['mtu', 'nafsi', 'mtu binafsi', 'mwanaadamu', 'watu binafsi'];Nafsi ni neno la mkopo kutoka Kiarabu.
socially-constructed-person;['mtoto', 'utoto', 'watoto'];Mtoto ni mwanadamu mwenye umri mdogo, asiye mtu mzima bado.
socially-constructed-person;['mwalimu wa kanisa', 'walimu wa kanisa', 'walimu wa kanisa katoliki', 'daktari wa kanisa', 'madaktari wa kanisa'];Mwalimu wa Kanisa ni jina la heshima ambalo kwa nadra Kanisa Katoliki linampa mtakatifu ambaye katika maisha, mafundisho na maandishi yake alionyesha na kueneza mwanga wa pekee katika masuala ya imani, maadili na maisha ya kiroho.
socially-constructed-person;['daktari', 'tabibu', 'mganga', 'dokta', 'daktari medical', 'madaktari', 'mganga mkuu'];Tabibu ni mtu aliyesoma elimu ya tiba hadi kufikia kiwango kinachompa uwezo wa kutambua na kutibu magonjwa mbalimbali.
socially-constructed-person;['tsar', 'czar', 'tzar', 'czarist', 'kirusi tsar', 'tsardom', 'tsars'];Tsar ilikuwa cheo cha mfalme au mfalme mkuu katika Urusi na pia katika Serbia na Bulgaria.
socially-constructed-person;['baba', 'baba mzazi', 'kiume mzazi', 'naapa kwa mzazi'];Baba ni mwanamume aliyemzaa mtoto au anamlea.
socially-constructed-person;['mmonaki', 'wamonaki', 'umonaki', 'kimonaki', 'mtawa'];Mmonaki ni mwanamume au mwanamke anayefanya juhudi za pekee katika dini yake, akiishi peke yake au katika jumuia ya kitawa, ambayo nyumba yake inaitwa monasteri.
socially-constructed-person;['bradha', 'bruda', 'friar', 'fra', 'ndugu', 'ombaomba', 'pantaram', 'wahanga'];Bradha au bruda ni namna ya kutaja watawa wanaume Wakristo wasio makasisi.
socially-constructed-person;['ndugu'];Ndugu ni hasa mtu anayechanga na mwingine mzazi mmojawapo, lakini pia anayechanga naye babu, bibi au asili moja.
socially-constructed-person;['towashi', 'castrate', 'matowashi'];Towashi ni mwanamume asiyeweza tendo la ndoa, kwa mfano yule aliyehasiwa.
socially-constructed-person;['mume', 'hubby', 'walioolewa mtu'];Mume ni binadamu wa jinsia ya kiume ambaye ameoana na mwanamke.
socially-constructed-person;['mke', 'ndoa mwanamke'];Mke ni binadamu wa jinsia ya kike ambaye ameoana na mwanamume.
socially-constructed-person;['wakelti', 'waselti', 'celt', 'cruzcampo', 'kelt', 'pelforth'];Wakelti walikuwa watu wa kundi kubwa la makabila ya Ulaya katika Zama za Kale.
socially-constructed-person;['walombardi', 'walongobardi', 'langobard', 'lombard', 'lugha lombard'];Walombardi walikuwa moja kati ya makabila ya Kijerumani.
socially-constructed-person;['wakazakhi', 'wakazakh'];Wakazakhi ni taifa lenye kutumia Kikazakhi, mojawapo ya lugha za Kiturki linalopatikana hasa nchini Kazakhstan, lakini pia katika Mongolia, China, Urusi, Uzbekistan na Afghanistan.
socially-constructed-person;['wahamaji', 'bedui', 'hamaji', 'kabila kuhamahama', 'kuhamahama', 'makabila kuhamahama', 'nomadism', 'watu kuhamahama'];Wahamaji ni watu wasio na makao ya kudumu ama kwa sababu ya kuwa wawindaji-wakusanyaji, ama kwa kuwatimizia mahitaji mifugo yao katika mazingira magumu, ama kwa sababu wanazunguka daima kuuza bidhaa zao.
socially-constructed-person;['wasomali', 'msomali', 'somalia', 'ukoo wa somalia', 'watu wa somalia'];Wasomali ni kabila kubwa la watu katika eneo linaoitwa Pembe la Afrika ambalo ni eneo linalopakana na Bahari ya Hindi na kugawanyika kati ya nchi nne: Somalia, Kenya, Ethiopia na Jibuti.
socially-constructed-person;['maya', 'lugha mayan', 'mayans', 'ustaarabu maya', 'ustaarabu mayan', 'utamaduni mayan'];Maya ni jina la ustaarabu uliostawi kusini mwa Meksiko ya leo pamoja na Gwatemala, Belize na sehemu za Honduras na El Salvador kuanzia mwaka 2000 hivi KK hadi waliposhindwa na Wahispania kutoka Ulaya.
socially-constructed-person;['mafarisayo', 'farisayo', 'mfarisayo'];Mafarisayo waliunda madhehebu mojawapo ya Uyahudi ambayo wakati wa Yesu Kristo iliweza kufikia 5% ya Wayahudi wote, lakini ilikuwa na athari kubwa katika jamii yao, kutokana na sifa ya kuwa wanadini hasa.
socially-constructed-person;['wakopti', 'kanisa la misri', 'kanisa la kikopti', 'ukristo wa kikopti', 'wakhufti', 'copt'];Wakopti ni Wakristo asili wa Misri, ambao wanafuata madhehebu ya pekee katika kundi la Makanisa ya Kiorthodoksi ya Mashariki na wanaunda kundi kubwa zaidi la wakazi wasio Waislamu katika nchi hiyo.
socially-constructed-person;['waostrogoti', 'waostrogothi', 'ostrogoth'];Waostrogoti walikuwa kabila la Kigermanik ambalo, pamoja na Wavisigoti, walichangia sana anguko la Dola la Roma na mwanzo wa Karne za Kati Ulaya.
socially-constructed-person;['wavandali', 'mhuni'];Wavandali walikuwa kabila kubwa la Kigermanik la mashariki ambao katika karne tano za kwanza BK walihama kutoka sehemu za Poland ya leo hadi Afrika ya Kaskazini wakiunda Ufalme wao katika maeneo ya Algeria na Tunisia ya leo, pamoja na kutawala visiwa vya Mediteraneo magharibi.
socially-constructed-person;['azteki', 'waazteki', 'aztecs', 'ustaarabu azteki'];Azteki ilikuwa jina la ustaarabu muhimu nchini Mexiko kabla ya kufika kwa Wahispania.
socially-constructed-person;['waindio', 'wahindi wekundu', 'maindio', 'waamerindia', 'red hindi', 'amerindians', 'hindi', 'watu wa asili ya amerika', 'watu wa asili ya amerika kaskazini', 'wazawa wa amerika'];Waindio au Wahindi wekundu ni watu wanaotokana moja kwa moja na waliokuwa wenyeji wa Amerika kabla ya bara hilo kufikiwa na Christopher Columbus kutoka Ulaya.
socially-constructed-person;['amhara', 'waamhara'];Amhara ni kabila asili la nyanda za juu za kati nchini Ethiopia, wakiwa na idadi ya watu milioni 19.8.
socially-constructed-person;['wavisigoti', 'visigoti', 'wavisigothi', 'visigoth'];Wavisigoti walikuwa kabila la Kigermanik, ambalo pamoja na Waostrogoti, walichangia sana anguko la Dola la Roma na mwanzo wa Karne za Kati Ulaya.
socially-constructed-person;['george beadle', 'george wells beadle'];George Wells Beadle alikuwa mwanajenetiki kutoka nchi ya Marekani.
socially-constructed-person;['waanglia-saksoni', 'anglo-saxon'];Waanglia-Saksoni walikuwa Wagermanik wenye asili katika Ujerumani ya Kaskazini ya leo waliohamia Uingereza wakati wa karne ya 5 na 6 BK na kuwa wenyeji hata wakahesabiwa kama mababu wa Waingereza wa leo.
socially-constructed-person;['sierra leone', 'siera leoni', 'sera leoni', 'seralioni', 'jamhuri ya sierra leone'];Sierra Leone ni nchi ya Afrika ya Magharibi.
socially-constructed-person;['wasomali', 'msomali', 'somalia', 'ukoo wa somalia', 'watu wa somalia'];Wasomali ni kabila kubwa la watu katika eneo linaoitwa Pembe la Afrika ambalo ni eneo linalopakana na Bahari ya Hindi na kugawanyika kati ya nchi nne: Somalia, Kenya, Ethiopia na Jibuti.
socially-constructed-person;['henrik ibsen', 'henrik johan ibsen', 'ibsen'];Henrik Johan Ibsen alikuwa mwandishi wa Norwei.
socially-constructed-person;['patrick wa ireland', 'saint patrick', 'patrick', 'st patrick'];Patrick wa Ireland aliishi kuanzia mwaka 387 hivi hadi tarehe 17 Machi 461.
socially-constructed-person;['bipolar disorder', 'bipolar', 'bipolar disorder kuguswa', 'bipolar na unyogovu', 'manic-unyogovu', 'manic huzuni', 'manic huzuni ugonjwa', 'manic unyogovu', 'manic ya mfadhaiko', 'manic ya mfadhaiko psychosis', 'unyogovu manic', 'wigo bipolar'];Tatizo la kubadilika kwa hisia, kama kufurahi na kuhuzunika kupita kiasi, ni tatizo la kiakili ambalo husababisha misimu ya huzuni na misimu ya furaha zisizo za kawaida.
socially-constructed-person;['wakala', 'kugawa', 'mjumbe', 'wajumbe'];Wakala ni mwakilishi wa serikali, kampuni, asasi au shirika fulani katika kutekeleza jukumu fulani.
socially-constructed-person;['waziri', 'waziri wa serikali', 'junior waziri', 'kisiasa waziri', 'serikali waziri', 'waziri junior'];Waziri ni afisa wa serikali anayeongoza wizara pamoja na idara mbalimbali zilizo chini ya wizara hiyo.
socially-constructed-person;['paroko', 'curate', 'gombera', 'mchungaji', 'parson', 'waziri', 'waziri wa dini', 'kuhani parokia', 'mchungaji mwandamizi', 'mchungaji na mwalimu', 'mkristo waziri', 'msaidizi curate', 'tiba', 'wachungaji', 'waziri wa kidini'];Paroko ni padri aliyekabidhiwa na Askofu uchungaji wa parokia.
socially-constructed-person;['mauzo', 'mauzo ya mwakilishi', 'salesperson', 'mauzo rep', 'mfanyabiashara'];Mauzo ni shughuli inayohusiana na kuuza au kiasi cha bidhaa au huduma zinazouzwa katika muda fulani.
socially-constructed-person;['mamluki', 'askari wa bahati'];Mamluki ni askari aliyekodiwa ambaye hayuko katika kikosi cha jeshi la nchi.
socially-constructed-person;['waanglia-saksoni', 'anglo-saxon'];Waanglia-Saksoni walikuwa Wagermanik wenye asili katika Ujerumani ya Kaskazini ya leo waliohamia Uingereza wakati wa karne ya 5 na 6 BK na kuwa wenyeji hata wakahesabiwa kama mababu wa Waingereza wa leo.
socially-constructed-person;['mwanahisabati', 'wanahisabati', 'mtaalamu wa hisabati'];Mwanahisabati ni mtaalamu anayetumia ujuzi mpana wa hisabati katika kazi yake, ili kutatua mafumbo ya kihisabati.
socially-constructed-person;['mwanamichezo', 'mwanariadha', 'sportspeople', 'sportsperson mstaafu', 'sportswoman', 'wanamichezo'];Mwanamichezo ni mtu ambaye anajishughulisha na aina fulani ya michezo ili apate kuwa na afya njema au kwa kushindana na wanamichezo wengine.
socially-constructed-person;['mwanaanga', 'spaceman', 'wanaanga'];Mwanaanga ni mtu anayerushwa katika anga-nje yaani anga lililo nje ya angahewa ya dunia.
socially-constructed-person;['abiria'];Abiria ni watu wanaosafiri kwa kupanda meli, ndege, gari, basi, pikipiki au treni.
socially-constructed-person;['dj', 'disc jockey', 'disc jokey', 'disk jockey', 'deejay', 'deejaying', 'deejays', 'disc-jockey', 'disk jockeys', 'jockey disc', 'jockeys disc', 'jockeys disk', 'redio deejay', 'selector'];Disc Jockey ni mtu anayeunganisha miziki kadhaa ikicheza, mara nyingi kwenye hadhira walio kwenye klabu au mtandao au kwenye matangazo.
socially-constructed-person;['dume', 'kiume', 'kiume mtu', 'wanaume'];Dume ni kiumbehai yeyote yule wa jinsia ya kiume, yaweza kuwa dume la nyani, dume la simba, na kadhalika.
socially-constructed-person;['mtakatifu', 'watakatifu', 'katoliki saint', 'watu mkristo'];Mtakatifu ni binadamu aliye hai au aliyekufa ambaye dini fulani au watu mbalimbali wanamheshimu kwa namna ya pekee kwa jinsi alivyoonekana kuwa jirani zaidi na Mungu hata akashirikishwa utakatifu wake.
socially-constructed-person;['alumni', 'alumna', 'alumnus', 'alumn', 'alumnae'];Alumni ni neno la kutaja watu waliokuwa wanafunzi wa chuo kikuu fulani.
socially-constructed-person;['daktari', 'dokta', 'dk.', 'ph.d.', 'phd', 'dr'];Daktari ni neno lenye asili ya Kilatini lililoingia Kiswahili kwa kupitia Kiingereza.
socially-constructed-person;['mtaalam', 'bingwa', 'mtaalamu', 'wataalam'];Bingwa ni mtu apataye matokeo bora kuliko wengine katika fani fulani.
socially-constructed-person;['mwanasayansi', 'wanasayansi'];Mwanasayansi ni mtu anayejihusisha na shughuli maalum ili kupata maarifa.
socially-constructed-person;['adui', 'foeman'];Adui ni mtu au kundi ambalo linathibitishwa kama baya au linalotishia amani.
socially-constructed-person;['mpasuaji', 'upasuaji', 'sawbones', 'uendeshaji upasuaji'];Mpasuaji ni daktari wa tiba ambaye hufanya shughuli za upasuaji katika viungo mbalimbali vya binadamu.
socially-constructed-person;['wanaastronomia', 'mwanaastronomia', 'falaki', 'uranologist'];Wanaastronomia ni wataalamu wa masuala ya astronomia au elimu ya nyota na anga-nje.
socially-constructed-person;['alhaji', 'haji', 'hajja', 'hujaji', 'hadji', 'hajji'];Alhaji
socially-constructed-person;['mpishi', 'chef', 'chef commis', 'chef mtendaji', 'mtendaji chef', 'sous-chef'];Mpishi ni mtaalamu au ni mtumishi ambaye anahusika na maandalizi ya vyakula mbalimbali.
socially-constructed-person;['mchekeshaji', 'comedian', 'comedians', 'comic'];Mchekeshaji ni mtu anayetoa maneno ya mzaha, au anaigiza kwa vichekesho.
socially-constructed-person;['mwanasheria', 'wakili', 'jinai wakili', 'ushauri wa kisheria', 'wanasheria', 'wanasheria kesi'];Mwanasheria ni mtaalamu wa fani ya sheria.
socially-constructed-person;['yesu', 'yesu kristo', 'mchungaji mwema', 'mwokozi', 'yesu katika ukristo', 'yesu kristo wa nazareti', 'yesu mnazareti', 'kristo', 'nazarene', 'yesu wa nazareti'];Mwokozi katika teolojia ya Ukristo, ni sifa mojawapo ya Yesu kutokana na imani ya kwamba ndiye aliyetekeleza wokovu wa binadamu wote.
socially-constructed-person;['yesu', 'yesu kristo', 'mchungaji mwema', 'mwokozi', 'yesu katika ukristo', 'yesu kristo wa nazareti', 'yesu mnazareti', 'kristo', 'nazarene', 'yesu wa nazareti'];Yesu alikuwa Myahudi mwanamume aliyeishi miaka 2000 hivi iliyopita.
socially-constructed-person;['yesu', 'yesu kristo', 'mchungaji mwema', 'mwokozi', 'yesu katika ukristo', 'yesu kristo wa nazareti', 'yesu mnazareti', 'kristo', 'nazarene', 'yesu wa nazareti'];Mchungaji mwema ni namna mojawapo ya Yesu kuwaeleza wafuasi wake yeye ni nani kwao.
socially-constructed-person;['hakimu', 'jaji', 'haki', 'iudex', 'majaji'];Hakimu ni mtu anayeendesha kesi mahakamani akiwa peke yake au akiwa kama sehemu ya jopo la mahakimu.
socially-constructed-person;['leo tolstoy', 'lev tolstoy', 'count law nikolayevitch tolstoy', 'tolstoy'];Lev Nikolayevich Tolstoy alikuwa mwandishi kutoka nchi ya Urusi.
socially-constructed-person;['mhunzi', 'uhunzi', 'blacksmithing', 'duka mhunzi', 'wahunzi'];Mhunzi ni mtu anayechonga vitu vya metali.
socially-constructed-person;['mwanafalsafa', 'wanafalsafa'];Mwanafalsafa ni mtaalamu wa fani ya falsafa, iliyoanzishwa katika Ugiriki ya Kale na ikaenea duniani kote hadi leo.
socially-constructed-person;['jini', 'majini', 'djinn', 'djinni', 'djinny', 'genie', 'genies', 'jinnee', 'taa uchawi'];Jini ni jina la Kiswahili lililotokana na neno la Kiarabu الجن‎, al-jinn.
socially-constructed-person;['mwigizaji', 'muigizaji', 'mwigizaji wa filamu', 'uigizaji', 'mwigizaji wa marekani', 'actresses', 'histrion', 'mchezaji', 'muigizaji televisheni', 'muigizaji ukumbi wa michezo', 'mwigizaji filamu', 'mwigizaji hatua', 'mwigizaji movie', 'thespian', 'watendaji'];. Mwigizaji ni mtu anayeigiza, au anapewa kijisehemu cha kuigiza katika filamu, tamthiliya, vipindi vya televisheni, mchezo, au mchezo wa redio.
socially-constructed-person;['febe'];Febe alikuwa mwanamke wa karne ya 1 aliyeishi Kenkre, moja kati ya bandari mbili za Korintho, Ugiriki.
socially-constructed-person;['makaburu', 'waafrikana', 'boer', 'afrikaaner', 'afrikaaners', 'afrikander', 'boers'];Makaburu ni jina la walowezi Wazungu wa Afrika Kusini na Namibia wanaotumia lugha ya Kiafrikaans.
socially-constructed-person;['sista', 'mama', 'mtawa', 'watawa'];Sista ni neno la mkopo linalotumika katika lugha ya Kiswahili hasa kumaanisha mtawa wa kike, yaani mwanamke aliyewekwa wakfu alipoahidi kushika mashauri ya Kiinjili ya useja mtakatifu, ufukara na utiifu.
socially-constructed-person;['mama', 'kike mzazi', 'kuzaliwa mama'];Mama ni mwanamke anayemlea mtoto hasa aliyemzaa mwenyewe, lakini pengine sivyo, lakini anamlea.
socially-constructed-person;['mwanamitindo', 'gravure sanamu', 'mfano fitness', 'mfano swimsuit', 'mfano wa kupiga picha', 'mtindo mtindo'];. Mwanamitindo ni mtu mwenye kazi ya mkao, au kuonesha kazi za sanaa au maonyesho ya mavazi, kwa kawaida hutafuta soko kwa ajili ya bidhaa.
socially-constructed-person;['mjane', 'mjane mwanamke', 'wajane'];Mjane ni mtu aliyewahi kuwa na mwenzi wa ndoa, halafu akafiwa asioe tena ama asiolewe na mwingine.
socially-constructed-person;['mwanahabari', 'mwandishi wa habari', 'wanahabari', 'waandishi wa habari', 'mwandishi habari', 'mwandishi wa gazeti', 'mwandishi wa habari televisheni', 'vyombo vya habari'];Mwanahabari ni mtu anayefanya kazi ya uandishi wa habari akikusanya, kutayarisha na kusambaza habari.
socially-constructed-person;['msichana', 'wasichana', 'fille', 'missy', 'vijana lady', 'vijana mwanamke'];Msichana ni mwanamke ambaye hajafikia ukomavu wa utu uzima, ni kijana wa jinsia ya kike, ijapokuwa si tena mtoto tu wa binadamu.
socially-constructed-person;['thomas edison', 'edison', 'thomas alva edison'];Thomas Alva Edison alikuwa mvumbuzi mashuhuri na mfanyabiashara nchini Marekani.
socially-constructed-person;['mwanamke', 'wanawake', 'wazima wa kike'];Mwanamke ni mwanadamu wa jinsia ya kike, kwa maana anafaa kuwa mke.
socially-constructed-person;['mwanaume', 'mwanamume', 'wanaume', 'mtu', 'kujamiiana kukomaa', 'ukomavu wa kijinsia', 'wazima kiume'];Mwanaume ni binadamu wa jinsia ya kiume, kwa maana anafaa kuwa mume.
socially-constructed-person;['conquistador', 'conquistador kihispania', 'conquistadores', 'conquistadors'];Conquistador ni neno la Kihispania ya kutaja jumla la wanajeshi, wapelelezi, mabaharia na wengine kutoka Hispania na Ureno waliovamia nchi za Amerika ya Kilatini na Pasifiki na kuzifanya kuwa koloni za Kihispania na za Kireno.
socially-constructed-person;['wamarekani weusi', 'waamerika weusi', 'mmarekani mweusi', 'mwamerika mweusi', 'waafrika-waamerika', 'african-american', 'afro-american', 'black american', 'african american', 'afrika-wamarekani', 'afrika marekani', 'umaskini nyeusi', 'wamarekani afrika'];Wamarekani Weusi ni watu wanaoishi nchini Marekani wakiwa na mababu waliotoka Afrika.
socially-constructed-person;['ernest hemingway', 'ernest miller hemingway', 'hemingway'];Ernest Miller Hemingway alikuwa mwandishi kutoka nchi ya Marekani.
socially-constructed-person;['malaika mkuu', 'arcangel', 'wakuu'];Malaika mkuu ni jina la heshima kwa baadhi ya malaika wenye hadhi ya juu kati ya viumbe vya kiroho.
socially-constructed-person;['adui', 'foeman'];Adui ni mtu au kundi ambalo linathibitishwa kama baya au linalotishia amani.
socially-constructed-person;['samuel beckett', 'samuel barclay beckett', 'beckett'];Samuel Barclay Beckett alikuwa mwandishi kutoka nchi ya Ireland.
socially-constructed-person;['babu wa kanisa', 'baba wa kanisa', 'mababa wa kanisa', 'mababu wa kanisa', 'baba kanisa', 'kanisa baba'];Babu wa Kanisa ni jina la heshima ambalo kuanzia karne IV Kanisa Katoliki limewapatia Wakristo wa kale, wenye utakatifu, elimu na imani sahihi, ambao mafundisho yao yanawezesha kujua mapokeo ya Mitume.
socially-constructed-person;['upadri', 'mapadri', 'padiri', 'padre', 'padri', 'upadiri', 'upadre', 'presbyter', 'makasisi'];Upadri ni daraja takatifu ya kati katika uongozi wa Kanisa Katoliki na madhehebu mengine kadhaa ya Ukristo.
socially-constructed-person;['karani'];Karani ni mtu ambaye hufanya kazi za ofisini katika taasisi za serikali au kampuni au mwajiri mwingine yeyote.
socially-constructed-person;['mkimbizi', 'wakimbizi', 'hifadhi', 'hifadhi-mtafuta', 'ukimbizi', 'vita ya wakimbizi', 'wakimbizi wa kisiasa', 'wanaotafuta hifadhi'];Mkimbizi ni mtu aliyeondoka kwake nyumbani mahali anapoishi kwa sababu ya kulazimishwa, kufukuzwa au kwa hofu ya kuteswa.
socially-constructed-person;['amiri', 'amir', 'emir', 'ameer', 'amirs', 'emeer'];Amiri au Emir
socially-constructed-person;['dante alighieri', 'dante'];Dante Alighieri alikuwa mshairi bora wa lugha ya Kiitalia, mwenyeji wa mji wa Firenze, Italia.
socially-constructed-person;['petrarca', 'francesco petrarca', 'petrarch'];Francesco Petrarca alikuwa mshairi wa Italia wakati wa mwanzo wa Renaissance.
socially-constructed-person;['kapteni', 'nahodha'];Kapteni ni cheo cha kijeshi katika nchi nyingi za dunia.
socially-constructed-person;['sokrates', 'sokrate', 'socrates'];Sokrates alikuwa mwanafalsafa Mgiriki.
socially-constructed-person;['thukidides', 'thucydides'];Thukydides alikuwa kiongozi wa kijeshi na mwanahistoria wa Ugiriki ya Kale kutoka Athini anayekumbukwa hasa kwa maandishi yake kuhusu Vita ya Peloponesi kati ya Athini na Sparta.
socially-constructed-person;['baharia', 'mabaharia', 'mwanamaji', 'wanamaji', 'mfanyabiashara mariner'];Baharia, pia mwanamaji ni mtu anayefanya kazi kwenye chombo cha usafiri majini, hasa baharini kama vile boti, mashua, jahazi au meli.
socially-constructed-person;['waviking', 'mvikingi', 'viking', 'wanormandi', 'wanormani'];Waviking ni jina la kujumlisha makundi ya watu wa makabila ya Kigermanik katika Ulaya ya Kaskazini walioonekana kwa majirani kama wafanyabiashara na pia maharamia wa baharini.
socially-constructed-person;['miungu', 'mungu mdogo', 'politeisimo', 'uungu', 'akawa mungu', 'mungu'];Miungu ni jina linalojumlisha wahusika wanaoabudiwa katika dini mbalimbali kama wenye nguvu na enzi juu ya maisha ya binadamu.
socially-constructed-person;['dwight d. eisenhower', 'dwight eisenhower', 'dwight david eisenhower', 'ike eisenhower', 'dwight eisenhower daudi', 'eisenhower', 'ike', 'rais eisenhower'];Dwight David Eisenhower alikuwa mwanajeshi na mwanasiasa kutoka nchi ya Marekani.
socially-constructed-person;['rama'];Rama ni mungu mmojawapo wa Wahindu ambaye anajulikana kama Maryada Purushottam, Mkuu wa Uungu.
socially-constructed-person;['mao zedong', 'mao tse tung', 'mao tsetung'];Mao Zedong alikuwa kiongozi wa Chama cha Kikomunisti cha China tangu 1935 hadi kifo chake na pia kiongozi mkuu wa China tangu 1949.
socially-constructed-person;['laozi', 'lao-tse', 'lao tsu', 'lao tze', 'laotse', 'laotze', 'lao-tzu', 'lao-zi'];Laozi ni mmoja wa wanafalsafa mashuhuri wa China aliyeishi katika karne ya 6 KK. Laozi si jina bali cheo kama "mwalimu".
socially-constructed-person;['george mfiadini', 'saint george', 'st george'];George alikuwa askari wa Dola la Roma mwenye asili ya Kigiriki kutoka Lydda.
socially-constructed-person;['ferdinand magellan', 'fernando de magallanes', 'fernão de magalhães', 'fernao magalhaes', 'magellan'];Ferdinand Magellan alikuwa baharia na mpelelezi kutoka Ureno katika utumishi wa mfalme wa Hispania aliyekuwa mtu wa kwanza wa kuwa na safari iliyozunguka dunia yote.
socially-constructed-person;['mtunzi', 'mtunzi muziki'];Mtunzi ni hasa mwanamuziki ambaye amebuni wimbo au muziki wa aina yoyote.
socially-constructed-person;['julius caesar', 'caesar', 'gayo julius caesar'];Gaius Julius Caesar alikuwa kiongozi wa kisiasa na wa kijeshi wa Roma ya Kale.
socially-constructed-person;['mtume mathayo', 'mathayo', 'mwinjili mathayo', 'lawi', 'mt.', 'saint mathayo', 'saint mtume mathayo', 'st mtume mathayo'];Mathayo alikuwa Myahudi wa karne ya 1, mmojawapo kati ya Mitume wa Yesu anayeheshimiwa hasa kutokana na Injili yenye jina lake.
socially-constructed-person;['mtume andrea', 'andrea mtume', 'mt. andrea', 'andrew', 'saint andrea', 'saint andrew mtume', 'st andrew'];Mtume Andrea alikuwa Myahudi wa karne ya 1, mmoja kati ya wawili wa kwanza kati ya Mitume wa Yesu.
socially-constructed-person;['mtume petro', 'simoni petro', 'papa petro', 'petro mtakatifu', 'kefa', 'saint peter', 'saint peter mtume', 'st peter', 'st peter mtume'];Simoni Petro alikuwa Myahudi wa karne ya 1, mfuasi wa Yesu Kristo, tena kati ya wandani wake.
socially-constructed-person;['erasmus wa rotterdam', 'erasmo wa rotterdam', 'desiderius erasmus', 'erasmus', 'geert geerts', 'gerhard gerhards'];Desiderius Erasmus wa Rotterdam, anayejulikana kifupi kama Erasmus tu, alikuwa Mholanzi aliyechangia sana tapo la Renaissance, pia padri na mwanateolojia wa Kanisa Katoliki aliyehimiza urekebisho wake.
socially-constructed-person;['gamal abdel nasser'];Gamal Abdel Nasser . alikuwa mwanajeshi na rais wa Misri katika miaka 1954 hadi 1970.
socially-constructed-person;['chester arthur', 'chester a. arthur', 'chester alan arthur', 'rais arthur'];Chester Alan Arthur alikuwa Rais wa 21 wa Marekani kuanzia mwaka wa 1881 hadi 1885.
