abstract-region;['limiet', 'limieten'];In de wiskunde is e limiet e weirde die deur e functie in 't oneindige kan wordn benoaderd.
physical-object;['fersjette', 'verket', 'ferchette', 'fersette', 'forsjette', 'vorkette'];E fersjette, forsjette of vorkette is e sôorte aloam die dêel uutmakt van de couverts en die bestoat uut een handhoave met an den andere kant e dêel tandn, geweunlik drie of viere.
physical-object;['stylo', 'stielo'];Ne stylo es en vôorwerp voe mee te schryvn.
physical-object;['vieloo', 'velo', 'veloo', 'villo', 'vèlo'];E vieloo of veloo is e voertuug dat deur spierkracht wordt angedreevn.
physical-object;['accordeong'];Nen accordeong is e muziekinstrument van de zelste familie lik de trekzak, mondmuzik, harmonium, concertina en bandoneon.
physical-object;['blek'];Blek is een sôorte stoal da vrê dinne gewalst is en derachter mè tin bedekt wordt, wa da 't stoal beschermienge geeft teegn 't roestn.
physical-object;['tallore', 'assiete', 'assiette', 'bord', 'tallôre'];E tallore of en assiette is ne plateau wo da j' by ne moaltyd jen eetn in legt.
physical-object;['luchtbeuke'];De luchtbeuke es de beuke die 't meeste lucht trekt.
physical-object;['concertina'];De concertina is e muziekinstrument die stif trekt up e trekzak.
physical-object;['pekkeln', 'bikkeln'];Pekkeln is een spel da wer gespeeld me klêne klompkes materioal.
physical-object;['orgel'];En orgel is e muziekinstrument, da bestoat ut verschillige puupn woadeure datter lucht strôomt da gebrookn wordt up e labium of up e tonge en ezô ne klank produceert.
physical-object;['strykers'];De strykers is e familie van muziekinstrumentn in 't symfonisch orkest.
physical-object;['priesterkoor'];'t Koor of hoogkoor es de plekke in kerkgebouwn woar dat 't outoar stoat.
physical-object;['middnbeuke', 'hoofdbeuke', 'middnschip', 'schip'];De middnbeuke, hoofdbeuke, middnschip of kortweg 't schip es de grote langgerekte plekke van binn in de meeste kerkn woa dan de meeste mienschn keunn zittn.
physical-object;['viole'];De viole is e snoarinstrument mè vier snoarn.
physical-object;['moederbord'];Dit artikel es geschreevn in 't Roeseloars, en da zou best ozô bluuvn.
physical-object;['chargebuuzze', 'chargebuze', 'sjapmentbûzze', 'sjargebûzze', 'chapment', 'chappement', 'chargebuuze'];De chargebuze of sarzebuzze is juste lyk de capot, d' embrayage en de zjantn e dêel van nen auto.
physical-object;['tungewelf'];Tungewelvn zyn d'oudste en de meest simpele sorte van gewelvn.
physical-object;['sulfer', 'lucifer', 'stekske'];E sulfer, sulferstoksje of steksje, Kortryks: sulfer of stekske, is een outn stoksje met een ountvlamboare kop.
physical-object;['transept', 'dwarsbeuke'];Et transept, de dwarsbeuke of dwarsschip es da deel van de kerke da twèistn up de middnbeuke stoat.
physical-object;['steunbeir', 'contrefort'];Ne steunbeir of contrefort es e versterkienge an den buutnkant van grote gebouwn, surtout van kasteeln, kerkn en kathedroaln.
physical-object;['vestienge', 'vestiengn', 'vestn'];In nuze streke zyn der ier en doar nog vestiengn of vestn te bekykn, uut verschillnde tydn.
physical-object;['stoatie', 'statie', 'stoasche', 'stoasje'];De stoatie of de stoasje es een gebouw woar da je den tring pakt.
physical-object;['internet'];Dit artikel es geschreevn in 't Kortryks, en da zou best ozô bluuvn.
political-geographic-object;['roemenië'];Roemenië is e republiek in Zuud-Ôost-Europa, da vo 't grotste dêel tusschn de riviern Dunarea en Prout ligt.
political-geographic-object;['firenze', 'florence'];Firenze of Florence is e stad in Italie mi round de 360.000 inweuners.
political-geographic-object;['brugge', 'bruhhe', 'brugs'];Dit artikel es geschreevn in 't Brugs, en da zou best ozô bluuvn.
political-geographic-object;['punta arenas'];Punta Arenas es e stad en gemêente in Chili, hillegansn in't zuud'n van't land by de Stroate van Magelloan.
political-geographic-object;['ho chi minhstad'];Ho Chi Minhstad, vroeger Saigon genoemd, is de grotste stad van Vietnam.
political-geographic-object;['marseille'];Marseille es en oavnstad in 't zuudôostn van Vrankryk, 't es d'n ôofdstad van't departement Bouches-du-Rhône en ôok van de regio Provence-Alpes-Côte d'Azur.
political-geographic-object;['utrecht'];Utrecht es e stad en gemêente in Holland en den hoofdstad van de provinsje Utrecht.
political-geographic-object;['sint-petersburg'];Sint-Petersburg is e stad in Rusland.
political-geographic-object;['verona'];Verona es ne stad in 't nôorden van Itoalië.
political-geographic-object;['tanger'];Tanger [Tanzjee] is e belangryke stad in Nôord-Marokko met e bevolkienge van oengevêer 850 000 inweuners.
political-geographic-object;['nôorweegn', 'kongeriket noreg', 'kongeriket norge', 'noorweegn', 'noorwegen', 'noreg', 'norge'];Nôorweegn, officieel 't Keunienkryk Nôorweegn, is e land in Nôord-Europa.
political-geographic-object;['holland', 'olland', 'nederland'];Holland is e land juste ten nôordn va België die dêel uutmakt van 't Keunienkryk van de Nederlandn.
political-geographic-object;['japan'];Japan is een eilandstoat in Oôst-Azië.
political-geographic-object;['monaco'];Monaco is e klêene stoat in Zuud-Europa.
political-geographic-object;['maleisië'];Maleisië is e land in 't zuudôostn van Azië.
political-geographic-object;['comoorn', 'comoren'];De Comoorn officieel Unie van de Comoorn vormn 'n eylandstoat in den Indischn Oceoan vo d' oostkust van Afrika tusschn 't noordoostn van Mozambique, de Fransche regio Mayotte en 't noordwestn van Madagaskar.
political-geographic-object;['iengeland', 'iengland', 'ingeland'];Iengeland is êen van de 4 ounderdêeln van de stoat Verênigd Keunienkryk.
political-geographic-object;['nôord-ierland', 'noord-ierland'];Nôord-Ierland makt t'hope met Iengeland, Schotland en Wales dêel uut van êén stoat: 't Verênigd Keunienkryk.
political-geographic-object;['zwitserland', 'ch'];Zwitserland, officieel de Zwitsersche Boundsstoat of Zwitsersche Confederoasje is e land in 't middn van Europa met Duutsland in 't nôordn, Frankryk in 't westn, Italië in 't zuudn, Ôostnryk en Liechtnstein in 't ôostn.
political-geographic-object;['sovjet-unie', 'ussr'];De Sovjet-Unie, vuluut Unie van Socialistische Sovjetrepubliekn of ofgekort USSR, was e communistische stoat in Eurazië tusschn 1922 en 1991.
political-geographic-object;['frankfurt', 'frankfurt am main'];Frankfurt is 'n stad in Duutsland.
political-geographic-object;['luxemburg', 'grootertogdom luxemburg'];'t Grôotertogdom Luxemburg is e land van de Europeesche Unie.
political-geographic-object;['cornwall'];Cornwall is e ceremonieel groafschap en Unitary authority in den Iengelsche regio South West England, begrensd in 't nôordn en 't westn deur de Keltische Zêe en in 't zuudn deur 't Iengels Kanoal.
political-geographic-object;['marokko'];Marokko, officiêel Keunienkryk Marokko is e land in 't Westn van Nôord-Afrika.
political-geographic-object;['verênigd keunienkryk', 'vereenigd keunienkryk', 'verenigd keunienkriek', 'verenigd keunienkryk', 'vereênigd keunienkryk', 'verênigd keunienkriek'];'t Verênigd Keunienkryk, vuluut: 't Verênigd Keunienkryk van Grôot-Brittannië en Nôord-Ierland, is e land in West-Europa dat ip eylandn tusschn de Nôordzee en d'Atlantischn Oceoan ligt.
political-geographic-object;['spanje', 'spaje', 'spajje'];Spanje, officieel 't Keunienkryk Spanje, is e land ip 't Iberisch Schiereiland in 't zuudwestn van Europa.
political-geographic-object;['tadzjikistan'];Tadzjikistan, officieel de Republiek Tadzjikistan, is e land in Centroal-Azië.
political-geographic-object;['wit-rusland'];Wit-Rusland, officieel de Republiek Belarus, is e land in Ôost-Europa die grenst an Rusland in 't nôordôostn, Oekraïne in 't zuudn, Pooln in 't westn en Letland en Litouwn in 't nôordwestn.
political-geographic-object;['malawi'];Malawi, officieel de Republiek Malawi, is e land in 't zuudoostn van Afrika.
political-geographic-object;['azerbeidzjan', 'azerbeidjan'];Azerbeidzjan, officieel de Republiek Azerbeidzjan, is 't grotste en 't dichtst bevolkt land in de Kaukasus.
political-geographic-object;['mali'];Mali, officieel de Republiek Mali, is een Afrikoans land te zuudn van de Sahara.
political-geographic-object;['kazachstan'];Kazachstan, officieel de Republiek Kazachstan, is e land in Azië en Europa die grenst an Rusland, China, Kirgizië, Oezbekistan, Turkmenistan en de Kaspische Zêe.
political-geographic-object;['mongoolje'];Mongoolje of Mongolië is e land in Ôost-Sentroal Oazje.
political-geographic-object;['groaf van vloandern', 'graaf van vlaandern', 'graaf van vloandern', 'grave van vlaandern'];De groaf van Vloandern regeerde over et groafschap Vloandern sinsn de 9e eeuwe.
political-geographic-object;['belgië', 'belgje', 'be', 'belgie'];België is e parlementaire, constitutionele monarchie an de Nôordzêe.
political-geographic-object;['pakistan'];Pakistan, officieel d' Islamitische Republiek Pakistan, is e land in Zuud-Azië.
political-geographic-object;['afghanistan'];Afghanistan, officieel d' Islamitische Republiek Afghanistan, is e republiek in Centroal-Azië.
political-geographic-object;['umbrië', 'umbria'];Umbrië es e regio recht in't midd'n van Itoalië mè en ippervlak van 8464,33 vierkante kilomèiters en e grôote 880.000 inweuners.
political-geographic-object;['abruzzo'];Abruzzo, ofte d'Abruzz'n ip z'n Vlamsch, es e regio in't midd'n van Itoalië mè en ippervlak van 10.831,84 vierkante kilomèiters en e goe 1,3 miljoen inweuners.
political-geographic-object;['ôostnryk', 'oostenryk', 'oostnryk', 'oôstnryk', 'ôostenryk'];Ôostnryk, officieel Republiek Ôostnryk is e land in Middn-Europa met een ippervlak van 83.858 km².
political-geographic-object;['laos'];Laos is e land in Zuudôost-Azië.
political-geographic-object;['myanmar', 'birma'];Myanmar of Birma is e land in Zuudôost-Azië.
political-geographic-object;['australië'];Australië is e land die in 1901 ounofhankelik ekommn is van 't Verênigd Keunienkryk.
political-geographic-object;['tirol'];Tirol is e dêelstoat van Ôostnryk.
political-geographic-object;['bordeaux'];Bordeaux es 'n stee in 't zuudwestn van Vrankryk, 't es d'n ôofdstad van't departement Gironde en ôok van de regio Nouvelle-Aquitaine.
political-geographic-object;['antwerpn', 'antwerpen', "antwerp'n", 'antwerp’n'];Antwerpn is noar inweuneroantal de grotste gemêente van Belgie.
political-geographic-object;['bergn', 'bergen'];Bergn is een stad in de Nôorse provincie van Hordaland en achter Oslo de grotste stad van Nôorweegn, met omtrent 250.000 inweuners.
political-geographic-object;['toscane', 'toscana', 'toscoane'];Toscane, is e regio in centraal Italië met en ippervlak van 22.990 km² en bykan 3,8 miljoen inweuners.
political-geographic-object;['friuli-venezia giulia'];Friuli-Venezia Giulia es 'n ottonome regio in't nôordôostn van Itoalië mè en ippervlak van 7924,36 vierkante kilomèiters en mêer of e miljoen inweuners.
political-geographic-object;['apulië'];Apulië es e regio in't zuud'n van Itoalië mè en ippervlak van 19.364 km² en bikkans vier miljoen inweuners.
political-geographic-object;['lombardeye'];Lombardeye is e regio in Nôord-Italië.
political-geographic-object;['emilia-romagna'];Emilia-Romagna es e regio in't nôord'n van Itoalië mè en ippervlak van 22.452,78 vierkante kilomèiters en juuste gin 4,5 miljoen inweuners.
political-geographic-object;['catalonië', 'catalunya'];Catalonië is één van de 17 zelfstandige Spoansche regio's met oungeveer 7 miljoen inweuners in 't noordoostn van Spanje.
political-geographic-object;['turkmenistan'];Turkmenistan is e parlementaire republiek in Azië an de Kaspische Zêe.
political-geographic-object;['georgië'];Georgië is e land in de Kaukasus in Eurazië.
political-geographic-object;['congo-kinshasa'];Congo-Kinshasa kortweg Congo of officieel de Democratische Republiek Congo,, vodien Zaïre en Congo-Leopoldville genoamd, is e land in Centroal-Afrika en grenst an Congo-Brazzaville, de Centroal-Afrikoansche Republiek, Zuud-Soedan, Oeganda, Rwanda, Burundi, Tanzania, Zambia en Angola.
political-geographic-object;['honduras'];Honduras, officieel de Republiek Honduras is e land in Centroal-Amerika.
political-geographic-object;['costa rica', 'crc'];Costa Rica, officieel de Republiek Costa Rica, Spoans República de Costa Rica, is e land in Centroal-Amerika dat in 't noôrd'n grenst an Nicaragua, in 't zuudoôst'n an Panama, in 't west'n an de Still'n Oceoan en in 't oôst'n an de Caraïbische Zee.
political-geographic-object;['hongareye', 'houngareye', 'ongareye'];Hongareye, officieel de Republiek Hongareye, is e land in Centroal-Europa, begrensd deur Ôostnryk, Slovakeye, Oekraïne, Roemenië, Servië, Kroatië en Slovenië.
political-geographic-object;['pooln', 'polen'];Pooln, officieel de Republiek Pooln, is e land in Middn-Europa.
political-geographic-object;['somalië'];Somalië, officieel de Federoale Republiek Somalië is e land in Afrika die grenst an Ethiopië in 't westn, Djibouti en de Golf van Aden in 't noordn, den Indischn Oceoan in 't oostn en Kenia in 't zuudwesten.
political-geographic-object;['vietnam'];Vietnam, officiêel de Socialistische Republiek van Vietnam, is 'n land met omtrent 87 miljoen mensn in Zuudôost-Azië, dat in 't nôordn an China grenst, in 't nôordwestn an Laos en in 't zuudwestn an Cambodja.
political-geographic-object;['libië'];Libië is en Arabisch land in Nôord-Afrika.
political-geographic-object;['duutsland', 'deutsland', 'duitsland'];Duutsland is e West-Europees land.
political-geographic-object;['egypte'];Egypte is e land die in 't nôord-ôostn van Afrika ligt.
political-geographic-object;['algereye'];Algereye, officieel de Democratische Volksrepubliek Algereye is e land in Nôord-Afrika in de Maghreb.
political-geographic-object;['indië', 'india'];Indië of India, officieel de Republiek India, is e land in Zuud-Azië.
political-geographic-object;['itoalië', 'italie', 'italië', 'itoalie', 'itoalje'];Itoalië es een land in Europa.
political-geographic-object;['chili'];Chili, officieel de Republiek Chili is e land in Zuud-Amerika, da grenst an Peru, Bolivië en Argentinië.
political-geographic-object;['indonesië'];Indonesië, officieel de Republiek Indonesië, is e land in Zuudôost-Azië.
political-geographic-object;['grieknland', 'griekeland', 'griekenland'];Grieknland, officieel de Helleensche Republiek is e land in Zuud-Europa.
political-geographic-object;['oekraïne', 'oekraïene'];Oekraïne is e land in Ôost-Europa dat in 't zuudn grenst an de Zwarte Zêe, in 't ôostn an Rusland, in 't nôordn an Wit-Rusland en in 't westn an Pooln, Slovakeye, Hongareye, Roemenië en Moldavië.
political-geographic-object;['mexico'];Mexico, officieel de Verênigde Mexicoansche Stoat'n is e federoale republiek in Noord-Amerika.
political-geographic-object;['armenië'];Armenië, officieel de Republiek Armenië, is e bergachtig land in de Zudelyke Kaukasus geleegn tusschn de Zwarte en Kaspische Zêe.
political-geographic-object;['irak'];Irak, officiël de Republiek Irak, is een land in 't Midd'n-Oôst'n.
political-geographic-object;['zuud-korea'];Zuud-Korea, officieel de Republiek Korea, is e land in Ôost-Azië ip 't zuudelyk dêel van 't Koreoans schiereyland.
political-geographic-object;['ghana'];Ghana, officieel de Republiek Ghana is e land an de westkust van Afrika.
political-geographic-object;['nigeria'];Nigeria, officieel de Federoale Republiek Nigeria, is e federoale constitutionele republiek die bestoat uut 36 stoatn en 't Federoal Hoofdstedelyk Territorium Abuja.
political-geographic-object;['ivôorkust', 'ivoorkust', 'ivoôrkust'];Ivoôrkust, officieel République de Côte d'Ivoire, is e land in Afrika en grenst an Liberia, Guinee, Mali, Burkina Faso, Ghana en in 't zuud'n an de Golf van Guinee.
political-geographic-object;['kameroen'];T'land is wok gekend vo terreur en dreiginge uut Nigeria deur ansloagn van islamitische stoat.
political-geographic-object;['vrankryk', 'vrankriek', 'frankriek', 'frankrijk', 'frankrik', 'frankryk', 'fransche', 'vrankrik', 'vrankrijk'];Vrankryk, Frankryk of et Fransche is een Europees land te zuudn van België.
political-geographic-object;['ecuador'];Ecuador, officieel de Republiek Ecuador, is e land in 't noôrdwest'n van Zuud-Amerika.
political-geographic-object;['republiek ierland', 'ierland'];Ierland is ’t derde grotste eiland van Europa.
political-geographic-object;['republiek ierland', 'ierland'];Ierland of de Republiek Ierland is e land in West-Europa dat à peu près 80 percent van 't eiland Ierland besloat.
political-geographic-object;['madagaskar', 'madagascar'];Madagaskar, officieel de Republiek Madagaskar is 'n eylandstoat in den Indischn Oceoan, à peu près 400 km van de kust van Oost-Afrika, gescheid deur de Stroate van Mozambique.
political-geographic-object;['filipynn'];De Filipynn, officieel de Republiek van de Filipynn, is 'n eylandstoat in Zuudôost-Azië.
political-geographic-object;['zweedn', 'zweden'];Zweedn is e land in 't nôordn van Europa, met e goeie negen miljoen inweuners ip een ippervlakte van bykan 450.000 vierkante kilometer.
political-geographic-object;['genua', 'genoa', 'genova'];Genua es 'n stad in't nôordwestn van Itoalië, an den Ligurischn Zêe.
political-geographic-object;['hoofdstad'];'n Hoofdstad of hoofdstee van e land, dêelstoat of provinsje is mêestal de stad woa dat de regerienge of 't besteur van 't gebied zetelt.
political-geographic-object;['liechtnstein'];Liechtnstein, officieel Vorstndom Liechtnstein, is e klêene stoat in Middn-Europa.
political-geographic-object;['andorra'];Andorra, officieel 't Prinsdom Andorra, is en ingeslootn dwergstoat in 't zuudwestn van Europa, in d' ôostelyke Pyreneeën en begrensd deur Frankryk en Spanje.
political-geographic-object;['tennessee'];Tennessee is êen van de zudelikke stoatn van de Verênigde Stoatn van Amerika.
political-geographic-object;['nedersaksen', 'nedersaksn'];Nedersaksen is e dêelstoat in 't nôordwestn van Duutsland met 'n ippervlak van 47.600 km².
political-geographic-object;['alaska'];Alaska is êen van de stoatn van de Verênigde Stoatn van Amerika, die het 9 april 1867 gekocht het van Rusland.
political-geographic-object;['lazio', 'latium'];Lazio es e regio in 't middn van Itoalië mè en ippervlak van 17.232,29 vierkante kilomèiters en mêer of 5,5 miljoen inweuners.
political-geographic-object;['libanon'];Libanon, officieel de Republiek Libanon, is e land in Zuudwest-Azië an d' ôostkust van de Middellandsche Zêe.
political-geographic-object;['vaticoanstad'];Vaticoanstad is een ounafankelikke stoat wo da de paus 't stoatsoofd van is.
political-geographic-object;['amsterdam'];Amsterdam is 'n hoofdstad en grotste gemêente van Holland.
political-geographic-object;['bristol'];Bristol is e stad, unitary authority en ceremonieel groafschap in 't zuudwestn van Iengeland.
political-geographic-object;['nymegen', 'nymeegn', 'neymeegn', 'nijmegen'];Nymeegn es de tienste grôotste gemêente van Holland en de grôotste stee van de provinsje Gelderland.
political-geographic-object;['düsseldorf'];Düsseldorf is d'n hoofdstad van de Duutsche dêelstoat Noordreyn-Westfalen.
political-geographic-object;['bahreyn', 'bahrein'];Bahreyn, officieel 't Keunienkryk Bahreyn, is een eylandstoatje in de Perzische Golf.
political-geographic-object;['ysland', 'ijsland'];Ysland is een eiland in de Nôord-Atlantischen Oceoan tusschn Groenland en 't vasteland van Europa.
political-geographic-object;['gemêente', 'gemeente', 'gemeênte'];E gemêente is e e verzoamelienge van dorpkes of steden die tope lokaal bestuur èn.
political-geographic-object;['sofia'];Sofia is d'n hoofdstad van Bulgareye en ligt 550 meter boov'n de zêespegel in 't west'n van 't land an de voet van 't Vitoshagebergte, an de riviere d'n Iskar.
political-geographic-object;['bogotá'];Bogotá is 'n hoofdstad en grotste stad van Colombia.
political-geographic-object;['jakarta'];Jakarta, officieel de Specioale Hoofdstedelyke Regio Jakarta, is d' hoofdstad en regeriengszetel van de Republiek Indonesië.
political-geographic-object;['rome'];Rome is 'n oofdstee van Italië, van de regio Lazio en van de provinsche Rome.
political-geographic-object;['belfast'];Belfast is den hoofdstad en grotste stad van Noord-Ierland.
political-geographic-object;['yerevan'];Yerevan of Erevan is d' hoofdstad van Armenië en de grotste stad van 't land.
political-geographic-object;['berlyn', 'berlín'];Berlyn is 'n oofdstad van Duutsland.
political-geographic-object;['thailand'];Thailand, officieel 't Keunienkryk Thailand, vo 1939 Siam genoamd, is e land in Zuudôost-Azië.
political-geographic-object;['ethiopië'];Ethiopië, officieel de Federoale Democroatische Republiek Ethiopië, is e land in Oost-Afrika.
political-geographic-object;['moskou', 'moskoe'];Moskou is 'n hoofdstad en de grotste stad van Rusland.
political-geographic-object;['burkina faso'];Burkina Faso is e land in Afrika da tussn Benin, Ivôorkust, Ghana, Mali, Niger en Togo ligt.
political-geographic-object;['israël'];Israël, officiel de Stoat Israël, is e land in West-Azië.
political-geographic-object;['schotland'];Schotland is e vroeger keunienkryk.
political-geographic-object;['finland'];Finland, officieel de Republiek Finland, is e land in Scandinavië met e grôte 5 meljoen iweuners.
political-geographic-object;['rotterdam'];Rotterdam es de grôotste stee van Zuud-Holland, 't makt dêel uut van de Randstad en 't is de twêede gemêente van Holland.
political-geographic-object;['tirana'];Tirana is d' hoofdstad en veruut grotste stad van Albanië.
political-geographic-object;['weenn', 'wenen'];Weenn es d'n ôofdstad en grotste gemêente van Ôostnryk en vormt sins 1922 een eign dêelstoat.
political-geographic-object;['münchen'];München is e stad in 't zuudn van Duutsland en d' hoofdstad van de dêelstoat Beyern.
political-geographic-object;['brussel'];Brussel is 'n hoofdstad van Belgie, va de Vlamsche e de Fransche Gemêenschap, van 't Vlams Gewest, en oek van de Europeesche Unie.
political-geographic-object;['santiago'];Santiago is 'n hoofdstad van Chili.
political-geographic-object;['londn', 'grôot-londn', 'greater london', "grôot-lond'n", "lon'n", "lond'n", 'londen', 'london'];Londn of Loendn is 'n oofdstad van 't Verênigd Keunienkryk e van Iengeland.
political-geographic-object;['londn', 'grôot-londn', 'greater london', "grôot-lond'n", "lon'n", "lond'n", 'londen', 'london'];Grôot-Londn is êen van de neegn regio's van Iengeland met een ippervlak van 1.572 km² en oungeveer 8.416.535 inweuners.
political-geographic-object;['parys', 'paries', 'parijs', 'paris'];Parys is 'n oofdstad va Vrankryk.
political-geographic-object;['honolulu'];Honolulu is den ôofdstad en den dichtst bevolkte stad van de stoat Hawaï, in de Verênigde Stoatn.
political-geographic-object;['tokio'];Tokio, officieel Metropool Tokio, is een van de 47 prefecteurn van Japan.
political-geographic-object;['vaduz'];Vaduz es d'n ôofdstad en de twêede grôotste stee van 't klêen Vorstndom Liechtnstein.
political-geographic-object;['oelan-bator'];Oelan-Bator is den oofstad en de grotste stad van Mongoolje.
political-geographic-object;['stockholm'];Stockholm is 'n hoofdstad en de grotste stad van Zweedn.
political-geographic-object;['bangkok', 'krung thep mahanakhon amon rattanakosin mahinthara ayuthaya mahadilok phop noppharat ratchathani burirom udomratchaniwet mahasathan amon piman awatan sathit sakkathattiya witsanukam prasit'];Bangkok is 'n oofdstee van Thailand en 't ligt an de Menam, 'n belangrykstn riviere van 't land.
political-geographic-object;['cardiff'];Cardiff is den hoofstad van Wales.
political-geographic-object;['baku'];Baku is d' hoofdstad en grotste stad van Azerbeidzjan.
political-geographic-object;['caïro'];Caïro is d'hoofdstee van Egypte en me 17 meljoen inweuners in zyn stedelik gebied de grotste stee van Afrika en 'n elfstn van de weireld.
political-geographic-object;['milaan', 'miloan'];Milaan is de twidde grotste stad van Italië en hoofdstad van de regio Lombardeye in Nôord-Italië.
political-geographic-object;['rabat'];Rabat is de polletieke oofstad en vierde grotste stad van Marokko mêt e steedlikke bevolkienge van oengevêer 620 000 en e grôotsteedlik antal inweuners van mêer dan 1,2 miljoen.
political-geographic-object;['bern'];Bern is de boendsstad van Zwitserland en hoofdstad van 't kantong Bern.
political-geographic-object;['valparaíso'];Valparaíso is e stad in Chili die ca.
political-geographic-object;['rio de janeiro'];Rio de Janeiro is e stad in Brazilië.
political-geographic-object;['brazilië'];Brazilië, officieel de Federoale Republiek Brazilië, is e land in Zuud-Amerika.
political-geographic-object;['venetië'];Venetië is e stad in 't nowrdowst'n van Itoalië en d'n hoofdstad van de regio Veneto.
political-geographic-object;['piëmonte', 'piemonte'];Piëmonte es e regio in't nôord'n van Itoalië mè en ippervlak van 25.387,07 vierkante kilomèiters en e goe 4,3 miljoen inweuners.
political-geographic-object;['den haag', "'s-gravenhage"];Den Haag of 's-Gravenhage is den oofdstad van de Ollandse provincie Zuud-Olland.
political-geographic-object;['departementn van vrankryk', 'departement van vrankryk', 'departement'];Frankryk is administratief ingedêeld in departementn die nog verder ounderverdêeld zyn in arroundissementn.
political-geographic-object;['provinsje', 'provincie'];E provinsje is e dêel van e land da z'n eign regionale regerienge èt.
qualitative-role;['fossiel', 'fossiele', 'fossieln'];Fossieln zyn d'overbluufsels of spôorn van prehistorisch leevn.
quality;['kroaizje', 'courage'];De kroaizje of couroage, courage es iets da je nôdig eit oa je allêne of bykans allêne iet lastigs moe doen terbinst datter olle sôortn van tegenwerkienge es.
quality;['ph'];De pH is e moate vo de zeurtegroad van e woaterige iplossienge te meetn.
quality;['karyotype', 'karyogram'];‘t Karyotype van een organisme is 't gehêel van de gerangschikte chromosoomn, lik da ze binst een bepoald stadium van de celdêlienge te zien zyn ounder e microscoop: vb.
quality;['blauw', 'blow'];Blauw is êen van de drie hoofdkleurn.
quality;['islam'];Den islam is een weireldwyde godsdienst woar ze geloovn in êne God, letterlik vertoald in 't Arabisch Allah.
quality;['geel', 'gilf'];Geel is êen van de drie hoofdkleurn.
quality;['christndom', "christ'ndom", 'christendom'];'t Christndom is 't geloof da gebaseerd is ip 't leevn va Jezus van Nazareth lik oe da 't beschreevn is in 't Nieuw Testament.
region;['hectoare', 'ectoare', 'hectare'];'n Hectoare is 'n êenheid van uppervlakte.
region;['si-systèm', 'si'];'t SI-systèm is een internationoal systèm van êenheedn die in 1960 zyn ingebrocht.
region;['cens', 'sens'];E cent is in vele landn 't hounderdste dêel van de muntêenheid.
region;['0', 'nul'];Nul is een getal dat vô êen komt.
region;['ångström', 'angstrom', 'ångstrom'];De ångström es 'n êenheid van lengte.
region;['complexe getalln', 'imaginaire getalln', 'complex getal'];'n Imaginair getal is 'n ounderdêel van 'n complex getal.
region;['complexe getalln', 'imaginaire getalln', 'complex getal'];De verzoamelinge van de complexe getalln es 'n uutbreidinge van de reële getalln.
region;['irrationoale getalln'];'n Irrationoal getal is 'n getal daj nie lik 'n breuke kunt schryvn.
region;['parsec'];De parsec is een ofstandsmoate die gebruukt wordt in d' astronomie.
region;['newton', 'n'];De newton is de SI-êenheid van kracht, genoemd achter Isaac Newton in erkennienge van zyn werk in de klassieke mechanica.
region;['atmosfeer'];Den atmosfeer was vroeger de standoardêenheid vor druk te meetn, met as symbool atm, en is nu vervangn deur den SI-êenheid de Pascal.
region;['rationoale getalln'];'n Rationaal getal es 't quotiënt van twêe gehêle getalln.
region;['priemgetal'];Priemgetalln zyn cyfers da j' moa deur twêe getalln kut dêeln noamelik deur êen en deur 't getal zelve.
region;['transcendente getalln'];'n Transcendent getal is 'n getal da gêen uplossinge is van 'n veeltermvergelykinge met gehêle coëfficiënten
region;['gehêel getal'];E gehêel getal es e getal da in de verzoamelienge
region;['100'];100 is 't nateurlik getal dat achter 99 komt en vo 101.
region;['meter', 'm'];De meter is den internationoale standoardeenheid va lengte.
region;['kelvin'];Den kelvin is een êenheid van temperateure en is êen van de zeven boasis SI êenheedn.
region;['1000', '1100', '1200'];1000 is 't nateurlik getal dat achter 999 komt en vo 1001.
region;['500', 'vufonderd'];500 es 't geheel getal volgend ip 499 en vôorofgoand an 501.
region;['30'];Dertig is 't getal 30, e nateurlik getal achter neegnentwientig en voorn êenendertig.
region;['9', '0', 'neegn', 'negen'];Neegn is 't cyfer 9, e natuurlik getal achter achte en voorn tiene.
region;['19', 'neegntiene'];Neegntiene is 't getal 19, e natuurlik getal achter achttiene en voorn twientig.
region;['12', 'twolve'];Twolve, twoalve of twove is 't getal 12, e natuurlik getal achter elve en voorn dertiene.
region;['16', 'zestiene'];Zestiene is 't getal 16, e natuurlik getal achter viftiene en voorn zeevntiene.
region;['6', 'zesse'];Zesse is 't cyfer 6, e natuurlik getal achter vuve en voorn zeevne.
region;['5', 'vuuve', 'vuve'];Vuve of veuve is 't cyfer 5, e natuurlik getal achter viere en voorn zesse.
region;['15', 'viftiene'];Viftiene of vichtiene is 't getal 15, e natuurlik getal achter veertiene en voorn zestiene.
region;['10', 'tiene'];Tiene is 't getal 10, e natuurlik getal achter neegn en voorn elve.
region;['20', 'twientig'];Twientig is 't getal 20, e natuurlik getal achter neegntiene en voorn enentwientig.
region;['3', 'drie'];Drie is 't cyfer 3, e natuurlik getal achter twêe en voorn viere.
region;['2', 'twêe'];Twêe is 't cyfer 2, e natuurlik getal achter een en voorn drie.
region;['8', 'achte'];Achte is 't cyfer 8, e natuurlik getal achter zeevne en voorn neegn.
