abstract-region;['스칼라', '스칼라 물리량', '스칼라량', '스칼라물리량'];크기만 있고 방향은 없는 1차원적인 물리량
situation;['신부전', '신장 장애', '신부전증', '신장 기능 장애', '콩팥기능상실', '신장부전증'];콩팥이 망가져 생기는 병
situation;['선전', 'propagandă', '프로파간다', '정치 선전', '정치선전', '프로퍼갠더'];특정한 정치적 행동을 촉구하는 행위
situation;['관장'];관장은 약재를 항문을 통하여 직장안으 주입하는 의술중의 하나로 개복수술전이나 임산부의 분만과정 또는 심한 변비가 있는 경우 행해진다. 관장약의 약재는 글리세린이 쓰인다. 비눗물을 이용한 관장은 현재 임상에서는 거의 행하여 지지 않는다. 관장은 거의 삼투압방식에 의해 변을 불리고 묽게 만들어 배변이 용이하게 하므로 최대한 참은후 변을 보게 만든다.
situation;['강도', '강도상해', '강도예비죄', '강도죄', '강도짓', '준강도', '준강도죄', '가중 강도'];다른 사람의 재물을 갈취하는 것.
situation;['헌법', '근본법', '불문헌법', '성문헌법', '헌법관습법', '헌정관습법', 'codified 헌법입니다', '기본 법', '유기 법', '최고 법이다'];국가 통치 체제의 기초에 관한 최고법
situation;['경색', '경색증', 'infarcted'];조직의 혈액 공급이 방해 받아 산소 부족으로 조직이 괴사하는 질병
situation;['폐암', '허파암'];폐에 발생하는 악성 종양
situation;['박사 학위', '박사', '박사 학위를', 'doctorat', '박사호'];대학교나 학술전문연구기관에서 부여하는 특정한 학위 또는 그 학위를 취득한 사람
situation;['만성 신부전', '요독증', '만성 신부전증', '만성신부전', '만성신부전증', '만성 신장 장애', '말기 신장 질환'];몇 개월 혹은 몇 년이 걸쳐 장기의 기능이 점진적으로 소실되는 의학적 현상
situation;['천식', '기관지 천식', '해수병'];호흡기에 발생하는 질병 중 하나
situation;['주관', '자아', '주체', '설명 개체', '피사체의'];고유의 의식과 경험을 가진 존재
situation;['할례', '남성 할례', '포경 수술', '곧휴수술', '꼬추수술', '꼳휴수술', '서컴시전', '포경수술'];남성의 포피를 제거하는 수술
situation;['집단살해', '집단학살', '대량학살', '대량 학살', '제노사이드', '집단 살해', '집단살해죄', '집단 살해죄', '집단 학살', 'genocides', '인종 말살', '인종 살인'];종교, 인종, 국적 등의 따위로 한 집단을 대량으로 살해하는 행위
situation;['청산', '결말'];회사의 자산을 정리하는 것
situation;['revocation'];위키미디어 동음이의어 문서
situation;['연소', '불완전 연소', '탄화', '불완전연소', '연소 가스', '연소가스', '완전 연소', '완전연소'];물건이 높은 열과 산소를 만나 타는 현상
situation;['안락사', '존엄사', '안사', '자비 살해'];생물을 고통없이 죽음에 이르게 만드는 행위
situation;['도박', '노름', '베팅', '갬블러', '갬블링', '겜블러', '내기', '노름꾼', '도박사', '물주', '장난', '하', '게임'];돈이나 재물을 걸고 내기를 하는 일을 말한다.
situation;['복구', '재개통', '재건축'];손상된 건축물을 손상된 부분만 복구하거나 다시 짓는 방식으로 복구하는 것
situation;['사회 계층', '사회계층', '계층', '사회 층화', '사회적 지위'];주로 다원론적 입장에서 사회 위계질서를 바탕으로 모호하게 구분된 몇 개의 집단
situation;['장애', '장애인', '장애자', '신체 장애인', '불구', '불구자', '시각장애인', '장애아동', '장애우', '무능', '무력하게 함', '육체적 도전', '이동성 장애'];장애가 있는 사람
situation;['성적 학대', '성폭행', '성적 폭행', '성 범죄', '성범죄', '성적 범죄의', '최소 성범죄의', '희롱'];성범죄의 종류 중 하나
situation;['흑사병', '페스트', '폐렴형 흑사병', '페스트의'];1300년대 유라시아에서 발생한 전염병
situation;['슈뢰딩거 방정식', '슈뢰딩거의 방정식', '슈뢰딩거방정식', '슈뢰딩거 파동 방정식'];비 상대론적 양자역학의 기본 방정식
situation;['명예 훈장', '명예훈장', '미국 의회 명예 훈장', '명예의 메달', '명예의 훈장'];미국이 수여하는 최고의 군사 장식
situation;['노출증', '바바리맨', '남의 눈에 띄는 짓을하기 좋아함'];성적 도착증 중 하나로, 자신의 특정 신체 부위를 외부로 노출시킴으로써 성적 흥분을 느끼는 것이다.
situation;['대량 살인', '학살', '대학살', '대량학살', '대량 학살', '대량살인', '매서커', '도륙', '몰살', '살육', '때려 잡는의'];어떠한 사람들을 마구잡이로 죽여 없애는 행위
situation;['해체', '해제'];법률적 의미에서 기업, 파트너십, 국가 등의 해체를 의미하는 말
situation;['대량 살인', '학살', '대학살', '대량학살', '대량 학살', '대량살인', '매서커', '도륙', '몰살', '살육', '때려 잡는의'];어떠한 사람들을 마구잡이로 죽여 없애는 행위
situation;['기후', '세계의 기후', '인공 기후', '인공기후', '지방'];오랜 기간의 평균적인 날씨
situation;['시장', '市場', '공설 시장', '공설시장', '도매 시장', '도매시장', '마켓', '소매 시장', '소매시장', '장마당', '장터', '재래 시장', '재래시장', '장'];경제학에서, 재화나 용역을 교환하는 장소 또는 공간
situation;['발진티푸스', '티푸스', '병사열', '발진티푸스의 열'];리케치아에 감염되어 발생하는 급성 열성 질환
situation;['살인', '2급 살인죄', '살인미수죄', '살인자', '살인죄', '살해', '실행', '타살', '학살', '2 급 살인'];불법적으로 다른 사람을 살해하는 행위
social-relationship;['정치', '사회 정치', '사회정치', '세계의 정치', '정치적', '정치 관계'];권력을 획득하기 위한 활동, 또는 사람 사이에서 권력 관계를 맺는 활동
social-role;['revoling credit', '회전 신용', '오픈 엔드 크레딧', '요금의 계정 크레딧'];Revolving credit
social-role;['세수', '세입', '세수입', '수익', '수입', '세금', '세금 수입'];정부가 세금을 부과함으로서 벌어들인 수입
social-role;['법화', '법정통화', '법정 통화'];법으로 규정된 화폐
social-role;['자본', '순자산', '자기자본', '위험 자본을'];자기자본, 자산에서 채무를 뺀 가치
socially-constructed-person;['치마부에', '지오반니 치마부에', 'cimabue', '조반니 cimabue'];이탈리아의 화가이며 조토의 스승이다.
socially-constructed-person;['헨리 7세', '헨리 튜더', '잉글랜드의 헨리 7세', '제2대 리치먼드 백작 헨리 튜더', '헨리7세'];잉글랜드의 왕
socially-constructed-person;['윌리엄 워즈워스', 'william wordsworth', '워즈워스', '윌리엄 워즈워드', '윌리엄워즈워스', 'wordsworth', '윌리엄 wordsworth'];영국의 낭만주의 시인
socially-constructed-person;['게오르크 옴', 'georg simon ohm', '게오르그 옴', '게오르크옴', '게오르그 시몬 옴'];독일의 물리학자
socially-constructed-person;['빅토르 위고', '빅터 위고', '빅터 휴고', '빅토르 휴고', '빅터 - 마리 휴고', '휴고'];프랑스의 작가
socially-constructed-person;['단테 가브리엘 로세티', '단테이 게이브리얼 로세티', 'dante gabriel rossetti', '단테가브리엘로세티', 'rossetti', '단테 가브리엘 rossetti'];위키미디어 동음이의어 문서
socially-constructed-person;['요하네스 브람스', 'brahms', 'johannes brahms', '브라암스', '브람스', '요한네스 브람스'];독일의 음악가
socially-constructed-person;['에밀 졸라', 'émile zola', '에밀졸라', '졸라'];프랑스의 소설가
socially-constructed-person;['아서 코난 도일', '아서 코넌 도일', '코난 도일', '아서 코난 도일 경', '코넌 도일', 'a. 코난 도일', '경 아서 코난 도일'];스코틀랜드의 물리학자이자 작가
socially-constructed-person;['조지 5세', '그레이트브리튼의 조지 5세', '영국의 조지 5세', '조지 v'];아일랜드 연합 왕국의 왕 겸 인도의 황제
socially-constructed-person;['마하트마 간디', '간디', '모한다스 카람찬드 간디', '모한다스 간디', '모한다스 카란찬드 간디', '카람찬드 간디', '푸틀리바이', 'mohandas karamchand 간디'];인도의 정신적·정치적 지도자로, 독립운동가 겸 법률가, 정치인이다.
socially-constructed-person;['마르셀 프루스트', 'marcel proust', '프루스트', '마르셀 프로스트'];프랑스의 작가
socially-constructed-person;['에드워드 사피어', 'edward sapir', '에드워드 사피르', '에드워드 서피어', 'sapir', '에드워드 sapir'];미국의 언어학자이자 인류학자
socially-constructed-person;['에르빈 슈뢰딩거', 'erwin schrödinger', '슈뢰딩거', '슈뢰딩어', '에르빈 슈뢰딩어', '에르빈슈뢰딩거', '에어빈 슈뢰딩거', '어윈 슈뢰딩거'];오스트리아의 물리학자
socially-constructed-person;['아돌프 히틀러', '나치 독일의 총통', '히틀러', '총통', '퓌러', 'hitler', '나치독일의총통', '아돌프히틀러', '데르 fuhrer'];나치 독일의 총통
socially-constructed-person;['무함마드', '마호메트', '마호멧', '모함마드', '무하마드', 'mahound', '모하마드', '모하메드'];아랍 정치 지도자이자 이슬람의 창시자
socially-constructed-person;['일본의 천황', '일본 천황', '덴노', '일황', '텐노', '텐노우', '일본 황제', '일본의 황제', '대천황', '일본 왕', '일본 일왕', '일본왕', '일본의 왕', '일왕', '천황', 'mikado', '텐'];일본국의 상징이자, 일본 국민 통합의 상징이다.
socially-constructed-person;['란슬롯', '랜슬롯', '란슬러트', '경 랜슬롯'];아서왕 전설 속 인물
socially-constructed-person;['헤르메스', 'hermes', '신들의 사자'];그리스 신화에 나오는 여행자 · 목동 · 체육 · 웅변 · 도량형 · 발명 · 상업 · 도둑과 거짓말쟁이의 교활함을 주관하는 신
socially-constructed-person;['모리안', 'mórrigan', '모리간', '모리구', '모리유', '모리건', 'morrigu', '모리'];아일랜드 신화의 전쟁과 풍요의 여신
socially-constructed-person;['사탄', '베엘제붑', '베엘제불', '벨제뷔트', '비엘지법', '바알세불', '바알 즈붑', '바알제불', '바알즈붑', '벨제바브', '벨제부브', '벨제불', '벨제붑', '악마', '암흑의 왕자', '유혹자'];야훼에게 대항하는 영적(靈的) 무리의 우두머리를 일컫는 이름이다.
socially-constructed-person;['공군중령', '소령', '공군 중령'];영국왕립공군과 영연방 각국의 공군 장교 계급
socially-constructed-person;['타이머'];위키미디어 동음이의어 문서
socially-constructed-person;['레오나르도 다 빈치', '다빈치', '레오나르도 다빈치', '다 빈치', '레오나르도 디 세르 피에로', '레오나르도'];이탈리아의 예술가
socially-constructed-person;['고트프리트 빌헬름 라이프니츠', '라이프니츠', '고트프리트 라이프니츠', '고트프리트 빌헬름 폰 라이프니츠', 'gottfried 빌헬름 leibnitz', 'gottfried 빌헬름 라이프니츠', 'leibnitz'];독일의 수학자, 철학자
socially-constructed-person;['에이브러햄 링컨', 'abraham lincoln', '아브라함 링컨', '링컨 대통령', '애브러햄 링컨', '에이브라함 링컨', '에이브러함 링컨', '에이브러험 링컨', '대통령 링컨', '대통령 에이브 러햄 링컨', '에이브 러햄 링컨'];제16대 미국 대통령
socially-constructed-person;['칼 폰 린네', 'l.', '린네', '린네우스', '카롤루스 리나이우스', '카롤루스 린나이우스', '카를 폰 린네', '칼 린네', '칼 본 린네', 'carolus linnaeus', 'linnaeus', '칼 linne', '칼 폰 linne'];생물 분류학의 기초를 놓는 데 결정적인 기여를 하여 현대 ‘식물학의 시조’로 불린다. 스웨덴의 식물학자, 생물학자, 지질학자, 의사, 교수, 자서전작가
socially-constructed-person;['나폴레옹 보나파르트', '나폴레옹', '나뽈레옹', '나파륜', '나폴레온', '나폴레옹 1세', '나폴레옹 황제', '나폴레옹보나파르트', '보나파르트 나폴레옹', '프랑스의 나폴레옹 1세', '나폴레옹 i', '리틀 상병', '보나파르트'];프랑스 제1공화국의 군인이자 1804년부터 1814년, 1815년까지 프랑스 제1제국의 황제였다.
socially-constructed-person;['게오르크 빌헬름 프리드리히 헤겔', '헤겔', 'g. w. f. 헤겔', '게오르크 헤겔', '빌헬름 프리드리히 헤겔', '프리드리히 헤겔', '게오르그 빌헬름 프리드리히 헤겔', '헤에 겔 철학'];독일의 철학자
socially-constructed-person;['앤드루 존슨', 'andrew johnson', '앤드류 존슨', '앤드루존슨', '대통령 앤드류 존슨'];제17대 미국 대통령
socially-constructed-person;['버트런드 러셀', 'bertrand russell', '버트란드 러셀', '버틀란드 러셀', '버트란드러셀', '제3대 러셀 백작 버트런드 러셀', '제3대 러셀 백작 버트런드 아서 윌리엄 러셀', '버트 란드 러셀', '버트 랜드 아서 윌리엄 러셀', '얼 러셀'];영국의 철학자, 논리학자, 수학자, 사학자, 작가, 사회 평론가, 활동가, 노벨문학상 수상자
socially-constructed-person;['루트비히 비트겐슈타인', 'ludwig wittgenstein', '루드비히 비트겐슈타인', '비트겐슈타인', '비트겐쉬타인', '루드비히 요제프 요한 비트겐슈타인'];오스트리아 및 영국의 철학자
socially-constructed-person;['율리시스 s. 그랜트', '율리시스 그랜트', '율리시스 심슨 그랜트', '율리시즈 심프슨 그랜트', '그랜트 장군', '율리시즈 s. 그랜트', '율리시즈 그랜트', '대통령 권한 부여', '히람 율리시스 그랜트'];미국의 제18대 대통령
socially-constructed-person;['조지 워싱턴', 'george washington', '워싱턴 대통령', '대통령 워싱턴'];초대 미국 대통령
socially-constructed-person;['제임스 a. 가필드', '제임스 가필드', '제임스 어브램 가필드', '제임스 에이브램 가필드', '가필드', '대통령 가필드', '제임스 아브라함 가필드'];미국의 제20대 대통령
socially-constructed-person;['그로버 클리블랜드', 'grover cleveland', '스티븐 그로버 클리블랜드', '대통령 클리블랜드'];미국의 22와 24번째 대통령
socially-constructed-person;['벤저민 해리슨', 'benjamin harrison', '대통령 벤자민 해리슨', '벤자민 해리슨'];미국의 23번째 대통령
socially-constructed-person;['윌리엄 매킨리', 'william mckinley', '윌리엄 맥킨리', '매킨리', '윌리엄매킨리', '매킨리 대통령'];미국의 제25대 대통령
socially-constructed-person;['시어도어 루스벨트', 'théodore roosevelt', '시어도어 루즈벨트', '시어도어루즈벨트', '테디 루스벨트', '테디 루즈벨트', '테어도어 루스벨트', '테오도르 루스벨트', '테오도르 루즈벨트', '테오도어 루스벨트', '테오도어 루즈벨트', '대통령 시어 도어 루즈 벨트', '시어 도어 루스벨트'];제26대 미국 대통령
socially-constructed-person;['윌리엄 하워드 태프트', 'william howard taft', '윌리엄 태프트', '윌리엄 h. 태프트', '대통령 태프트'];미국의 제27대 대통령
socially-constructed-person;['존 애덤스', 'john adams', '존 아담스', '대통령 존 애덤스'];미국의 전 대통령
socially-constructed-person;['허버트 후버', 'herbert hoover', '허버트 c. 후버', '대통령 후버', '허버트 클라크 후버'];제31대 미국 대통령
socially-constructed-person;['프랭클린 d. 루스벨트', 'f.d.r', '프랭클린 d. 루즈벨트', '프랭클린 d 루스벨트', '프랭클린 델라노 루스벨트', '프랭클린 델러노 루스벨트', '프랭클린 델러노 루즈벨트', '프랭클린 루스벨트', '프랭클린 루즈벨트', 'f. d. 루즈 벨트', '대통령 프랭클린 루즈 벨트', '루즈 벨트', '프랭클린 delano 루즈 벨트', '프랭클린 루즈 벨트'];제32대 미국 대통령
socially-constructed-person;['존 f. 케네디', '잭 케네디', '케네디 대통령', 'j.f.k', '존 케네디', '존 피츠제럴드 케네디', '존f 케네디', 'jfk', '대통령 존 f. 케네디', '존 피츠 제럴드 케네디'];미국의 제35대 대통령
socially-constructed-person;['린든 b. 존슨', 'lbj', '린든 존슨', '린든 베인스 존슨', '대통령 린든 존슨', '린든 baines 존슨'];미국의 36번째 대통령
socially-constructed-person;['지미 카터', '제임스 얼 카터', '제임스 얼 카터 2세', '지미 얼 카터', '지미카터', '제임스 얼 카터 주니어', '카터 대통령'];미국의 39대 대통령
socially-constructed-person;['토머스 제퍼슨', 'thomas jefferson', '토마스 제퍼슨', '토마스 재퍼슨', '톰 제퍼슨', '대통령 제퍼슨', '제퍼슨'];미국의 대통령
socially-constructed-person;['로널드 레이건', '레이건', '로날드 레이건', '로널드 w. 레이건', '레이건 대통령', '로널드 윌슨 레이건'];미국의 군인, 배우, 정치인, 미국의 제40대 대통령
socially-constructed-person;['빌 클린턴', '윌리엄 제퍼슨 클린턴', '클린턴', '빌 클린톤', '빌 클린튼', "윌리엄 제퍼슨 '빌' 클린턴", '윌리엄 클린턴', '클린턴 대통령'];제42대 미국 대통령
socially-constructed-person;['제임스 매디슨', 'james madison', '대통령 매디슨'];미국의 제4대 대통령 (1809–1817년)
socially-constructed-person;['제임스 먼로', 'james monroe', '제임스 몬로', '제임스먼로', '대통령 먼로'];미국의 제5대 대통령
socially-constructed-person;['존 퀸시 애덤스', 'john quincy adams', 'jqa', '존 q. 애덤스', '존 퀸시 아담스', '존퀸시애덤스', '대통령 존 퀸시 애덤스'];미국의 제6대 대통령
socially-constructed-person;['앤드루 잭슨', 'andrew jackson', '앤드류 잭슨', '히코리 나무'];제7대 미국 대통령
socially-constructed-person;['신생아', '갓난아이', 'neonate', '갓 태어난', '신생아 유아'];생후 28일 이내의 아기
socially-constructed-person;['주루', '주자', '주루사', '타자주자', 'baserunning'];이미 타격이나 볼넷으로 주자가 나가 있을 때 그 주자의 플레이를 총괄하는 뜻을 담은 용어이다.
socially-constructed-person;['야구 코치', '야구 감독', '감독', '야구감독', '코치', '야구 코칭스태프', '야구코치', '벤치 코치입니다', '야구 매니저'];야구팀을 관리하는 사람
socially-constructed-person;['공군대령', '비행 대장'];영국왕립공군과 영연방 각국의 공군 장교 계급
socially-constructed-person;['송라이터', '작곡가 겸 작사가', '작곡 및 작사가', '작곡가 및 작사가', '작곡작사가', '작사 및 작곡가', '작사가 겸 작곡가', '작사가 및 작곡가', '작사작곡가', '작곡가', '발라드 메이커', '송 라이터', '작곡'];곡을 만들 때 작곡과 작사를 둘 다 하는 사람
socially-constructed-person;['발레 무용수', '발레리나', '발레 댄서', '발레댄서', '발레리노', '발레무용수', '프리마 발레리나', 'ballerinas', '발레 댄서의'];발레를 전문적으로 추는 사람
socially-constructed-person;['페르소나 논 그라타', '인물이 아닌 그라', 'persona non grata', '페르소나논그라타', '불청객', '여행 금지'];어떤 이유로 어느 나라에 입국함이나 재류함이 금지된 사람을 뜻하는 외교용어
socially-constructed-person;['서큐버스', 'succuba', 'succubus'];위키미디어 목록 항목
socially-constructed-person;['하녀', '메이드', '식모', '여종'];집안일을 시키기 위해 고용된 여자 하인
socially-constructed-person;['성인', '어른', '성년', '성인기', '자란이', '대인', '성년자', '장자', '장정', '어른들'];육체적으로 다 자란 사람
socially-constructed-person;['경비원', '경비', '경비실', '보안 요원', '보안요원', '파수꾼', '특수경비원의 단체행동권 제한 사건', '개인 보안', '안전 순찰', '야경'];일정 지역을 경비하기 위해 고용된 사람
socially-constructed-person;['경위', '자치경위'];경찰공무원의 계급 중 하나
socially-constructed-person;['사람', '개인', '-인', '분', '인물', '인', '자연인', '인간', '인류', '누군가가', '어떤 사람', '인간의'];존재에 대한 추상적인 정의 (범주(P31)의 항목으로 쓰지 마시고 사람(Q5)을 대신 쓰세요)
socially-constructed-person;['학생', '생도', '제자', '남학생', '여학생', '재학생', '전교생', '중고생', '초중고생', '초중생', '고교생', '고등학생', '기숙생', '남고생', '남대생', '남중생', '대학생', '대학원생', '여대생', '여중생', '중학생', '초등학생', '학도', 'educatee', '학년'];학교에 다니면서 학습을 하는 사람. 초등학생, 중학생을 비롯한 모든 종류의 학생을 총칭하는 말
socially-constructed-person;['의사', '의학박사', '서의사', '양의사', '전문의', '전문의사', '닥터', '의원', '내과 의사'];현대의학의 전문가로서 인체의 질병, 손상, 각종 신체 혹은 정신의 이상을 연구하고 진단, 치료함으로써 인간의 건강을 증진하고 유지하며 회복시키는 일을 수행하는 사람
socially-constructed-person;['카스트라토', '거세가수', 'castrato'];높은 음역을 부를 수 있도록 거세한 남자 가수
socially-constructed-person;['총각', '미혼 남자', '노총각', '독신 남성', '독신 남자', '독신남', '독신남성', '독신남자', '미혼 남성', '미혼남', '미혼남성', '미혼남자', '학사'];결혼하지 않은 성년 남자
socially-constructed-person;['오쟁이진', '오쟁이 진 남편'];위키미디어 목록 항목
socially-constructed-person;['소방관', '소방수', '소방관 계급', '소방대원'];화재 진압, 인명 구조, 응급의료, 재난 예방 등을 담당하는 공무원
socially-constructed-person;['경찰관', '경관', '경찰', '경찰 공무원', '경찰공무원', '안전원', '여경', '폴리스맨', '순경', '순사', '경찰은'];경찰 기관에 소속되어 경찰 권한을 갖는 구성원
socially-constructed-person;['마야 문명', '마야문명'];중앙아메리카의 문명.
socially-constructed-person;['카시트인', '카사이트', '카시테', '카시트족', '카시트'];위키미디어 목록 항목
socially-constructed-person;['수드라', 'shudras'];카스트 제도 중 노예 계급
socially-constructed-person;['몽골인', '몽골족', '몽고인', '몽고족', '몽골 민족', '몽골 족', '몽골민족', '몽고 인', '몽골'];몽골, 러시아, 중국(주로 내몽골 자치구)에 거주하는 민족이다.
socially-constructed-person;['살리족', '살리 프랑크', '살리 프랑크인', 'salian', 'salian 프랭크'];살리카법을 세운 프랑크인의 한 부류
socially-constructed-person;['아시아인', '동양인', '아시아 사람', '아시아의'];위키미디어 동음이의어 문서
socially-constructed-person;['한민족', '대한민족', '조선민족', '배달겨레', '조선 민족', '한 민족', '한인'];한반도와 만주 일대에 거주하는 민족
socially-constructed-person;['값'];물리적인 양 또는 계산된 값
socially-constructed-person;['정치가', '정치인', '정객', '정당인', '정치인물', '정무직공무원', '정치 인물이었다', '정치 지도자', '폴'];정치에 연관된 인물. 정부에서 직위를 가지고 있거나 직위를 갖고자 하는 사람들
socially-constructed-person;['각료', '장관', '정부 장관'];국가나 지방정부의 행정 각 부를 담당하는 고위 공무원
socially-constructed-person;['유대인', '유태인', '유대 인', '유대계', '유대교도', '유대교인', '유태 인', '유태계', '이디시 말의', '이스라엘'];고대 근동의 이스라엘 민족에게서 기원한 민족적, 종교적, 문화적 집단.
socially-constructed-person;['편집자', '에디터', '편집인'];글이나 출판물들을 편집하는 사람
socially-constructed-person;['mc', '사회자', '진행자', '누군가 둘', '의 전관'];무대 행사 등에서 공식적인 진행을 맡는 사람 (Q497240, master of ceremonies)
socially-constructed-person;['수컷', '남성', '숫놈', '남자', '대장부', '사나이', '사내', '수', '정부', '남성 사람'];생물의 성별
socially-constructed-person;['프로그래머', '소프트웨어 엔지니어', '소프트웨어 공학자', '컴퓨터 프로그래머', '코더', '개발자', '프로그램 제작자'];컴퓨터 소프트웨어를 만드는 사람
socially-constructed-person;['성인', '가톨릭 성인', '성녀', '시성', '로마 가톨릭 성인'];종교적으로 다른 사람에게 모범이 되는 사람
socially-constructed-person;['선수', '게임 플레이어', '참가자', '게임플레이어'];게임(비디오 게임, 카드 게임)을 하는 사람
socially-constructed-person;['작사가', '작사자', '서정시 인'];노래의 가사를 전문적으로 작성하는 사람
socially-constructed-person;['교사', '교원', '교육자', '학교 선생', '선생님', '초·중등교원의 정치활동제한 사건', '사장', '강사'];사람에게 지식이나 바람직한 가치, 태도를 가르치는 사람
socially-constructed-person;['금발', '금색 머리', '금색 머리카락', '블론드'];금색 머리카락
socially-constructed-person;['형제자매', '동기', '오누이', '친동기', '한동기', '누나', '동생', '여동생', '오라버니', '오라비', '형제', '자매', '동포', '친족', '혈연', '혈족'];남매 도 포함
socially-constructed-person;['예수 그리스도', '예수', '구속주', '그리스도', '구속사', '예수님', '나사렛 예수', '박윤식 목사의 구속사 시리즈', '예수그리스도', '지저스', '지저스 크라이스트', '지저스 크리스트', '기독', '기리사독', '나사렛의 예수', '나자렛 예수', '나자렛 예수 그리스도', '나자렛의 예수', '야소', '예수 크라이스트', '예수스 크리스투스', '예슈아', '이에수스', '이에수스 크리스토스', '크라이스트', '크리스트', '나사렛', '예수 그리스도의', '착한 목자'];기독교의 중심 인물
socially-constructed-person;['강사', '강사를'];강의를 하는 사람
socially-constructed-person;['지진학자'];지진학을 전문적으로 연구하는 학자
socially-constructed-person;['세이렌'];세이렌(그리스어: Σειρήνες Seirēn[*], 영어: The Sirens)은 그리스 신화에 나오는, 아름다운 인간 여성의 얼굴에 독수리의 몸을 가진 님프들이다. 어원은 "휘감는 자"로 치명적인 마력과 힘을 가졌다. 노래를 부르며 선원들을 유혹하여 뱃머리를 돌려 따라오는 선원들에게 저주를 걸어 바다에 빠뜨리거나 스스로 바다에 빠지게 만든다.
socially-constructed-person;['철학자', '철학가', '철인'];철학을 연구하는 사람
socially-constructed-person;['필트다운인', '필트다운', '필트다운 사건', 'piltdown 사람', 'piltdown의 장난'];필드다운인 사건
socially-constructed-person;['정부', '애인', '첩', '계집', '아낙네', '여성', '여자'];다른 사람과 결혼한 사람과 주기적으로 성적 관계를 맺는 직업 여성
socially-constructed-person;['모델', '그라비아 아이돌', '패션 모델', '그라비아 모델', '글래머 모델', '컴패니언모델', '컴페니언모델', '패션모델', '피트니스 모델', '피트니스모델', '휘트니스 모델', '휘트니스모델', '사진 모델이되었다'];예술 창작을 위해 자세를 취하는 사람
socially-constructed-person;['과부', '미망인', '홀어미', '홀아비', '홀애비', '원부', '과부 여자'];배우자가 사망한 사람
socially-constructed-person;['직원', '공무원', '기능의', '공식', '선출 사무실을', '주관하는'];정부나 사업체에 고용되어 소속된 사람
socially-constructed-person;['아들', '아드님', '아들내미', '자식'];부모의 자식 중 남성(男性)을 말한다.
socially-constructed-person;['로버트 e. 리', '로버트 에드워드 리', '로버트 리'];미국의 군인
socially-constructed-person;['토머스 에디슨', '에디슨', '토마스 에디슨', '토마스 알바 에디슨'];미국의 발명가, 사업가
socially-constructed-person;['공인회계사', '미국의 공인회계사', '회계사', '공인 회계사', 'cpa'];CPA, (회계, 세무, 재무)
socially-constructed-person;['남성', '남자 사람', '성인 남자', '남자', '사내', '맨', '성인 남성', '인간 남성', '인간 남자', '남성체', '남아', '대장부', '사나이', '사람', '신사', '인간', '인류', '정부', '성적 성숙에', '성적 성숙은'];남성인 인간
socially-constructed-person;['주식 중개인', '주식 중매인', '스톡브로커', '주식중개인', '주식중매인', '증권 중개인', '증권 중매인', '증권중개인', '증권중매인'];주식을 중개하는 직업, 또는 그 사람을 이르는 말
socially-constructed-person;['법무관', '프라이토르', 'pretor'];고대 로마 공화국의 정치 직위
socially-constructed-person;['삽화가', '일러스트레이터', '일러스트 레이터'];삽화를 그리는 사람
socially-constructed-person;['이등병', '병', '군사', '병사', '병졸', '사병', '신병', '졸병', '개인', '벅 개인', '일반 병사'];병사 계급 중 최하위 계급
socially-constructed-person;['부통령', '부대표', '부사장', '부총통', '부회장', '바이스 프레시던트', '바이스 프레지던트', '부총장', '부총재', '부행장', '부장'];정부 또는 기업의 고위 직함
socially-constructed-person;['관료', '뷰로크랫', '관리 공식', '정치인'];관료제의 구성원
socially-constructed-person;['처녀', '독신 여성', '독신 여자', '독신녀', '독신여성', '독신여자', '미혼 여성', '미혼 여자', '미혼녀', '미혼여성', '미혼여자', '독신 생활을하는 젊은 직업 여성'];결혼하지 않은 청년 여자 또는 성교한 적이 없는 여자
socially-constructed-person;['소크라테스', '소격랍저', '소크라티스'];그리스의 철학자
socially-constructed-person;['라', 'râ', '레', '라 호르 아크티', '라 호르아크티', '호르 아크티', '호르아크티'];고대 이집트의 태양신
socially-constructed-person;['드와이트 d. 아이젠하워', 'd. 아이젠하워', '드와이트 데이비드 아이젠하워', '드와이트 아이젠하워', '아이젠하워', '드와이트 d. 아이젠 하워', '드와이트 데이비드 아이젠 하워', '드와이트 아이젠 하워', '아이젠 하워', '아이젠 하워 대통령', '이케'];미국의 장군, 제34대 미국 대통령
socially-constructed-person;['율리우스 카이사르', '가이우스 율리우스 카이사르', '줄리어스 시저', '시저', '차르', '카이저', '가이사', '율리어스 카이사르', '율리우스 시저', '줄리우스 시저', '카이사르', '케사르'];로마 공화국 말기의 정치가이자 장군
socially-constructed-person;['안드레아', '사도 안드레아', '성 앤드류', '사도 성 안드레아', '성 안드레', '성 안드레아', '앤드리아', '세인트 앤드류', '세인트 앤드류 사도', '앤드류'];사도, 특히 예수 그리스도의 열두 제자들 가운데 한 사람이며 베드로의 동생이다.
socially-constructed-person;['마타 하리', 'mata hari', '마르가레타 게르트뤼다 젤', '마타하리', 'margarete gertrud zelle'];제1차 세계대전 중에 첩자 혐의로 처형된 네덜란드인 무용가 마르하레타 헤이르트라위다 젤러(Margaretha Geertruida Zelle)의 가명이다.
socially-constructed-person;['체스터 a. 아서', '체스터 아서', '대통령 아서', '체스터 앨런 아서'];미국의 21번째 대통령
