abstract-region;['bội số', 'bội', 'nhiều'];Tích của một số bất kì với một số nguyên
socially-constructed-person;['dân giang hồ', 'côn đồ', 'du côn', 'du thủ du thực', 'du đãng', 'dân anh chị', 'gã giang hồ', 'tay anh chị', 'đầu mặn', 'dân trộm cắp', 'dân tù tội', 'người trong giang hồ', 'phường trộm cắp', 'đầu gấu', 'dân xã hội', 'dân xã hội đen', 'gangsta', 'gangster', 'kẻ lưu manh', 'lưu manh', 'tay giang hồ', 'tay xã hội đen', 'văn hóa giang hồ', 'tên cướp', 'kẻ bất lương', 'xã hội đen'];Thành viên của một băng đảng giang hồ
socially-constructed-person;['succubus', 'succuba', 'succubi'];Bài viết danh sách Wikimedia
socially-constructed-person;['gái gọi', 'gái mại dâm', 'gái bao tại việt nam', 'nữ hộ tống', 'callgirl', 'cô gái gọi', 'gọi cô gái'];Những người phụ nữ thoả mãn tình dục cho người khác để đổi lấy vật chất
socially-constructed-person;['antigonos i monophthalmos', 'antigonos monophthalmos', 'antigonus i monophthalmus', 'antigonus monophthalmus', 'antigonus', 'antigonus cyclops', 'monophthalmos'];Là 1 quý tộc người Macedonia phục vụ dưới quyền Philippos II và Alexandros Đại đế. Ông còn là 1 tên tuổi khá nổi bật trong cuộc chiến tranh Diadochi sau cái chết của Alexandros Đại đế
socially-constructed-person;['trung tướng', 'feldmarschallleutnant', 'generalleutnant'];cấp bậc quân sự cấp tướng
socially-constructed-person;['tomboy', 'con gái dáng như con trai'];cô gái thể hiện những đặc điểm hoặc hành vi được coi là điển hình của một cậu bé
socially-constructed-person;['thiếu nữ áo len', 'cô gái áo len', 'áo len cô gái'];Phong cách thời trang thập niên 1950
socially-constructed-person;['tổng đốc', 'toàn quyền', 'governatore generale', 'thống đốc điều hành'];chức danh đứng đầu một nước thuộc địa
socially-constructed-person;['lái buôn rau quả', 'người bán hàng rong', 'barrow-boy', 'barrow-man'];Người bán rau quả trên đường phố
socially-constructed-person;['thanh tra', 'thanh tra cảnh sát'];một chức vụ và nhiệm vụ của bộ công an
socially-constructed-person;['cá nhân', 'người', 'nhân vị', 'person', 'con người', 'ai đó', 'chết', 'một ai đó'];Sự nhìn nhận xét về 1 sinh vật trong xã hội.
socially-constructed-person;['địa chủ', 'chủ nhà', 'bá hộ', 'chủ nhà trọ', 'chủ sở hữu đất', 'chủ sở hữu đất đai', 'chủ sử dụng đất', 'chủ đất', 'điền chủ', 'phú nông', 'bà chủ nhà', 'landownership', 'người cung cấp được cấp phép', 'đất baron'];Người chủ sở hữu của một ngôi nhà, chung cư, căn hộ cao cấp, đất đai, đất ruộng hoặc bất động sản nói chung, tức những thứ được đem cho một cá nhân hay một doanh nghiệp thuê lại hoặc thuê hợp đồng
socially-constructed-person;['vua arthur', 'arthur pendragon', 'arthur rồng chúa', 'king arthur', 'legend arthur'];vị vua huyền thoại của vương quốc Anh
socially-constructed-person;['cắm sừng', 'cuckold', 'mọc sừng', 'cho mọc sừng'];Bài viết danh sách Wikimedia
socially-constructed-person;['cảnh sát', 'nhân viên cảnh sát', 'chiến sĩ công an', 'cảnh sát viên', 'cảnh sát viên'];Thành viên nằm trong lực lượng cảnh sát
socially-constructed-person;['văn minh maya', 'nền văn minh maya', 'minh maya', 'maya', 'ngữ của người maya', 'văn hóa maya'];Nền văn minh cổ ở Trung Bộ châu Mỹ
socially-constructed-person;['người kassite'];Bài viết danh sách Wikimedia
socially-constructed-person;['người miami', 'miami', 'miamis'];dân tộc bản địa Mỹ từng sống ở Indiana, Michigan, và Ohio ngày nay
socially-constructed-person;['aztec', 'nền văn minh aztec', 'người aztec'];Các nhóm sắc tộc ở miền Trung Mexico và nền văn minh của họ
socially-constructed-person;['chủ cửa hàng', 'chủ cửa hiệu', 'chủ hiệu', 'chủ hiệu buôn', 'chủ quán', 'chủ shop', 'chủ tiệm', 'tiểu chủ', 'shopkeeper', 'chủ tiệm', 'người coi kho', 'nhân viên bán hàng', 'thương gia', 'thị trường thủ môn'];Người sở hữu hoặc quản lý một cửa hàng, cửa hiệu
socially-constructed-person;['người châu á', 'châu á', 'người á châu'];Trang định hướng Wikimedia
socially-constructed-person;['người iraq', 'iraki', 'iraq', 'mesopotamians', 'người dân iraq'];công dân hoặc cư dân của Iraq
socially-constructed-person;['mauritian'];công dân hoặc cư dân của Mauritius
socially-constructed-person;['b daman', 'người new zealand', 'new zealand', 'kiwi'];công dân hoặc cư dân của New Zealand
socially-constructed-person;['người đài loan', 'đài loan nhân'];Công dân hoặc cư dân của Đài Loan
socially-constructed-person;['người việt nam'];công dân hoặc cư dân Việt Nam
socially-constructed-person;['ông bà', 'tổ', 'tổ phụ mẫu', 'bà', 'ông', 'ông bà ngoại', 'ông bà nội', 'ông ngoại'];cha mẹ của cha/mẹ
socially-constructed-person;['người dẫn chương trình', 'người chủ trì', 'chủ tế', 'mc', 'chủ lễ', 'chủ tiệc', 'chủ tọa', 'compère', 'người cử hành', 'người dẫn dắt', 'người giới thiệu chương trình', 'người phát biểu', 'điều phối viên', 'commère\u200e', 'compere\u200e', 'cò khách', 'cò mồi', 'dân chợ búa', 'gã cò mồi', 'kẻ cò mồi', 'phường chợ búa', 'tay cò mồi', 'tên cò mồi', 'chủ trì', 'chủ xị', 'commère', 'compere', 'master of ceremonies', 'xướng ngôn viên', 'thầy hành lễ'];Nhân vật dẫn dắt, chỉ đạo các buổi lễ, buổi tiệc, sự kiện có dàn cảnh, có tổ chức, buổi hội thảo, hội nghị hay bất kỳ một buổi trình diễn nào đó tương tự
socially-constructed-person;['lập trình viên', 'kỹ sư phần mềm', 'người phát triển', 'kĩ sư phần mềm', 'nhà lập trình', 'người lập trình', 'software developer', 'thảo chương viên', 'thảo chương viên điện toán', 'coder', 'dấu hiệu thông tin', 'lập trình máy tính'];người viết các phần mềm
socially-constructed-person;['người bất đồng chính kiến', 'nhân vật bất đồng chính kiến', 'người chống đối', 'người không đồng ý', 'những người bất đồng chính kiến', 'bất tuân lịnh', 'bất đồng chính kiến', 'chia rẻ', 'người phản đối', 'người biểu tình', 'nhà bất đồng chính kiến trị', 'tướng bất đồng chính kiến'];Người chủ động đứng ra thách thức một học thuyết, chính sách, hay tổ chức
socially-constructed-person;['thợ đánh giày', 'người đánh giày', 'shoeshiner'];nghề thủ công, một người đánh giày và các loại giày dép khác và thường phải thu phí
socially-constructed-person;['bồi bàn', 'chạy bàn', 'hầu bàn', 'nhân viên bàn', 'nhân viên chạy bàn', 'nhân viên phục vụ bàn', 'tiểu nhị', 'nhân viên phục vụ', 'phục vụ bàn', 'nv bàn', 'nv phục vụ', 'nv phục vụ bàn'];Nhân viên phục vụ tại các nhà hàng, quầy bar hoặc tại các tư gia
socially-constructed-person;['tay súng', 'gunfighter', 'gunslinger', 'hitman', 'gunfighting', 'gunslingers', 'súng cho thuê', 'thuê súng', 'triggerman', 'đánh người đàn ông'];Nhân vật có khả năng bắn nhanh và chính xác chỉ với một khẩu súng
socially-constructed-person;['diễn viên hài', 'nghệ sĩ hài', 'danh hài', 'comedian', 'diễn viên hài kịch', 'nghệ sĩ hài kịch', 'truyện tranh'];Người cố gắng mua vui cho khán giả, chủ yếu bằng cách gây tiếng cười
socially-constructed-person;['giê-su', 'chúa giê-su ki-tô', 'vị mục tử nhân lành', 'chúa giêsu kitô', 'giê-su ki-tô', 'chúa giêsu', 'giê-xu', 'giêsu', 'jesus', 'jesus christ', 'yêsu', 'đức chúa giê-su', 'chúa giê-su', 'chúa kitô', 'giê-xu ki-tô', 'giêsu kitô', 'giêxu kitô', 'đấng cứu thế', 'chúa giêsu kirixitô', 'gia-tô', 'gia-tô cơ-đốc', 'giê-su nazareth', 'giêsu con ông giuse', 'giêsu thành nazareth', 'mục tử nhân lành', 'người chăn nhân lành', '德主支秋', '支秋', 'chúa giê-xu', 'chúa giê su', 'chúa giê xu', 'chúa giêxu', 'chúa jesus', 'chúa jesus christ', 'chúa jêsu', 'chúa jêsus', 'chúa ki-tô', 'giê-xu cơ đốc', 'giê su', 'giêxu', 'jesus xứ nazareth', 'jêsu', 'jêsus', 'jêsus christ', 'đấng cơ đốc', 'đấng trung gian', 'đức chúa giê-xu', 'đức chúa giê-xu cơ đốc', 'đức giê-xu cơ đốc', 'chúa giêsu thành nazareth', 'good shepherd', 'nazarene'];dụ ngôn của Giêsu
socially-constructed-person;['giê-su', 'chúa giê-su ki-tô', 'vị mục tử nhân lành', 'chúa giêsu kitô', 'giê-su ki-tô', 'chúa giêsu', 'giê-xu', 'giêsu', 'jesus', 'jesus christ', 'yêsu', 'đức chúa giê-su', 'chúa giê-su', 'chúa kitô', 'giê-xu ki-tô', 'giêsu kitô', 'giêxu kitô', 'đấng cứu thế', 'chúa giêsu kirixitô', 'gia-tô', 'gia-tô cơ-đốc', 'giê-su nazareth', 'giêsu con ông giuse', 'giêsu thành nazareth', 'mục tử nhân lành', 'người chăn nhân lành', '德主支秋', '支秋', 'chúa giê-xu', 'chúa giê su', 'chúa giê xu', 'chúa giêxu', 'chúa jesus', 'chúa jesus christ', 'chúa jêsu', 'chúa jêsus', 'chúa ki-tô', 'giê-xu cơ đốc', 'giê su', 'giêxu', 'jesus xứ nazareth', 'jêsu', 'jêsus', 'jêsus christ', 'đấng cơ đốc', 'đấng trung gian', 'đức chúa giê-xu', 'đức chúa giê-xu cơ đốc', 'đức giê-xu cơ đốc', 'chúa giêsu thành nazareth', 'good shepherd', 'nazarene'];Nhà giảng thuyết, nhà sáng lập Kitô giáo người Israel
socially-constructed-person;['người puerto rico', 'boricua', 'puerto rico'];người từ Puerto Rico
socially-constructed-person;['lev nikolayevich tolstoy', 'leo tolstoy', 'lep tônxtôi', 'leptonxtoi', 'lev n.tolstoy', 'lev tolstoi', 'lev tolstoy', 'tônxtôi lep', 'bá tước lev nikolayevitch tolstoy', 'tolstoy'];Tiểu thuyết gia người Nga
socially-constructed-person;['cháu gọi cậu hoặc dì', 'cháu trai gọi bác, chú, cô, dì, cậu', 'cháu', 'cháu gọi cậu', 'cháu gọi dì', 'cháu trai', 'cháu trai gọi bác', 'cháu trai gọi chú', 'cháu trai gọi cô', 'cháu trai gọi cậu', 'cháu trai gọi dì', 'con trai anh', 'con trai chị', 'con trai của anh trai', 'con trai của chị gái', 'con trai của em gái', 'con trai của em trai', 'con trai em', 'cháu trai', 'great-cháu trai'];con trai của anh chị em ruột
socially-constructed-person;['cháu gọi cậu hoặc dì', 'cháu trai gọi bác, chú, cô, dì, cậu', 'cháu', 'cháu gọi cậu', 'cháu gọi dì', 'cháu trai', 'cháu trai gọi bác', 'cháu trai gọi chú', 'cháu trai gọi cô', 'cháu trai gọi cậu', 'cháu trai gọi dì', 'con trai anh', 'con trai chị', 'con trai của anh trai', 'con trai của chị gái', 'con trai của em gái', 'con trai của em trai', 'con trai em', 'cháu trai', 'great-cháu trai'];con của chị hoặc em gái
socially-constructed-person;['người lăng xê', 'người lăng-xê', 'người pr', 'người quảng bá', 'nhà quảng bá', 'công nghệ lăng-xê', 'công nghệ lăng xê', 'lăng-xê', 'lăng xê', 'impresario', 'promoter', 'promoter câu lạc bộ', 'promoter đấm bốc', 'showmen', 'ông bầu'];Cá nhân hay tổ chức chuyên quảng bá các sự kiện giải trí trực tiếp
socially-constructed-person;['phát thanh viên', 'biên tập viên thời sự', 'btv thời sự', 'mc thời sự', 'người dẫn chương trình thời sự', 'anchorman', 'anchorperson', 'anchorwoman', 'neo tin tức', 'neo truyền hình', 'neo tv', 'trình tin tức'];Người dẫn dắt bản tin thời sự trên sóng truyền hình, radio hay trên mạng Internet
socially-constructed-person;['trùm tư bản', 'vua tư bản', 'doanh nhân giàu có', 'trùm công nghệ', 'trùm kinh doanh', 'đại gia công nghệ', 'nhà công nghiệp', 'tài phiệt', 'tài phiệt hoa kì', 'tài phiệt hoa kỳ', 'tài phiệt mĩ', 'tài phiệt mỹ', 'tỉ phú công nghệ', 'tỷ phú công nghệ', 'công nghiệp', 'gỗ baron', 'kinh doanh nhà lãnh đạo', 'lớn doanh nhân', 'magnates', 'tướng quân', 'ông trùm', 'ông trùm kinh doanh', 'ông trùm vận chuyển', 'đại thần', 'đầu điều hành'];Người chủ doanh nghiệp có được tiếng vang cũng như khối tài sản từ một ngành nghề kinh doanh cụ thể
socially-constructed-person;['người nổi tiếng', 'celeb', 'celebrity', 'danh nhân', 'nhân vật truyền hình', 'nổi tiếng', 'nổi tiếng người'];Cá nhân nổi bật có khả năng dẫn dắt một vài cấp độ làm mê hoặc công chúng hoặc khi họ xuất hiện trên truyền thông
socially-constructed-person;['cô gái', 'con gái', 'gái', 'girl', 'thiếu nữ', 'fille', 'người phụ nữ trẻ', 'phụ nữ trẻ', 'thiếu nư'];Người nữ trẻ
socially-constructed-person;['thomas edison', 'edison', 'thomas alva edison', 'eđixơn', 'thomas a. edison', 'thầy phù thủy menlo park', 'thầy phù thủy ở menlo park', 'ê-đi-xơn'];Nhà phát minh và thương nhân người Mỹ
socially-constructed-person;['phụ nữ', 'đàn bà', 'nữ', 'người đàn bà', 'gái', 'nữ giới', 'nữ lưu', 'nữ phái', 'phái nữ', '♀', 'cái trưởng thành'];Giới tính loài người
socially-constructed-person;['người đại diện văn chương', 'người đại diện nhà văn', 'người đại diện xuất bản', 'người đại diện văn học', 'văn học đại lý'];Người đại diện cho các nhà văn và các tác phẩm của họ tới tay nhà xuất bản, nhà sản xuất sân khấu kịch và nhà sản xuất phim
socially-constructed-person;['người đại diện tài năng', 'người đại diện nghệ sĩ', 'cơ quan tài năng', 'cơ quan đặt phòng', 'tài năng đại lý', 'đại lý đúc'];Người tìm kiếm việc làm cho các diễn viên, tác giả, đạo diễn phim, nghệ sĩ âm nhạc, người mẫu, nhà sản xuất, vận động viên chuyên nghiệp, nhà văn, nhà báo và những nhân vật khác trong vô vàn các ngành kinh doanh giải trí và truyền thông
socially-constructed-person;['tân binh', 'lính mới', 'lính mới tò te', 'recruit', 'rookie', 'rookies', 'dể lừa'];Người mới vào nghề hoặc mới tham gia một hoạt động quân sự, thể thao
socially-constructed-person;['phản động', 'bảo thủ cực đoan', 'cực hữu cầu thủ chạy cánh', 'phản động'];Thuật ngữ chính trị.
socially-constructed-person;['người mị dân', 'nịnh dân', 'mị dân', 'chính sách mị dân', 'nịnh dân', 'mị dân', 'rabble-rouser'];Lôi cuốn quần chúng.
socially-constructed-person;['thucydides'];Sử gia và tướng người Hy Lạp
socially-constructed-person;['thần ra', 'ra', 'thần rê', 'rê', 're'];thần Mặt Trời trong thần thoại Ai Cập
socially-constructed-person;['người viking', 'viking', 'tên ông vua'];Dân tộc chiến binh và du hành phía Bắc Âu.
socially-constructed-person;['mao trạch đông', 'mao chủ tịch', 'mao ngạn long', 'mao trạch tùng', 'mao trạch ðông', 'mao zedong', 'nhuận chi', 'mao tsetung'];Cố Lãnh tụ ,Chủ tịch Ủy ban Trung ương Đảng Cộng sản Trung Quốc
socially-constructed-person;['lão tử', 'thái thượng lão quân', 'lý nhĩ', 'lao-tse', 'lào-tzu', 'lào-zi'];danh nhân Trung Quốc
socially-constructed-person;['fernão de magalhães', 'ferdinand magellan', 'f. magiêlan', 'f. magiêlăng', 'ferdynand magellan', 'fernando de magallanes', 'fernando magallanes', 'fernão magalhaes', 'magellan'];Nhà thám hiểm đường biển hàng hải người Bồ Đào Nha
socially-constructed-person;['julius caesar', 'caesar', 'caius julius caesar', 'gaius julius caesar', 'ceasar', 'gāius jūlius caesar', 'jule césar', 'jules césar', 'julius ceasar', 'julius cæsar', 'jūlius caesar', 'xê-da', 'xê da', 'xêda'];Nhà lãnh đạo quân sự, nhà chính trị và tác giả văn xuôi latin lớn của La Mã cổ đại.
socially-constructed-person;['harry s. truman', 'harry s truman', 'harry truman', 'truman', 'tổng thống truman'];Tổng thống Mỹ thứ 33
socially-constructed-person;['john maynard keynes', 'john keynes', 'keynes'];Nhà kinh tế học người Anh.
socially-constructed-person;['set', 'seth'];Thần Ai Cập
socially-constructed-person;['tất-đạt-đa cồ-đàm', 'bụt', 'phật', 'thích-ca mâu-ni', 'phật thích ca', 'gautama buddha', 'phật tổ', 'phật tổ như lai', 'thích ca', 'thích ca mâu ni', 'tất đạt đa', 'pháp giai', 'cồ đàm', 'như lai phật tổ', 'phật cồ đàm', 'phật thích-ca', 'phật thích ca mâu ni', 'siddhartha gautama', 'siddhatta gotama', 'siddhattha gotama', 'siddhārtha gautama', 'thích-ca', 'thích-ca-mâu-ni', 'tất đạt ta họ cồ đàm', 'đức phật', 'đức phật thích ca', 'đức phật tổ', 'gautama', 'gautama tất đạt đa'];Người sáng lập ra Phật giáo
socially-constructed-person;['karl marx', 'các mác', 'c. mác', 'mác', 'c.mác', 'cac mac', 'carl marx', 'các-mác', 'k. marx', 'karl heinrich marx', 'marx'];Nhà triết học, nhà kinh tế, nhà sử học, nhà lãnh đạo cách mạng người Đức gốc Do thái.
socially-constructed-person;['hốt tất liệt', 'hốt-tất-liệt', 'hốt tất liệt hãn', 'khubilai khan', 'kubilai', 'kublai', 'kublai khan', 'nguyên thế tổ', 'hốt tất liệt kaan', 'kubla khan'];Là khả hãn thứ 5 của đế quốc Mông Cổ, và là người sáng lập ra triều đại nhà Nguyên trong lịch sử Trung Quốc. Dưới sự lãnh đạo của ông, đế quốc Mông Cổ đã đạt đến thời kỳ cực thịnh
socially-constructed-person;['gregor mendel', 'mendel', 'gregor johann mendel', 'johann mendel'];nhà khoa học, linh mục người Áo
socially-constructed-person;['honoré de balzac', 'balzac', 'honore de balzac', 'ban dắc', 'ban zắc', 'ô-nô-rê đờ ban dắc', 'honore balzac'];Là nhà văn hiện thực Pháp lớn nhất nửa đầu thế kỷ 19, bậc thầy của tiểu thuyết văn học hiện thực
socially-constructed-person;['erwin rommel', 'erwin johannes eugen rommel', 'con cáo sa mạc', 'rommel'];Thống chế của quân đội Đức Quốc Xã, chỉ huy quân đoàn Châu Phi
socially-constructed-person;['immanuel kant', 'kant', 'emmanuel kant'];nhà triết học người Đức
socially-constructed-person;['martin luther', 'm.lu-thơ', 'martin luder', 'martinus luther', 'luther'];Nhà thần học, tu sĩ Dòng Augustinô người Đức
socially-constructed-person;['euclid', 'ơ-clít', 'euclide', 'ơclit'];nhà toán học người Hy Lạp
socially-constructed-person;['eratosthenes', 'eratostenes'];nhà toán học, nhà địa lý, nhà thiên văn người Hy Lạp
socially-constructed-person;['chuẩn úy', 'thượng sĩ', 'uý', 'đảm bảo nhân viên'];Bậc quân hàm
socially-constructed-person;['dân ngoại', 'gentilitas', 'goy', 'gentile', 'goyim', 'không người do thái', 'không phải do thái'];the foreign people
socially-constructed-person;['lysimachos', 'lysimachus'];Là một vị tướng Macedonia và là một Diadochi (người kế thừa) của Alexandros Đại đế, người mà đã trở thành vua năm 306 TCN thống trị Thrace, Tiểu Á và Macedonia
socially-constructed-person;['seleukos i nikator', 'seleucus', 'seleucus i', 'seleucus i nicator', 'seleucus i nikator', 'seleukos i'];Là một danh tướng Macedonia thời Alexandros Đại đế, và là một trong những sứ quân diadochi sau khi Alexandros Đại Đế mất
socially-constructed-person;['lưỡng tính', 'liên giới tính', 'sinh vật lưỡng tính', 'á nam á nữ', 'người lưỡng tính', 'androgyne', 'gynandromorph', 'lại cái', 'đa giới tính', 'cơ quan sinh dục không rõ ràng', 'intersexed', 'intersexual', 'intersexuality', 'lại cái người', 'lương tính'];giới tính
socially-constructed-person;['aristoteles', 'aristotle', 'aristot', 'aristote', 'aristôt', 'aritstốt', 'arixtot'];Nhà triết học cổ Hy Lạp
socially-constructed-person;['albert einstein', 'einstein', 'anbe anhxtanh', 'anbơt anhxtanh', 'anh xtanh', 'anhxtanh'];Nhà vật lý lý thuyết người Đức gốc Do Thái
socially-constructed-person;['scipio africanus', 'scipio africanus major', 'publius cornelius scipio africanus', 'publius cornelius scipio', 'publius cornelius scipio africanus major', 'scipio', 'scipio the elder'];Là nhà chính trị, quân sự La Mã. Ông được ghi nhận là một trong những bậc tướng tài của La Mã, nổi bật với những chiến thắng trước quân đội Carthage trong chiến tranh Phoenicia lần thứ hai
socially-constructed-person;['vladimir ilyich lenin', 'lenin', 'lê nin', 'lênin', 'lê-nin', 'vladimir lenin', 'ulyanoṿ, ṿ.,', 'v.i. lenin', 'v.i.lenin', 'v.i.lênin', 'vladimir ilich lênin', 'vladimir iliych lenin', 'vladimir ilych ulyanov', 'nikolai lenin', 'vladimir ilich lenin', 'vladimir ilich ulyanov', 'vladimir ilyich ulyanov'];Lãnh tụ của phong trào cách mạng vô sản Nga
socially-constructed-person;['iosif vissarionovich stalin', 'joseph stalin', 'stalin', 'xít-ta-lin', 'xít ta lin', 'dzhugashvili, ioseb', 'i. v. stalin', 'ioseb dzhugashvili', 'ioseb jughashvili', 'iosef stalin', 'iosif stalin', 'iosif vissarionovich xtalin', 'iosif xtalin', 'josef stalin', 'josif stalin', 'josif vissarionovich stalin', 'josif vissarionovich xtalin', 'josif xtalin', 'stalin, iosif', 'stalin, iosif vissarionovich', 'stalin, joseph', 'stalin, josif', 'stalin, josif vissarionovich', 'xta-lin', 'xtalin', 'xtalin, iosif', 'xtalin, iosif vissarionovich', 'xtalin, josif', 'xtalin, josif vissarionovich', 'iosif vissarionovich dzhugashvili'];Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Liên Xô từ 1922-1953
socially-constructed-person;['tuyển trạch viên', 'người chiêu mộ cầu thủ', 'người chiêu mộ vận động viên', 'người chiêu mộ vđv', 'tài năng trinh sát', 'trinh sát'];Chuyên môn do một đội thể thao thuê về nhằm phân tích đánh giá màn thể hiện của các vận động viên cũng như cầu thủ nằm bên ngoài biên chế của đội
socially-constructed-person;['huấn luyện viên', 'huấn luyện viên bóng đá', 'người quản lý', 'quản lý', 'trợ lý huấn luyện viên trưởng'];Chức vụ trong bóng đá
socially-constructed-person;['kiến trúc sư', 'nhà thiết kế', 'người thiết kế', 'kiến \u200b\u200btrúc sư'];người tham gia thiết kế
socially-constructed-person;['nhà thiết kế phục trang', 'thiết kế trang phục', 'costumer', 'người may'];Người chuyên thiết kế phục trang
socially-constructed-person;['sucker'];đĩa đơn năm 2019 của Jonas Brothers
socially-constructed-person;['kế toán', 'kế toán viên', 'comptroller', 'kế toán công cộng', 'điều khiển'];người hành nghề kế toán
socially-constructed-person;['nhà độc tài', 'vua chuyên chế', 'độc tài'];Nhà độc tài là lãnh đạo tối cao với quyền lực tuyệt đối.
socially-constructed-person;['demetrios i poliorketes', 'demetrios i của macedonia', 'demetrius poliorcetes', 'demetrios i poliorcetes', 'demetrios poliorketes', 'demetrius i của macedon', 'demetrius i của macedonia', 'demetrius i poliorcetes', 'demetrius', 'demetrius i'];Là một vị tướng của Macedonia, và là vị quốc vương Diadochi của nhà Antigonos
socially-constructed-person;['herodotos', 'herodotus', 'hy-la-đa-đức', 'hêrôđôt', 'hērodotos'];Là một nhà sử học người Hy Lạp sống ở thế kỷ 5 trước Công nguyên, ông được coi là "cha đẻ của môn sử học" trong văn hóa phương Tây
socially-constructed-person;['bộ trưởng bộ nội vụ anh', 'bộ trưởng ngoại giao cho bộ trang chủ', 'bộ trưởng nội vụ', 'bộ trưởng nội vụ anh'];Bài viết danh sách Wikimedia
socially-constructed-person;['tổng giám đốc điều hành', 'giám đốc điều hành', 'tổng giám đốc', 'ceo', 'giám đốc', 'tgđ', 'giám đốc quản lý'];Chức vụ điều hành cao nhất của một tổ chức
socially-constructed-person;['shakti', 'sakti'];trang định hướng Wikimedia
socially-constructed-person;['thủ môn', 'thủ thành', 'thủ môn bóng đá', 'goalkeeper', 'goaltender', 'netminder', 'thủ môn mục tiêu'];Vị trí trong bóng đá
socially-constructed-person;['thủ môn', 'thủ thành', 'thủ môn bóng đá', 'goalkeeper', 'goaltender', 'netminder', 'thủ môn mục tiêu'];Vị trí thể thao
socially-constructed-person;['ông già noel', 'santa claus', 'ông già no-el', 'ông già nô-en', 'ông già nôen', 'cha giáng sinh', 'kriss kringle', 'saint nick', 'santa', 'st nick', 'ông già santa'];nhân vật hư cấu
socially-constructed-person;['hoàng đế', 'thiên hoàng', 'emperor', 'hoàng thượng'];Tước hiệu cao nhất của vua thời phong kiến.
socially-constructed-person;['maria', 'đức mẹ đồng trinh', 'madonna', 'đức mẹ maria', 'ma-ri', 'mẹ maria', 'nữ vương hòa bình', 'nữ vương rất thánh mân côi', 'thánh mẫu madonna', 'thánh mẫu maria', 'virgin mary', 'ðức mẹ', 'ðức mẹ maria', 'đức mẹ mary', 'đức mẹ đồng trinh maria', 'đức trinh nữ maria', 'mary', 'đức trinh nữ'];Mẹ ruột của chúa Giêsu theo quan niệm Thiên chúa giáo, vợ của ông Giuse
socially-constructed-person;['thủ tướng anh', 'thủ tướng vương quốc anh', 'thủ tướng anh quốc', 'thủ tướng vương quốc liên hiệp anh và bắc ireland', 'thủ tướng chính phủ'];người đứng đầu chính phủ ở Vương quốc Liên hiệp Anh và Bắc Ireland
socially-constructed-person;['cô', 'cô dì', 'cô / dì / thím / bác gái', 'dì', 'bác gái', 'thím', 'cô dì bác', 'aunty', 'mợ'];chị em gái của cha
socially-constructed-person;['chúa thánh linh', 'chúa thánh thần', 'thánh linh', 'thánh linh trong kitô giáo', 'thánh thần', 'thánh thần trong kitô giáo', 'đấng an ủi', 'đức thánh linh'];bình an
socially-constructed-person;['theia', 'orpheus'];Hành tinh giả thuyết được cho là va chạm với Trái Đất tạo nên Mặt Trăng
socially-constructed-person;['pharaon', 'pharaoh', 'pha-ra-ông', 'pha ra ông', 'pharaong', 'pharaôn', 'pharaông', 'pharoah', 'tên horus', 'tên horus vàng', 'vua ai cập', 'pha-ra-ôn', 'pharaoh của ai cập'];Tước hiệu của những người cai trị Ai Cập cổ đại
socially-constructed-person;['ba ngôi', 'thiên chúa ba ngôi', 'chúa ba ngôi', 'ba ngôi thiên chúa', 'tam vị nhất thể', 'thiên ngôi', 'blessed trinity', 'giáo lý của thiên chúa ba ngôi', 'holy trinity', 'thánh trinity'];Giáo lý Kitô giáo
socially-constructed-person;['vương thái hậu', 'hoàng thái hậu', 'nữ hoàng quả phụ có tài sản'];Trang định hướng Wikimedia
socially-constructed-person;['john von neumann', 'jôn phôn noiman', 'von neumann', 'jon von neumann', 'jános von neumann', 'neumann'];Nhà toán học, hóa học, và vật lý học người Hungary
socially-constructed-person;['friedrich engels', 'engels', 'enghen', 'frederick engels', 'ph. ăngghen', 'ăng-ghen', 'f. engels', 'ph.ăng-ghen', 'phridrich ăngghen'];Nhà lý luận chính trị, một triết gia và nhà khoa học người Đức
space-region;['điểm phân', 'phân mùa thu', 'phân điểm điểm', 'thu phân', 'vernal equinox', 'xuân phân', 'điểm đầu tiên của dương cưu'];Vị trí trong năm mà Mặt Trời nằm ở ngay trên và vuông góc với xích đạo của Trái Đất
space-region;['đường hàng không', 'cầu trên bầu trời', 'không khí lane', 'lang không khí', 'skybridge', 'skybridges', 'đường chim bay', 'đường bay', 'đường chim bay'];Hành lang xác định nối một vị trí xác định với một vị trí khác ở một độ cao xác định
space-region;['xích đạo', 'đường xích đạo'];Một đường tròn tưởng tượng vẽ ra trên bề mặt hành tinh.
spatial-feature;['anpơ', 'alps', 'an pơ', 'dãy núi alps', 'alpes', 'an-pơ', 'an - pơ', 'dãy alps', 'dãy anpơ', 'dãy núi alpes', 'núi alps', 'núi anpơ', 'ân lô bi'];Một trong những hệ thống núi lớn ở châu Âu
spatial-feature;['thiên cầu', 'vòm trời', 'trục vũ trụ', 'bầu trời', 'empyrean', 'thiên thể hình cầu', 'thiên đường', 'trời'];Một hình cầu giả thuyết bao quanh Trái Đất có đường kính tùy biến và đồng tâm với người quan sát thiên văn
