abstract-quality;['વ્યક્તિત્વ'];વ્યક્તિત્વ એટલે જે-તે વ્યક્તિની વર્તનશૈલી, તેની બૌદ્ધિક શક્તિઓ, અભિયોગ્યતાઓ, વિચારો, ટેવો, આવેગો, મનોવલણો અને બીજાં એવાં વિશિષ્ટ પાસાંઓના ગત્યાત્મક સંગઠનથી ઊપજેલું સુગ્રથિત સ્વરૂપ.
socially-constructed-person;['ઇંગ્લેન્ડના એલિઝાબેથ પ્રથમ'];ઢાંચો:Redirect10
socially-constructed-person;['વ્લાદિમીર લેનિન', 'લેનિન'];વ્લાદિમીર ઇલીચ લેનિન રશિયામાં બોલ્શેવિક ક્રાંતિના પ્રણેતા અને ક્રાન્તીકારી સામ્યવાદી નેતા જેમણે ૧૯૧૭ની ક્રાન્તીની આગેવાની કરી હતી.
socially-constructed-person;['જોસેફ સ્ટાલિન', 'સ્ટાલિન'];લેનિનના મૃત્યુ પછી સોવિયત યુનિયનના નેતા જોસેફ સ્ટાલિનનો જન્મ ૧૮ ડિસેમ્બરના રોજ રશિયામાં થયો હતો.
socially-constructed-person;['બહારવટીયો'];બહારવટીયો ‍ એટલે કોઈ પણ રજવાડાંનો સામાન્ય માનવી અથવા રાજની સાથે સંકળાયેલ કોઈ પણ પસાયતો, અમલદાર, ગરાસિયો કે સામાન્ય માણસ.
socially-constructed-person;['ગે'];ગે એ એવો શબ્દ છે જે મુખ્યત્વે સમલૈંગિક વ્યક્તિ, ખાસ કરીને પુરુષ માટે વપરાય છે.
socially-constructed-person;['વિકેટ કીપર'];ક્રિકેટની રમતમાં વિકેટ કીપર એક એવો ખેલાડી છે જે દાવ આપનારી બાજુનો ખેલાડી હોય છે અને વિકેટ અથવા સ્ટમ્પની પાછળ ઊભો રહે છે, જે તત્કાલીન દાવ લેનાર બૅટ્સમૅન પાસેથી નીકળેલા દડાને પકડે છે.
socially-constructed-person;['કલ્કિ', 'kalkî'];કલ્કિ, જે નકળંક નામથી પણ ઓળખાય છે, ભગવાન વિષ્ણુનો હવે પછી થનાર અવતાર મનાય છે.
socially-constructed-person;['નીલ આર્મસ્ટ્રૉંગ', 'neil armstrong'];નીલ આર્મસ્ટ્રૉંગ
socially-constructed-person;['મુસા'];મુસાએ બાઇબલ નાં જુનાકરાર માં આવતુ એક અગત્યનું પાત્ર છે.
socially-constructed-person;['વડાપ્રધાન'];વડાપ્રધાન અથવા પ્રધાનમંત્રી એક એવા રાજનેતા હોય છે કે જેઓ સરકારની કાર્યકારી શાખાઓનું સંચાલન કરતા હોય છે.
socially-constructed-person;['ઈશ્વર'];ઈશ્વર, ઈશ્વરવાદ અને કેવલેશ્વરવાદ ધર્મોમાં અને અન્ય માન્યતા સિસ્ટમ મુજબ એક દેવતા છે, જે ક્યાં તો એકેશ્વરવાદમાં એકમાત્ર દેવતા, અથવા બહુ-ઈશ્વરવાદના મુખ્ય દેવતા તરીકે અભિવ્યકત થાય છે.ઈશ્વરને મોટેભાગે અલૌકિક સર્જક અને બ્રહ્માંડના દૃષ્ટા તરીકે જોવામાં આવે છે.
socially-constructed-person;['વિષ્ણુ', 'શ્રીહરિ'];વિષ્ણુ એ હિંદુ ધર્મ પ્રમાણે ભગવાન છે.
socially-constructed-person;['માર્કો પોલો'];માર્કો પોલો (English pronunciation: /ˈmɑrkoʊ ˈpoʊloʊ/ ( સાંભળો). ઢાંચો:IPA-it) (c .
socially-constructed-person;['પાર્વતી', 'pārvāti', 'ઉમીયામા'];પાર્વતી એ હિન્દુ દેવી છે.
socially-constructed-person;['કાલિ', 'kalī', 'મહાકાળી', 'કાળકા', 'કાળકા માતા', 'ભદ્રકાળી', 'ભદ્રકાળી માતા'];મહાકાળી, કાલિ, એ કાલિકા બંગાળી:কালিকা}} તરીકે પણ જાણીતી એક હિન્દુ દેવી છે જેને શાશ્વત ઊર્જા/શક્તિ સાથે સાંકળવામાં આવે છે.
socially-constructed-person;['સર્જક', 'લેખક'];સર્જક એટલે એવી વ્યક્તિ જે પુસ્તક, વાર્તા, કવિતા અથવા કોઇપણ પ્રકારનું લખાણ લખે.
space-region;['સમપ્રકાશીય ઘટના કે વિષુવકાલ'];ઢાંચો:Solstice-equinox
space-region;['સમઘન'];ઢાંચો:Reg polyhedra db ભૂમિતિમાં, સમઘન એક ત્રિ-પારિમાણીય ઘન પદાર્થ છે જે છ સમચોરસ ફલક, પાસા અથવા બાજુઓથી બંધાયેલો છે અને પ્રત્યેક શિરોબિંદુ પર ત્રણ બાજુએ એકબીજાને મળે છે.
space-region;['રેખા'];રેખા એ એક બિંદુથી બીજા બિંદુ સુધીનો માર્ગ છે.
space-region;['રેખા'];રેખા એ એક બિંદુથી બીજા બિંદુ સુધીનો માર્ગ છે.
space-region;['શંકુ'];ભૂમિતિ અને સામાન્ય ભાષામાં શંકુ એ એવો ઘન આકાર છે જે કાટકોણને તેની નાની બાજુએ તેની ધરી પર ફેરવતાં મળે છે.
space-region;['ગોળો'];ગોળો એ અવકાશમાં દડા જેવી સપાટી ધરાવતો આકાર છે.
space-region;['રેશમ માર્ગ'];રેશમ માર્ગ એ વર્ષો પૂર્વે ચીન દેશના હાન શાસકોએ રેશમનો વેપાર કરવા માટે બનાવડાવ્યો હતો.
space-region;['ગોળો'];ગોળો એ અવકાશમાં દડા જેવી સપાટી ધરાવતો આકાર છે.
space-region;['શૂન્યાવકાશ'];વિજ્ઞાનની સમજ પ્રમાણે પૃથ્વી ઉપર દરેક જગ્યાએ હવા અસ્તિત્વમાં હોય છે, જે સ્થળ કે પાત્ર આપણને સામાન્ય બુધ્ધિ પ્રમાણે ખાલી લાગે છે, અને વ્યવહારૂ ભાષામાં તે ખાલી તરીકે ઓળખાય છે, તે વૈજ્ઞાનિક તર્ક પ્રમાણે હવાથી ભરેલાં હોય છે.
spatial-feature;['પર્વત'];કુદરતી વાતાવરણના ફેરફારોને કારણે જમીનમાં કેટલીક વાર ખાડા તેમ જ તિરાડ પડવાની, માટીની ભેખડો ધસી પડવાની, જ્વાળામુખી ફાટવાની કે માટીના ઢગલા થવાની ઘટના બને છે.
spatial-feature;['આલ્પ્સ પર્વતમાળા'];એલ્પ્સ અથવા આલ્પ્સ મધ્ય યુરોપ માં આવેલ સૌથી મોટી પર્વતમાળા છે.
spatial-feature;['જીબ્રાલ્ટર', 'જિબ્રાલ્ટર'];જિબ્રાલ્ટર એ બ્રિટનનું સમુદ્રપારનું ક્ષેત્ર છે.
spatial-feature;['માઉન્ટ રશમોર નેશનલ મેમોરિયલ'];માઉન્ટ રશમોર નેશનલ મેમોરિયલ એ સંયુક્ત રાજ્ય અમેરિકામાં દક્ષિણ ડાકોટા ખાતે કીસ્ટોન નજીકના ગ્રેનાઈટના પથ્થરો વડે બનેલા પર્વત પર કોતરકામ કરી બનાવવામાં આવેલ સ્મારક છે.
spatial-feature;['માઉન્ટ એવરેસ્ટ', 'માઉંટ એવરેસ્ટ', 'માઉન્ટ ઍવરેસ્ટ'];માઉન્ટ એવરેસ્ટ એ દુનિયાનું સૌથી ઊંચાઇ ધરાવતું શિખર છે, જે હિમાલય પર્વતમાળામાં આવેલું છે, અને રાજકીય રીતે નેપાળ દેશની હદમાં આવે છે.
spatial-feature;['હિમાલય'];હિમાલય એશિયામાં સ્થિત એક પર્વતમાળા છે.
spatial-feature;['કંચનજંઘા', 'કાંચનજંઘા'];કંચનજંઘા દુનિયાનું ત્રીજું સૌથી ઊંચું શિખર છે, આ શિખર સિક્કીમના ઉત્તર પશ્ચિમ ભાગમાં નેપાળની સીમા પર આવેલું છે.
status;['સામાજિક દરજ્જો', 'સામાજિક દરજ્જા'];સામાજિક દરજ્જો એ વ્યક્તિને સમાજમાં કે એક ચોક્કસ સમૂહમાં મળતું સ્થાન કે હોદ્દો છે.
subject;['વર્ગીકૃતનામકરણ'];વર્ગીકૃતનામકરણ એ સમસ્ત સજીવ સૃષ્ટીને એક સમાન લાક્ષણીકતા ધરાવતા સજીવોના વિવિધ સમુહો અૃને પેટા-સમુહોમાં ગોઠવી, એ ગોઠવણી દરમ્યાન દરેક સમુહનું એક ચોક્કસ નામકરણ કરવાની જીવવિજ્ઞાનમાં વપરાતી એક પદ્ધત્તિનું નામ છે.
subject;['વિજ્ઞાન'];વિજ્ઞાન એટલે એક એવી પદ્ધતિ કે જેમાં ભૌતિક વિશ્વ અંગે અનુભવજન્ય જ્ઞાન મેળવી, તેનું વ્યવસ્થિત વર્ગીકરણ અને પરીક્ષણ કરી, કાર્ય-કારણની સમજૂતી આપતાં સ્પષ્ટીકરણો, સિદ્ધાંતો તથા આગાહીઓ વિકસાવવાનો પ્રયત્ન થાય છે.
subject;['ગણિત'];ગણિતશાસ્ત્ર એ જથ્થા, માળખાં, અવકાશ અને ફેરફારનો અભ્યાસ છે.
subject;['ભૂગોળ'];ભૂગોળ (એ પૃથ્વી પર આવેલાં સ્થળો તથા તેમાં રહેલા પારિમાણિક તથા માનવીય ફેરફારોના અભ્યાસનું શાસ્ત્ર છે.
subject;['વાકછટા', 'શબ્દાડંબર'];વાક્છટા ભાષાને અસરકારક રીતે સંદેશાવ્યવહાર કરવા માટે વાપરવાની કળા છે.
subject;['કૃષિવિજ્ઞાન'];કૃષિ વિજ્ઞાન પ્રાકૃતિક, આર્થિક અને સામાજિક વિજ્ઞાન વગેરેને સમાવતું એક બહુવિષયક ક્ષેત્ર છે.
subject;['પ્રાણીશાસ્ત્ર'];પ્રાણીશાસ્ત્રએ જીવવિજ્ઞાનની એક શાખા છે જેમાં પ્રાણીઓ વિષે અભ્યાસ કરવામાં આવે છે.
subject;['મનોભાષાવિજ્ઞાન', 'ભાષાનું મનોવિજ્ઞાન'];મનોભાષાવિજ્ઞાન અથવા ભાષાનું મનોવિજ્ઞાન એ મનોવિજ્ઞાન અને ભાષાવિજ્ઞાનના પરસ્પર જોડાયેલા પાસાઓનો અભ્યાસ કરતી શાખા છે.
subject;['સિવિલ ઇજનેરી'];સિવિલ ઇજનેરી કે સ્થાપત્ય અભિયાંત્રિકી લશ્કરી ઇજનેરી પછી ઇજનેરીની સૌથી જૂની શાખા છે.
subject;['વિદ્યુત ઇજનેરી'];વિદ્યુત ઇજનેરી અથવા ઇલેક્ટ્રિકલ એન્જિનિયરિંગ એ એક ટેકનિકલ શિસ્ત સંબંધિત અભ્યાસ સાથે, ડિઝાઇન અને એપ્લિકેશન સાધનો, ઉપકરણો અને સિસ્ટમોનો ઉપયોગ કરે છે. જેમાં વીજળી, ઇલેક્ટ્રોનિક્સ, અને વિદ્યુતચુંબકીય શાખાનો સમાવેશ થાય છે.
subject;['મિકેનિકલ એન્જિનિયરિંગ'];મિકેનિકલ એન્જિનિયરિંગ એ ઇજનેરી વિદ્યાની એક શાખા છે.
subject;['કલન શાસ્ત્ર', 'કલન'];કલન શાસ્ત્ર સતત થતા ફેરફારોની ગણના કરવા માટેની ગણિતની એક શાખા છે.
subject;['જૈવ તકનીક'];ઢાંચો:Citation style
subject;['ન્યાયશાસ્ત્ર'];ન્યાયશાસ્ત્ર કાયદાના સિદ્ધાંત અને તત્વજ્ઞાન છે.
subject;['સૌંદર્ય શાસ્ત્ર'];સૌંદર્ય શાસ્ત્ર તે સૌંદર્ય, કલા અને રુચિ તેમજ સૌંદર્યના સર્જન તથા કદર કરતી દર્શનશાસ્ત્રની જ એક શાખા છે.
subject;['ખગોળશાસ્ત્ર', 'ખગોળ શાસ્ત્ર'];ખગોળ શાસ્ત્ર એ પૃથ્વી અને તેના વાયુમંડળની બહારની એટલે કે અંતરીક્ષની ઘટનાઓના અવલોકન તથા અધ્યયન કરવાનું વિજ્ઞાન છે.
subject;['સંખ્યા સિદ્ધાંત'];સંખ્યા સિદ્ધાંત એ શુદ્ધ ગણિતની એક શાખા છે, જે મુખ્યત્વે પૂર્ણાંકો અને પૂર્ણાંક કિંમતવાળા વિધેયોના અભ્યાસ માટે સમર્પિત છે.
subject;['સામાજિક વિજ્ઞાન', 'સમાજવિદ્યા'];સામાજિક વિજ્ઞાન અથવા સમાજવિદ્યા એ વિજ્ઞાનની એક શાખા છે, જેમાં મુખ્યત્વે 'માનવસમાજ અને માનવસબંધો'નો અભ્યાસ કરવામાં આવે છે.
subject;['વસ્તી-વિષયક માહિતીઓ'];વસ્તીવિષયક અથવા વસ્તીવિષયક માહિતી માનવ વસ્તીની લાક્ષણિકતા છે જે સરકાર, વેચાણ અથવા અભિપ્રાય સંશોધનને ઉપયોગી છે અથવા વસ્તીવિષયક અથવા વસ્તીવિષયક માહિતી એ માનવ વસ્તીની લાક્ષણિકતા છે જે સરકાર, વેચાણ અથવા અભિપ્રાય સંશોધન અથવા આવા સંશોધનમા વપરાતા વસ્તીવિષયક રેખાચિત્રમા ઉપયોગી છે.
subject;['રસાયણ શાસ્ત્ર', 'રસાયણવિજ્ઞાન'];રસાયણ શાસ્ત્ર એ વિજ્ઞાનની એક શાખા છે કે જેમાં તત્વો અને સંયોજનોના ગુણધર્મો, તેમનું સંઘટન અને તેમની સંરચના તથા તેમનાં રૂપાંતરોનો અભ્યાસ કરવામાં આવે છે.
subject;['કીટ વિજ્ઞાન', 'કીટવિજ્ઞાન', 'જંતુશાસ્ત્ર'];ઢાંચો:Zoology
subject;['ઇજનેરી'];ઇજનેરી એ વિજ્ઞાનની જ એક શાખા છે.
subject;['ત્રિકોણમિતિ'];ત્રિકોણમિતિ એટલે ત્રિકોણ ના પરિમાણ માટેનું ગણિત.
subject;['ભૂમિતિ'];ભૂમિતિ ગણિતની એક શાખા છે.
subject;['ધાતુશાસ્ત્ર', 'મેટલર્જી'];ધાતુશાસ્ત્ર એ ધાતુ વિજ્ઞાનો એક ભાગ છે જેમાં ધાતુ અને તેના મિશ્રણના ભૌતિક, યાંત્રિકી અને રાસાયણિક ગુણધર્મો વિષે અભ્યાસ કરવામા આવે છે.
subject;['સ્વચ્છતા'];સ્વચ્છતાને આરોગ્ય અને આરોગ્યપ્રદ જીવનપ્રણાલી સાથે સંકળાયેલી આદતો તરીકે જોવામાં આવે છે.
subject;['ભૌતિકશાસ્ત્ર', 'ભૌતિકવિજ્ઞાન', 'ફિઝીક્સ', 'ભૌતિક શાસ્ત્ર'];ભૌતિક શાસ્ત્ર એ એક મૂળભૂત પ્રાકૃતિક વિજ્ઞાન છે કે જેમાં નૈસર્ગિક કે પ્રાયોગિક પરિસ્થિતિમાં દ્રવ્ય અથવા પદાર્થ અને ઊર્જાની આંતરક્રિયાથી નીપજતી ભૌતિક ઘટનાઓનો અભ્યાસ કરવામાં આવે છે.
subject;['મનોવિજ્ઞાન'];મનોવિજ્ઞાન એટલે Psychology-સાઇકોલોજી, એટલે Psycho+logas અર્થાત આત્મા+વિજ્ઞાન એટલે આત્માનું વિજ્ઞાન.
subject;['જીવવિજ્ઞાન'];Biology is a natural science concerned with the study of life and living organisms, including their structure, function, growth, origin, evolution, distribution, and taxonomy.
subject;['સમાજશાસ્ત્ર', 'સોસિયોલોજી'];સમાજશાસ્ત્ર એ વ્યક્તિના સામાજિક જીવનનો, વ્યક્તિઓથી બનેલા સમૂહજીવનની આંતરક્રિયાઓ અને આંતરસંબંધોનો વૈજ્ઞાનિક ઢબે અભ્યાસ કરતું વિજ્ઞાન છે.
substance-role;['છાણીયું ખાતર'];છાણીયું ખાતર એ એક પ્રકારનું દેશી ખાતર છે, જે ગાય-ભેંસના છાણ-મૂત્ર અને વધેલા ઘાસચારાના કચરામાંથી બનાવવામાં આવે છે.
substance-role;['મિશ્રધાતુ'];બે કે તેથી વધુ ધાતુ અથવા ધાતુ અને અધાતુના સમાંગ મિશ્રણને મિશ્રધાતુ કહે છે.
substance-role;['પ્લાસ્ટર ઓફ પેરીસ'];પ્લાસ્ટર ઓફ પેરીસ અથવા જિપ્સમ પ્લાસ્ટર એ સફેદ રંગ ધરાવતો, હલકા ભારવાળો અને નરમ પદાર્થ છે, જેનો ઉપયોગ રમકડા અને મૂર્તિઓ બનાવવા માટે તેમ જ અસ્થિભંગ વખતે તુટેલા હાડકાને જકડી રાખવા માટેના પાટાને કડક રાખવા માટે કરવામાં આવે છે.
substance-role;['કાંસું'];કાંસ્ય કે કાંસું એ એક મિશ્રધાતુ છે જેમાં મુખ્યત્વે તાંબાનો સમાવેશ થાય છે, જેમાં સામાન્ય રીતે લગભગ ૧૨-૧૨.૫% ટીન હોય છે અને ઘણીવાર અન્ય ધાતુઓ અને કેટલીકવાર અધાતુઓ અથવા મેટલલોઇડ્સ જેવા કે આર્સેનિક, ફોસ્ફરસ અથવા સિલિકોનનો સમાવેશ થાય છે.
system-as-description;['નાઝીવાદ'];ઢાંચો:Nazism sidebar ઢાંચો:Fascism sidebar નાઝીવાદ એ નાઝી પક્ષ અને નાઝી જર્મનીની વિચારધારા અને કાર્યપધ્ધતિ હતી.
system-as-description;['નિવસન તંત્ર', 'ઇકોસિસ્ટમ'];નિવસન તંત્ર એટલે કુદરતમાં જૈવિક ઘટકો જેવા કે પ્રાણીઓ, વનસ્પતિઓ અને સુક્ષ્મ જીવો તેઓની આસપાસના નિર્જીવ ઘટકો જેવા કે પાણી, વાયુઓ, જમીન, પ્રકાશ વગેરે સાથે જટિલ રીતે જોડાઇને એક સ્વયં સચાલિત તંત્રની રચના કરે છે તે તંત્ર કે પ્રણાલી.
system-as-description;['મૂડીવાદ', 'પૂંજીવાદ'];મૂડીવાદ સામન્યત: તે આર્થિક પ્રણાલી અથવા તંત્ર ને કહે છે જેમાં ઉત્પાદનનાં સાધન પર ખાનગી માલિકી હોય છે.
system-as-description;['સામાજિક માળખું', 'સામાજિક રચના', 'સામાજિક સંરચના'];સામાજિક માળખું અથવા સામાજિક રચના એ સામાજિક વ્યવસ્થાના જુદા જુદા સામાજિક એકમો કે ભાગોની વ્યવસ્થિત ગોઠવણી છે.
task;['ક્રમચય'];ગણિતશાસ્ત્રમાં ક્રમચય નો ખ્યાલ વસ્તુઓ કે મૂલ્યોના ક્રમ બદલવાના વતર્ન માટે બધા થોડા ફેરફાર ધરાવતાં ઘણાં અર્થો સાથે ઉપયોગમાં લેવામાં આવે છે.
task;['સરવાળો'];સરવાળો એ સંખ્યાઓને ભેગી કરવાની ગણિતની પદ્દતિ છે.
taxonomic-collective;['સિંગાપુરી ચેરી', 'muntingia calabura'];સિંગાપુરી ચેરી અથવા જમૈકન ચેરી એ એક વૃક્ષ છે.
taxonomic-collective;['કરેણ'];કરેણ એ એક સપુષ્પીય વનસ્પતિ છે, જે સામાન્ય રીતે બાગમાં જોવા મળે છે.
taxonomic-collective;['દિવેલી'];દિવેલી અથવા એરંડિયો તેલીબીયાં આપતી એક બારમાસી વનસ્પતિ છે, જે પોતાના નાના કદથી માંડીને લગભગ ૧૨ મીટર કદ સુધી ખુબ જ ઝડપથી વધી જાય છે, પરંતુ એનું બંધારણ કમજોર હોય છે.
taxonomic-collective;['રૂખડો'];DanuM
taxonomic-collective;['વરાઇ'];વરાઇ એ એક પ્રકારનું ધાન્ય છે.
taxonomic-collective;['વંદો'];વંદોકે વાંદો એ જંતુ વર્ગનું એક સર્વાહારી, નિશાચર પ્રાણી છે, જે અંધારામાં, ગરમી ધરાવતાં સ્થાનોમાં, જેમ કે રસોડું, ગોદામ, અનાજ અને કાગળના ભંડારોમાં જોવા મળે છે.
taxonomic-collective;['કપોત કુળ'];કબૂતરો અને હોલાઓનો કપોત કુળમાં સમાવેશ કરવામાં આવે છે જેમાં દુનીયાભરની ૩૧૦ જાતીઓના પક્ષીઓનો સમાવેશ થાય છે.
taxonomic-collective;['નાગલી', 'રાગી'];નાગલી અથવા રાગી એશિયા તેમજ આફ્રિકા ખંડના સૂકા ક્ષેત્રોમાં ઉગાડવામાં આવતું એક હલકું ધાન્ય છે.
taxonomic-collective;['નાશ પામેલા કપોત'];નાશ પામેલા કપોત એ કપોત કુળના એવા કુટુંબનું નામ છે કે જેના બધા જ સભ્યોનો પૃથ્વી પરથી વિનાશ થઇ ચુક્યો છે અને હવે જે જોવા મળતા નથી.
taxonomic-collective;['મૃદુકાય સમુદાય'];મૃદુકાય સમુદાય એ પ્રાણીસૃષ્ટિ પૈકીનો એક સમુદાય છે.
taxonomic-collective;['પેરુ', 'જામફળ'];પેરુ, જમરૂખ અથવા જામફળ વૈજ્ઞાનિક વર્ગીકરણ મુજબ મિર્ટેસી કુળ ની પ્રજાતિ સાઇડિયમ નું સભ્ય છે.
taxonomic-collective;['ઉંબરો', 'fícus'];ઉંબરો વડની પ્રજાતિનું એક વિશાળ વૃક્ષ હોય છે.
taxonomic-collective;['મોસંબી'];મોસંબી એ ખટ-મીઠું રસાળ ફળ છે.
taxonomic-collective;['કુર્કુટાકાર', 'કુકુટાકાર', 'galliformes'];કુર્કુટાકાર એ ભારે શરીરવાળા, મોટે ભાગે જમીન પર દાણા ચણતા પક્ષીઓનું ગોત્ર છે જેમાં ટર્કી, તેતર, મરઘા, નવી અને જુની દુનીયાના લાવરી પક્ષીઓ વગેરેનો સમાવેશ કરવામાં આવે છે.
taxonomic-collective;['શેરડી'];શેરડી એક પ્રમુખ પાક એટલે કે ખેત-ઉત્પાદન છે.
taxonomic-collective;['કાગડો', 'કાગડા'];કાગડો એ સામાન્ય રીતે આખા જગતમાં બધા જ વિસ્તારોમાં જોવા મળતું પક્ષી છે.
taxonomic-collective;['ટર્કી'];ટર્કી એ હાલમાં પુથ્વી પરનાં સૌથી મોટા પક્ષીઓમાં ત્રીજા ક્રમે આવતું પક્ષી છે.
taxonomic-collective;['કેળ'];એક જ વાર ફળ કેળાં રુપે ફળ આપતું અને મોટાં લીલા પાંદડાંવાળું કેળ અથવા રંભા. કદલી. વારણ. અંશુમત્ફલા વગેરે નામોથી ઓળખાતું ઝાડ છે.
taxonomic-collective;['અરીઠાં'];'અરીઠાં એ એક વૃક્ષ છે જે ભારતીય ઉપખંડમાં લગભગ દરેક જગ્યા પર જોવા મળે છે.
technique;['શાણપણ'];શાણપણ એ લોકો, ચીજવસ્તુઓ, પ્રસંગો અથવા પરિસ્થિતિઓ અંગેની એવી ઊંડી સમજણ અને પ્રતીતિ છે, જે સાતત્યપૂર્વક લઘુત્તમ સમય અને ઊર્જામાં મહત્તમ પરિણામો આપવા માટે માણસની પસંદગી કરવાની અથવા એ અનુસાર વર્તવાની ક્ષમતા તરીકે વ્યક્ત થાય છે.
technique;['તર્ક'];તર્ક એ કારણો, માન્યતાઓ, તારણો, ક્રિયાઓ અથવા લાગણીઓ શોધવા માટેની એક ચિંતન પ્રક્રિયા છે.
temporal-region;['જુલાઇ ૧'];૧ જુલાઇનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૧૮૨મો દિવસ છે.
temporal-region;['જાન્યુઆરી ૧', 'એક જાન્યુઆરી', 'જાન્યુઆરીની પહેલી તારીખ', 'પહેલી જાન્યુઆરી', '૧લી જાન્યુઆરી'];૧ જાન્યુઆરી નો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો પહેલો દિવસ છે.
temporal-region;['ફેબ્રુઆરી ૨'];૨ ફેબ્રુઆરી નો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૩૩મો દિવસ છે.
temporal-region;['નવેમ્બર ૧'];૧ નવેમ્બર નો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૩૦૫મો દિવસ છે.
temporal-region;['ડિસેમ્બર ૨૫', 'નાતાલ'];૨૫ ડિસેમ્બર નો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૩૫૯મો દિવસ છે.
temporal-region;['ડિસેમ્બર ૨૫', 'નાતાલ'];નાતાલ અથવા તો નાતાલ દિન ખ્રિસ્તી ધર્મના લોકોની વાર્ષિક રજા છે.
temporal-region;['માર્ચ ૧૯'];૧૯ માર્ચ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૭૮ મો દિવસ છે, આ દિવસ પછી વર્ષના ૨૮૭ દિવસ હજુ બાકી રહે છે.
temporal-region;['એપ્રિલ ૧૪'];૧૪ એપ્રિલનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૧૦૪મો દિવસ છે.
temporal-region;['ઓક્ટોબર ૨૪'];૨૪ ઓક્ટોબર નો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૨૯૭મો દિવસ છે.
temporal-region;['ઓક્ટોબર ૧૨'];૧૨ ઓક્ટોબર નો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૨૮૫મો દિવસ છે.
temporal-region;['જુલાઇ ૪'];૪ જુલાઇનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૧૮૫મો દિવસ છે.
temporal-region;['દાયકો'];દસ વસ્તુના સંગ્રહને દાયકો કહેવાય છે.
temporal-region;['માર્ચ ૨૫'];૨૫ માર્ચનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૮૪મો દિવસ છે.
temporal-region;['નાણાકીય વર્ષ'];રાજવૃત્તીય વર્ષ એ ધંધા તેમજ અન્ય સંસ્થાઓમાં વર્ષે નાણાકીય હિસાબો તૈયાર કરવા માટે વપરાતો સમયગાળો છે.
temporal-region;['અઠવાડિયું', 'અઠવાડીયું'];અઠવાડિયું કુલ સાત દિવસનું હોય છે.
temporal-region;['મે ૨૪'];૨૪ મેનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૧૪૪મો દિવસ છે.
temporal-region;['સપ્ટેમ્બર ૧૭'];૧૭ સપ્ટેમ્બરનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૨૬૦મો દિવસ છે.
temporal-region;['ઓગસ્ટ ૧'];૧ ઓગસ્ટનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૨૧૩મો દિવસ છે.
temporal-region;['જૂન ૧૪'];૧૪ જૂનનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૧૬૫મો દિવસ છે.
temporal-region;['જૂન ૨૯'];૨૯ જૂનનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૧૮૦મો દિવસ છે.
temporal-region;['રવિવાર'];રવિવાર એ અઠવાડિયાનો પહેલો દિવસ છે.
temporal-region;['ગુડફ્રાઈડે'];બાઇબલના નવા કરારમાં માથ્થી, માર્ક અને લૂકે ઇસુની ખાસ નોંધેલી એક વાત છે, ‘જો કોઇ મારો અનુયાયી થવા માગતો હોય, તો તેણે પોતાનો ત્યાગ કરવો જોઇશે અને પોતાનો ક્રોસ ઉપાડી મારી પાછળ આવવું જૉઇશે.’ બધા લોકો જાણે છે કે ગુડ ફ્રાઇડેના દિવસે ઇસુ ખ્રિસ્ત ક્રોસ પર મૃત્યુને વર્યા છે અને ક્રોસ ખ્રિસ્તી ધર્મનું ખાસ નિશાન છે.
temporal-region;['સપ્ટેમ્બર ૨૯'];૨૯ સપ્ટેમ્બરનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૨૭૨મો દિવસ છે.
temporal-region;['લિપ વર્ષ'];ગ્રેગોરીયન પંચાંગ પ્રમાણે વર્ષના ૧૨ મહિનાઓ નક્કી કરવામાં આવ્યા છે.
temporal-region;['જૂન ૨૧'];૨૧ જૂનનો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૧૭૨મો દિવસ છે.
temporal-region;['મે ૧'];આ લેખ વર્ષના દિવસ વિષેનો છે.
temporal-region;['માર્ચ ૨'];૨ માર્ચ નો દિવસ ગ્રેગોરીયન પંચાંગ મુજબ વર્ષનો ૬૧મો દિવસ છે.
temporal-region;['તાલ'];સંગીતની ગતિ માપવાનું સાધન તાલ છે.
