abstract-quality;['шәхси кемлек'];Мин төшенчәсе, Кемлек, Үзаң, Үзбәяләү һәм Үзбилгеләү төшенчәләре белән бутамагыз.
socially-constructed-person;['ир-ат', 'ир кеше'];Бу мәкаләнең латин әлифбасындагы игезәге бар.
socially-constructed-person;['эрнест хемингуэй', 'ernest hemingway', 'ernest xeminguey', 'ernest xemingwey', 'хемингуэй эрнест'];Эрнест Миллер Хемингуэй (ингл.
socially-constructed-person;['джонатан свифт', 'jonathan swift', 'conatan swift', 'свифт джонатан'];Джо́натан Свифт (инг.
socially-constructed-person;['претор', 'pretor'];Pretor, Prätor - Borınğı Rim däwlät xezmäte.
socially-constructed-person;['сурья', 'surya'];Сурья - Һинд Ходае, Кояш Ходае, Якытылык һәм Көн, Акыл Ходае, арбасын җиде ат тарта, грек эквиваленты - Гелиос, балалары - Шраддхадэва Ману, Яма, Ямуна, Бхадра, Шани, Карна, хатыннары - Ушас, Ратри, Чхая, Саранью, әтисе - Кашьяпа, әнисе - Адити, яшәү урыны - Кояш, көне - Якшәмбе.
socially-constructed-person;['саамнар', 'саами'];Саамнар яки лопарьлар
socially-constructed-person;['данте алигьери', 'dante alighieri', "alig'yeri dante", 'aligyeri dante', 'dante aligyeri', 'алигъери данте', 'алигьери данте'];Да́нте Алигье́ри (итал.
socially-constructed-person;['капитан'];Капитан
socially-constructed-person;['сократ', 'sokrat'];Сокра́т (бор.
socially-constructed-person;['mitridat vi', 'mitridat', 'mitridat eupator', 'mitridat vi eupator', 'митридат', 'митридат vi евпатор', 'митридат евпатор'];Mitridat VI Eupator - 120-63 b.e.q.
socially-constructed-person;['диңгезче'];Диңгезче - диңгезләр буенча йөрүче корабларны йөртүче яки аларның йөртүдә, ремонт эшләрендә яки хезмәт итүдә ярдәм итүче кеше.
socially-constructed-person;['славяннар', 'slavyan', 'slavän', 'slavännar', 'славян'];Славяннар яки ыслаулар
socially-constructed-person;['викинглар', 'vikinglar'];Викинглар - Скандинавиядән чыккан һәм безнең эраның VIII гасырыннан алып XI гасыр урталарына кадәр Аурупада һәм Төньяк Атлантика утрауларында сәүдә иткән, талаган һәм шәһәрләр төзегән тикшеренүчеләр, сугышчылар, сәүдәгәрләр һәм диңгезчеләрнең гомуми атамасы.
socially-constructed-person;['офицер', 'әфисәр', 'забит'];Офицер, татарчалаштырылган вариант әфисир, инкыйлабка кадәр гарәп сүзе забит кулланылган — кораллы көчләр, полиция һәм жандармерияның командирлар составындагы хәрби хезмәтче.
socially-constructed-person;['dwayt eyzenhauer', 'duayt eyzenhauer', 'duayt eyzenhawer', 'дуайт эйзенхауэр', 'дуайт эйзенһауэр'];Dwayt Devid Eyzenhauer — AQŞ däwlät häm xärbi eşleklese, ärme yanaralı, AQŞ 34-nçe prezidentı.
socially-constructed-person;['рама', 'rama'];Рама яки Рам, шулай ук Рамачандра буларак мәгълүм, Һинд динендә төп Ходай булып тора.
socially-constructed-person;['индра', 'indra'];И́ндра
socially-constructed-person;['mao tzıduñ', 'мау зыдуң', 'мао цзыдуң', 'мао цзэдун'];Mao Tzıduñ yäki ruslaştırılğan pinyin buyınça Mao Dzedun - Qıtay däwlät häm säyäsi eşleklese, maoizm töp teoretigı.
socially-constructed-person;['(7853) confucius', '7853 confucius'];Confucius
socially-constructed-person;['lao-tszı', 'лао цзы'];Lao-tszı yäki Laozı - VI-V b.e.q.
socially-constructed-person;['фернан магеллан', 'fernan magellan', 'магеллан', 'магеллан фернан', 'фердинанд магеллан'];Ферна́н Магелла́н (порт.
socially-constructed-person;['композитор', 'көйязар', 'kompozitor', 'köyyazar'];Компози́тор
socially-constructed-person;['гай юлий цезарь', 'gay yuliy tsezar', 'tsezar', 'yuliy tsezar', 'цезарь', 'юлий цезарь'];Гай Юлий Цезарь (лат.
socially-constructed-person;['persefona', 'персефона'];Persefona (bor.
socially-constructed-person;['леви маттай', 'маттай'];Леви́ Маттай (ивр.
socially-constructed-person;['изге андрей', 'изге әндри'];Апостол Андрей (Беренче дәшелгән Андрей, грек.
socially-constructed-person;['апостол петр', 'apostol peter', 'apostol petr', 'апостол петер', 'изге петр'];Апостол Петр (грек.
socially-constructed-person;['баларама', 'balarāma'];Баларама Һинд дине Ходае һәм Кришнаның абыйсы.
socially-constructed-person;['честер әлан артур', 'честер артур'];Честер Әлан Артур — адвокат, сәясәтче, дәүләт эшлеклесе, АКШ президенты, АКШ президенты урынбасары.
socially-constructed-person;['җон тайлер', 'john tyler', 'джон тайлер'];Җон Тайлер — сәясәтче, дәүләт эшлеклесе, АКШ президенты, АКШ вәкилләр пулаты әгъзасы, АКШ президенты урынбасары, Виргиния гөбернатыры, АКШ Санаты әгъзасы, АКШ Санаты әгъзасы, АКШ Санаты әгъзасы, АКШ Санаты әгъзасы, АКШ Санаты әгъзасы.
socially-constructed-person;['миллард филлмор', 'millard fillmore'];Миллард Филлмор — сәясәтче, дәүләт эшлеклесе, АКШ президенты, АКШ вәкилләр пулаты әгъзасы, АКШ президенты урынбасары, АКШ вәкилләр пулаты әгъзасы, Нью-Йорк штаты ассамблеясе әгъзасы.
socially-constructed-person;['кәлвин кулиҗ', 'calvin coolidge'];Кәлвин Кулиҗ — сәясәтче, дәүләт эшлеклесе, АКШ президенты, Массачусетс вәкилләр пулаты әгъзасы, Массачусетс гөбернатыры, АКШ президенты урынбасары, Массачусетс Санаты рәисе, Массачусетс Санаты әгъзасы, Массачусетс гөбернатыры урынбасары.
socially-constructed-person;['harri truman', 'гарри трумэн', 'һарри труман', 'һарри трумэн'];Harri S. Truman - AQŞ däwlät eşleklese, AQŞ Demokratik firqäsennän AQŞnıñ 33-nçe prezidentı.
socially-constructed-person;['льюис кэролл', 'чарльз доджсон', 'lewis keroll', 'lyuis keroll', 'кэролл льюис', 'льюис кэрролл'];Лью́ис Кэ́рролл (ингл.
socially-constructed-person;['con meynard keyns', 'джон мейнард кейнс'];Con Meynard Keyns, berençe baron Keyns - ingliz iqtisadçısı, iqtisadi teoriädä Keynsianlıq yünäleşenä nigez saluçı.
socially-constructed-person;['исаак ньютон', 'i̇saak nyuton', 'ньютон исаак'];Сэр Исаа́к Нью́тон
socially-constructed-person;['чарльз дарвин', 'charles darwin', 'дарвин, чарльз', 'дарвин чарльз', 'чарлз дарвин', 'чарльз роберт дарвин'];Чарльз Ро́берт Да́рвин (ингл.
socially-constructed-person;['будда', 'budda'];Бу́дда (санскр.
socially-constructed-person;['карл маркс', 'karl marks', 'карл генрих маркс', 'маркс', 'маркс карл'];Карл Ге́нрих Маркс (алман.
socially-constructed-person;['блез паскаль', 'blaise pascal', 'blez paskal', 'паскаль блез'];Блез Паска́ль (фр.
socially-constructed-person;['оноре де бальзак', 'honorè de balzac', 'onore de balzak'];Оноре де Бальзак (фр.
socially-constructed-person;['иоһанн кеплер', 'иоганн кеплер', 'i̇ogann kepler', 'кеплер', 'кеплер иоганн'];Иоһанн Кеплер — бөек галиме, география, астрономия, буенча күп хезмәтләр авторы.
socially-constructed-person;['иммануил кант', 'i̇mmanuil kant', 'кант', 'кант иммануил'];Иммануи́л Кант (алман.
socially-constructed-person;['һенрих һерц', 'генрих герц', 'henrix herts', 'һерц һенрих'];Һенрих Рудольф Һерц (алман.
socially-constructed-person;['martin lüter', 'мартин лютер'];Martin Lüter - xristian dine belgeçe, Reformatsiäne başlap cibärüçe, Täwrat kitabın alman telenä töp tärcemäçe.
socially-constructed-person;['мом', 'mómos'];Мом (рус.
socially-constructed-person;['сканда'];Ска́нда, Кумара, Карттикея, Муруган — Һинд динендә Ходайлар гаскәре җитәкчесе, сугыш Ходае.
socially-constructed-person;['дьяус'];Дьяус - Һинд дине Ходае, Панча Бхута әгъзасы, Дьюлокада, Акаша күгендә тора.
socially-constructed-person;['яма радж', 'yamá'];Һинд динендә Яма Көньяк юнәлешенең локапаласы һәм Брахманың улы.
socially-constructed-person;['ганеша'];Ганеша, шулай ук Ганапати, Винаяка, Пиллаяр һәм Бинаяк буларак мәгълүм, Һинд дине Ходайлары арасында иң мәгълүм һәм иң күп табыныла торган Ходайларның берсе.
socially-constructed-person;['лакшми'];Лакшми яки Лакшми Һинд дине байлык, яхшы язмыш, муллык һәм матурлык Алиһәсе.
socially-constructed-person;['сарасвати дэви', 'sarasvati'];Са́ра́свати
socially-constructed-person;['afrodita', 'афродита'];Afrodita (bor.
socially-constructed-person;['venera', 'venüs', 'венера'];Venera — borınğı Rim mifologiäsendä maturlıq, censi mäxäbbät, teläk, uñdırış, çäçäk atu alihäse.
socially-constructed-person;['вице-патшалык'];Вице-патшалык - тарихта булган кайбер илләрдәге территориаль берәмлек, гадәттә - административ-территориаль берәмлек.
socially-constructed-person;['һомер', 'homer'];Һомер (грек.
socially-constructed-person;['евклид', 'ewklid'];Евклид яки Эвклид, (бор.-гр.
socially-constructed-person;['эратосфен', 'eratosfen'];Эратосфен (иске грекча – Ἐρατοσθένης. б.э.к.
socially-constructed-person;['муза', 'muzalar', 'музалар'];Муза (таулы чирм.
socially-constructed-person;['муза', 'muzalar', 'музалар'];Muzalar (bor.
socially-constructed-person;['панини', 'paṇini'];Па́нини
socially-constructed-person;['фома аквинский', 'akvinskiy foma', 'tomas aquinas', 'аквинский фома', 'фома аквиналы', 'фома аквинлы'];Фома Аквинский (лат.
socially-constructed-person;['галилео галилей', 'galileo galiley', 'галилей галилео'];Галилео Галилей
socially-constructed-person;['джузеппе гарибальди', 'giuseppe garibaldi', 'cuzeppe garibaldi', 'djuzeppe garibaldi'];Джузеппе Гарибальди, итал.
socially-constructed-person;['çıñğız xan', 'чыңгызхан', 'çıñğızxan', 'тимучин', 'чынгыз-хан', 'чынгызхан', 'чыңгыз', 'чыңгыз хан'];Бу мәкаләнең латин әлифбасындагы игезәге бар.
socially-constructed-person;['аксак тимер', 'aqsaq timer', 'тамерлан', 'тимер аксак', 'тимерләң', 'тимур', 'әмир тимер'];Акса́к Тиме́р, җиһангир, Урта Азия монгол дәүләте әмире.
socially-constructed-person;['аллаһ', 'allah', 'alla', 'allah täğälä', 'алла', 'аллаһ тәгалә', 'исламда ходай'];Бу мәкаләнең латин әлифбасындагы игезәге бар.
socially-constructed-person;['интерсекс'];Интерсекс кешеләр — туганда тәннәре биологик җенесе буенча "хатын" һәм биологик җенесе буенча "ир" тәннәренең типик аңлатмаларына туры килмәгән кешеләр.
socially-constructed-person;['аврелий августин', 'avgustin avreliy', 'avreliy avgustin', 'августин аврелий'];Аврелий Августин яки Хозурлы Августин (лат.
socially-constructed-person;['аристотель', 'aristotel'];Аристо́тель (грек.
socially-constructed-person;['ритсер', 'рыцарь', 'alpar', 'алпар'];Ры́царь яки алпар (алман.
socially-constructed-person;['альберт эйнштейн', 'albert einstein', 'эйнштейн альберт'];Бу мәкаләнең латин әлифбасындагы игезәге бар.
socially-constructed-person;['николай коперник', 'nikolay kopernik', 'коперник', 'коперник николай'];Никола́й Копе́рник — Польшаның мәшһүр астрономы, математик.
socially-constructed-person;['yelizaveta i patşabikä', 'елизавета i', 'елизавета i патшабикә'];Yelizaveta I patşabikä yäki Elizabet I - Angliä häm İrlandiä patşabikäse, Tüdor näselennän soñğı patşabikä.
socially-constructed-person;['hera', 'гера', 'һера'];Hera (bor.
socially-constructed-person;['луций корнелий сулла', 'sulla', 'сулла'];Лу́ций Корне́лий Су́лла Бәхетле (tat.
socially-constructed-person;['марк антоний', 'mark antoniy'];Марк Антоний (латинча Marcus Antonius., 83-30 б.э.к.
socially-constructed-person;['дмитрий менделеев', 'дмитрий иван улы менделеев'];Бу мәкаләнең латин әлифбасындагы игезәге бар.
socially-constructed-person;['антон чехов', 'a. çexov', 'anton pavloviç çexov', 'anton çexov', 'а. чехов', 'антон павлович чехов', 'чехов антон'];Анто́н Па́вел улы Че́хов — мәшһүр рус язучысы, драматург, табиб.
socially-constructed-person;['владимир ленин', 'vladimir lenin', 'v. i̇. ulyanov-lenin', 'v. ulyanov-lenin', 'v.i̇. lenin', 'в. и. ульянов-ленин', 'в. ульянов-ленин', 'в.и. ленин', 'владимир ильич ленин', 'владимир илья улы ленин', 'владимир ульянов', 'ленин', 'ленин владимир'];Бу мәкаләнең латин әлифбасындагы игезәге бар.
socially-constructed-person;['федор достоевский', 'фёдор достоевский', 'фёдор михаил улы достоевский', 'födor dostoyevskiy', 'достоевский ф.м.', 'достоевский федор михайлович', 'достоевский фёдор', 'ф.м. достоевский', 'федор михайлович достоевский'];Фёдор Миха́йлович Достое́вский (рус.
socially-constructed-person;['иван павлов'];Иван Павлов — химик, табиб, физиюлыг.
socially-constructed-person;['иосиф сталин', 'иосиф виссарион улы сталин', 'stalin', 'иосиф виссарионович сталин', 'сталин', 'сталин иосиф'];Иосиф Виссарион улы Сталин (гөрҗ.
socially-constructed-person;['пәри', 'фея'];Пәри - татар мифологиясендә, тылсымлы әкиятләрдә һәм язма әдәбиятта бигрәк тә урта гасырларда киң таралган хатын-кыз кыяфәтендәге шактый каршылыклы персонаж.
socially-constructed-person;['повар', 'пешекче', 'пешерче'];Пешекче - ашарга әзерләүче кеше, предприятиеләрне тукландыру вазыйфасын үти, мәсәлән, өлкән пешекче, повар-кондитер һ.б..
socially-constructed-person;['профессор'];Профессор
socially-constructed-person;['бухгалтер'];Бухгалтер - бухгалтерлык исәп-хисабын оештыру һәм алып бару белән шөгыльләнүче белгеч.
socially-constructed-person;['гей'];Гей (ингл.
socially-constructed-person;['пәйгамбәр', 'päyğämbär', 'пәйгамбәрләр'];Пәйгамбәр — гомумән алганда ул - югары көчләр белән бәйләнешкә керә алучы һәм аның белән кешеләр арасында арадашчы булган һәм кыямәтне алдан әйтүче кеше.
socially-constructed-person;['драматург', 'драматурглар', 'dramaturg'];Драматург - драма әсәрләрен яза торган язучы, пьесалар авторы.
socially-constructed-person;['мигель де сервантес', 'migel de servantes'];Миге́ль де Серва́нтес Сааве́дра (исп.
socially-constructed-person;['фәрештә'];Бу мәкаләнең латин әлифбасындагы игезәге бар.Фәрештәләр дип ислам, христианлык, яһүдилек һәм тагын кайбер башка диннәрдә Ходайның илчеләре атала.
socially-constructed-person;['apollon', 'аполлон'];Apollon (bor.
socially-constructed-person;['калки', 'kalkî'];Ка́лки (санскр.
socially-constructed-person;['дәҗҗал'];Дәҗҗал - (гар.
socially-constructed-person;['геродот', 'һеродот', 'herodot'];Һеродо́т Галикарнаслы́ (Ἡρόδοτος Ἁλικαρνᾱσσεύς, б. э. к.
socially-constructed-person;['яһүд искариот', 'кириафтан яһүдә'];Яһүд Искариот (ивр.
socially-constructed-person;['апостол фома'];Изге Фома, Томас (грек.
socially-constructed-person;['абзый', 'abzıy'];Абзый яки агай — балага карата әтисенең яки әнисенең ир-ат туганы, кардәше.
socially-constructed-person;['президент', 'prezident'];Президент яки рәис (ингл.
socially-constructed-person;['тудыка', 'кузен', 'туганнан', 'туганнан туган'];Тудыка яки кузен — әтинең яки әнинең бертуганының баласы.
socially-constructed-person;['хәлифә', 'хәлиф', 'xälifä'];Хәлифә (гарәп.
socially-constructed-person;['майкл фарадей', 'michael faraday', 'maykl faradey', 'фарадей майкл'];Майкл Фарадей – инглиз физигы һәм химигы, электромагнит кыр тәгълиматына нигез салучы.
socially-constructed-person;['шакти'];Шакти, ул Һинд динендә һәм Шактизмда иң элек Галәм энергиясе һәм бөтен Галәмне хәрәкәтләндерүче динамик көчләрне чагылдыра..
socially-constructed-person;['нил армстронг', 'neil armstrong', 'armstrong nil', 'nil armstrong', 'армстронг нил'];Нил О́лден А́рмстронг
socially-constructed-person;['мэр'];Мэр (фр.
socially-constructed-person;['губернатор', 'gubernator'];Губерна́тор - җитәкче түрә, гадәтчә югарытүгел дәрәҗәдәге хөкүмәтнең юлбашчысы.
socially-constructed-person;['рим папасы', 'rim papası'];Рим папасы (лат.
socially-constructed-person;['муса пәйгамбәр', 'musa päyğämbär', 'муса', 'пәйгамбәр муса'];Муса (гарәп.
socially-constructed-person;['капкачы'];Капкачы
socially-constructed-person;['изге ана', 'изге марьям', 'мәрьям ана'];Мәрьям Ана яки Изге Ана яки Гайсә Анасы — Мәрьям, христиан динендә Гайсә пәйгамбәрның анасы, Йосыф хатыны.
socially-constructed-person;['акш президенты', 'aqş prezidentı'];Америка Кушма Штатлары президенты
socially-constructed-person;['премьер-министр', 'premyer-ministr', 'баш вәзир', 'прайм министр', 'premyer-ministrı'];Премье́р-мини́стр, шулай ук татарча Баш вәзир
socially-constructed-person;['апай', 'апа', 'түти', 'apay'];Апай яки түти, түтәй — балага карата әтисенең яки әнисенең хатын-кыз туганы, кардәше.
socially-constructed-person;['балдыз', 'baldız'];Балдыз - никахта булган хатынның сеңлесе.
socially-constructed-person;['ходай', 'xoday'];Бу мәкалә монотеизм һәм һенотеизм контекстында "Ходай" турында.
socially-constructed-person;['адмирал'];Адмирал
socially-constructed-person;['вишну'];Вишну
socially-constructed-person;['мнемосина', 'mnemosýne'];Мнемоси́на, Мнемозина
socially-constructed-person;['томас һант морган'];Томас Һант Морган — эволюционист, гинитик, хайванатбелгеч, табиб, үнивирситит прафисыры.
socially-constructed-person;['марко поло', 'marko polo', 'поло марко'];Ма́рко По́ло
socially-constructed-person;['ричард никсон'];Ричард Никсон — сәясәтче, дәүләт эшлеклесе, АКШ Санаты әгъзасы, АКШ вәкилләр пулаты әгъзасы, АКШ президенты, АКШ президенты урынбасары.
socially-constructed-person;['джордж герберт уокер буш', 'corc gerbert woker buş'];Джордж Ге́рберт Уо́кер Буш (инг.
socially-constructed-person;['(1203) нанна', '1203 nanna'];Нанна
socially-constructed-person;['парвати', 'pārvāti'];Па́рвати, Һинд динендә Шива Ходае хатынының бер исемнәренең берсе.
socially-constructed-person;['кали алиһәсе', 'kalī'];Ка́ли
socially-constructed-person;['вайю', 'vayú'];Вайю, Санскрит телендә: वायु, Вайю төп Һинд дине Ходае, җилләр Ходае, Бхиманың әтисе һәм Хануманның рухи әтисе.
socially-constructed-person;['язучы', 'автыр', 'автор', 'yazuçı', 'әдип'];Язучы — җәмгыятькә юнәлдерелгән әдәби әсәрләр иҗат итүче кеше.
socially-constructed-person;['фридрих энгельс', 'фридрих энгелс', 'friedrich engels', 'энгельс', 'fridrix engels', 'ф. энгельс', 'энгельс фридрих'];Фри́дрих Э́нгельс (алман.
space-region;['көн-төн тигезлеге', 'kön-tön tigezlege', 'көн белән төн тигезлеге'];Көн-төн тигезлеге — Кояшның үзәге аның эклиптикада күренмә хәрәкәтендә күк экваторыны аркылып үткән мизгеле.
space-region;['яссылык', 'yassılıq'];Яссылы́к — геометриянең төп төшенчәләреннән берсе.
space-region;['конус'];Конус – юнәлдерүчесе йомык булган коник өслек һәм конусның нигезен ясаучы яссылык белән чикләнгән җисем.
space-region;['цилиндрик өслек'];Цилиндрик өслек - икенче буын өслеге, аерым бер кәкре буенча үз-үзенә параллель калып хәрәкәт итүче туры сызык белән ясалган өслек.
space-region;['күпкырлык'];Күпкырлык — нинди дә булса геометрик җисемне чикләп торучы күппочмаклыклардан төзелгән өслек.
space-region;['хорда'];Хорда – әйләнәнең теләсә нинди ике ноктасын тоташтыручы кисемтә.
space-region;['böyek yefäk yulı', 'бөек ефәк юлы', 'ефәк юлы'];Böyek yefäk yulı - borınğı zamanda häm urta ğasırlarda Könçığış Aziä häm Urta diñgez buyı illären totaştırğan kärwan yulı.
space-region;['туры калкулык'];Туры калкулык (α, RA. инг.
space-region;['ekvator', 'экватор'];Ekvator - Cir öslege belän Cir üzäge aşa baruçı häm planeta äylänäse küçärenä perpedikulär yassılığı kiseşü sızığı.
space-region;['төзек күпкырлык'];Әгәр күпкырлыкның барлык кырлары да төзек күппочмаклар булса һәм һәр түбәдә бер үк сандагы кырлар тоташса, андый күпкырлык «төзек күпкырлык» дип атала.
space-region;['октаэдр'];Октаэдр - кырлары сигез өчпочмактан торган кабарынкы төзек күпкырлык.
space-region;['тетраэдр'];Тетраэдр - барлык кабыргалары тигез булган кабарынкы төзек күпкырлык.
space-region;['гексаэдр', 'һексаэдр'];Гексаэдр - кырлары алты квадраттан торган кабарынкы төзек күпкырлык.
space-region;['додекаэдр'];Додекаэдр - кырлары унике бишпочмактан торган кабарынкы төзек күпкырлык.
space-region;['икосаэдр'];Икосаэдр - кырлары егерме өчпочмактан торган кабарынкы төзек күпкырлык.
space-region;['ğälämi fäza', 'kosmik fäza', 'галәми фәза', 'космик киңлек', 'космик фәза'];Ğälämi fäza - kük cisemnäre atmosferasınnan tış urnaşqan çağıştırmaça buş Ğäläm öleşläre.
space-region;['yoldızara moxit', 'йолдызара мохит', 'йолдызара тирәлек', 'yoldızara matdä'];Yoldızara moxit - galaktikalar eçendäge fäzanı tutıruçı matdä häm qırlar.
space-region;['magnit kursı', 'магнит курсы'];Magnit yul poçmağı - yul sızığınıñ yünäleşe häm magnit meridianı arasındağı poçmaq, säğät tele buyınça isäplänä.
space-region;['эклиптика'];Эклиптика ( лат.
space-region;['төньяк котып', 'төньяк полюс'];Төньяк полюс — Җирнең әйләнү күчәренең Төньяк ярымшарда Җир өслеге белән кисешкән ноктасы.
space-region;['zenit', 'зенит'];Zenit - şuşı urınnan yuğarığa yünältüçe küçär - yatma yassılıqqa ortogonal' yuğarı yünäleş.
space-region;['nadir', 'надир'];Nadir yä Nädir - şuşı urınnan asqa yünältüçe küçär - yatma yassılıqqa ortogonal' tübän yünäleş.
space-region;['көньяк котып', 'könyaq qotıp', 'көньяк полюс'];Көньяк полюс — Көньяк ярымшарында урнашкан нокта.
spatial-feature;['каньон'];Каньон
spatial-feature;['тау массивы', 'taw massivı', 'таулар массивы'];Тау массивы
spatial-feature;['пиреней таулары', 'пиренейлар', 'пирәнәй таулары'];Пирене́й таулары́ (исп.
spatial-feature;['коперник', 'copernicus'];Коперник
spatial-feature;['тарлавык', 'tarlawıq'];Тарлавык
spatial-feature;['плато'];Плато́
spatial-feature;['тау', 'taw', 'таулар'];Тау́ — тигезлек өстендә меңгән рельефның уңай формасы.
spatial-feature;['альп таулары', 'alp tawları', 'alplar', 'альплар'];Альп таулары яки Альплар (алм.
spatial-feature;['гибралтар', 'gibraltar'];Гибралта́р
spatial-feature;['чик', 'дәүләт чикләре', 'географик чик', 'чикләре', 'географик чикләр'];Чикләр - сәяси кодрәтләр яки хокуки юрисдикцияләр географик зоналары билгеләгән сызыклар.
spatial-feature;['калкулык'];Калкулык, түбә, шулай ук уба
spatial-feature;['үзән', 'üzän'];Үзән — бер төрле убылган тискәре, туры сузылган рельеф формасы.
spatial-feature;['делта', 'delta'];Делта
spatial-feature;['tän-şän', 'тәңретау', 'тянь-шань', 'тәңре таулары', 'tyan şan', 'täñre taw', 'тәңре тау'];Täñre taw yä Tän-Şän yä Tyan Şan - Üzäk Aziädä, dürt illärdä - Qırğızstanda, Qıtayda, Qazaqstanda, Üzbäkstanda - urnaşqan taw sisteması.
spatial-feature;['джомолунгма', 'җомолуңма', 'comolungma', 'djomolungma', 'эверест', 'эверест тавы'];Джомолунгма (тиб.
spatial-feature;['һималайлар', 'gimalay tawları', 'gimalaylar', 'гималаи', 'гималай таулары', 'гималайлар', 'һималай'];Гималайлар яки Гималай таулары (санскр.
spatial-feature;['апеннин таулары', 'apennin tawları', 'appenin tawları', 'аппенин таулары'];Апеннин таулары
spatial-feature;['һиндукуш', 'hindukuş', 'гиндукуш'];Һиндуку́ш (пушту هندوکش, урд.
spatial-feature;['урал таулары', 'урал', 'урал тавы', 'уралтау', 'ural tawları'];Ура́л таулары — Көнбатыш Себер һәм Көнчыгыш Аурупа үзәнлекләре арасында урнашкан таулык.
spatial-feature;['гайот', 'guyot', 'гайотлар'];Гайот, гийот
spatial-feature;['тау сырты'];Тау сырты
spatial-feature;['бозлык'];Бозлык
spatial-feature;['гейзер', 'гейзерлар', 'geyzer'];Ге́йзер (исл.
spatial-feature;['oçıp menü-töşü yulı', 'oçıp menü-töşü yulları', 'vpp', 'впп', 'очып менү-төшү юллары', 'очып менү-төшү юлы'];Oçıp menü-töşü yulı, OMTY - oçuçı apparatlar oçıp menü, oçıp töşü öçen äzerlängän maxsus cir öslegeneñ mäydanı.
spatial-feature;['фудзияма', 'фудзи'];Фудзияма, Фудзи (яп.
spatial-feature;['су асты тавы', 'су асты таулары'];Су асты тавы, су асты таулары
spatial-feature;['çoqır', 'çoqırlar', 'чокыр'];Çoqır, yırım - tekä sözäkleklärdä yañğır häm qar suları eroziäse eşçänlege näticäsendä barlıqqa kilüçe yırğanaqlar.
spatial-feature;['таулык'];Таулык
spatial-feature;['күк', 'kük'];Күк - Җир яки теләсә кайсы башка астрономик объектлар өстендәге бушлык.
spatial-feature;['күк йөзе', 'күк гөмбәзе', 'фәләк'];Күк йөзе — күктәге җисемнәр проекциясе белән һәртөрле радиуслы күзаллау сферасы.
spatial-feature;['кыялы таулар', 'qıyalı tawlar'];Кыялы таулар
spatial-feature;['монблан'];Монбла́н (фр.
spatial-feature;['kilimancaro', 'kilimanjaro', 'килиманджаро', 'килиманджаро тавы', 'килиманҗаро'];Kilimancaro yä Kilimanjaro - ixtimal bulğan aktiv qatlı yanartaw, Tanzaniä könyaq-könçığışında urnaşa, Afrikanıñ iñ böyek tübäse - 5895 m diñgez däräcäse östendä.
spatial-feature;['балкан таулары', 'balkan tawları'];Балкан таулары (болг.
spatial-feature;['яр буе', 'yar buyı'];Яр буе — яр сызыгыннан ике яктан урнашкан, коры җир һәм диңгезнең бер-берсенә турыдан-туры тәэсир итүләре белән билгеләнә торган чик тасмасы.
state;['альцгеймер авыруы', 'альцһеймер авыруы', 'altsgeymer awıruı', 'altsheymer çire', 'альцһеймер чире'];Альцге́ймер авыруы — деменциянең иң еш очрый торган төре, нейродегенератив авыру.
state;['стресс'];Стресс (инг.
status;['ватандашлык', 'гражданлык', 'гражданство', 'watandaş', 'watandaşlıq', 'ватандаш'];Ватандашлык — шәхес һәм дәүләт арасындагы бер-берсенә таба хаклар һәм вазыйфалар мәсъәләләрдәге тотрыклы сәяси-хокукый мөнәсәбәт.
subject;['статистика', 'statistika'];Стати́стика — масса-күләм микъдарлы мәгълүматны туплау, үлчәү һәм тикшерү нигезләрен бәян итүче һәм өйрәнүче фән тармагы.
subject;['математик анализ', 'matematik analiz'];Математик анализ - функцияләрне һәм аларның берләшмәләрен дифференцаль һәм интеграль исәпләү алымнары белән тикшерүгә багышланган математика бүлекләре берлеге.
subject;['математика', 'matematika'];Риязыят яки Математика
subject;['геология', 'geologiä'];Геология – Җир кабыгы һәм анда анда булган файдалы казылмаларның составы, төзелеше, үсеш тарихын өйрәнүче фәннәр комплексы, аны һәм бу өлкәдә урын алучы барлык процессларны белдерүче термин.
subject;['диалектика', 'dialektika'];Диалектика ул — һәрьяклы бәйләнеш һәм үсеш турындагы тәгълимат.
subject;['җирне өйрәнүче фәннәр', 'cir fäne', 'җир фәннәре'];Җирне өйрәнүче фәннәр - Җирне һәм аның якын тирәлеген төрле яктан өйрәнүче фәннәрнең уртак атамасы.
subject;['геофизика', 'geofizika'];Геофизика — физика ысуллары белән Җирнең төзелешен өйрәнүче фән.
subject;['евклидча геометрия', 'evklid geometriäse'];Евклидча геометрия — Евклид фәзасы геометриясе.
subject;['гуманитар фәннәр', 'һуманитар фәннәр'];Гуманитар фәннәр – кешенең рухият, фикерләү, әхлак, мәдәният һәм җәмгыять өлкәсендәге эшчәнлеген өйрәнүче фәннәр.
subject;['география', 'җәгърафия', 'cäğrafiä', 'geografiä'];Җәгърафия (грек.
subject;['риторика'];Риторика
subject;['фонетика', 'fonetika'];Фоне́тика (грек.
subject;['этнография', 'etnografiä'];Этнография (грек.
subject;['экология', 'әйләнә-тирә мохитне саклау'];Эколо́гия (грек.
subject;['зоология', 'хайванатбелем'];Зоология (бор.
subject;['генетика'];Генетика
subject;['микробиология', 'mikrobiologiä'];Микробиология (гр.
