abstract-region;['iolraí', 'il'];Sa matamaitic
state;['undergrads'];sraith theilifíse
status;['náisiúntacht'];is gnách go bhfaightear náisiúntacht ag breith trí shliocht ó cheachtar tuismitheoir dóibh siúd a rugadh laistigh de chríoch an stáit
subject;['eitneagrafaíocht', 'eitneagrafaíochta', 'antraipeolaíocht tuairisciúil', 'eitneagrafaí', 'eitneagrafaíoch', 'eitneagrafaíocha', 'ethnographers'];Taighde cáilíochtúil ar fheiniméin chultúrtha
subject;['luibheolaíocht', 'botanics', 'eolaíocht plandaí', 'heolaíochtaí plandaí', 'luibheolaíocht leighis', 'mbitheolaíocht plandaí', 'phytology'];Eolaíocht a bhaineann le plandaí
subject;['ainmeolaíocht', 'onomastics', 'onomastic'];Staidéar ar ainmneacha dílse
subject;['ainéistéiseolaíocht', 'ainéistéise', 'anesthesiology'];Speisialtacht sa mhíochaine
subject;['eolaíocht shóisialta', 'eolaithe sóisialta', 'heolaíochtaí sóisialta'];réimse staidéir a phléann le daoine agus leis an tsochaí
subject;['fileolaíocht', 'focleolaíocht', 'philological', 'philologist', 'philologists'];Staidéar ar theangacha ó fhoinsí scríofa
subject;['eipistéimeolaíocht', 'epistemic', 'epistemological', 'epistemologist', 'fhealsúnacht an eolais', 'teoiric an eolais'];Brainse de fealsúnacht bainteach le cineál agus scóip an eolas
subject;['teangeolaíocht', 'teanga', 'cumarsáide béil', 'teangeolaithe'];staidéar acadúil ar theangacha
substance-role;['cré-umha', 'umha', 'bronzes', 'bronzeware'];Cóimhiotal
substance-role;['einsím', 'biocatalysts', 'einsímeacha', 'einsímí', 'holoenzyme'];Aicme de mhóilíní bitheolaíocha le gníomhaíocht catalaíoch
taxonomic-collection;['myriapoda', 'ilchosach', 'ilchosaigh', 'diplopoda', 'aicme diplopoda', 'aicme myriapoda', 'myriapods'];Fofhíleam artrapód
taxonomic-collection;['malacostraca', 'fho-aicme malacostraca'];Aicme crústach
taxonomic-collective;['treibh', 'fine', 'subtribe'];Rang tacsanomaíoch
taxonomic-collective;['fine', 'familia', 'teaghlach tacsanomaíoch', 'teaghlaigh'];Rang tacsanomaíoch
taxonomic-collective;['rang', 'infraclass', 'ranga'];Rang tacsanomaíoch, níos mó ná ord
taxonomic-collective;['ord', 'infraorder', 'ordú', 'parvorder', 'suborder'];Rang tacsanomaíoch (úsáid é seo in áit Q10861678)
taxonomic-collective;['géineas', 'aicme', 'genera', 'ghéineas', 't-ainm ghéineas'];Rang tacsanomaíoch
taxonomic-collective;['fíleam', 'phylum', 'bhfíleam'];Rang tacsanomaíoch
taxonomic-collective;['leitneria floridana', 'ghéineas leitneria', 'leitneria'];Speiceas plandaí
taxonomic-collective;['onoclea', 'ghéineas onoclea'];géineas plandaí
taxonomic-collective;['lophosoria', 'ghéineas lophosoria'];géineas plandaí
taxonomic-collective;['pernis', 'ghéineas pernis'];géineas éan
taxonomic-collective;['xanthomonas', 'xanthomonas ghéineas'];Géineas baictéar
taxonomic-collective;['cepphus', 'ghéineas cepphus'];Géineas éan
taxonomic-collective;['ambloplites', 'ambloplites ghéineas'];Géineas iasc
taxonomic-collective;['paracheirodon', 'ghéineas paracheirodon'];Géineas iasc
taxonomic-collective;['lagidium', 'ghéineas lagidium'];Géineas mamach
taxonomic-collective;['todea', 'ghéineas todea'];géineas plandaí
taxonomic-collective;['asio', 'ghéineas asio'];Géineas éan
taxonomic-collective;['azolla', 'ghéineas azolla'];Géineas plandaí
taxonomic-collective;['anogramma', 'ghéineas anogramma'];Géineas plandaí
taxonomic-collective;['chaenopsis', 'chaenopsis ghéineas'];géineas iasc
taxonomic-collective;['rypticus', 'ghéineas rypticus'];Géineas iasc
taxonomic-collective;['eucinostomus', 'ghéineas eucinostomus'];Géineas iasc
taxonomic-collective;['penelope', 'ghéineas penelope'];Géineas éan
taxonomic-collective;['hexanchus', 'ghéineas hexanchus'];Géineas iasc
taxonomic-collective;['lamna', 'ghéineas lamna'];Géineas iasc
taxonomic-collective;['thermobia', 'ghéineas thermobia'];géineas feithidí
taxonomic-collective;['limax', 'ghéineas limax'];Géineas moileasc
taxonomic-collective;['euproctis', 'ghéineas euproctis'];géineas feithidí
taxonomic-collective;['melanotis', 'ghéineas melanotis'];Géineas éan
taxonomic-collective;['araneus', 'aranea', 'ghéineas aranea', 'ghéineas araneus'];Géineas araicnidí
taxonomic-collective;['percina', 'ghéineas percina'];Géineas iasc
taxonomic-collective;['perdix', 'ghéineas perdix'];Géineas éan
taxonomic-collective;['padda', 'ghéineas padda'];Géineas éan
taxonomic-collective;['podilymbus', 'ghéineas podilymbus'];Géineas éan
taxonomic-collective;['ovalipes', 'ovalipes ghéineas'];géineas crústach
taxonomic-collective;['cacatua', 'cacatua ghéineas', 'ghéineas cacatua', 'ghéineas kakatoe', 'kakatoe'];Géineas éan
taxonomic-collective;['chlamydera', 'ghéineas chlamydera'];Géineas éan
taxonomic-collective;['cadra', 'cadra ghéineas', 'ghéineas cadra'];géineas feithidí
taxonomic-collective;['euthynnus', 'ghéineas euthynnus'];Géineas iasc
taxonomic-collective;['actinia', 'ghéineas actinia'];Géineas cniodárach
taxonomic-collective;['heterodon', 'ghéineas heterodon'];géineas reiptílí
taxonomic-collective;['elanus', 'ghéineas elanus'];Géineas éan
taxonomic-collective;['neomys', 'ghéineas neomys'];Géineas mamach
taxonomic-collective;['archosargus', 'ghéineas archosargus'];géineas iasc
taxonomic-collective;['acrocephalus', 'acrocephalus ghéineas', 'giolcach warbler', 'reed ceolaire'];Géineas éan
taxonomic-collective;['archilochus', 'ghéineas archilochus'];Géineas éan
taxonomic-collective;['mercenaria', 'ghéineas mercenaria'];Géineas moileasc
taxonomic-collective;['asteridae', 'fho-aicme asteridae'];Fo-aicme plandaí
taxonomic-collective;['ascomycota', 'ascaimícéit', 'ascomycetous', 'ascomycotina', 'ascomycotina fhoroinn', 'fhoroinn ascomycota', 'fungais sac'];Roinn fungas
taxonomic-collective;['scincella', 'ghéineas scincella'];Géineas reiptílí
taxonomic-collective;['enterobacter aerogenes', 'klebsiella aerogenes', 'aerogenes aerobacter', 'aerogenes enterobacter'];speiceas baictéar
taxonomic-collective;['éalann', 'tragelaphus', 'ghéineas strepsiceros', 'ghéineas tragelaphus', 'strepsiceros'];Géineas mamach
taxonomic-collective;['xenopus', 'ghéineas xenopus'];Géineas amfaibiach
taxonomic-collective;['aspidelaps', 'ghéineas aspidelaps'];Géineas reiptílí
taxonomic-collective;['campylorhynchus', 'ghéineas campylorhynchus', 'heleodytes', 'heleodytes ghéineas'];Géineas éan
taxonomic-collective;['micropterus', 'ghéineas micropterus'];Géineas iasc
taxonomic-collective;['tamiasciurus', 'ghéineas tamiasciurus', 'iora péine'];Géineas mamach
taxonomic-collective;['ctenocephalides', 'ctenocephalides ghéineas'];géineas feithidí
taxonomic-collective;['hystricomorpha', 'suborder hystricomorpha'];fo-ord mamach
taxonomic-collective;['illicium', 'ghéineas illicium'];géineas plandaí
taxonomic-collective;['tribulus', 'ghéineas tribulus'];géineas moileasc
taxonomic-collective;['ranunculus', 'crobh préacháin', 'cam an ime', 'fearbán', 'ghéineas ranunculus', 'ime', 'uisce-crowfoot'];géineas plandaí
taxonomic-collective;['lindera', 'ghéineas lindera'];géineas feithidí
taxonomic-collective;['calliophis', 'callophis', 'ghéineas calliophis', 'ghéineas callophis'];Géineas reiptílí
taxonomic-collective;['ptyas', 'ghéineas ptyas'];Géineas reiptílí
taxonomic-collective;['fríd mharaithe', 'reduviidae', 'teaghlaigh reduviidae'];fine feithidí
taxonomic-collective;['acanthophis', 'ghéineas acanthophis'];Géineas reiptílí
taxonomic-collective;['coleonyx', 'ghéineas coleonyx'];géineas reiptílí
taxonomic-collective;['sibhéid phailme bhandach', 'ghéineas hemigalus', 'hemigalus'];Speiceas mamach
taxonomic-collective;['nesokia', 'ghéineas nesokia'];Géineas mamach
taxonomic-collective;['phegopteris', 'ghéineas phegopteris'];géineas plandaí
taxonomic-collective;['ceratopogonidae', 'míoltóg ghéar', 'teaghlaigh ceratopogonidae'];fine feithidí
taxonomic-collective;['tantilla', 'ghéineas tantilla'];Géineas reiptílí
taxonomic-collective;['leptotyphlops', 'ghéineas leptotyphlops'];géineas reiptílí
taxonomic-collective;['synaptomys', 'ghéineas synaptomys', 'portach lemming'];Géineas mamach
taxonomic-collective;['sarda', 'ghéineas sarda'];Géineas iasc
taxonomic-collective;['trichomanes', 'trichomanes ghéineas'];géineas plandaí
taxonomic-collective;['buteo', 'ghéineas buteo'];Géineas éan
taxonomic-collective;['ascophyllum nodosum', 'feamainn bhuí', 'ascophyllum', 'ghéineas ascophyllum'];Speiceas algaí
taxonomic-collective;['smilisca', 'ghéineas pternohyla', 'pternohyla'];Géineas amfaibiach
taxonomic-collective;['aythya', 'ghéineas aythya'];Géineas éan
taxonomic-collective;['morone', 'ghéineas morone'];Géineas iasc
taxonomic-collective;['trichophaga', 'ghéineas trichophaga'];géineas feithidí
taxonomic-collective;['carnivora', 'chun carnivora'];Ord mamach
taxonomic-collective;['felidae', 'felid', 'felids', 'teaghlach felidae'];Fine mamach
taxonomic-collective;['ictalurus', 'ghéineas ictalurus'];Géineas iasc
taxonomic-collective;['phlebodium', 'ghéineas phlebodium'];géineas plandaí
taxonomic-collective;['gormfhéar', 'arctopoa', 'poa', 'cuise', 'ghéineas poa'];géineas plandaí
taxonomic-collective;['cystopteris', 'ghéineas cystopteris'];Géineas plandaí
taxonomic-collective;['lygodium', 'ghéineas lygodium'];géineas plandaí
taxonomic-collective;['annonaceae', 'custard-úll teaghlaigh', 'teaghlaigh annonaceae'];Fine plandaí
taxonomic-collective;['bombycidae', 'teaghlaigh bombycidae'];Fine leamhan
taxonomic-collective;['eutamias', 'ghéineas eutamias'];géineas mamach
taxonomic-collective;['spizella', 'ghéineas spizella'];Géineas éan
taxonomic-collective;['deparia', 'ghéineas deparia'];géineas plandaí
taxonomic-collective;['marsilea', 'ghéineas marsilea'];géineas plandaí
taxonomic-collective;['acropora', 'ghéineas acropora'];Géineas cniodárach
taxonomic-collective;['orycteropus', 'ghéineas orycteropus'];Géineas mamach
taxonomic-collective;['crotaphytus', 'crotaphytus ghéineas', 'ghéineas crotaphytus'];géineas reiptílí
taxonomic-collective;['polygonia', 'ghéineas polygonia'];Géineas feithidí
taxonomic-collective;['haminoea', 'ghéineas haminoea'];Géineas moileasc
taxonomic-collective;['eleutherodactylus', 'ghéineas eleutherodactylus'];Géineas amfaibiach
taxonomic-collective;['magnoliopsida', 'dicotyledones ranga', 'aicme dicotyledonae', 'aicme magnoliopsida', 'dicotyledonae', 'dicotyledones'];Aicme plandaí
taxonomic-collective;['micrurus', 'ghéineas micrurus'];Géineas reiptílí
taxonomic-collective;['adiantum', 'dúchosach', 'ghéineas adiantum'];Géineas plandaí
taxonomic-collective;['periplaneta', 'ghéineas periplaneta'];Géineas feithidí
taxonomic-collective;['chauna', 'ghéineas chauna'];géineas éan
taxonomic-collective;['dúrúcúlaí', 'aotidae', 'aotus', 'ghéineas aotus', 'moncaí owl', 'moncaí oíche'];Géineas mamach
taxonomic-collective;['holbrookia', 'ghéineas holbrookia'];géineas reiptílí
taxonomic-collective;['nyctimene', 'ghéineas nyctimene'];Géineas mamach
taxonomic-collective;['nitrosomonas', 'nitrosomonas ghéineas'];Géineas baictéar
taxonomic-collective;['microgramma', 'ghéineas microgramma'];Géineas plandaí
taxonomic-collective;['vanellus', 'ghéineas vanellus'];géineas éan
taxonomic-collective;['coccothraustes', 'ghéineas hesperiphona', 'hesperiphona'];Géineas éan
taxonomic-collective;['castoroides', 'castoroides ghéineas', 'giant beaver'];Géineas mamach
taxonomic-collective;['kenyapithecus', 'kenyapithecus wickeri', 'ghéineas kenyapithecus'];Géineas mamach
taxonomic-collective;['danaea', 'ghéineas danaea'];géineas plandaí
taxonomic-collective;['artemia', 'chirocephalus', 'chirocephalus ghéineas', 'ghéineas artemia', 'shrimp sáile'];Géineas crústach
taxonomic-collective;['artemia', 'chirocephalus', 'chirocephalus ghéineas', 'ghéineas artemia', 'shrimp sáile'];Géineas crústach
taxonomic-collective;['lycaenidae', 'gossamer-winged féileacáin', 'gossamer-winged féileacán', 'teaghlaigh lycaenidae'];fine feithidí
taxonomic-collective;['draco', 'ghéineas draco'];Géineas reiptílí
taxonomic-collective;['ptychozoon', 'ghéineas ptychozoon'];Géineas reiptílí
taxonomic-collective;['chlamydosaurus kingii', 'chlamydosaurus', 'frill-necked laghairt', 'ghéineas chlamydosaurus'];Speiceas reiptílí
taxonomic-collective;['desmanthus', 'ghéineas desmanthus'];géineas spúinsí
taxonomic-collective;['odontophorus', 'ghéineas odontophorus'];Géineas éan
taxonomic-collective;['pellaea', 'ghéineas pellaea'];Géineas plandaí
taxonomic-collective;['cryptotermes', 'ghéineas cryptotermes'];géineas feithidí
taxonomic-collective;['corticium', 'ghéineas corticium'];géineas spúinsí
taxonomic-collective;['epinephelus', 'epinephelus ghéineas', 'ghéineas epinephelus'];Géineas iasc
taxonomic-collective;['hermissenda', 'ghéineas hermissenda'];géineas gastrapód
taxonomic-collective;['asphodeline', 'ghéineas asphodeline'];Géineas plandaí
taxonomic-collective;['anemia', 'ghéineas anemia'];géineas plandaí
taxonomic-collective;['andrias', 'ghéineas megalobatrachus', 'megalobatrachus'];Géineas amfaibiach
taxonomic-collective;['bankia', 'ghéineas bankia'];géineas moileasc
taxonomic-collective;['ibeach', 'capra', 'ghéineas capra'];Géineas mamach
taxonomic-collective;['mesocricetus', 'ghéineas mesocricetus'];Géineas mamach
taxonomic-collective;['chrysolophus', 'ghéineas chrysolophus'];Géineas éan
taxonomic-collective;['pluvialis', 'ghéineas pluvialis'];géineas éan
taxonomic-collective;['gopherus', 'ghéineas gopherus'];Géineas reiptílí
taxonomic-collective;['sitotroga', 'ghéineas sitotroga'];géineas feithidí
taxonomic-collective;['lus na míosa', 'botrychium', 'ghéineas botrychium', 'moonwort'];Géineas plandaí
taxonomic-collective;['thomomys talpoides', 'gopher póca thuaidh', 'gopher póca tuaiscirt', 'talpoides thomomys'];Speiceas mamach
taxonomic-collective;['chara', 'ghéineas chara'];Géineas algaí
taxonomic-collective;['equisetum', 'eireabaill', 'ghéineas equisetum'];Géineas plandaí
taxonomic-collective;['saturniidae', 'teaghlaigh saturniidae'];Fine feithidí
taxonomic-collective;['cibotium', 'ghéineas cibotium'];Géineas plandaí
taxonomic-collective;['doodia', 'ghéineas doodia'];Géineas plandaí
taxonomic-collective;['raithneach chrua', 'blechnum', 'ghéineas blechnum'];Géineas plandaí
taxonomic-collective;['woodwardia', 'ghéineas woodwardia'];Géineas plandaí
taxonomic-collective;['lutra', 'ghéineas lutra'];Géineas mamach
taxonomic-collective;['sylviidae', 'ceolaire', 'sylvia', 'teaghlaigh sylviidae'];fine éan
taxonomic-collective;['phasmida', 'phasmatodea', 'cipíneach', 'chun phasmatodea', 'chun phasmida'];ord feithidí
taxonomic-collective;['arvicola', 'ghéineas arvicola'];Géineas mamach
taxonomic-collective;['carduelis', 'carduelis ghéineas'];Géineas éan
taxonomic-collective;['strepsirrhini', 'strepsirhini', 'suborder strepsirhini'];Fo-ord mamach
taxonomic-collective;['peristedion', 'ghéineas peristedion'];Géineas iasc
taxonomic-collective;['mephitis', 'ghéineas mephitis'];Géineas mamach
taxonomic-collective;['astrophyton', 'ghéineas astrophyton'];géineas eicínideirmeach
taxonomic-collective;['culcita', 'ghéineas culcita'];Géineas plandaí
taxonomic-collective;['reticulitermes', 'ghéineas reticulitermes'];Géineas feithidí
taxonomic-collective;['leptopteris', 'ghéineas leptopteris'];géineas plandaí
taxonomic-collective;['hexapoda', 'séchosach', 'insecta', 'aicme hexapoda', 'aicme insecta'];Fofhíleam artrapód
taxonomic-collective;['jaculus', 'ghéineas jaculus'];Géineas mamach
taxonomic-collective;['mongús liath indiach', 'herpestes edwardsii', 'herpestes nyula', 'indiach mongoose'];Speiceas mamach
taxonomic-collective;['menticirrhus', 'ghéineas menticirrhus'];Géineas iasc
taxonomic-collective;['hypericum', 'beathnua', 'lianthus ellipticifolius', 'luibh eoin baiste', 'allas muire', 'ghéineas hypericum'];géineas plandaí
taxonomic-collective;['strymon', 'ghéineas strymon'];Géineas feithidí
taxonomic-collective;['nymphalidae', 'scuab-footed féileacáin', 'teaghlaigh nymphalidae'];fine feithidí
taxonomic-collective;['lopholatilus', 'ghéineas lopholatilus'];géineas iasc
taxonomic-collective;['lus na seabhac', 'hieracium', 'ghéineas hieracium'];géineas plandaí
taxonomic-collective;['pteris', 'ghéineas pteris'];géineas plandaí
taxonomic-collective;['stenochlaena', 'ghéineas stenochlaena'];Géineas plandaí
taxonomic-collective;['lecythidaceae', 'teaghlaigh lecythidaceae'];Fine plandaí
taxonomic-collective;['dryopteris', 'ghéineas dryopteris'];Géineas plandaí
taxonomic-collective;['duillíneach', 'phylliidae', 'phillidae', 'phyllidae', 'teaghlaigh phillidae', 'teaghlaigh phyllidae'];fine feithidí
taxonomic-collective;['rumohra', 'ghéineas rumohra'];géineas plandaí
taxonomic-collective;['anniellidae', 'anniella', 'teaghlaigh anniellidae'];Géineas reiptílí
taxonomic-collective;['negaprion', 'ghéineas negaprion'];Géineas iasc
taxonomic-collective;['gambelia', 'ghéineas gambelia'];Géineas reiptílí
taxonomic-collective;['tropidoclonion', 'tropidoclonion lineatum', 'ghéineas tropidoclonion'];Speiceas reiptílí
taxonomic-collective;['lama', 'ghéineas lama'];Géineas mamach
taxonomic-collective;['decapoda'];Ord crústach
taxonomic-collective;['trimorphodon', 'ghéineas trimorphodon'];Géineas reiptílí
taxonomic-collective;['ara', 'ghéineas ara'];Géineas éan
taxonomic-collective;['limenitis', 'ghéineas limenitis'];Géineas feithidí
taxonomic-collective;['isurus', 'ghéineas isurus'];Géineas iasc
taxonomic-collective;['thelypteris', 'ghéineas thelypteris', 'thelypteris ghéineas'];géineas plandaí
taxonomic-collective;['cistothorus', 'ghéineas cistothorus'];Géineas éan
taxonomic-collective;['eumops', 'ghéineas eumops'];Géineas mamach
taxonomic-collective;['acari', 'acarina', 'chun acarina', 'deutonymph'];fo-aicme araicnidí
taxonomic-collective;['nematocera', 'suborder nematocera'];Fo-ord feithidí
taxonomic-collective;['lepidoptera', 'léipidiptirí', 'féileacán', 'chun lepidoptera', 'lepidopterans'];ord feithidí ina bhfuil na féileacáin agus na leamhain
taxonomic-collective;['pyrausta', 'ghéineas pyrausta'];Géineas feithidí
taxonomic-collective;['zenaida', 'ghéineas zenaidura', 'zenaidura'];Géineas éan
taxonomic-collective;['uria', 'ghéineas uria', 'murres'];Géineas éan
taxonomic-collective;['fungia', 'ghéineas fungia'];géineas cniodárach
taxonomic-collective;['sternotherus', 'ghéineas sternotherus'];Géineas reiptílí
taxonomic-collective;['myrtales', 'myrtales ordú', 'thymelaeales', 'thymelaeales ordú'];Ord plandaí
taxonomic-collective;['ialtóg fheascrach', 'pipistrellus', 'ghéineas pipistrellus', 'pipistrelle'];Géineas mamach
taxonomic-collective;['callinectes', 'callinectes ghéineas'];géineas crústach
taxonomic-collective;['glaucomys', 'ghéineas glaucomys'];Géineas mamach
taxonomic-collective;['reithrodontomys', 'ghéineas reithrodontomys'];Géineas mamach
taxonomic-collective;['melanoplus', 'ghéineas melanoplus'];géineas feithidí
taxonomic-collective;['eumeces', 'eumeces ghéineas'];Géineas reiptílí
taxonomic-collective;['scaphiopus', 'ghéineas scaphiopus'];Géineas amfaibiach
taxonomic-collective;['fialuch', 'peromyscus', 'ghéineas peromyscus', 'lucha fianna'];Géineas mamach
taxonomic-collective;['hypsiglena', 'ghéineas hypsiglena'];géineas reiptílí
taxonomic-collective;['arundinaria', 'ilbhláthach', 'ghéineas arundinaria', 'rivercane'];géineas plandaí
taxonomic-collective;['odocoileus', 'ghéineas odocoileus'];Géineas mamach
taxonomic-collective;['opheodrys', 'ghéineas opheodrys'];Géineas reiptílí
taxonomic-collective;['elaphe', 'ghéineas elaphe'];Géineas reiptílí
taxonomic-collective;['nerodia', 'ghéineas nerodia'];géineas reiptílí
taxonomic-collective;['gymnocarpium', 'ghéineas gymnocarpium'];Géineas plandaí
taxonomic-collective;['thomomys bottae', 'gopher póca botta an', 'gopher póca botta ar', 'gopher póca ghleann'];Speiceas mamach
taxonomic-collective;['platycerium', 'ghéineas platycerium'];Géineas plandaí
taxonomic-collective;['caislín dearg', 'ghéineas saxicola', 'saxicola'];Géineas éan
taxonomic-collective;['apodemus', 'ghéineas apodemus'];Géineas mamach
taxonomic-collective;['seirín', 'serinus', 'ghéineas serinus'];Géineas éan
taxonomic-collective;['nycticorax', 'ghéineas nycticorax'];Géineas éan
taxonomic-collective;['rhyacotriton', 'ghéineas rhyacotriton', 'rhyacotritonidae'];Géineas amfaibiach
taxonomic-collective;['strix', 'ghéineas strix'];Géineas éan
taxonomic-collective;['taricha', 'ghéineas taricha'];Géineas amfaibiach
taxonomic-collective;['vanessa', 'ghéineas vanessa'];Géineas feithidí
taxonomic-collective;['paradoxurus', 'ghéineas paradoxurus'];Géineas mamach
taxonomic-collective;['péacóg', 'pavo', 'ghéineas pavo'];géineas éan
taxonomic-collective;['hemiptera', 'bugs fíor', 'chun hemiptera'];ord feithidí
taxonomic-collective;['asteraceae', 'compositae', 'aster teaghlaigh', 'cypsela', 'cypselae', 'floret diosca', 'teaghlach asteraceae', 'teaghlaigh compositae'];Fine plandaí
taxonomic-collective;['phthorimaea', 'ghéineas phthorimaea'];géineas feithidí
taxonomic-collective;['cearc mhachaire', 'ghéineas tympanuchus', 'tympanuchus'];Géineas éan
taxonomic-collective;['gastrophryne', 'ghéineas gastrophryne'];Géineas amfaibiach
taxonomic-collective;['baiomys', 'ghéineas baiomys'];Géineas mamach
taxonomic-collective;['nyctereutes', 'nyctereutes ghéineas'];géineas mamach
taxonomic-collective;['gallirallus', 'ghéineas gallirallus'];Géineas éan
taxonomic-collective;['agelaius', 'ghéineas agelaius'];Géineas éan
taxonomic-collective;['nitrobacter', 'ghéineas nitrobacter'];Géineas baictéar
taxonomic-collective;['capreolus', 'ghéineas capreolus'];Géineas mamach
taxonomic-collective;['oxyura', 'ghéineas oxyura', 'righin-tailed lacha'];Géineas éan
taxonomic-collective;['hippotragus', 'ghéineas hippotragus'];Géineas mamach
taxonomic-collective;['centrocercus', 'ghéineas centrocercus'];Géineas éan
taxonomic-collective;['trachurus', 'ghéineas trachurus'];Géineas iasc
taxonomic-collective;['decapterus', 'ghéineas decapterus'];Géineas iasc
taxonomic-collective;['centropristis', 'ghéineas centropristis'];géineas iasc
taxonomic-collective;['hemitripterus', 'ghéineas hemitripterus'];géineas iasc
taxonomic-collective;['hypopachus', 'ghéineas hypopachus'];Géineas amfaibiach
taxonomic-collective;['uropsilus', 'ghéineas uropsilus'];Géineas mamach
taxonomic-collective;['caprella', 'caprella ghéineas', 'ghéineas caprella'];géineas crústach
taxonomic-collective;['melursus', 'ghéineas melursus'];géineas mamach
taxonomic-collective;['cheilanthes', 'cheilanthes ghéineas'];géineas plandaí
taxonomic-collective;['sciollam', 'asphodelus', 'ghéineas asphodelus'];Géineas plandaí
taxonomic-collective;['cyclosorus', 'ghéineas cyclosorus'];géineas plandaí
taxonomic-collective;['cyrtomium', 'ghéineas cyrtomium'];Géineas plandaí
taxonomic-collective;['nephrolepis', 'ghéineas nephrolepis'];Géineas plandaí
taxonomic-collective;['matteuccia struthiopteris', 'matteuccia', 'ghéineas matteuccia', 'ghéineas pteretis', 'pteretis'];Speiceas plandaí
taxonomic-collective;['agrobacterium', 'ghéineas agrobacterium'];géineas baictéar
taxonomic-collective;['passerina', 'ghéineas passerina'];Géineas éan
taxonomic-collective;['charales', 'charales ordú'];Viciméid catagóir
taxonomic-collective;['polystichum', 'ghéineas polystichum'];géineas plandaí
taxonomic-collective;['chelydra', 'ghéineas chelydra'];géineas reiptílí
taxonomic-collective;['plectrophenax', 'ghéineas plectrophenax'];Géineas éan
taxonomic-collective;['menippe', 'ghéineas menippe'];géineas crústach
taxonomic-collective;['sarcophilus', 'ghéineas sarcophilus'];Géineas mamach
taxonomic-collective;['acanthopterygii', 'superorder acanthopterygii'];Forord iasc
taxonomic-collective;['raithneach mhuire', 'athyrium', 'ghéineas athyrium'];géineas plandaí
taxonomic-collective;['bolbitis', 'ghéineas bolbitis'];Géineas plandaí
taxonomic-collective;['agrobacterium tumefaciens', 'tumefaciens agrobacterium'];Speiceas baictéar
taxonomic-collective;['fearán', 'fearán eorpach', 'streptopelia turtur', 'fearán breac', 'fearán eidhinn'];Speiceas éan
taxonomic-collective;['poaceae', 'féar', 'gramineae', 'féara', 'graminaceae', 'spikelets', 'teaghlach féar', 'teaghlaigh graminaceae', 'teaghlaigh gramineae', 'teaghlaigh poaceae'];fine plandaí
taxonomic-collective;['lamiaceae', 'labiatae', 'mint teaghlaigh', 'teaghlach labiatae', 'teaghlach mint', 'teaghlaigh lamiaceae'];fine plandaí
taxonomic-collective;['argiope', 'ghéineas argiope'];Géineas araicnidí
taxonomic-collective;['rhizobium', 'ghéineas rhizobium'];Géineas baictéar
taxonomic-collective;['fíniúin', 'fíonchaor', 'vitis', 'ghéineas vitis', 'grapevines'];géineas plandaí
taxonomic-collective;['lus na teanga', 'ophioglossum', 'ghéineas ophioglossum'];géineas plandaí
taxonomic-collective;['galeocerdo', 'ghéineas galeocerdo'];Géineas iasc
taxonomic-collective;['oecanthus', 'ghéineas oecanthus'];Géineas feithidí
taxonomic-collective;['dicksonia', 'ghéineas dicksonia'];Géineas plandaí
taxonomic-collective;['vittaria', 'ghéineas vittaria'];géineas plandaí
taxonomic-collective;['heteroptera', 'suborder heteroptera'];fo-ord feithidí
taxonomic-collective;['curculionidae', 'fíor gobachán', 'gobachán fíor', 'teaghlaigh curculionidae'];Fine feithidí
taxonomic-collective;['leamhan dosóige', 'lymantriinae', 'lymantriidae', 'teaghlaigh lymantriidae'];fine feithidí
taxonomic-collective;['esox', 'eo', 'ghéineas esox'];Géineas iasc
taxonomic-collective;['phoeniculus', 'ghéineas phoeniculus'];Géineas éan
taxonomic-collective;['tyto', 'ghéineas tyto'];Géineas éan
taxonomic-collective;['carcharias', 'odontaspis', 'ghéineas carcharias', 'ghéineas odontaspis'];Géineas iasc
taxonomic-collective;['sparganium', 'ghéineas sparganium'];Géineas plandaí
taxonomic-collective;['albula', 'ghéineas albula'];géineas iasc
taxonomic-collective;['xenosaurus', 'ghéineas xenosaurus'];Géineas reiptílí
taxonomic-collective;['apus horus', 'apus', 'ghéineas apus'];Géineas éan
taxonomic-collective;['bacteroides', 'bacteroides ghéineas'];Géineas baictéar
taxonomic-collective;['gleichenia', 'ghéineas gleichenia'];Géineas plandaí
taxonomic-collective;['marchantia', 'ghéineas marchantia'];Géineas plandaí
taxonomic-collective;['peripatopsis', 'ghéineas peripatopsis'];Géineas péisteanna
taxonomic-collective;['picus', 'ghéineas picus'];Géineas éan
taxonomic-collective;['plasmodiophora', 'ghéineas plasmodiophora'];Géineas plandaí
taxonomic-collective;['scincus', 'ghéineas scincus', 'scincus chineál'];Géineas reiptílí
taxonomic-collective;['sphaerocarpos', 'ghéineas sphaerocarpos', 'ghéineas sphaerocarpus', 'sphaerocarpus'];géineas aelusanna
taxonomic-collective;['acanthurus', 'ghéineas acanthurus'];Géineas iasc
taxonomic-collective;['acipenser', 'ghéineas acipenser'];Géineas iasc
taxonomic-collective;['alauda', 'ghéineas alauda'];Géineas éan
taxonomic-collective;['alcedo', 'ghéineas alcedo'];Géineas éan
taxonomic-collective;['ameiurus', 'ghéineas ameiurus'];Géineas iasc
taxonomic-collective;['amphisbaena', 'amphisbaena ghéineas', 'amphisbaenia', 'ghéineas amphisbaena', 'ghéineas amphisbaenia'];Géineas reiptílí
