abstract-region;['極限', 'limit'];極限係話一隻函數嗰自變量靠近嘚某隻特定值嗰時間，函數嗰變化趨勢，好似函數
region;['17'];17係16同18之間嗰自然數。
region;['11'];11係10同12之間嗰自然數。
region;['14'];14係13同15之間嗰自然數。
region;['4'];4係3同5之間嗰自然數。
region;['13'];13係12同14之間嗰自然數。
region;['21'];21係20同22之間嗰自然數。
region;['29'];29係28同30之間嗰自然數。
region;['26'];26係25同27之間嗰自然數。
region;['25'];25係24同26之間嗰自然數。
region;['22'];22係21同23之間嗰自然數。
region;['28'];28係27同29之間嗰自然數。
region;['27'];27係26同28之間嗰自然數。
region;['24'];24係23同25之間嗰自然數。
region;['光年'];光年（light-year）係隻長度單位，指話光到真空行一年咁遠。
region;['原子序數', '原子序號'];原子序數（即Z）係一個原子核裏面質子嗰數量（Number Of Protons）。
region;['分數', 'fraction'];分數係一種表達有理數嗰方式，分式嗰格式係
region;['1', '一'];1係0同2之間嗰自然數，亦係最細嗰奇數。
region;['弧度', 'radian'];弧度（英文：radian）係一隻度量角度嗰單位。
region;['日', 'day'];日（SI：d）係一隻時間單位，佢差不多等同24隻小時。
relation;['函數', 'function'];函數係話每隻輸入值有對應唯一輸出值嗰數學程式。
relation;['函數', 'function'];函數係話每隻輸入值有對應唯一輸出值嗰數學程式。
relation;['北', '北方'];北，或者叫北方，係指東同西中間嗰方向，同南相反。
relation;['南', '南方'];南，或者叫南方，係指東同西中間嗰方向，同北相反。
relation;['東', '東方'];東，或者叫東方，係指南同北中間嗰方向，同西相反。
relevant-part;['鬍子'];鬍子係人嗰下巴、嘴巴上嗰毛，一般男嗰身上會比較多。
simple-collective;['貴族'];貴族係享有得更多特權嗰社會階級，佢包括軍事貴族、世俗貴族、宗教貴族。
situation;['令子', '歌謎', '謎歌'];令子，或係歌謎、謎歌，係一隻傳統遊戲。
situation;['方程', 'equation', '程式'];方程係隻說明兩隻數式嗰對等性嗰數學程式。
situation;['睏覺', 'sleep'];睏覺，學名叫睡眠，係一種到哺乳動物、雀子同到某滴魚、爬蟲同兩棲類普遍存在嗰自然休息狀態。
situation;['化學式'];化學式係表達化合物嗰原子比例嗰方式，會用到代表元素符號、號碼同其他符號。
situation;['學士'];學士係高等教育本科階段授予嗰學位名稱，揸得學科類別拕分做理學士、文學士、社會科學學士同得工商管理學士（或商學士）。
situation;['西里爾字母', 'cyrillic alphabet'];西里爾字母（俄文：Кирилли́ческий алфави́т或кири́ллица，轉寫：kirillica）係印歐語系嗰斯拉夫語族嗰大多數語言用嘚嗰字母書寫系統。
situation;['微分方程', 'differential equation'];微分方程係話含得一次、二次、乃至高次微分未知數嗰方程。
situation;['病', 'disease'];病係動物、人嗰內部系統紊亂不協調嗰一種症候群。
situation;['癌', 'cancer'];癌（音 ngan4）係一類病，箇類病控制伓住某滴子細胞嗰分裂，咁箇滴細胞就會入侵別嗰組織。
situation;['色情'];色情本指色慾、情慾。
situation;['麻醉', 'anesthesia'];麻醉係搦藥或別嗰方法舞得病人對手術或者滴子會導致病人不適甚至覺得難過嗰醫用診斷或治療手段，通常拕用嘚手術或急救嗰過程。
situation;['叭嘶哣消毒法', 'pasteurization'];叭嘶哣消毒法（Pasteurization）係一種奶類嗰消毒方法，拕法國路易·叭嘶哣（Louis Pasteur）到1862年發明。
situation;['酸雨'];酸雨係話落嗰雨，或別嗰形式嗰降水裡頭含得異常嗰酸性物質。
situation;['賭博', 'gambling'];賭博係話一種搦有價值嗰東西做賭注，來賭輸贏嗰遊戲，係人類嗰一種娛樂方式。
situation;['燶菜', '燶飯'];燶菜係話製備果肉鮮蔬嗰過程，佢一般會有一定嗰程序、手法搦喫嗰揀正、切正起，末後燶佢嗰時間就揸得食譜操作，ð µ¹就得得到預期嗰
situation;['阿拉伯字母', 'arabic alphabet'];阿拉伯字母（阿拉伯話：أبجدية عربية）係世界上好幾種語言嗰書寫文字，好似阿拉伯話、波斯話，等等。
situation;['美利堅合眾國憲法', '美國憲法'];《美利堅合眾國憲法》係美利堅合眾國嗰至高法律。
situation;['著氣', 'anger'];著氣係感情嗰一隻狀態。
situation;['可黑能斯', 'coherence'];可黑能斯（英文：coherence）具備讓一段文字有語義含意嗰語法功能。
situation;['存在', 'existence'];存在一般來話就係我個俚搦自簡嗰感官去瞭解箇隻物質嗰世界。
social-role;['所利都斯', 'solidus'];所利都斯（拉丁文：Solidus）係古羅馬嗰一款金幣。
social-role;['零毫子', '硬幣'];零毫子，又叫做硬幣，係種眾人公認有固定價值嗰錢，現代嗰零毫子通常係金屬做嗰，一般係圓嗰，零毫子所代表嗰價值一般冇紙票子許多。
social-role;['紙票子', '紙幣'];紙票子，又叫做紙幣，係指用凍軟嗰材質（通常係紙）做嗰貨幣，由國家出嗰強制使用嗰貨幣符號。
socially-constructed-person;['巴赫', 'johann sebastian bach'];巴赫（Johann Sebastian Bach），1685年3月21號出世，1750年7月28號過身，係隻德國嗰作曲家、管風琴、小提琴、大鍵琴演奏家。
socially-constructed-person;['歌德', 'johann wolfgang von goethe'];歌德（Johann Wolfgang von Goethe），1749年8月28號出世，1832年3月22號過身，係隻德國嗰作家，佢也拕話係「德國最偉大文學人氏……行嘚世界頭上嗰最末隻全靚嗰博學之才」。
socially-constructed-person;['貝多芬', 'ludwig van beethoven'];貝多芬（Ludwig van Beethoven，音標：），1770年12月16日—1827年3月26日）係隻德國嗰作曲家同鋼琴大師。
socially-constructed-person;['西曼·卜利滑', 'simón bolívar'];西曼·卜利滑（Simón José Antonio de la Santísima Trinidad Bolívar y Palacios Ponte Blanco），公元1783年7月24號出世，公元1830年12月17號過身，係拉丁美洲有名嗰革命家、軍事家。
socially-constructed-person;['雨果'];雨果（Victor Hugo，/vik'tɔʁ ma'ʁi y'go/，1802年2月26號—1885年5月22號），係法國嗰一個詩人，劇作家，小說家，散文家，視覺藝術家，政治家，人權活動家，法國浪漫主義嗰代表者。
socially-constructed-person;['蕭邦', 'frédéric chopin'];蕭邦（法文：Frédéric-François Chopin；波蘭文：Fryderyk Franciszek Chopin；1810年3月1號—1849年10月17號）係一隻波蘭嗰鋼琴家同到浪漫時期嗰作曲家。
socially-constructed-person;['華格納', 'richard wagner'];華格納（Wilhelm Richard Wagner，音標：[ˈʁiçaʁt ˈvaɡnɐ]），1813年5月22號出世，1883年2月13號過身，係隻德國嗰作曲家。
socially-constructed-person;['甘地', 'mohandas karamchand gandhi'];甘地（Gujarati: મોહનદાસ કરમચંદ ગાંધી，Hindi: मोहनदास करमचंद गांधी, IAST: mohandās karamcand gāndhī，{{{1}}}：，1869年10月2號—1948年1月30號），係隻印度嗰政治、印度獨立運動嗰精神領袖。
socially-constructed-person;['邱吉爾', 'winston churchill'];邱吉爾 爵士（Sir Winston Leonard Spencer Churchill），1874年11月30號出世，1965年1月24號過身，係隻英國嗰政治家、演說家、軍事家同得作家，佢曾經到1940年到1945年、1951年到1955年期間擔任兩屆嗰英國首相。
socially-constructed-person;['希特勒', 'adolf hitler'];希特勒（Adolf Hitler，音標：，1889年4月20號—1945年4月30號）係從1933年一徑到佢死許日嗰德國總理。
socially-constructed-person;['亞歷山大大帝', 'alexander the great'];亞歷山大大帝（希臘文：Ἀλέξανδρος ὁ Μέγας或Μέγας Ἀλέξανδρος），公元前356年出世，公元前323年過身，係古希臘嗰馬其頓國嗰國王。
socially-constructed-person;['阿第拉', 'attila the hun'];阿第拉（Attila），公元406年出世，公元453年過身，係許時間橫跨歐亞大陸嗰匈人（Huns）嗰領袖。
socially-constructed-person;['穆罕默德', 'muhammad'];穆罕默德（阿拉伯語：محمّد、音標：）係伊斯蘭教嗰創始人，也係伊斯蘭教徒（穆斯林）公認嗰先知。
socially-constructed-person;['衛吉', 'virgil'];衛吉（拉丁文：Publius Vergilius Maro），公元前70年10月15號出世，公元前19年9月21號過身，係隻古羅馬嗰詩人。
socially-constructed-person;['沙利門大帝', 'charlemagne'];沙利門大帝（拉丁文：Carolus Magnus或Karolus Magnus），公元742年4月2號出世，公元814年1月28號過身，係隻法蘭克王國（今下嗰法國）加洛林王朝嗰國王。
socially-constructed-person;['左羅阿斯特', 'zoroaster'];左羅阿斯特（Zoroaster）係左羅阿斯特教嗰創始人。
socially-constructed-person;['哥倫布', 'christopher columbus'];哥倫布（Christopher Columbus），1451年嗰熱天出世，1506年5月20號過世，係隻意大利嗰航海家、探險家、殖民者。
socially-constructed-person;['達芬奇', 'leonardo da vinci'];達芬奇（Leonardo di ser Piero da Vinci），1452年4月15號出世，1519年5月2號過身，係隻意大利嗰傳學家、科學家、數學家、工程家、發明家、解剖學家、畫家、雕塑家、建築家、植物學家、音樂家同得作家。
socially-constructed-person;['莎士比亞', 'william shakespeare'];威廉·莎士比亞（William Shakespeare，1564年4月26號—1616年4月23號）係隻英國嗰演員、劇作家同詩人，有時間佢簡稱莎翁；中國清末民初哈拕翻譯做舌克斯毕、沙斯皮耳、筛斯比耳、莎基斯庇尔、索士比尔、夏克思芘尔、希哀苦皮阿、叶斯壁、沙克皮尔、狹斯丕爾。
socially-constructed-person;['笛卡兒', 'rené descartes'];笛卡兒（法文：René Descartes，音標：[ʁəne dekaʁt]），1596年3月31號出世，1650年2月11號過身，係隻法國嗰哲學家、數學家、物理學家，佢拕認為係「現代哲學之父」（Father of Modern Philosophy）、「解析幾何之父」（father of analytical geometry）。
socially-constructed-person;['藍郎特', 'rembrandt'];藍郎特（Rembrandt Harmenszoon van Rijn），1606年7月15號出世，1669年10月4號過身，係隻荷蘭嗰畫家、雕刻家。
socially-constructed-person;['約翰·洛', 'john locke'];約翰·洛（John Locke），1632年8月29號出世，1704年10月28號過身，係隻英國嗰哲學家。
socially-constructed-person;['臘尼茲', 'gottfried leibniz'];臘尼茲（Gottfried Wilhelm Leibniz），1646年7月1號出世，1716年11月14號過身，係隻德國嗰哲學家、數學家、佢嗰工作語言大部份係拉丁文同得法文。
socially-constructed-person;['亞伯拉罕·林肯', 'abraham lincoln'];亞伯拉罕·林肯（英文：Abraham Lincoln，1809年2月12號—1865年4月15號）係隻美國嗰政治家，第16任美國總統。
socially-constructed-person;['卡爾·林奈', 'carl linnaeus'];卡爾·林奈（Carl Linnaeus），1707年5月23號出世，1778年1月10號過身，係隻瑞典嗰植物學家、動物學家、物理學家，佢拕認為係「現代生物學分類命名法之父」、「現代生態學之父」。
socially-constructed-person;['莫扎特', 'wolfgang amadeus mozart', '莫札特'];莫扎特（Johann Chrysostom Wolfgang Amadeus Mozart），1756年1月27號出世，1791年12月5號過身，係隻奧地利嗰作曲家。
socially-constructed-person;['拿破崙', 'napoleon i of france'];拿破崙（Napoléon Bonaparte），本名係Napoleone di Buonaparte，公元1769年8月15號出世，公元1821年5月5號過身，係法蘭西第一共和國第一執政（1799年—1804年），法蘭西第一帝國同得百日王朝嗰皇帝（拕叫做「拿破崙一世」，1804年—1814年、1815年），係出名嗰軍事家、政治家。
socially-constructed-person;['高斯', 'carl friedrich gauss'];高斯（Johann Carl Friedrich Gauss），1777年4月30號出世，1855年2月23號過身，係隻德國嗰數學家同嘚科學家。
socially-constructed-person;['南丁格爾', 'florence nightingale'];南丁格爾（Florence Nightingale，1820年5月12號—1910年8月13號）係隻有名嗰護士，哈都係現代護士嗰先驅。
socially-constructed-person;['梵高', 'vincent van gogh'];梵高（Vincent Willem van Gogh），1853年3月30號出世，1890年7月29號過身，係荷蘭嗰後印象派畫家。
socially-constructed-person;['弗洛伊德', 'sigmund freud'];弗洛伊德（Sigmund Freud，音標：），1856年5月6號出世，1939年9月23號過身，係隻奧地利嗰精神分析學家，係精神分析學嗰鼻祖。
socially-constructed-person;['畢加索', 'pablo picasso'];畢加索（Pablo Picasso，1881年10月25號—1973年4月8號），係隻西班牙嗰畫家、雕塑家，係二十世紀現代藝術嗰一隻代表人物。
socially-constructed-person;['卡夫卡', 'franz kafka'];卡夫卡（Franz Kafka），1883年7月3號出世，1924年6月3號過身，係隻20世紀有名嗰德語作家。
socially-constructed-person;['喬治·華盛頓', 'george washington'];喬治·華盛頓（George Washington，1732年2月22號—1799年12月14號），係1775年到1783年之間，美國獨立戰爭時期嗰大陸軍（Continental Army）嗰總司令，1789年拕選做美國嗰第一任總統，末後接得連任，1797年落任。
socially-constructed-person;['羅納德·里根'];羅納德·里根（Ronald Reagan，1911年2月6號—2004年6月5號），係1967年到1975年之間，美國嗰加利福尼亚州嗰州长，1981年拕選做美國嗰第四十任總統，末後接得連任，1989年落任。
socially-constructed-person;['屋大維', 'augustus', '奧古斯都'];屋大維（Gaius Julius Caesar Octavianus），又叫奧古斯都（IMPERATOR·CAESAR·DIVI·FILIVS·AVGVSTVS），公元前63年9月23號出世，公元14年8月19號過身，係羅馬帝國嗰開國君主。
socially-constructed-person;['討飯教子'];討飯教子係徛嘚路舷問人家要錢要飯嗰一類人員。
socially-constructed-person;['羅漢'];羅漢（lō hòn），全名係阿羅漢（梵語：अरिहन्त，arhat），係話依得佛嗰教導修習四聖諦，脫離生死輪迴達到涅槃嗰聖者。
socially-constructed-person;['聖·保羅', 'saint paul'];聖·保羅（Saint Paul）係基督教頭期嗰幾隻出名使徒之一。
socially-constructed-person;['安徒生', 'hans christian andersen'];安徒生（Hans Christian Andersen，1805年4月2號—1875年8月4號），係丹麥嗰作家兼詩人，以佢嗰童話最出名。
socially-constructed-person;['大人', 'adult', '成年'];大人，又叫成人，就係成熟正嗰人，一般來話超吥18歲嗰人就係大人。
socially-constructed-person;['細伢子', 'child', '細人', '細鬼'];細伢子或細鬼係話哈冇到青春期嗰個人。
socially-constructed-person;['爺'];爺，或伯，係話一隻人嗰生理或生活中嗰雙親裡頭嗰男性角色。
socially-constructed-person;['後現代主義', 'postmodernism'];後現代主義係現代主義晏後出現嗰一隻藝術嗰形態。
socially-constructed-person;['博士'];博士係教育機構授予嗰頂高級別嗰學位，好似某科系哲學博士（PhD），理學博士（DSc/ScD）, 文學博士（DLitt），教育博士（EdD）。
socially-constructed-person;['耶穌', 'jesus'];耶穌（公元前8年至公元前2年–約29年/36年)，《古蘭經》叫佢做「爾薩」，係伊斯蘭教嗰先知；《新約》聖經叫佢做「基督」，係基督教嗰中心人物或神。
socially-constructed-person;['托爾斯泰', 'leo tolstoy'];托爾斯泰（俄文：Лев Никола́евич Толсто́й；音標：[lʲɛv nʲɪkɐˈlaɪvʲɪtɕ tɐlˈstoj]），1828年9月9號出世，1910年11月20號過世，係隻俄羅斯嗰作家，佢通常拕認為係最偉大嗰歐洲小說家之一。
socially-constructed-person;['演員'];演員係指專職演出，或者喺表演藝術裡面扮演某個角色嗰藝人。
socially-constructed-person;['毛伢子', 'infant'];毛伢子係話一隻人哈係好細好細嗰時間年齡，係細伢子嗰前一隻階段。
socially-constructed-person;['娘', '姆媽', '媽媽', '母親'];娘，或姆媽，係話一隻人嗰生理或生活中嗰雙親裡頭嗰女性角色。
socially-constructed-person;['女仔子'];女仔子係指冇成年嗰女人，通係話細伢子或後生人。
socially-constructed-person;['愛迪生', 'thomas edison'];愛迪生（Thomas Alva Edison），1847年2月11號出世，1931年10月18號過身，係隻美國嗰發明家、商人。
socially-constructed-person;['女人', 'woman', '女嗰', '女客', '女客人', '女性'];女人（又叫女客），係指成年雌性嗰人類，同男人相對。
socially-constructed-person;['男人', 'man', '男嗰', '男客人', '男性'];男人（又叫男客）係雄性嗰人，相對嗰係女人。
socially-constructed-person;['但丁', 'dante alighieri'];但丁（意大利話：Dante Alighieri，1265年—1321年），係意大利嗰一隻詩人，歐洲文藝復興時代嗰開拓性人物，佢嗰長詩 Commedia（《神曲》）一般認為係意大利文學、以至世界文學最偉大嗰作品。
socially-constructed-person;['蘇格拉底', 'socrates'];蘇格拉底（希臘文：Σωκράτης，前469年—前399年）係隻古希臘嗰哲學家，佢嗰徒弟柏拉圖同得徒孫亞里士多德拕合稱做「希臘三哲」。
socially-constructed-person;['達賴喇嘛', 'dalaï lama'];達賴喇嘛（西藏話：ཏཱ་ལའི་བླ་མ་）係藏傳佛教嗰格魯派（黃教）嗰領袖。
socially-constructed-person;['毛澤東'];毛澤東（1893年12月26號—1976年9月9號），字詠芝（或潤芝、潤之），筆名子任，中國湖南湘潭韶山沖人。
socially-constructed-person;['老子'];老子，姓李，名耳，字伯陽，係公元前5世紀時間嗰楚國苦縣人。
socially-constructed-person;['麥哲倫', 'ferdinand magellan'];麥哲倫（葡萄牙文：Fernão de Magalhães；西班牙文：Fernando de Magallanes），1480年嗰春天出世，1521年4月27號過身，係隻葡萄牙嗰航海家、探險家。
socially-constructed-person;['凱撒大帝', 'julius caesar'];凱撒大帝（拉丁文：Gaius Julius Caesar，音標：，前100年7月13號—前44年3月15號）係羅馬共和國尾期嗰軍事統帥同到政治家。
socially-constructed-person;['道爾頓', 'john dalton'];道爾頓（John Dalton），1766年9月6號出世，1844年7月27號過身，係隻英國嗰化學家、物理學家、氣象學家。
socially-constructed-person;['牛頓', 'isaac newton'];牛頓（Isaac Newton），1643年1月4號出世，1727年3月31號過身，係隻英國嗰物理學家、數學家、太空學家、自然哲學家、鍊金士。
socially-constructed-person;['釋迦牟尼', 'gautama buddha'];釋迦牟尼（梵文：शाक्यमुनि，Śākyamuni），本名係喬達摩·悉達多（巴利文：Gotama Siddhattha；梵文：सिद्धार्थ गौतम，Gautama Siddhārtha），係隻古印度嗰釋迦族人，佢係佛教嗰創始人。
socially-constructed-person;['馬克思', 'karl heinrich marx', 'karl marx'];馬克思 （Karl Heinrich Marx，1818年5月5號—1883年3月14號）係隻德國嗰哲學家、政經學者、同得社會主義者。
socially-constructed-person;['忽必烈'];元世祖 忽必烈（蒙古話：；Qubilai Qaγan；Хубилай хаан，1215年9月23日—1294年2月18日），係蒙古帝國嗰奠基者。
socially-constructed-person;['帕斯卡', 'blaise pascal'];帕斯卡（Blaise Pascal），1623年6月19號出世，1662年8月19號過世，係隻法國嗰數學家、物理學家、宗教哲學家。
socially-constructed-person;['康德', 'immanuel kant'];康德（德文：Immanuel Kant，音標：），1724年4月22號出世，1804年2月12號過身，係隻德國嗰哲學家，係德國古典哲學嗰創始人。
socially-constructed-person;['馬丁·路德', 'martin luther'];馬丁·路德（Martin Luther，1483年11月10號—1546年2月18號），係隻奧古斯丁會嗰修士、Wittenberg 大學嗰《聖經》研究教授，因為佢寫嗰一滴子著作同教廷、皇室嗰立場鬥霸，像佢嗰《致德意志貴族公開書》、《教會拕擄到巴比倫》、《基督徒嗰自由》。
socially-constructed-person;['荷馬', 'homer'];荷馬（Ὅμηρος），約公元前9世紀出世，約公元前8世紀過身，係希臘嗰隻傳說裡頭嗰遊吟詩人。
socially-constructed-person;['歐几里得', 'euclid'];歐几里得（希臘語：Εὐκλείδης），公元前300喇年出世，係隻希臘嗰數學家，佢通常拕認為係「幾何學之父」（幾何學嗰爺）。
socially-constructed-person;['托馬·阿奎那', 'thomas aquinas'];聖 托馬·阿奎那（St.
socially-constructed-person;['伽利略', 'galileo galilei'];伽里略（意大利文：Galileo Galilei，1564年2月15號—1642年1月8號）係隻意大利嗰物理學家、天文學家、占星學家同到哲學家。
socially-constructed-person;['成吉思汗', 'genghis khan'];元太祖 成吉思汗（蒙古話：；Činggis Qaγan；Чингис Хаан，1162年—1227年8月25日），本名係鐵木真（Temüjin），係蒙古帝國嗰奠基者。
socially-constructed-person;['亞里斯多德', 'aristotle'];亞里斯多德（希臘文：Ἀριστοτέλης），公元前384年出世，公元前322年過身，係隻古希臘嗰哲學家。
socially-constructed-person;['愛因斯坦', 'albert einstein'];愛因斯坦（Albert Einstein，音標：[ˈælbərt ˈaɪnstaɪn]），1879年3月14號出世，1955年4月18號過身，係隻德國裔、美國籍嗰物理學家。
socially-constructed-person;['哥白尼', 'nicolaus copernicus'];哥白尼（Nicolaus Copernicus），1473年2月19號出世，1543年5月24號過身，佢係波蘭人。
socially-constructed-person;['伊麗莎白一世', 'elizabeth i of england'];伊麗莎白一世（英文：Elizabeth I），公元1533年9月7號出世，公元1603年3月24號過身，係1558年11月17號到佢駕崩許日嗰箇段時間裡頭嗰英國女王同得愛爾蘭女王。
socially-constructed-person;['門捷列夫', 'dmitri mendeleev'];門捷列夫（俄羅斯文：Дми́трий Ива́нович Менделе́ев），1834年2月7號出世，1907年2月2號過身，係隻俄羅斯嗰化學家、發明家。
socially-constructed-person;['列寧', 'vladimir lenin'];列寧（俄文：Владимир Ильич Ленин），1870年4月22號出世，1924年1月21號過身，係隻俄羅斯嗰革命家，一隻共產主義嗰政治家，十月革命嗰領袖，蘇聯嗰頭隻領袖。
socially-constructed-person;['多托頁夫斯基', 'fyodor dostoyevsky'];多托頁夫斯基（俄文：Фёдор Миха́йлович Достое́вский，音標：[ˈfʲodər mʲɪˈxajləvʲɪtɕ dəstɐˈjɛfskʲɪj]），1821年11月11號出世，1881年2月9號過身，係隻俄羅斯嗰作家、哲學家。
socially-constructed-person;['斯大林', 'joseph stalin'];斯大林（俄文：Иосиф Виссарионович Джугашвили. Сталин，1879年12月21號—1953年3月5號），原名係იოსებ ბესარიონის ძე ჯუღაშვილი（Ioseb Besarionis Dze Jughashvili，用俄文時轉做Iosif Vissarionovich Dzhugashvili），係蘇聯共產黨中央委員會嗰總書記（1922年-1953年），蘇聯部長會議主席（總理），第二次世界大戰嗰時間同得末後嗰蘇聯嗰領袖。
socially-constructed-person;['男同性戀者', 'gay', '基佬'];男同性戀者，佢係男性嗰同性戀者。
socially-constructed-person;['塞萬提斯', 'miguel de cervantes'];塞萬提斯（Miguel de Cervantes Saavedra），1547年9月29號出世，1616年4月23號過身，係隻西班牙嗰小說家、詩人、劇作家。
socially-constructed-person;['總統'];總統係大部份共和國嗰元首；伓同制度嗰國家，總統嗰職責同權力會有伓同。
socially-constructed-person;['摩西', 'moses'];摩西（埃及話、拉丁話: Moyses、希伯萊話: מֹשֶׁה、希臘話: Mωϋσῆς、阿拉伯話: موسىٰ, Mūsa）係公元前13世紀嗰猶太人嗰先知，佢系《舊約》聖經嗰頭前五本書嗰執筆者。
socially-constructed-person;['皇帝'];皇帝係專制政治體制之下一隻國家嗰最高統治者。
socially-constructed-person;['馬可·波羅', 'marco polo'];馬可·波羅（Marco Polo），1254年9月15號出世，約1324年1月9號過身，係隻意大利嗰貿易家、探險家。
socially-constructed-person;['老布什'];乔治·赫伯特·沃克·布什（英文：George Herbert Walker Bush，1924年6月12號—2018年11月30號），第41任美國總統。
space-region;['平面'];平面係隻基本嗰二維對象。
space-region;['立方體', 'cube'];立方體係由6隻方面組成嗰多面體，故係又叫六面體。
space-region;['線', 'line'];線係一隻點到平面或空間揸得一定方向運動嗰跡。
space-region;['南極圈'];南極圈（英文：Antarctic Circle）係話南極點團近嗰高緯度地區。
space-region;['線', 'line'];線係一隻點到平面或空間揸得一定方向運動嗰跡。
space-region;['錐形', 'cone'];錐形係直角三角形兜得佢嗰一隻直角邊旋轉一周得出嗰立體。
space-region;['球面', 'sphere'];球面係隻對稱嗰幾何形體。
space-region;['球面', 'sphere'];球面係隻對稱嗰幾何形體。
space-region;['太空'];太空（英文：space）通常係話星球同星球中間嗰空間。
space-region;['北極點'];北極點（英文：North Pole）係地球嗰地理表面嗰至北嗰點，也係地球嗰自轉軸到北半球同得表面交到嗰點。
space-region;['南極點'];南極點（英文：South Pole）係地球嗰地理表面嗰至南嗰點，也係地球嗰自轉軸到南半球同得表面交到嗰點。
spatial-feature;['山', 'mountain'];山係話到某隻範圍裡頭，同周圍比，箇隻地勢明顯突出地形。
spatial-feature;['阿爾卑斯山', 'alps'];阿爾卑斯山（德文：Alpen；法文：Alpes；意大利文：Alpi；斯洛文尼亞文：Alpe；英文：Alps）係歐洲最大嗰山脈，佢東起奧地利同得斯洛文尼亞，西至法國，穿過意大利，瑞士，列茲敦士登同得德國。
spatial-feature;['谷'];谷、谷地，係話由兩首係正地形夾到嗰又狹又長嗰負地形，經常會有坡面徑流、河、湖嗰發育，仄過頭嗰谷地可能會發生泥石流。
spatial-feature;['珠穆朗瑪峰', 'mount everest', '珠穆朗玛峰'];珠穆朗瑪峰係全世界最高嗰山，屬於喜瑪拉雅山山脈嗰一部分，位到尼泊爾到中國嗰界上。
spatial-feature;['喜馬拉雅山脈', 'himalayas', '喜馬拉雅山'];喜馬拉雅山脈係世界海拔最高嗰山脈，佢主要位到中國同得尼泊爾之間。
spatial-feature;['冰川', 'glacier', '冰河'];冰川，又叫冰河，係一種由冰構成嗰河。
spatial-feature;['富士山'];富士山係日本嗰最高峰，係一座睡火山，亦有人話係活火山，日本人當佢做日本嗰象徵。
spatial-feature;['瑪算·迪可算線', 'mason–dixon line'];瑪算·迪可算線（英文：Mason–Dixon Line）係1760年代拕Charles Mason跟到Jeremiah Dixon為得解決英國嘚美洲嗰殖民地邊界糾紛，而調查出來嗰一根分界線。
spatial-feature;['大峽谷', 'grand canyon'];大峽谷（英文：Grand Canyon）位到美國嗰亞利桑那州嗰西北部，係拕科羅拉多河（Colorado River）沖蝕數百喇萬年形成嗰。
state;['老人痴呆症', "alzheimer's disease"];老人痴呆症，或阿茲海默病（英文：Alzheimer's disease）係失智症最常見嗰形式，箇隻持續性神經功能障礙係拕德國人Alois Alzheimer到1906年發現嗰。
subject;['統計學', 'statistics'];統計學係數學嗰一隻分支，用來搜集、分析、演繹同呈現數據，廣泛應用嘚各門學科上頭。
subject;['數學分析', 'mathematical analysis'];數學分析係專門研究實數同得複數跟到函數嗰數學分支。
subject;['科學'];科學係指對自然領域嗰知識，再拓展、引用到社會、思維等領域，比如社會科學。
subject;['數學', 'mathematics'];數學係一門學問，專講數量、結構、空間，同得改變。
subject;['地理學', 'geography', '地理'];地理學主要研究嗰係地球表面嗰各種自然現象或者係人文現象，跟佢俚之間嗰相互關係。
subject;['人工智能', 'artificial intelligence'];人工智能（英語：artificial intelligence）係話人工嗰物表現出來嗰智能，電腦科學、心理學同得工程學都研究嘚人工智能，研究機器啷學習、啷適應、啷表現平整嗰行為。
subject;['工程學'];扚工程學係用科學技術嗰原理來處理人類遇到嗰問題。
subject;['微積分', 'calculus'];微積分係數學裡頭嗰一隻基礎學科，佢嗰內容主要包括極限、微分同得積分嗰應用。
subject;['生物技術', 'biotechnology'];生物科技係話搦「生物體（含動物，植物同得微生物）」來生產有用嗰物質或改進製成，改良生物嗰特性，為得降低成本同得創新物種嗰科學技術。
subject;['美學', 'aesthetics'];美學係研究「什哩叫做『克氣』」嗰學問，箇隻詞本身也用得來話一隻物什啷讓人產生好嗰感覺嗰性質。
subject;['邏輯學', 'logic', '邏輯'];邏輯學係種推理嗰抽象模型。
subject;['電子學', 'electronics', '電子'];電子學係研究電子嗰特性同得行為，跟到電子器件嗰物理學科。
subject;['天文學', '天文'];天文學係研究宇宙嗰所有天體嗰一門學科。
subject;['數論', 'number theory'];數論係最原始嗰兩隻數學分支，即算術同得幾何，留得下來嗰問題。
subject;['拓撲學', 'topology'];拓撲學（希臘語：Τοπολογία）主要研究拓撲空間到拓撲變換下嗰不變性質同得不變量，係近代發展起來嗰一隻研究連續性現象嗰數學分支。
subject;['經濟學'];經濟學係一門研究人類行為跟佢讓樣拿有限嗰或者稀缺嗰資源進行合理嗰配置嗰社會科學。
subject;['化學'];化學係一門研究物質嗰性質、組成、結構跟變化嗰科學。
subject;['工學', 'engineering'];工學係搦科學跟得技術嗰原理，來解決問題。
subject;['建築學', 'architecture', '建築'];建築學一般係話研究建築同得佢附屬環境嗰科學，佢嗰名子來自日本明治時期嗰翻譯嗰和製漢語。
subject;['指示', 'deixis', '指代'];指示（Deixis，字源係希臘文δειξις）係指代某隻人、物嗰一種方式。
subject;['代數', 'algebra'];代數係研究代數結構嗰數學分支。
subject;['三角學', 'trigonometry'];三角學係數學嗰一支分科。
subject;['存在論', 'ontology'];存在論係形而上學嗰一隻基本分支，佢主要探討存在嗰本身，即一切現實事物嗰基本特徵。
