abstract-region;['uoperand', 'operand'];We matymatyce, uoperand to argůmynt uoperatora.
political-geographic-object;['missouri'];Missouri to je stůn we połedńowyj tajli USA. Grańica mo na půłnocy ze stanym Iowa, na wschodźe ze stanůma Illinois, Kentucky a Tennessee, na połedńu ze stanym Arkansas, a na zachodźe ze stanůma Oklahůma, Kansas a Nebraska.
political-geographic-object;['michigan'];Michigan – sztat we USA, we regijůńe Wjelgich Jeźdźorůw, mjano mo uod Jeźdźora Michigan.
political-geographic-object;['nebraska'];Nebraska je stůn na połedńowym zachodźe Skuplowanych Stanůw.
political-geographic-object;['belgijo', 'belgijŏ', 'belgja'];Belgijo, Krůlestwo Belgije – państwo federacyjne we zachodńij Ojropje, we pouedńowych Ńiderlandach.
political-geographic-object;['suazi', 'eswatini'];Eswatini – państwo we połedńowyj Africe, bez dostympu ku morzu.
political-geographic-object;['tůnga', 'tonga'];Tůnga – państwo we Uoceańiji, we połedńowyj tajli Pokojnego Uoceanu.
political-geographic-object;['pakistan', 'pakistōn'];Pakistan, Islamsko Republika Pakistanu (ang.
political-geographic-object;['bangladesz', 'bangladeš'];Bangladesz, Ludowo Republika Bangladeszu – państwo we Połedńowyj Azyji, połožůne nad Byngalskům Zatokům i grańiczůnce s Indjůma a Birmům.
political-geographic-object;['afganistan', 'afgańistan', 'afganiystan', 'afganiystōn'];Afganistan, Islamskŏ Rebublika Afganistanu (dari افغانستان, trl.
political-geographic-object;['austrijo', 'austryjo', 'austryjŏ'];Austrijo, Republika Austrije – państwo położůne we Strzodkowyj Ojropje.
political-geographic-object;['laos'];Laos – państwo we pouedńowo-wschodńij Azyje, na Půuwyspje Indochińskim, bes dostympu do mořa.
political-geographic-object;['birma', 'mjanma', 'myanmar'];Birma – państwo pouožůne we Azyji Pouedńowo-Wschodńij, nad Zatokům Byngalskům a Mořym Andamańskym.
political-geographic-object;['kambodża', 'kambodža'];Kambodža, Krůlestwo Kambodžy (khmersko godka (trl.: Kâmpǔchéa, Preăhréachéanachâkr Kâmpǔchéa), we lotach 1976-1989 Kampuča – państwo we pouedńowo-wschodńij Azyji, na Půuwyspje Indochińskym, nad Zatokům Tajlandzkům.
political-geographic-object;['australijo', 'australijŏ'];Australijo, Zwjůnzek Australijski – państwo uobejmujůnce cołki kůntynynt australijski, leżůnce nade Uoceanym Indyjskym a Spokojnym.
political-geographic-object;['connecticut'];Connecticut – sztat we USA, rozlygowany na wschodńim wybrzeżu, we Nowym Ynglandźe.
political-geographic-object;['cannes'];Cannes – mjasto we Francyji, we regijůńe Provence-Alpes-Côte d’Azur, we departamyńće Alpes-Maritimes.
political-geographic-object;['hanowery', 'hannover', 'hanower'];Hanowery, to je mjasto we Mjymcach, stolica landu Dolno Saksůńijo.
political-geographic-object;['dubrovnik'];Dubrovnik
political-geographic-object;['bordeaux'];Bordeaux – mjasto we Francyji, we regijůńe Akwitańijo, we departamyńće Gironde.
political-geographic-object;['trondheim'];Trondheim – mjasto we Norwygiji nad zatokům Trondheimsfjorden wele ujśćo rzyki Nidelva.
political-geographic-object;['newcastle upon tyne'];Newcastle upon Tyne - mjasto we Wjelgij Brytańiji, we Ynglandźe, we hrabstwje Tyne and Wear.
political-geographic-object;['antwyrpijo'];Antwyrpijo (flam.
political-geographic-object;['oran'];Oran (arab.
political-geographic-object;['cádiz'];Cádiz - mjasto we Szpańiji, we autůnůmicznyj spůlnoće Andaluzyjo, stolica prowincyji Cádiz.
political-geographic-object;['göteborg'];Göteborg – mjasto we Szwecyji, stolica regijůnu Västra Götaland.
political-geographic-object;['makau'];Makau abo Makao – jedyn ze 2 szpecjalnyh regiōnōw Chińskej Republiki Ludowej.
political-geographic-object;['bhutan'];Bhutan – państwo we Azyji, we wschodńich Himalajach.
political-geographic-object;['brytyjsko kolůmbijo'];Brytyjsko Kolůmbijo, BC je prowincyjo we Kanadźe, kero leży na zachodźe uůnygo państwa.
political-geographic-object;['katalůńijo'];Katalůńijo (kat.
political-geographic-object;['turkmyńistan', 'turkmyniystan', 'turkmyniystōn'];Turkmyńistan – państwo we střodkowyj Azyji, mjyndzy Mořym Kaspijskym a Amu-Darjům, na půunoc uod gůr Kopet-Dag.
political-geographic-object;['gruzyjo', 'gruzyjŏ'];Gruzyjo (gruź.
political-geographic-object;['rwanda'];Rwanda, Republika Rwandy – ńywjelge państwo we střodkowo-wschodńij Africe, pouožůne mjyndzy Dymokratycznům Republikům Kůnga na zachodźe a Tanzańijům na wschodźe.
political-geographic-object;['zambijo', 'zambijŏ'];Zambijo, downij Rodezyjo Půunocno - państwo we pouedńowyj Africe, bez dostympu do mořa.
political-geographic-object;['dymokratyczno republika kůnga', 'dymokratyczno republika kōnga', 'dymokratyčno republika kůnga', 'dymokratyčno rypublika kůnga'];Dymokratyčno Republika Kůnga – třeće pod wzglyndym wjelgośći państwo Afriki, pouožůne we jeji střodkowyj tajli, we dořeču řeki Kůngo, u kerej ujśćo pośado 37 km dostympu do Uoceanu Atlantyckigo.
political-geographic-object;['hůnduras', 'honduras'];Hůnduras – państwo we Strzodkowyj Americe, mjyndzy Karajibskim Morzym a Pokojnym Uoceanym, do kupy mo 820 km wybrzeżo.
political-geographic-object;['gwatymala', 'guatémala'];Gwatymala – państwo we Americe Střodkowyj, pouožůne nad Uoceanym Atlantyckym a Uoceanym Spokojnym.
political-geographic-object;['kostaryka', 'crc'];Kostaryka – (Costa Rica, szp.
political-geographic-object;['madźary', 'madziyary'];Madźary (madź.
political-geographic-object;['polsko', 'polska', 'polskŏ'];Polsko, Polsko Republika (pol.
political-geographic-object;['burůndi', 'burōndi'];Burůndi (rundi Uburundi, franc.
political-geographic-object;['tanzańijo', 'tanzaniyjŏ', 'tanzańjo'];Tanzańijo, Zjydnoczůno Republika Tanzańije (suah.
political-geographic-object;['gwinyjo', 'gwinyjŏ'];Gwinyjo – państwo we zachodńij Africe nad Uoceanym Atlantyckim.
political-geographic-object;['sůmalijo', 'somalijŏ', 'sōmalijŏ'];Sůmalijo, Republika Sůmalijsko – państwo we půunocno-wschodńij tajli Afryki.
political-geographic-object;['wjetnam'];Wjetnam, Socyjalistyczno Republika Wjetnamu – państwo we pouedńowo-wschodńij Azyji.
political-geographic-object;['libijo', 'libijŏ'];Libijo, uoficyjolńy do 2011: Wjelgo Arabsko Libijsko Dżamahirijja Ludowo-Socyjalistyczno – państwo we půłnocnyj Africe, nad Strzůdźymnym Morzym.
political-geographic-object;['mjymjecko dymokratyczno republika'];Mjymjecko Dymokratyczno Republika to bůło państwo we strzodkowyj Ojropje, utworzůne 7 paźdźerńika 1949 na teryńe sowjeckij uokupacyjnyj sztrefy we Mjymcach a sowjeckij tajli Berlina.
political-geographic-object;['mjymcy', 'mjymce', 'ńymce', 'ńymcy'];Mjymcy – państwo we strzodkowyj Ojropje, noleży do Ojropejskij Uńiji a NATO. Mo dostymp do Bałtyckigo Morza a Půłnocnygo morza.
political-geographic-object;['sudan'];Sudan – nojwjynksze państwo afrykińske, rozlygowane we půłnocno-wschodnij Africe nad Czyrwjůnym Morzym.
political-geographic-object;['egipt'];Egipt (arab.
political-geographic-object;['gujana'];Gujana – państwo we Połedńowyj Americe, nad Atlantyckim Uoceanym.
political-geographic-object;['surinam'];Surinam – państwo we Połedńowyj Americe rozlygowane nade Atlantyckim Uoceanym.
political-geographic-object;['wynezuela'];Wynezuela – państwo pouožůne we půunocnyj tajli Ameriki Pouedńowyj.
political-geographic-object;['algeryjŏ', 'algeryjo', 'algerja'];Algeryjŏ – czōnek Unije Afrykańskij, 11 co do wielgości państwo świata położōne we pōłnocnyj Afryce nad Strzōdziymnym Morzym.
political-geographic-object;['indyje', 'indje'];Indje, Republika Indii (w hindi, भारत – trl.: Bhārat posuchej po hindi, Bhārat Gaṇarājya, trb.: Bharat, Bharat Ganaradźja. ang.
political-geographic-object;['italijo', 'italia', 'italijŏ', 'wuochy'];Italijo, Republika Italsko – państwo położůne we Połedńowyj Ojropje, na Apyńińskim Půłwyspje, je ůune człůnkym wjelu uorgańizacyjůw, m.in.: Ojropejskij Uńije, NATO. Italijo noleży do uoźmju nojbarźi industryjowonych a bogatych państw śwjata - G8.
political-geographic-object;['czile', 'chile', 'čile'];Čile (Republika Čile, hišp.
political-geographic-object;['paragwaj'];Paragwaj, Republika Paragwaju – państwo we Americe Pouedńowyj, ńy mo ůune dostympu do mořa.
political-geographic-object;['botswana'];Botswana, Republika Botswany (ang.
political-geographic-object;['mozambik'];Mozambik (port.
political-geographic-object;['indůnezyjo', 'indōnezyjŏ'];Indůnezyjo – wyspjarske państwo we Połedńowo-Wschodńij Azyje, kerygo stolicům je Dżakarta s 8,4 mln mjyszkańcůw.
political-geographic-object;['grecyjo', 'grecyjŏ'];Grecyjo (grec.
political-geographic-object;['ukrajina', 'ukraina', 'ůkraina', 'ůkrajina'];Ukrajina – państwo we wschodńij Ojropje.
political-geographic-object;['meksyk'];Stany Zjydnočůne Meksyku (hišp.
political-geographic-object;['armyńijo', 'armyniyjŏ'];Armyńijo, Republika Armyńije – państwo na Zakaukaźu.
political-geographic-object;['irak'];Irak (arab.
political-geographic-object;['połedńowo koryjo', 'korea pouedńowo', 'koryjo pouedńowo', 'koryjo połedńowo', 'połedniyowŏ koryjŏ'];Republika Koryje (kor.
political-geographic-object;['důmińikana', 'dōminiykana'];Důmińikana, Republika Důmińikańsko – państwo we Americe Půunocnyj, druge podug powjeřchńe a ličby ludźi na Mořu Karajibskim.
political-geographic-object;['gambijo', 'gambijŏ'];Gambijo – państwo we zachodnij Africe, uod trzech strůn uokrůnżone bez Synegal, uod sztwortyj, zachodńij, mo dostymp do Atlantyckigo Uoceanu.
political-geographic-object;['ghana'];Ghana – państwo we zachodńij Africe nad Atlantyckym Uoceanym.
political-geographic-object;['ńigeryjo', 'niygeryjŏ'];Ńigeryjo, Federalno Republika Ńigeryje – państwo we Africe Zachodńij nad Zatokům Gwinejskům, nojludńijše na kůntynyńće afrikańskym.
political-geographic-object;['wybrzeże elefantowych gnatůw', "côte d'ivoire", 'wybrzeże elefantowych gnatōw', 'wybřeže elefantowych gnatůw'];Wybrzeże Elefantowych Gnatůw – państwo we zachodńij Africe, nad Gwinejskům Zatokům.
political-geographic-object;['ńiger', 'niyger'];Ńiger – państwo pouožůne we Africe Zachodńij na Sahaře.
political-geographic-object;['gabůn', 'gabōn'];Gabůn, Republika Gabůńsko (franc.
political-geographic-object;['kůngo', 'republika kōngo'];Kůngo (Republika Kůnga, fr.
political-geographic-object;['kamerůn', 'kamerōn'];Kamerůn, (fr.
political-geographic-object;['gwinyjo bissau', 'gwinyjŏ bissau'];Gwinyjo Bissau – państwo we zachodńij Africe, nad Atlantyckim Uoceanym.
political-geographic-object;['synegal', 'synygal'];Synegal (Republika Synegalu, fr.
political-geographic-object;['francyjo', 'francyjŏ'];Francyjŏ (fr.
political-geographic-object;['ekwadůr', 'ekwador'];Ekwadůr (Republika Ekwadůra, szp.
political-geographic-object;['irlandyjo', 'irlandja', 'irlandyjŏ'];Irlandyjo, Republika Irlandyje – państwo we Ojropje Zachodńij, człůnek Uńije Ojropejskij.
political-geographic-object;['irlandyjo', 'irlandja', 'irlandyjŏ'];Irlandyjo je třećům pod wzglyndym wjelgośći wyspům we Ojropje.
political-geographic-object;['madagaskar'];Madagaskar (malg.
political-geographic-object;['malediwy'];Malediwy (maled.
political-geographic-object;['salwadůr', 'salwador'];Salwador – państwo we Americe Střodkowyj, nad Uoceanym Spokojnym.
political-geographic-object;['filipiny'];Filipiny, Republika Filipinůw – państwo we połedńowo-wschodńij Azyji, położůne na archipelagu na Uoceańy Spokojnym.
political-geographic-object;['seszele', 'sejczyle'];Seszele – państwo we Africe, rozlygowane na wyspach na Indyjskim Uoceańe, na wschůd uod Afriki kůntynyntalnyj a na půłnoc uod Mauritiusa.
political-geographic-object;['viña del mar'];Viña del Mar – mjasto we Czile, we regijůńe Valparaíso, nade Pokojnym Uoceanym.
political-geographic-object;['blackpool'];Blackpool – mjasto we Wjelgij Brytańiji, we Ynglandźe, we hrabstwje Lancashire.
political-geographic-object;['szwecyjo', 'szwecyjŏ', 'šwecyjo'];Szwecyjŏ (szwedz.
political-geographic-object;['władywostok', 'vladivostok'];Władywostok (rus.
political-geographic-object;['rostow na donu'];Rostow na Donu (rus.
political-geographic-object;['kuwejt'];Kuwejt – stolica a nojsrogsze mjasto Kuwejtu a muhafazy Al Asimah.
political-geographic-object;['stolica'];Stolica to je głůwne mjasto we państwje a postrzodek jego admińistracyje, śedźiba władzůw a przedstawićelstw dyplůmatycznych inkszych państw.
political-geographic-object;['portoryko', 'portorikŏ'];Portoryko, szpańelsko godka Puerto Rico – terytorjum zuorganizowane ńyinkorporowane Zjednoczůnych Sztatůw uo sztatusie spůlnoty, rozlygowane na wyspie uo jednakim mjańe we Strzodkowyj Americe, nad Atlantyckim Uoceanym a Karajibskim Morzym.
political-geographic-object;['liechtenstein'];Liechtenstein, Kśůnżynstwo Liechtenstein (mjym.
political-geographic-object;['andora', 'andůra'];Andora, Kśynstwo Andory (katal.
political-geographic-object;['tennessee'];Tennessee je sztat na połedńowym zachodźe Zjednoczůnych Sztatůw.
political-geographic-object;['kentucky'];Kentucky to je stůn we strzodkowym wschodźe Stanůw Zjydnoczůnych.
political-geographic-object;['kansas'];Kansas – sztat we USA, we strzodkowyj tajli kreju.
political-geographic-object;['vermont'];Vermont - sztat we půłnocno-wschodńij tajli USA, we Nowym Ynglandźe, wele granicy ze Kanadům.
political-geographic-object;['massachusetts'];Massachusetts – sztat we USA, we Nowym Ynglandźe, na wybrzeżu Atlantyckigo Uoceanu.
political-geographic-object;['alaska'];Alaska – stůn we USA, rozlygowany we půłnocno-wschodńij tajli Půłnocnyj Ameriki.
political-geographic-object;['můntana', 'montana'];Můntana to je sztat we Zjednoczůnych Sztatach.
political-geographic-object;['oregon'];Oregon - sztat we USA, we zachodńij tajli kreju, nade Pokojnym Uoceanym.
political-geographic-object;['luizjana', 'louisiana'];Luizjana je sztat na połedńowym zachodźe Zjednoczůnych Sztatůw nad Meksykańskům Zatokům.
political-geographic-object;['uoklahůma', 'oklahoma', 'oklahůma'];Oklahůma to je stůn na pouedńowyj tajli USA. Grańica mo na půłnocy ze stanůma Kansas a Kolorado, na wschodźe ze stanůma Missouri a Arkansas, na połedńu ze stanym Teksas, a na zachodźe ze stanym Nowy Meksyk.
political-geographic-object;['arkansas'];Arkansas to je stůn we połedńowyj tajli USA. Grańica mo na půłnocy ze stanym Missouri, na wschodźe ze stanůma Tennessee a Mississippi, na połedńu ze stanym Luizjana, a na zachodźe ze stanůma Oklahůma a Teksas.
political-geographic-object;['florida'];Florida je sztat na połedńowym zachodźe Zjednoczůnych Sztatůw nad Atlantyckim Uoceanym a nad Meksykańskům Zatokům.
political-geographic-object;['georgia'];Georgia je sztat na połedńowym zachodźe Zjednoczůnych Sztatůw nad Atlantyckim Uoceanym.
political-geographic-object;['půłnocno karolina'];Půłnocno Karolina je sztat na połedńowym zachodźe Zjednoczůnych Sztatůw nad Atlantyckim Uoceanym.
political-geographic-object;['nowy meksyk'];Nowy Meksyk (yng.
political-geographic-object;['arizůna', 'arizona'];Arizůna to je stůn na połedńowym zachodźe USA. Grańica mo na půłnocy ze stanym Utah, na wschodźe ze stanym Nowy Meksyk a na połedńu ze Meksykym, ze stanůma Baja California a Sonora, a a na zachodźe ze stanym Kaliforńijo.
political-geographic-object;['mississippi'];Mississippi je sztat na połedńowym zachodźe Zjednoczůnych Sztatůw nad Atlantyckim Uoceanym nad Meksykańskům Zatokům.
political-geographic-object;['połedńowo karolina'];Połedńowo Karolina je sztat na połedńowym zachodźe Zjednoczůnych Sztatůw nad Atlantyckim Uoceanym.
political-geographic-object;['wirgińijo', 'wirginia'];Wirgińijo je sztat na půłnocnym wschodźe Zjednoczůnych Sztatůw nad Atlantyckim Uoceanym.
political-geographic-object;['idaho'];Idaho – sztat we USA, rozlygowany we půłnocno-zachodńij tajli kreju.
political-geographic-object;['alabama'];Alabama - to je stůn na połedńowym zachodźe USA. Grańica mo na půłnocy ze stanym Tennessee, na wschodźe ze stanym Georgia, na połedńu ze stanym Florida, a na zachodźe ze stanym Mississippi.
political-geographic-object;['hawaje'];Hawaje (ang.
political-geographic-object;['newada', 'névada'];Newada je sztat na połedńowym zachodźe Zjednoczůnych Sztatůw.
political-geographic-object;['kaliforńijo'];Kaliforńijo to je stůn na pouedńowym zachodźe USA, nad Uoceanym Spokojnym.
political-geographic-object;['wyoming'];Wyoming to je stůn we Stanach Zjydnoczůnych.
political-geographic-object;['kolorado', 'colorado'];Kolorado je stůn na połedńowym zachodźe Skuplowanych Stanůw.
political-geographic-object;['půłnocno dakota'];Půłnocno Dakota - sztat we půłnocnyj tajli USA, wele grańicy ze Kanadům.
political-geographic-object;['sheffield'];Sheffield – mjasto we Wjelgij Brytańiji, we Ynglandźe, we hrabstwje South Yorkshire.
political-geographic-object;['uůmůn', 'uoman', 'ômōn'];Uoman – państwo we Azyji, na Arabskim Půłwyspje, nad Arabskim Morzym a Uomańskům Zatokům.
political-geographic-object;['damaszek'];Damaszek (arab.
political-geographic-object;['zaragoza'];Zaragoza – mjasto we Szpańiji, stolica autůnůmicznyj spůlnoty Aragůńijo a prowincyji Zaragoza.
political-geographic-object;['tebriz', 'tabriz'];Tebriz - mjasto we Irańe, stolica uostanu Wschodńi Azerbejdżan.
political-geographic-object;['alger'];Alger – mjasto, stolica Algeryji a wilajetu Alger.
political-geographic-object;['kuwejt'];Kuwejt, Państwo Kuwejt – państwo położůne we połedńowo-zachodńij Azyje, na půłnocno-zachodńim kraju Zatoki Perskij.
political-geographic-object;['jordańijo', 'jordaniyjŏ'];Jordańijo – państwo arabske na Bliskim Wschodźe, můnarchijo kůnstytucyjno.
political-geographic-object;['liban'];Liban (arab.
political-geographic-object;['watykůn', 'watykōn'];Watykůn, Watykańske Państwo-Mjasto (it.
political-geographic-object;['fidżi'];Fidżi, Republika Wyspůw Fidżi – wyspjarske państwo rozlygowane we połedńowo-wschodńij tajli Pokojnygo Uoceanu, we Uoceańije, na wschůd uod Vanuatu, na zachůd uod Tonga a na połedńe uod Tuvalu.
political-geographic-object;['amsterdam'];Amsterdam – nojsrogsze mjasto we Ńiderlandach rozlygowane nad rzykůma Amstel i Ij a ůng.
political-geographic-object;['krakůw', 'krakowia'];Krakůw (pol.
political-geographic-object;['dońeck'];Dońeck (ukr.
political-geographic-object;['niżnij nowgorod'];Niżnij Nowgorod (rus.
political-geographic-object;['düsseldorf'];Düsseldorf – mjasto na prowach krysu we Mjymcach, stolica landu Nadryńijo Půłnocno-Westfalijo.
political-geographic-object;['republika źelůnygo przilůndka', 'republika ziylōnegŏ przilōndka'];Republika Źelůnygo Przilůndka (port.
political-geographic-object;['saint vincent a grynadyny', 'saint vincent a grenadyny'];Saint Vincent a Grynadyny – państwo we Půłnocnyj Americe, rozlygowane na wyspach na Karajibskim Morzu: Saint Vincent a půłnocnyj tajli archipelagu Grynadyn.
political-geographic-object;['bahrajn'];Bahrajn, Krůlestwo Bahrajnu – państwo we Azyje, rozlygowane na archipelagu na Perskij Zatoce.
political-geographic-object;['vanuatu'];Republika Vanuatu – państwo we Uoceańiji, na Pokojnym Uoceańe.
political-geographic-object;['kiribati'];Kiribati – państwo we Uoceańiji, na Pokojnym Uoceańe.
political-geographic-object;['tryńidad a tobago'];Tryńidad a Tobago, Republika Tryńidadu a Tobago (ang.
political-geographic-object;['islandyjo', 'islandyjŏ'];Islandyjo, Republika Islandyje – państwo rozlygowane we Půłnocnyj Ojropje, kere uobejmuje wyspa uo takim samym mjańe a raja myńszych wyspůw, kej Vestmannaeyjar, Grimsey a inksze.
political-geographic-object;['grenada'];Grenada – państwo we Půłnocnyj Americe, we archipelagu Małe Antyle.
political-geographic-object;['são paulo', 'sao paulo'];São Paulo – nojsrogsze mjasto Brazylije a Połedńowyj Ameriki.
political-geographic-object;['lizbůna', 'lizbōna'];Lizbůna (port.
political-geographic-object;['lima'];Lima to je stolica a nojsrogše mjasto we Peru.
political-geographic-object;['dublin'];Dublin – stolica a nojwjynksze mjasto Irlandyji rozlygowane we prowincyji Leinster, we wschodńij tajli wyspy.
political-geographic-object;['sofijo'];Sofija (bułg.
political-geographic-object;['bogota'];Bogota, szp.
political-geographic-object;['hawana'];Hawana (szp.
political-geographic-object;['praga'];Praga stolica a nojwjynkše mjasto Českij Republiki.
political-geographic-object;['budapeszt', 'budapešt'];Budapeszt – mjasto we Madźarach położůne we půłnocnyj tajli kraju, nad Důnajym.
political-geographic-object;['dżakarta', 'džakarta'];Džakarta (ind.
political-geographic-object;['bagdad'];Bagdad – stolica Iraku a jydne s nojwjynkszych mjast na Bliskim Wschodźe.
political-geographic-object;['rzim', 'řim'];Rzim (it., łać.: Roma) – stolica Italije, mjasto we ji strzodkowy tajli, pojstrzůd wzgůrz, nad Tybrym, ferwaltůngowy a polityczny uostrzodek (śedźiba prezydynta, mińisterstw a urzyndůw. stolica a głůwny sztad ferwaltůngowo-gyszichtowygo regijůny Lacjům.
political-geographic-object;['bejrut'];Bejrut – stolica Libanu a nojsrogsze mjasto we tym kreju.
political-geographic-object;['oklahoma city'];Oklahoma City – mjasto we USA, stolica sztatu Uoklahůma.
political-geographic-object;['brisbane'];Brisbane – mjasto we Australiji, stolica sztatu Queensland.
political-geographic-object;['bukareszt', 'bukarešt'];Bukareszt (rům.: Bucureşti, cyg.
political-geographic-object;['jerozolima'];Jerozolima (hebr.
political-geographic-object;['kijůw', 'київ'];Kijůw (ůkr.
political-geographic-object;['belgrad'];Belgrad (syrb.
political-geographic-object;['bari'];Bari – mjasto we Italiji, stolica regijůnu Apulijo a prowincyji Bari.
political-geographic-object;['turyn', 'torino'];Turyn – mjasto we půłnocno-zachodńij Italije, stolica rygjůnu Pjymůnt.
political-geographic-object;['erywań'];Erywań - stolica a nojsrogsze mjasto Armyńiji.
political-geographic-object;['berlin'];Berlin – stolica a nojwjynksze mjasto Mjymjec, na prawach kraju zwjůnzkowygo.
political-geographic-object;['pjongjang'];Pjongjang - nojsrogsze mjasto a stolica Půłnocnyj Koryji.
political-geographic-object;['rijad'];Rijad - stolica a nojsrogsze mjasto Saudyjskij Arabiji.
political-geographic-object;['mbabane'];Mbabane - stolica Eswatini a dystryktu Hhohho.
political-geographic-object;['bejdżing', 'bejdžing', 'pekin'];Bejdžing (chiń.
political-geographic-object;['tajlandyjo', 'tajlandyjŏ'];Tajlandyjo – państwo we pouedńowo-wschodńij Azyji, grańičůnce s Laosym i Kambodžům na wschodźe, s Malezyjům na pouedńu a s Birmům i Mořym Andamańskym na zachodźe.
political-geographic-object;['etjopijo', 'etiopijŏ'];Etjopijo dowńij Abisyńijo – państwo pouožůne we wschodńij Africe.
political-geographic-object;['moskwa'];Moskwa – stolica Rusyje i nojwjynkše mjasto tygo kraju.
political-geographic-object;['byńin', 'byniyn'];Byńin – państwo we Africe nad Zatokům Gwinejskům.
political-geographic-object;['burkina faso'];Burkina Faso – państwo we Africe Zachodńij bez dostympu do mořa.
political-geographic-object;['bahamy'];Bahamy – państwo we Půłnocnyj Americe rozlygowane na Atlantyckim Uoceańe, na wyspach archipelagu uo jednakim mjańe.
political-geographic-object;['izrael'];Izrael, Państwo Izraela (hebr.
political-geographic-object;['chicago'];Chicago – mjasto we USA, pouožůne nad jeźorym Michigan we stańe Illinois.
political-geographic-object;['minneapolis'];Minneapolis – mjasto we USA, nojsrogsze we sztaće Minnesota.
political-geographic-object;['memphis'];Memphis – mjasto we USA, we sztaće Tennessee, śedźiba hrabstwa Shelby.
political-geographic-object;['trypolis', 'tripoli'];Trypolis (arab.
political-geographic-object;['manhattan'];Manhattan – nojmńyjszo, nale nojgyńśćij zaludńůno dźelńica Nowygo Jorku, rozlygowano na wyspje Manhattan a poru mjyńszych wyspach, a tyż uobyjmuje Marble Hill, jedźino tajla rozlygowano na stołym lůńdźe.
political-geographic-object;['szkocyjo', 'škocyjo'];Szkocyjo je jednům ze sztyrych skłodowych tajlůw, kere tworzům Wjelgo Brytańijo.
political-geographic-object;['finlandyjo', 'finlandyjŏ'];Finlandyjo, Republika Finlandyje (fiń.
political-geographic-object;['atlanta'];Atlanta – mjasto we USA, stolica sztatu Georgia a śedźiba hrabstwa Fulton.
political-geographic-object;['boston'];Boston – mjasto we USA, stolica sztatu Massachusetts.
political-geographic-object;['assam'];Assam (hindi असम, trb.: Asam, trl.: Asam. ang.
political-geographic-object;['rotterdam'];Rotterdam – mjasto we Ńiderlandach, we prowincyji Połedńowo Holandyjo.
political-geographic-object;['tórshavn', 'thorshavn'];Tórshavn – ferwaltůngowo stolica Faerskich Wyspůw a mo ůngyfer 19 500 mjyszkańcůw.
political-geographic-object;['asunción'];Asunción - nojsrogsze mjasto a stolica Paragwaju, rozlygowano nade rzykům Paragwaj wele grańicy zw Argyntynům.
political-geographic-object;['paramaribo'];Paramaribo – stolica a nojsrogsze mjasto we Surinamje.
political-geographic-object;['kabul'];Kabul (pers., paszt.
political-geographic-object;['wjedyń'];Wjedyń (mjym.
political-geographic-object;['dhaka'];Dhaka (beng.
political-geographic-object;['münchen', 'můnachijům', 'můnachjum'];München je mjasto we Mjymcach, stolica landu Bajery a rejyncyje Gůrne Bajery.
political-geographic-object;['bruksela'];Bruksela (fr.
political-geographic-object;['bużumbura', 'bujumbura'];Bużumbura – mjasto we Burůndi a uůnygo stolica.
political-geographic-object;['santiago', 'santiago de chile'];Santiago, połne mjano Santiago de Chile – stolica Czile, rozlygowano we strzodkowyj tajli kreju, na Andyjskim Przedgůrzu.
political-geographic-object;['san josé'];San José – mjasto we Kostaryce, stolica Kostaryki a prowincyji San José.
political-geographic-object;['ńikozyjo'];Ńikozyjo (gr.
political-geographic-object;['kopynhaga', 'kopenhaga'];Kopynhaga (duń.
political-geographic-object;['san salvador'];San Salvador - stolica Salwadoru a prowincyji San Salvador.
political-geographic-object;['lůndůn', 'lůndyn'];Lůndůn – mjasto we pouedńowo-wschodńij tajli Wjelgij Brytańije, stolica tygo państwa, a tyž stolica Ynglandu.
political-geographic-object;['tallinn'];Tallinn – stolica Estůńiji, morsko hawyna nade Bałtyckim Morzym.
political-geographic-object;['suva'];Suva - stolica Fidżi, Cyntralnygo Dystryktu a prowincyji Rewa.
political-geographic-object;['helsinki'];Helsinki (szw.
political-geographic-object;['paryż', 'paryž'];Paryž – stolica a nojwjynkšo aglůmeracyjo Francyje, pouožůno we cyntrům Basynu Paryskigo, nad Sekwanům.
political-geographic-object;['tbilisi'];Tbilisi (gruz.
political-geographic-object;['atyny'];Atyny (nowogrecky Αθήνα Athina, klasyčny grecki Ἀθῆναι Athenai, uać.
political-geographic-object;['gwatymala'];Gwatymala
political-geographic-object;['port-au-prince'];Port-au-Prince – nojsrogsze mjasto a stolica Hajiti.
political-geographic-object;['honolulu'];Honolulu – mjasto we USA, stolica a nojsrogsze mjasto sztatu Hawaje, rozlygowane na wyspje Oahu.
political-geographic-object;['tegucigalpa'];Tegucigalpa – nojsrogsze mjasto we Hůnduraśe, stolica kreju a departamyntu Francisco Morazán.
political-geographic-object;['reykjavík'];Reykjavík - nojsrogsze mjasto a stolica Islandyji, rozlygowane nade Zatokům Faxa.
political-geographic-object;['indianapolis'];Indianapolis - mjasto we USA, stolica sztatu Indiana a hrabstwa Marion.
political-geographic-object;['teheran'];Teheran (pers.
political-geographic-object;['tokjo'];Tokjo (jap.
political-geographic-object;['phnom penh'];Phnom Penh – nojsrogsze mjasto a stolica Kamboży.
political-geographic-object;['nairobi'];Nairobi to je mjasto we Africe, stolica Kyńije.
political-geographic-object;['wjentjan', 'vientiane'];Wjentjan
political-geographic-object;['ryga', 'rīga'];Ryga (łot.
