abstract-quality;['شخصیت'];شخصیت یا شخسیت مفهومی کلی هسه که معانی مختلفی داینه.
simple-collection;['unə', 'اسطوره شناسی'];ئونه مازرون ره زیوون ئه‌فسانه ره گه‌نه‌ن که فارسی درون گه‌نه‌ن.
situation;['روان نژندی', 'روان نژندي'];در روان‌شناسی روان‌نژندی نوعی سراسیمگی هسه که پایه و اساس کالبد شناسانه‌ای ندارنه.
situation;['بامشی ترسی', 'بامه شي ترسي', 'گربه هراسي'];بامشی ترسی اتا از اختلالات روان‌شناختی هسه.
situation;['بلندی ترسی', 'بلندي هراسي'];بُلَندی‌هَراسی یا ترس از ارتفاع، اتا از انواع هراسای ویژه هسه که شامل ترس از بلندی بونه.
situation;['اختلالات افسردگی', 'اختلالات افسردگي'];اغلب اِما افسرده بومّي.رد بَيّن در اَتّا امتحان،از دست هِدائن عزيزان، و طلاق نمونه هايي هسّه نِه كه باعث افسردگي در خَلِه از افراد بونه..
situation;['درو'];دِرو ئه‌تا گب هسته گه حقیقت جه نخوندنه.
situation;['سیریلیک الفبا', 'سرلیک', 'سرلیک الفبا', 'سرلیک خط', 'سیریلیک', 'سیریلیک خط'];سیریلیک یا آزبوکا اتا الفبایی خط هسته که مجارستون اول امپراتوری قرن ۱۰م میلادی گدر پرسلاو ادبیات مدرسه دله، بوریس اول بلغارستون که خاسته بلغارون شه بنویشتنی سیستم ره دارِن وسّه، بساته بیّه.
situation;['اختلال فشار روانی پس آسیبی', 'اختلال فشار رواني پس آسيبي'];اختلال فشار رواني پس آسيبي یااختلال استرس پس از سانحه ، نشونگوني هسه که پس از موشاهده، تجربهٔ موستقیم و یا بشدوسن اتا عامل استرس‌زا و آسیب‌زای شدید روی دنه که تونه مونجر به بمردن واقعی یا تهدید به بمردن یا وقوع اتا سانحهٔ جدی باشه.
situation;['اعتیاد', 'اعتياد'];اعتیاد اتا مریضی روانی، اجتماعی و اقتصادی هسه که از مصرف غیرطبیعی و غیرمجاز برخی مواد مانند الکل، تریاک، حشیش و...
situation;['اختلال شخصيت', 'شخصیت اختلال'];اختلال شخصيت اتا از اختلال رفتاري هسه كه ونه مشخصه اتا خله مشكلات در انطباق اجتماعي هسه.كسي كه دچار اينتا اختلال هسه لازم نيه احساس هكنه كه اشكالي دارنه ولي غالباً ديگرون وِ رِ پر درد سر يا آزاردهنده دوننه.
situation;['ترور'];ترور یا سیاسی قتل، ات‌تی آدم کاشی هسته که ونه دله سیاسی یا عقیدتی اهداف دَوو.
situation;['مول زنان'];مول زنان ، جنده‌ئون، فاحشه‌ئون یا زنایی‌ئون، کسایی هسنه که شه ره در برابر پیل روشنّه.
situation;['کالش'];کالش ئه‌تا واکنش هسته گه ماهیچه ئون تنفسی جه بریم انه.
situation;['آ'];آ عربی زوون اولین حرف هسه.
social-relationship;['سیاست'];سیاست معنی گروه وسه تصمیم هایتن روند هسه.
socially-constructed-person;['ریچارد شیردل', 'ریچارد اول'];ریچارد اول یا ریچارد شیردل ، ، بریتانیا شا، ۶ ژوئیه ۱۱۸۹ تا ۶ آوریل ۱۱۹۹ بی‌یه، وه هنری دوم و الینور د آکیتن وچه و جانشین هسته.
socially-constructed-person;['هنری پنجم'];هنری پنجم ، بریتانیاِ شاء ، ریکا و جانشین هنری چاروم بی‌یه.نبرد آگنیکورت ونه شائی زمون انجوم بیی‌یه.
socially-constructed-person;['نیکولو ماکیاولی'];نیکولو برناردو ماکیاولی گت سیاسی فیلسوف و شاعر ایتالیایی که ۳ مه ۱۴۶۹ فلورانس ایتالیا دله دنیا بموئه و ۲۱ ژانویه ۱۵۲۷ بمرده.
socially-constructed-person;['ولتر'];فرانسوا-ماری آروئه معروف به ولتر گت فیلسوف و نویسنده فرانسه، روشنگری دوره دله هسته.
socially-constructed-person;['ژان-ژاک کازانووا دو سنگال'];ژان-ژاک کازانووا دو سنگال نویسنده قرن هجدهم میلادی اهل فرانسه هسته.
socially-constructed-person;['جرج سوم'];جرج سوم بریتانیای شا بی‌یه که روز ۲۵ اکتبر ۱۷۶۰ هانوفرون ِسلسله‌ی حکومت جه بَرسی‌یه و تا روز ۲۹ ژانویه ۱۸۲۰ حکومت سَر کبّی‌یه.
socially-constructed-person;['گوته'];یوهان ولفگانگ فون گوته شاعر، ادیب، نویسنده، نقاش، محقق، انسان‌شناس، فیلسوف وسیاست‌مدار آلمانی بی‌یه.
socially-constructed-person;['جرج چاروم'];جرج چاروم بریتانیای شا بی‌یه که روز ۲۹ ژانویه ۱۸۲۰ هانوفرون ِسلسله‌ی حکومت جه بَرسی‌یه و تا روز ۲۶ ژوئن ۱۸۳۰ حکومت سَر کبّی‌یه.
socially-constructed-person;['سیمون بولیوار', 'simón bolivar', 'سیمون بلیوار'];سیمون بولیوار اتا گتِ انقلابی آدِم بی‌یه که ایسپانیایی‌ئون ره لاتین آمریکا دله جه دربکرده.
socially-constructed-person;['لویی پاستور', 'louis pasteur'];لویی پاستور، از شیمی‌دونا و زیست‌شناسون مشهور فرانسوی هسته.
socially-constructed-person;['ادوارد هفتم'];ادوارد هفتم بریتانیای شا بی‌یه که روز ۲۲ ژانویه ۱۹۰۱ ویندستورون ِسلسله‌ی حکومت جه بَرسی‌یه و تا روز ۶ مه ۱۹۱۰ حکومت سَر کبّی‌یه.
socially-constructed-person;['جرج پنجم'];جرج پنجم بریتانیای شا بی‌یه که روز ۶ مه ۱۹۱۰ ویندستورون ِسلسله‌ی حکومت جه بَرسی‌یه و تا روز ۲۰ ژانویه ۱۹۳۶ حکومت سَر کبّی‌یه.
socially-constructed-person;['ماهاتما گاندی', 'مهاتما گاندی'];شِمه منظور شاید اینتا بی‌بائه: گاندی.
socially-constructed-person;['آدولف هیتلر', 'هیتلر'];آدولف هیتلر ( ‌ گوش هدائن پرونده (بزائه ۲۰ آوریل ۱۸۸۹ – بمرده ۳۰ آوریل ۱۹۴۵) رهبر حزب ملی سوسیالیست کارگرون آلمان بئه.
socially-constructed-person;['جواهر لعل نهرو'];جواهر لعل نهرو از رهبرون جونبش استقلال هند و کونگره ملی هند بی‌یه.
socially-constructed-person;['ادوارد هشتم'];ادوارد هشتم بریتانیای شا بی‌یه که روز ۲۰ ژانویه ۱۹۳۶ ویندستورون ِسلسله‌ی حکومت جه بَرسی‌یه و تا روز ۱۱ دسامبر ۱۹۳۶ حکومت سَر کبّی‌یه.
socially-constructed-person;['جرج شیشوم'];جرج شیشوم بریتانیای شا بی‌یه که روز ۱۱ دسامبر ۱۹۳۶ ویندستورون ِسلسله‌ی حکومت جه بَرسی‌یه و تا روز ۶ فوریه ۱۹۵۲ حکومت سَر کبّی‌یه.
socially-constructed-person;['ویلیام فاکنر', 'william faulkner'];ویلیام فاکنر آمریکایی رمان‌نویس و نوبل جایزه ِبرنده بی‌یه.
socially-constructed-person;['اسکندر', 'اسکندر مقدونی', 'ایسکندر', 'ایسکندر مقدونی'];اِسکِنْدَر مَقْدونی رومیون وه ره اتا گت ِآدم دونّه که دِنیا ره بَیته ولی شرقی کشورون دله وه ره اتا نخاش آدم سِراق دنّه.
socially-constructed-person;['محمد', 'حضرت ممد'];محمد بن عبداللّه اسلام ِپیومبر هسته که مسلمون‌ها وه ره آخرین پیومبر دونّه که قرآن ره هِدا آدمون دَس و الهی دین ره تصحیح هاکرده.
socially-constructed-person;['ویرژیل'];پوبلیوس ورژیلیوس مارو یا ویرژیل شاعر کلاسیک روم و نویسنده دهاتی ترانه‌ئون ، سرودهای شبونی و انئید واپسین شعر حماسی روم دوازده کتابی که حماسه ملی امپراتوری روم بینه.
socially-constructed-person;['گرگوری اول'];گرگوری یکم رم کاتولیک کلیسای پاپ بی‌یه.
socially-constructed-person;['زرتشت', 'زردشت'];زرتشت یا زردشت (۶ فروردین ۱۷۶۸ ق.م.
socially-constructed-person;['هادس'];هادس یا هِیدیز یونان اسطوره‌ئون دله، فرمونروای بمرده‌ئون و دنیای زیرزمین، کرونوس و رئا وچه هسته.
socially-constructed-person;['اپیمتئوس'];اپیمتئوس شابلون:یونانی جه، یاپتوس و کلومنه ِوچه بی‌یه.
socially-constructed-person;['دمتر', 'démeter'];کرونوس و رئا وچه بئه.
socially-constructed-person;['آتنا'];آتنا ، یونان اسطوره‌ئون، الههٔ نگهبون آتن و ایزدبانوی خرد، فرزانگی و جنگ هسته.
socially-constructed-person;['هستیا', 'hestia'];هِستیا یونان اسطوره‌ئون دله، ایزدبانوی باکرهٔ اجاق‌خنه و کانون خانواده بی‌یه.
socially-constructed-person;['کرونوس', 'kronos'];کرونوس و اسطوره‌ئون یونان دله تیتان‌ها شاء هسته.
socially-constructed-person;['مرتاض', 'sadhu'];مُرتاض، کسی هسته که به کمک روش‌ئون خله ساده‌زیستانه و گاه ناراحت‌زیستانه خانه به شه درون ره قوی‌تر هاکنه.
socially-constructed-person;['گوشک', 'fungi', 'قارچ'];گوشک اتّا جاندار هسته که نا گیاهه و نا جانور.
socially-constructed-person;['جیمز ناکس پولک'];جیمز ناکس پولک متحده ایالات آمریکای ۱۱اُمین رییس‌جمهور بی‌یه که پونزدهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['زاکری تیلور', 'zachary taylor', 'زکریا تیلور'];زاکری تیلور متحده ایالات آمریکای ۱۲اُمین رییس‌جمهور بی‌یه که شونزهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['کریستفر کلمب', 'کریستف کلمب', 'کریستوف کلمب', 'کریستوفر کلمب'];کریستوف کلمب اتا جـِنُوایی دریانورد بی‌یه که اتفاقی آمریکا قاره ره کشف هاکرده.
socially-constructed-person;['لئوناردو داوینچی', 'داوینچی'];لئوناردو داوینچی سال ۱۴۵۲میلادی نزدیکی شهر فلورانس ِایتالیا دنیابموئه.
socially-constructed-person;['فرانکلین پیرس', 'franklin pierce'];فرانکلین پیرس متحده ایالات آمریکای ۱۴اُمین رییس‌جمهور بی‌یه که هیودهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['ویلیام شکسپیر', 'شکسپیر'];ویلیام شکسپیر اینگیلیسی شاعر و نمایشنومه‌نویس بیه که وه ره گت‌ترین نویسنده انگلیسی زوون دله دوندنه.
socially-constructed-person;['رنه دکارت'];رنه دِکارْت ریاضیدون و فیلسوف فرانسوی بی‌یه.
socially-constructed-person;['جیمز بوکانان', 'james buchanan', 'جیمز بیوکنن'];جیمز بوکانان متحده ایالات آمریکای ۱۵اُمین رییس‌جمهور بی‌یه که هیژدهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['آبراهام لینکلن', 'abraham lincoln', 'لینکلن'];آبراهام لینکلن آمریکای شونزدهومین رئیس‌جومور بی‌یه.
socially-constructed-person;['کارل لینه'];کارل لینه اتا سوئدی پزشک و گیاه‌شناس هسه که امروز جانورون و گیاهون طبقه‌بندی بن‌مایه ره بساته.
socially-constructed-person;['موزارت', 'موتسارت', 'mowzart', 'موزات'];ولفگانگ آمادئوس موتسارت یا موتزارت و موزارت اتا گتِ کلاسیک آهنگساز بی‌یه.
socially-constructed-person;['ناپلئون', 'ناپلئون بناپارت', 'ناپلون', 'ناپلون بناپارت'];ناپلئون یکم یا ناپلئون بناپارت ، اولین فرانسه امپراتور بی‌یه.
socially-constructed-person;['کارل فریدریش گاوس'];کارل فریدریش گاوس یا گووس ‏ گتِ آلمانی ریاضیدون بی‌یه.
socially-constructed-person;['اندرو جانسون', 'andrew johnson'];اندرو جانسون متحده ایالات آمریکای ۱۷اُمین رییس‌جمهور بی‌یه که بیستمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['هرمان ملویل', 'herman melville'];هرمان ملویل ، ، رمان‌نویس، شاعر و نویسنده پچیک داستان‌ئون آمریکایی هسته.
socially-constructed-person;['ونسان ون گوگ', 'ون گوگ', 'ونگوگ', 'ون\u200cگوگ'];وَنسان وَن گوگ یا فینسِنت ویلم فان خوخ ‏ اتا گت نقاش هولندی بی‌یه.
socially-constructed-person;['زیگموند فروید'];زیگموند فروید ‏ اتا اتریشی دکتر بی‌یه که شه کار اولین مراحل سر رشته عصب‌شناسی دله تخصص بیته.
socially-constructed-person;['جورج برنارد شاو', 'george bernard shaw', 'جرج برنارد شاو'];جورج برنارد شاو ، ، نمایش‌نومه‌نویس کُمیک، ادبی منتقد و سوسیالیست ِمبلغ بی‌یه که ایرلندی‌تبار و اتا گیاهخار بی‌یه.
socially-constructed-person;['ویلیام باتلر ییتس', 'william butler yeats', 'ویلیام باتلر ییتز'];ویلیام باتلر ییتس یا ییتز اتا گتِ ایرلندی شاعر و نیمایشنومه‌نویس بی‌یه که غریبه علوم، سلتیونِ سنتی ادبیات و وحشی ادبیات جه علاقه داشته و همین باعث بیّه وه معروف بواشه و نوبل جایزه ره هم بَییره.
socially-constructed-person;['برتراند راسل', 'bertrand russell'];برتراند آرتور ویلیام راسل ، سومین ارل راسل گت فیلسوف، منطقدون، ریاضیدون، مورخ، جامعه‌شناس و صلح‌خاه بریتانیایی قرن بیستوم بی‌یه.
socially-constructed-person;['پابلو پیکاسو', 'پیکاسو'];پابلو روئیس پیکاسو گت نقاش، طراح، موجستمه‌ساز، گراورساز و سرامیک‌کار اسپانیا و اتا از گت‌ترین و تاثیرگذارترین هنرمندون سده ۲۰ میلادی بی‌یه.
socially-constructed-person;['فرانتس کافکا', 'franz kafka', 'کافکا'];فرانتس کافکا اتا از گت‌‎ترین نویسنده‌ئون آلمانی زوون قرن بیستم گدر بی‌یه.
socially-constructed-person;['بنیتو موسولینی', 'موسولینی', 'بنیتو موسیلینی', 'موسیلینی'];بنیتو آمیلکاره آندرئا موسولینی بعنوان اتا دیکتاتور ۱۹۲۷ تا ۱۹۴۵ ایتالیای دله حکومت هکرده.
socially-constructed-person;['اولیسس سیمون گرانت', 'یولیسیز سایمن گرانت', 'اولیسیس گرانت'];اولیسس سیمون گرانت متحده ایالات آمریکای ۱۸اُمین رییس‌جمهور بی‌یه که بیست‌یک و بیست‌و دومین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['اسکینر', 'اسكينر'];برحاس فردریک اسکینر روان‌شناس، نویسنده، مخترع، پشتیبون اصلاحات اجتماعی و چامه‌سرای آمریکایی بیه.
socially-constructed-person;['روترفورد بیر چارد هیس', 'رادرفورد بیرچارد هیز'];روترفورد بیر چارد هیس متحده ایالات آمریکای ۱۹اُمین رییس‌جمهور بی‌یه که بیست و سومین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جورج واشنگتن', 'george washington', 'جرج واشنگتن'];جورج واشینگتن از رهبرون انقلاب آمریکا و اولین رئیس‌جومور آمریکا بی‌یه که این سمت ره از سال ۱۷۸۹ تا سال ۱۷۹۷ دست داشته.
socially-constructed-person;['جیمز آبرام کارفیلد', 'جیمز آبرام گارفیلد', 'جیمز گارفیلد'];جیمز آبرام کارفیلد متحده ایالات آمریکای ۲۰اُمین رییس‌جمهور بی‌یه که بیست و چارمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['استیفن گراور کلیولند', 'grover cleveland'];استیفن گراور کلیولند متحده ایالات آمریکای ۲۲ و ۲۴اُمین رییس‌جمهور بی‌یه که بیست و پنجمین و أی دِباره سه بیست و هفتمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['بنیامین هریسون', 'benjamin harrison'];بنیامین هریسون متحده ایالات آمریکای ۲۳اُمین رییس‌جمهور بی‌یه که بیست و شیشمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['ویلیام مک\u200cکینلی', 'william mckinley', 'ویلیام مک کینلی'];ویلیام مک‌کینلی موتحده ایالات آمریکای بیست و پنجومین رئیس‌جومور بی‌یه.
socially-constructed-person;['تئودور روزولت', 'théodore roosevelt'];تئودور روزولت متحده ایالات آمریکای ۲۶اُمین رییس‌جمهور بی‌یه که سیمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['ویلیام هووارد تافت', 'william howard taft'];ویلیام هووارد تافت متحده ایالات آمریکای ۲۷اُمین رییس‌جمهور بی‌یه که سی و یکمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['توماس وودرو ویلسون'];توماس وودرو ویلسون متحده ایالات آمریکای ۲۸اُمین رییس‌جمهور بی‌یه که سی و دوم و سومین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['وارن جی. هاردینگ', 'وارن هاردینگ', 'وارن گامالیل هاردینگ'];وارن گامالیل هاردینگ متحده ایالات آمریکای ۲۹اُمین رییس‌جمهور بی‌یه که سی و چارمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جان آدامز', 'john adams'];جان آدامز متحده ایالات آمریکای ۲اُمین رییس‌جمهور بی‌یه که سومین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['هربرت هوور', 'herbert hoover'];هربرت هوور متحده ایالات آمریکای ۳۱اُمین رییس‌جمهور بی‌یه که سی و شیشمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['فرانکلین دلانو روزولت', 'فرانکلین روزولت'];فرانکلین دلانو روزولت متحده ایالات آمریکای ۳۲اُمین رییس‌جمهور بی‌یه که ۳۷ و ۳۸ و ۳۹ و ۴۰اُمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جان اف. کندی', 'جان اف کندی'];جان اف.
socially-constructed-person;['لیندون بنیز جانسون', 'لیندون بینز جانسون'];لیندون بنیز جانسون متحده ایالات آمریکای ۳۶اُمین رییس‌جمهور بی‌یه که چل و پنجمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جرالد فورد'];جرالد فورد متحده ایالات آمریکای ۳۸اُمین رییس‌جمهور بی‌یه که چل و هفتمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جیمی کارتر'];جیمی کارتر متحده ایالات آمریکای ۳۹اُمین رییس‌جمهور بی‌یه که چل و هشتمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['توماس جفرسون', 'thomas jefferson'];توماس جفرسون متحده ایالات آمریکای ۳اُمین رییس‌جمهور بی‌یه که چارمی و پنجمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['رونالد ویلسون ریگان', 'رونالد ریگان'];رونالد ویلسون ریگان متحده ایالات آمریکای ۴۰اُمین رییس‌جمهور بی‌یه که چل نهمین و پنجاهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['بیل کلینتون'];بیل کلینتون متحده ایالات آمریکای ۴۲اُمین رییس‌جمهور بی‌یه که پنجاه و دومین و سومین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جیمز مادیسون', 'james madison', 'جیمز مدیسون'];جیمز مادیسون متحده ایالات آمریکای ۴اُمین رییس‌جمهور بی‌یه که شیشمی و هفتمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جیمز مونرو', 'james monroe'];جیمز مونرو متحده ایالات آمریکای ۵اُمین رییس‌جمهور بی‌یه که هشتمی و نهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جان کوئینسی آدامز', 'john quincy adams'];جان کوئینسی آدامز متحده ایالات آمریکای ۶اُمین رییس‌جمهور بی‌یه که دهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['اندرو جکسون', 'andrew jackson'];اندرو جکسون متحده ایالات آمریکای ۷اُمین رییس‌جمهور بی‌یه که یازدهمی و دوازدهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['مارتین ون بورن', 'martin van buren'];مارتین ون بورن متحده ایالات آمریکای ۸اُمین رییس‌جمهور بی‌یه که سیزدهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['پولس', 'سنت پولس'];پولُس یا پولوس مسیحیت ِمهمترین مبلغون و این دین ِالاهیات و خداشناسی ِمؤسس بی‌یه.
socially-constructed-person;['هانس کریستین اندرسن', 'hans christian andersen'];هانس کریستین اندرسن اتا دانمارکی معروف نویسنده بی‌یه که وچون وسّه کتاب نوشته.
socially-constructed-person;['شارل بودلر'];شارل پی‌یر بودلر شاعر و نویسندهٔ فرانسوی بی‌یه.
socially-constructed-person;['پی\u200cیر', 'پی یر', 'پیر'];پی‌یر یا پِـــر یا بِـــوا ئه‌تا از خانوادگی نسبت‌ئون هسته گه مذکر والد ره گونّه.
socially-constructed-person;['سلت', 'کلت'];سلتـون یا کلتـون حدود ۷۰۰ سال پیش از میلاد، ات‌تی هندواروپایی قبیله بینه که جنگ‌جو بینه، وشون اول مرکزی اروپا دله هنیشتنه و قرن چاروم پ.م بتونستنه «پچوک آسیا» تا «بریتانیا» ره بَییرن.
socially-constructed-person;['الیات', 'جوگی'];جوگی، گودار، گُدار یا الیات که فارسی دله وشون ره کولی‌ها هم گِنّه مردمونی هستنه که دنیا همه جا پخش بدی هسنه.
socially-constructed-person;['مایا'];مایا نوم مجموعه‌ئی از اقوام سرخپوست جنوب مکزیک و شومال آمریکای مرکزی دله هسته.
socially-constructed-person;['آزتکون', 'آزتک'];آزتکون أتا سرخپوستی تیره نوم بیه که قدیم دله مکزیک کشور دله زندگی کردنه.وەشون شه جنگ دله ایسپینیجیون جا نابود بینه ئو وشون کشور دکت ئیسپانئون دس.اینتا طایفه أتا گت دولت میونی آمریکا درون داشته.وشون شه خد ره مکزیکا گەتەنه که اینتا نوم ره امروزه مکزیک کشور سر بەشتەنه.وەشون نیشتەگا نوم تنوشتیتلان نوم داشته.
socially-constructed-person;['سیرالئون', 'sierra leone', 'سیرا لئون'];|
socially-constructed-person;['یهودی'];یهودی به کسی گانّه که به یهودیت معتقد هسته.
socially-constructed-person;['هنرمند', 'آرتیست'];آرتیست اتا اینگلیسی واژه هسه که ونه معنی هنرمند هسه.
socially-constructed-person;['عیسی'];عیسی مسیح یا عیسی ناصری گت پیغومبر مسیحیت هسته که اسا گت‌ترین دین دنیائه.
socially-constructed-person;['لئو تولستوی'];لئو نیکلایویچ تولستوی ، روسی نویسنده و سیاسی-اجتماعی فعال بی‌یه.
socially-constructed-person;['مار'];مار یا نِنا ئه‌تا از خانوادگی نسبت‌ئون هسته گه مونث والد ره گونّه.
socially-constructed-person;['شاعر'];شاعر کسی ره گانّه که بتونه شه جه شعر باره و ادبی فن‌ئون مبنا جه بتونده اتا شعر بساجه.
socially-constructed-person;['ادیسون', 'توماس ادیسون'];توماس آلوا ادیسون مخترع و بازرگون آمریکایی بی‌یه.
socially-constructed-person;['ارنست همینگوی', 'ernest hemingway'];شابلون:نوبل ارنِست میلر هِمینگوی متحده ایالات آمریکای ِاتا معروف نویسنده بی‌یه که نوبل جایزه ره هم برنده بَیی‌یه.
socially-constructed-person;['ساموئل بکت', 'samuel beckett'];ساموئل بکت نویسنده، شاعر و دراماتورژ قرن بیستم میلادی اهل فرانسه هسته.
socially-constructed-person;['دماگوژی'];دماگوژی یعنی این که ات‌نفر جای اون‌که استدلال هاکنه و شه گپ وسّه برهان بیاره، سعی هاکنه مردمون ِاحساسات ره تحریک هاکنه و جمعیت دله هیجان بسازه تا جَوسازی جه مردِم ره شه نظر جه موافق هاکنه.
socially-constructed-person;['وایکینگ'];وایکینگ ون مردمونی بینه که ئوروپا شمال دله زندگی کردنه.
socially-constructed-person;['دوایت آیزنهاور'];دوایت آیزنهاور متحده ایالات آمریکای ۳۴اُمین رییس‌جمهور بی‌یه که چل‌و دوم و سومین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['ایندرا', 'indra'];ایندرا خدای ئو و جنگ هندوگرایی دله هسته.
socially-constructed-person;['مائو', 'مائو تسه-تونگ', 'مائو تسه تونگ', 'مائو تسه\u200cتونگ'];مائو تسه تونگ اتا سیاستمدار بی‌یه که چین دله جنگ سرد گِدر انقلاب هاکرده و کمونیستی حکومت ره سر کار بیارده.
socially-constructed-person;['سزار', 'جولیوس سزار', 'ژولیوس سزار'];گایوس جولیوس سزار که وه ره قیصر هم گاتنه، وه ات از دیکتاتورون و رهبرون نامدار سیاستون ونظامیون جوموری روم بیه.
socially-constructed-person;['پطرس', 'سیمون پطرس', 'پترس'];پطرس رم کاتولیک کلیسای پاپ بی‌یه.
socially-constructed-person;['جمال عبدالناصر'];جمال عبدالْناصر دومین رئیس‌جومور مصر از ۱۹۵۶ تا هنگام مرگ بود.
socially-constructed-person;['چستر آلن آرتور'];چستر آلن آرتور متحده ایالات آمریکای ۲۱اُمین رییس‌جمهور بی‌یه که بیست و چارمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جان تایلر', 'john tyler'];جان تایلر متحده ایالات آمریکای ۱۰اُمین رییس‌جمهور بی‌یه که چاردهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['میلارد فیلمور', 'millard fillmore'];میلارد فیلمور متحده ایالات آمریکای ۱۳اُمین رییس‌جمهور بی‌یه که شونزهمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['هری اس ترومن', 'هری ترومن'];هری اس ترومن متحده ایالات آمریکای ۳۳اُمین رییس‌جمهور بی‌یه که چل و یکمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['لوئیس کارول'];لوئیس کارول اینگیلیسی نویسنده، ریاضیدون و کشیش هسته که داستان مشهور آلیس عجیب سرزمین دله ره بنویشته.
socially-constructed-person;['اسحاق نیوتن', 'آیزاک نیوتن', 'آیزاک نیوتون', 'نیوتن', 'نیوتون'];سِر آیزاک نیوتنیا اسحاق نیوتن ‏ فیزیک‌دون، ریاضی‌دون، اساره‌شناس، فیلسوف بریتانیا وه سال ۱۶۸۷ میلادی شه شاهکار «اصول ریاضی فلسفه طبیعی» ره بنویشته.
socially-constructed-person;['چارلز داروین', 'charles darwin', 'داروین', 'چارلز رابرت داروین'];چارلز رابرت داروین ، بریتانیایی زیست‌شناس و تکامل نظریه‌ی سازنده هسته.
socially-constructed-person;['کارل مارکس', 'karl marks', 'مارکس'];کارل هاینریش مارکس ‏ اتا آلمانی فیلسوف بی‌یه که اولین نظریات مارکسیسمی، سوسیالیسمی و کمونیسمی ره وه پایه بی‌یشته.
socially-constructed-person;['کوبلای\u200cخان', 'قوبلای\u200cخان'];کوبلای‌خان یا قوبلای‌خان ، چنگیزخان ِاتا ِزک‌زائون بی‌یه، که سالون ۱۲۶۰ تا ۱۲۹۴ حکومت هاکرده و وه مغول امپراتوری پنجمین گت ِخان بی‌یه.
socially-constructed-person;['یوهان کپلر'];یوهانس کپلر دانشمند، ریاضیدون و اساره‌شناس سرشناس آلمانی.
socially-constructed-person;['هنریک هرتز', 'هرتز'];هاینریش رودلف هرتز شهر هامبورگ کشور آلمان دله دنیا بمو.
socially-constructed-person;['مارتین لوتر'];مارتین لوتر، کشیش متجدد و انجیل ِمترجم به آلمانی‌زوون و اتا تجدیدنظرطلب مذهبی بی‌یه.
socially-constructed-person;['آفرودیته'];آفرودیته ، یونان اسطوره‌ئون دله، خدای عشق هسته.
socially-constructed-person;['ارسطو'];اَرَسطو یونان باستون فیلسوفون جه بی‌یه.
socially-constructed-person;['آلبرت اینشتین', 'albert enishtein', 'albert eyniştən', 'آلبرت انیشتین', 'انیشتین'];آلبرت اینشتین فیزیک‌دون نظری بزادهٔ آلمان بی‌یه.
socially-constructed-person;['هرا', 'hêra'];هرا ، یونان اسطوره‌ئون دله، ملکهٔ آسمون‌ها هسته.
socially-constructed-person;['آنتوان چخوف', 'آنتون چخوف', 'چخوف'];آنتون پاولوویچ چـِخوف گت ِداستون‌نویس و نیمایش‌نومه‌نویس ‌روس هسته.
