abstract-region;['ෆූරියර් ශ්\u200dරේණිය', 'ෆෝරියර් ශ්\u200dරේණිය'];ගණිතයේදී, ෆූරියර් ශ්‍රේණිය මගින් ආවර්තිත ශ්‍රිතයක් සරල දෝලන ශ්‍රිත කිහිපයක ඓක්‍යයක් බවට වියෝජනය කරයි.
socially-constructed-person;['ආතර් කොනන් ඩොයිල්'];ආතර් කොනන් ඩොයිල් උපත ලැබුවේ 1859 මැයි මස 22 දින ස්කොට්ලන්තයේ එඩින්බර්ග් හිදීය.
socially-constructed-person;['පස්වන ජෝර්ජ්', 'පස්වන ජෝර්ජ් රජ', 'george v', 'george v of the united kingdom', 'v වන ජෝර්ජ්', 'එක්සත් රාජධානියෙහි පස්වන ජෝර්ජ් රජ', 'ජෝර්ජ් v', 'පස්වන ජෝර්ජ් රජු'];පස්වන ජෝර්ජ්, George V 1910 මැයි 6 සිට 1936 ඔහුගේ මරණය දක්වා එක්සත් රාජධානියේ සහ බ්‍රිතාන්‍ය අධිරාජ්‍යයේ ඩොමීනියන් රාජ්‍යවල රජු මෙන්ම ඉන්දියාවේ අධිරාජ්‍යයා විය.
socially-constructed-person;['මහත්මා ගාන්ධි', 'mahatma gandhi', 'මහත්මා ගාන්දි', 'මහත්මා ගාන්ධි තුමා', 'මහත්මා ගාන්ඳි'];මහත්මා ගාන්ධි ඉන්දියානු නිදහස් සටනේ ප්‍රධාන තැනක් ගත් නායකයෙක්ය.
socially-constructed-person;['වින්ස්ටන් චර්චිල්'];සර් ලෙනාර්ඩ් ස්පෙන්සර් චර්චිල් උපත ලැබුවේ 1874 නොවැම්බර් මස 30 වන දිනයි.
socially-constructed-person;['ඇඩොල්ෆ් හිට්ලර්', 'hitler', 'හිට්ලර්'];ඇඩොල්ෆ් හිට්ලර් ඔස්ට්‍රියාවේ උපත ලද ජර්මන් දේශපාලඥයෙක් හා ජර්මන් නාසි පක්ෂයේ නායකයා විය.
socially-constructed-person;['ජවහර්ලාල් නේරු'];පණ්ඩිත් ජවහර්ලාල් නේරු කොංග්‍රස් පක්ෂයේ ප්‍රධාන දේශපාලන නායක යා වූවා මෙන්ම ඉන්දියානු නිදහස් ව්‍යාපාරයේ අවශ්‍යම තැනැත්තා වූ අතර නිදහස් ඉන්දියාවේ ප්‍රථම අගමැති ද විය.
socially-constructed-person;['හෙයිලේ සෙල්ලාසි', 'රස් තෆාරි'];සැකිල්ල:Infobox royal styles
socially-constructed-person;['අටවන එඩ්වර්ඩ්', 'edward viii', 'viii වන එඩ්වර්ඩ්', 'viii වන එඩ්වර්ඩ් රජු', 'අටවන එඩ්වර්ඩ් රජ', 'එඩ්වර්ඩ් viii'];අටවන එඩ්වර්ඩ්, Edward VIII, 1936 ජනවාරි 20 සිට එම වසරේ දෙසැම්බර් 11 තෙක් එක්සත් රාජධානියේ සහ බ්‍රිතාන්‍ය අධිරාජ්‍යයේ ඩොමීනියන් රාජ්‍යවල රජු මෙන්ම ඉන්දියාවේ අධිරාජ්‍යයා විය.
socially-constructed-person;['හයවන ජෝර්ජ් රජ', 'viවන ජෝර්ජ් රජ', 'එක්සත් රාජධානියේ හයවන ජෝර්ජ් රජ', 'හයවන ජෝර්ජ් රජ - එක්සත් රාජධානිය'];හයවන ජෝර්ජ්, 1936 දෙසැම්බර් 11 සිට ඔහුගේ මරණය දක්වා එක්සත් රාජධානියේ සහ බ්‍රිතාන්‍ය පොදුරාජ්‍ය මණ්ඩලයේ ඩොමීනියන් රාජ්‍ය වල රජු විය.
socially-constructed-person;['ඉන්දිරා ගාන්ධි', 'indira gandhi', 'ඉන්දිරා ප්\u200dරියදර්ශනී නේරු'];ඉන්දිරා ප්‍රියදර්ශනී ගාන්ධි යනු ඉන්දියාවේ තෙවන අගමැති ලෙසින් පිටපිට තුන්වතාවක් සහ සතරවන වතාවට සේවය කළ ඉන්දියානු දේශපාලනඥයෙකි.
socially-constructed-person;["මහා ඇලෙක්සැන්ඩ' රජ", 'මහා ඇලෙක්සැන්ඩර්', 'මහා ඇලෙක්සැන්ඩර් රජු', 'මහා ඇලෙක්සැන්ඩර් රජු ක්\u200dරි.පූ 356 -323', 'යුරෝපානු ඉතිහාසය-මහා ඇලෙක්සැන්ඩර් රජු ක්\u200dරි.පූ 356 -323'];මහා ඇලෙක්සැන්ඩර්, 3 වැනි ඇලෙක්සැන්ඩර් ලෙසද හැඳින්වේ.
socially-constructed-person;['මහම්මද්තුමා'];මුහම්මද් යනු අරාබි ජාතිකයෙක් වන අතර ආගමික සහ හමුදාමය නායකයෙකි.
socially-constructed-person;['එක්සත් රාජධානියේ නෛතික රදළ පදවි ක්\u200dරමය'];නෛතිකව පිලිගත් රදළ පදවි සහ නමබුනාම ක්‍රමයක් එක්සත් රාජධානියේ ක්‍රියාත්මකවේ.
socially-constructed-person;['පිසාචයින්', 'වැම්පයර්'];පිසාචයින් යනු මිත්‍යා සහ ජනප්‍රවාදයන්හී සඳහන් වන, සජීවී සත්වයින්ගේ ජීව සාරයේ පෝෂණය මත රඳා යැපෙන එක්තරා ආකාරයක සත්ව කොට්ඨාශයකි.
socially-constructed-person;['ඒරිස්', 'árés'];ඒරීස් යනු යුද්ධයට අධිපති ග්‍රීක දෙවියායි.
socially-constructed-person;['ඇතීනා', 'ඇතිනා', 'ඇතීනී', 'ඇතීනේ', 'පල්ලස් ඇතීනා', 'පෑලස් ඇතීනා'];ඇතීනා හෙවත් ඇතීනි, නැතහොත් බොහෝවිට පෑලස් යන විරුද නාමයෙන් හැඳින්වෙන්නේ පුරාතන ග්‍රීක ආගමේ සහ පුරාණෝක්තිවේදයේ ප්‍රඥාව, ශිල්ප සහ යුද්ධයට අධිපති දේවතාවියයි.
socially-constructed-person;['දිලීර', 'fungi', 'දිලීර රාජධානිය - kingdom fungi'];දිලීර කලින් ශාක රාජධානියට ඇතුළත්කර තිබුණද, එය තව දුරටත් ශාක ලෙස නොසැලකේ.
socially-constructed-person;['ක්\u200dරිස්ටෝෆර් කොලම්බස්', 'ක්\u200dරිස්ටෝෆර් කොළොම්බස්', 'ක්රිකස්ටෝපර් කොලම්බස්', 'ක්\u200dරිස්ටෝපර් කොලම්බස්'];ක්‍රිස්ටෝපර් කොලම්බස් නාවිකයෙකු, ජනපද පිහිටු වන්නෙකු සහ දේශ ගවේෂකයෙකු වන අතර ඔහු ඇමරිකාවෙහි ස්පාඤ්ඤ ජනපද පිහිටු වන ලදී.
socially-constructed-person;['ලියනාඩෝ ඩා වින්සි', 'leonardo da vinci', 'ලියනාඩෝ ඩා වින්චි', 'ලිය\u200dනාඩෝ ඩාවින්චි'];éලියනාඩෝ ඩා වින්සි පියෙරෝ ඩා වින්සි ඉතාලි ජාතික මහා ප්‍රාඥයකු විය.
socially-constructed-person;['විලියම් ෂේක්ස්පියර්'];විලියම් ෂේක්ස්පියර් යනු ඉංග්‍රිසි කවියෙකු සහ නාට්‍ය රචකයෙකු වේ.
socially-constructed-person;['රෙනේ ඩෙකාට්'];රෙනේ ඩෙකාට් ප්‍රංශ ජාතිකයෙකි.
socially-constructed-person;['ගොට්ෆ්\u200dරයිඩ් ලෙයිබ්නිස්'];ගොට්ෆ්‍රයිඩ් විල්හෙල්ම් ලෙයිබ්නිස් යනු ලතින් හා ප්‍රංශ භාෂාවලින් ලිවීම සිදු කළ ජර්මානු ජාතික බහු ශාස්ත්‍රඥයකු වේ.
socially-constructed-person;['ඒබ්\u200dරහම් ලින්කන්', 'abraham lincoln', 'ඒබ්\u200dරහැම් ලින්කන්'];1809 පෙබරවාරි මස 12 වන දින උපත ලැබූ ඒබ්‍රහම් ලින්කන් 1861 මාර්තු මස 04 වන දින සිට ඝාතනයට ලක්වන තෙක්ම ඇමරිකාවේ 16 වන ජනාධිපතිවරයා වශයෙන් කටයුතු කළේය.
socially-constructed-person;['කැරොලස් ලිනේයස්', 'carolus linnaeus'];ජිවින් නමි කිරිමේ නොයෙකුත් ක්‍රම ඈත අතිතයේ සිට පැවති නමුත්,වඩා සාර්තක විදයාත්මක නාමකරන ක්‍රමයක් ඉදිරිපත් කරන ලද්දේ කැරොලස් ලිනේයස් විසිනි. මොහු ද්වි පද නමකරනයේ පියා ලෙස සැලකේ. සත්ව හා ශාක රාජධානිය හදුන්වා දුනි.මොහු ශාක විශේෂ 6000 පමණ තක්සෝන දුරාවලියකට අනුව වර්ග කරන ලදි.එනමි විශේෂය,ඝණය,වර්ගය,ගෝත්‍රිය ලෙසය.
socially-constructed-person;['කාල් ෆ්\u200dරෙඩ්රික් ගවුස්', 'carl friedrich gauss'];ජොආන් කාල් ෆ්‍රෙඩ්රික් සංඛ්‍යාවාදය, සංඛ්‍යානය, විශ්ලේෂණය, අවකල්‍ය ජ්‍යාමිතිය, භූමිතික විද්‍යාව, ස්ථිති විද්‍යුතය, තාරකා විද්‍යාව සහ ප්‍රකාශ විද්‍යාව ආදී විවිධ ක්ෂේත්‍රවලට සැලකිය යුතු දායකත්වයක් දැක් වු ජර්මානු ජාතික ගණිතඥයෙකු හා විද්‍යාඥයෙකු විය.
socially-constructed-person;['හෙන්රි වර්ඩ්ස්වර්ත් ලොන්ග්ෆෙලෝ', 'henry wadsworth longfellow'];හෙන්රි වර්ඩ්ස්වර්ත් ලොන්ග්ෆෙලෝ ඇමෙරිකානු කවියෙකු සහ අධ්‍යාපනඥයෙකුවු ඔහුගේ කෘති අතර "රෙව්රේස් රයිඩ්", ද සෝන්ග් ඔෆ් හියාවතා හා ඉවැන්ජලීන් විය.
socially-constructed-person;['ෆ්ලොරන්ස් නයිටිංගේල්', 'florence nightingale'];ෆ්ලොරන්ස් නයිටිංගේල්, OM, RRC, පසුව "පහනක් අතින් ගත් ආර්යාව" ලෙසින් හැඳින්වුනු, පුරෝගාමී හෙදියක, ලේඛිකාවක සහ සුපතල සංඛ්‍යානවේදියක වූවාය.
socially-constructed-person;['වින්සන්ට් වැන් ගෝ'];වින්සන්ට් විලෙම් වැන් ගෝ ලන්දේසි පසු උපස්ථිතිවාදී කලාකරුවෙකු විය.
socially-constructed-person;['සිග්මන්ඩ් ෆ්\u200dරොයිඩ්', 'සිග්මන්ඩ් ෆ්\u200dරොයිඩි', 'sigmund freud', 'සිග්මන්ඩ් ප්\u200dරොයිඩ්'];සිග්මන්ඩ් ප්‍රොයිඩ් යනු ඕස්ට්‍රියානු ජාතික ස්නායු විද්‍යාඥ සහ මනෝ චිකිත්සකයෙකි.
socially-constructed-person;['ජෝර්ජ් බර්නාඩ් ෂෝ', 'george bernard shaw'];ජෝර්- කාර්ෂෝ සහ ලුයින්ඩා එලිසබත් ගර්ලි නම් යුවලට දාව උපන් බර්නාඩ් ෂෝ නම් වූ දරුවා සාහිත්‍ය, සංගීත, කලා නිර්මාණකරණයට දැවැන්තයකු වූ බවත්, විශ්ව සාහිත්‍යයේ සුප්‍රකට අයකු බවට පත්වූ වගත්, පැවසුවහොත් එය සත්‍යයකි.
socially-constructed-person;['කාල් යුං', 'carl jung'];1875 ජුලි 26 වන දින උපන් ස්විට්සර්ලන්ත ජාතික මනෝ චිකිත්සකයෙක් වන කාල් යුං විශ්ලේෂණාත්මක මනෝවිද්‍යාවේ පුරෝගාමියෙක් ලෙස සලකයි.මොහු විසින් මනෝවිද්‍යාව අද්විතීය මෙහෙය යුරෝපය, ඇමරිකා එක්සත් ජනපදය සහ අනෙකුත් ප්‍රදේශ අන්තර් සංස්කෘතික බලපෑම් ඇති කිරීමට සමත් විය.
socially-constructed-person;['පැබ්ලෝ පිකාසෝ'];පැබ්ලෝ රුයිස් ඉ පිකාසෝ හෙවත් පැබ්ලෝ පිකාසෝ ස්පාඤ්ඤ ජාතික සිත්තරකු, සැලසුම්කරුවකු සහ මූර්ති නිර්මාණකරුවෙකු වේ.
socially-constructed-person;['බෙනිටෝ මුසෝලිනී', 'මුසෝලිනී'];බෙනීටෝ අමිල්කාර් ඇන්ඩ්‍රියා මුසොලිනී ඉතාලි ජාතික පැසිස්ට්වාදී පක්ෂයේ නායකයා ලෙස ඔහු 1922 සිට 1943 දක්වා ඉතාලිය පාලනය කළේය.
socially-constructed-person;['දෙවන එලිසබෙත් රැජින', 'දෙවන එලිසබෙත් රැජිණ', 'elizabeth ii of the united kingdom', 'ii එලිසබෙත් රැජිණ', 'iiවන එලිzසබෙත් රැජිණ', 'iiවන එලිzසබෙත් රැජින', 'iiවන එලිසබෙත් රැජිණ', 'බ්\u200dරිතාන්\u200dයයේ දෙවන එළිසබෙත් රැජිණ', 'මහ රැජිණ', 'රජ iiවන එලිසබෙත්', 'ලංකාවේ දෙවන එලිසබෙත් රැජින'];හිරු නොබසින අධිරාජ්‍යයේ පළමු පරවැසියාදෙවන එළිසබෙත් රැජිණ වූ කලී පොදුරාජ්‍ය මණ්ඩලීය ජනපද දහසයකද, මුහුදෙන් එතෙර යටත් විජිතයන් වලද රාජ්‍ය නායිකාවයි.
socially-constructed-person;['ජෝර්ජ් වොෂිංටන්', 'george washington'];‍‌ජෝර්ජ් වොෂිංටන් යනු ඇමරිකානු එක්සත් ජනපදයෙහි පීතෘමූලිකයන් අතුරින් එක් අයෙකු වන අතර, දේශයෙහි පළමුවන ජනාධිපතිවරයා වශයෙන් සේවය කළේය.
socially-constructed-person;['වුඩ්රෝ විල්සන්'];තෝමස් වුඩ්රෝ විල්සන් යනු ඇමරිකානු රාජ්‍ය තාන්ත්‍රිකයෙක්, නීතිඥයෙක්, සහ ශාස්ත්‍රඥයෙක් වන අතර එක්සත් ජනපදයෙහි 28වන ජනාධිපතිවරයා ලෙසින් 1913 සිට 1921 දක්වා සේවය කරමින්, ජාතීන්ගේ සංගමය පිහිටුවීමෙහිදී නායකත්වයක් සහ ඉමහත් දායකත්වයක් සැපයූ තැනැත්තා විය.
socially-constructed-person;['ජෝන් ඇඩම්ස්', 'john adams'];ජෝන් ඇඩම්ස් මුලින් එක්සත් ජනපදයේ පළමුවන උප ජනාධිපති ලෙස සේවය කිරීමෙන් අනතුරුව එක්සත් ජනපදයේ දෙවන ජනාධිපති ලෙස තේරී පත්විය.
socially-constructed-person;['ජෝන් එෆ්. කෙනඩි', 'ජෝන් එ\u200dෆ් කෙනඩි', 'ජෝන් ෆිට්ස්ජෙරල්ඩ් කෙනඩි', 'ජෝන් ෆිට්ස්ජෙරාඩ් කෙනඩි'];ජෝන් ෆිට්ස්‍ජෙරාල්ඩ් “ජැක්” කෙනඩි මොහුව සාමාන්‍යයෙන් හඳුන්වනු ලබන්නේ ඔහුගේ නමේ මුලකුරු වලිනි.
socially-constructed-person;['තෝමස් ජෙෆර්සන්', 'thomas jefferson'];තෝමස් ජෙෆර්සන් ඇමෙරිකාවේ තුන්වැනි ජනාධිපතිවරයා ය.
socially-constructed-person;['රොනල්ඩ් රේගන්'];රොනල්ඩ් විල්සන් රේගන් ඇමරිකා එක්සත් ජනපදයෙහි 40 වන ජනාධිපති වන අතර කැලිෆෝනියා ප්‍රාන්තයෙහි 33 වැනි ආණ්ඩුකාරවරයාය.
socially-constructed-person;['බිල් ක්ලින්ටන්', 'විලියම් ජෙෆර්සන් ක්ලින්ටන්'];1946 අගෝස්තු මස 19 වන දින උපත ලැබූ බිල් ක්ලින්ටන් ඇමරිකාවේ 42 වන ජනාධිපති ධූරය හෙබවීය.
socially-constructed-person;['ජේම්ස් මැඩිසන්', 'james madison'];ජේම්ස් මැඩිසන් කණි.
socially-constructed-person;['ඔගස්ටස්', 'ඔක්ටාවියන්'];ඔගස්ටස් යනු, රෝමානු අධිරාජ්‍යයෙහි ප්‍රාරම්භකයා සහ එහි පළමු අධිරාජයා ලෙසින්, ක්‍රිපූ 27 සිට ක්‍රිව 14 හී ඔහුගේ මරණය දක්වා පාලනය කල තැනැත්තේ වෙයි.
socially-constructed-person;['ක්\u200dරිෂ්ණ', 'කෘෂ්ණ', 'ක්\u200dරිෂ්ණා', 'වාසුදේව'];කෘෂ්ණ යනු විවිධ දෘෂ්ටිකෝණවලින් වන්දනාවට ලක්වන ප්‍රධාන හින්දු දෙවි කෙනෙකි.
socially-constructed-person;['රහතන් වහන්සේ', 'අරහත්', 'බුදුදහම-අරහත්', 'රහතන් වහන්සේලා'];රහතන් වහන්සේ නමින් හඳුන්වන සියලූ ලෞකික බැඳීම් වලින් මිදී නිර්වාණය අවබෝධ කරගත් උතුමන්ය.
socially-constructed-person;['හාන්ස් ක්\u200dරිස්ටියන් ඇන්ඩර්සන්', 'hans christian andersen'];ඩෙන්මාක් බසින් හාන්ස් ක්‍රිස්ටියන් ඇන්ඩර්සන් හෝ සරළව H.C.ඇන්ඩර්සන් ඩෙන්මාර්ක් ජාතික කවියෙක් වු අතර ඔහුගේ සුරංගනා කතා සදහා ඔහු වඩාත් ප්‍රසිද්ධියක් උසුලයි.
socially-constructed-person;['ආදිවාසී ඕස්ට්\u200dරේලියානුවෝ', 'ඕස්ට්\u200dරේලියානු ආදිවාසියා'];ආදිවාසී ඕස්ට්‍රේලියානුවෝ යනු, ඕස්ට්‍රේලියානු ප්‍රධාන භූමිප්‍රදේශයෙහි, ටැස්මේනියාවෙහි, සහ බොහෝවිට ටීවි දිවයින් තුල ජීවත් වන විවිධ ස්වදේශික ජනයා වෙති.
socially-constructed-person;['හින්දු දෙවිවරු'];Within Hinduism a large number of personal gods are worshipped as murtis.
socially-constructed-person;['තානාපති'];An ambassador, rarely embassador, is a diplomatic official accredited to a foreign sovereign or government, or to an international organization, to serve as the official representative of his or her own country.
socially-constructed-person;['පර්සනා නොන් ග්\u200dරාටා', 'persona non grata'];ජාත්‍යන්තර සඹඳතා වලදී පර්සනා නොන් ග්‍රාටා ලෙස හැඳින්වෙන්නේ යම් රට ආණ්ඩුවක් විසින් තම රටට විදේශකයෙකුට තම රටට ඇතුළුවීම හෝ රුඳීසිටීම තහනම් කිරීමයි.
socially-constructed-person;['පශු ශල්\u200dයවේදී'];ඇලකුරු පෙළ
socially-constructed-person;['අඳ ගොවියා'];== වගතුග == අඳ ගොවිතැන් ක්‍රමය යනු හවුල් ගොවිතැන් ක්‍රමයයි.
socially-constructed-person;['දියණිය', 'දුව'];දියණිය යනු, ඇයගේ දෙමව්පියන්ගේ ස්ත්‍රී දාරකයන් වෙත යෙදෙන පදයකි.
socially-constructed-person;['රජ කරන රැජින', 'අගමෙහෙසිය', 'රජකරන රැජින', 'රජයන රැජින', 'රාජ්\u200dය කරන රැජින', 'රාජ්\u200dයකරන රැජින'];රජ කරන රැජින යනු රජ පදවියට සමාන කාන්තා රාජ්‍ය පාලකයායි.
socially-constructed-person;['හෙද සේවය', 'nursing', 'හෙද සේවාව'];හෙද සේවය යනු පුද්ගලයින්, පවුල් සහ ප්‍රජාවගේ ප්‍රශස්ථ සෞඛ්‍ය තත්වය සහ ක්‍රියා කාරිත්වය පවත්වා ගැනීම සහ යථාතත්වයට පත් කර ගැනීම සදහා මූලිකව අවධානය යොමු කරන වෘත්තියකි.
socially-constructed-person;['කරණවෑමියා', 'කරණවෑමි', 'කරණවෑමියා/temp', 'කරණවෑමියා / බාබර්'];කරණවෑමියෙකු යනු ඕනෑම වර්ගයක හිසකෙස් කැපීම, රැවුල කැපීම හෝ කොට කිරීම තම වෘත්තිය කරගත් පුද්ගලයෙකි.
socially-constructed-person;['අපොතිකරි', 'අැපොතිකරි'];අපොතිකරි යනු ඖෂධ සංයෝජනයකිරීමත් වෛද්‍යවරුන්ට සහ රෝගීන්ට ඖෂධ නිකුත්කිරීමත් සිදුකල වෛද්‍ය වෘත්තිකයන් හැඳින්වීමට අතීතයේ භාවිතාකල යෙදුමකි.
socially-constructed-person;['ළමයා', 'ළමයි', 'ළමුන්'];ජීවවිද්‍යාත්මක වශයෙන්, ළමයා යනු සාමාන්‍ය වශයෙන් උපත සහ මල්වරවීම යන අවස්ථා අතර මානවයෙකු හඳුන්වන පදයකි.
socially-constructed-person;['වෛද්\u200dයවරයා', 'දොස්තර', 'වෛද්යවරයා', 'physician', 'වෛද්\u200dයවේදී', 'අධ්\u200dයාපනය සහ පුහුණුව', 'වෛද්\u200dයවරු'];== සමාජයීය භූමිකාව == සම්ප්‍රදායිකව වෛද්‍යවරයෙකු සලකන්නේ උගත් වෘත්තිකයන්ගේ සාමාජිකයෙකු වශයෙනි.
socially-constructed-person;['තාත්තා', 'අප්පච්චී', 'තාත්තා හෙවත් අප්පච්චී'];දරුවකුගේ දෙමාපියන්ගෙන් පුරුෂ පාර්ශවය තාත්තා හෙවත් අප්පච්චී නමින් හැඳින්වේ.
socially-constructed-person;['කොප්ට්වරු'];කොප්ට්වරු යනු ඊජිප්තුවෙහි ස්වදේශීය ක්‍රිස්තියානිවරුන් වන අතර, ඊජිප්තුවෙහි ප්‍රධාන වාර්ගික-ආගමික කණ්ඩායමක් සහ එහි විශාලතම ක්‍රිස්තියානි කණ්ඩායම වෙයි.
socially-constructed-person;['ක්\u200dෂුද්\u200dර', 'ක්ෂුද්\u200dර'];ඓතිහාසික හින්දු සමාජය සාම්ප‍්‍රදායිකව බ‍්‍රාහ්මණ, ක්ෂති‍්‍රය, වෛශ්‍ය සහ ක්ෂුද්‍ර යනුවෙන් පන්ති හෙවත් වර්ණ සතරකින් සමන්විත වූ අතර එයින් සතර වැනි වර්ණය ක්ෂුද්‍රයෝ විය.
socially-constructed-person;['ක්\u200dෂත්\u200dරිය', 'ක් ෂත් රිය', 'ක්ෂත් රිය - නිරුක්තිය', 'ක්ෂත්\u200dරිය - නිරුක්තිය'];== නිරුක්තිය ==
socially-constructed-person;['පෘතුගීසි ජාතිය'];පෘතුගීසි ජනයා නිරිතදිග යුරෝපය තුළ ඉබේරියානු පෙනිසියුලාවේ බටහිර පිහිටි පෘතුගාලය තම මව්බිම කරගත් මනුෂ්‍ය ජාතිය කි.
socially-constructed-person;['ස්කොට් ජාතිකයෝ', 'ස්කොට් ජනයා'];ස්කොට් ජාතිකයන් යනු මහා බ්‍රිතාන්‍යයට අයත් උප රාජ්යක් වන ස්කොට්ලන්තයෙ වාසය කරන ජන කොට්ටශයකි.
socially-constructed-person;['සියෙරා ලියෝන්', 'sierra leone'];සියෙරා ලියෝන්, නිල වශයෙන් සියෙරා ලියෝන් ජනරජය, යනු ඊසාන දෙසින් ගිනියාවට,ගිනිකොන දෙසින් ලයිබෙරියාවට සහ නිරිත දෙසින් අත්ලන්තික් සාගරයට මායිම් වු බටහිර අප්‍රිකානු රටකි.ඝර්ම කලාපීය දේශගුණයක් ඈති රටක් වන සියරා ලියෝනයේ පරිසරය වැසි වානාන්තර වල සිට සැවානා බිම් දක්වා වෙනස් වේ.වර්ග කිලෝමීටර 71,740 නැතහොත් වර්ග සැතපුම් 27,699 පුරා පැතිරුනු මුලු භූමි ප්‍රමාණයක් සහිත මෙම රට භූගෝලීය කලාප හතරකට බෙදා ඇත.උතුරු පළාත,නැගෙනහිර පළාත,දකුණු පළාත සහ බටහිර ප්‍රදේශය ඒවා වන අතර මෙම කළාප නැවත දිස්ත්‍රික්ක 14 කට බෙදා ඇත.
socially-constructed-person;['අත්තා', 'සීයා'];අත්තා යනු මවගේ හෝ පියාගේ පියාය.
socially-constructed-person;['දේශපාලකයෝ', 'දේශපාලනඥයෝ'];දේශපාලන දැනුම මිනිසාට උත්පත්තියෙන්ම හිමිවූ දායාදයක් ලෙස සදහන් කළ හැකිය.
socially-constructed-person;['යුදෙවුවෝ', 'ජූ', 'යුදෙව්', 'යුදෙව්වන්'];== මූලාශ්‍ර ==
socially-constructed-person;['අඡටාකාශගාමියා', 'අජටාකාශගාමියා'];අජටාකාශගාමියා යනු මිනිස් අභවකාශ චාරිකා වැඩසටහන මඟින් අභවකාශ යානා හැසිරවිම පිලිබද පුහුණුවක් ලැබු තැනැත්තෙකි.අජටාකාශගාමියා යෙදුම සමහර අවස්ථා වලදී අභවකාශයේ සැරිසරන ඔනෑම පුද්ගලයකු සඳහා යොදා ගනු ලබයි.මෙයට විද්‍යාඥයන්,දේශපාලඤයන්,ජනම‍ධ්‍යවෙිදින් සහ සචාරකයන් ද අයත්ය.
socially-constructed-person;['සාන්තුවරු'];කතෝලික දහමට අනුව ස්වර්ගයේ සිටිනා ඕනෑම කෙනෙකු "සාන්තුවරයෙකු" ලෙස හැඳින්වේ.
socially-constructed-person;['ඇදුම් මසන්නා'];ඇදුම් මසන්නෙක් යනු ජැකට්ටු හා සාය හෝ කලිසම් හා ඒහා සම්බන්ධ අනෙක් ඇදුම් මැසීම රැකියාව කරගත් පුද්ගලයෙකි.
socially-constructed-person;['ගුරුවරයා'];ගුරුවරයෙකු යනු යම් පුද්ගලයෙකුට ශිල්ප ශාස්ත්‍රය උගන්වන පුද්ගලයායි.
socially-constructed-person;['විද්\u200dයාඥයෝ', 'විද්\u200dයාඥයා'];විද්‍යාඥයෝ යනු, කිසියම් ක්‍රියා පිළිවෙලකට දැනුම උකහා ගැනීමෙහි ක්‍රියාවලියක නියැලෙන පුද්ගලයෝ වෙති.
socially-constructed-person;['මනෝ වෛද්\u200dය', 'psychiatrist', 'මනෝ වෛද්\u200dයවරයා / මනෝ චිකිත්සක'];මනෝ චිකිත්සකයෙකු යනු මනෝ චිකිත්සාව විශේෂඥ පුහුණුව ලද සහ මානසික රෝග ප්‍රතිකාරය සඳහා බලපත්‍ර කායික රෝග වෛද්‍යවරයෙකි.
socially-constructed-person;['තාරකාවේදියා', 'තාරකා විද්\u200dයාඥයා', 'තාරකාවේදී'];තාරකාවේදියා හෝ තාරකා විද්‍යාඥයා යනු තාරකාවේදය හෝ තාරකා භෞතිකවේදය පිළිබඳව උනන්දුවක් දක්වන්නෙකි.
socially-constructed-person;['නීතිඥයා'];== ඉතිහාසය == ශ්‍රී ලංකාවේ නීති වෘත්තියේ ඉතිහාසය 1833 දක්වා ඉතිහාසයකට දිව යන්නකි.
socially-constructed-person;['පුස්තකාලයාධිපති', 'පුස්තකාලාධිපති'];පුස්ථකාලාධිපති යනු පුස්ථකාල විඥාපන විදයාව සම්බන්ධව දැනුමක් හා පුහුණුවක් ලැබූ පුස්ථකාලයක සේවය කරන ප්‍රධාන නිළධාරියාය, තොරතුරු කළමණාකරණය සංවිධානය පුස්ථකාලයට අදාල රාජකාරි පිළිබද මනා දැනුමක් ඔහුට හෝ ඇයට තිබිය යුතුය.
socially-constructed-person;['ජේසුස් තුමා', 'නාසරෙත් හි යේසුස්', 'නාසරෙත්හී ජේසුස් තුමා'];නාසරෙත් හි යේසුස් (ක‍්‍රි පූ 7-2 සිට ක‍්‍රි ව 26-36* හෙවත් යේසුස් ක‍්‍රිස්තුස් වහන්සේ කිතුනු දහමේ කේන්ද්‍ර ලක්ෂණය වන අතර බොහෝ කිතුනුවන් විසින් දෙවියන්ගේ නැවත පැමිණීමක් ලෙස වන්දනා කරනු ලබයි.
socially-constructed-person;['කථිකාචාර්ය'];කථිකාචාර්ය විශ්ව විද්‍යාලයක් අධ්‍යයන තනතුරකි.
socially-constructed-person;['ලියෝ ටෝල්ස්ටෝයි', 'leo tolstoy', 'leo tolstoy - ලියෝ ටෝල්ස්ටෝයි', 'ලියෝ තොල්ස්තෝයි'];ලෙව් නිකොල්විච් ටෝල්ස්ටෝයි, යනු ‍ශ්‍රේෂ්ඨ රුසියානු සාහිත්‍යකරුවෙකි.
socially-constructed-person;['මනෝ විද්\u200dයාඥයා', 'psychologist'];මනෝ විද්‍යාඥයා මනෝ විද්‍යාවේ විශේෂඥයෙකි.
socially-constructed-person;['අග්\u200dරධරයා'];අග්‍රධරයා, ඉංග්‍රීසි වචනය ප්‍රයිමේට් යනු සමහරක් ක්‍රිස්තියානි සභාවන්හී රදගුරු වහන්සේලාට පිරිනමනු ලබන්නාවූ අභිධානයක් හෝ අනුස්ථානයකි.
