abstract-region;['वर्ग फलन'];बिजगणितमा, एक वा अधिक चरसँग बहुपद कार्यनै बहुपदिए फलन हो जसलाई डिग्री २ को बहुपद
situation;['अन्धोपन'];अन्धोपन शारीरिक तथा न्यूरोलोजिकल कारणबाट देख्न सक्ने क्षमताबाट वञ्चित हुनु हो।
situation;['संविधान'];संविधान राष्ट्रको मूल कानुन हो। जसले सरकारको स्वरूप निर्धारण गर्दछ र सरकारी शक्तिको सीमाङ्कन गरी राज्यको काम कारवाहीलाई वैधता प्रदान गर्दछ। यसलाई संविधान सभा वा अन्य यस्तै प्रक्रियाबाट निर्मित गरी राज्यको शासन र शासन प्रणाली सञ्चालन गर्ने वैधानिकता शासकवर्गलाई जनताले प्रदान गरेका हुन्छन। छोटकरीमा संविधान राष्ट्रको मार्गचित्र र नागरिक अधिकारको वडापत्र हो । == ‍‍संविधानमा रहने विषयवस्तुहरू == संविधानमा मूलरूपमा निम्न विषयको बारेमा उल्लेख रहेको हुन्छ : देशको मूल भावना र मर्म र राजनीतिक पृष्ठभूमिको व्याख्या सरकार प्रमुख र राष्ट्र प्रमुखको नियुक्ति काम र कर्तव्य जनताको मौलिक अधिकार र दायित्व सार्बभौमसत्ता तथा राज्किय सतत्ता जन्तामा हुनुपर्ने नेपाली धर्म,सस्कृती,रितिरिवाज बारे ब्यख्या बयान देशको शासन प्रणाली, सरकार गठन,काम र कर्तव्य विभिन्न संवैधानिक निकायमा गरिने नियुक्तिको प्रक्रिया, तिनका यसका मातहत बन्ने नियम, उप-नियम र कानुनको व्याख्या सङ्कटकाल वा विशेष परिस्थितिबारे व्यवस्था देशको राष्ट्रियगान, झन्डा र अन्य चिन्हबारे व्याख्या एक सदनात्मक ब्यवस्थापिका कार्यकारिनी अधिकार मन्तृपरिसद् मा जन्ताको विविध मौलिक हक अधिकार को सुनिस्चितता जनभावनाको कदर देशको कार्यकारिनी प्रमुख प्रधान्मन्त्री का रुप्मा रहने बेवास्ता == स्वरूप == कुनै पनि पुस्तकमा पाठ,अभ्यास एकाइमा विभक्त रहे जस्तै संविधान पनि भाग धारा उपधारामाविभाजन गरिएको हुन्छ। अब संविधानसभा २ मा आर्थिक वृद्धि, सामाजिक समृद्धि र जनहितको प्रत्याभूति कसरी हुन्छ भन्ने प्रश्न महत्त्वपूर्ण हुनुपर्छ । राष्ट्रिय पूँजी निर्माण र स्वाधीन अर्थतन्त्रको विकास कसरी हुन्छ ?
situation;['एनेस्थेसिया'];एनेस्थेसिया परम्परागत रूपमा दुखाई वा अन्य सेन्सेसनलाई रोक्ने प्रक्रिया हो। यस प्रक्रियाले बिरामीलाई शल्यक्रिया र अन्य दुख्ने प्रक्रियाको दुखाईबाट बच्न सहायता गर्दछ। यो शब्द युनानी शब्द एन्-, "बिना" र एस्थेतोस्, "perceptible, able to feel"बाट आएको हो। यो शब्द ओलिभर वेन्डेल होम्स, सिनियरले १८४६मा निर्माण गरेका हुन्। आज जेनेरल एनेस्थेसिया साधारणतया यी रूप लिनसक्छ: एनेल्जेसिया - दुखाईको चेतनशील perception रोक्ने हिप्नोसिस - मुर्छा पार्ने एम्नेजिया - स्मरण हटाउने रिल्याक्सेसन - मांशपेशीको अनावश्यक चाल वा टोन रोक्ने होनियोस्ट्यासिस - साधारण शारीरिक कार्य == प्रकार == एनेस्थेसियाका विभिन्न प्रकारहरू हुन्छन्- जेनेरल एनेस्थेसिया — मानिसको चेतना र स्मरण रिभर्सिबल तरिकाले निश्कृय बनाउने प्रक्रिया लोकल एनेस्थेसिया — शरीरको निश्चित भागको चेतना स्थानीय एनेस्थेटिक औषधिको सहायताले रिभर्सिबल तरिकाले निश्कृय पार्ने। रिजनल एनेस्थेसिया — शरीरको एक निश्चित क्षेत्रको चेतना तथा चलाउने क्षमता निश्कृय पार्ने, यसको लागि स्पाइनल कर्ड वा नशाको निश्चित क्षेत्रमा एनेस्थेसिया प्रदान गरिन्छ।सिडेसन भनेको एनेस्थेसिया नदिइकन औषधि दिएर बिरामीलाई कम अफ्ठ्यारो, बढी संयमित बनाउने वा कम anxious बनाउने प्रक्रिया हो। == इतिहास == हेर्नुहोस् एनेस्थेसियाको इतिहास == एनेस्थेटिक उपकरण र भौतिकशास्त्र == आधुनिक एनेस्थेसियामा आवश्यकता अनुसार धेरै प्रकारका चिकित्सा उपकरणहरूको प्रयोजन गर्न आवश्यक र उचित हुन्छ। एनेस्थेटिक प्रयोगकर्ताले विभिन्न किसिमका चिकित्सामा प्रयोग हुने वायुहरूको उत्पादन, एनेस्थेटिक एजेन्ट, वाष्प, स्वाशप्रश्वासको सर्किट आदिको बारेमा विस्त्रित जानकारी राख्न पर्दछ। साथै एनेस्थेटिक उपकरण र तिनीहरूका सम्बन्धित safety गुणहरू, अवगुणहरू र क्षमताको बारेमा विस्त्रित जानकारी राख्न अत्यन्त जरुरी हुन्छ। अतः,यस्ता उपकरणहरू चिकित्सा अध्ययन गरेर एनेस्थेसियामा विशिष्टिकरण गरेका चिकित्सकहरूले मात्र चलाउँदछन्। == एनेस्थेटिक एजेन्ट == === लोकल एनेस्थेटिक्स् === प्रथम सफल लोकल एनेस्थेटिक कोकेन थियो। १८५९मा एक्लाईएको यो औषधि प्रथम पटक कार्ल कोलरले सिग्मंड फ्रायडको सल्लाहमा आँखाको शल्यक्रियामा १८८४मा प्रयोग गरेका थिए। यो भन्दा पहिले चिकित्सकहरूले नुन र बरफ प्रयोग गरेर शल्यक्रिया गर्ने ठाउँ चिसाउँथे र चिसोले लाटो भएको ठाउँमा शल्यक्रिया गर्थे। तर यो पद्धति निकै निश्चित ठाउँमा निश्चित मात्रामा मात्र काम लाग्थ्यो। यस प्रकारले लाटो बनाउन इथाइल क्लोराइड छर्किने पनि गरिन्थ्यो। कोकेन नशालु पदार्थ भएको हुनाले यसबाट नशा नलाग्ने अन्य धेरै पदार्थहरू बनाइए जस्तै प्रोकेन, युकेन, स्टोभाकेन, र लिडोकेन । लोकल एनेस्थेटिक्स् यस्ता प्रकारका एजेन्टहरू हुन् जसले मानिसलाई मुर्छा नपारिकन नसाको इम्पल्सलाई ट्रान्समिसनबाट जोगाउंछ। यिनीहरूले फास्ट सोडियम च्यानलसँग आबद्ध भएर यस्ता क्रियाकलाप गर्दछन्। वर्गीकरण: लोकल एनेस्थेटिकहरू इस्टर वा अमाइड आधारित हुन्छन्। - इस्टर लोकल एनेस्थेटिक छिटो काम गर्दछन्, सोलुसनमा unstable हुन्छन्, र यी एजेन्टको प्रयोगले एलर्जिक रियाक्सन प्रायः गराउँदछन्। - अमाइड लोकल एनेस्थेटिक प्रायः ताप stable हुन्छन्। यिनीहरूको हाफ-लाईफ लामो हुन्छ। यिनीहरू प्रायः रेसेमिक मिश्रण हुन्छन्। यी एजेन्टहरूले लामो समयसम्म काम गर्दछन्, अतः, यिनीहरूलाई लामो समयवधि लाग्ने शल्यक्रिया, प्रशव र लाक्षणिक उपचार मा काम लाग्दछ। यस प्रकारका लोकल एनेस्थेटिकहरूलाई रिजनल र इपिड्युरल एनेस्थेसियाका रूपमा प्रयोग गरिन्छ। प्रिजर्भेटिभ फ्री भएका लोकल एनेस्थेटिकलाई मात्र इन्ट्राथेकल्ली प्रयोग गर्न सकिन्छ। ==== लोकल एनेस्थेसियाका एड्भर्स इफेक्टहरू ==== लोकल एनेस्थेटिक औषधिहरू मुटु र दिमाग का लागि हानिकारक हुन्छन्। अरिदमिया डिफिब्रिलेसन र अन्य standard उपचारबाट पनि नियन्त्रणमा नआउन सक्छ र मुटुको काममा बाधा पुर्‍याएर मृत्यु गराउन सक्दछ। लोकल एनेस्थेसियाको टक्सिसिटीको पहिलो प्रमाणमा स्नायु व्यवस्थाको agitation, द्विवीधा, रिङ्गटा, अस्पष्ट दृष्टि, कान बज्ने, मुखमा धातुको स्वाद र वाकवाकी that can quickly progress to seizure र कार्डियोभास्कूल कोल्याप्स देखिएको थियो । लोकल एनेस्थेसिया प्रत्यक्ष रूपमा स्केलिटल माँस्पेशीमा गएको खण्डमा सो माँसपेशीमा अस्थायी पक्षघात गर्दछ। टक्सिसिटी कुनै पनि लोकल एनेस्थेटिकसँग हुन सक्छ र बिरामीमा टक्सिसिटीको सम्भावनाको बारेमा प्रि-मेड प्रक्रियामा जांच गर्न आवश्यक रहन्छ। === अहिले प्रयोग हुने सुंघ्ने जेनेरल एनेस्थेटिक एजेन्ट === नाइट्रस अक्साइड ह्यालोथेन एन्फ्लुरेन आइसोफ्लुरेन सेभोफ्लुरेन देस्फ्लुरेन जेनन === अहिले प्रयोग हुने इन्ट्राभेनस जेनेरल वा सेडेटिभ एजेन्ट === थायोपेन्टल मेथोहेक्जिटल प्रोपोफोल एटोमिडेट केटामाइन डायाजेप्याम मिडाजोल्याम === मांसपेशी रिल्याक्स्यान्ट === सक्सिनाइलकोलिन वा सक्सोमेथोनियम भेन्कुरोनियम रोकुरोनियम प्यानकुरोनियम पाइपेकुरोनियम रापाकुरोनियम मिभाकुरियम एट्राकुरियम सिसाट्राकुरियम कुरारे मेटोकुरिन गालामिन ==== मांसपेशेए रिल्याक्स्यान्टको एड्भर्स इफेक्ट ==== सक्सिनाइलकोलिनले बर्न बिरामी वा पक्षघात भएका बिरामीमा हाइपरक्यालेमिया गर्न सक्दछ। यसको मेक्यानिजम एसेटाइलकोलिनको अपरेगुलेसनद्वारा सञ्चालित छ भन्ने मान्यता छ। सक्सिनाइलकोलिनले म्यालिग्न्यान्ट हाइपरथर्मिया पनि गराउन सक्दछ। अर्को अफ्ठ्यारो एड्भर्स इफेक्ट एनेस्थेसिया अवेरनेस हो। यो अवस्थामा विरामीलाई मसल रिल्याक्स्यान्ट दिएर प्यारालाईज्ड गरिराख्दा खेरि विरामी एनेस्थेसियाबाट बिउँझिन सक्दछ। यस्तो अवस्था एनेस्थेसियोलोजिस्टले पत्ता लगाएनन् भने बिरामीले आफ्नो अवस्था चाल त पाउँछ तर चल्न वा भन्न नसक्ने हुन सक्छ। === ओपिओइड एनाल्जेसिक === मर्फिन डायामर्फिन, कोडिन, फेन्टानिल अल्फेन्टानिल सफेन्टानिल रेमिफेन्टानिल मेपेरिडिन, वा पेथिडिन मेथाडन अक्सिकोडन न्यालक्सेन, although chemically similar to some analgesics, is not a painkiller र reverses the effects of morphine-like agents.
situation;['मिक्सोडेमा'];मिक्सोडेमा शरीर गठन सम्बन्धि रोग हो जुन थाइराइड ग्रन्थिको न्यून क्रियाको कारण उत्पन्न हुन्छ।
situation;['टाइफाइड', 'typhoid'];टाइफाइडलाई नेपालीमा आन्तरिक ज्वर वा म्यादी जरो पनि भनिन्छ। यो ज्वरो साल्मोनेला टाइफी प्रजातिको ब्याक्टेरियाको सङ्क्रमणका कारणले आउने गर्दछ। सङ्क्रमणको छदेखि तीस दिनपछि देखिने यसका लक्षणहरू मन्ददेखि गम्भीर प्रकृतिका हुने गर्दछन्। टाइफाइड लागेको बेलामा प्रायजसो बिस्तारै बढ्दै जाने खालको उच्च ज्वरो देखिने गर्दछ। त्यस्तै कमजोरी हुने, पेट दुख्ने, कब्जियत हुने तथा टाउको दुख्ने जस्ता लक्षणहरू पनि देखिने गर्दछन्। सामान्यतया यस्तो बेलामा पखाला लाग्दैन र बान्ता भए पनि कुनै गम्भीर लक्षण देखिँदैन। टाइफाइडका केही रोगीहरूको छालामा गुलाबी रङ्गको दाग देखा पर्ने गर्दछ। गम्भीर खालको टाइफाइड लागेको बेलामा बिरामीहरू दिग्भ्रमित हुने गरेको पनि पाइन्छ। यदि टाइफाइडको बेलैमा उपचार गरिएन भने यसका लक्षणहरू केही हप्ता वा महिनौसम्म पनि देखिन सक्छन्। मानिसले कुनै लक्षणहरू नदेखाइकन पनि यो रोग शरीरमा धारण गर्न सक्छन्। यस्तो बेलामा पनि उनीहरूबाट अन्य मानिसहरूमा टाइफाइड सर्न सक्छ। टाइफाइड पाराटाइफाइड ज्वरोसँग आउने आन्द्रासम्बन्धि रोग हो।टाइफाइडको प्रमुख कारण साल्मोनोला टाइफी नामको ब्याक्टेरियम हो। साल्मोनोला टाइफीलाई कतै कतै साल्मोनोला इन्टेरिका सेरोटाइप टाइफी पनि भनिन्छ। यो ब्याक्टेरियम मानिसको आन्द्रा तथा रगतमा बसेर बढ्ने गर्दछ। टाइफाइड सामान्यतया रोगीको दिसाबाट प्रदुषित खाना तथा पानीको माध्यमबाट सर्ने गर्दछ। व्यक्तिगत तथा वातावरणीय सरसफाइको अभावसँगै यसको सङ्क्रमणको जोखिम बढ्ने गर्दछ। विकासोन्मुख देशहरूमा भ्रमणका लागि जाने मानिसहरू पनि टाइफाइडको जोखिममा हुन्छन्। यो रोग मानिसबाहेक अन्य जनावरमा लाग्दैन। टाइफाइडको पहिचानको लागि ब्याक्टेरियालाई प्रयोगशालामा कल्चर गर्ने वा रगत, दिसा वा हाडमांसीमा ब्याक्टेरियाको डिएनए पहिचान गर्ने गरिन्छ। यो ब्याक्टेरियम कल्चर गर्न गाह्रो हुन सक्छ भने हाडमांसीमा गरिने परीक्षण सबैभन्दा सही नतिजा निकाल्ने हुन्छ। यसका लक्षणहरू अन्य धेरै सङ्क्रामक रोगहरूका लक्षणहरूसँग मिल्ने खालका हुन्छन्। नाम सुन्दा उस्तै लागे पनि टाइफस अर्कै प्रकारको रोग हो।टाइफाइडविरुद्धको खोप लगाएर दुई वर्षसम्म ३० देखि ७० प्रतिशत रोग लाग्नबाट बचाउन सकिन्छ। यो खोपको केही प्रभावकारीता सात वर्षसम्म रहन्छ। टाइफाइडको उच्च जोखिममा रहेकाहरू वा प्रकोप रहेका स्थानहरूमा भ्रमणका लागि जानुभन्दा पहिला यो खोप लगाउन सुझाव दिइन्छ। यो रोगबाट बच्न सफा खानेपानीको व्यवस्था, सरसफाइ र साबुन पानीले राम्रोसँग हातधुने जस्ता कुराहरूमा ध्यान दिनु जरुरी हुन्छ। यदि कसैलाई टाइफाइड लागेको छ भने उसको सङ्क्रमण हटेको स्पष्ट रूपमा प्रमाणित नभइञ्जेलसम्म उसलाई अन्य मानिसको लागि खाना तयार पार्ने काम दिनु हुँदैन। यो रोगको उपचारका लागि अजिथ्रोमाइसिन, फ्लुरोक्विनोलोन वा तेस्रो पुस्ताको सेफालोस्पिरिन जस्ता एन्टिबायोटिक औषधिहरूको प्रयोग गरिन्छ। अहिले सन्सारभर टाइफाइडको कीटाणुमा एन्टिबायोटिक औषधिप्रति प्रतिरोध क्षमता विकसित भएको पाइएको छ। यसले टाइफाइडको उपचारलाई झनै अप्ठेरो बनाएको छ। सन् २०१३ मा विश्वभर करीब १ करोड १० लाख टाइफाइडका रोगी दर्ता गरिएको थियो। यो रोग सबैभन्दा बढी भारतमा लाग्ने र यसबाट सबैभन्दा बढी बालबालिकाहरू प्रभावित हुने गरेको पाइन्छ। विकसित देशहरूमा सरसफाइमा सुधार तथा रोगको उपचारमा एन्टिबायोटिक औषधिहरूको प्रयोग गर्न थालेपछि सन् १९४० को दशकदेखि नै यो रोग लाग्ने दर घटेको थियो। संयुक्त राज्य अमेरिकामा प्रत्येक वर्ष करीब ४०० जना टाइफाइडका रोगी दर्ता गरिन्छ भने करीब ६ हजार जनालाई यो रोग लाग्ने गरेको अनुमान गरिन्छ। सन् २०१३ मा टाइफाइडका कारण विश्वभर करीब १ लाख ६१ हजार मानिसको मृत्यु भएको थियो। यो सङ्ख्या सन् १९९० को.
situation;['भ्यागुतेरोग', 'भ्यागुते रोग'];भ्यागुते रोग कोरिनेब्याक्टेरियम डिप्थेरी नामको ब्याक्टेरियमको सङ्क्रमणका कारणले हुने रोग हो। यसका लक्षणहरू सामान्यदेखि गम्भीरसम्मका हुन्छन्। सामान्यतया यस रोगका कीटाणुहरूको सम्पर्कमा आएको दुईदेखि पाँचदिनमा लक्षणहरू देखिन थाल्छन्। घाँटी दुख्ने र ज्वरोबाट सुरु हुने यसका लक्षणहरू बिस्तारै बढ्दो क्रममा देखा पर्छन्। गम्भीर खालका अवस्थाहरूमा घाँटीमा सेता वा खरानी रङ्गका टाटा देखा पर्छन्। यसले स्वास्प्रस्वासको बाटो छेकेर कुकुर भुकेको जस्तो आवाज आउने खोकी लाग्न सक्छ। लिम्फ नोडहरू बढ्ने हुनाले गर्धन केही सुन्निन सक्छ। भ्यागुते रोग विभिन्न प्रकारको हुन्छ। कतैकतै छाला, आँखा वा जनेन्द्रीयहरूमा असर गर्ने खालको भ्यागुते रोग पनि भेटिएको छ। भ्यागुते रोगका कारण हुन सक्ने जटिलताहरू मायोकार्डाइटिस, स्नायु सुन्निने समस्या, मिर्गौलाको समस्या तथा रगतमा प्लेटेलेसको कमीले हुने रक्तस्राव आदि हुन्। मायोकार्डाइटिसका कारणले मुटुको धड्कन असामान्य हुन्छ भने स्नायु सुन्निनाले पक्षघात निम्ताउन सक्छ।साधारणतया भ्यागुते रोग प्रत्यक्ष सम्पर्कबाट वा हावाको माध्यमबाट एक व्यक्तिबाट अर्को व्यक्तिमा सर्ने गर्छ। यो रोग ब्याक्टेरियाको सम्पर्कमा आएका वस्तुहरूबाट पनि मानिसमा सर्न सक्छ। केही मानिसहरूले कुनै प्रकारको लक्षण नदेखाइकन पनि भ्यागुते रोगका कीटाणुहरू बोकेका हुन्छन्। यस्ता मानिसहरूबाट ती कीटाणुहरू अन्य मानिसहरूमा सरेर यो रोगले सक्रिय रूप लिन पनि सक्छ। भ्यागुते रोगको कीटाणु कोरिनेब्याक्टेरियम डिप्थेरीका मुख्य तीन उपप्रजातिहरू छन् जसले मानव शरीरमा विभिन्न किसिमका जटिलताहरू ल्याउने गर्दछन्। सामान्यतया ब्याक्टेरियाले उत्पादन गर्ने विषालु पदार्थका कारण यो रोगका लक्षणहरू देखिने गर्दछन्। भ्यागुते रोगको पहिचान रोगीको घाँटीको अवस्था हेरेर गरिन्छ भने प्रयोगशालामा परीक्षण गरेर यसको उपस्थिति रहे/नरहेको पक्का गरिन्छ। यो रोग एकपटक लागेर निदान भएपछि पनि भविश्यको लागि प्रतिरोध क्षमता प्राप्त हुँदैन।भ्यागुते रोगबाट बच्न डिप्थेरिया टक्सोइड नामको खोप प्रभावकारी हुन्छ। यो खोप विभिन्न प्रकारको मिश्रणमा उपलब्ध छ। बाल्यकालमा यो खोपलाई टिटानस टक्सोइड तथा असेलुलर पर्ट्युसिस भ्याक्सिन सँग मिलाएर तीन वा चार पटक लगाउन सिफारिस गरिएको छ। त्यसपछि पनि प्रत्येक दस-दस वर्षमा यो खोप लगाउन सुझाव दिइन्छ। रगतमा एन्टिटक्सिनको मात्रा जाँचेर यो रोगप्रतिको प्रतिरक्षा मापन गर्न सकिन्छ। भ्यागुते रोगको उपचारमा इराइथ्रोमाइसिन वा पेनिसिलिन जी नामका एन्टिबायोटिक औषधिहरूको प्रयोग गरिन्छ। सङ्क्रमणको स्रोतको सम्पर्कमा पुगेका मानिहरूलाई रोग लाग्नबाट बचाउन पनि यी एन्टिबायोटिक औषधिहरूको प्रयोग गर्न सकिन्छ। भ्यागुते रोग लागेको बेलामा स्वासप्रस्वासको बाटो खुलाउन आवस्यक भएको अवस्थामा शल्यक्रिया गरेर समस्या समाधान गरिन्छ। यस्तो शल्यक्रियालाई अङ्ग्रेजीमा ट्राकियोस्टोमी भनिन्छ।सन् २०१३ मा विश्वभर भ्यागुते रोगका ४ हजार सात सय रोगीहरू दर्ता गरिएका थिए। जुन सन् १९८० मा दर्ता भएको सङ्ख्या भन्दा कम हो। सन् १९८० भन्दा अगाडि प्रत्येक वर्ष करीब दस लाख भ्यागुते रोगका बिरामी पाइने गरेको विस्वास गरिन्छ। हाल यो रोग सहारा मरुभूमिको दक्षिणमा रहेका अफ्रिकी देशहरू, भारत तथा इन्डोनेसियामा बढी मात्रामा भेटिने गर्छ। यी स्थानहरूमा पनि प्रायजसो बालबालिकाहरू बढी प्रभावित भएको पाइएको छ। सन् २०१३ मा भ्यागुते रोगका कारण करीब ३ हजार ३ सय मानिसको मृत्यु भयो जुन सन् १९९० को करीब ८ हजारभन्दा धेरै कम हो। विकसित देशहरूमा पर्याप्त मात्रामा खोपको व्यवस्था गरिएको हुनाले भ्यागुते रोग दुर्लभ जस्तै भइसकेको छ। संयुक्त राज्य अमेरिकामा सन् १९८० देखि २००४ सम्ममा जम्मा ५७ जनालाई यो रोग लागेको तथ्य दर्ता गरिएको थियो। भ्यागुते रोग लागेका मानिसहरू मध्ये ५% देखि १०% को मृत्यु हुने गरेको पाइन्छ। पाँचौँ शताब्दीमा सबैभन्दा पहिला हिप्पोक्रेट्सले यो रोगको बारेमा लेखेका थिए। त्यस्तै सन् १८८२ मा एड्विन क्लेभले यसको ब्याक्टेरियम पत्ता लगाएका हुन्।
situation;['हेपाटाइटिस ए'];हेपाटाइटिस ए एक जीर्ण संक्रामक रोग हो जुन हेपाटाइटिस ए भाइरस को कारणले गर्दा कलेजो मा हुने गर्छ। धेरै मामिलाहरूमा केही मात्र लक्षणहरू देखिन गर्छ वा नदेखिन समेत सक्छ, विशेषगरी भर्खरका बच्चाहरूमा। लक्षण देखिने व्यक्तिहरूमा, संक्रमण भएको दुई देखि छ हप्ताको बीचमा लक्षण देखा पर्ने गर्छ। लक्षण देखिँदा सामान्यतया तिनीहरू आठ हप्तासम्म देखा परिरहन्छन् जसमा निम्न पर्न सक्छन्: वाकवाकी लाग्ने, वान्ता हुने, पखाला लाग्ने, छाला पहेँलो हुने, ज्वरो आउने, र पेट दुख्ने। लगभग 10–15% मानिसहरूले प्रारम्भिक संक्रमणपछि छ महिनासम्म यी लक्षणहरू बारम्बार अनुभव गर्ने गर्छन्। जीर्ण कलेजो खराबी पनि हुन सक्छ तर यो बिरलै रूपमा हुने गर्छ र प्राय: वृद्धवृद्धाहरूलाई हुने गर्छ।
situation;['मल्टिपल माइलोमा'];यो 'बोनम्यारो' भित्रको प्लाज्मामा हुने क्यान्सर हो । प्लाज्माको काम रोगप्रतिरोधात्मक श्वेत–रक्तकोष निर्माण गर्नु हो । क्यान्सर लागेपछि बोनम्यारोमा प्लाज्माको संख्या बढे पनि नयाँ श्वेत–रक्तकोष उत्पादन रोकिन्छ । यसले शरीरमा विभिन्न प्रकारका संक्रमण बढाउँछ । त्यसको असर रगतमा देखिन थाल्छ ।
situation;['वेश्यावृत्ति'];आर्थिक लाभको लागि अन्य पुरुषसँग यौन सम्बन्ध राख्नु वा कुनै यौन सेवा प्रदान गर्नुलाई वेश्यावृत्ति वा देहव्यापार भनिन्छ। यसरी वेश्यावृत्ति गर्ने महिलालाई वेश्या वा यौनकर्मी भनिन्छ, भने सेवा लिनेलाई विभिन्न नामले चिनिन्छ। वेश्यावृत्ति यौन व्यापारको एउटा अंश हो। वेश्यावृत्ति सम्बन्धि कानुन पनि राष्ट्र अनुसार फरक फरक रहेको पाइन्छ। कहि कहि वेश्यावृत्तिलाई "विश्वको सबैभन्दा पुरानो पेशा"को रूपमा लिएको पाइन्छ। == इतिहास == === लोककथा === === ग्रिस === === रोम === === एसिया === == कानुनी प्रावधान == === अवस्था === === वैधता === === शोषण === == प्रकार == == सन्दर्भ सामग्रीहरू == == बाह्य कडीहरू == Database on Prostitution activities around the world.
situation;['फोक्सो क्यान्सर'];फोक्सो क्यान्सर फोक्सोमा कोसिकाहरूको अनियन्त्रित विकासले लाग्दछ।
situation;['हर्सा', 'पाइल्स', 'बवासीर'];हर्षा पाइल्स अथवा हिन्दीमा बबासिर मलद्वार सम्बन्धि रोग हो जसमा मलद्वारमा रहेका मांसपेशी सुन्निन्छ। haemorrhoids ब्रिटिस:, मलद्वार नली मा भएका संवाहिनी ढाँचाहरु हुन् जसले दिसा नियन्त्रण गर्न मद्दत गर्छन्। तिनीहरु प्याथोलोजीकल वा पायल्स बन्छन् जब सुन्निन्छन् वा जल्छन्। तिनीहरूको शारीरिक स्थितिमा, तिनीहरूले आर्टेरिओ-भेनस च्यानलहरु र संयोजक तन्तु ले बनेको कुसनको रूपमा काम गर्छन्।
situation;['बहिरोपना'];बहिरोपना भन्नाले आंशिक वा पूर्ण रूपमा श्रवणशक्ति गुमाउनुलाई बुझिन्छ.
situation;['हाइपरथाइरोडिजम'];हाइपरथाइरोडिजम थाइरोइड ग्रन्थीले उत्पादन गर्ने हर्मोनहरूकोमात्रामा आएको गडबडीले गर्दा हुने रोग हो। रक्तपरीक्षण गर्दा यदि रगतमा टीफोरटीथ्री हर्मोन बढी देखिने र टीएसएच हर्मोन घटेको देखिएमा हाइपरथाइरोडिजम भएको बुझिन्छ । रगतमा थाइरोइडको मात्रा बढी हुने रोगलाई नै हाइपरथारोडिजम भनिन्छ । == कारणहरु == १.घाँटीमा भाइरसको कारणले संक्रमण भएमा थाइरोइड ग्रन्थीको नियमित कार्य विथोलिन सक्छ र सो ग्रन्थी सुन्निएर तातो र रातो हुन्छ । यस्तो अवस्थामा पहिले बनिसकेका हर्मोन निस्किन्छ र हाइपरथाइरोडिजमको लक्षण देखिन्छ । २.थाइरोइड ग्रन्थीमा एक वा बढी गिर्खा भएको कारणले गर्दा धेरै हर्मोन उत्पादन गरिरहेको हुन सक्छ जसले गर्दा हाइपरथाइरोडिजमको लक्षण देखिन्छ । ३.थाइरोइड बनाउन निर्देशन दिने हर्मोन टीएसएच जस्तै खालका एन्टिवडिजले थाइरोइड ग्रन्थीलाई हर्मोन बनाइरहन निर्देशन गरिरहन्छ, यस्तो अवस्थालाई ग्रेभस् रोग भनिन्छ । यसबाट थाइरोइड हर्मोन उत्पादन बढिरहेको हुन्छ र हाइपरथाइरोडिजमको लक्षण देखिन्छ । == लक्षणहरु == १.मुटु ढुकढुक गर्ने, हात काम्ने, पसिना खलखली आउने,झाडापखाला हुने, वजन घट्ने, थकान महसुस हुने, जीउ गल्ने, हातखुटा दुख्ने आदि समस्या देखिन्छ । २.कसैकसैमा आँखा अलि अगाडि बढ्ने समस्या देखिन्छ । ३.महिलाको महिनावारी गडबढ हुन्छ। ४.गर्भ नरहने समस्या हुनसक्छ वा रहेपनि खस्ने समस्या आउन सक्छ । ५.गर्भवती अवस्थामा विभिन्न जटिलताहरु आउन सक्छ। == निदानका विधिहरु == १.थाइरोइड ग्रन्थी भाइरसको संक्रमणको कारणले बिथोलिएर हाइपरथाइरोडिजम भएको अवस्थामा व्यक्तिको अनुगमन गर्न जरुरी हुन्छ । यो आफै निको हुन सक्छ । यस्तो खालको हाइपरथाइरोडिजममा थाइरोइड घटाउने औषधीको खासै आवश्यकता पर्दैन। यसमा विरामीलाई धैर्य गर्न र औषधीको जरुरी नभएको जानकारी दिनुपर्छ । यो आत्तिनुपर्ने रोग होइन भनेर विरामीलाई सम्झाउनु पर्छ । २.थाइरोइड ग्रन्थीमा एक वा बढी गिर्खा भएर र ग्रेभस् रोग भएर हाइपरथाइरोडिजम देखिएको अवस्थामा निम्न ३ उपायहरूबाट निदान गर्न सकिन्छ: क.
