abstract-quality;['personalidad', 'perfil', 'caracter', 'carácter', 'personalidades'];Concepto en psicología
socially-constructed-person;['herrero', 'metalista', 'obrero metalúrgico', 'orfebre', 'metalúrgico', 'brassfounder', 'herrería', 'orfebrería'];Artesano que labra objetos artísticos de varios metales
socially-constructed-person;['ambientalista', 'conservacionista', 'ecologista', 'medioambientalista', 'activista ambiental'];persona que apoya los objetivos del movimiento ambiental
socially-constructed-person;['obrero', 'obrera', 'operaria', 'operario', 'mano de obra', 'peón', 'obrero de construcción', 'trabajador', 'trabajadora', 'obrero de construccion', 'peón albañil', 'trabajadores', 'trabajador manual'];Trabajador dependiente en el área industrial, agrícola, o artesanal
socially-constructed-person;['novelista', 'novelistas'];Escritor de novelas
socially-constructed-person;['dramaturgo', 'dramaturga', 'comediógrafo', 'dramático', 'dramaturgos', 'autor teatral', 'escritor teatral', 'autora teatral', 'escritora teatral', 'dramaturgia'];Escritor de textos literarios compuestos para ser representados en un espacio escénico
socially-constructed-person;['guionista', 'escritor de cine', 'guionistas', 'argumentista', 'guionista de producción radiofónica', 'guionista de televisión', 'película escritor'];Persona que escribe guiones para producciones de cine, televisión, radio, tiras cómicas
socially-constructed-person;['agente especial', 'agentes especiales'];Tipo de oficial de policía
socially-constructed-person;['rentista'];Persona que principalmente vive de sus rentas
socially-constructed-person;['pescador', 'pescadora', 'pescadores'];Persona que captura peces
socially-constructed-person;['limpiador', 'limpiadora', 'mujer de la limpieza', 'trabajador de limpieza', 'trabajadora de limpieza'];Persona que limpia
socially-constructed-person;['relojero', 'relojera', 'relojeros', 'relojería'];Persona que fabrica y repara relojes
socially-constructed-person;['bioquímico', 'bioquímica', 'bioquimica', 'bioquimico', 'bioquímicos'];Profesional especialista en bioquímica
socially-constructed-person;['minos'];Rey semilegendario de Creta, hijo de Zeus y Europa
socially-constructed-person;['sacro emperador romano', 'emperador del sacro imperio romano germánico', 'emperador del sacro imperio romano germanico', 'emperador del sacro imperio', 'emperador romano germanico', 'emperador romano germánico', 'emperador del sacro imperio romano', 'emperador germanico', 'emperador germánico', 'emperadores carolingios', 'emperadores del sacro imperio', 'emperadores del sacro imperio romano germanico', 'emperadores del sacro imperio romano germánico', 'emperadores germánicos', 'lista de emperadores carolingios', 'sacro emperador', 'sacro emperador romano germanico', 'sacro emperador romano germánico', 'su cesárea majestad', 'su majestad cesárea', 'emperadores del sacro imperio romano'];Monarca electo del Sacro Imperio Romano Germánico
socially-constructed-person;['cervantes', 'miguel de cervantes saavedra', 'miguel de cervantes', 'miguel de cervantes y saavedra', 'cervantesco', 'cervantina', 'cervantino', 'cervantista', 'cervántico', 'don miguel de cervantes', 'el manco de lepanto', 'manco de lepanto', 'miguel de cerbantes', 'cervantes saavedra'];Escritor español
socially-constructed-person;['ángel', 'mensajero de dios', 'angel', 'ángeles', 'angeles', 'angeliologia', 'jerarquia de angeles', 'jerarquia de ángeles', 'jerarquía de angeles'];Servidor y mensajero de una deidad en ciertas religiones y mitologías
socially-constructed-person;['marco junio bruto', 'marco bruto', 'bruto', 'marco junio bruto el joven', 'marcus junius brutus'];Político y militar romano
socially-constructed-person;['tamuz', 'dumuzi'];décimo mes del calendario hebreo moderno
socially-constructed-person;['amón', 'amén', 'amen', 'ammón', 'amon', 'amón-ra', 'amon ra', 'amon-min', 'amon-ra', 'amón-min', 'amón ra', 'amún', 'dios amon', 'amun', 'kematef'];Deidad egipcia
socially-constructed-person;['moiras', 'moirae', 'las moiras', 'moira'];Deidades de la mitología griega
socially-constructed-person;['anticristo'];Personaje del Nuevo Testamento, adversario a Cristo
socially-constructed-person;['heródoto', 'herodotus', 'herodoto', 'herodoto de halicarnaso', 'heródoto de halicarnaso'];Historiador y geografo griego, padre de la historia
socially-constructed-person;['judas iscariote', 'judas', 'judas iscariot', 'judas de keriot'];Uno de los doce discípulos originales de Jesucristo, conocido por la traición de Jesús
socially-constructed-person;['santo tomás', 'tomás', 'tomás el apóstol', 'thomas', 'santo tomas apostol', 'santo tomas apóstol', 'santo tomás apostol', 'santo tomás apóstol', 'tomas', 'tomas el apostol', 'tomas el apóstol', 'tomas el didimo', 'tomas el dídimo', 'tomás el apostol', 'tomás el didimo', 'tomás el dídimo', 'apóstol santo tomás', 'apóstol tomás', 'judas tomás', 'tomás apóstol incrédulo'];Apóstol de Jesús
socially-constructed-person;['copero', 'escanciador', 'escanciano'];Oficial de alto rango en las cortes reales, cuya tarea era servir las bebidas en la mesa
socially-constructed-person;['mesías', 'mesias', 'cristo', 'figura mesiánica', 'masih', 'profecía mesiánica', 'profecías mesiánicas'];Salvador de la Humanidad en las religiones abrahámicas
socially-constructed-person;['maitreya', 'buda maitreya', 'buddha maitreya', 'maitreia', 'maitreya buda', 'maitrey'];Buda maiytreya
socially-constructed-person;['canciller de la hacienda del reino unido', 'chancellor of the exchequer', 'ministro de hacienda del reino unido', 'canciller', 'ministro de hacienda'];Ministro británico responsable de cuestiones económicas y financieras
socially-constructed-person;['ministro del interior del reino unido', 'ministro de interior', 'home secretary', 'secretario de estado para el departamento del interior', 'el secretario del interior', 'ministro del interior', 'secretario de estado del ministerio del interior', 'secretario de estado del ministerio interior', 'secretario del interior británico'];Artículo de lista de Wikimedia
socially-constructed-person;['lord canciller', 'lord chancellor', 'lord high chancellor', 'gran canciller', 'canciller de inglaterra', 'comisionado de la gran sello', 'comisionado del gran sello', 'gran canciller de bretaña', 'lord canciller de inglaterra', 'señor canciller', 'señor canciller de gran bretaña'];Miembro del gabinete británico
socially-constructed-person;['tío', 'tio', 'tío abuelo'];Hermano o cuñado del padre o de la madre
socially-constructed-person;['presidente', 'presidenta', 'presidente de la república', 'maximo mandatario', 'máximo mandatario', 'pdte', 'pdte.', 'presidente de la republica', 'presidencial'];Líder de un Estado
socially-constructed-person;['fiscal general', 'procurador general', 'ministro de justicia', 'attorney general', 'generalstaatsanwalt', 'procurador general en alemania'];Procurador general en Alemania
socially-constructed-person;['fiscal general', 'procurador general', 'ministro de justicia', 'attorney general', 'generalstaatsanwalt', 'procurador general en alemania'];Alto funcionario cuya función consiste en proveer asistencia jurídica al gobierno
socially-constructed-person;['aesir', 'æsir', 'as', 'asynjur', 'ásynjur', 'ases'];Clan de dioses en la mitología nórdica
socially-constructed-person;['primo', 'primo hermano', 'primo carnal', 'prima', 'primo o prima', 'primo o prima carnal', 'primo cormano', 'primo en primer grado', 'primer primo quitado una vez', 'primo completo', 'primo doble', 'primo quitado una vez', 'primo segundo', 'primo tercero', 'primos hermanos'];Hijo o hija del tío o de la tía
socially-constructed-person;['primo', 'primo hermano', 'primo carnal', 'prima', 'primo o prima', 'primo o prima carnal', 'primo cormano', 'primo en primer grado', 'primer primo quitado una vez', 'primo completo', 'primo doble', 'primo quitado una vez', 'primo segundo', 'primo tercero', 'primos hermanos'];Familiar colateral de la misma generación
socially-constructed-person;['primo', 'primo hermano', 'primo carnal', 'prima', 'primo o prima', 'primo o prima carnal', 'primo cormano', 'primo en primer grado', 'primer primo quitado una vez', 'primo completo', 'primo doble', 'primo quitado una vez', 'primo segundo', 'primo tercero', 'primos hermanos'];Persona que tiene una relación familiar con otra
socially-constructed-person;['primo', 'primo hermano', 'primo carnal', 'prima', 'primo o prima', 'primo o prima carnal', 'primo cormano', 'primo en primer grado', 'primer primo quitado una vez', 'primo completo', 'primo doble', 'primo quitado una vez', 'primo segundo', 'primo tercero', 'primos hermanos'];Hijo o hija del hermano o hermana de la madre, o hijo o hija de la hermana del padre
socially-constructed-person;['primo', 'primo hermano', 'primo carnal', 'prima', 'primo o prima', 'primo o prima carnal', 'primo cormano', 'primo en primer grado', 'primer primo quitado una vez', 'primo completo', 'primo doble', 'primo quitado una vez', 'primo segundo', 'primo tercero', 'primos hermanos'];Hijo del tío o de la tía
socially-constructed-person;['califa', 'calif', 'kalif', 'kaliph', 'kalifa', 'califas', 'khalifah', 'orden sufí', 'tariqa', 'tariqah', 'tariqat'];Jefe de Estado en un califato
socially-constructed-person;['subcampeón', 'subcampeona', 'vicecampeón', 'princesa', 'suplente', 'subcampeon', 'subcampeonato', 'vicecampeon', 'el segundo mejor'];Individuo, equipo o institución que finaliza por detrás del campeón
socially-constructed-person;['director ejecutivo', 'presidente ejecutivo', 'gerente general', 'chief executive officer', 'ceo', 'director general', 'director gerente', 'consejero delegado', 'consejeros delegados', 'directora ejecutiva', 'jefe ejecutivo', 'primer ejecutivo', 'directores ejecutivos', 'gerenta', 'director de operaciones', 'jefe de operaciones'];Máxima autoridad de la gestión y dirección administrativa en una organización
socially-constructed-person;['curador', 'curador de arte', 'conservador', 'comisario', 'conservador de museo', 'curadora', 'comisaria artística', 'comisario de arte', 'curador artístico', 'comisario artistico', 'comisario artístico', 'comisario de exposicion', 'comisario de exposición', 'conservador artistico', 'conservador artístico', 'conservador de arte', 'conservadora de museo', 'conservadora de museos', 'curador artistico', 'curadora de arte', 'comisaria de arte', 'curador de exposiciones', 'curadora artística', 'curadora de exposiciones', 'curaduría artística', 'curaduría de arte', 'curadores', 'director del museo'];Persona que se especializa en la exposición, valoración, manejo, preservación y administración de bienes museísticos
socially-constructed-person;['curador', 'curador de arte', 'conservador', 'comisario', 'conservador de museo', 'curadora', 'comisaria artística', 'comisario de arte', 'curador artístico', 'comisario artistico', 'comisario artístico', 'comisario de exposicion', 'comisario de exposición', 'conservador artistico', 'conservador artístico', 'conservador de arte', 'conservadora de museo', 'conservadora de museos', 'curador artistico', 'curadora de arte', 'comisaria de arte', 'curador de exposiciones', 'curadora artística', 'curadora de exposiciones', 'curaduría artística', 'curaduría de arte', 'curadores', 'director del museo'];Persona encargada de organizar una exhibición
socially-constructed-person;['dirección de arte', 'director artístico', 'director de escena', 'director de arte', 'directora artística', 'directora de arte', 'diseñador artístico', 'dirección artística', 'director artistico', 'diseno artistico', 'diseno artístico', 'diseño artistico', 'diseño artístico', 'directores de arte', 'el director de arte'];Responsable de dirigir los equipos de diseño artístico y de diseño de producción en obras visuales y artísticas
socially-constructed-person;['michael faraday', 'faraday', 'constante de faraday'];Físico y químico británico
socially-constructed-person;['atropos', 'átropos'];Deidad de la mitología griega
socially-constructed-person;['suegro o suegra', 'padres politicos', 'padres políticos', 'suegra', 'suegra o suegro', 'suegro'];Padres del cónyuge
socially-constructed-person;['neil armstrong', 'armstrong', 'armstrong, neil alden', 'armstrong neil alden', 'neil a. armstrong', 'neil alden armstrong'];Astronauta estadounidense
socially-constructed-person;['athelstan', 'athelstan de inglaterra', 'athelstán', 'athelstán de inglaterra', 'æthelstan'];Primer Rey de Todos los Anglosajones
socially-constructed-person;['esculapio', 'asclepio', 'asclepios', 'aesculapius', 'asklepios'];Deidad de la mitología griega
socially-constructed-person;['izanagi'];Dios japonés
socially-constructed-person;['némesis', 'nemesis', 'ramnusia'];Diosa de la mitología griega
socially-constructed-person;['tique', 'tyche', 'tike', 'tiké', 'tiqué'];Personificación del destino y de la fortuna en la mitología griega
socially-constructed-person;['prior', 'priora', 'prioradgo', 'prioral', 'priorazgo', 'prioresa', 'anterior', 'subprior'];Puesto en algunos monasterios y conventos
socially-constructed-person;['gobernador', 'gobernadora', 'comisionado civil', 'eleccion gubernamental', 'elección gubernamental', 'gobernador del estado', 'gobernador militar', 'gobernadores'];Funcionario político o administrativo, responsable de la dirección de un estado, provincia o dependencia
socially-constructed-person;['jefe', 'jefe tribal', 'cacique', 'jefa', 'líder', 'cabecilla', 'caudillo', 'jeque', 'jefe de la tribu', 'jefe indígena', 'líder tribal', 'jefatura', 'jefe de clan escocés'];Lider de una sociedad tribal o un cacicazgo
socially-constructed-person;['papa', 'sumo pontífice', 'santo padre', 'pontífice', 'obispo de roma', 'vicario de cristo', 'papa católico', 'papa catolico', 'papa de roma', 'papa romano', 'pastor supremo', 'patriarca de roma', 'primado de italia', 'romano pontifice', 'servus servorum dei', 'sucesor de pedro', 'sumo pontifice', 'papa de la iglesia católica', 'papal', 'romano pontífice', 'siervo de los siervos de dios', 'el papa', 'historia del papado', 'los diez pontificados mas cortos', 'los diez pontificados más cortos', 'papa/2006', 'papa/2007', 'papa/2008', 'papa 2006', 'papa 2007', 'papa 2008', 'papa cristiano', 'papa de la iglesia catolica', 'papado', 'papas', 'poder papal', 'pontífices romanos', 'sumos pontifices', 'sumos pontífices', 'titulos del papa', 'títulos del papa', 'papa católico romano'];Obispo de Roma, líder de la Iglesia católica y jefe de Estado del Vaticano
socially-constructed-person;['moisés', 'moises', 'moshé', 'musa', 'möses'];Personaje del judaísmo, el cristianismo y el islam
socially-constructed-person;['timonel'];Miembro de un equipo de remo
socially-constructed-person;['gerente general', 'gerente', 'general manager', 'general mánager', 'manager general', 'mánager general'];Ejecutivo de negocios en un determinado emprendimiento, y en general, cualquier ejecutivo que tenga la responsabilidad global de administrar una empresa o institución, velando por el buen desempeño de sus operaciones
socially-constructed-person;['portero', 'guardameta', 'arquero', 'golero', 'cancerbero', 'guardavalla', 'portero de futbol', 'portero de fútbol', 'guardapalos', 'guardavallas', 'meta', 'portera', 'atajador', 'goalkeeper', 'guardameta de emergencia', 'netminder'];Posición de juego en lacrosse sobre césped
socially-constructed-person;['portero', 'guardameta', 'arquero', 'golero', 'cancerbero', 'guardavalla', 'portero de futbol', 'portero de fútbol', 'guardapalos', 'guardavallas', 'meta', 'portera', 'atajador', 'goalkeeper', 'guardameta de emergencia', 'netminder'];Posición de juego en hockey sobre hielo
socially-constructed-person;['portero', 'guardameta', 'arquero', 'golero', 'cancerbero', 'guardavalla', 'portero de futbol', 'portero de fútbol', 'guardapalos', 'guardavallas', 'meta', 'portera', 'atajador', 'goalkeeper', 'guardameta de emergencia', 'netminder'];Posición de juego en waterpolo
socially-constructed-person;['portero', 'guardameta', 'arquero', 'golero', 'cancerbero', 'guardavalla', 'portero de futbol', 'portero de fútbol', 'guardapalos', 'guardavallas', 'meta', 'portera', 'atajador', 'goalkeeper', 'guardameta de emergencia', 'netminder'];Posición de juego en fútbol
socially-constructed-person;['portero', 'guardameta', 'arquero', 'golero', 'cancerbero', 'guardavalla', 'portero de futbol', 'portero de fútbol', 'guardapalos', 'guardavallas', 'meta', 'portera', 'atajador', 'goalkeeper', 'guardameta de emergencia', 'netminder'];Posición de juego en diversos deportes de equipo
socially-constructed-person;['picador', 'picadora', 'picadores'];Torero subalterno que monta a caballo e interviene en la suerte de varas
socially-constructed-person;['nuera', 'hijo o hija politica', 'hija politica', 'hija política', 'hijo o hija política', 'hijo politico', 'hijo político', 'hijos politicos', 'hijos políticos', 'nuera/yerno', 'nuera o yerno', 'nuera y yerno', 'yerno', 'yerno/nuera', 'yerno o nuera', 'yerno y nuera'];Cónyuge femenina de un hijo o de una hija
socially-constructed-person;['nuera', 'hijo o hija politica', 'hija politica', 'hija política', 'hijo o hija política', 'hijo politico', 'hijo político', 'hijos politicos', 'hijos políticos', 'nuera/yerno', 'nuera o yerno', 'nuera y yerno', 'yerno', 'yerno/nuera', 'yerno o nuera', 'yerno y nuera'];Cónyuge del hijo o de la hija
socially-constructed-person;['descendencia', 'progenie', 'descendiente', 'descendientes', 'vástago', 'cachorro', 'cachorros', 'cria', 'crias', 'cría', 'crías', 'generaciones futuras'];Resultado de la reproducción
socially-constructed-person;['panchen lama'];Autoridad religiosa tibetana
socially-constructed-person;['jefe de estado', 'mandatario', 'jefes de estado', 'jefe del estado', 'jefa de estado', 'jefatura del estado', 'jefatura de estado'];Autoridad suprema de un Estado
socially-constructed-person;['líder de banda', 'director de banda', 'lider de banda', 'director de orquesta', 'líder de la banda'];Director, jefe o líder de una banda musical
socially-constructed-person;['jeque', 'jeques', 'shaikh', 'shaykh', 'sheikh', 'chaykh', 'cheikh', 'shaij', 'shayj', 'sheij', 'sheikhs', 'cheik', 'jefe árabe', 'tribal jeque'];Título de origen árabe aplicado a líderes religiosos o políticos a nivel local
socially-constructed-person;['papá noel', 'santa claus', 'san nicolás', 'papi noel', 'papa noel', 'viejito pascuero', 'viejo pascuero', 'papá nöel', 'santa clauss', 'santa klaus', 'kriss kringle', 'papá', 'st. nick'];Personaje ficticio que según la cultura occidental trae regalos a los niños por Navidad
socially-constructed-person;['emperador', 'emperador simbolico', 'emperatriz', 'emperador de occidente', 'emperadora', 'líder', 'emperadores'];Tipo de monarca
socially-constructed-person;['navegante', 'piloto de altura', 'oficial de navegación', 'oficial de navegacion', 'piloto', 'navegante náutico', 'navegantes'];Persona encargada de la navegación del barco y el rumbo a seguir para llegar a destino
socially-constructed-person;['ministro de hacienda', 'ministro de finanzas', 'ministro de economía', 'ministro de economía de dinamarca', 'ministro de economia', 'ministra de hacienda', 'ministerio de economia', 'ministerio de economía', 'ministerio de hacienda', 'ministra de economia', 'ministra de economía', 'ministra de finanzas', 'ministro de economia de dinamarca', 'mineco', 'minhac', 'ministerio de economia y hacienda', 'ministro de hacienda y finanzas', 'ministerio de finanzas'];Alto funcionario a cargo del Ministerio de Finanzas de un Estado
socially-constructed-person;['muecín', 'almuédano', 'almuecín', 'muadhdhin', 'almuecin', 'almuedano', 'muecin'];Encargado de realizar la llamada a la oración en una mezquita
socially-constructed-person;['maría', 'virgen maría', 'la virgen', 'miriam', 'la virgen maría', 'mary', 'maria', 'madre de jesús', 'santa maría', 'bienaventurada virgen maria', 'bienaventurada virgen maría', 'nuestra señora', 'aeiparthenos', 'madre de jesus', 'maria de nazaret', 'maria de nazareth', 'maria virgen', 'maría, madre de jesús', 'maría de nazaret', 'maría de nazareth', 'maría santísima', 'maría virgen', 'nuestra senora', 'nuestra senora de belen', 'nuestra senora santa maria', 'nuestra senora santa maría', 'nuestra señora de belén', 'nuestra señora santa maria', 'nuestra señora santa maría', 'santisima virgen', 'santisima virgen maria', 'santisima virgen maría', 'santísima virgen', 'santísima virgen maría', 'virgen maria', 'virgen santa maria', 'virgen santa maría', 'virgen santisima', 'virgen santísima', 'vírgen maría', 'virgen'];Madre de Jesús de Nazaret
socially-constructed-person;['suegro o suegra', 'padres politicos', 'padres políticos', 'suegra', 'suegra o suegro', 'suegro'];Padres del cónyuge
socially-constructed-person;['cantor', 'chantre', 'director de coro', 'kantor', 'cantor principal', 'maestro de coro', 'capiscol', 'chantría', 'líder de alabanza', 'protopsaltes'];Músico contratado por una iglesia
socially-constructed-person;['oficial de libertad condicional', 'funcionario de libertad condicional'];Funcionario que supervisa a los delincuentes liberados de la cárcel
socially-constructed-person;['segundo comandante', 'primer oficial', 'oficial ejecutivo'];Puesto militar
socially-constructed-person;['comandante en jefe', 'generalísimo', 'comandante supremo', 'generalisimo'];Rango militar
socially-constructed-person;['presidente', 'presidenta', 'presidente del consejo de administración', 'moderador', 'convocante', 'chairman', 'chairperson', 'líder', 'vicepresidente', 'coordinador', 'presidencia', 'presidente de la junta', 'presidente ejecutivo', 'presidentes', 'vice-presidente'];Responsable de mayor jerarquía en una organización
socially-constructed-person;['hazan', 'jazán', 'paitán', 'hasan', 'hassan', 'hazán', 'jazan', 'paitan', 'chazan', 'chazzan'];Persona que guía los cantos litúrgicos en una sinagoga
socially-constructed-person;['titular', 'encargado', 'funcionario', 'incumbente', 'titular del cargo', 'asiento abierto', 'cargo político', 'titulares'];Actual ocupante de un cargo o posición
socially-constructed-person;['jacob grimm', 'jakob grimm', 'jakob ludwig karl grimm', 'jacob, freiherr von grimm', 'jacob ludwig carl grimm', 'jacob-ludwig-karl grimm', 'jacob ludwig karl grimm', 'jacobo grimm'];Lingüista y folclorista alemán
socially-constructed-person;['administrador de correos', 'maestro de postas', 'jefe de correos', 'maestros de postas'];Director de una oficina de postas
socially-constructed-person;['jefe de estación', 'jefe de estación ferroviaria', 'jefe de estacion ferroviaria', 'estación de agente'];Persona a cargo de una estación ferroviaria
socially-constructed-person;['maestro de ceremonias', 'director de circo', 'jefe de pista'];Actor más visible en el circo moderno
socially-constructed-person;['presidente de estados unidos', 'presidente de los estados unidos', 'presidente', 'presidenta', 'presidente estadounidense', 'presidente de los ee.uu.', 'presidencia de los estados unidos', 'el presidente de ee.uu.', 'el presidente de los estados unidos', 'estadounidense presidente', 'peu', 'presidenta de estados unidos', 'presidencia de estados unidos', 'presidencia de los ee.uu.', 'presidencia de los ee uu', 'presidencia de los ee uu.', 'presidente actual de estados unidos', 'presidente actual de los estados unidos de america', 'presidente actual de los estados unidos de américa', 'presidente de ee.uu.', 'presidente de ee uu', 'presidente de ee uu.', 'presidente de eeuu', 'presidente de los ee. uu.', 'presidente de los ee uu', 'presidente de los ee uu.', 'presidente de los eeuu', 'presidente de los estados unidos de america', 'presidente de los estados unidos de américa', 'presidente eeuu', 'ee.uu el presidente', 'presidente de ee.uu', 'potus', 'presidencia de los ee.uu', 'presidente de los estados unidos américa', 'presidente u.s', 'u s presidente'];Jefe de Estado y de Gobierno de los Estados Unidos
socially-constructed-person;['primer ministro del reino unido', 'primer ministro', 'premier', 'primer ministro ingles', 'primer ministro inglés', 'primer ministro britanico', 'primer ministro británico', 'primer ministro de inglaterra', 'primera ministra del reino unido', 'premier británico'];Jefe de Gobierno del Reino Unido
socially-constructed-person;['primer ministro', 'premier', 'primera ministra', 'canciller', 'presidente de gobierno', 'presidencia del gobierno', 'primeros ministros', 'jefe del ejecutivo', 'presidentes del gobierno', 'primiera ministra', 'premiers'];Jefe de gobierno en algunos países o gobiernos subnacionales
socially-constructed-person;['primer ministro', 'premier', 'primera ministra', 'canciller', 'presidente de gobierno', 'presidencia del gobierno', 'primeros ministros', 'jefe del ejecutivo', 'presidentes del gobierno', 'primiera ministra', 'premiers'];Político que actúa como jefe del poder ejecutivo en algunos Estados
socially-constructed-person;['director de orquesta', 'conductor', 'director', 'directora', 'directora de orquesta', 'directores de orquesta', 'direccion', 'dirección', 'direccion musical', 'direccion orquestal', 'dirección musical', 'dirección orquestal', 'director de banda', 'director musical'];Persona que coordina los distintos instrumentos que componen una orquesta
socially-constructed-person;['jardinero izquierdo', 'campista izquierdo', 'jardín izquierdo', 'jardin izquierdo'];posición de béisbol
socially-constructed-person;['jugador más valioso', 'mvp', 'jugador mas valioso', 'jugadora más valiosa', 'most valuable player', 'premio al jugador más valioso'];Premio deportivo
socially-constructed-person;['beneficiario', 'beneficiaria', 'beneficiarios', 'donatario'];persona u otra entidad legal que recibe dinero u otros beneficios de un benefactor
socially-constructed-person;['sultán', 'isla gran turca', 'sultanes', 'sultan', 'sultanico', 'sultanicos', 'sultánico', 'sultánicos', 'sultanas', 'sultanato', 'sultania', 'sultanica', 'sultanicas', 'sultanía', 'sultánica', 'sultánicas', 'grand turk', 'sultanatos'];Título islámico equivalente a rey o monarca
socially-constructed-person;['monarca', 'soberano', 'soberana', 'rey', 'reina', 'monarcas', 'sucesión monárquica', 'cabeza coronada'];Jefe de Estado en una monarquía
socially-constructed-person;['lord del sello privado', 'lord privy seal', 'lord guardián del sello privado', 'guardián del sello privado'];Quinto gran oficial de Estado del Reino Unido
socially-constructed-person;['decano', 'deán', 'doyen'];Apellido
socially-constructed-person;['tía', 'tia', 'tita', 'tiíta', 'tía paterna', 'tía abuela', 'hermana del padre', 'tia paterna'];Hermana del padre o de la madre
socially-constructed-person;['tía', 'tia', 'tita', 'tiíta', 'tía paterna', 'tía abuela', 'hermana del padre', 'tia paterna'];Hermana del padre
socially-constructed-person;['cuñada', 'hermana política', 'concuñada', 'hermana politica', 'cuñado', 'hermana-en-ley', 'hermano-en-ley'];Hermana del cónyuge o esposa del hermano
socially-constructed-person;['emperador alemán', 'emperador aleman', 'emperador de alemania'];Máxima autoridad del II Reich
socially-constructed-person;['abadesa', 'priora', 'superiora', 'madre superiora'];Superiora de una comunidad religiosa, equivalente femenino de abad
socially-constructed-person;['abad', 'archimandrita', 'archimandita', 'arquimandrita', 'abades'];Título dado al superior de una abadía o monasterio
socially-constructed-person;['abad', 'archimandrita', 'archimandita', 'arquimandrita', 'abades'];Título eclesiástico
socially-constructed-person;['dios', 'deidad', 'divinidad', 'ser supremo', 'altisimo', 'altísimo', 'diós', 'esop', 'god', 'lo divino'];Entidad sobrenatural, absoluta, suprema y objeto de fe.
socially-constructed-person;['almirante', 'almiranta', 'almirantia', 'almirantía', 'almirantesa', 'almirantes'];Rango naval
socially-constructed-person;['vishnu', 'vishnú', 'visnú', 'hari', 'vasudeva', 'adinath', 'jari', 'param brahman', 'adi narayana', 'adinarayana', 'agní-já', 'ambarisha', 'ananta-śayana', 'ananta śayana', 'bishnu', 'devanaraian', 'devanaraiana', 'devanarayan', 'devanarayana', 'devnaraian', 'devnarayan', 'dios vishnu', 'dios vishnú', 'dios visnu', 'dios visnú', 'harí', 'hrsikanatha', 'hrsikanātha', 'hrsīkanatha', 'hrsīkanātha', 'hrṣikanatha', 'hrṣikanātha', 'hrṣīkanatha', 'hrṣīkanātha', 'hṛsikanatha', 'hṛsikanātha', 'hṛsīkanatha', 'hṛsīkanātha', 'hṛṣikanatha', 'hṛṣikanātha', 'hṛṣīkanatha', 'hṛṣīkanātha', 'jarí', 'khagendra dhvaja', 'maha-purusa', 'maha-puruṣa', 'maha purusa', 'maha puruṣa', 'mahā-purusa', 'mahā-puruṣa', 'mahā purusa', 'mahā puruṣa', 'manasa', 'manasá', 'manaḥpati', 'naraian', 'naraiana', 'naraianá', 'narayan', 'narayana', 'narayaṇa', 'naráian', 'narāyana', 'narāyaṇa', 'nath', 'nārāyana', 'nārāyaṇa', 'padmanabha', 'padmanābha', 'paramesvara vishnu', 'paramésuara', 'sesha-śayi-vishnu', 'sesha-śayi-vishnú', 'sesha-śayī-vishnu', 'sesha-śayī-vishnú', 'sesha śayi-vishnu', 'sesha śayi-vishnú', 'sesha śayi vishnu', 'sesha śayi vishnú', 'sesha śayī-vishnu', 'sesha śayī-vishnú', 'sesha śayī vishnu', 'sesha śayī vishnú', 'svayambhu', 'ta reach', 'tā́rkṣyadhvaja', 'vaikuntha natha', 'venkata', 'venkaṭa', 'veṅkata', 'veṅkaṭa', 'vishńu', 'vishṇu', 'vishṇú', 'visnu', 'visvanatha', 'visṇu', 'visṇú', 'viznu', 'viṣnu', 'viṣnú', 'viṣṇu', 'viṣṇuḥ', 'viṣṇú', 'ādinārāyaṇa', 'āsanda', 'śesha-śayi-vishnu', 'śesha-śayi-vishnú', 'śesha-śayī-vishnu', 'śesha-śayī-vishnú', 'śesha śayi-vishnu', 'śesha śayi-vishnú', 'śesha śayi vishnu', 'śesha śayi vishnú', 'śesha śayī-vishnu', 'śesha śayī-vishnú', 'śesha śayī vishnu', 'śesha śayī vishnú', 'kaumodaki'];Dios preservador en el hinduismo
socially-constructed-person;['nerthus', 'hertha'];Diosa de la mitología nórdica
socially-constructed-person;['temis', 'themis'];Titánide en la mitología griega
socially-constructed-person;['faraón', 'faraones', 'faraon', 'faraonico', 'faraónico', 'faraón de egipto'];Título monarca del antiguo Egipto.
socially-constructed-person;['trinidad', 'santísima trinidad', 'doctrina de la trinidad', 'santa trinidad', 'santisima trinidad', 'divinidad triple', 'dogma de la santisima trinidad', 'dogma de la santísima trinidad', 'hipostases', 'la santa trinidad', 'misterio de la santisima trinidad', 'misterio de la santísima trinidad', 'personas divinas', 'sagrada trinidad', 'trinidad catolica', 'trinidad católica', 'trinidad cristiana', 'trinitarismo', 'misterios de la religion', 'misterios de la religión', 'dios trino'];Dogma de la iglesia católica.
socially-constructed-person;['reina viuda', 'emperatriz viuda'];Título concedido a la viuda de un rey
socially-constructed-person;['reina consorte', 'reina', 'emperatriz consorte', 'reinas consortes', 'reinas consorte'];Esposa de un rey
socially-constructed-person;['nuera', 'hijo o hija politica', 'hija politica', 'hija política', 'hijo o hija política', 'hijo politico', 'hijo político', 'hijos politicos', 'hijos políticos', 'nuera/yerno', 'nuera o yerno', 'nuera y yerno', 'yerno', 'yerno/nuera', 'yerno o nuera', 'yerno y nuera'];Cónyuge femenina de un hijo o de una hija
