abstract-region;['tensor', 'cálculo tensorial', 'magnitud tensorial', 'análisis tensorial', 'tensores'];Objeto que amplía la noción del escalar, vector, y matriz.
subject;['reumatología', 'reumatica', 'reumatologia', 'reumática', 'reumatitis', 'reumatologo', 'reumatólogo', 'reumáticas'];Una especialidad de la medicina interna y de la pediatría dedicada al diagnóstico y terapia de enfermedades reumáticas. Los reumatólogos se ocupan principalmente de los problemas que implican los empalmes y las condiciones de enlace del tejido fino conectivo.
subject;['odontología', 'odontólogo', 'odontóloga', 'odontoiatra', 'odontologia', 'clínica dental', 'clínica odontológica', 'salud oral', 'cirujano dentista', 'clinica dental', 'clinica odontologica', 'clinicas dentales', 'clínicas dentales', 'dentista', 'dentistas', 'estomatologia', 'estomatologico', 'estomatologo', 'estomatología', 'estomatológico', 'estomatólogo', 'grado en odontologia', 'grado en odontología', 'odontologa', 'odontologo', 'odontológico', 'sacamuelas', 'medicina dental'];Rama de la medicina que involucra diagnosis, prevención, y tratamiento de cualquier enfermedad o malestar en los dientes, la cavidad bucal, y las estructuras asociadas.
subject;['odontología', 'odontólogo', 'odontóloga', 'odontoiatra', 'odontologia', 'clínica dental', 'clínica odontológica', 'salud oral', 'cirujano dentista', 'clinica dental', 'clinica odontologica', 'clinicas dentales', 'clínicas dentales', 'dentista', 'dentistas', 'estomatologia', 'estomatologico', 'estomatologo', 'estomatología', 'estomatológico', 'estomatólogo', 'grado en odontologia', 'grado en odontología', 'odontologa', 'odontologo', 'odontológico', 'sacamuelas', 'medicina dental'];Un especialista de la salud que se ocupa de los dientes.
subject;['urología', 'urólogo', 'urologia', 'urologo', 'uróloga', 'medicina urogenital', 'urológica', 'urólogos'];Rama de la medicina que trata los desórdenes del aparato urinario y del sistema urogenital.
subject;['ginecología', 'ginecológica', 'ginecólogo', 'ginecologia', 'ginecologica', 'ginecólogos', 'ginecologa', 'ginecologico', 'ginecologo', 'ginecologos', 'ginecológico', 'ginecóloga'];Estudio o rama de la medicina que se especializa en los problemas médicos de las mujeres, en particular, en los órganos reproductores.
subject;['estrategia'];Ciencia y arte del comando militar aplicado al planeamiento y a la conducción de la guerra.
subject;['biotecnología', 'bioingeniería', 'ingeniería biológica', 'biotecnologia', 'biotecnológica', 'biotecnologia azul', 'biotecnologia blanca', 'biotecnologia roja', 'biotecnologia verde', 'biotecnologica', 'biotecnologico', 'biotecnología azul', 'biotecnología blanca', 'biotecnología roja', 'biotecnológico', 'grado en biotecnologia', 'grado en biotecnología', 'ingenieria biológica', 'ingeniería biologica', 'biotecnología industrial', 'biotecnologías', 'biotecnológicas'];Uso de los principios y de las técnicas de la ingeniería a los organismos vivientes. Se refiere en gran parte al diseño de partes de reemplazo para el cuerpo, tales como miembros, válvulas del corazón, etc
subject;['biotecnología', 'bioingeniería', 'ingeniería biológica', 'biotecnologia', 'biotecnológica', 'biotecnologia azul', 'biotecnologia blanca', 'biotecnologia roja', 'biotecnologia verde', 'biotecnologica', 'biotecnologico', 'biotecnología azul', 'biotecnología blanca', 'biotecnología roja', 'biotecnológico', 'grado en biotecnologia', 'grado en biotecnología', 'ingenieria biológica', 'ingeniería biologica', 'biotecnología industrial', 'biotecnologías', 'biotecnológicas'];Combinación de la biología y la tecnología. Se utiliza para describir la evolución en la aplicación de organismos biológicos para fines científicos y comerciales.
subject;['anatomía', 'anatomista', 'anatomia', 'anatomico', 'anatómica', 'anatómico', 'anatomía general'];Ciencia que estudia la estructura física de los animales y las plantas.
subject;['holografía', 'holografia', 'hologramas', 'holografica', 'holograficas', 'holografico', 'holograma', 'holograma 3d', 'holográfica', 'holográficas', 'holográfico'];Técnica que permite que la luz reflejada por un objeto que se registre y reconstruya más adelante de modo que parezca como si el objeto esta en la misma posición con respecto al medio de la grabación en que estaba cuando fue grabada.
subject;['toxicología', 'toxicologia', 'toxicológico', 'toxicológicos'];Ciencia que trata de los venenos, sus acciones, su detección y el tratamiento de las condiciones que éstos producen.
subject;['jurisprudencia', 'derecho', 'ciencia del derecho', 'ciencias del derecho', 'ciencia juridica', 'ciencia jurídica', 'teoria general del derecho', 'teoría general del derecho', 'estudios jurídicos', 'filosofía del derecho', 'filósofo legal', 'jurídicos', 'la filosofía del derecho'];Ciencia y filosofía de la ley.
subject;['jurisprudencia', 'derecho', 'ciencia del derecho', 'ciencias del derecho', 'ciencia juridica', 'ciencia jurídica', 'teoria general del derecho', 'teoría general del derecho', 'estudios jurídicos', 'filosofía del derecho', 'filósofo legal', 'jurídicos', 'la filosofía del derecho'];Estudio del conjunto de reglas fijadas como leyes o costumbres que regulan las relaciones sociales.
subject;['estética', 'estetica', 'filosofía del arte', 'esteticamente', 'estetico', 'estéticamente', 'estético', 'filosofia del arte', 'teoría del arte', 'valor estético'];Consideraciones, valores y juicios que pertenecen a la calidad de la experiencia de la percepción humana.
subject;['lógica', 'logica', 'logico', 'lógico', 'pensamiento logico', 'pensamiento lógico', 'ilógico'];Ciencia que se ocupa de las reglas formales del pensamiento. Se estudia tradicionalmente en la filosofía, pero también es vista como una rama de las matemáticas.
subject;['metodología', 'análisis metodológico', 'metodologica', 'metodológica', 'metodologia', 'metodologico', 'metodológico', 'metodológicos', 'metodología de investigación', 'metodologías'];Sistema de métodos y principios utilizados en una disciplina particular.
subject;['termodinámica', 'termodinamica', 'introduccion a la termodinamica', 'introduccion a la termodinámica', 'introducción a la termodinamica', 'introducción a la termodinámica', 'leyes de la termodinamica', 'termodinamica quimica', 'termodinamica química', 'termodinámica quimica', 'termodinámico', 'termonidamica', 'termodinámica clásica'];Rama de la física que intenta derivar, a partir de algunos postulados básicos, las relaciones entre las características de la materia, especialmente aquellas conectadas con temperatura, y una descripción de la conversión de la energía de una forma a otra.
subject;['mecánica', 'cinetico', 'cinético', 'mecanica', 'beetle'];Rama de la física que describe el movimiento de los cuerpos, su evolución en el tiempo, bajo la acción de fuerzas y el subsecuente efecto de los cuerpos en su ambiente.
subject;['electrónica', 'electronica', 'electronico', 'electrónico', 'dispositivo electrónico', 'dispositivos electrónicos', 'sistema electrónico', 'tecnología electrónica'];Estudio, control y aplicación de la conductividad de la electricidad por medios gaseosos o el vacío por medio de materiales semiconductores o conductores.
subject;['mecánica estadística', 'física estadística', 'termodinámica estadística', 'mecanica estadistica', 'mecanica estadística', 'mecánica estadistica', 'fisica estadistica', 'fisica estadística'];El uso de la teoría de las probabilidades, que incluye las herramientas matemáticas para tratar poblaciones grandes, al campo de la mecánica, que se refiere al movimiento de partículas o de objetos cuando están sujetos a una fuerza.
subject;['astronomía', 'astronomia', 'astronomia y astrofisica', 'astronomia y astrofísica', 'astronomía y astrofísica', 'astronómico', 'astronomia moderna', 'astronomica', 'astronomico', 'astronomía moderna', 'astronómica', 'ciencias del espacio', 'predicciones astronomicas', 'predicciones astronómicas', 'astronomía estelar', 'uranology'];Ciencia que trata de la observación de los cuerpos celestes y de las reglas que rigen sus movimientos.
subject;['física de partículas', 'física de altas energías', 'física subatómica', 'fisica de particulas', 'física de alta energía', 'fisica de partículas', 'fisica de altas energias', 'fisica de altas energías', 'fisica de alta energia', 'fisica de alta energía', 'fisica subatomica', 'fisica subatómica', 'física subatomica', 'física de partículas elementales', 'la física de partículas'];(física) la parte de la física que estudia los componentes elementales de la materia y las interacciones entre ellos.
subject;['reología', 'reologia', 'reologico', 'reológico'];Estudio de la deformación y del flujo de materiales en términos de tensión, deformación, temperatura y tiempo.
subject;['física nuclear', 'física atómica', 'nucleónica', 'fisica atomica', 'fisica atómica', 'física atomica', 'fisica nuclear', 'física nucelar', 'físico nuclear', 'quimica nuclear', 'ciencia nuclear', 'investigación nuclear'];El estudio de las características, del comportamiento y de las estructuras internas del núcleo atómico.
subject;['criogenia', 'criogenica', 'criogenico', 'criongenico', 'criongénico', 'shadow the hedgehog', 'criogénica', 'criogénicamente', 'criogénico', 'criógeno', 'cryogeny', 'física de bajas temperaturas'];El estudio de la producción de temperaturas muy bajas (debajo -150 °C, -238 °F o 123 K) y el comportamiento de los materiales a esas temperaturas.
subject;['física del estado sólido', 'estado solido', 'fisica del estado solido', 'fisica del estado sólido', 'física del estado solido', 'fisica de estado solido', 'fisica de estado sólido', 'física de estado solido', 'física de estado sólido'];La rama más grande de la física de la materia condensada, es el estudio de la materia rígida, o de los sólidos.
subject;['psicofísica', 'psicofisica', 'sicofisica', 'sicofísica'];Parte de psicología que estudia los aspectos fisiológicos de fenómenos mentales y particularmente las relaciones cuantitativas entre los estímulos y las sensaciones resultantes.
subject;['psicología clínica', 'psicólogo clínico', 'psicologia clinica', 'psicologia clínica', 'psicologo clinico', 'psicólogos clínicos', 'psiquiatría clínica'];Campo de la psicología que se enfoca en el diagnóstico y tratamiento de los desórdenes psicológicos.
subject;['psicología social', 'psicologia social', 'psicologia de los grupos humanos', 'psicología de los grupos humanos', 'psicólogo social', 'la psicologia social', 'la psicología social', 'psicologa social', 'psicologo social', 'psicóloga social'];Estudio de los efectos de la estructura social en los procesos mentales y las conductas, de procesos de interacción cara a cara, y en la negociación del desorden social.
subject;['psicología del desarrollo', 'psicología infantil', 'psicologia del desarrollo', 'genética del comportamiento', 'desarrollo de la primera infancia', 'desarrollo humano', 'genética de la conducta', 'psicología genética', 'psicólogo del desarrollo', 'psicólogo infantil'];Campo de la psicología que examina el impacto de los procesos de maduración y experiencia en el comportamiento.
subject;['topología', 'topologia', 'topologico', 'topológico', 'análisis situs', 'topológica', 'topológicamente', 'topólogo'];Rama de las matemáticas que trata de las características espaciales que se preservan bajo deformaciones bicontinuas.
subject;['teoría de conjuntos', 'teoria de conjuntos', 'teoría axiomática de conjuntos', 'teoria de conjuntos axiomatica', 'teoria de los conjuntos', 'teoría de conjuntos axiomática', 'teoría de los conjuntos', 'la teoría de conjuntos'];Teoría matemática de conjuntos, que representan colecciones de objetos abstractos.
subject;['oceanografía', 'oceanología', 'ciencias del mar', 'oceanográfica', 'ciencias marinas', 'oceanografia', 'oceanografica', 'oceanologia', 'licenciatura en oceanografía', 'oceanograficas', 'oceanografico', 'oceanograficos', 'oceanografo', 'oceanografos', 'oceanográficas', 'oceanográfico', 'oceanográficos', 'oceanos y oceanografia', 'oceanos y oceanografía', 'oceanógrafo', 'oceanógrafos', 'océanos y oceanografia', 'océanos y oceanografía'];El estudio y la exploración científica de los océanos y de los mares en todos sus aspectos.
subject;['ciencias sociales', 'ciencias humanas y sociales', 'ciencias humanas', 'ciencia social', 'ciencias de la sociedad', 'historia de las ciencias sociales', 'científicos sociales'];Estudio de la sociedad y de la relación entre miembros individuales dentro de la sociedad, incluyendo la economía, la historia, la ciencia política, la psicología, la antropología, y la sociología.
subject;['cristalografía', 'cristalografia', 'cristalografica', 'cristalografico', 'cristalográfica', 'cristalográfico', 'cristalografo', 'cristalógrafo', 'estudios cristalográficos', 'cristalográficos'];Rama de las ciencias que trata de la descripción geométrica de los cristales y su organización interna.
subject;['ciencias económicas', 'economía', 'economía política', 'económicas', 'ciencia económica', 'ciencia economica', 'ciencias economicas', 'economia politica', 'economia política', 'economia', 'economista político', 'economica', 'economicas', 'economico', 'economicos', 'economistas', 'económica', 'económico', 'económicos', 'grado en economia', 'grado en economía', 'recurso economico', 'recurso económico', 'actividad económica', 'económicamente'];Estudio social de la producción, distribución y consumo de bienes.
subject;['ecología humana', 'demografía', 'ecologia humana', 'datos demograficos', 'datos demográficos', 'demografía humana', 'demográfica', 'demográficas', 'demográfico', 'científico de la demografía', 'demografia', 'demografica', 'demograficas', 'demografico', 'demografista', 'demografo', 'demógrafa', 'demógrafo', 'estadistica demografica', 'estadistica demográfica', 'estadística demografica', 'estadística demográfica'];Ciencia que describe y estudia los pueblos (natalidad, mortalidad, etc.) y las poblaciones (edad, profesión, etc.).
subject;['ecología humana', 'demografía', 'ecologia humana', 'datos demograficos', 'datos demográficos', 'demografía humana', 'demográfica', 'demográficas', 'demográfico', 'científico de la demografía', 'demografia', 'demografica', 'demograficas', 'demografico', 'demografista', 'demografo', 'demógrafa', 'demógrafo', 'estadistica demografica', 'estadistica demográfica', 'estadística demografica', 'estadística demográfica'];Estudio del crecimiento, de la distribución, y de la organización de comunidades humanas concerniente a sus correlaciones con otros seres humanos y otras especies y con su ambiente.
subject;['fisiología', 'fisiología animal', 'fisiologia', 'fisiológico', 'electrofisiologia', 'fisiologa', 'fisiologia animal', 'fisiologico', 'fisiologo', 'fisióloga', 'fisiólogo', 'fisiólogos'];El estudio biológico de las funciones de organismos vivos y de sus partes.
subject;['química', 'ciencias químicas', 'ciencia química', 'ciencias quimicas', 'chimica', 'chímica', 'composicion quimica', 'composicion química', 'dia del quimico', 'día del químico', 'grado en quimica', 'grado en química', 'licenciado en ciencias quimicas', 'licenciado en ciencias químicas', 'licenciatura en ciencias quimicas', 'licenciatura en ciencias químicas', 'quimica', 'quimicos', 'químicas', 'químicos', 'tecnico universitario en quimica', 'tecnico universitario en química', 'técnico universitario en quimica', 'técnico universitario en química', 'química aplicada'];Estudio científico de las propiedades, composición y estructura de la materia, los cambios en la estructura y la composición de la materia, así como los cambios energéticos que los acompañan.
subject;['herpetología', 'herpetologia', 'herpetofauna', 'herpetologa', 'herpetologo', 'herpetóloga', 'herpetólogo', 'herpetólogos'];Rama de la zoología que estudia reptiles y anfibios.
subject;['ornitología', 'ornitologia', 'ornitologica', 'ornitologico', 'ornitológica', 'ornitológico', 'ornitologo', 'ornitóloga', 'ornitólogo', 'ornitólogos'];Rama de la zoología que se ocupa del estudio de pájaros, incluyendo su fisiología, clasificación, ecología, y comportamiento.
subject;['ictiología', 'ictiologia', 'ictiologo', 'ictiólogo'];Rama de la zoología dedicado al estudio de los peces.
subject;['entomología', 'entomologia', 'entomologico', 'entomológico', 'entomologo', 'entomólogo', 'bugology', 'entomólogos'];Estudio científico de los insectos.
subject;['primatología', 'primatologia', 'primatólogo', 'primatóloga', 'primatologo', 'primatologa'];Estudio de los primates.
subject;['etología', 'comportamiento animal', 'biología del comportamiento', 'conducta animal', 'ethología', 'etologia', 'etologo', 'etológico', 'etólogo', 'etólogos'];Comportamiento de los animales en su ambiente normal, incluyendo todos los procesos, tanto internos como externos, por los cuales responden a los cambios en su entorno.
subject;['etología', 'comportamiento animal', 'biología del comportamiento', 'conducta animal', 'ethología', 'etologia', 'etologo', 'etológico', 'etólogo', 'etólogos'];Estudio del comportamiento animal en un contexto natural.
subject;['matemáticas aplicadas', 'matemática aplicada', 'matematicas aplicadas', 'matematica aplicada', 'matemático aplicado'];Rama de la matemática que se ocupa de las técnicas matemáticas típicamente utilizadas en la aplicación de conocimiento matemático en otros dominios.
subject;['química orgánica', 'quimica organica', 'quimica orgánica', 'química organica', 'químico orgánico', 'quimica del carbono', 'quimico organico', 'quimico orgánico', 'química del carbono', 'químico organico'];Rama de la química que se ocupa del estudio de la composición, reacción, características, etc. de compuestos orgánicos.
subject;['química inorgánica', 'quimica inorganica', 'quimica inorgánica', 'química inorganica', 'químico inorgánico'];Rama de la química que se ocupa de las reacciones químicas y de las características de toda la materia inorgánica.
subject;['geoquímica', 'geoquimica', 'geoquímico'];Ciencia que implica el estudio de la composición química de la tierra y otros planetas, procesos químicos y reacciones que gobiernan la composición de rocas y los suelos, y los ciclos de la materia y energía que transportan los componentes químicos de la tierra en tiempo y espacio, y su interacción con la hidrosfera y la atmósfera.
subject;['ciencia aplicada', 'ciencias aplicadas', 'ingeniería', 'ingeniería física', 'tecnología', 'ingenieria fisica', 'ingenieria física', 'fisica tecnica', 'física técnica', 'investigacion aplicada', 'investigación aplicada', 'ing. fisica', 'ing fisica', 'ingeniera', 'ingenieria', 'ingeniero electronico', 'ingenieros', 'ciencias de la ingeniería', 'tecnología aplicada', 'tecnología moderna', 'tecnologías'];Ciencia cuyos resultados son empleados en aplicaciones técnicas.
subject;['ciencia aplicada', 'ciencias aplicadas', 'ingeniería', 'ingeniería física', 'tecnología', 'ingenieria fisica', 'ingenieria física', 'fisica tecnica', 'física técnica', 'investigacion aplicada', 'investigación aplicada', 'ing. fisica', 'ing fisica', 'ingeniera', 'ingenieria', 'ingeniero electronico', 'ingenieros', 'ciencias de la ingeniería', 'tecnología aplicada', 'tecnología moderna', 'tecnologías'];Conocimiento sistemático y su aplicación a procesos industriales.
subject;['ciencia aplicada', 'ciencias aplicadas', 'ingeniería', 'ingeniería física', 'tecnología', 'ingenieria fisica', 'ingenieria física', 'fisica tecnica', 'física técnica', 'investigacion aplicada', 'investigación aplicada', 'ing. fisica', 'ing fisica', 'ingeniera', 'ingenieria', 'ingeniero electronico', 'ingenieros', 'ciencias de la ingeniería', 'tecnología aplicada', 'tecnología moderna', 'tecnologías'];La ciencia por la cual las propiedades de la materia y las fuentes de energía de la naturaleza se vuelven útiles a los humanos como estructuras, máquinas y productos.
subject;['arquitectura', 'arquitectonica', 'arquitectonico', 'arquitectónica', 'arquitectónico'];Arte y ciencia del diseño y construcción de estructuras, o de grandes grupos de estructuras, manteniendo criterios estéticos y funcionales.
subject;['cibernética', 'cibernetica', 'cybernetica', 'cybernética', 'cibernético'];Ciencia del control de sistemas y de la comunicación. Desde una óptica más específica se refiere a la interacción entre el control automático y el hombre.
subject;['deixis', 'deíxis', 'deicticos', 'deíctico', 'deícticos'];Proceso por el que las palabras o las expresiones dependen completamente del contexto.
subject;['filología', 'lingüística', 'filologia', 'filólogo', 'filólogos', 'filologa', 'filologia romanica', 'filologia románica', 'filologica', 'filologico', 'filologo', 'filología romanica', 'filológica', 'filológicas', 'filológico', 'filológicos', 'filóloga', 'filólogas'];Estudio de una lengua junto con su literatura y los contextos históricos y culturales que son imprescindibles para una comprensión de los trabajos literarios y de otros textos significativos en lo cultural.
subject;['álgebra', 'algebra'];Rama de las matemáticas que estudia conceptos como estructura, relación y cantidad.
subject;['ontología', 'ontologia', 'ontologica', 'ontologico', 'ontológica', 'ontológico', 'ontológicos', 'ontóloga', 'ontólogo', 'problema ontologico', 'problema ontológico'];Rama de la metafísica que trata la naturaleza o las características esenciales de la existencia y de las cosas que existen.
subject;['cosmología', 'cosmologías', 'cosmológicos'];El estudio a gran escala de la estructura y la historia del universo.
subject;['bioquímica', 'bioquímico', 'química biológica', 'bioanálisis', 'biomolecular', 'bioquimica', 'bioquimico', 'grado en bioquimica', 'grado en bioquímica', 'bioquímicos', 'química fisiológica'];Sustancia química derivada de una fuente biológica.
subject;['bioquímica', 'bioquímico', 'química biológica', 'bioanálisis', 'biomolecular', 'bioquimica', 'bioquimico', 'grado en bioquimica', 'grado en bioquímica', 'bioquímicos', 'química fisiológica'];Estudio de las sustancias químicas que ocurren en organismos vivos y las reacciones y los métodos para identificar estas sustancias.
subject;['cálculo diferencial', 'calculo', 'cálculo', 'calculo diferencial', 'método de las fluxiones'];Rama del cálculo que estudia como las funciones cambias cuando sus velores de entrada son variados.
subject;['metafísica', 'metafisica', 'metafísico', 'metafisico', 'metafísica islámicos'];Rama de la filosofía que trata de explicar la naturaleza de la realidad, el ser y el mundo.
subject;['etiología', 'etiológico', 'agente etiologico', 'agente etiológico', 'etiologia'];Estudio de causas u orígenes de una enfermedad o de una condición.
subject;['ética', 'filosofía moral', 'filosofia moral', 'etica', 'eticau', 'etico', 'ética teleológica', 'éticas', 'éticau', 'ético', 'bien y el mal', 'cuestiones éticas', 'estándares éticos', 'filósofo moral', 'moral', 'sistema ético', 'teoría ética'];Estudio filosófico del valor moral de la conducta humana y de las reglas y principios que la gobiernan.
subject;['epistemología', 'gnoseología', 'teoría del conocimiento', 'ciencia del conocimiento', 'filosofía del conocimiento', 'epistemólogo', 'teoria del conocimiento', 'campo epistemológico', 'epistemologia', 'epistemologica', 'epistemologico', 'epistemologo', 'epistemológica', 'epistemológico', 'epistemológicos', 'epistemóloga', 'filosofia del conocimiento', 'gnoseologia'];Estudio de la naturaleza del conocimiento.
subject;['geometría', 'geometria', 'geometrico', 'geométrico', 'geómetra', 'operaciones geométricas'];Uno de los dos campos de la matemática pre-modernista que trata sobre las relaciones espaciales.
subject;['metalurgia', 'metalúrgica', 'metalurgica', 'metalurgico', 'metalúrgico', 'industria metalúrgica', 'ingeniería metalúrgica', 'metalurgia física'];La técnica de la obtención y tratamiento de los metales desde minerales metálicos, incluyendo la producción de aleaciones.
subject;['física', 'filosofía natural', 'filosofía de la naturaleza', 'filosofia de la naturaleza', 'filosofia natural', 'fisica', 'cosmologia', 'cosmología', 'ciencias fisicas', 'ciencias físicas', 'cosmología racional', 'grado en fisica', 'grado en física', 'licenciatura en ciencias fisicas', 'licenciatura en ciencias físicas', 'filósofo natural', 'filósofos naturales', 'la filosofía natural'];Estudio de los aspectos de la naturaleza que pueden ser entendidos de forma fundamental en términos de principios y leyes elementales.
subject;['física', 'filosofía natural', 'filosofía de la naturaleza', 'filosofia de la naturaleza', 'filosofia natural', 'fisica', 'cosmologia', 'cosmología', 'ciencias fisicas', 'ciencias físicas', 'cosmología racional', 'grado en fisica', 'grado en física', 'licenciatura en ciencias fisicas', 'licenciatura en ciencias físicas', 'filósofo natural', 'filósofos naturales', 'la filosofía natural'];Estudio objetivo de la naturaleza y del universo físico anterior al desarrollo de la ciencia moderna.
subject;['psicología', 'sicología', 'psicologia', 'sicologia', 'asistencia psicologica', 'asistencia psicológica', 'grado en psicologia', 'grado en psicología', 'psicologica', 'psicologico', 'psicologos', 'psicológica', 'psicológico', 'psicológicos', 'psicólogos', 'sicologico', 'sicologo', 'sicológico', 'sicólogo', 'ciencia psicológica', 'psicología humana', 'psicológicamente'];Ciencia que trata de las funciones de la mente y del comportamiento de los organismos en relación con su ambiente.
subject;['silvicultura', 'forestería', 'ingeniería de montes', 'ciencias forestales', 'ciencia forestal', 'ingenieria de montes', 'ingeniero de montes', 'foresteria', 'comercio de la madera', 'industria forestal'];El manejo de las tierras forestales para madera, pastos, agua, vida salvaje y recreación.
subject;['hidrografía', 'hidrografia', 'hidrografica', 'hidrograficas', 'hidrografico', 'hidrograficos', 'hidrográfica', 'hidrográficas', 'hidrográfico', 'hidrográficos', 'hidrógrafo', 'hidrografo'];Ciencia que se ocupa de la medida y descripción de las características físicas de los océanos, lagos, ríos, y sus áreas costeras colindantes, con particular referencia a su control y utilización.
subject;['farmacología', 'farmacología clínica', 'farmacológico', 'farmacologia', 'farmacologico', 'farmacologo', 'farmacológica', 'farmacóloga', 'farmacólogo', 'farmacológicamente', 'materia médica', 'medicina farmacológica'];Ciencia trata de la naturaleza y las propiedades de las drogas, en particular de sus efectos.
subject;['cosmografía', 'cosmógrafo', 'cosmografia', 'cosmografico', 'cosmografo', 'cosmográfico'];La ciencia que describe y ubica en mapas las principales características de los cielos y la tierra, incluyendo la astronomía, la geografía y la geología.
subject;['biología', 'ciencias biológicas', 'ciencias biologicas', 'biologia', 'biologico', 'biológico', 'biologa', 'biologos', 'biólogos', 'grado en biologia', 'grado en biología', 'ciencia biológica', 'investigación biológica'];Rama de las ciencias naturales que estudia la vida y a los organismos vivientes.
subject;['ciencias de la información', 'informática', 'computación', 'ip', 'ingeniería de sistemas de información', 'ciencia de la información', 'tratamiento de la información', 'documentación', 'ciencia de la informacion', 'ciencias de la informacion', 'ingenieria en sistemas de informacion', 'ingenieria en sistemas de información', 'ingeniería en sistemas de informacion', 'ingeniería en sistemas de información', 'estudios de la información', 'procesamiento de la información'];Proceso de acumular, de clasificar y de diseminar información, para apoyar a menudo la demanda o los datos dados en un libro o un artículo.
subject;['ciencias de la información', 'informática', 'computación', 'ip', 'ingeniería de sistemas de información', 'ciencia de la información', 'tratamiento de la información', 'documentación', 'ciencia de la informacion', 'ciencias de la informacion', 'ingenieria en sistemas de informacion', 'ingenieria en sistemas de información', 'ingeniería en sistemas de informacion', 'ingeniería en sistemas de información', 'estudios de la información', 'procesamiento de la información'];Ciencia y técnica de elaboración de datos y procesamiento automático de la información.
subject;['ciencias naturales', 'ciencias de la naturaleza', 'ciencia natural', 'ciencias físico-naturales', 'ciencias experimentales', 'ciencia de la naturaleza', 'ciencia experimental', 'ciencias fisico-naturales', 'ciencias fisico naturales', 'ciencias físico naturales', 'ciencias naturales y formales'];Rama de la ciencia que se ocupa de los fenómenos objetivamente mensurables que pertenecen a la transformación y a las relaciones de la energía y la materia. incluye la biología, la física, y la química.
subject;['limnología', 'limnologia', 'limnológicos'];El estudio de cuerpos de agua dulce referente a su vida vegetal y animal, a las características físicas, a las características geográficas, al etc.
subject;['espeleología', 'espeleismo', 'espeleologia', 'espeologia', 'espeología', 'espeleísmo', 'espeleologo', 'espeleóloga', 'espeleólogo', 'espeólogo'];Rama de las ciencias naturales dedicada al estudio de cavernas.
subject;['criminología', 'criminologia', 'criminologico', 'criminológico', 'criminologica', 'criminológica', 'grado en crimonologia', 'grado en crimonología', 'criminólogo', 'criminólogos'];Estudio científico de la delincuencia y el comportamiento delictivo así como de la aplicación de la ley.
subject;['dietética'];Ciencia que se ocupa con la planificación nutricional y la preparación de alimentos.
subject;['lingüística', 'linguística', 'lingüistas', 'lenguas del mundo', 'linguista', 'linguistas', 'linguistica', 'linguistica textual', 'linguistico', 'linguística textual', 'linguístico', 'lingüista', 'lingüistica', 'lingüistica textual', 'lingüistico', 'lingüística textual', 'lingüístico', 'comunicación verbal', 'lingüísticamente'];El estudio científico del lenguaje humano.
subject;['neurociencia', 'neurocienca', 'neurología', 'neurociencias', 'neurocientífico', 'neurosciencia', 'neurobiológicos'];Campo que se dedica al estudio científico del sistema nervioso.
subject;['sociología', 'sociológico', 'sociologia', 'sociologica', 'sociologico', 'sociológica', 'sociólogos', 'cientista social', 'grado en sociologia', 'grado en sociología', 'lista de sociologos', 'lista de sociólogos', 'socilogia', 'sociologa', 'sociologa\xad', 'sociologo', 'sociologos', 'socióloga', 'sociólogo'];Estudio del desarrollo, de la organización, del funcionamiento y da la clasificación de las sociedades humanas.
subject;['bellas artes', 'grado en bellas artes', 'arquitectura beaux-arts', 'arquitectura beaux arts', 'artista plástico', 'estilo beaux-arts'];Forma de arte desarrollada sobre todo por su estética más que por su utilidad.
subject;['epigrafía', 'epigráfico', 'epigrafista', 'epigrafia', 'inscripcion', 'inscripción', 'epigráfica', 'inscripciones', 'epigrafico'];Estudio de escrituras antiguas.
subject;['bioclimatología', 'bioclimatologia'];El estudio del clima en relación con la fauna y la flora.
subject;['ciencias políticas', 'ciencia política', 'política', 'politología', 'analista político', 'ciencia politica', 'ciencias politicas', 'cientista politico', 'cientista político', 'estudios políticos', 'politólogo', 'ccpp', 'ciencia política y administración pública', 'ciencias politicas y de la administracion', 'ciencias politicas y de la administración', 'ciencias políticas y de la administracion', 'ciencias políticas y de la administración', 'historia de la ciencia politica', 'historia de la ciencia política', 'licenciado en ciencia política', 'pensamiento politico', 'pensamiento político', 'politicas', 'politicologo', 'politicólogo', 'politologa', 'politologia', 'politologo', 'politóloga', 'polítologo', 'polítólogo', 'teoria politica', 'teoria política', 'teorico politico', 'teorico político', 'teoría política', 'teórico politico', 'teórico político', 'la ciencia política'];campo científico referido a la teoría y práctica de la política y la descripción y el análisis de sistemas políticos y del comportamiento político.
subject;['sociolingüística', 'sociolinguistica', 'sociolinguística', 'sociolingüistica', 'sociolingüista'];Estudio científico de la lengua de la manera en que se utiliza con respecto a todos los aspectos de la sociedad, incluyendo normas, expectativas, y contexto cultural. También estudia los sociolectos, variantes de la lengua separadas por ciertas variables sociales, tales como pertenencia étnica, religión, estado, género y nivel de educación.
subject;['semántica', 'semántica lingüística', 'semantica', 'semantico', 'semántico', 'semantica linguistica', 'semantica linguística', 'semantica lingüistica', 'semantica lingüística', 'semántica linguistica', 'semántica linguística', 'semántica lingüistica', 'semánticamente'];Rama de la lingüística que estudia el significado del lenguaje.
