abstract-quality;['kapribadèn', 'kapribadhen', 'kepribadian'];Kapribadèn ya iku unsur tindak tandhuk.
subject;['biologi', 'hirarki urip'];Biologi, basa Yunani bio (gesang) + logos (ngèlmu)) punika, ngèlmunipun sadaya prakawis ingkang gesang.
subject;['èlmu alam', 'ngèlmu alam', 'ilmu alam'];Ngèlmu alam inggih punika istilah ingkang dipunginaakèn kanggé merujuk ing rumpun ngèlmu ing pundhi obyeknya inggih punika bènda-bènda alam kaliyan hukum-hukum ingkang mèsti lan umum, kalampahan ing wanci punapa lan ing pundhi kèmawon.
subject;['spéléologi', 'speleologi', 'spéléologis'];Spéléologi iku ngèlmu kanggo nyinau guwa-guwa lan fitur-fitur karst liyané.
subject;['kriminologi'];Kriminologi, ya iku ngèlmu sing nyianoni ngèngingi babagan kadurjanan.
subject;['linguistik', 'linguistika'];Basawidya iku kawruh sing nyinaoni basa.
subject;['antropologi'];Antropologi iku tegesé ngèlmu sing nitèni patindhakané wong urip karo adat-istiadaté sarta tradhisiné.
subject;['sosiologi'];Sosiologi ya iku ngèlmu kang nyinaoni tindak tanduk sakumpulan manungsa ing masarakat.
subject;['paleografi'];Paleografi yaiku ilmu kang ngrembug manéka warna tulisan kuna.
subject;['èlmu pulitik', 'èlmu politik', 'ngèlmu politik'];Èlmu pulitik iku cabang èlmu sosial kang mbahas téyori lan praktèk pulitik sarta deskripsi lan analisa sistem pulitik lan perilaku pulitik.
subject;['sosiolinguistik'];Sosiolingistik ya iku babagan kang ngrembuk interdisipliner kang nyinaoni babagan budaya ing sajeroning basa kang digunakaké.
subject;['semantik'];Semantik inggih punika salah satunggaling cabang ngélmu Linguistik ingkang mliginipun nyinaoni babagan makna basa.
subject;['eugenetika'];Eugenetika iku sawijining pasinaon lan praktèk mgenani pembiakan selèktif marang manungsa, kanthi angkah tujuan ningkataké spèsies.
subject;['optika', 'optik'];Optika iku cabang fisika kang nggambaraké prilaku lan sipat cahya lan interaksi cahya karo materi.
subject;['ngèlmu kapustakan', 'ilmu perpustakaan'];Ngèlmu kapustakan iku kawruh utawa ngèlmu babagan pranataning bahan-bahan kang identik karo bab kapustakan.
subject;['fonologi'];Fonologi punika salah siji babagan linguistik ingkang nyinaoni sistèm fonèm-fonèm ing sajeroning siji basa minangka pérangan kang mbedakake makna.
subject;['folklor', 'crita rakyat'];Folklor punika asalipun saking tembung folk lan lore.
subject;['analisis régrèsi', 'régrèsi'];Analisis régrèsi sajeroning statistika iku salah siji métodhe kanggo nemtokaké gayutan sebab-akibat antara siji variabel lan variabel liyané.
substance-role;['ektoplasma'];Ektoplasma yaiku istilah sing digunakake ing perdukunan kanggo nuduhake zat utawa energi spiritual "eksteriorisasi" dening medium fisik.
substance-role;['jèl', 'gel'];Gel minangka semi-solid sing bisa duwe sifat mulai alus lan ringkih nganti angel lan angel.
substance-role;['piring agar'];Piring agar minangka sajian Petri sing ngemot agar minangka medium pertumbuhan padat plus nutrisi, digunakake kanggo budaya mikroorganisme.
substance-role;['sistem koloid', 'koloid'];Sistem koloid wujud wangun campuran loro utawa luwih dat siyang asifat homogen nanging duwé ukuran partikel kadispersi sing cukup gedhé, saéngga kena èfèk Tyndall.
substance-role;['uwab'];Uwab ya iku titik-titik banyu ing udara sing karkondhènsasi.
substance-role;['prunggu', 'perunggu'];Prunggu ya iku campuran tembaga karo unsur kimia liya, racaké karo timah, sanajan uga bisa karo unsur-unsur liya kaya fosfor, mangan, alumunium, utawa silikon.
substance-role;['enzim', 'ènzim'];Ènzim iku siji utawa sapérangan gugus polipeptida kang duwé fungsi minangka katalis ing sawijining réaksi kimia.
substance-role;['oksidasi'];Oksidasi yaiku
substance-role;['alergen'];Alergen ya iku senyawa kang bisa nginduksi imunoglobulin E lumantar paparan wujud inhalasi, ingesti, kontak, utawa injeksi.
substance-role;['aluvial'];Alluvial iku jinis lemah sing kawangun saka lemah enepan.Tlatah enepan iki kedadéyan ing kali, tlaga sing dumunung ing dhataran cendhèk, utawa cekungan sing ngidinaké dumadiné enepan.Ing lemah alluvial nduwèni kauntungan tumrap tetanèn salah sijiné kanggo nggampangake proses ngilèkaké banyu irigasi ing tanah tetanèn.
substance-role;['uap', 'kukus', 'uwab'];Uap minangka banyu ing fase gas.
substance-role;['uwab banyu', 'kukus', 'uwab', 'uap banyu'];Uwab banyu ya iku gas sing ana amarga proses panas banyu.
system-as-description;['ékosistem', 'ekosistem'];Ekosistem ya iku sistem ékologi kang diwangun karo gayutan timbal balik boten terpisahke antara mahluk hidup karo lingkungane.
system-as-description;['kapitalisme'];Kapitalisme iku paham kang duwé keyakinan yèn panduwé modhal bisa nglakokaké pangudiné supaya olèh bebathèn saakèh-akèhé.
system-as-description;['feodalisme'];Feodalisme punika struktur utawi tatanan pandelegasian kakuasan sosiopulitik ingkang dilampahi déning panjenenganipun kulawarga bangsawan/monarki kunjuk ngayem-ayem ing laladan utawi tlatah ingkang didhaku ingkang dijalari minangka sesarengan geguyub ing salebetipun perdamelan ingkang dipunpandegani utawi angadahi pamimpin laladan tumuju rèréncang pamerdamelan .Salebetipun pangertian ingkang asli, struktur punika kacipta déning sjarawan salebetipun sistem pulitik ing kancah Éropah kang wonten ing mangsa Abad Partengahan, ingkang ngutamakake ing kulawarga/ satriya ugi kelas bangsawan sapanunggalipun inangka dados panguasa talath dherah utawi anggadai hak ingkang tartamtu ingkang tamtunjuk déning monarki.
system-as-description;['yudikatif'];Yudikatif utawa lembaga peradilan, iku péranganing cawang kakuwasan kang dumadi saka hakim, jeksa lan magistrat lan pejabat liyané kang dadi intiné lembaga peradilan, kang tugasé njejegaké hukum utawa undhang-undhang.
task;['pangurangan'];Pangurangan iku salah siji saka papat operasi dhasar aritmatika, lan sejatiné minangka walikan saka operasi panambahan.
task;['tangkaran', 'ping-pingan'];Tangkaran utawa lumrah uga ingaran ping-pingan iku operasi matématika penskalaan sawiji wilangan karo wilangan liya.
task;['paran'];Paran iku operasi aritmatika dhasar wujud walikan saka operasi tangkaran.
task;['casus belli'];Casus belli iku tembung basa Latin modhèren sing tegesé "Aksi utawa insiden sing nyumet kadadéan paprangan".
task;['maglev'];MagLev iku tembung cekakan saka Magnètically LEVitated trains sing tegesé sepur sing ngambang kanthi magnètis.
task;['tèknik otomotif', 'teknik otomotif'];Tèknik otomotif punika èlmu ingkang nyinaoni sadaya ingkang wonten gandhènganipun kaliyan kendaraan, langkung utami montor kaliyan pit motor.
task;['panambahan'];Panambahan iku operasi aritmatika dhasar.
taxonomic-collection;['tembung kriya transitif'];Tembung kriya transitif iku sajinising tembung kriya sing merlokaké subjèk lan objèk siji utawa luwih.
taxonomic-collection;['myriapoda'];Myriapoda ya iku salah sawijiné kelas saka filum Arthropoda.
taxonomic-collection;['malacostraca'];Malacostraca ya iku kelas saka anggota Avertebrata kang kagolong ning filum Arthropoda, subfilum Crustacea.
taxonomic-collection;['kasus vokatif'];Ing ngèlmu linguistik, kasus vokatif iku kasus ngenani wong utawa barang sing disapa utawa diceluk.
taxonomic-collection;['kasus ablatif'];Ing ngèlmu linguistik, kasus ablatif iku kanggo nandhani papan asal, akibat, "ninggalaké saka" utawa barang sing dibandhingaké.
taxonomic-collection;['kasus lokatif'];Ing ngèlmu linguistik, kasus lokatif iku kanggo nandhani "papan", "panggonan" utawa "wektu".
taxonomic-collection;['kasus akusatif'];Ing ngèlmu linguistik, kasus akusatif iku kasus kanggo nandhani objèk langsung saka siji tembung kriya transitif.
taxonomic-collection;['kasus nominatif'];Ing ngèlmu linguistik, kasus nominatif iku subjèk utawa pokok ukara mawa katrangané.
taxonomic-collection;['kasus datif'];Ing ngèlmu linguistik, kasus datif iku nandhani obyèk awujud tembung lingga sing diwèhaké.
taxonomic-collection;['tembung sipat', 'tembung kahanan', 'tembung sipat/kaanan'];Tembung sipat utawa adjektif utawa kaanan iku tembung sing nuduhaké wataké tembung aran.
taxonomic-collective;['kulawarga', 'famili', 'familia'];Familia, utawa sok karan uga famili, suku, utawa kulawarga ing klasifikasi èlmiah ya iku takson kang ada antarané ordo lan génus.
taxonomic-collective;['kelas'];Kelas utawa Classis iku tingkat utawa takson ing klasifikasi ilmiah kéwan lan tetuwuhan ing biologi.
taxonomic-collective;['subspesies', 'upaspesies'];Ing zoologi, lan uga ing cabang biologi liyané, subspesies iku peringkat takson kang wujud subordinat saka spésies.
taxonomic-collective;['ordo'];Ordo utawa bangsa iku tingkat utawa takson antarané kelas lan familia.
taxonomic-collective;['genus', 'gènus'];Gènus iku wangun panglompokan ing klasifikasi kauripan.
taxonomic-collective;['sepésiyes', 'spesies', 'species', 'spésies'];Sepésiyes utawa jinis iku takson kang dipigunaaké ing taksonomi kanggo nunjuk siji utawa sapérangan golongan individu sing padha lan bisa saling mbuahi siji lan sijiné ing saknjeron klompoké nanging ora bisa karo anggota golongan sing béda.
taxonomic-collective;['filum'];Filum saka basa Yunani. phylum ya iku cawang.
taxonomic-collective;['cemara', 'casuarinaceae'];Cemara teng Jawa biasané numbuh atawa diupayaaken teng kalih wawasan.
taxonomic-collective;['kèrsen', 'muntingia calabura', 'kersen'];Kèrsen ya iku buah cilik kang manis, duwé basa Latin Muntingia calabura L, ing wewengkon liya uga diarani Talok.
taxonomic-collective;['kembang mentéga'];Kembang mentéga ya iku tetuwuhan perdu kang kalebu kulawarga Aponynaceae.
taxonomic-collective;['adenium'];Adenium utawi ingkang misuwur kanthi nama kamboja jepang gadhah nama Latin Adenium obesum.
taxonomic-collective;['osteichthyes'];Osteichthyes utawa karan uga Iwak mawa balung sajati iku kelas saka anggota kéwan mawa balung buri kang subfilum saka Pisces.
taxonomic-collective;['kejawan', 'echinochloa'];Suket Kejawan kuwé salah sijiné wit witan sing wis suwé ana ning tanah Jawa.
taxonomic-collective;['manuk alap-alap', 'peksi alap-alap', 'alap-alap'];Peksi alap-alap inggih punika salah sawijining jinis manuk pamangsa saking famili Falconidae.
taxonomic-collective;['rutaceae'];Rutaceae iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['cucurbitaceae'];Suku labu-labuan utawa Cucurbitaceae ya iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['lauraceae'];Suku kamfer-kamferan utawa Lauraceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['euphorbiaceae'];Euphorbiaceae iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['ranunculaceae'];Ranunculaceae iku salah siji saka suku anggota saka tetuwuhan ngembang.
taxonomic-collective;['bromeliaceae'];Bromeliaceae utawa Suku nanas-nanasan iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['zingiberaceae'];Suku temu-temuan utawa Zingiberaceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['oxalidaceae'];Oxalidaceae iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['glathik', 'gelatik', 'padda'];Glathik utawa gelatik ya iku manuk oceh-ocehan salah siji génus jinis manuk emprit, kang ing antarané kalebu spésies glathik jawa lan glathik timor kang duwé rupa saemper, nanging glathik timor duwé ukuran luwih cilik.
taxonomic-collective;['eboni', 'diospyros'];Diospyros iku jeneng marga kayu eboni utawa kayu ireng.
taxonomic-collective;['klade', 'klad', 'kladistika'];Klad utawa klade iku golongan taksonomi kang duwé siji leluhur bebarengan lan kabèh katurunané uga asal saka moyang mau.
taxonomic-collective;['rosidae', 'rosids'];Rosidae iku jeneng botani ing peringkat subkelas dhedhasar International Code of Botanical Nomenclature.
taxonomic-collective;['rosaceae'];Suku mawar-mawaran utawa Rosaceae iku siji kulawarga tetuwuhan kang gedhé, dumadi saka 3.000—4.000 spésies sajeroning 100—120 marga.
taxonomic-collective;['fabaceae', 'papilionaceae', 'polong-polongan'];Suku polong-polongan utawa Fabaceae minangka salah siji suku tetuwuhan dikotil sing paling wigati lan gedhé dhéwé.
taxonomic-collective;['ascomycota'];Ascomycota iku salah siji divisi saka jamur.
taxonomic-collective;['pterodactylus'];Pterodactylus saka akhir jaman Jurassic, ya iku salah sijining genus pterosauria sing paling gedhé lan duwé epek-epek swiwi fosil sing paling maksimal.
taxonomic-collective;['bajing', 'scandentia'];Bajing iku kagolong kulawarga kéwan mamalia.Kéwan iki duwé pakulinan ngrikiti sing dadi amane krambil ing basa latiné karan callasciarus notatus.
taxonomic-collective;['xenopus'];Xenopus ya iku kodhok kang asalé saka Sahara, Afrika.
taxonomic-collective;['eutheria'];Eutheria iku takson sajeroning mamalia plasental, kaya déné manungsa.
taxonomic-collective;['faboideae'];Faboideae iku ank-kulawarga saka kulawarga tetuwuhan ngembang Fabaceae utawa Leguminosae.
taxonomic-collective;['anggang-anggang', 'gerris lacustris'];Anggang-anggang ya iku jinisé kéwan gegremet kang uripé ana banyu.
taxonomic-collective;['sapindales'];Sapindales iku bangsa tetuwuhan ngembang sing kalebu sajeroning klad eurosids II, rosids, core eudicots, eudicots.
taxonomic-collective;['sesilia', 'sésilia'];Sésilia, Gymnophiona, utawa Apoda ya iku ordho amfibia kang awaké kaya cacing gedhé utawa ula.
taxonomic-collective;['hymenoptera'];Hymenoptera utawa ordho gegremet iku golongan lan 200.000 spésies bangsa utama semut saka tawon kéwan mawa ros-ros kang sikilé enem.
taxonomic-collective;['liliales'];Liliales iku bangsa tetuwuhan ngembang sing kalebu sajeroning klad monocots miturut Sistem klasifikasi APG II
taxonomic-collective;['araceae'];Suku talas-talasan utawa Araceae nyakup manéka warna tuwuhan monokotil kanthi ciri khas kembang majemuk kanthi tipe "tongkol" kang duwé seludang.
taxonomic-collective;['mapel', 'acer'];Acer /ˈeɪsər/ ya iku genus saka wit utawa suket kang umum dimengerteni minangka Maple.
taxonomic-collective;['xenarthra'];Xenarthra iku takson jroning mamalia plasental, kabèh Amérika, kayadéné anteater, armadillo, lan sloth.
taxonomic-collective;['asem buta'];Asem buta, kondhang Baobab ana ing masarakat manca, ya iku jinising tuwuhan kelompok génus sing asliné saka Madagaskar, Afrika daratan lan Australia.
taxonomic-collective;['cyperaceae'];Suku teki-tekian utawa Cyperaceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['camelidae'];Camelidae kéwan mawa driji kuku genep, diklasifikasikaké sajeroning ordho Artiodactyla.
taxonomic-collective;['chondrichthyes'];Chondrichthyes atawa iwak kang duwé balung rawan ya iku iwak kang duwé untu, duwé sirip sapasang, bolongané irung ana loro, sisik, jantung rong ruang, lan balung kang saka balung rawan dudu balung sajati.
taxonomic-collective;['felidae'];Felidae iku kabèh anggota kulawarga sato kéwan kang mèmper karo kucing.
taxonomic-collective;['pakis rambat', 'lygodium', 'paku rambat'];Pakis rambat ya iku tuwuhan kang kalebu kelompok tuwuhan pakis, tuwuh mrambat lan kalebu ing genus Lygodium.
taxonomic-collective;['arecaceae', 'palem'];Suku pinang-pinangan utawa Arecaceae minangka saklompok tetuwuhan ngembang kang akèh anggotané lan duwé aji sajeroning kauripan manungsa.
taxonomic-collective;['apocynaceae'];Apocynaceae iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['sri rejeki', 'aglaonema'];Sri Rejeki utawa kang duwé jeneng latin Aglaonema ya iku salah sijiné tuwuhan hias kang moncer saka suku talas-talasan utawa Araceae.
taxonomic-collective;['suket lulangan'];Suket lulangan kang duwé jeneng èlmiyah Eleusine indica minangka jinis suket gulma kang kalebu kulawarga Poaceae utawa suket-suketan.
taxonomic-collective;['coro'];Coro kalebu gegremet utawa kéwan kang diwedèni, ora amarga rupaé kang medèni nanging amarga coro ndadèkaké panggonan reged lan ora séhat.
taxonomic-collective;['hydrozoa'];Hydrozoa ya iku kelas saka anggota kéwan kang ora duwé balung kang kagolong ning filum Cnidaria.
taxonomic-collective;['coffea'];Coffea iku marga tetuwuhan sing asilé antarané awujud wiji kopi sing dadi bahan dhasar ombènan wédang kopi.
taxonomic-collective;['ctenophora'];Ctenophora/Coelentrata ya iku filum.
taxonomic-collective;['basidiomycota'];Basidiomikota iku salah sijiné divisi saka fungi utawa Jamur.
taxonomic-collective;['tetanduran wiji loro', 'dicotyledon', 'dicotyledoneae', 'dicotyledons', 'dikotil', 'magnoliopsida'];Magnoliopsida iku jeneng botani kanggoné kelas tetuwuhan.
taxonomic-collective;['amaranthaceae'];Suku bayem-bayeman utawa Amaranthaceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['kembang kemboja', 'semboja', 'kembang kamboja'];Kemboja utawa samboja wujud saklompok tuwuhan sajeroning marga Plumeria.
taxonomic-collective;['phytophthora'];Phytophthora inggih punika salah satunggaling génus saking Oomycota ingkang anggota-anggotanipun kathah ingkang njalari penyakit ing tetuwuhan, saéngga nuwuhaken tuna ing ékonomi, ékologi, lan ugi demografi ingkang ageng.
taxonomic-collective;['squamata'];Squamata iku ordo reptil, kapérang saka kadhal lan ula.
taxonomic-collective;['zygomycota'];Zygomycota iku salah sijine divisi ing Jamur.
taxonomic-collective;['canidae'];Canidae iku kabèh anggota kulawarga sato kéwan sing mèmper karo asu.
taxonomic-collective;['dara'];Dara iku familia Columbidae saka ordo Columbiformes.Dara local ya iku kagolong jinis manuk liar kang diopèni manungsa kanggo kéwan ingonan ana ing omah utawa ing pekarangan.
taxonomic-collective;['oligochaeta'];Oligochaeta ya iku kelas saka filum Annelida.
taxonomic-collective;['anggrèk', 'anggrek', 'orchidaceae'];Suku anggrèk-anggrèkan utawa Orchidaceae iku suku tetuwuhan ngembang kanthi anggota jinis paling akèh.
taxonomic-collective;['acer pseudoplatanus'];Sapindaceae Acer pseudoplatanus, dikenal minangka sycamore ing Inggris lan maple sycamore ing Amerika Sarékat, minangka spesies tanduran kembang ing kulawarga sabun lan lychee Sapindaceae.
taxonomic-collective;['artocarpus'];Artocarpus iku jeneng marga tetuwuhan kanthi anggota watara 50 spésies wit, sing akèh antarané ngasilaké woh sing bisa dipangan, kaya ta nangka, cempedak lan sukun.
taxonomic-collective;['berang-berang raksasa'];{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/Cithakan:Taxonomy/Castoroides|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}} |machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}} |machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}} Berang-berang raksasa utawa Castoroides ya iku salah sawijining jinis kéwan berang-berang kang gedhé ing tlatah benua Amérika.
taxonomic-collective;['hyracotherium'];Hyracotherium iku génus kéwan kuku ganjil saka sing kapérang saka ingkang Eocene sawatara 55 ngantos 45 yuta taun kepungkururip nalika jamanjroning mung wujud extan.
taxonomic-collective;['verbenaceae'];Verbenaceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['trematoda'];Trematoda karan uga cacing isap ya iku kéwan kelas saka anggota kéwan kang ora duwé balung yang kalebu dalam filum Platyhelminthes.
taxonomic-collective;['moluska', 'mollusca'];Moluska minangka kéwan triploblastik selomata kang awaké empuk.
taxonomic-collective;['gentianales'];Gentianales iku bangsa tetuwuhan ngembang sing kalebu sajeroning klad euasterids I, asterids, core eudicots, eudicots.
taxonomic-collective;['kerapu', 'epinephelus'];Kerapu utawi manawi wonten ing Basa Inggris dipusebut grouper punika salah satunggaling iwak saking kelas Actinopterygii.
taxonomic-collective;['anaphalis'];Anaphalis iku genus sing klebu jroning famili Asteraceae.
taxonomic-collective;['melocactus'];Melocactus iku sawijining génus saka kaktus kanthi watara 40 spésies.
taxonomic-collective;['bayur', 'pterospermum'];Bayur duwé jeneng élmiyah pterospermum javanicum utawa pterospermum blumeanum j ya iku wit taunan saka kulawarga Malvaceae.
taxonomic-collective;['poales'];Poales wujud siji ordho kang kalebu famili kaya suket-suketan, bromeliads, lan sedges.
taxonomic-collective;['ceplukan', 'physalis'];Ceplukan utawa ciplukan ya iku salah sawijining jinis woh cilik, sing nalika masak ditutupi kembang kelopak kembang.
taxonomic-collective;['malvaceae'];Suku kapas-kapasan utawa Malvaceae minangka golongan tetuwuhan dikotil kang anggota-anggotané nyakup tanaman budidaya wigati, mligi minangka pengasil serat tekstil lan lenga.
taxonomic-collective;['equidae'];Equidae iku sawijining taksonomi kulawarga jaran lan kéwan-kéwan kagandhèng, klebu jaran, kuldi, lan zebra sing isih ana, lan akèh spesies liyané sing mung dikawruhi saka fosil.
taxonomic-collective;['kaoliang', 'sorghum'];Kaoliang, uga diarani sorghum, utawa jowar iku panganan dhasar nomor lima sing wigati dhéwé ing dunya.
taxonomic-collective;['protozoa'];Protozoa, asalé saka tembung Basa Yunani Kuna, ya iku tembung protos kang tegesé sepisanan lan tembung zoon kang tegesé kéwan.
taxonomic-collective;['strepsirrhini'];Klad Strepsirrhini iku salah siji saka loro subordo saka primata.
taxonomic-collective;['rosales'];Rosales iku bangsa tetuwuhan ngembang sing kalebu sajeroning klad eurosids I, rosids, core eudicots, lan eudicots.
taxonomic-collective;['liliaceae'];Liliaceae iku suku kulawarga tetuwuhan ngembang.
taxonomic-collective;['solanaceae'];Suku térong-térongan utawa Solanaceae iku suku tuwuhan kang nduwé kagunan ekonomis kang apik kanggo manungsa.
taxonomic-collective;['deuteromycota'];Deuteromycota iku salah sijiné divisi saka fungi utawa Jamur.
taxonomic-collective;['kloropita', 'clorophyta'];Kloropita, utawa alga ijo iku éwoning protista mirib tuwuhan.
taxonomic-collective;['caryophyllaceae'];Caryophyllaceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['iwak kod', 'kod', 'gadus morhua'];Iwak kod punika salah satunggaling iwak ingkang gesangipun wonten ing samudra.
taxonomic-collective;['gebang', 'corypha', 'corypha utan'];Gebang ya iku jeneng tuwuhan saka jinis palma kang gedhé dhuwur, kang urip ing laladan cendhèk.
taxonomic-collective;['opuntia'];Opuntia, uga ditepungi minangka nopales utawa kaktus dayung, iku génus ing famili kaktus, Cactaceae.
taxonomic-collective;['allium'];Bawang prei punika kagolong wonten ing génus Allium inggih punika kulawarga bawang.
taxonomic-collective;['acer rubrum'];{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/Cithakan:Taxonomy/Acer sect.
taxonomic-collective;['godhong mint', 'mentha'];Godhong mint saged kanggé diét Miturut ahli diét lan ahli gizi Cynthia Sass, godhong mint nggadhahi éfék neken napsu dhahar ingkang sami kaliyan obat diét ingkang dipunsadé ing pasaran.
taxonomic-collective;['tungau', 'acari'];Brevipalpus phoenicis, ama tuwuhan tèh sing ngrusak godhong.
taxonomic-collective;['kupu', 'kupu-kupu', 'lepidoptera'];Kupu wujud gegremet sing kagolong ing ordho Lepidoptera, utawa 'gegremet suwiwi sisik' .Kupu uga kagolong kéwan iber-iberan asalé saka enthungé uler == Rujukan == H. van Mastrigt lan E. Rosariyanto.
taxonomic-collective;['myrtales'];Myrtales iku bangsa tetuwuhan ngembang sing kalebu sajeroning klad asterids, core eudicots, eudicots miturut Sistem klasifikasi APG II. Bangsa iki uga diakoni minangka takson sajeroning sistem klasifikasi Cronquist lan kacakup sajeroning anak kelas Rosidae, kelas Magnoliopsida.
taxonomic-collective;['anthozoa'];Anthozoa ya iku kelas saka kulawarga Avertebrata utawa kéwan ora duwé balung mburi kagolong ing filum Cnidaria.
taxonomic-collective;['oomycota'];Oomycota ugi kawastanan jamur air inggih punika salah satunggaling filum saking Protista ingkang mèmper jamur..
taxonomic-collective;['simbar menjangan', 'platycerium'];Simbar menjangan iku sawijining marga tetuwuhan paku mawa punjul sakiwa-tengené 18 jinis.
taxonomic-collective;['klapa sawit'];Klapa Sawit asalipun saking Afrika Kilèn, inggih wit-witan pangasil lisah nabati ingkang utami tinimbang wit-witan pengasil lisah nabati sanèsipun.
taxonomic-collective;['orchidales'];Orchidales iku salah siji bangsa/ordho anggota tetuwuhan ngembang kang kalebu sajeroning anak kelas Liliidae, kelas Liliopsida, miturut Sistem klasifikasi Cronquist.
taxonomic-collective;['tikus', 'muridae'];Tikus iku kéwan kang kalebu kulawarganing Rodentia.
taxonomic-collective;['bivalvia'];Bivalvia ya iku kelas jinis moluska kang kagolong kerang-kerangan: duwé sapasang thothok.
taxonomic-collective;['alpinia'];Alpinia iku sawijining génus tetuwuhan, kanthi anggota punjul 230 spésies saka kulawarga Zingiberaceae.
taxonomic-collective;['phasianidae'];Phasianidae iku suku unggas lemah kang ngambah pitik alas, pitik alas hias, manuk gemak, sempidan, kuau, kuau-kerdhil, lan merak.
taxonomic-collective;['galliformes'];Galliformes iku ordho manuk kang ngambah kalkun, pitik alas, manuk gemak, kuau, merak lan pitik alas hias.
taxonomic-collective;['hemiptera'];Hemiptera iku ordho saka gegremet sing uga ditepungi minangka kepik sajati.
taxonomic-collective;['brassicaceae', 'cruciferae'];Suku kubis-kubisan utawa Brassicaceae ya iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['asteraceae', 'compositae'];Asteraceae iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['solanales'];Solanales iku bangsa tetuwuhan ngembang sing kalebu sajeroning klad euasterids I, asterids, core eudicots, eudicots.
taxonomic-collective;['branchiopoda'];Brachiopoda ya iku kelas saka anggota Avertebrata kang kagolong ning jinis filum Arthropoda, subfilum Crustacea.
taxonomic-collective;['monera'];Monera ya iku organisme kang duwé sèl cacahé siji.
taxonomic-collective;['bungur'];Bungur iku sajinis tuwuhan awujud wit-witan sing misuwur minangka wit pangayom dalan utawa pekarangan.
taxonomic-collective;['cicuta'];Cicuta ya iku bisa diarani hemlock banyu, kalebu salah siji jinis saka papat spèsies tanduran ana racuné saka kulawarga Apiaceae.
taxonomic-collective;['colocasia'];Colocasia iku sawijining génus saka enem nganti wolu spésies tuwuhan kembang saka famili Araceae asal saka tlatah tropis Polynesia lan Asia kidul-wétan.
taxonomic-collective;['siput', 'bekicot', 'gastropoda'];Siput utawa keong ya iku jeneng umum kang diwenehaké kanggo anggota kelas moluska Gastropoda.
taxonomic-collective;['chelicerata'];Chelicerata inggih punika salah satunggaling subfilum saking kéwan avertebrata ingkang kalebet ing filum Rrthropoda.
taxonomic-collective;['hexactinellida'];Hexactinellida ya iku kelas saka anggota kéwan ora duwé balung kang kagolong ing filum Porifera.
taxonomic-collective;['sporozoa'];Sporozoa ya iku filum kalima saka Krajan Protista, kang uga dikenal kanthi jeneng Apicomplexa, ngumpulaké spésies-spésies parasit protozoa intraseluler obligat kang diklasifikasiaké minangka Sporozoa utawa Sporozoans, amarga mbentuk sel-sel reproduksi kang dikenal kanthi jeneng spora.
