abstract-region;['soma', 'montante', 'total', 'importe', 'importância', 'quantia', 'quantitativo', 'número', 'totalizar'];O resultado da adição de duas ou mais quantidades.
political-geographic-object;['somália', 'somalia', 'cultura da somália', 'política da somália', 'república da somália'];Um país da África Oriental.
political-geographic-object;['vietnã', 'vietname', 'república socialista do vietname', 'república socialista do vietnã', 'republica socialista do vietname', 'việt nam', 'política do vietname', 'política do vietnã', 'república socialista do vietnam', 'vietnam', 'annam', 'viet nam'];Um país do Sudoeste asiático.
political-geographic-object;['líbia', 'grande jamahiriya socialista popular árabe da líbia', 'líbia árabe jamahiriya', 'cultura da líbia', 'geografia da líbia', 'republica da líbia', 'líbios', 'libia', 'línguas da líbia', 'governo gaddafi', 'jamahiriya', 'jamahiriya popular socialista árabe líbia'];Um país do Norte de África.
political-geographic-object;['alemanha', 'república federal da alemanha', 'deutschland', 'bundesrepublik deutschland', 'feriados da alemanha', 'república alemã', 'república federal alemã', 'rfa', 'schland', 'frg'];Um país da Europa central cuja capital é Berlim.
political-geographic-object;['sudão', 'sudan', 'república do sudão', 'sudaneses', 'sudanês', 'sudao'];Um país do Norte de África.
political-geographic-object;['egipto', 'egito', 'república árabe do egipto', 'república árabe do egito', 'republica arabe do egipto', 'kemet', 'kemita', 'kemitas', 'khemet', 'república árabe unida'];Um país do Norte de África.
political-geographic-object;['guiana', 'guiana britânica', 'guiana inglesa', 'demografia da guiana', 'güiana', 'política da guiana', 'república cooperativa da guiana', 'guiana francesa', 'co-operative república da guiana'];Um país da América do Sul, com capital em Georgetown.
political-geographic-object;['venezuela', 'venezuelano', 'república bolivariana da venezuela', 'música da venezuela', 'música venezuelana', 'república bolivariana de venezuela', 'república da venezuela'];Um país da América do Sul.
political-geographic-object;['argélia', 'algéria', 'república democrática e popular da argélia', 'argelinos', 'república argelina democrática e popular', 'république algérienne démocratique et populaire', 'argelia', 'algerie'];Um país do Norte da África com a capital em Argel.
political-geographic-object;['índia', 'república da índia', 'geografia da índia', 'união indiana', 'indianas', 'indiano', 'indianos', 'política da índia', 'política de índia', 'india', 'bharat'];País do sul da Ásia, cuja capital é Nova Deli.
political-geographic-object;['itália', 'república italiana', 'italia', 'esporte na itália', 'geografia da itália', 'italianas', 'itália do norte', 'itália setentrional', 'norte da itália', 'planície do pó'];Um país no sul da Europa cuja capital é Roma.
political-geographic-object;['paraguai', 'república do paraguai', 'música do paraguai', 'paraguay', 'partido encontro nacional', 'união nacional dos cidadãos éticos', 'paraguaio'];Um país da América do Sul.
political-geographic-object;['botswana', 'botsuana', 'república do botswana', 'república de botsuana'];Um país de África Austral.
political-geographic-object;['moçambique', 'mocambique', 'república de moçambique', 'republica de mocambique', 'demografia de moçambique', 'mozambique', 'moçambicana', 'moçambicano', 'moçambicanos', 'segurança alimentar em moçambique'];País do sudeste de África cuja capital é Maputo.
political-geographic-object;['indonésia', 'república da indonésia', 'índias orientais holandesas', 'índias orientais neerlandesas', 'índias holandesas', 'índias holandesas orientais', 'índias orientais', 'indonesia', 'republik indonesia', 'demografia da indonésia', 'governo indonésio'];Um país do Sodoeste Asiatico com capital em Jacarta.
political-geographic-object;['ucrânia', 'cultura da ucrânia', 'república da ucrânia', 'ucraina', 'ucraniana', 'ucraína', 'ucrania', 'ucránia', 'ukrayina'];Um país da Europa, com capital Kiev.
political-geographic-object;['gâmbia', 'república da gâmbia', 'categoria:gâmbia', 'república islâmica da gâmbia', 'gambia', 'gãmbia', 'gm', '🇬🇲', 'the gambia'];Um país da África Ocidental.
political-geographic-object;['gana', 'costa do ouro', 'república do gana', 'costa do ouro britânica', 'gold coast', 'costa de ouro', 'ganense', 'ganês', 'ghana'];Um país da África Ocidental.
political-geographic-object;['nigéria', 'geografia da nigéria', 'nigeria', 'república federal da nigéria', 'clima da nigéria', 'nigeriana', 'nigeriano', 'nigerianos', 'regiões da nigéria', 'subdivisões da nigéria'];Um país da África Ocidental.
political-geographic-object;['costa do marfim', "cote d'ivoire", "côte d'ivoire", 'côte d’ivoire', 'costa do marfungo', "cote d'ivoireb", 'marfinense', 'república da costa do marfim'];Um país da África Ocidental.
political-geographic-object;['níger', 'geografia do níger', 'república do níger', 'categoria:níger', 'história do níger', 'política de níger', 'república do niger', 'niger'];Um país da África Ocidental.
political-geographic-object;['gabão', 'gabon', 'gabao', 'províncias do gabão', 'republica gabonesa', 'república gabonesa', 'gabun', 'gabão república'];Um país da África Ocidental, cuja capital é Libreville.
political-geographic-object;['república do congo', 'congo francês', 'congo', 'congo-brazzaville', 'congo-brazavile', 'cgo', 'congo-brazzavile', 'cultura da república do congo', 'música da república do congo'];Um país da África Central
political-geographic-object;['camarões', 'república dos camarões', 'cultura dos camarões', 'camaroes', 'camaronês', 'cultura camaronesa', 'demografia dos camarões', 'economia dos camarões', 'geografia dos camarões', 'república federal de camarões'];Um país da África Ocidental.
political-geographic-object;['senegal', 'cultura de senegal', 'cultura do senegal', 'república do senegal', 'senegalês', 'demografia do senegal', 'senegalesa', 'senegaleses'];Um país da África Ocidental.
political-geographic-object;['equador', 'república do equador', 'ec', 'ecu', 'ecuador', 'equatoriano'];Um país da América do Sul.
political-geographic-object;['irlanda', 'república da irlanda', 'demografia da república da irlanda', 'república irlandesa', 'demografia da irlanda', 'geografia da república da irlanda', 'história da irlanda', 'história da república da irlanda', 'ilha da irlanda', 'ilha esmeralda', 'política externa da irlanda', 'republic of ireland', 'éire', 'eire'];Uma país da Europa Ocidental com capital Dublin.
political-geographic-object;['madagáscar', 'república de madagáscar', 'madagascar', 'república malgaxe', "repoblikan'i madagasikara", 'république de madagascar', 'cultura de madagáscar', 'demografia de madagáscar', 'ilha de madagáscar'];Um país da África Meridional.
political-geographic-object;['el salvador', 'salvador', 'salvadorenha', 'salvadorenho', 'república de el salvador'];País na América Central, com capital em San Salvador.
political-geographic-object;['seychelles', 'seicheles', 'ilhas seychelles', 'cultura de seychelles', 'história das seychelles', 'história de seychelles', 'república das seicheles', 'seichelles', 'de seychelles', 'república das seychelles'];Um país da África Oriental.
political-geographic-object;['andorra', 'principado de andorra'];Um país do sudoeste Europeu, com capital em Andorra la Vella.
political-geographic-object;['geórgia', 'georgia', 'jórgia', 'us-ga', 'empire state do sul', 'estado de pêssego'];Um estado dos Estados Unidos da América.
political-geographic-object;['califórnia', 'california', 'califòrnia', 'alta california', 'alta califórnia', 'californiana', 'californiano', 'estado da califórnia', 'us-ca', 'golden state'];O 31º estado dos Estados Unidos da América, localizado a oeste.
political-geographic-object;['omã', 'mascate e omã', 'oman', 'omão', 'sultanato do omã', 'omanense', 'oma', 'sultanato de omã', 'muscate e omã', 'sultanato de mascate e omã'];Um país do Médio-Oriente, no canto sudeste da Península Arábica, com capital Mascate.
political-geographic-object;['jordânia', 'jordania', 'reino hachemita da jordânia', 'geografia da jordânia', 'jordano', 'lista de cidades da jordânia', 'lista de cidades na jordânia', 'política da jordânia', 'reino da jordânia', 'reino hashemita da jordânia'];Um país do Medio-Oriente.
political-geographic-object;['líbano', 'república do líbano', 'libano', 'república libanesa'];Um país no Sudoeste asiático com capital em Beirute.
political-geographic-object;['fiji', 'república das ilhas fidji', 'cultura das fiji', 'demografia das fiji', 'fidji', 'geografia das fiji', 'geografia de fiji', 'cultura de fiji', 'demografia de fiji', 'economia das fiji', 'fíji', 'ilhas fidji', 'ilhas fiji', 'política das fiji', 'república das ilhas fiji', 'república das fiji', 'república de fiji'];País da Oceânia que compreende mais de 30 ilhas.
political-geographic-object;['cabo verde', 'arquipélago de cabo verde', 'república de cabo verde', 'cabo-verdiana', 'cabo-verdiano', 'cabo-verdianos', 'ilhas de cabo verde', 'república do cabo verde', 'cabo-verde'];Um país insular localizado no Atlântico a cerca de 500 quilómetros da costa da África Ocidental. A sua capital é Praia.
political-geographic-object;['islândia', 'república da islândia', 'garðarshólmi', 'islandesa', 'islandia', 'snæland'];Nação insular no Oceano Atlântico norte. A sua capital é Reiquejavique.
political-geographic-object;['granada', 'grenada', 'cultura de granada'];Um país das Caraíbas.
political-geographic-object;['lisboa', 'município de lisboa', 'al-uśbuna', 'bairro padre cruz', 'lisboa, portugal', 'lisboa no continente', 'lisboeta', 'rua rodrigo da fonseca', 'ulisseia', 'distrito de lisboa', 'capital de portugal'];A capital de Portugal, Europa.
political-geographic-object;['abuja', 'capital da nigéria', 'nigeriana de capital'];A cidade capital da Nigéria.
political-geographic-object;['sófia', 'sardica', 'serdica', 'sofija', 'sofiya', 'sárdica', 'sérdica', 'sofia', 'capital búlgara'];A capital da Bulgária.
political-geographic-object;['bogotá', 'bogota', 'santa fé de bogotá', 'capital da colômbia'];A capital da Colômbia.
political-geographic-object;['praga', 'praha', 'bandeira de praga', 'capital checa', 'prag'];Capital da República Checa.
political-geographic-object;['roma', 'cidade eterna', 'centro histórico de roma', 'capital da itália', 'capital italiana'];A capital da Itália.
political-geographic-object;['bucareste', 'bucuresti', 'bucureşti', 'bucurești', 'bucharesti', 'capital da roménia'];A maior cidade e capital da Roménia.
political-geographic-object;['jerusalém', 'al quds', 'jerusalem', 'categoria:jerusalém', 'bairro armênio de jerusalém', 'hierosolimita', 'hierosolimitano', 'hierosolyma', 'hierosólima', 'jebus', 'capital de israel'];Capital e maior cidade de Israel.
political-geographic-object;['kiev', 'kyiv', 'київ', 'kieve', 'kijów', 'kyev', 'kêiv', 'quieve', 'quíeve', 'capital da ucrânia', 'kyyiv'];Maior cidade e capital da Ucrânia.
political-geographic-object;['belgrado', 'beograd', 'singedunum', 'singiduno', 'singidunum', 'capital da sérvia e montenegro'];A maior cidade e capital da Sérvia.
political-geographic-object;['berlim', 'estado de berlim', 'área metropolitana de berlim', 'berlin', 'berlin-friedenau', 'capital alemã'];Capital e estado da Alemanha, maior cidade do país em área e população, e a cidade mais populosa da União Européia.
political-geographic-object;['etiópia', 'demografia da etiópia', 'república federal democrática da etiópia', 'abissínio', 'abissínios', 'etíope', 'etíopes', 'mitologia etíope', 'república democrática federal da etiópia', 'abissínia', 'etiopia', 'yaltopya'];Um país da África Oriental.
political-geographic-object;['benim', 'daomé', 'benin', 'reino do daomé', 'reino de dahomey', 'reino de daomé', 'reino do dahomey', 'reino de benim', 'república de benim', 'dahomey', 'daomeano', 'dahomé', 'república do benim', 'república do benin'];Um país da África Ocidental.
political-geographic-object;['burkina faso', 'burquina faso', 'burkina fasso', 'burkina-faso', 'burkina', 'burkinabé', 'burquina', 'burquina fasso', 'burquinabé', 'burquinabê', 'alto volta'];Um país da África Ocidental.
political-geographic-object;['bahamas', 'baamas', 'comunidade das bahamas', 'ilhas bahamas', 'subdivisões das bahamas', 'as bahamas', 'barramas', 'economia das bahamas', 'the bahamas'];Um país das Caraíbas, cuja capital é Nassau.
political-geographic-object;['são tomé e príncipe', 'república democrática de são tomé e príncipe', 'sao tome e principe', 's. tomé e príncipe', 'são tomé e principe', 'ilha de s.tome e principe', 'ilhas de são tomé e príncipe', 'província de são tomé e príncipe', 's. tomé e principe', 'república democrática do são tomé e príncipe'];Um país da África Ocidental.
political-geographic-object;['israel', 'estado de israel', 'educação em israel', 'entidade sionista', 'estado judeu', 'yisrael', 'il', '🇮🇱', 'estado judaico', 'música de israel', 'دَوْلَةْ اِسْرَائِيل'];Um país no sudoeste da Ásia, com capital em Jerusalém.
political-geographic-object;['trípoli', 'tarabulus', 'tripoli', 'ea', 'oea', 'capital da líbia', 'tarabulus al-gharb'];A capital da Líbia.
political-geographic-object;['cabul', 'cábul', 'kabul', 'capital do afeganistão'];A capital do Afeganistão.
political-geographic-object;['tirana', 'tirane', 'tiranë', 'albanês de capital'];Capital da Albânia.
political-geographic-object;['luanda', 'loanda', 'cidade de luanda', 'são paulo de luanda', 'luanda, angola', 'luanda provincia de angola', 'luandenses', 'são paulo da assunção de loanda', 'são paulo da assunção de luanda', 'são paulo de assunção de loanda', 'são paulo de loanda', 'capital angolana'];Capital de Angola.
political-geographic-object;['viena', 'viana', 'academia de viena', 'vedúnia', "viena d'áustria", 'viena de áustria', 'viena d´áustri', 'vienense', 'vienna', 'vindobona', 'vindomana', 'vienne', 'capital austríaca', 'capital da áustria'];A maior cidade e capital da Áustria.
political-geographic-object;['londres', 'london', 'londres, grande londres', 'londres, reino unido', 'grande londres', 'londrina', 'capital britânica', 'capital do reino unido', 'greater london'];A capital do Reino Unido e de Inglaterra.
political-geographic-object;['paris', 'parís', 'ville de paris', 'paris, margens do sena', 'paris de frança', 'parisiense', 'capital da frança', 'capital francesa', 'cidade da luz'];Capital e maior cidade de França.
political-geographic-object;['tbilisi', 'tíflis', 'tiblíssi', 'tiflis', 'tbilisse', 'tbilissi', 'tbilísi', 'tbilíssi', 'tblisi', 'tblissi', 'tblísi', 'tblíssi', 'tebilíssi', 'tiblisi', 'tiblissi', 'tiblísi'];Capital e maior cidade da Geórgia.
political-geographic-object;['atenas', 'ateniense', 'atenienses', 'athenas', 'capital da grécia', 'capital grega'];A capital da Grécia.
political-geographic-object;['oslo', 'christiania', 'kristiania', 'capital da noruega'];A capital e maior cidade da Noruega.
political-geographic-object;['brasília', 'brasiliense', 'brasília, df', 'brasília, distrito federal', 'carnaval de brasília', 'setor de diversões norte', 'trem brasília-luziânia', 'vlt de brasília', 'brasilia', 'capital do brasil', 'de capitais brasileiro'];A capital do Brasil.
political-geographic-object;['zagreb', 'zagrebe', 'zagábria', 'agram', 'zagrabia', 'zagrábia'];A capital da Croácia.
political-geographic-object;['berna', 'bernense', 'bärn', 'capital da suíça'];A capital da Suíça.
political-geographic-object;['centro', 'centro financeiro', 'centro da cidade', 'baixa', 'distrito financeiro', 'centros financeiros', 'distrito comercial'];A parte central de um cidade.
political-geographic-object;['trípoli', 'tarabulus', 'tripoli', 'ea', 'oea', 'capital da líbia', 'tarabulus al-gharb'];A capital da Líbia.
political-geographic-object;['brasil', 'república federativa do brasil', 'brazil', 'américa portuguesa', 'brasile', 'estado brasileiro', 'estados unidos da américa latina', 'estados unidos do brazil', 'federação brasileira', 'república brasileira', 'sociedade brasileira'];País da América do Sul cuja capital é Brasília.
qualitative-role;['juros', 'juro', 'interesse', 'juros simples', 'juro composto', 'juro simples', 'juros compostos', 'taxa básica de juros', 'taxa de juro', 'taxa de juros', 'taxas de juros', 'capitalização simples', 'capitalização composta', 'juro compostos', 'regime de capitalização composto', 'regime de capitalização simples', 'taxa de juros continuamente composta', 'interesses', 'rendimento'];Soma paga ou cobrada pelo uso de dinheiro ou para pegar dinheiro emprestado por um determinado prazo.
qualitative-role;['ajuda', 'ajuda alimentar', 'apoio', 'auxílio', 'ajuda externa', 'assistência internacional', 'ajuda exterior', 'ajuda financeira', 'apoio financeiro', 'ajuda bilateral', 'ajuda económica', 'ajuda econômica', 'ajuda internacional', 'assistência financeira'];Remessas de produtos agrícolas de países doadores a países beneficiários como doação total ou em condições muito favoráveis.
qualitative-role;['doação', 'contribuição', 'achega', 'contributo', 'cota-parte', 'cotização', 'escote', 'quota-parte', 'quotização', 'subsídio', 'donativo', 'doar', 'doações', 'doou'];Um presente ou contribuição voluntária para uma causa específica.
quality;['verdade', 'sooth'];Que corresponde à realidade.
quality;['serenidade', 'tranquilidade'];Condição de tranquilidade de espírito que gera harmonia.
quality;['tendência', 'disposição', 'inclinação', 'atitude'];Estado mental complexo que envolve crenças, sentimentos, valores e disposições para se agir de certas maneiras.
quality;['ar', 'aura', 'clima', 'atmosfera'];Qualidade distintiva mas intangível que parece envolver uma pessoa ou coisa.
quality;['cinza', 'gris', 'cinzento', 'gray', 'grisalho', 'cinzenta', 'grayness', 'greyness'];Cor entre o branco e o preto.
quality;['autorização', 'autoridade', 'domínio', 'chefia', 'jurisdição', 'potência', 'senhorio', 'dominância', 'autorizado'];O poder de fazer respeitar regras e dar ordens.
quality;['fé', 'religião', 'crença religiosa', 'crente', 'confissão', 'credo', 'crença', 'culto', 'doutrina', 'rito', 'seita', 'crente religioso', 'ensino inter-religioso', 'fervoroso', 'fés', 'profissão de fé', 'religiosa', 'religiosas', 'religioso', 'religiosos', 'religiões', 'crenças religiosas', 'fé religiosa', 'tradição religiosa'];Expressão da crença do homem em reverência a um poder sobre-humano reconhecido como criador e governador do universo.
quality;['amarelo limão', 'milho', 'limão', 'maize'];Uma cor semelhante à do limão. RAL-1012.
quality;['violeta', 'lilás', 'roxo', 'avermelhado azul'];Cor resultante da junção do encarnado com o azul. Cor da ametista.
quality;['cor', 'tez', 'color', 'coloração', 'negro', 'preto', 'cores', 'cor de um corpo', 'cromático', 'ciência da cor'];Ausência de cor, que é devida à total absorção das radiações luminosas. Devido a esta absorção, ou melhor, à inexistência de reflexão da luz, o olho humano assume a inexistência de cor.
quality;['cor', 'tez', 'color', 'coloração', 'negro', 'preto', 'cores', 'cor de um corpo', 'cromático', 'ciência da cor'];Uma propriedade das coisas que resulta da luz por elas reflectidas, transmitidas ou emitidas, causando esta luz uma sensação visual dependente dos seus comprimentos de onda.
quality;['marrom', 'castanho', 'marron', 'brownness', 'marrom escuro'];Uma cor vemelha-alaranjada, incluindo a cor do chocolate ou do café.
quality;['comportamento', 'conduta', 'procedimento', 'porte', 'atitude', 'postura', 'comportamentais', 'comportamento social', 'maneira', 'mau comportamento'];Maneira de comportar-se. modo de agir.
quality;['postura', 'transporte', 'ginga', 'gingado', 'meneio', 'posição'];Maneira de posicionar o corpo ou parte dele.
quality;['postura', 'transporte', 'ginga', 'gingado', 'meneio', 'posição'];Movimento com qualquer uma das partes do corpo (cabeça, mãos etc).
quality;['ganância', 'avareza', 'cupidez'];Desejo excessivo de bens e riqueza.
quality;['frio', 'briol', 'fria', 'baixa temperatura'];Uma condição ou estado de baixa temperatura.
quality;['temperatura', 'temperatura do ar', 'temperaturas', 'escalas de temperatura', 'mesotermico', 'mesotérmico', 'temperatura anual', 'temperatura média anual', 'unidades de temperatura', 'calor'];Uma propriedade que determina a direcção do fluxo do calor quando um objecto entra em contacto com outros objectos: o calor flui das regiões de maior para as regiões de menor temperatura.
quality;['autorização', 'autoridade', 'domínio', 'chefia', 'jurisdição', 'potência', 'senhorio', 'dominância', 'autorizado'];O poder de fazer respeitar regras e dar ordens.
quality;['branco', 'brancura', 'alvo', 'branquitude', 'branca', 'cor branca', 'brancas', 'cândido'];Cor da luz que contém igual quantidade de todos os comprimentos de onda.
quality;['vermelho', 'encarnado', 'vermelha', 'escarlate', 'rubra', 'rubro', 'cor vermelha', 'red', 'rubicundo', 'vermelhidão'];Uma cor do espectro visível. A cor do sangue.
region;['segundo', 's', 'segundos', 'attossegundo', 'microssegundo', 'nanossegundo', 'picossegundo', 'yoctosegundo', 'yoctossegundo', 'zeptossegundo'];Um sessenta avos de um minuto (como é a segunda divisão da hora, sendo a primeira o minuto).
region;['rede', 'filé de peixe', 'filé'];Uma malha de fio, cordão ou corda geralmente usada para apanhar peixe ou capturar algo.
region;['zero', '0', '00', 'número', 'função zero', 'nada'];O dígito "0"
region;['litro', 'l', 'decímetro cúbico', 'litros', 'hectolitros', 'nanolitro', 'gigalitre', 'megalitre', 'megalitros', 'microlitro'];Unidade métrica de fluido.
region;['fatia', 'rodela'];Um bocado cortado cuja espessura é pequena comparada com o seu comprimento e largura ou o seu diâmetro.
region;['bocado', 'pedaço', 'bocada', 'fragmento', 'gota', 'mordida', 'porção'];Uma pequena porção de comida sólida. uma boca cheia.
region;['are', 'área', 'ar', 'erre', 'seja', 'são'];Medida de área, 1 decâmetro quadrado ou 1 dam² ou 100 m².
region;['vitamina', 'batido', 'batido de leite', 'milkshake', 'milk-shake', 'batida', 'néctar', 'milk shake', 'batido com leite', 'leite batido', 'vitamina de frutas', 'milkshakes'];Polpa de fruta batida com água ou leite e açúcar em um liquidificador.
region;['kg', 'quilograma', 'quilo', 'hg', 'mg', 'tg', 'ipk', 'kilogram', 'kilograma', 'petagrama', 'quilogramas', 'teragrama', 'kilo', 'microgramas', 'miligramas', 'quilos'];Uma unidade de massa equivalente a mil gramas, com símbolo "kg".
region;['cem', '100', 'centena', 'centenar', 'cento', 'século', 'centenas', 'um c'];O número cardinal situado entre o noventa e nove e o cento e um, representado em numeração romana por C, e em numeração árabe por 100.
region;['kwanza', 'kwanza angolano'];Unidade de moeda oficial de Angola.
region;['dólar australiano', 'aud', 'dólares australianos', 'a$', 'au$', 'dólar da austrália', 'us'];A moeda da Austrália
region;['nove', '9', 'nono', '0', '09', 'eneada', 'ix', 'nina de carolina', 'niner'];Cardinalidade de um conjunto que contenha nove elementos distintos, está depois do oito e antes do dez. Representado pelo símbolo 9 (algarismos arábicos) ou IX (algarismos romanos).
region;['dúzia', 'doze', '12', 'dezena', 'grupo de 12', 'xii'];Cardinalidade de um conjunto que contenha doze elementos distintos, está depois do onze e antes do treze. Representado pelo símbolo 12 (algarismos arábicos) ou XII (algarismos romanos).
region;['6', 'seis', 'meia', 'meia dúzia', '06', 'número seis', 'capitão hicks', 'hexad', 'meia-dúzia', 'sexteto', 'sextuplet', 'sise', 'sixer'];Cardinalidade de um conjunto que contenha seis elementos distintos, está depois do cinco e antes do sete. Representado pelo símbolo 6 (algarismos arábicos) ou VI (algarismos romanos).
region;['cinco', '5', '05', 'cinque', 'período de cinco anos', 'pouco phoebe'];Cardinalidade de um conjunto que contenha cinco elementos distintos, está depois do quatro e antes do seis. Representado pelo símbolo 5 (algarismos arábicos) ou V (algarismos romanos).
region;['dez', '10', 'dezena', 'década', 'dezenas'];Número cardinal depois do nove e antes do onze, representado em números romanos por X, em números indo-arábicos por 10, e em base hexadecimal por A.
region;['três', '3', 'iii', 'm2', '03', 'trio', 'deuce-ace', 'terceto', 'ternion', 'ternário', 'terzetto', 'trino'];Número cardinal, está depois do dois e antes do quatro. Representado pelo símbolo 3 (algarismos arábicos) ou III (algarismos romanos).
region;['dois', '2', 'duas', 'ii', 'cinta'];O segundo número natural (2).
region;['oito', '8', '08', 'ⅷ', 'viii', 'eighter', 'eighter de decatur', 'octad', 'octonária', 'ogdoad'];Número cardinal que vem depois do sete e antes do nove, representado em número romanos por VIII e em números árabes por 8.
region;['sete', '7', '07', 'número 7', 'm3', 'ocorrências do número sete', 'heptad', 'septenário', 'sevener', 'vii'];Cardinalidade de um conjunto que contenha sete elementos distintos, está depois do cinco e antes do sete. Representado pelo símbolo 7 (algarismos arábicos) ou VII (algarismos romanos).
region;['dezassete', 'dezessete', '17', 'nº 1', 'dazassete', 'xvii'];Número cardinal localizado após o dezesseis e antes do dezoito, representado em algarismos romanos como XVII e em algarismos arábicos como 17.
region;['onze', '11'];Número cardinal que se encontra depois do dez e antes do doze, representado por XI em números romanos, e por 11 em números árabes.
region;['quatro', '4', '04', 'número quatro', '⁴', 'quarteto', 'little joe', 'quaterna', 'quaternidade', 'quaternion', 'quaternions', 'quaternião', 'tetractys', 'tétrade'];Número cardinal, está depois do três e antes do cinco. Representado pelo símbolo 4 (algarismos arábicos) ou IV (algarismos romanos).
region;['aniversário', 'data de nascimento', 'aniversários', 'dia natal', 'festas de aniversário'];A data em que uma pessoa nasceu.
region;['ano-luz', 'anos-luz', 'ano luz', 'anos luz', 'semana-luz', 'lightyear'];Unidade astronómica de comprimento equivalente à distância percorrida pela luz no vácuo num ano.
region;['número cardinal', 'numeral cardinal', 'cardinal', 'números cardinais', 'aritmética cardinal', 'cardinalidade'];Número usado para representar uma quantidade.
regulation;['autorização', 'autoridade', 'domínio', 'chefia', 'jurisdição', 'potência', 'senhorio', 'dominância', 'autorizado'];O poder de fazer respeitar regras e dar ordens.
relation;['conjunção', 'contudo', 'porém', 'todavia', 'mas', 'conjunção correlativa', 'conjunção gramatical'];(implica que a cláusula que se segue é contrária ao que afirma a primeira).
relation;['conjunção', 'contudo', 'porém', 'todavia', 'mas', 'conjunção correlativa', 'conjunção gramatical'];Palavra que liga duas partes de uma locução ou frase.
relation;['conjunção', 'contudo', 'porém', 'todavia', 'mas', 'conjunção correlativa', 'conjunção gramatical'];(implica que a cláusula que se segue é contrária ao que afirma a primeira).
relation;['deterioração', 'degradação', 'diminuição da qualidade'];Processo de modificação para uma condição ou estado pior.
relation;['termo mais geral', 'hypernym', 'hypernymy', 'superordenação'];Entradas num thesaurus que têm um plano semântico mais amplo que outras. Este é um termo do OmegaWiki que não é suposto ter sinónimos, mas apenas traduções.
relevant-part;['maçaneta', 'trinco', 'maçaneta da porta'];Objecto preso a uma porta, cuja rotação permite a abertura dessa mesma porta.
relevant-part;['fatia', 'rodela'];Um bocado cortado cuja espessura é pequena comparada com o seu comprimento e largura ou o seu diâmetro.
relevant-part;['lasca', 'farpa'];Fragmento afiado e cortante que se espeta num corpo sólido, geralmente de vidro, de madeira, de pedra ou similar.
relevant-part;['cílio', 'pestana', 'celha', 'cílios'];Um dos pêlos que cresce sobre a pálpebra, em torno dos olhos.
relevant-part;['umbigo', 'cicatriz umbilical', 'umbigos', 'hipótese omphalos', 'omphalos', 'omphalus', 'ónfalo'];a cicatriz onde o cordão umbilical estava ligado
simple-collection;['deterioração', 'degradação', 'diminuição da qualidade'];Processo de modificação para uma condição ou estado pior.
simple-planned-collective;['administração', 'gestão', 'direcção', 'chefe de departamento', 'estudos de gestão', 'gestores', 'gestão de negócios', 'gestão empresarial'];Gestão ou direcção dos assuntos de um escritório, negócio ou organização, público ou privado.
situation;['hipertensão', 'hipertensão arterial', 'pressão alta', 'pressão arterial elevada', 'crise hipertensiva', 'hipertensao', 'hipertensivo', 'hipertenso', 'hipertensão arterial sistêmica', 'hta', 'pressao alta', 'pressão sanguínea alta', 'pressão sangüínea alta', 'síndrome do jaleco branco', 'flebite', 'has', 'história da hipertensão arterial'];Tensão sanguínea arterial persistentemente elevada.
situation;['definição', 'definições'];Uma explicação concisa do significado de uma palavra, frase ou símbolo.
situation;['anemia', 'anêmico', 'microcitose', 'síndrome anêmica', 'anemias'];Um número de glóbulos vermelhos do sangue inferior ao normal.
situation;['chapa', 'bilhete'];Lista oficial de candidatos durante uma eleição.
situation;['domínio', 'esfera', 'área', 'campo', 'cultura', 'círculo', 'fação', 'freio', 'liça', 'orbe', 'plantação', 'pátio', 'reino', 'rédea', 'setor', 'terreiro', 'terreno', 'âmbito', 'órbita', 'ambiente', 'lugar', 'roda'];Ambiente específico ou camada social.
situation;['postura', 'andar'];Maneira de andar.
situation;['sede'];Uma necessidade fisiológica de beber.
situation;['oferta', 'licitação', 'edital', 'lance', 'lei federal nº 8666/9'];Oferta ou proposta de fornecimento de mercadorias e/ou serviços em resposta à licitação aberta por um órgão governamental.
situation;['passo', 'dançar passo'];Um avanço ou movimento feito com um pé em relação ao outro.
situation;['bagunça', 'confusão', 'mussiness'];Estado de confusão e falta de ordem.
situation;['flatulência', 'peido', 'pum', 'flato', 'gases intestinais', 'meteorismo', 'peidar', 'peidão'];Emissão de gases digestivos pelo ânus.
situation;['anarquia', 'anárquica'];Estado de uma sociedade que não tem autoridades nem um corpo governante.
situation;['resposta', 'resultado'];Uma alegação (falada ou escrita) que é feita em reacção a uma pergunta, pedido, crítica ou acusação.
situation;['mordedura', 'mordida', 'mordidas'];A ferida causada após alguém ter sido mordido.
situation;['queimadura', 'queimaduras', 'queimadura de terceiro grau', 'queimaduras de terceiro grau', 'queimadura de segundo grau', 'segundo grau gravar'];Uma ferida da pele causada pelo fogo, calor excessivo ou certos produtos químicos.
situation;['melanoma', 'melanoma maligno', 'melanomas'];Forma de cancro de pele que começa nos melanócitos.
situation;['queimadura', 'queimaduras', 'queimadura de terceiro grau', 'queimaduras de terceiro grau', 'queimadura de segundo grau', 'segundo grau gravar'];Uma ferida da pele causada pelo fogo, calor excessivo ou certos produtos químicos.
situation;['queimadura', 'queimaduras', 'queimadura de terceiro grau', 'queimaduras de terceiro grau', 'queimadura de segundo grau', 'segundo grau gravar'];Uma ferida da pele causada pelo fogo, calor excessivo ou certos produtos químicos.
