abstract-region;['सीमा'];गणित मे, सीमा एगो अईसन मान होखेला जेकर कोनो फलन ओह घड़ी पीछा करेला, जब होकर चर कोनो मान के पीछा करेला।
spatial-feature;['गीजर', 'गीज़र'];गीजर चाहे गीज़र पानी के अइसन सोता होला जेह में से गरम पानी आ भाप समय-समय पर बाहर निकले ला, अक्सर ई निकास बिस्फोट नियर होला आ बहुधा एह में समय के एगो निश्चित गैप पावल जाला। ई पृथ्वी के अंदरूनी हिस्सा के ख़ास बनावट के लोकल दसा पर निर्भर होखे लें आ ज्वालामुखी से इनहन के घनिष्ठ संबंध होला। अइसन इलाका में जहाँ धरती के भीतरी गरम हिस्सा ले पानी पहुँच जाला आ गरम हो के दबाव बनावे ला, दबाव के ख़ास लेवल तक पहुँचे के बाद पानी आ भाप फुहारा नियर या बिस्फोट के रूप में बहरें निकसे ला।
spatial-feature;['विसुवियस परबत'];विसुवियस परबत या माउंट विसुवियस इटली के नेपल्स के खाड़ी में एगो परतदार ज्वालामुखी परबत बाटे। ई प्रसुप्त प्रकार के ज्वालामुखी हवे। ई नेपल्स से लगभग 9 किमी पूरुब ओर मौजूद बाटे। ई कैम्पानियन ज्वालामुखी आर्क के कई ठे ज्वालामुखीयन में से एक हऽ। ई ज्वालामुखी एगो बड़हन चोंगा वाला परबत हवे जवना के चोटी पर एगो खूब बऽड़ काल्डेरा मौजूद बाटे।
spatial-feature;['माउंट एटना', 'etna'];माउंट एटना, इटली देस के सिसिली दीप पर मौजूद एगो ज्वालामुखी परबत बाटे। ई एगो परतदार जवालामुखी परबत हवे। वर्तमान में एकर ऊँचाई 3,329 मी बाटे, हालाँकि ई बिस्फोट के बाद बदलत रहे ले। ई इटली में आल्प्स के दक्खिन ओर मौजूद सभसे ऊँच चोटी भी हवे। ई परबत कुल 1,190 किमी2 क्षेत्रफल में फइलल बाटे आ एकरे आधार के परिधि 140 km.
spatial-feature;['मेसा', 'mesa'];मेसा एक किसिम के थलरूप हवे जेह में जमीन के कटाव अइसन होखे ला कि सपाट ऊपरी हिस्सा वाला ऊँच हिस्सा बचे ला जेकर किनारा एकदम खड़ा ढाल वाला होला। अक्सर ई अइसन इलाका में बने ला जहाँ चट्टान के कड़ेर परत ऊपर होखे आ ई अपना नीचे वाला हिस्सा के टोपी नियर सुरच्छा करे। मॆसा के छोट रूप जेह में ई गोल पहाड़ी नियर होला जेकरे चोटी पर सपाट छोट टोपी नियर हिस्सा होखे ला, बुटी कहाला।
spatial-feature;['रॉकी परबत'];रॉकी परबत उत्तर अमेरिका महादीप के पच्छिमी भाग में स्थित एगो बिसाल परबत श्रेणी बाटे। ई अल्पाइन क्रम के परबत हवे आ एकर निर्माण लारामाइन परबत निर्माण की घटना में भइल रहे। उत्तर अमेरिकी प्लेट की नीचे पच्छिम ओर से कई गो प्लेट सभ के धँसाव से बनल ई परबत के पूरुब-पच्छिम चौड़ाई भी बहुत बाटे काहें से कि ए धँसाव के कोन बहुत कम रहे। ई परबत के लंबाई में बिस्तार उत्तर दक्खिन के बाटे आ एकर कुल लंबाई लगभग 3000 मील बा।
spatial-feature;['ग्रैंड कैनियन', 'grand canyon'];ग्रैंड कैनियन अमेरिका के एरिजोना में कोलोरोडो नदी द्वारा बनावल एगो बिसाल आकार के कैनियन हवे। एह कैनियन के लंबाई 277 मील बा, चौड़ाई 18 मील तक ले बा आ ई गहिराई के मामिला में लगभग एक मील तक बाटे।
spatial-feature;['कॉकेशस परबत', 'काकेशस परबत'];कॉकेशस परबत एगो परबत तन्त्र बाटे जवन यूरेशिया महादीप में कैस्पियन सागर आ काला सागर के बीच में कॉकेशस क्षेत्र में बाटे। एकरा के तीन हिस्सा में बाँटल जाला बड़का कॉकेशस, छोटका कॉकेशस आ पारकॉकेशस। एकर सभसे ऊँच चोटी माउंट एल्ब्रूस बाटे। रूस के सोची शहर एही परबत पर स्थित बाटे जहाँ एक बेर जाड़ा के ओलंपिक भी आयोजित हो चुकल बाटे।
spatial-feature;['महाद्वीपीय शेल्फ', 'कंटीनेंटल शेल्फ', 'महादीपीय शेल्फ'];महादीपीय शेल्फ महादीप सभ के किनारे पर के अइसन हिस्सा होला जे समुंद्र में बूड़ल होला आ ई परंपरागत रूप से महादीपे के हिस्सा मानल जाला, ढाल कम होला आ एकरे ऊपर समुंद्र के गहिराई जादे ना होला. इनहन के आगे महादीपीय ढाल होला जे समुंद्र के भीतर महादीप के किनारा चाहे कगार नियर होला आ तेज ढाल वाला होला।
spatial-feature;['चोटी', 'परबत चोटी'];चोटी या परबत चोटी आमतौर पर जमीन के अइसन हिस्सा होला जवना के ऊँचाई अपने ठीक आसपास के जमीन से सबसे अधिक होखे। चोटी के इस्तेमाल अक्सर परबत के साथे होला आ ई कौनों पहाड़ या पहाड़ी के सभसे ऊँच बिंदु के खातिर कइल जाला। एकही परबत श्रेणी में कई गो परबत चोटी हो सकेली।
spatial-feature;['थम माथा'];वास्तुकला मे थम माथा केवनो थम चाहे स्तंभ चाहे पिलर के ऊपर अला भाग के कहल जाला। एही प भवन के मए भार धइल रहेला।
spatial-feature;['चोटी', 'परबत चोटी'];चोटी या परबत चोटी आमतौर पर जमीन के अइसन हिस्सा होला जवना के ऊँचाई अपने ठीक आसपास के जमीन से सबसे अधिक होखे। चोटी के इस्तेमाल अक्सर परबत के साथे होला आ ई कौनों पहाड़ या पहाड़ी के सभसे ऊँच बिंदु के खातिर कइल जाला। एकही परबत श्रेणी में कई गो परबत चोटी हो सकेली।
state;['नमी'];नमी हवा में मौजूद पानी की भाप की मात्रा के कहल जाला। एके प्रतिशत में बतलावल जाला तब एके सापेक्षिक नमी कहल जाला। १००% नमी वाली हवा के संतृप्त हवा कहल जाला आ ई बरखा या बर्फबारी करे में सक्षम होले।
subject;['टैक्सोनॉमी', 'वर्गीकरण'];टैक्सोनॉमी एगो बिज्ञान हवे जौन जीव सभ के उन्हन की गुण आ लच्छन कई आधार पर अलग-अलग श्रेणी में बाँटे के काम करे ला। स्वीडन के बनस्पति बिग्यानी कार्ल लिन्नायस के टैक्सोनॉमी के पिता कहल जाला।
subject;['गणितीय बिस्लेषण', 'गणितीय विश्लेषण'];गणितीय विश्लेषण गणित के एगो डाढ़ हऽ जेकरा मे सीमा आ होकरा से संबंध राखत सिधांत जइसे अवकलन, समाकलन, नाप, लरी आ विश्लेषणात्मक फलन के पढ़ाई होला।
subject;['बिज्ञान', 'विज्ञान'];विज्ञान या बिज्ञान, ज्ञान क एगो शाखा हवे जेवन ब्रह्माण्ड की चीजन की बारे में व्यवस्थित आ टेस्ट करे लायक व्याख्या आ भविष्यवाणी बतावेला।
subject;['गणित'];गणित मानव जीवन के बहुत महत्व वाला विषय ह| एकरा के बिज्ञान के भाषा भी कहल् जाला| विग्यान् आ तकनीकी के विकास मे गणित के सबसे अधिक योगदान बा| कई लोग् त इहो कहेला कि गणित् के विकास् ना भईल रहल् त मानव चन्द्रमा पर ना पहुच पवले रहित| इहा तक कहल जाला कि इतिहास मे युद्ध मे जीत बहुत कुछ गणित के जानकारी के स्तर से निर्धारित भैल बा|
subject;['भूबिज्ञान', 'भूगर्भ बिग्यान', 'भूगर्भशास्त्र'];भूबिज्ञान, भूविज्ञान, या भूगर्भशास्त्र पृथ्वी बिज्ञान के एगो शाखा बाटे जेवन पृथ्वी के भीतरी हिस्सा के पढ़ाई आ रिसर्च करे ला। मुख्य रूप से ई पृथ्वी के भीतर के चट्टान आ उन्हन के प्रकार, समय आ कौनों क्षेत्र में बिस्तार के अध्ययन करे ला।
subject;['पृथ्वी बिज्ञान', 'पृथ्वी विज्ञान', 'पृथ्वी शास्\u200dत्र'];पृथ्वी विज्ञान ज्ञान क अइसन शाखा हवे जेवना में पृथ्वी क अध्ययन कइल जाला। ई भूगोल, भूगर्भशास्त्र, मौसम विज्ञान इत्यादि विषयन क एकट्ठा रूप हवे।
subject;['जीव भूगोल', 'जैव भूगोल'];जैव भूगोल भूगोल क शाखा हवे जेवन पृथ्वी पर जीवजन्तु आ उनहन कि प्रजाति की बिस्तार आ समय कि संघे ए बिस्तार की रूप में होखे वाला बदलाव क पढ़ाई करे ला। संछेप में ई एह बाति क पता लगावेला कि कौनो जीवजन्तु या पौधा का प्रजाति कवना भौगोलिक क्षेत्र में काहें पावल जाला आ काहें ना पावल जाला।
subject;['मौसम बिज्ञान'];मौसम बिज्ञान एगो अइसन बिज्ञान हवे जेवना में मौसम आ एह से जुड़ल चीजन क पढ़ाई आ खोज कइल जाला।
subject;['भूगोल', 'भुगोल'];भूगोल या भुगोल एगो बिज्ञान आ पढ़ाई के बिसय हउवे जवन पृथ्वी के अलग-अलग जगह भा क्षेत्र में पावल जाये वाला भौतिक आ जैविक घटना आ प्रक्रिया से बनल प्राकृतिक पर्यावरण, आ मनुष्य के एह पर्यावरण के साथ संबंध से उपजल मनुष्य के रहन-सहन के तरीका आ मानवीय पर्यावरण के बर्णन, अध्ययन आ व्याख्या करे ला। सबसे पहिले ज्याग्रफिया शब्द के प्रयोग यूनानी बिद्वान इरेटोस्थेनीज कइलें। इतिहासी रूप से भूगोल बिसय के अध्ययन के क्षेत्र सबसे पहिले बिबिध प्रकार के चीजन के धरती पर बितरण के बर्णन से शुरू हो के उनहन के स्पेशियल एनालिसिस ले पहुँचल, मनुष्य-पर्यावरण संबंध के बिबिध रूप के अध्ययन एकर बिसय बनल, क्षेत्र या प्रदेश के अध्ययन के बिसय के रूप में एकर प्रतिष्ठा भइल, पृथ्वी बिज्ञान के बिबिध बिसय पर रिसर्च कइल भी एकर काम रहल आ अब आधुनिक समय में भूगोल एगो अइसन बिसय के रूप में स्थापित बाटे जवन पृथ्वी आ एह पर निवास करे वाला मनुष्य के बीच के संबंध के सगरी पहलू के अध्ययन जगह आ क्षेत्र के संदर्भ में करत बा। आज भूगोल के मतलब खाली ई नइखे कि कवन चीज कहाँ पावल जाला बलुक इहो बा कि पृथ्वी के अलग-अलग हिस्सा में आज जवन रूप देखे के मिलत बा ऊ कइसे बनल आ एह में होखे वाला बदलाव के दिसा का बा। भूगोल के दू गो बड़हन शाखा में बाँटल जाला, भौतिक भूगोल आ मानव भूगोल, आ वर्तमान समय में एगो आधुनिक शाखा पर्यावरण भूगोल या इंटिग्रेटेड भूगोल बिकसित भइल बा जे एह दुन्नों शाखा के बिचा में सहयोग आ सामंजस्य से बनल बाटे। भूगोल से उपजल या एकर सहायक बिसय के रूप में रिमोट सेंसिंग, भूसूचना विज्ञान, जी॰आइ॰यस॰ आ कार्टोग्राफी बाड़ें। वर्तमान में भूगोल, इस्कूल से लेके डिग्री कालेज आ इन्वार्सिटी तक में पढावल जाये वाला मशहूर बिषय बा। भूगोल के बिद्वान या भूगोल पढे-पढ़ावे वाला लोग के भूगोलवेत्ता कहल जाला। == नाँव == भूगोल शब्द संस्कृत भाषा के हउवे जेकर अर्थ होला गोल आकार के धरती। प्राचीन काल में ज्योतिष विज्ञान में ब्रह्मांड के कल्पना दू गो गोला के रूप में कइल गइल रहे — खगोल आ भूगोल, अउरी ई मानल जाय कि बड़का गोला खगोल के ठीक बीचोबीच में छोटका गोला पृथ्वी स्थित बा। बाद में यूरोपीय शिक्षा के सिस्टम के भारत में प्रचलन होखले पर एगो ज्ञान के बिसय के रूप में के ज्याग्रफी Geography नाँव के ज्ञान के शाखा भा बिज्ञान के हिंदी में भूगोल कहल जाये लागल। अंगरेजी के ज्याग्राफी शब्द खुदे यूनानी भाषा के दू गो शब्द, "ज्या" मतलब "पृथ्वी" अउरी "ग्राफी" मतलब "वर्णन कइल", से मिल के बनल बाटे जवना के शाब्दिक अरथ भइल "पृथ्वी के वर्णन"। ज्याग्रफी शब्द के सबसे पहिले प्रयोग इरेटोस्थेनीज नामक यूनानी बिद्वान कइलन। एही से आ उनकी एह विषय में महत्व वाला योगदानन के वजह से उनके "वैज्ञानिक भूगोल के पिता" कहल जाला। भूगोल के अन्य दुसरा अरथ में होखे वाला इस्तेमाल में बा: कौनों जगह या क्षेत्र के भूगोलीय स्थिति आ संरचना के ओह जगह के भूगोल कह दिहल जाला, आ कौनों जगह के भूगोलीय बिबरण या ओह जगह पर लिखल किताब या बिबरण के भी भूगोल कहल जाला। == परिचय == परम्परागत रूप से भूगोलवेत्ता लोग के नक्शानवीस के रूप में देखल जाला जे पृथ्वी के जगह आ जगहन के नाँव आ संख्या के अध्ययन करे लें। हालाँकि, एगो भूगोलवेत्ता के मुख्य काम ई नाही बाटे। भूगोलवेत्ता लोग घटना आ प्रासेस सभ के जगह आ समय के साथ बदलाव के अध्ययन करे ला आ मनुष्य आ ओकरे प्राकृतिक पर्यावरण के बीच होखे वाली क्रिया-प्रतिक्रिया के अध्ययन भी करे ला। "स्पेस" यानि स्थान या जगह कौनों-न-कौनों तरीका से बहुत सारा चीजन पर आपन परभाव डाले ला आ जलवायु, पेड़-पौधा आ जीव-जंतु से ले के अर्थव्यवस्था आ सेहत जइसन चीज के परभावित करे ला. एही कारण भूगोल, जेकर मुख्य बिसय स्पेस बाटे, एगो इंटरडिसिप्लिनरी बिज्ञान के रूप में बा। भूगोल के ई इंटरडिसिप्लिनरी सुभाव भौतिक आ मानवीय चीजन के बीच के संबंध आ एह से उपजे वाला पैटर्न सभ के अध्ययन के कारण बा।एगो ज्ञान के बिसय के रूप में भूगोल के दू शाखा में बाँटल जाला:मानव भूगोल आ भौतिक भूगोल। पहिला, मुख्य रूप से आदमी के बनावल पर्यावरण पर धियान देला आ एह बात के खोज में रूचि लेला कि कइसे मनुष्य अपने आसपास के स्पेस के निर्माण करे ला, देखे ला, मैनेज करे ला, आ परभावित करे ला।दूसरी शाखा में अध्ययन के बिसय मुख्य रूप से भौतिक घटना आ जैविक घटना आ प्रासेस से बनल प्राकृतिक पर्यावरण के तत्व सभ के अध्ययन होला आ ई खोज कइल जाला कि कइसे जीव-जंतु, जलवायु, माटी, पानी, आ थलरूप आपस में क्रिया-प्रतिक्रिया कइ के प्राकृतिक पर्यावरण बनावेलें आ एह में स्पेस के कॉ भूमिका होले। एह दुन्नों तरीका या अप्रोच बीच के अंतर के कारण एगो नया तिसरी शाखा उपजल, पर्यावरण भूगोल जवन भौतिक आ मानव भूगोल के कंबाइन कइ के पर्यावरण आ मनुष्य के बीच के क्रिया-प्रतिक्रिया के अध्ययन करे ले।इतिहासी रूप से बिबरण करे वाला भूगोल के भी दू गो प्रमुख अप्रोच रहल बाड़ें। जब भूगोल में कौनो एगो तत्व चुन के ओकर पूरा पृथ्वी पर अध्ययन कइल जाला, मने कि ऊ तत्व पूरा पृथ्वी पर कहाँ-कहाँ आ केतना मात्रा में पावल जाला एह बात के अध्ययन कइल जाला तब एके क्रमबद्ध भूगोल कहल जाला। एकरी ठीक उल्टा, जब कौनो जगह चाहे क्षेत्र चुन के ओकरी अन्दर पावल जाये वाला सब तत्व क अध्ययन कइल जाला तब ओके क्षेत्रीय भूगोल या प्रादेशिक भूगोल कहल जाला। == शाखा == भूगोल के दू गो मुख्य शाखा हवे। जब कौनो प्राकृतिक तत्व जैसे ऊंचाई, तापमान, बारिश, बनस्पति इत्यादि के अध्ययन कइल जाला त ओके भौतिक भूगोल कहल जाला आ जब कौनो मानवीय चीज क अध्ययन जैसे कि जनसंख्या, भाषा, धर्म, शहर, कृषि, व्यापार इत्यादि क अध्ययन कइल जाला त ओके मानव भूगोल कहल जाला। === भौतिक भूगोल === भौतिक भूगोल पृथ्वी पर होखे वाली भौतिक आ प्राकृतिक क्रिया सभ के अस्थान की संदर्भ में अध्ययन करेला। ई पृथवी की जमीनी हिस्सा मने स्थलमंडल, एकरी चारों ओर गैस से बनल वायुमंडल, पृथ्वी पर पावल जाए वाला पानी क बिसाल भण्डार समुद्र, मने जलमंडल, आ पृथिवी पर पावल जाए वाला जीव जंतु से बनल जैवमंडल की रचना आ काम कइले की तरीका क अध्ययन करे ला। भौतिक भूगोल के कई गो बड़हन उपशाखा में बाँटल जा सकेला जेवना में मुख्य बा: === मानव भूगोल === मानव भूगोल भूगोल क एगो अइसन शाखा हवे जेवन मनुष्य की क्रिया कलाप आ ओ सगरी चीजां के अध्ययन करे ले जेवन कौनों अस्थान या क्षेत्र की मानव समाज के बनावे में महत्व वाला होलिन। एही से एह शाखा में मनुष्य, ओकर जनसंख्या, ओकर बस्ती, समाज, संस्कृति इत्यादि सभ चीज का बर्णन आ व्याख्या होले। मानव भूगोल के भी कई गो उपशाखा बा जवना में प्रमुख बाड़ी कुल: भूगोल की एह शाखा में इतिहास में कई तरह क अप्रोच विकसित भइल बा जेवन अलग अलग समय में एकरी बिचारधारा पर हावी रहे: बेहवारवादी भूगोल नारीवादी भूगोल संस्कृति सिद्धांत जियोसोफी === पर्यावरण भूगोल === पर्यावरण भूगोल पर्यावरण के दसा, पर्यावरण के काम करे के तरीका, आ पर्यावरण आ तकनीकी ज्ञान वाला आर्थिक मनुष्य के बीच संबंधन क अध्ययन, जगह आ समय की संदर्भ में करे वाला बिज्ञान हवे। ई भूगोल क एगो अइसन शाखा हवे जेवन एक तरह का संश्लेषणात्मक विज्ञान हवे आ एके इंटीग्रेटेड भूगोल की रूप में भी जानल जाला। भूगोल क ई शाखा एक तरह से भौतिक भूगोल आ मानव भूगोल की अध्ययन क्षेत्र में दूरी कम कइला क काम करे ला| भूगोल हमेशा से मनुष्य आ मनुष्य के पर्यावरण की अध्ययन के अस्थान आ समय की संदर्भ में करत रहल बाटे। हालाँकि, 1950 से 1970 की दौर में भौतिक भूगोल आ मानव भूगोल कि बिचा में दूरी बढ़ल आ एही से भूगोल क पर्यावरण की पढ़ाई से कुछ दूरी बन गइल जेवना कारन ए दौर में पर्यावरण क झंडाबरदार जीव विज्ञानी लोग रहि गइल रहे। बाद में तंत्र विश्लेषण आ इकोलोजिकल उपागम की महत्व के भूगोल में तेजी से बहुत तेजी से मान बढ़ल आ पर्यावरण भूगोल, भौतिक अउरी मानव भूगोल की बिचा में एगो बहुआयामी संश्लेषण की रूप में आगे आइल। == मानचित्रकला == कार्टोग्राफी या मानचित्र विज्ञान या नक्शानवीसी एगो विज्ञान आ कला हवे जेवन नक्शा बनावे की विधि आ तरीका क अध्ययन करेला। == रिमोट सेंसिंग == रिमोट सेंसिंग अइसन प्रक्रिया हवे जेह में धरती के सतह से ऊपर कुछ दूरी पर मौजूद कौनों यंत्र से पृथ्वी के कौनों हिस्सा के बारे में जानकारी हासिल कइल जाला। ई यंत्र कैमरा या सेंसर हो सके ला, आ रिमोट सेंसिंग के उत्पाद के रूप में हवाई फोटो या उपग्रह इमेज के इस्तेमाल जीवन के बिबिध क्षेत्र में हो सके ला। == जीआइएस == भूगोलीय जानकारी सिस्टम अइसन सिस्टम होला जेह में भूगोलीय आँकड़ा के कैप्चर, सहेज के रक्खल, मैनिपुलेशन, एनालिसिस, प्रबंधन, क्वैरी आ प्रेजेंटेशन कइल जा सके ला। एकर अध्ययन करे वाला बिज्ञान जीआइसाइंस कहाला आ जियोइन्फार्मेटिक्स के उपशाखा हवे। जीआइएस के मुख्य कंपोनेंट खासतौर से भूगोलीय भा स्पेशियल आँकड़ा खातिर डिजाइन कइल साफ्टवेयर आ एप्लीकेशन होखे लें। वेब जीआइएस आ वेब मैपिंग के अक्सरहा पर्यावाची के रूप में इस्तेमाल होला। वास्तव में वेब जीआइएस के मतलब बा वेब ब्राउजर के जरिये जीआइएस के डेटा तक पहुँचल आ एनालिसिस कइल आ अपना जरूरत आ पसऽन अनुसार नक्सा बनावल। वेब आधारित अइसन नक्शा बनावल खाली भर वेब कार्टोग्राफी के काम ना हवे बलुक एह में ई चीज भी सामिल बा कि नकसा में का देखावल जाय आ कइसे देखावल जाय ई कुछ हद तक बीछे के सुबिधा नक्शा पढ़े वाला के भी होला। कहे के मतलब कि वेब आधारित नक्सा कौनों फाइनल प्रोडक्ट ना हवे बलुक एह में उपभोक्ता के सहभागिता भी होला। == प्रमुख भूगोलवेत्ता लोग == इरैटोस्थेनीज — पृथ्वी के साइज के गणना करे वाला पहिला बिद्वान रहलें। स्ट्रैबो
subject;['पुरातत्व बिज्ञान', 'पुरातत्त्व'];पुरातत्त्व पुराना वस्तु अउर घटना का विज्ञान बा।
subject;['इकोलॉजी', 'पर्यावरण बिज्ञान', 'इकॉलॉजी', 'इकोलाजी', 'पर्यावरण विज्ञान', 'पारिस्थितिकी'];पर्यावरण बिज्ञान एगो नया जमाना क बिज्ञान हवे जेवना में पर्यावरण कइसे काम करेला, मनुष्य आ पर्यावरण क संबंध का बा, आ पर्यावरण के मनुष्य कइसे नुकसान पहुँचावत बा आ एकर कइसे मैनेजमेंट कइल जा सकेला, एही कुल क अध्ययन कइल जाला।
subject;['इकोलॉजी', 'पर्यावरण बिज्ञान', 'इकॉलॉजी', 'इकोलाजी', 'पर्यावरण विज्ञान', 'पारिस्थितिकी'];इकोलाजी या पारिस्थितिकी में जीवधारी सभ आ उनहन के अपने पर्यावरण की साथे क्रिया-प्रतिक्रिया क अध्ययन आ बैज्ञानिक बिस्लेषण कइल जाला। ए बिज्ञान के पर्यावरणीय जीव बिग्यान भी कहल जाला। मुख्य रूप से इ बिग्यान कौनो आस्थान की पर्यावरण के एगो सिस्टम मान के ओकर अध्ययन करे ला।
subject;['आकृति बिज्ञान'];आकृति बिज्ञान जीव बिज्ञान क एगो शाखा हवे जेवना में जीवधारिन की शरीर आ अंग की आकृति क अध्ययन कइल जाला।
subject;['जंतु बिज्ञान'];जंतु बिज्ञान या प्राणी बिज्ञान जीव बिज्ञान क एगो शाखा हवे जेवन जंतु जगत के सगरी जीवधारी सभ, मने कि जानवरन के जीवन के अध्ययन करे ला। एह अध्ययन में जानवर सभ के शरीर के संरचना, भ्रूणबिज्ञान, क्रमबिकास, बर्गीकरण, आदत, आ बिस्व में बितरण इत्यादि सामिल बाड़ें आ अइसन खाली जिंदा जानवरन खाती ना बलुक ओह जानवरन के बारे में भी अध्ययन होला जे बिलुप्त हो चुकल बाड़ें। एह में इहो अध्ययन कइल जाला कि जानवर सभ अपना इकोसिस्टम से कवना तरीका से क्रिया-अंतरक्रिया करे लें।
subject;['बनस्पति बिज्ञान'];बनस्पति बिज्ञान जीव बिज्ञान क शाखा हवे जेवना में बनस्पति क अध्ययन होला।
subject;['कंप्यूटर बिज्ञान', 'कंपूटर बिग्यान', 'कंपूटर बिज्ञान', 'कंप्यूटर विज्ञान', 'कम्प्युटर बिज्ञान', 'कम्प्युटर विज्ञान', 'कम्प्यूटर बिज्ञान', 'कम्प्यूटर विज्ञान', 'संगणकशास्\u200dत्र'];कंप्यूटर विज्ञान कंप्यूटर की बारे में पढ़ाई करे वाला विज्ञान हवे।
subject;['आर्थिक भूगोल'];आर्थिक भूगोल भूगोल के एगो शाखा हउवे। जेहमा मानव के अलग-2 आर्थिक क्रियाकलापन कै अध्ययन भूगोलीय संदर्भ में करल जाला।
subject;['प्लेट टेक्टॉनिक्स', 'प्लेट', 'प्लेट टेक्टानिक', 'प्लेट टेक्टोनिक्स', 'प्लेट टैक्टॉनिक्स'];प्लेट टेक्टॉनिक्स भूगोल आ भूगर्भ बिग्यान से जुड़ल एगो संकल्पना बाटे जेवना में पृथ्वी पर होखे वाला टेक्टॉनिक क्रिया, मने कि हलचल से संबंधित अध्ययन कइल जाला। पृथिवी के अंदरूनी बनावट के अध्ययन से ई पता चले ला कि एकरे मैंटल में उपरी हिस्सा में एगो अइसन परत पावल जाले जे आधा-पघिलल परत के नियर बा आ ई एस्थेनोस्फीयर कहाला। एही एस्थेनोस्फीयर के ऊपर के परत, जेह में पृथ्वी के क्रस्ट आ मैंटल के कुछ हिस्सा शामिल बा, लिथास्फीयर कहाला जे कई बिसाल टुकड़ा में बँटल बाटे। एह बिसाल टुकड़ा सभ के प्लेट कहल जाला आ इनहने के गति के अध्ययन प्लेट टेक्टॉनिक्स हवे।
subject;['भूआकृति बिज्ञान', 'भू आकृति बिज्ञान', 'भू आकृति विज्ञान', 'भूआकृति विज्ञान'];भूआकृति बिज्ञान भूगोल के शाखा बा जवन पृथ्वी के सतह पर मौजूद आकृति, मने थलरूप आ समुद्री ऊँचाई निचाई से बनल आकृति सभ, के बनले के आ उनहन में होखे वाला बदलाव सभ के अध्ययन करे ला।
subject;['हाइड्रोलाजी', 'हाइड्रोलॉजी'];हाइड्रोलॉजी चाहे जलबिज्ञान बिज्ञान के शाखा हवे जेह में पृथ्वी पर पानी के बिस्तार, आवाजाही, बितरन, आ मैनेजमेंट के अध्ययन कइल जाला। एह बिज्ञान में जलचक्र, जल संसाधन, आ पर्यावरण में पानी के बेसिन आ वाटरशेड अनुसार अध्ययन प्रमुख बिसय बाड़ें।
subject;['क्लासिकल मैकेनिक्स', 'चिरायत बरबिद्या'];चिरायत बरबिद्या आँखि ले देखे जा सके वाला बस्तू के गति के बरनन करेला।
subject;['अंग रचना बिज्ञान', 'शारीर रचना बिज्ञान'];अंग रचना बिज्ञान या शरीर रचना बिज्ञान जीवधारिन की शरीर की बिभिन्न अंग की रचना क अध्ययन करे ला।
subject;['कानून शास्त्र', 'jurisprudence', 'ज्यूरिसप्रूडेंस', 'विधि शास्त्र', 'विधिशास्त्र'];कानून शास्त्र कानून के ज्ञान, कुशलता आ ओकरे सिद्धांत के अध्ययन करे वाला बिसय बाटे। शब्द, कानून शास्त्र, अंग्रेजी के ज्यूरिस्प्रूडेंस शब्द के अनुबाद हवे। अंग्रेजी के ज्यूरिस्प्रूडेंस शब्द खुद लातीनी भाषा के ज्यूरिस आ प्रूडेंशिया से बनल बाटे।
subject;['मेथडोलॉजी', 'परनाली'];मेथडोलॉजी कौनों अध्ययन के शाखा में इस्तेमाल होखे वाला बिधि चाहे तरीका सभ के बेवस्थित आ सैधांतिक बिस्लेषण हऽ। अलग-अलग बिसय सभ में रिसर्च करे खातिर अलग-अलग किसिम के तरीका सभ के इस्तेमाल होला, एह तरीका सभ के बारे में डिटेल में आ बेवस्थित ढंग से सैद्धांतिक बिस्लेषण ओह बिसय के रिसर्च मेथडोलॉजी हवे।
