abstract-region;['多項式'];多項式，零或單項式之和也。
political-geographic-object;['米蘭'];米蘭者，義大利西北之大邑也。
political-geographic-object;['臺北市', 'taïpei', '北市', '台北市'];臺北市者，中華民國之京，亦為直轄市也。
political-geographic-object;['那霸市', 'naha'];那霸市，日本之市也，今為沖繩縣之治所。
political-geographic-object;['瓦爾帕萊索', 'valparaiso', '瓦尔帕莱索'];瓦爾帕萊索（西班牙语：Valparaíso，西語之謂「天堂谷」也）在太平洋岸，智利國法都也（國會之所在）、是為瓦爾帕萊索省Valparaíso Province首府、瓦爾帕萊索大區首府。
political-geographic-object;['伊斯坦布爾', '伊斯坦堡'];伊斯坦堡者，土耳其至大之邑也。
political-geographic-object;['紐約市', '纽约市'];紐約市，在美國東岸，為其國要邑。
political-geographic-object;['巴西', 'brasil'];巴西聯邦共和國，居南美洲，東臨大西洋。
political-geographic-object;['魁北克省', 'québec'];魁北克，加拿大一省也，蓋印第安人峽灣之謂。
political-geographic-object;['威尼斯'];威尼斯，水鄉也，在意大利東北。
political-geographic-object;['德克薩斯州', 'téxas'];德克薩斯州，或曰德州，別號孤星州。
practice;['羅馬治世', 'pax romana', '羅馬和平', '羅馬霸權'];夫羅馬治世（Pax Romana）者，謂羅馬雄霸地中海，法治休明、文教昌盛、四夷賓服、境內昇平之世也。
qualitative-role;['成本'];成本，物力之費所以致物者也。
quality;['紫'];赤、黑二色相合爲紫。
quality;['真言宗', 'shingon'];真言宗者，日本佛教宗派也，亦曰密教。
quality;['蔚藍'];蔚藍，今言青天、碧海之色。
quality;['距', '距離'];距，相去之遠近也。
quality;['金本位'];金本位，幣法也。
quality;['龍翻'];龍翻，九法之一也。
quality;['宗教'];宗教者，以神道設教而立誡約，使人崇信者也。
quality;['度量衡'];度量衡者，稱物之制也。
quality;['國內生產總值', 'gdp', '內地總產品', '國內生產毛額', '國內總生產', '國內總生産', '國內總產品', '本地生產總值'];國內生產總值，一時之內，一域勞作之人所產成貨服務之市價者也。
quality;['酸鹼度'];酸鹼度者（西文曰：pH），酸鹼之準也。
quality;['藍'];藍，染艸也，可以染青色，故爲青之母也。
quality;['回教', '伊斯兰教', '伊斯蘭徒', '伊斯蘭教', '伊斯蘭教徒'];回教，正名伊斯蘭教，與佛教、基督教並列當世三大教，肇自先知穆罕默德錄安拉之言，授啟弟子，遂成古蘭經，今廣播五洲，千四百年矣。
quality;['猶太教'];犹太教（ 希伯來文יהדות）者，或稱挑筋教、藍帽回回、一賜樂業教等，猶太人國教也。
quality;['質量'];質量，物質之性也。
quality;['綠'];青黃二色相合爲綠。
quality;['全等'];所謂二圖形之全等，言其同形狀而同小大；換言之，適變換之，可相疊而重合，此謂「變換」可含平移、旋轉、鏡射。
quality;['無限'];無限者，無界限也。
quality;['相似'];所謂二圖形之相似，言其同形狀也；換言之，適變換之，可相疊而重合，此謂「變換」，縮放、平移、旋轉、鏡射也。
quality;['白'];白，亦曰素，物無色之相也。
quality;['黑'];黑，亦曰烏，即無光入目，白之反也。
quality;['赤'];赤，火色也。
quality;['黃'];黃，地之色也。
quality;['基督教', '基督舊教'];基督教，耶穌基督之教也。
region;['公頃', '𡩛', '𡪸'];公頃，所以計面積，萬國公制也，可並用。
region;['萬國公制', '國際單位制'];萬國公制，簡稱公制，或稱國際單位制，乃諸國共用之度量衡也，取十進制以計。
region;['〇', '0', '零'];〇者，表虛無、虛空之整數也。
region;['複數', '虛數'];複數者，虛實相合之數也。
region;['絕對值'];絕對值者，數與原點其距也，無負，單字曰模。
region;['牛頓', 'n', 'newton', '牛頓（單位）'];牛頓（英文：Newton，數學作：N）者，力之衡也。
region;['伏特'];伏特者，所以計電壓之大小也。
region;['分數', '有理數'];分數，整數之比也，亦曰有理數。
region;['質數', '素數'];質數，亦曰素數。
region;['整數'];整數，自然數及其負也。
region;['實數'];加減乘除之法，列在符號之前，被動之數，古稱實數，單稱實。
region;['公斤', 'hg', 'kg', 'mg', 'tg', '千克', '噸'];公斤，又作千克、兛，日本亦云瓩，萬國公制之衡也。
region;['代數數', '無理數', '超越數'];代數數者，整數多項式之根也。
region;['公尺', 'm', '粎'];公尺者，萬國公制之度也，以計物之方長，以其西來，為巴黎子午線半長距之千萬分之一，今以為光之秒行折二億九千九百七十九萬二千四百五十八取其一。
region;['新臺幣', '新台幣'];新臺幣，為臺灣法定通貨。
region;['九', '0', '9', '玖'];九者，整數也。
region;['十', '10', '拾'];十者，整數也。
region;['三', '3', '叁'];三者，整數也。
region;['二', '2', '貳'];二者，整數也。
region;['八', '8', '捌'];八者，整數也。
region;['光年'];光年，光年行之遠也，今以為單位，蓋述迢迢之遠爾。
region;['摩爾'];摩爾者，一譯莫耳，記作mol，乃物量之單位，謂所含基本微粒之數也。
region;['因數'];因數者，數之因子也。
region;['序數'];序數者，次序之數也。
region;['基數'];基數者，集之大小也。
region;['原子序'];原子序者，原子之質子數也。
region;['一', '1', '壹'];一者，元也，道之始也。
region;['弧度', '弳度'];弧度，又曰弳度，角之度也。
region;['日（曆法）'];日，即早並晚矣。
regulation;['人權'];人權者，或謂自然權利也。
regulation;['能量守恆律'];能量守恆律，物理學之法也。
relation;['倒數'];凡數除一，謂曰倒數。
relation;['映射', '一一對應', '函數', '單射', '滿射', '關數', '雙射'];映射，或曰函數，東瀛謂之關數，運算之抽象也。
relation;['映射', '一一對應', '函數', '單射', '滿射', '關數', '雙射'];映射，或曰函數，東瀛謂之關數，運算之抽象也。
relation;['海拔', 'altitude'];海拔者，地與海平面之高差也，常以均海平面為準量。
relation;['三角函數', '正弦', '餘弦'];三角函數，勾股弦與角之繫也。
relation;['海平面', '海面'];海平面為海之均高也。
relation;['東', '東方'];東，日出向也。
relation;['斜率'];斜率者，線之正切也，亦線之高除以進，記曰
relevant-part;['發翔羽', 'flight feather', '撥風羽', '舵羽', '風切羽', '飛羽'];發翔羽，亦曰撥風羽、風切羽，鳥之翼尾羽也，狀長實。
relevant-part;['氍毹'];氍毹或曰毾㲪，一織物也，常鋪置於地。
relevant-part;['頂點'];頂點者，有角於其上之點也。
set;['拓撲空間', '拓撲'];拓撲空間，開集之所也。
set;['交換群', '阿貝爾群'];交換群者，乘法合交換律之群也，亦曰阿貝爾群。
set;['區間'];區間者，兩數之間也。
set;['度量空間', '度量'];度量空間，度量之所也。
set;['群'];群者，對稱性之抽象，今代數之本也。
set;['子集'];子集者，集中之集也。
set;['歐氏幾何', '歐幾里德幾何'];歐氏幾何，歐几里得始創也。
simple-collection;['星座'];星座者，恒星之組合也。
simple-collection;['北斗七星'];北斗七星，曰天樞、天璇、天璣、天權、玉衡、開陽、瑤光。
simple-collection;['有序對'];有序對者，先後有序之對也。
simple-collection;['希臘神話'];希臘神話者，古希臘之世，口傳冊載諸鬼神、英雄之異事也。
simple-collection;['宇宙', '本宇宙'];凡四面八方者，宇也，古今往來者，宙也。
simple-collective;['勞工階級', '無產階級'];勞工階級者，以馬克思恩格斯之學，蓋與資產階級相競，而卒傾覆資本主義、克成社會主義之民等也。
simple-collective;['勞工階級', '無產階級'];無產階級，又作普羅，拉丁言Proletarius，初云大秦之底層，近世卡爾·馬克思沿用之，以名失生計之勞工也。
simple-collective;['階級'];階級，謂民等也。
simple-collective;['市場'];市場也者，原人相取所需，互換所得之處也。
situation;['壟斷'];壟斷者，榷也，獨攬也。
situation;['切腹'];切腹，日本武士自戕之法也，以脇差屠腹。
situation;['有理化'];有一根式，有理化之，使其分母無根式也。
situation;['近視'];近視者，累目久患之疾也，物近視漸清，處遠則形虛。
situation;['過動症'];過動症，一名多動症，西名ADHD，童稚之心病耳。
situation;['牛糞'];是題本作Bullshit。
situation;['方程'];含天元之等式者，是謂方程，亦曰方程式。
situation;['瘛瘲'];瘛瘲，筋脈相引而急之病也。
situation;['筮', '卜'];筮者，古之謂卜祝事也。
situation;['怔忡'];怔忡或曰驚悸，病也。
situation;['化學式'];化學式者，表原子、化合物之式也，以化學符號、號碼、或括號、破折號、大括號、正(+)、負(-)表之。
situation;['符節'];符節者，所以示其信也。
situation;['齇'];齇，鼻上之皰也，乃一皮膚病。
situation;['二項式定理'];二項式定理者，以究項之拆解也
situation;['西里爾字母'];西里爾字母，或名曰基利爾字母、基立爾字母（俄語：Кирилли́ческий алфави́т或кири́ллица，轉寫：Kirilličeskij alfavit或kirillica），為斯拉夫語族語言所用之字母書寫系統。
situation;['一元二次方程'];元數一而次數二之方程，是謂一元二次方程。
situation;['不寐'];不寐者，夜不能寐也。
situation;['癌'];癌，重疾也。
situation;['燠暍'];燠暍或曰傷暑，一症也。
situation;['甑帶瘡'];甑帶瘡者，又云纏腰龍、纏腰火龍、纏腰火丹。
situation;['色盲', '色弱', '道爾頓症'];色盲者，辨色之疾也。
situation;['公理'];公理者，恆為真命題是謂，並為演繹他者之始也。
situation;['公理'];公理者，恆為真命題是謂，並為演繹他者之始也。
situation;['憲法'];憲法，一名憲典，國之大法，亦母法也，適用於全民，所以楷定國體、民權及諸官制者也。
situation;['天氣預報'];天氣預報者，觀天象，攷地理，參水文而卜也。
situation;['自斷', 'autotomy', 'self amputation', '自切', '自割', '自身分裂'];自斷者，言動物自斷其肢以求生也。
situation;['安樂死'];安樂死，語本自希語Ευθανασία，譯言善終。
situation;['人口'];人口者，研民生之學也。
situation;['阿拉伯字', '回字', '天方字', '天方字母', '阿拉伯字母'];阿拉伯字（أَبْجَدِيَّة عَرَبِيَّة‎‎），亦名天方字、回字者，初為阿拉伯語所書也，今則奉回教處多以之為文，若維吾爾文、波斯文、烏爾杜文然。
situation;['薛定諤方程', '薛丁格方程', '薛定鍔方程'];乎量子之中，薛定諤方程者，量子力學之基礎方程也，述物理系統之量子態隨時之變，以其發表者奧地利物理學家埃爾溫·薛定諤之名名之。
situation;['氓'];氓者，民之失其所處者也。
situation;['傷害'];傷害，傷人身，壞品物也。
situation;['市場'];市場也者，原人相取所需，互換所得之處也。
social-relationship;['友'];友者，知己之人也，列於五倫。
social-role;['貴金屬'];貴金屬，黃金，白銀，白金三者之謂也。
social-role;['資本'];資本者，以鄙俚計學言之，資產而一己所持，為生財所用者也。
socially-constructed-person;['科爾蒂斯', '科爾特斯', '荷南·科爾蒂斯'];荷南·科爾蒂斯（西班牙文：Hernán Cortés），西班牙埃斯特雷馬杜拉人也，世為貴族，一四八五年生。
socially-constructed-person;['路易十四'];路易十四者法語：Louis XVI ，法國王也。
socially-constructed-person;['巴赫', '巴哈', '約翰·塞巴斯蒂安·巴赫'];巴赫（Johann Sebastian Bach），德意志圖林根艾森納赫人也，公曆一六八五年三月廿一日生，世工樂理。
socially-constructed-person;['貝多芬', '路德維希·范·貝多芬'];貝多芬（Ludwig van Beethoven），波恩人也，一七七零年十二月十七日生。
socially-constructed-person;['蕭邦'];蕭邦，波蘭澤拉佐瓦沃拉人也，西元一八一零年三月一日生。
socially-constructed-person;['巴斯特', 'louis pasteur'];路易巴斯特，法國多勒人也。
socially-constructed-person;['甘地', '聖雄甘地'];甘地，印度波班達人。
socially-constructed-person;['邱吉爾', '丘吉爾', '丘吉爾爵士', '邱吉爾爵士'];邱吉爾爵士，英國牛津郡胡士托人也，一八七四年十一月三十日生。
socially-constructed-person;['希特勒', '阿道夫·希特勒'];阿道夫希特勒（Adolf Hitler），希特勒氏，名阿道夫，奧匈帝國布勞瑙人也，後入德意志國籍。
socially-constructed-person;['查理曼', '查理大帝'];羅馬帝查理一世（拉丁文：Karolus Magnus），嘉洛林氏。
socially-constructed-person;['天皇'];天皇，日本國主也。
socially-constructed-person;['真菌', 'fungi'];真菌者，小至酵母菌，大至菇、靈芝，皆屬其類。
socially-constructed-person;['哥倫布', '閣龍'];哥倫布，義大利熱那亞人也，一四五一年生。
socially-constructed-person;['達文西'];里安納度達文西，又譯列奧納多達芬奇（義大利文︰Leonardo da Vinci），義大利佛羅倫斯文西鎮人也，一四五二年四月十五日生。
socially-constructed-person;['莎士比亞'];威廉莎士比亞，不列顛雅芳河畔斯特拉特福人也。
socially-constructed-person;['笛卡兒', '笛卡爾'];勒奈·笛卡兒（René Descartes)，法國圖賴訥人也，一五九六年三月卅一日生。
socially-constructed-person;['莫扎特', '沃爾夫岡·阿瑪多伊斯·莫扎特'];莫扎特（Wolfgang Amadeus Mozart），神聖羅馬帝國薩爾斯堡人也，公元一七五六年一月廿七日生。
socially-constructed-person;['拿破崙一世', '拿破侖', '拿破侖·波拿巴', '拿破崙', '拿破崙·波拿巴', '拿破輪', '法蘭西人之皇拿破崙一世'];拿破崙一世（法文：Napoléon Ier），姓波拿巴氏，科西嘉阿雅克肖人也，世為島中大族。
socially-constructed-person;['高斯'];高斯（Johann Carl Friedrich Gauss），德意志不倫瑞克人也。
socially-constructed-person;['蕭伯納', 'george bernard shaw'];蕭伯納（George Bernard Shaw），愛爾蘭都柏林人也，一八五六年七月二十六日生。
socially-constructed-person;['畢加索'];巴勃羅·魯伊斯·畢加索（父氏魯伊斯，名巴勃羅，以母氏畢加索行，西言曰Pablo Ruiz Picasso），教名曰巴勃羅·迪戈·何塞·弗朗西斯科·德保拉·胡安·尼波穆切諾·瑪麗亞·德洛斯雷梅迪奥斯·西普里亞諾·德拉聖蒂西馬·特立尼達·鲁伊斯·畢加索，西班牙雅師也。
socially-constructed-person;['墨索里尼', '本尼托·墨索里尼', '貝尼托·墨索里尼'];墨索里尼（義大利文：Benito Mussolini），其名中國大陸譯貝尼托、臺灣譯本尼托，義大利費拉拉省普雷達皮奧人氏。
socially-constructed-person;['華盛頓', 'george washington', '佐治·華盛頓', '喬治·華盛頓'];佐治華盛頓（又譯兀興騰），維珍尼亞人也，一七三二年二月二十二日生。
socially-constructed-person;['老羅斯福', 'théodore roosevelt'];西奥多·羅斯福（英言Theodore Roosevelt），西元一八五八年十月二十七日生。
socially-constructed-person;['富蘭克林·德拉諾·羅斯福', '小羅斯福'];富蘭克林·德拉諾·羅斯福（英言 Franklin Delano Rosevelt）者，富蘭克林氏、中間名德拉諾、名羅斯福，美國紐約州海德公園市人也。
socially-constructed-person;['傑弗遜', 'thomas jefferson'];傑弗遜者，美國維珍尼亞人也，一七四三年生。
socially-constructed-person;['列根'];朗奴列根，又譯隆納雷根（英文：Ronald Wilson Reagan），美國伊利諾州人也，一九一一年二月六日生。
socially-constructed-person;['莊子', '南華真人', '莊周'];莊子者，蒙人也，名周。
socially-constructed-person;['奧古斯都', '屋大維'];帝屋大維，奧古斯都也（拉丁文：AGVSTVS）。
socially-constructed-person;['使徒保羅', '寶路法王', '聖保祿'];聖使徒諱保羅，或譯保祿、葩韋泐，景教譯寶路法王。
socially-constructed-person;['征夷大將軍'];征夷大將軍（せいいたいしょうぐん）者，大和朝廷為將軍征蝦夷所立之位，後成日本武士之首。
socially-constructed-person;['醫士', '醫師', '醫生'];醫士，又云醫師，救死扶傷輩也。
socially-constructed-person;['警察'];警察者，緝拿盜匪，維護法律之人也。
socially-constructed-person;['馬雅', '瑪雅', '瑪雅文明', '馬雅文明'];馬雅，古中美之國，蓋始於公元前二千五百年，國未嘗合，城邦分治。
socially-constructed-person;['阿兹特克', '墨西卡', '特諾奇', '阿茲特克文明'];阿兹特克，亦名墨西卡、特諾奇，中美古國也。
socially-constructed-person;['蒙古族'];蒙古族，又名蒙古人，遊牧後人，凡千萬餘口，散居於蒙古國、中華人民共和國、俄羅斯。
socially-constructed-person;['疇人'];疇人，精歷算者。
socially-constructed-person;['囚'];囚者，獄中之徒也。
socially-constructed-person;['兄弟', '兄弟姊妹', '姊妹'];兄弟，儒家五倫之一。
socially-constructed-person;['耶穌', '夷數', '移鼠', '翳數'];耶穌，唐景教譯移鼠、翳數，入華之摩尼教又譯夷數、夷數和，前六年生，三十年歿。
socially-constructed-person;['法官', '庭上'];法官，司審判之人也。
socially-constructed-person;['優伶', '伶人', '伶伎', '俳優', '戲子', '演員'];優伶亦稱伶人、戲子，今謂「演員」。
socially-constructed-person;['民科'];民科，與官科對，本義民間之科學人，後轉謂說近妖妄之輩。
socially-constructed-person;['李羅拔', 'robert e. lee', 'robert edward lee', '勞勃·李', '勞勃李', '李將軍', '李羅伯特', '李羅拔將軍', '羅伯特‧李', '羅伯特李', '羅拔·李', '羅拔‧李', '羅拔李'];李羅拔（Robert Edward Lee），通稱李將軍，美國維珍尼亞人也，一八零七年一月十九日生。
socially-constructed-person;['顧問'];顧問，弼士也，專攻學問，以俟諮諏。
socially-constructed-person;['蘇格拉底'];蘇格拉底，希臘哲人，今人有贊曰「泰西孔丘」，與其弟子柏拉圖、再傳弟子亞里士多德為「希臘三哲」，世謂之西方哲學之奠基者。
socially-constructed-person;['毛澤東', '毛泽东'];毛澤東，字潤之，又作潤芝，湖南湘潭人也。
socially-constructed-person;['老子', '李伯陽', '李耳', '李重耳', '老聃'];老子，楚苦縣厲鄉曲仁里人也，姓李，名耳，字伯陽，諡曰聃。
socially-constructed-person;['凱撒', '凱撒大帝'];凱撒，出尤略氏，名佳護，自稱凱撒。
socially-constructed-person;['牛頓', '伊萨克·牛顿', '奈端', '艾薩克·牛頓'];牛頓艾薩克（英文：Sir Isaac Newton），牛頓其姓，艾薩克其名也。
socially-constructed-person;['釋迦牟尼', '喬達摩·悉達多'];釋迦牟尼本名喬達摩·悉達多，古天竺釋迦人，乃佛教之創始者。
socially-constructed-person;['元世祖', '元世祖聖德神功文武皇帝', '忽必烈'];元世祖諱忽必烈。
socially-constructed-person;['帕斯卡', 'blaise pascal', '布萊士·帕斯卡'];帕斯卡（Blaise Pascal）者，法國克萊蒙人也，一六二三年六月十九日生，世貴顯。
socially-constructed-person;['開普勒'];約翰內斯·開普勒，神聖羅馬帝國魏爾代施塔特人也。
socially-constructed-person;['隆美爾', 'erwin rommel'];埃爾溫.隆美爾，一八九一年生，海登海姆人。
socially-constructed-person;['伊曼努爾·康德', '康德'];伊曼努爾·康德，普魯士柯尼斯堡人也。
socially-constructed-person;['馬丁·路德'];馬丁·路德者，新教信義宗（西言路德宗）創始者也。
socially-constructed-person;['歐幾里得', '歐幾里德'];歐幾里得，古希臘人也，公元前三二五年生。
socially-constructed-person;['阿奎那'];聖托馬斯阿奎那(San Tommaso d'Aquino)，那不勒斯(Napoli)羅卡塞卡(Roccasecca)人也。
socially-constructed-person;['伽利略', '伽利略·伽利萊'];伽利略，伽利萊氏（義大利言：Galileo Galilei），義大利人，一五六四年生。
socially-constructed-person;['列奧尼達一世', '李奧尼達一世'];列奧尼達一世（希臘文︰Λεωνίδας，勇猛若獅之意），古希臘斯巴達之王，蓋海格力斯後也。
socially-constructed-person;['成吉思汗', '元太祖', '鐵木真'];成吉思汗諱鐵木真，博爾濟吉氏，蒙古乞顏部人也。
socially-constructed-person;['帖木爾'];帖木爾，突厥化蒙古人，渴石人也，一三三六年生。
socially-constructed-person;['聖奧思定', '聖奧古斯丁'];聖奧思定，姓奧勒留（拉丁文： Aurelius Augustinus ），羅馬帝國努米底亞塔加斯特人也 ；泰西哲學之巨擘，教父之大成，經院之濫觴者也。
socially-constructed-person;['亞里士多德', '亞里斯多德'];亞里士多德，或譯亞里斯多德，色雷斯人，古希臘之大賢也。
socially-constructed-person;['愛因斯坦', 'albert einstein', 'einstein', '亞伯‧愛因斯坦', '亞伯愛因斯坦', '亞伯特‧愛因斯坦', '亞伯特愛因斯坦', '亞爾伯特‧愛因斯坦', '亞爾伯特愛因斯坦', '阿爾拔‧愛因斯坦', '阿爾拔愛因斯坦'];亞伯愛因斯坦，一八七九年三月十四日生於德國，猶太裔，通理論物理學。
socially-constructed-person;['哥白尼'];尼古拉·哥白尼，一四七三年二月十九日生，一五四三年五月二十四日歿。
socially-constructed-person;['列寧'];列寧者，本名弗拉迪米爾·伊里奇·烏里揚諾夫·列寧。
socially-constructed-person;['陀思妥耶夫斯基', '杜斯妥也夫斯基'];陀思妥耶夫斯基，名費奧多爾米哈伊洛維奇，沙俄人，好文學，有數部小說傳世。
socially-constructed-person;['斯大林', '史大林', '史太林', '史達林'];斯大林（{{{1}}}），或譯史達林、史大林；共產主義者，蘇聯執政，本姓朱加什維利，歷任蘇聯共產黨中央委員會總書記、蘇聯部長會議主席、國防部長、蘇聯大元帥。
socially-constructed-person;['精靈', '仙女', '仙子'];精靈，亦曰仙子，蓋仙女也。
socially-constructed-person;['庖人', '廚師', '饔人'];庖人，又謂饔人，治膳理餚者也。
socially-constructed-person;['龍陽'];龍陽或曰男風，意兩男相悅也。
socially-constructed-person;['獨夫', '僭主', '暴君', '獨裁者'];獨夫，謂專斷殘賊之人也。
socially-constructed-person;['氓'];氓者，民之失其所處者也。
socially-constructed-person;['塞萬提斯'];米格爾·德·塞萬提斯（母氏薩維德拉）者，西班牙小說家也。
socially-constructed-person;['總統', '大統領', '总统'];總統者，英文President之漢譯也，清末，國人直譯其聲曰「伯理璽天德」、「柏理璽天德」、「普利璽天德」，今大韓民國、日本曰「大統領」矣。
socially-constructed-person;['尼爾杭思朗', 'neil armstrong'];杭思朗，又譯岩士唐、阿姆斯壯、阿姆斯特朗，美國人也，公元一九三零年八月五日生。
socially-constructed-person;['羅馬教宗', '教宗'];教宗者，又譯教皇，天主教之元首也，以為耶穌基督之在世代表，宗徒之長聖伯多祿之繼承人。
socially-constructed-person;['皇帝', '三皇'];皇帝可為︰
socially-constructed-person;['美國總統'];美利堅合眾國元首號總統（the President of United States），理行政政務，並帥三軍，選之於民，每任四年，可連任一。
socially-constructed-person;['馮諾曼', 'john von neumann', '溤諾曼', '約翰·馮·諾伊曼', '约翰·冯·诺伊曼', '諾依曼'];馮諾曼（John von Neumann，本名 Margittai Neumann János Lajos），亦作馮·諾依曼，匈牙利猶太人也，一九〇三年十二月廿八日生。
socially-constructed-person;['馬可·波羅', '尼可路·波羅', '馬可·勃羅', '馬可勃羅', '馬可波羅', '馬哥·孛羅', '馬哥·波羅', '馬哥孛羅', '馬菲奧·波羅', '马哥·孛罗', '马哥孛罗'];馬可·波羅（Marco Polo'），威尼斯庫佐拉人也，一二五四年生。
socially-constructed-person;['老布什'];喬治·赫伯特·沃克·布什者，美國五十一屆總統也，序任則四十一，世皆稱老布什。
space-region;['測地線'];測地線，或曰短距線，相接兩點之最短曲線也。
space-region;['線', '直線', '線段'];線者，二點之接也。
space-region;['線', '直線', '線段'];線者，二點之接也。
space-region;['球'];球者，面上之點，俱與心等距也。
space-region;['垂直'];垂直者，成直角也。
space-region;['弦'];弦者，幾何術語也，有多義：或言曲線上二點之連線也，或言直角三角形之大斜也。
space-region;['相切'];二圖形之謂相切，言其交於一點，擦而過也。
space-region;['球'];球者，面上之點，俱與心等距也。
space-region;['太虛', '太空'];太虛者，有稱太空、天、宇，天外虛無一物，故名。
space-region;['北極'];北極者，地球之極北，即地軸之北點也，眾子午線聚之，北緯九十度之所，名曰北極點。
space-region;['南極'];欲知其大陸事，可閱南極洲一文。
spatial-feature;['臺地'];臺地，中央平緩，四周陡峭，其面積也大，海拔也低。
spatial-feature;['山'];山，地之高者也。
spatial-feature;['丘'];丘，軒於四野，而卑於山嶽者也。
spatial-feature;['聖母峰', '珠穆朗瑪峰', '薩加瑪塔峰'];聖母峰者，藏言珠穆朗瑪，尼泊爾言薩加瑪塔，地球極峰也，高海拔八千八百四十四點四三公尺，半屬中華人民共和國，半屬尼泊爾。
spatial-feature;['喜瑪拉雅山'];喜馬拉雅山，在西藏、印度間，高聳入雲，甲於天下。
spatial-feature;['毛納洛峰', 'mauna loa', '冒納羅亞火山', '毛納羅峰', '洛阿山'];毛納洛峰，亦譯毛納羅峰、洛阿山、冒納洛亞火山，意曰長山，在夏威夷，積達七萬五千公里之巨，冠絕火山。
spatial-feature;['山地'];山地，平地之對。
spatial-feature;['落磯山', '洛磯山脈', '落基山', '落基山脉'];落磯山，蓋英人謂石山也，在美洲之西，南北走向，起不列顛哥倫比亞利亞德河，止新墨西哥格蘭德河，前後四千八百三十公裡，其山脈也，北延及阿拉斯加，南伸至墨西哥國，一貫加、美，山河壯麗，峰巒如聚，遊人如織焉。
subject;['分析學', '數學分析'];分析學者，連續數學所派衍也。
subject;['格致', '格物致知', '格致學', '科學'];格致者，格物致知也。
subject;['數學', '疇算', '算學'];數學者，量、形、結構之學，可略分為組合、分析、幾何與代數，植根邏輯、範疇論與集合論，似眾實一，諸域皆通。
subject;['平面幾何'];平面幾何者，泰西中華皆有其源，而所宗者泰西希臘也。
subject;['地理學'];地理者，大地之理也。
subject;['詞彙學'];詞彙學，屬語言學旁支。
subject;['微積分'];微積分者，微分、積分也，極限論乃其根基。
subject;['理則', 'logic', '名學', '論理', '邏輯'];理則或理則學，又譯名學、名理、辯學、論理學、邏輯、㦬ð¢±等，思辯之道也，所以推闡思籀，而為諸學立本則
subject;['熱力學'];熱力學者，論熱之理也。
subject;['拓撲學'];拓撲學，亦曰位相學，幾何學引伸也，論物之形，毋視度量，故亦曰「橡膠幾何」。
subject;['集論', '公理集合', '樸素集論', '集合論'];集論者，當世算術之本也。
subject;['計學', '理財學', '經濟學', '经济学'];計學，西名葉科諾密（Economics），本古希臘語。
subject;['化學', '化学', '質學'];化學，嘗謂質學，格致之學也。
subject;['有機化學'];有機化學，又名碳化合物之化學，主究有機物之性理、反應。
subject;['代數學', 'algebra', '代數'];欲尋結構名代數者，見代數 (代數)。
subject;['形而上學'];形而上學者，西洋之理學也。
subject;['幾何'];幾何之學，一名形學，為數學之一部。
subject;['哲學'];哲學，又名通幾。
subject;['物理', '物理學'];物理者，格物致知之學也，舊譯格物學。
subject;['生物學', '生學'];生物學，嘗謂生學，格致之學也。
subject;['語言學', '言語學'];語言學，科學也，所治者語言。
subject;['古文書'];古文書者，史料也。
subject;['漢學'];夫中邦之文史，在漢曰國學、國故，邦外則謂曰漢學、中國學。
subject;['遺傳工程', '基因工程'];遺傳工程，亦謂基因工程、基因修飾、基因轉殖、轉基因技術，所以篡遺傳資訊而易生物性狀也。
subject;['坐標幾何', '座標幾何', '解析幾何'];解析幾何，又名坐標幾何，屬形學，以解析式研究圖形。
substance-role;['溶液'];溶液，又曰單相均混和物者，乃由多類純物所成之均相、性穩分散統系也；或為固態、或為液態、或為氣態，乃至為其組合矣；有導電者，亦有絕緣者；或固體、或膠體、或可流。
substance-role;['合金'];合金者，二物或多物相混，其一金屬，抑多金屬相混，而顯金屬之性者也。
substance-role;['水溶液'];水溶液者，乃物溶於水所成，故其溶劑必為水。
substance-role;['電解質', '電化物'];電解質，舊譯電化物，謂化合質融水、熔融之時，有以傳電者也。
substance-role;['青銅'];青銅者，以銅、錫、鉛合鑄之而成。
substance-role;['水蒸氣'];水蒸氣者，氣態水也。
system-as-description;['毛澤東思想'];毛澤東思想，一名毛宗（英文Mao Zedong Thought 其有別於毛澤東主義也。
system-as-description;['萬國公黨'];萬國公黨，一作國際政黨，謂黨人之理念、部署通行各國之間，同其意理，而為萬國公會者也。
taxonomic-collection;['主格'];主格為語法格，多表動詞主語，於及物動詞相對於賓格。
taxonomic-collection;['與格'];與格多指動詞間接受詞(如英語he gave a book to me之to me一類，即間接受詞)，多表之以屈折。
taxonomic-collection;['形容詞'];形容詞，詞類之一，又名定字、區別字、德句，言性態品質者也。
taxonomic-collective;['蒲公英'];蒲公英者，草木一類也。
taxonomic-collective;['蜚蠊', '曱甴', '蟑螂'];蜚蠊，蟲名，分類屬蜚蠊目，俗稱蟑螂、油蟲、粵地通稱曱甴、甴曱。
taxonomic-collective;['豬科'];豬科之於生學，哺乳綱偶蹄目之一科也。
taxonomic-collective;['鯡', 'clupea'];鯡 （學名：Clupea），海魚也。
taxonomic-collective;['鰒'];鰒，今曰鮑魚，海生軟動物也，常舍濱之多，以藻為食。
temporal-region;['公曆一月一日', '一月一日'];一月一日者，格里曆之首日也，距歲暮餘三百六十五日（閏年三百六十六日）。
